MJD	CSP_B_old	CSP_B_old_err	CSP_V9844	CSP_V9844_err	CSP_g_old	CSP_g_old_err	CSP_i_old	CSP_i_old_err	CSP_r_old	CSP_r_old_err	CSP_u_old	CSP_u_old_err
54144.354531252255	1.3301389817613402e-15	2.2670091891313653e-16	1.928056503292894e-15	1.7054960894726429e-16	1.6411549640715016e-15	2.5725728608313394e-16	1.3286006469385214e-15	6.668089059945051e-17	2.055353832179327e-15	1.290336931546644e-16	nan	nan
54144.40453125226	1.3283403461751485e-15	2.3656343309140766e-16	1.9250176355788297e-15	1.780709127400366e-16	1.6389843161702685e-15	2.691766278529052e-16	1.3260951090591393e-15	6.958968909220263e-17	2.051503201158426e-15	1.3477811346919864e-16	nan	nan
54144.45453125226	1.3265495303733445e-15	2.4632803708312464e-16	1.9219984126964457e-15	1.8551671978206155e-16	1.6368147562856342e-15	2.8103041018508474e-16	1.3236071956641737e-15	7.249188478223595e-17	2.0476712665514537e-15	1.4050471043082125e-16	nan	nan
54144.50453125226	1.3247666088451663e-15	2.5599233699611004e-16	1.9189987364614655e-15	1.9288555302136712e-16	1.634646422431688e-15	2.928171261130295e-16	1.3211368048538045e-15	7.538610370368415e-17	2.0438579631062183e-15	1.46211337590016e-16	nan	nan
54144.554531252266	1.3229916551108848e-15	2.655541781041006e-16	1.9160185087533562e-15	2.0017605017952993e-16	1.6324794512321039e-15	3.0453537699396413e-16	1.3186838349480583e-15	7.827114468992432e-17	2.040063225715971e-15	1.518961093607443e-16	nan	nan
54144.60453125227	1.321224741728814e-15	2.7501160309979157e-16	1.913057631512662e-15	2.0738694477618417e-16	1.630313977930179e-15	3.161838547807495e-16	1.3162481844850643e-15	8.114594857469966e-17	2.0362869894184414e-15	1.5755735382415006e-16	nan	nan
54144.65453125227	1.3194659403021616e-15	2.8436281953761725e-16	1.9101160067384557e-15	2.1451705136287098e-16	1.6281501363988644e-15	3.277613282203455e-16	1.3138297522192088e-15	8.400957380868086e-17	2.032529189394664e-15	1.6319357561042056e-16	nan	nan
54144.704531252275	1.3177153214858596e-15	2.9360617417747283e-16	1.9071935364856033e-15	2.2156525390550138e-16	1.625988059150726e-15	3.392666319843967e-16	1.3114284371193338e-15	8.686117700040224e-17	2.028789760968084e-15	1.6880342644785886e-16	nan	nan
54144.75453125228	1.3159729549932953e-15	3.027401325687277e-16	1.904290122862253e-15	2.2853049655024465e-16	1.6238278773477834e-15	3.5069865801515477e-16	1.3090441383668671e-15	8.969999726912175e-17	2.025068639603435e-15	1.7438568160233516e-16	nan	nan
54144.80453125228	1.3142389096029825e-15	3.117632626548301e-16	1.901405668027139e-15	2.3541177621204503e-16	1.621669720811332e-15	3.6205634856398963e-16	1.3066767553541297e-15	9.252534357247612e-17	2.0213657609057586e-15	1.7993922088100904e-16	nan	nan
54144.854531252284	1.312513253165146e-15	3.2067422149243063e-16	1.8985400741870503e-15	2.4220813657223063e-16	1.6195137180315762e-15	3.7333869053638366e-16	1.3043261876824153e-15	9.533658437343685e-17	2.0176810606193575e-15	1.8546301320393466e-16	nan	nan
54144.90453125229	1.310796052608272e-15	3.29471744405319e-16	1.895693243594035e-15	2.489186631746407e-16	1.617359996177311e-15	3.845447108549899e-16	1.3019923351602023e-15	9.813313916037853e-17	2.0140144746267857e-15	1.9095610398590317e-16	nan	nan
54144.95453125229	1.3090873739455257e-15	3.3815463605762136e-16	1.892865078542898e-15	2.555424793864811e-16	1.6152086811053822e-15	3.956734726233013e-16	1.2996750978014549e-15	1.0091447144524032e-16	2.010365938947758e-15	1.9641760474901385e-16	nan	nan
54145.00453125229	1.3073872822811515e-15	3.4672176305244927e-16	1.8900554813685303e-15	2.6207874304528643e-16	1.6130598973702206e-15	4.0672407192426977e-16	1.2973743758236706e-15	1.0368008294840605e-16	2.0067353897382165e-15	2.018466845183307e-16	nan	nan
54145.054531252295	1.3056958418167893e-15	3.5517204775165066e-16	1.887264354443173e-15	2.685266436543389e-16	1.6109137682331471e-15	4.1769563512649913e-16	1.2950900696462047e-15	1.0642950874247948e-16	2.0031227632891954e-15	2.0724256265214869e-16	nan	nan
54145.1045312523	1.3040131158577128e-15	3.635044630804501e-16	1.884491600173864e-15	2.748854000200436e-16	1.6087704156717042e-15	4.2858731659912456e-16	1.2928220798884014e-15	1.0916231317530258e-16	1.9995279960259183e-15	2.1260450283413332e-16	nan	nan
54145.1545312523	1.3023391668189615e-15	3.7171802813151936e-16	1.8817371209997185e-15	2.8115425824780436e-16	1.606629960388868e-15	4.3939829675860186e-16	1.290570307367876e-15	1.118780864299944e-16	1.9959510245066585e-15	2.1793180801208925e-16	nan	nan
54145.204531252304	1.3006740562315008e-15	3.7981180442238636e-16	1.8790008193893536e-15	2.8733249003073863e-16	1.6044925218221704e-15	4.501277803862923e-16	1.2883346530986014e-15	1.1457644160836475e-16	1.9923917854218044e-15	2.232238161120881e-16	nan	nan
54145.25453125231	1.2990178447482058e-15	3.8778489268983136e-16	1.8762825978380033e-15	2.9341939117901795e-16	1.6023582181527666e-15	4.607749951688943e-16	1.2861150182892652e-15	1.1725701224679237e-16	1.988850215592737e-15	2.2847989639161787e-16	nan	nan
54145.30453125231	1.29737059214985e-15	3.956364301284889e-16	1.8735823588651143e-15	2.9941428034819757e-16	1.6002271663144066e-15	4.713391904233067e-16	1.2839113043414058e-15	1.1991945019099566e-16	1.985326251970925e-15	2.336994463215817e-16	nan	nan
54145.35453125231	1.2957323573509775e-15	4.0336558799867886e-16	1.870900005011466e-15	3.053164979331043e-16	1.5980994820023512e-15	4.818196359749664e-16	1.2817234128476039e-15	1.2256342377012824e-16	1.98181983163678e-15	2.38881888908635e-16	nan	nan
54145.404531252316	1.2941031984057503e-15	4.1097156954317944e-16	1.8682354388365826e-15	3.111254051003164e-16	1.595975279682187e-15	4.922156211647049e-16	1.2795512455897872e-15	1.2518861622162627e-16	1.9783308917987454e-15	2.4402667038544276e-16	nan	nan
54145.45453125232	1.2924831725136767e-15	4.184536081634828e-16	1.8655885629160155e-15	3.168403829371028e-16	1.5938546725985806e-15	5.025264539639955e-16	1.2773947045373506e-15	1.2779472432711014e-16	1.9748593697921498e-15	2.491332582102204e-16	nan	nan
54145.50453125232	1.2908723360253356e-15	4.25810965815374e-16	1.862959279838617e-15	3.224608316989223e-16	1.591737772783939e-15	5.1275146018184e-16	1.2752536918454737e-15	1.3038145722643233e-16	1.97140520307831e-15	2.5420113932668425e-16	nan	nan
54145.554531252325	1.2892707444479457e-15	4.3304293159063827e-16	1.8603474922038636e-15	3.2798617014071304e-16	1.5896246910670203e-15	5.228899827497087e-16	1.2731281098532693e-15	1.3294853538297044e-16	1.967968329243444e-15	2.5922981864514146e-16	nan	nan
54145.60453125233	1.2876784524509894e-15	4.401488204575876e-16	1.8577531026191536e-15	3.3341583491976946e-16	1.5875155370814854e-15	5.32941381073486e-16	1.2710178610820869e-15	1.354956896775604e-16	1.9645486859976375e-15	2.642188177110327e-16	nan	nan
54145.65453125233	1.2860955138716421e-15	4.471279721376312e-16	1.855176013697083e-15	3.3874928006020647e-16	1.5854104192742371e-15	5.429050304427607e-16	1.2689228482336539e-15	1.3802266061252154e-16	1.9611462111738635e-15	2.691676735339607e-16	nan	nan
54145.70453125233	1.2845219817201965e-15	4.539797500990125e-16	1.8526161280527367e-15	3.439859764703546e-16	1.5833094449139282e-15	5.527803214899874e-16	1.266842974188404e-15	1.4052919760990214e-16	1.9577608427269e-15	2.740759375538655e-16	nan	nan
54145.754531252336	1.2829579081854687e-15	4.60703540651844e-16	1.8500733483009197e-15	3.4912541150623366e-16	1.5812127200991971e-15	5.625666596928423e-16	1.2647781420036092e-15	1.4301505839084783e-16	1.954392518732416e-15	2.789431747253303e-16	nan	nan
54145.80453125234	1.2814033446400144e-15	4.672987521311204e-16	1.847547577053466e-15	3.5416708857515216e-16	1.5791203497668567e-15	5.722634649143064e-16	1.2627282549116882e-15	1.454800084251508e-16	1.951041177385825e-15	2.8376896270362533e-16	nan	nan
54145.85453125234	1.2798583416454236e-15	4.737648141564801e-16	1.8450387169165075e-15	3.591105267744141e-16	1.5770324377001163e-15	5.818701709759304e-16	1.2606932163184972e-15	1.4792382044130994e-16	1.947706757001344e-15	2.885528911189573e-16	nan	nan
54145.904531252345	1.2783229489574362e-15	4.801011769591757e-16	1.8425466704876467e-15	3.639552605607903e-16	1.5749490865366027e-15	5.913862252602901e-16	1.2586729298013586e-15	1.5034627398938726e-16	1.944389196010981e-15	2.9329456092722217e-16	nan	nan
54145.95453125235	1.2767972155310125e-15	4.863073107682102e-16	1.8400713403533684e-15	3.6870083944737656e-16	1.572870397776404e-15	6.008110883392994e-16	1.256667299107552e-15	1.5274715504969608e-16	1.9410884329634554e-15	2.9799358382740587e-16	nan	nan
54146.00453125235	1.2752811895254334e-15	4.923827052486723e-16	1.8376126290861104e-15	3.7334682772463955e-16	1.5707964717899696e-15	6.101442336255513e-16	1.2546762281524256e-15	1.5512625568162382e-16	1.9378044065232163e-15	3.026495817372255e-16	nan	nan
54146.05453125235	1.2737749183091947e-15	4.983268689864368e-16	1.835170439241609e-15	3.7789280420297567e-16	1.5687274078260388e-15	6.193851470442412e-16	1.252699621017615e-15	1.5748337370761905e-16	1.9345370554694344e-15	3.072621863198127e-16	nan	nan
54146.10453125236	1.2722784484649415e-15	5.04139329014102e-16	1.8327446733560717e-15	3.823383619746425e-16	1.5666633040193312e-15	6.285333267235429e-16	1.2507373819493991e-15	1.5981831242796804e-16	1.931286318694941e-15	3.11831038555178e-16	nan	nan
54146.15453125236	1.270791825794311e-15	5.098196303738477e-16	1.8303352339434255e-15	3.8668310819308105e-16	1.5646042573983494e-15	6.375882827016171e-16	1.2487894153568805e-15	1.6213088036282457e-16	1.9280521352053313e-15	3.16355788351276e-16	nan	nan
54146.20453125236	1.2693150953226723e-15	5.15367335713359e-16	1.8279420234925435e-15	3.90926663867916e-16	1.5625503638929809e-15	6.465495366487023e-16	1.2468556258102165e-15	1.6442089101823188e-16	1.9248344441177263e-15	3.2083609418982813e-16	nan	nan
54146.254531252365	1.2678483013038512e-15	5.207820249117103e-16	1.8255649444644675e-15	3.9506866367417856e-16	1.5605017183421135e-15	6.554166216028887e-16	1.2449359180389385e-15	1.6668816267337633e-16	1.92163318465996e-15	3.2527162280323726e-16	nan	nan
54146.30453125237	1.2663914872247995e-15	5.260632947321209e-16	1.8232038992895552e-15	3.991087557745606e-16	1.5584584145011277e-15	6.641890817183903e-16	1.2430301969301537e-15	1.6893251818673254e-16	1.918448296169463e-15	3.2966204887883814e-16	nan	nan
54146.35453125237	1.2649446958101281e-15	5.312107584993878e-16	1.8208587903646967e-15	4.030466016534855e-16	1.5564205450493007e-15	6.728664720252754e-16	1.2411383675268157e-15	1.7115378481894717e-16	1.9152797180922786e-15	3.340070547876197e-16	nan	nan
54146.404531252374	1.2635079690266885e-15	5.362240457995998e-16	1.818529520050599e-15	4.0688187596213423e-16	1.5543882015972516e-15	6.814483581996834e-16	1.2392603350259986e-15	1.7335179407071588e-16	1.912127389982004e-15	3.3830633033486947e-16	nan	nan
54146.45453125238	1.2620813480879585e-15	5.41102802200396e-16	1.816215990668819e-15	4.1061426637350993e-16	1.5523614746941728e-15	6.899343163437719e-16	1.2373960047771398e-15	1.7552638153401638e-16	1.9089912514988314e-15	3.4255957253019677e-16	nan	nan
54146.50453125238	1.2606648734585159e-15	5.458466889900131e-16	1.8139181044990146e-15	4.142434734468389e-16	1.55034045383512e-15	6.983239327746966e-16	1.2355452822803135e-15	1.7767738675531665e-16	1.905871242408506e-15	3.4676648537521006e-16	nan	nan
54146.55453125238	1.2592585848583043e-15	5.504553829337316e-16	1.8116357637762018e-15	4.177692105006038e-16	1.548325227468112e-15	7.0661680382189e-16	1.233708073184485e-15	1.798046531095201e-16	1.9027673025812507e-15	3.5092677966692276e-16	nan	nan
54146.604531252386	1.2578625212669483e-15	5.549285760463528e-16	1.8093688706877355e-15	4.211912034937287e-16	1.5463158830012921e-15	7.148125356321476e-16	1.2318842832857885e-15	1.8190802768358888e-16	1.8996793719908962e-15	3.550401728152334e-16	nan	nan
54146.65453125239	1.2564767209279598e-15	5.59265975379664e-16	1.8071173273705915e-15	4.245091909142857e-16	1.5443125068099327e-15	7.229107439820267e-16	1.2300738185257483e-15	1.8398736116887782e-16	1.896607390713653e-15	3.5910638867343636e-16	nan	nan
54146.70453125239	1.255101221352878e-15	5.634673028237713e-16	1.8048810359085028e-15	4.2772292367534806e-16	1.5423151842433965e-15	7.309110540970435e-16	1.2282765849896294e-15	1.8604250776133227e-16	1.8935512989273475e-15	3.6312515738016397e-16	nan	nan
54146.754531252394	1.2537360593253352e-15	5.675322949215071e-16	1.802659898329082e-15	4.308321650175627e-16	1.540323999632023e-15	7.388131004773491e-16	1.2264924889046452e-15	1.8807332506885946e-16	1.890511036910139e-15	3.6709621521196513e-16	nan	nan
54146.8045312524	1.252381270905155e-15	5.714607026950725e-16	1.8004538166009266e-15	4.3383669041813273e-16	1.5383390362939727e-15	7.466165267294008e-16	1.224721436638226e-15	1.9007967402508032e-16	1.8874865450397397e-15	3.710193044453805e-16	nan	nan
54146.8545312524	1.2510368914322406e-15	5.752522914841622e-16	1.7982626926307964e-15	4.367362875057481e-16	1.536360376541991e-15	7.543209854034495e-16	1.22296333469633e-15	1.9206141880903515e-16	1.8844777637922116e-15	3.7489417322786643e-16	nan	nan
54146.9045312524	1.2497029555305459e-15	5.78906840795037e-16	1.796086428260768e-15	4.39530755981432e-16	1.5343881016901008e-15	7.619261378363938e-16	1.2212180897216876e-15	1.9401842677021312e-16	1.8814846337411057e-15	3.787205754565865e-16	nan	nan
54146.954531252406	1.2483794971118774e-15	5.82424144159903e-16	1.793924925265176e-15	4.4221990754469985e-16	1.5324222920602435e-15	7.69431653999871e-16	1.219485608492107e-15	1.9595056835843977e-16	1.8785070955563106e-15	3.824982706645183e-16	nan	nan
54147.00453125241	1.2470665493797283e-15	5.858040090061073e-16	1.7917780853479425e-15	4.448035658252235e-16	1.530463026988834e-15	7.768372123532389e-16	1.217765797918704e-15	1.978577170582608e-16	1.8755450900031037e-15	3.8622702391329806e-16	nan	nan
54147.05453125241	1.2457641448329615e-15	5.890462565347454e-16	1.7896458101395004e-15	4.472815663193814e-16	1.528510384833284e-15	7.841424997012593e-16	1.2160585650442385e-15	1.9973974932740126e-16	1.8725985579411945e-15	3.8990660569218623e-16	nan	nan
54147.104531252415	1.2444723152695158e-15	5.921507216081861e-16	1.787528001193959e-15	4.496537563318613e-16	1.5265644429783997e-15	7.913472110562826e-16	1.2143638170413306e-15	2.0159654453898556e-16	1.869667440323512e-15	3.9353679182270643e-16	nan	nan
54147.15453125242	1.2431910917899796e-15	5.951172526462534e-16	1.785424559986215e-15	4.519199949218879e-16	1.5246252778428139e-15	7.984510495047784e-16	1.212681461210807e-15	2.0342798492719418e-16	1.866751678195444e-15	3.971173633685194e-16	nan	nan
54147.20453125242	1.2419205048012072e-15	5.979457115306894e-16	1.7833353879088938e-15	4.540801528541132e-16	1.5226929648852538e-15	8.054537260779677e-16	1.2110114049799293e-15	2.0523395553609842e-16	1.8638512126936207e-15	4.0064810655012554e-16	nan	nan
54147.25453125242	1.2406605840197376e-15	6.006359735175584e-16	1.7812603862696014e-15	4.561341125539435e-16	1.5207675786107922e-15	8.123549596264492e-16	1.2093535559007036e-15	2.0701434417145776e-16	1.860965985044986e-15	4.041288126640423e-16	nan	nan
54147.30453125243	1.239411358475263e-15	6.031879271574513e-16	1.779199456287833e-15	4.580817680672072e-16	1.5188491925770695e-15	8.191544766986945e-16	1.2077078216481884e-15	2.0876904135518646e-16	1.858095936565741e-15	4.075592780061887e-16	nan	nan
54147.35453125243	1.238172856514022e-15	6.056014742231371e-16	1.777152499092074e-15	4.599230250240761e-16	1.5169378794003623e-15	8.258520114232001e-16	1.2060741100187165e-15	2.1049794028236553e-16	1.8552410086604045e-15	4.109393037990714e-16	nan	nan
54147.40453125243	1.236945105802092e-15	6.078765296445424e-16	1.7751194157168378e-15	4.616578006071412e-16	1.5150337107616738e-15	8.324473053942691e-16	1.2044523289282595e-15	2.1220093678056616e-16	1.852401142820673e-15	4.1426869612265006e-16	nan	nan
54147.454531252435	1.2357281333286455e-15	6.100130214507848e-16	1.773100107099715e-15	4.632860235235531e-16	1.5131367574127237e-15	8.389401075612416e-16	1.2028423864106352e-15	2.1387792927135143e-16	1.8495762806244886e-15	4.175472658485403e-16	nan	nan
54147.50453125244	1.2345219654092147e-15	6.120108907191979e-16	1.7710944740784015e-15	4.648076339811279e-16	1.5112470891818773e-15	8.45330174121075e-16	1.2012441906158895e-15	2.1552881873381868e-16	1.846766363735044e-15	4.207748285773678e-16	nan	nan
54147.55453125244	1.2333266276887297e-15	6.138700915311018e-16	1.769102417387623e-15	4.662225836684643e-16	1.5093647749800342e-15	8.516172684142095e-16	1.199657649808493e-15	2.1715350866994694e-16	1.843971333899639e-15	4.239512045791206e-16	nan	nan
54147.604531252444	1.232142145144708e-15	6.155905909342251e-16	1.7671238376562784e-15	4.675308357388377e-16	1.5074898828064226e-15	8.578011608235716e-16	1.198082672365711e-15	2.1875190507180223e-16	1.8411911329488213e-15	4.270762187362013e-16	nan	nan
54147.65453125245	1.2309685420902284e-15	6.171723689117088e-16	1.7651586354043473e-15	4.687323647980055e-16	1.5056224797543487e-15	8.638816286767074e-16	1.1965191667758376e-15	2.2032391639033575e-16	1.8384257027952503e-15	4.3014970048923043e-16	nan	nan
54147.70453125245	1.229805842176922e-15	6.186154183575047e-16	1.7632067110399266e-15	4.698271568957736e-16	1.5037626320169017e-15	8.698584561508716e-16	1.194967041636561e-15	2.218694535057298e-16	1.8356749854327257e-15	4.3317148378514664e-16	nan	nan
54147.75453125245	1.228654068397891e-15	6.199197450581506e-16	1.7612679648561505e-15	4.708152095212947e-16	1.5019104048925791e-15	8.757314341810708e-16	1.193426205653163e-15	2.2338842969922366e-16	1.8329389229351723e-15	4.361414070278028e-16	nan	nan
54147.804531252455	1.227513243090576e-15	6.210853676808017e-16	1.75934229702824e-15	4.71696531602109e-16	1.5000658627908403e-15	8.815003603709466e-16	1.1918965676368967e-15	2.2488076062625703e-16	1.8302174574555888e-15	4.3905931303064696e-16	nan	nan
54147.85453125246	1.2263833879395425e-15	6.221123177674943e-16	1.7574296076104229e-15	4.724711435069197e-16	1.4982290692376293e-15	8.871650389064889e-16	1.1903780365032395e-15	2.263463642909701e-16	1.82751053122506e-15	4.419250489715614e-16	nan	nan
