MJD	LT_IOO_g	LT_IOO_g_err	LT_IOO_i	LT_IOO_i_err	LT_IOO_r	LT_IOO_r_err	LT_IOO_u	LT_IOO_u_err	LT_IOO_z	LT_IOO_z_err	atlas_c	atlas_c_err	atlas_o	atlas_o_err
57747.72000000079	3.587713001036232e-16	5.2384247648119346e-17	8.69628691072421e-17	3.3231087589455875e-18	1.804885583511598e-16	7.260747572714249e-18	9.029606679300865e-17	3.6353099556315845e-18	4.0658931006189767e-17	2.0651686729692023e-18	2.5523934439779665e-16	1.107178681312868e-17	nan	nan
57747.77000000079	3.594538868698509e-16	5.2047722419155655e-17	8.72814280084833e-17	3.3288956531024726e-18	1.812178309605663e-16	7.279612516091623e-18	9.070496114800616e-17	3.648561753718368e-18	4.092654612658498e-17	2.048892621660576e-18	2.563204903026945e-16	1.1114788715730973e-17	nan	nan
57747.82000000079	3.60137562530548e-16	5.1711094079411606e-17	8.759997858941684e-17	3.3346409560447555e-18	1.8194493265051143e-16	7.298196169750814e-18	9.111275080072731e-17	3.661883651843443e-18	4.119450843297271e-17	2.0334589974091905e-18	2.573987758311448e-16	1.1157570041415967e-17	nan	nan
57747.870000000796	3.608223280383399e-16	5.137437044210588e-17	8.791852288603156e-17	3.3403472902532226e-18	1.826698666581882e-16	7.316499985206668e-18	9.151943031080515e-17	3.675307134413099e-18	4.146280359704531e-17	2.0188688478183924e-18	2.5847421817792583e-16	1.120016980654566e-17	nan	nan
57747.9200000008	3.6150818434318703e-16	5.1037559451348696e-17	8.82370629336588e-17	3.3460175457186388e-18	1.8339263619906027e-16	7.3345259807389e-18	9.192499421467681e-17	3.6888648054224255e-18	4.1731417266167915e-17	2.0051222144504118e-18	2.595468401884693e-16	1.1242564985968906e-17	nan	nan
57747.9700000008	3.621951323923648e-16	5.0700669184892965e-17	8.855560076697971e-17	3.3516548751354367e-18	1.8411324460544075e-16	7.35227653616332e-18	9.232943695224812e-17	3.702589486639438e-18	4.2000334495194995e-17	1.9922102562688916e-18	2.6061666717695327e-16	1.1284707047852625e-17	nan	nan
57748.020000000804	3.6288317313044187e-16	5.036370785697461e-17	8.887413842003518e-17	3.357262688454511e-18	1.8483170057420089e-16	7.36974759203616e-18	9.273275009330638e-17	3.716487759029883e-18	4.2269539746386535e-17	1.9801152570638825e-18	2.6168372435410886e-16	1.132655167234948e-17	nan	nan
57748.07000000081	3.6357230749926004e-16	5.002668382123048e-17	8.919267792623181e-17	3.3628446468082715e-18	1.8554801977751878e-16	7.386926561705033e-18	9.313492148609849e-17	3.730531870868504e-18	4.253901745742918e-17	1.9688185180552312e-18	2.62748036815498e-16	1.1368059090956458e-17	nan	nan
57748.12000000081	3.642625364379097e-16	4.968960557370525e-17	8.95112213183518e-17	3.3684046557963875e-18	1.8626221833367872e-16	7.403800773338605e-18	9.353593870793652e-17	3.7446925775203046e-18	4.280875206717122e-17	1.95830077729631e-18	2.638096295419865e-16	1.1409194252092795e-17	nan	nan
57748.17000000081	3.649538608827138e-16	4.9352481755950024e-17	8.982977062856318e-17	3.3739468581281294e-18	1.869743123395713e-16	7.420358087927312e-18	9.393578931211871e-17	3.75894167098315e-18	4.3078728015538976e-17	1.948542275741012e-18	2.6486852740020833e-16	1.1449926954252839e-17	nan	nan
57748.220000000816	3.6564628176719867e-16	4.901532115821443e-17	9.014832788842768e-17	3.3794756256236163e-18	1.8768431787082863e-16	7.436586911762079e-18	9.433446082770642e-17	3.773252152374715e-18	4.3348929743448955e-17	1.939522825635683e-18	2.6592475514303623e-16	1.1490231948187368e-17	nan	nan
57748.27000000082	3.6633980002207986e-16	4.867813272273793e-17	9.046689512890556e-17	3.384995550565537e-18	1.883922509819394e-16	7.452476207168923e-18	9.473194075930285e-17	3.7875983875244114e-18	4.3619341692722757e-17	1.93122188058173e-18	2.669783374100389e-16	1.1530089009429742e-17	nan	nan
57748.32000000082	3.6703441657523745e-16	4.834092554713968e-17	9.078547438036992e-17	3.3905114363950935e-18	1.8909812770637666e-16	7.46801550154663e-18	9.512821658683236e-17	3.801956246374341e-18	4.388994830600213e-17	1.923618606622506e-18	2.6802929872794657e-16	1.1569482982361761e-17	nan	nan
57748.370000000825	3.6773013235169345e-16	4.8003708887915364e-17	9.110406767260954e-17	3.3960282877652274e-18	1.8980196405671912e-16	7.483194894796457e-18	9.552327576531643e-17	3.816303226930526e-18	4.416073402666062e-17	1.9166919536930414e-18	2.6907766351110605e-16	1.1608403796871525e-17	nan	nan
57748.42000000083	3.6842694827359384e-16	4.766649216404063e-17	9.142267703928757e-17	3.401551083923504e-18	1.9050377602477984e-16	7.498005065181956e-18	9.591710572465149e-17	3.830618564508154e-18	4.4431683298719054e-17	1.910420726792227e-18	2.7012345606193734e-16	1.1646846458513468e-17	nan	nan
57748.47000000083	3.6912486526018105e-16	4.7329284960691285e-17	9.174130457996136e-17	3.4070817527314958e-18	1.9120357958172058e-16	7.512437273688016e-18	9.630969386938679e-17	3.844883327009533e-18	4.470278056675863e-17	1.9047836562637642e-18	2.7116670057138687e-16	1.1684811012959025e-17	nan	nan
57748.52000000083	3.69823884227778e-16	4.699209703307618e-17	9.205995244479262e-17	3.412619911703261e-18	1.9190139067818191e-16	7.526483366928803e-18	9.670102757849957e-17	3.859080496954696e-18	4.497401027583893e-17	1.89975946659902e-18	2.7220742111937825e-16	1.1722302485393854e-17	nan	nan
57748.57000000084	3.7052400608975935e-16	4.6654938310396403e-17	9.237862278472315e-17	3.41816529471312e-18	1.9259722524440636e-16	7.540135778642665e-18	9.709109420517305e-17	3.873195040955163e-18	4.5245356871404797e-17	1.8953269432234548e-18	2.7324564167525894e-16	1.1759330795369246e-17	nan	nan
57748.62000000084	3.7122523175653606e-16	4.631781889992891e-17	9.269731775014523e-17	3.423717818639639e-18	1.9329109919035414e-16	7.553387529833563e-18	9.747988107657118e-17	3.8872139672801694e-18	4.551680479920676e-17	1.8914649967704836e-18	2.742813860982497e-16	1.1795910647532815e-17	nan	nan
57748.67000000084	3.719275621355284e-16	4.598074909124081e-17	9.301603949093604e-17	3.42927758529738e-18	1.9398302840583514e-16	7.566232227575052e-18	9.786737549361468e-17	3.901126372119542e-18	4.578833850521206e-17	1.8881527244022248e-18	2.753146781378835e-16	1.1832061398528361e-17	nan	nan
57748.720000000845	3.726309981311447e-16	4.564373936054279e-17	9.333479015644446e-17	3.4348448826638125e-18	1.946730287606244e-16	7.578664062537767e-18	9.825356473075732e-17	3.914923475105219e-18	4.605994243551989e-17	1.8853694677911924e-18	2.76345541434449e-16	1.1867806900263678e-17	nan	nan
57748.77000000085	3.733355406447592e-16	4.5306800375183806e-17	9.365357189551813e-17	3.4404201853861974e-18	1.9536111610459093e-16	7.590677805254119e-18	9.863843603575962e-17	3.928598644577929e-18	4.6331601036274834e-17	1.883094867437392e-18	2.773739995194305e-16	1.1903175319671966e-17	nan	nan
57748.82000000085	3.7404119057469073e-16	4.496994299829092e-17	9.397238685649893e-17	3.446004154617118e-18	1.9604730626781102e-16	7.60226880114641e-18	9.902197662946444e-17	3.9421474130447945e-18	4.660329875358004e-17	1.8813089130467193e-18	2.78400075815939e-16	1.1938198934999686e-17	nan	nan
57748.870000000854	3.74747948816176e-16	4.46331782935664e-17	9.429123718724066e-17	3.451597637144469e-18	1.9673161506070075e-16	7.61343296434525e-18	9.940417370557051e-17	3.9555674832084905e-18	4.687502003341359e-17	1.8799919897715048e-18	2.7942379363915185e-16	1.19729139086105e-17	nan	nan
57748.92000000086	3.7545581626135053e-16	4.4296517530240445e-17	9.461012503511527e-17	3.457201663853671e-18	1.9741405827412809e-16	7.624166770321939e-18	9.978501443040754e-17	3.968858724886092e-18	4.71467493215404e-17	1.8791249201426854e-18	2.8044517617508275e-16	1.2007359010132157e-17	nan	nan
57748.97000000086	3.761647937992256e-16	4.395997218819367e-17	9.492905254702172e-17	3.462817447503054e-18	1.980946516795468e-16	7.634467247338865e-18	1.0016448594270891e-16	3.982023163084733e-18	4.7418471063427616e-17	1.8786890016032684e-18	2.814642456606967e-16	1.2041536501371572e-17	nan	nan
57749.02000000086	3.768748823156636e-16	4.362355396324772e-17	9.524802186939575e-17	3.4684463798440865e-18	1.987734110291034e-16	7.644331966734959e-18	1.005425753533861e-16	3.9950649574240404e-18	4.769016970415807e-17	1.878666039583863e-18	2.8248102313253625e-16	1.2075400158307272e-17	nan	nan
57749.070000000866	3.775860826933528e-16	4.3287274772637684e-17	9.556703514822281e-17	3.474090028065102e-18	1.9945035205577347e-16	7.653759032052067e-18	1.0091926974529974e-16	4.007990373080607e-18	4.7961829688344023e-17	1.8790383761175668e-18	2.834955294477485e-16	1.2108903822708266e-17	nan	nan
57749.12000000087	3.7829839581179205e-16	4.2951146760670836e-17	9.588609452903936e-17	3.4797501305870485e-18	2.0012549047347122e-16	7.6627470670062e-18	1.0129455617303393e-16	4.020807743329391e-18	4.823343546004188e-17	1.879788914027988e-18	2.845077853575508e-16	1.2142005077749718e-17	nan	nan
57749.17000000087	3.790118225472569e-16	4.2615182304578614e-17	9.620520215694536e-17	3.485428592202891e-18	2.0079884197717878e-16	7.671295202302245e-18	1.0166842166266847e-16	4.0335274237502216e-18	4.850497146266631e-17	1.8809011367496103e-18	2.85517811507598e-16	1.2174665432831462e-17	nan	nan
57749.220000000874	3.7972636377278607e-16	4.2279394020567813e-17	9.652436017661823e-17	3.491127478564685e-18	2.0147042224306245e-16	7.679403061293256e-18	1.0204085321154937e-16	4.0461617381087476e-18	4.8776422138903806e-17	1.8823591238973776e-18	2.8652562843834826e-16	1.2206850481682512e-17	nan	nan
57749.27000000088	3.804420203581505e-16	4.194379477008857e-17	9.684357073231708e-17	3.496849010035362e-18	2.0214024692859915e-16	7.687070744474074e-18	1.024118377880615e-16	4.058724915884624e-18	4.9047771930626364e-17	1.8841475627024324e-18	2.875312565854222e-16	1.2238530034857276e-17	nan	nan
57749.32000000088	3.81158793169833e-16	4.160839766631236e-17	9.716283596789072e-17	3.502595554892909e-18	2.0280833167268934e-16	7.694298812797093e-18	1.0278136233139913e-16	4.071233021396957e-18	4.931900527880667e-17	1.886251755462383e-18	2.885347162799663e-16	1.2269678227615724e-17	nan	nan
57749.37000000088	3.8187668307100293e-16	4.127321608084144e-17	9.748215802679441e-17	3.508369621907578e-18	2.0347469376410113e-16	7.701085841746081e-18	1.0314941375133765e-16	4.083703874442894e-18	4.9590106623431057e-17	1.8886576231786476e-18	2.8953602774900897e-16	1.230027360414397e-17	nan	nan
57749.420000000886	3.8259569092149695e-16	4.093826365065395e-17	9.780153905208688e-17	3.514173852287755e-18	2.0413935714653491e-16	7.70742112551337e-18	1.035159789280025e-16	4.0961569623682526e-18	4.9861060403414135e-17	1.891351705549332e-18	2.905352111158153e-16	1.2330299178934805e-17	nan	nan
57749.47000000089	3.8331581757778923e-16	4.060355428529571e-17	9.812098118644907e-17	3.520011010994463e-18	2.0480234741387645e-16	7.713291970598e-18	1.0388104471164052e-16	4.108613343454883e-18	5.013185105651308e-17	1.894321157522633e-18	2.915322864002409e-16	1.2359742476092948e-17	nan	nan
57749.52000000089	3.8403706389296927e-16	4.026910217432546e-17	9.844048657219704e-17	3.525883977448482e-18	2.0546369014209652e-16	7.718686139320534e-18	1.0424459792238925e-16	4.121095541532308e-18	5.040246301924042e-17	1.897553742583329e-18	2.9252727351908216e-16	1.2388595547196878e-17	nan	nan
57749.570000000895	3.8475943071672004e-16	3.993492179503033e-17	9.876005735127116e-17	3.5317957356120454e-18	2.0612341088944978e-16	7.723591863906811e-18	1.0460662535004482e-16	4.1336274317106986e-18	5.067288072677867e-17	1.9010378229892357e-18	2.9352019228642523e-16	1.2416854968283696e-17	nan	nan
57749.6200000009	3.8548291889529055e-16	3.9601027920412177e-17	9.907969566527086e-17	3.537749363469181e-18	2.067815351966867e-16	7.727997859234856e-18	1.0496711375383349e-16	4.146234117164297e-18	5.094308878758592e-17	1.9047621357782946e-18	2.9451106241399107e-16	1.244452181639447e-17	nan	nan
57749.6700000009	3.8620752927147425e-16	3.926743562747122e-17	9.939940365544778e-17	3.543748021900596e-18	2.0743808858725363e-16	7.731893334313899e-18	1.0532604986217788e-16	4.158941796903681e-18	5.121307582648608e-17	1.9087111300642007e-18	2.954999035114788e-16	1.247160162604718e-17	nan	nan
57749.7200000009	3.8693326268458183e-16	3.893416030578097e-17	9.971918346271751e-17	3.549794942963686e-18	2.080930965674991e-16	7.735268002529733e-18	1.0568342037246566e-16	4.1717776245187324e-18	5.14828344846065e-17	1.912864972000221e-18	2.9648673508690867e-16	1.2498104325891546e-17	nan	nan
57749.770000000906	3.8766011997041885e-16	3.860121766638424e-17	1.0003903722767115e-16	3.5558934175845125e-18	2.0874658462688323e-16	7.738112090706154e-18	1.0603921195081783e-16	4.184769557909932e-18	5.1752357576160863e-17	1.917204216604537e-18	2.974715765469606e-16	1.2524044155722045e-17	nan	nan
57749.82000000091	3.8838810196126025e-16	3.826862375100735e-17	1.0035896709058296e-16	3.56204678267076e-18	2.0939857823817183e-16	7.740416347025685e-18	1.0639341054092242e-16	4.197942998194459e-18	5.202163791371314e-17	1.9217100396429915e-18	2.9845444719730967e-16	1.2549439563943122e-17	nan	nan
57749.87000000091	3.8911720948582407e-16	3.7936394941620086e-17	1.0067897519141979e-16	3.5682584076493026e-18	2.1004910285765582e-16	7.742172047834555e-18	1.067459949217839e-16	4.2112908014619154e-18	5.2290668308140837e-17	1.9263642543823023e-18	2.994353662429634e-16	1.2574313085496296e-17	nan	nan
57749.920000000915	3.898474433692503e-16	3.760454797033933e-17	1.0099906366985355e-16	3.574531680447054e-18	2.10698183925344e-16	7.743371003395305e-18	1.0709693963225712e-16	4.224786864694829e-18	5.2559441568594277e-17	1.931149324852112e-18	3.004143527885908e-16	1.2598691200195592e-17	nan	nan
57749.97000000092	3.9057880443307475e-16	3.727309992971008e-17	1.0131923466526439e-16	3.5808699929134e-18	2.1134584686517193e-16	7.744005562582973e-18	1.0744621912428329e-16	4.23840551288824e-18	5.2827950502453484e-17	1.9360483758408564e-18	3.0139142583885545e-16	1.2622604171353656e-17	nan	nan
57750.02000000092	3.913112934951976e-16	3.6942068283357867e-17	1.0163949031138494e-16	3.587276171873307e-18	2.1199211708521039e-16	7.744068616584824e-18	1.0779380781685466e-16	4.252121884792081e-18	5.3096187915289684e-17	1.9410451998785812e-18	3.0236660429874007e-16	1.2646085864541854e-17	nan	nan
57750.070000000924	3.920449113698687e-16	3.661147087704867e-17	1.0195983266142166e-16	3.5937447331739525e-18	2.1263701997786092e-16	7.743553601610948e-18	1.0813968009558821e-16	4.265912054540178e-18	5.336414661082225e-17	1.9461242614511824e-18	3.0333990603832143e-16	1.2669166065149102e-17	nan	nan
57750.12000000093	3.9277965886765555e-16	3.62813259501533e-17	1.0228026370653233e-16	3.6002637943316344e-18	2.132805809200693e-16	7.742454500648043e-18	1.0848381031229981e-16	4.279753141632265e-18	5.363181939088042e-17	1.9512706986891543e-18	3.0431134191427617e-16	1.2691822508281474e-17	nan	nan
57750.17000000093	3.9351553679541867e-16	3.5951652147549454e-17	1.0260078543602176e-16	3.606821309060922e-18	2.139228252735209e-16	7.740765844272165e-18	1.0882617278457825e-16	4.29362340968271e-18	5.389919905535983e-17	1.956470322741326e-18	3.052809195853163e-16	1.2714011473477145e-17	nan	nan
57750.22000000093	3.942525459562872e-16	3.5622468531964373e-17	1.0292139983896133e-16	3.613405251095813e-18	2.1456377838485235e-16	7.738482710529466e-18	1.0916674179535887e-16	4.3075023543772105e-18	5.416627840218456e-17	1.961709615085194e-18	3.0624864659663613e-16	1.2735692657352634e-17	nan	nan
57750.270000000935	3.9499068714963247e-16	3.529379459679013e-17	1.032421089041804e-16	3.620003632897479e-18	2.1520346558585548e-16	7.735600723916924e-18	1.0950549159249491e-16	4.3213707810661976e-18	5.4433050227263946e-17	1.966975722959652e-18	3.072145303945625e-16	1.2756829481856851e-17	nan	nan
57750.32000000094	3.9572996117104373e-16	3.49656502793774e-17	1.0356291462028058e-16	3.6266045233856195e-18	2.158419121936676e-16	7.732116053445707e-18	1.0984239638833141e-16	4.33521087244853e-18	5.46995073244531e-17	1.972256453120642e-18	3.081785783265834e-16	1.277738926381797e-17	nan	nan
57750.37000000094	3.9647036881229876e-16	3.463805597483322e-17	1.038838189756406e-16	3.633196064708106e-18	2.164791435109977e-16	7.72802540982071e-18	1.1017743035927604e-16	4.3490062467799316e-18	5.496564248551049e-17	1.9775402641116073e-18	3.091407976413807e-16	1.2797343363517252e-17	nan	nan
57750.420000000944	3.9721191086134386e-16	3.4311032550345604e-17	1.0420482395843176e-16	3.6397664880514866e-18	2.1711518482630912e-16	7.72332604171422e-18	1.1051056764537167e-16	4.362742007025424e-18	5.523144850005968e-17	1.9828162572151673e-18	3.101011954888534e-16	1.28166673130524e-17	nan	nan
57750.47000000095	3.9795458810225965e-16	3.3984601360046876e-17	1.0452593155661484e-16	3.6463041285400566e-18	2.1775006141403599e-16	7.718015731150634e-18	1.1084178234986617e-16	4.3764047813613714e-18	5.5496918155546564e-17	1.988074166238417e-18	3.110597789201408e-16	1.2835340925178481e-17	nan	nan
57750.52000000095	3.986984013152429e-16	3.365878426044326e-17	1.0484714375796428e-16	3.652797439222166e-18	2.183837985347833e-16	7.712092787983119e-18	1.111710485387836e-16	4.389982755419179e-18	5.576204423719827e-17	1.9933043462826593e-18	3.1201655488764833e-16	1.2853348383254391e-17	nan	nan
57750.57000000095	3.994433512765758e-16	3.3333603626428984e-17	1.05168462550061e-16	3.6592350041904965e-18	2.1901642143552735e-16	7.705556043476838e-18	1.114983402404947e-16	4.403465696619528e-18	5.60268195279827e-17	1.9984977616213187e-18	3.1297153024506295e-16	1.2870678312844819e-17	nan	nan
57750.620000000956	4.001894387586004e-16	3.300908236791294e-17	1.0548988992031203e-16	3.665605550854416e-18	2.1964795534982242e-16	7.698404842951215e-18	1.1182363144528602e-16	4.416844970936992e-18	5.629123680857001e-17	2.0036459728076258e-18	3.1392471174737396e-16	1.2887323835443666e-17	nan	nan
57750.67000000096	4.009366645296902e-16	3.268524394707111e-17	1.05811427855948e-16	3.6718979613861884e-18	2.2027842549800236e-16	7.690639037506947e-18	1.1214689610492836e-16	4.430113552387522e-18	5.655528885728657e-17	2.0087411231131195e-18	3.1487610605088363e-16	1.2903282604699993e-17	nan	nan
57750.72000000096	4.016850293542288e-16	3.236211239625257e-17	1.0613307834404402e-16	3.678101283397238e-18	2.209078570873839e-16	7.682258974785813e-18	1.124681081322468e-16	4.44326602551989e-18	5.681896845007945e-17	2.01377592439224e-18	3.1582571971322597e-16	1.291855682544564e-17	nan	nan
57750.770000000965	4.024345339925773e-16	3.203971233657015e-17	1.0645484337151461e-16	3.684204739840812e-18	2.2153627531246857e-16	7.673265488768719e-18	1.127872414006877e-16	4.456298581142256e-18	5.708226836047102e-17	2.0187436424566248e-18	3.1677355919337106e-16	1.2933153255746516e-17	nan	nan
57750.82000000097	4.0318517920105014e-16	3.171806899718293e-17	1.0677672492513767e-16	3.690197738204928e-18	2.221637060377879e-16	7.663658843905543e-18	1.1310426974388733e-16	4.4692090054964896e-18	5.734518135952186e-17	2.023638082016247e-18	3.1771963085163794e-16	1.2947083192083682e-17	nan	nan
57750.87000000097	4.039369657318887e-16	3.139720823531407e-17	1.0709872499154567e-16	3.6960698790030845e-18	2.2279018016058233e-16	7.65343205074659e-18	1.1341916695523825e-16	4.4819966630580574e-18	5.760770021578763e-17	2.0284535712724372e-18	3.1866394094969866e-16	1.296036243772431e-17	nan	nan
57750.92000000097	4.0468989433323173e-16	3.107715655701074e-17	1.0742084555724661e-16	3.701810963616513e-18	2.234157308271814e-16	7.64257513378679e-18	1.1373190678745656e-16	4.49466247310484e-18	5.786981769527766e-17	2.0331849461889054e-18	3.1960649565058184e-16	1.2973011254232439e-17	nan	nan
57750.970000000976	4.0544396574908995e-16	3.075794113868739e-17	1.0774308860863002e-16	3.7074110014965416e-18	2.240403911827012e-16	7.631078591410365e-18	1.1404246295214717e-16	4.507208880179701e-18	5.813152656141558e-17	2.0378275345042322e-18	3.2054730101867566e-16	1.298505429599854e-17	nan	nan
57751.02000000098	4.061991807193216e-16	3.043958984946462e-17	1.0806545613196805e-16	3.712860216784578e-18	2.2466419436064497e-16	7.618933427525312e-18	1.1435080911937059e-16	4.5196398185358946e-18	5.839281957499818e-17	2.042377139504204e-18	3.214863630197257e-16	1.2996520527598393e-17	nan	nan
57751.07000000098	4.0695553997959737e-16	3.012213127433308e-17	1.083879501134339e-16	3.718149054359293e-18	2.252871734831766e-16	7.60613116596754e-18	1.1465691891720803e-16	4.5319606706378055e-18	5.865368949415198e-17	2.046830023596925e-18	3.22423687520832e-16	1.3007443123713524e-17	nan	nan
57751.120000000985	4.0771304426137836e-16	2.980559473816764e-17	1.087105725391016e-16	3.723268185357131e-18	2.2590936166139227e-16	7.592663864069624e-18	1.1496076593132362e-16	4.544178219755211e-18	5.891412907429616e-17	2.051182891698887e-18	3.2335928029044584e-16	1.3017859351288042e-17	nan	nan
57751.17000000099	4.0847169429188847e-16	2.949001033061635e-17	1.0903332539496028e-16	3.728208512190516e-18	2.2653079199558716e-16	7.578524125414499e-18	1.1526232370453218e-16	4.556300596690267e-18	5.917413169259787e-17	2.055432196371251e-18	3.242931469983587e-16	1.3027810433543279e-17	nan	nan
57751.22000000099	4.0923149079408615e-16	2.917540893188185e-17	1.0935621066691951e-16	3.7329611730936824e-18	2.2715149757552774e-16	7.563705111814995e-18	1.1556156573636023e-16	4.568337220636125e-18	5.943369322143291e-17	2.0595720892154098e-18	3.2522529319261137e-16	1.3037341290272746e-17	nan	nan
57751.27000000099	4.0999243448663214e-16	2.886182223942569e-17	1.0967923034081913e-16	3.737517546223215e-18	2.277715114807254e-16	7.548200554548696e-18	1.15858465452656e-16	4.5802978198214995e-18	5.969281015486489e-17	2.0635964483501894e-18	3.261557194285081e-16	1.3046478188812627e-17	nan	nan
57751.320000001	4.107545260838687e-16	2.8549282795608235e-17	1.1000238640243747e-16	3.741869253354635e-18	2.283908667806998e-16	7.532004764872083e-18	1.1615299578691708e-16	4.592179603459544e-18	5.995147898412339e-17	2.0674995519508396e-18	3.2708441524324336e-16	1.3055201246230181e-17	nan	nan
57751.370000001	4.1151776629578577e-16	2.823782401629209e-17	1.103256808374937e-16	3.746008163177524e-18	2.290095965352516e-16	7.515112643860906e-18	1.1644512928301595e-16	4.6039704084458596e-18	6.020969619758558e-17	2.0712760733481892e-18	3.2801136859731447e-16	1.3063487576087686e-17	nan	nan
57751.420000001	4.1228215582799553e-16	2.792748022042098e-17	1.1064911563166811e-16	3.749926394246085e-18	2.296277337947361e-16	7.497519691579058e-18	1.1673483843089013e-16	4.615659003886139e-18	6.046745828075193e-17	2.0749210758045007e-18	3.28936567351505e-16	1.3071318202231184e-17	nan	nan
57751.470000001005	4.130476953817028e-16	2.7618286660588595e-17	1.1097269277059963e-16	3.753616317581497e-18	2.302453116003267e-16	7.479222015607767e-18	1.1702209567496477e-16	4.627235403405411e-18	6.072476171622922e-17	2.0784300069958046e-18	3.2985999926641556e-16	1.3078678225955056e-17	nan	nan
57751.52000000101	4.13814385653676e-16	2.7310279554613385e-17	1.1129641423990124e-16	3.757070558975953e-18	2.308623629842901e-16	7.460216338956753e-18	1.1730687341369977e-16	4.6386908997626745e-18	6.098160298370731e-17	2.081798693242302e-18	3.3078165200199174e-16	1.3085556974657543e-17	nan	nan
57751.57000000101	4.1458222733622036e-16	2.700349611813077e-17	1.1162028202516357e-16	3.7602820009984524e-18	2.314789209702503e-16	7.440500007377866e-18	1.1758914399913624e-16	4.650018092938129e-18	6.123797855993771e-17	2.0850233334981403e-18	3.317015131170545e-16	1.3091948132361614e-17	nan	nan
57751.620000001014	4.1535122111714844e-16	2.6697974598196908e-17	1.1194429811195955e-16	3.763243784742694e-18	2.3209501857346814e-16	7.420070996079295e-18	1.1786887973644235e-16	4.66121091190958e-18	6.149388491871461e-17	2.0881004931252608e-18	3.326195700688189e-16	1.309784985241116e-17	nan	nan
57751.67000000102	4.161213676797485e-16	2.63937543079154e-17	1.1226846448586854e-16	3.765949311335035e-18	2.3271068880109966e-16	7.398927915868541e-18	1.1814605288345893e-16	4.672264630316209e-18	6.174931853085393e-17	2.091027097471839e-18	3.335358102124206e-16	1.3103264852596938e-17	nan	nan
57751.72000000102	4.168926677027606e-16	2.60908756620772e-17	1.1259278313246597e-16	3.7683922432077376e-18	2.3332596465247065e-16	7.377070018718994e-18	1.184206356502435e-16	4.683175876183396e-18	6.200427586416971e-17	2.0938004252681424e-18	3.344502208004321e-16	1.3108200492870126e-17	nan	nan
57751.77000000102	4.1766512186034354e-16	2.578938021380097e-17	1.1291725603734365e-16	3.770566505180589e-18	2.3394087911934704e-16	7.35449720277955e-18	1.186926001986161e-16	4.693942635866382e-18	6.225875338345626e-17	2.096418101841563e-18	3.353627889823853e-16	1.3112668835754416e-17	nan	nan
57751.820000001026	4.1843873082204763e-16	2.548931069215899e-17	1.1324188518611144e-16	3.772466285350294e-18	2.345554651862062e-16	7.331210016809754e-18	1.1896191864170033e-16	4.704564252342805e-18	6.251274755046638e-17	2.0988780921748854e-18	3.362735018042787e-16	1.3116686689448641e-17	nan	nan
57751.87000000103	4.192134952527824e-16	2.5190711040751173e-17	1.1356667256441194e-16	3.774086035812136e-18	2.3516975583050076e-16	7.307209664045442e-18	1.192285630434686e-16	4.715041417970649e-18	6.276625482388847e-17	2.1011786937920173e-18	3.3718234620809666e-16	1.312027563357841e-17	nan	nan
57751.92000000103	4.19989415812791e-16	2.489362645720721e-17	1.1389162015792073e-16	3.775420473230885e-18	2.357837840229277e-16	7.282498005504057e-18	1.1949250541828333e-16	4.725376161797103e-18	6.301927165932866e-17	2.1033185294910288e-18	3.3808930903131713e-16	1.3123462027424199e-17	nan	nan
57751.970000001034	4.2076649315761967e-16	2.4598103433550778e-17	1.142167299523592e-16	3.7764645792724955e-18	2.363975827277053e-16	7.257077562685699e-18	1.1975371773043896e-16	4.735571831492663e-18	6.32717945092878e-17	2.1052965399102216e-18	3.389943770064183e-16	1.3126277000411859e-17	nan	nan
57752.02000000104	4.2154472793808456e-16	2.430418979737035e-17	1.1454200393350923e-16	3.7772136009145296e-18	2.370111849028364e-16	7.230951519688673e-18	1.2001217189370247e-16	4.745633069965225e-18	6.352381982314098e-17	2.107111975933662e-18	3.398975367603864e-16	1.3128756424551386e-17	nan	nan
57752.07000000104	4.2232412080024345e-16	2.4011934753733514e-17	1.1486744408720646e-16	3.777663050645993e-18	2.376246235003798e-16	7.204123724704177e-18	1.2026783977085513e-16	4.755565786676394e-18	6.377534404711567e-17	2.1087643909198076e-18	3.4079877481421533e-16	1.3130940868433894e-17	nan	nan
57752.12000000104	4.231046723853716e-16	2.3721388927729662e-17	1.1519305239936533e-16	3.7778087065697975e-18	2.382379314667121e-16	7.176598690862179e-18	1.2052069317323118e-16	4.765377123691587e-18	6.402636362427339e-17	2.1102536327566963e-18	3.416980775824119e-16	1.3132875532341659e-17	nan	nan
57752.170000001046	4.238863833299215e-16	2.3432604407559096e-17	1.1551883085596907e-16	3.777646612417623e-18	2.3885114174281286e-16	7.148381596425268e-18	1.2077070386025703e-16	4.775075416456974e-18	6.427687499448543e-17	2.1115798357285324e-18	3.4259543137248976e-16	1.3134610163937014e-17	nan	nan
57752.22000000105	4.2466925426550043e-16	2.3145634788007086e-17	1.158447814430964e-16	3.777173077494021e-18	2.394642872645184e-16	7.119478284259881e-18	1.2101784353899138e-16	4.7846701492930746e-18	6.452687459441278e-17	2.1127434121807364e-18	3.4349082238446707e-16	1.3136198953966717e-17	nan	nan
