MJD	LT_IOO_z	LT_IOO_z_err	ZTF_g	ZTF_g_err	ZTF_i	ZTF_i_err	ZTF_r	ZTF_r_err
58662.37476562644	4.50987215172047e-17	4.4952858046283726e-18	1.7385560702856342e-16	1.2373091971113904e-17	1.0175187450745327e-16	5.3367878797781724e-18	1.8371460964757012e-16	4.6983778379782995e-18
58662.42476562644	4.511418810040319e-17	4.442019069623198e-18	1.7309057665049907e-16	1.245453671930568e-17	1.0137344032821976e-16	5.3693969027173165e-18	1.829918895797503e-16	4.701800607005982e-18
58662.474765626444	4.512897893158408e-17	4.388638829578703e-18	1.723358912648202e-16	1.253722550223706e-17	1.0099401487407794e-16	5.400564676283992e-18	1.8227019043356731e-16	4.7048846125461214e-18
58662.52476562645	4.514308872728388e-17	4.33514924726173e-18	1.7159129649068536e-16	1.2620313471366661e-17	1.0061366409204829e-16	5.4301541738736155e-18	1.8154957022119385e-16	4.707632688077996e-18
58662.57476562645	4.5156512173313116e-17	4.281554636364333e-18	1.7085653830109866e-16	1.27029675671244e-17	1.0023245385866911e-16	5.4580397570341225e-18	1.8083008696051938e-16	4.710056312361745e-18
58662.62476562645	4.516924392459318e-17	4.22785947001241e-18	1.7013136301235662e-16	1.2784372752786323e-17	9.985044998260906e-17	5.48410681526897e-18	1.80111798676096e-16	4.712175565418387e-18
58662.674765626456	4.518127860499224e-17	4.174068389907496e-18	1.6941551727349057e-16	1.2863737172809202e-17	9.946771820727453e-17	5.508251419364628e-18	1.7939476340010506e-16	4.7140190226434215e-18
58662.72476562646	4.519261080716071e-17	4.120186216157283e-18	1.6870874805571722e-16	1.2940296336508189e-17	9.90843242134174e-17	5.530379993396808e-18	1.7867903917330535e-16	4.7156235858442e-18
58662.77476562646	4.520323509236556e-17	4.066217957856243e-18	1.6801080264190809e-16	1.3013316435043381e-17	9.870033362173963e-17	5.5504090094650054e-18	1.7796468404598515e-16	4.7170342494308394e-18
58662.824765626465	4.5213145990324166e-17	4.012168824483207e-18	1.6732142861606504e-16	1.3082096901272245e-17	9.831581199549592e-17	5.568264708266997e-18	1.7725175607891587e-16	4.718303799396509e-18
58662.87476562647	4.5222337999037134e-17	3.9580442381906024e-18	1.666403738527988e-16	1.3145972319182355e-17	9.79308248430945e-17	5.583882847892303e-18	1.7654031334431151e-16	4.719492442312251e-18
58662.92476562647	4.523080558462047e-17	3.90384984706636e-18	1.6596738650682204e-16	1.3204313784042204e-17	9.754543762069546e-17	5.597208482627074e-18	1.758304139267728e-16	4.720667361204402e-18
58662.97476562647	4.5238543181136864e-17	3.849591539458624e-18	1.6530221500245059e-16	1.3256529806557379e-17	9.715971573480891e-17	5.608195773094957e-18	1.751221159242568e-16	4.7219021950596824e-18
58663.02476562648	4.524554519042628e-17	3.7952754594620156e-18	1.6464460802310847e-16	1.330206684570861e-17	9.67737245448891e-17	5.616807828721011e-18	1.7441547744902088e-16	4.723276438570518e-18
58663.07476562648	4.52518059819356e-17	3.740908023675292e-18	1.6399431450084448e-16	1.3340409545654494e-17	9.638752936592923e-17	5.623016583232331e-18	1.7371055662856704e-16	4.724874758993354e-18
58663.12476562648	4.525731989254769e-17	3.6864959393507166e-18	1.633510836058561e-16	1.337108074303239e-17	9.600119547105308e-17	5.626802703724831e-18	1.7300741160662207e-16	4.726786227299406e-18
58663.174765626485	4.5262081226409216e-17	3.632046224068422e-18	1.6271466473601066e-16	1.3393641302308693e-17	9.561478809410482e-17	5.628155533684367e-18	1.7230610054407332e-16	4.729103461383743e-18
58663.22476562649	4.526608425475821e-17	3.577566227083293e-18	1.6208480750639252e-16	1.340768982884178e-17	9.522837243223975e-17	5.6270730702521096e-18	1.7160668161992518e-16	4.73192167992286e-18
58663.27476562649	4.526932321575049e-17	3.523063652507104e-18	1.6146126173883685e-16	1.3412862302134984e-17	9.484201364851096e-17	5.6235619759578584e-18	1.709092130322613e-16	4.735337666504101e-18
58663.324765626494	4.527179231428508e-17	3.4685465845066125e-18	1.6084377745147769e-16	1.340883166533453e-17	9.445577687445646e-17	5.61763762508139e-18	1.7021375295896285e-16	4.7394483500379415e-18
58663.3747656265	4.527348572182931e-17	3.4140235147157424e-18	1.6023210484830496e-16	1.3395307401661063e-17	9.406972721268438e-17	5.609324184749539e-18	1.6952035053774035e-16	4.744283533937911e-18
58663.4247656265	4.52743975762426e-17	3.3595033720842594e-18	1.596259943087194e-16	1.3372035123664922e-17	9.368392973945699e-17	5.598654730810131e-18	1.688290344437701e-16	4.74972177590102e-18
58663.4747656265	4.527452198159972e-17	3.304995555405793e-18	1.590251963770955e-16	1.3338796197470829e-17	9.329844950727387e-17	5.585671398429962e-18	1.681398305608976e-16	4.755620884209943e-18
58663.524765626506	4.5273853008012997e-17	3.2505099687961184e-18	1.5842946175235416e-16	1.3295407420900243e-17	9.291335154745445e-17	5.570425567237781e-18	1.6745276479570897e-16	4.761839813562291e-18
58663.57476562651	4.527238469145382e-17	3.196057060421077e-18	1.5783854127752642e-16	1.3241720772018339e-17	9.252870087271927e-17	5.55297808065458e-18	1.6676786307797552e-16	4.768239837087751e-18
58663.62476562651	4.5270111033573365e-17	3.141647864805141e-18	1.5725218592933794e-16	1.3177623242654036e-17	9.214456247977025e-17	5.533399498793032e-18	1.6608515136110271e-16	4.774685609130803e-18
58663.674765626514	4.526702600152208e-17	3.0872940490870505e-18	1.5667014680778066e-16	1.3103036770137581e-17	9.176100135186946e-17	5.511770383986592e-18	1.6540465562258282e-16	4.781046121482674e-18
58663.72476562652	4.5263123527768885e-17	3.0330079636267888e-18	1.5609217512570086e-16	1.301791827964804e-17	9.137808246141989e-17	5.488181617544662e-18	1.647264018644444e-16	4.7871955574757216e-18
58663.77476562652	4.525839750991899e-17	2.9788026974124225e-18	1.5551802219838098e-16	1.292225984904977e-17	9.099587077254252e-17	5.462734745760439e-18	1.6405041611369755e-16	4.79301404952463e-18
58663.82476562652	4.5252841810531306e-17	2.9246921387579985e-18	1.5494743943312756e-16	1.2816089008076401e-17	9.061443124365508e-17	5.435542352463125e-18	1.6337672442277953e-16	4.798388346627263e-18
58663.874765626526	4.5246450256934456e-17	2.8706910418379105e-18	1.54380178318862e-16	1.2699469183879609e-17	9.023382883004799e-17	5.40672845447101e-18	1.627053528700208e-16	4.80321239892148e-18
58663.92476562653	4.5239216641042507e-17	2.816815099652177e-18	1.5381599041571748e-16	1.2572500305580747e-17	8.985412848646316e-17	5.376428915179097e-18	1.6203632756008296e-16	4.807387866715968e-18
58663.97476562653	4.523113471916935e-17	2.763081024079177e-18	1.5325462734462086e-16	1.2435319581082559e-17	8.947539516966921e-17	5.344791870111716e-18	1.6136967462440245e-16	4.810824561435163e-18
58664.024765626535	4.522219821184243e-17	2.709506633729786e-18	1.5269584077689902e-16	1.2288102460423578e-17	8.909769384103832e-17	5.31197815662814e-18	1.6070542022165915e-16	4.813440825801807e-18
58664.07476562654	4.5212400803615567e-17	2.656110950381038e-18	1.5213938242386847e-16	1.2131063800866758e-17	8.872108946912304e-17	5.278161737985578e-18	1.6004359053821406e-16	4.815163860261588e-18
58664.12476562654	4.5201736142880795e-17	2.602914304832248e-18	1.5158500402642746e-16	1.1964459249933733e-17	8.8345647032232e-17	5.2435301097003994e-18	1.593842117885679e-16	4.815930002188545e-18
58664.17476562654	4.519019784167953e-17	2.549938453090755e-18	1.5103245734466226e-16	1.1788586863445587e-17	8.797143152100576e-17	5.208284673521121e-18	1.587273102158087e-16	4.815684963893947e-18
58664.224765626546	4.517777947551244e-17	2.4972067038545624e-18	1.5048149414743849e-16	1.1603788976100617e-17	8.759850794099328e-17	5.17264106141501e-18	1.580729120920602e-16	4.8143840347638726e-18
58664.27476562655	4.51644745831489e-17	2.4447440583139315e-18	1.4993186620198826e-16	1.1410454342011868e-17	8.722694131522888e-17	5.13682938875692e-18	1.5742104371894675e-16	4.81199225221959e-18
58664.32476562655	4.5150276666435115e-17	2.392577363338517e-18	1.4938332526352026e-16	1.1209020561485056e-17	8.68567966868071e-17	5.101094412506736e-18	1.5677173142803007e-16	4.808484545389218e-18
58664.374765626555	4.513517919010168e-17	2.3407354791382997e-18	1.488356230648033e-16	1.0999976807741933e-17	8.648813912146166e-17	5.065695566675366e-18	1.5612500158127242e-16	4.803845854639448e-18
58664.42476562656	4.511917558156988e-17	2.289249462488695e-18	1.4828851130576084e-16	1.0783866862288405e-17	8.612103371014087e-17	5.0309068439752525e-18	1.5548088057148794e-16	4.798071229279832e-18
58664.47476562656	4.5102259230757414e-17	2.2381527665634468e-18	1.47741741643059e-16	1.0561292459546708e-17	8.575554557158571e-17	4.997016489507287e-18	1.5483939482279354e-16	4.791165904918946e-18
58664.524765626564	4.508442348988298e-17	2.1874814583287773e-18	1.4719506567970307e-16	1.033291692857958e-17	8.53917398549083e-17	4.964326469926253e-18	1.5420057079106295e-16	4.783145361073697e-18
58664.57476562657	4.5065661673269867e-17	2.1372744542776573e-18	1.4664823495461119e-16	1.0099469100514112e-17	8.502968174217047e-17	4.933151680207057e-18	1.5356443496438608e-16	4.774035358780218e-18
58664.62476562657	4.504596705714897e-17	2.0875737750140568e-18	1.461010009322066e-16	9.861747422441562e-18	8.466943645096182e-17	4.903818850310834e-18	1.5293101386351358e-16	4.763871956977174e-18
58664.67476562657	4.502533287946035e-17	2.0384248187958968e-18	1.455531149919962e-16	9.620624178833274e-18	8.431106923698188e-17	4.876665116280743e-18	1.523003340423229e-16	4.752701505574782e-18
58664.724765626575	4.500375233965448e-17	1.9898766535663996e-18	1.4500432841814355e-16	9.377049666625532e-18	8.395464539661948e-17	4.852036225116656e-18	1.5167242208826859e-16	4.740580612065617e-18
58664.77476562658	4.498121859849176e-17	1.9419823262136766e-18	1.4445439238904031e-16	9.132056095426934e-18	8.360023026953375e-17	4.830284350611978e-18	1.5104730462282559e-16	4.727576077603955e-18
58664.82476562658	4.4957724777841945e-17	1.8947991867146566e-18	1.439030579668828e-16	8.886760885423032e-18	8.324788924123855e-17	4.811765508630059e-18	1.5042500830197468e-16	4.7137647974645105e-18
58664.874765626584	4.493326396048189e-17	1.848389223407611e-18	1.4335007608722902e-16	8.642368907921393e-18	8.289768774568465e-17	4.7968365751059296e-18	1.498055598166306e-16	4.699233619739055e-18
58664.92476562659	4.490782918989284e-17	1.802819403784739e-18	1.4279519754855587e-16	8.400173054152209e-18	8.254969126784519e-17	4.7858519282708736e-18	1.4918898589310587e-16	4.684079155150757e-18
58664.97476562659	4.48814134700564e-17	1.7581620128596943e-18	1.4223817300182282e-16	8.161552327212085e-18	8.220396534630115e-17	4.779159757570562e-18	1.4857531329357846e-16	4.668407529912361e-18
58665.02476562659	4.4854009765249795e-17	1.7144949782369739e-18	1.4167875294001362e-16	7.927966436634358e-18	8.186057557582877e-17	4.777098104453588e-18	1.4796456881653658e-16	4.652334072570679e-18
58665.074765626596	4.4825610999840036e-17	1.6719021674534472e-18	1.4111668768767747e-16	7.700945652449554e-18	8.151958760998728e-17	4.779990723068107e-18	1.4735677929724457e-16	4.635982925030225e-18
58665.1247656266	4.4796210058077074e-17	1.6304736389312453e-18	1.405517273904718e-16	7.482074478732651e-18	8.118106716370894e-17	4.7881428699725305e-18	1.4675197160819547e-16	4.619486567250424e-18
58665.1747656266	4.4765799783886066e-17	1.5903058230138943e-18	1.3998362200468548e-16	7.272967589276476e-18	8.084508001589186e-17	4.801837149032057e-18	1.461501726595754e-16	4.602985244682022e-18
58665.224765626604	4.4734372980658604e-17	1.5515016041812625e-18	1.394121225094811e-16	7.07523327186191e-18	8.051168208901161e-17	4.821275152501163e-18	1.4555140939971384e-16	4.586626287305606e-18
58665.27476562661	4.4701922411042994e-17	1.5141702699140148e-18	1.3883725505491246e-16	6.8897065061625386e-18	8.018087492907018e-17	4.846330921609605e-18	1.449557085447468e-16	4.5705627225000194e-18
58665.32476562661	4.466844079673342e-17	1.4784272862771386e-18	1.3825966812965816e-16	6.715510394781757e-18	7.985264157487508e-17	4.876749737560708e-18	1.443630750803345e-16	4.554905807879464e-18
58665.37476562661	4.463392081825825e-17	1.4443938558095879e-18	1.3768009555151771e-16	6.551507609107613e-18	7.952696511780378e-17	4.912254117647974e-18	1.4377347666043425e-16	4.5396908067945625e-18
58665.424765626616	4.459835511476736e-17	1.4121962107517677e-18	1.370992709893002e-16	6.3965729281289995e-18	7.920382871714775e-17	4.952548256267502e-18	1.4318687729808337e-16	4.52495033820572e-18
58665.47476562662	4.456173628381815e-17	1.3819645952758836e-18	1.3651792799457977e-16	6.249640174346329e-18	7.888321559959452e-17	4.997322308062503e-18	1.4260324104450373e-16	4.510722783814772e-18
58665.52476562662	4.452405688116095e-17	1.3538318957245164e-18	1.3593680003347635e-16	6.10974820228299e-18	7.856510905871095e-17	5.046256482980446e-18	1.4202253198855714e-16	4.497052626275944e-18
58665.574765626625	4.448530942052318e-17	1.3279318894416095e-18	1.3535662051840954e-16	5.976084886532722e-18	7.824949245442846e-17	5.0990248602251895e-18	1.4144471425624042e-16	4.483990685320367e-18
58665.62476562663	4.444548637339249e-17	1.304397101926268e-18	1.3477812283986163e-16	5.8480282735441366e-18	7.793634921253018e-17	5.1552988537026154e-18	1.4086975201014746e-16	4.4715942467212524e-18
58665.67476562663	4.440458016879886e-17	1.2833562893612603e-18	1.342020403981425e-16	5.72518421641864e-18	7.762566282413897e-17	5.2147502863633425e-18	1.402976094489396e-16	4.459927078954962e-18
58665.72476562663	4.436258319309582e-17	1.2649315985120612e-18	1.336291066351417e-16	5.607419840709407e-18	7.731741684520742e-17	5.27705405327468e-18	1.397282508068358e-16	4.44905933226172e-18
58665.77476562664	4.4319487789740406e-17	1.2492354962940427e-18	1.330600550660909e-16	5.494892038432291e-18	7.70115948960096e-17	5.341890372264084e-18	1.3916164035306663e-16	4.439067314979678e-18
58665.82476562664	4.4275286259072295e-17	1.2363676027249337e-18	1.3249561931133198e-16	5.3880698202773635e-18	7.670818066063375e-17	5.408946636080242e-18	1.3859774239135774e-16	4.430033142184004e-18
58665.87476562664	4.422997085809165e-17	1.2264115974822783e-18	1.3193653312806617e-16	5.287748763277152e-18	7.640715788647733e-17	5.477918891189234e-18	1.3803652125941048e-16	4.422044252295261e-18
58665.924765626645	4.4183533800236205e-17	1.219432394754186e-18	1.3138353044213182e-16	5.195055008797876e-18	7.610851038374293e-17	5.548512975812801e-18	1.3747794132837384e-16	4.415192788016336e-18
58665.97476562665	4.413596960913923e-17	1.2154629083665666e-18	1.3083734537978545e-16	5.1114354027266365e-18	7.581222202493628e-17	5.6204453541374414e-18	1.3692196700231508e-16	4.409574839181892e-18
58666.02476562665	4.408728568028258e-17	1.2144539029389876e-18	1.3029871229946372e-16	5.0386296439970085e-18	7.551827674436465e-17	5.693443685323457e-18	1.3636856271770414e-16	4.405289546529596e-18
58666.074765626654	4.403749377217364e-17	1.2163140917263422e-18	1.2976836582357356e-16	4.978620069817015e-18	7.522665853763858e-17	5.7672471656358006e-18	1.358176929428835e-16	4.402438067275476e-18
58666.12476562666	4.398660560374063e-17	1.220932585749415e-18	1.2924704087029676e-16	4.933555420752448e-18	7.493735146117336e-17	5.841606680260037e-18	1.3526932217755397e-16	4.401122405603264e-18
58666.17476562666	4.393463285093309e-17	1.2281816209595936e-18	1.2873547268537763e-16	4.905647064605679e-18	7.465033963169262e-17	5.916284798621017e-18	1.3472341495223982e-16	4.40144411366415e-18
58666.22476562666	4.388158714708511e-17	1.2379196742658095e-18	1.2823439687393897e-16	4.897039950860208e-18	7.436560722573393e-17	5.991055643728463e-18	1.341799358277764e-16	4.403502871528796e-18
58666.274765626666	4.3827480083277284e-17	1.249994781132096e-18	1.2774451118397893e-16	4.909524508392893e-18	7.408313847915427e-17	6.065704662494161e-18	1.33638849673547e-16	4.407393701504955e-18
58666.32476562667	4.377232320869763e-17	1.2642478593870611e-18	1.272658683549921e-16	4.942166981293027e-18	7.38029176866396e-17	6.140028320399612e-18	1.331001437971749e-16	4.4131057564486774e-18
58666.37476562667	4.371612803100148e-17	1.2805158715711772e-18	1.2679798442549297e-16	4.9917494570426995e-18	7.352492920121197e-17	6.2138337404311605e-18	1.3256384400397875e-16	4.420449794576714e-18
58666.424765626674	4.365890601667052e-17	1.298634697255569e-18	1.2634035947926893e-16	5.054868056235573e-18	7.324915743374295e-17	6.28693830299518e-18	1.3202997991651468e-16	4.4292162241382595e-18
58666.47476562668	4.3600668591370536e-17	1.3184416301288026e-18	1.2589249398218322e-16	5.128156308898689e-18	7.297558685246293e-17	6.359169220635222e-18	1.3149858118738099e-16	4.439194249943683e-18
58666.52476562668	4.354142714030855e-17	1.3397774561565147e-18	1.2545388876093387e-16	5.208410979696441e-18	7.270420198247708e-17	6.430363098790928e-18	1.309696774997217e-16	4.450173780260172e-18
58666.57476562668	4.348119300858853e-17	1.3624881045941585e-18	1.2502404498182252e-16	5.292679796020947e-18	7.243498740527847e-17	6.500365491613228e-18	1.304432985677012e-16	4.461947144261051e-18
58666.624765626686	4.3419977501566446e-17	1.3864258908761975e-18	1.2460246412954447e-16	5.3783156982562895e-18	7.216792775826486e-17	6.56903045992692e-18	1.2991947413701787e-16	4.47431061665985e-18
58666.67476562669	4.3357791885204354e-17	1.411450388983447e-18	1.241886479859709e-16	5.463004851591373e-18	7.190300773425679e-17	6.636220136811259e-18	1.293982339854105e-16	4.487065751493678e-18
58666.72476562669	4.3294647386423146e-17	1.437428981578024e-18	1.2378209860896242e-16	5.544776048457746e-18	7.164021208101585e-17	6.701804304921426e-18	1.2887960792313176e-16	4.500020531507519e-18
58666.774765626695	4.323055519345487e-17	1.464237140431752e-18	1.2338231831116392e-16	5.621998231528913e-18	7.13795256007644e-17	6.7656599885561254e-18	1.2836362579347327e-16	4.512990342965536e-18
58666.8247656267	4.3165526456193695e-17	1.4917584891534735e-18	1.2298880963882814e-16	5.693371447005242e-18	7.112093314970852e-17	6.827671062568817e-18	1.2785031747325144e-16	4.5257987882279195e-18
58666.8747656267	4.3099572286546186e-17	1.5198846965179325e-18	1.2260107535063905e-16	5.757915080495139e-18	7.086441963755902e-17	6.887727879483312e-18	1.2733971287331173e-16	4.538278350007344e-18
58666.9247656267	4.303270375878037e-17	1.5485152431862116e-18	1.2221861839654204e-16	5.814955966974263e-18	7.060997002705641e-17	6.945726915602461e-18	1.268318419390224e-16	4.550270921997339e-18
58666.974765626706	4.296493190987431e-17	1.5775570982946828e-18	1.2184094189657643e-16	5.864117971723715e-18	7.035756933349648e-17	7.001570436426491e-18	1.263267346507928e-16	4.5616282208641876e-18
58667.02476562671	4.2896267739863276e-17	1.6069243360165648e-18	1.2146754911971687e-16	5.905313890799191e-18	7.01072026242561e-17	7.055166181359392e-18	1.258244210245531e-16	4.5722120942469416e-18
58667.07476562671	4.2826722212186375e-17	1.6365377162218606e-18	1.2109794346271753e-16	5.938739960247082e-18	6.985885501832116e-17	7.106427067404044e-18	1.2532493111226692e-16	4.5818947387369584e-18
58667.124765626715	4.2756306254032136e-17	1.6663242480308343e-18	1.2073162842896533e-16	5.964872826554662e-18	6.961251168581611e-17	7.155270911353025e-18	1.2482829500243468e-16	4.590558840899308e-18
58667.17476562672	4.2685030756683095e-17	1.696216750494104e-18	1.2036810760731606e-16	5.9844684564552925e-18	6.936815784753295e-17	7.201620169839472e-18	1.2433454282059227e-16	4.598097653245914e-18
58667.22476562672	4.261290657585983e-17	1.726153420830719e-18	1.2000688465096477e-16	5.9985621028314085e-18	6.91257787744644e-17	7.245401696515346e-18	1.238437047298109e-16	4.604415015875294e-18
58667.274765626724	4.2539944532063686e-17	1.756077417584555e-18	1.1964746325628467e-16	6.0084680613488924e-18	6.888535978733478e-17	7.286546515561426e-18	1.2335581093121166e-16	4.609425333118439e-18
58667.32476562673	4.246615541091898e-17	1.785936463623402e-18	1.1928934714169684e-16	6.015777535419278e-18	6.864688625613449e-17	7.324989610709318e-18	1.2287089166445344e-16	4.613053513404126e-18
58667.37476562673	4.2391549963514223e-17	1.8156824720232336e-18	1.1893204002651161e-16	6.022352487578828e-18	6.8410343599655e-17	7.360669728925734e-18	1.223889772082481e-16	4.615234879132106e-18
58667.42476562673	4.2316138906742423e-17	1.8452711964503425e-18	1.1857504560979402e-16	6.03031294128769e-18	6.817571728502482e-17	7.393529197937591e-18	1.2191009788086483e-16	4.615915052240567e-18
58667.474765626735	4.2239932923640607e-17	1.8746619065993936e-18	1.182178675492087e-16	6.0420149032401906e-18	6.794299282724671e-17	7.423513756771435e-18	1.2143428404062713e-16	4.6150498199291555e-18
58667.52476562674	4.216294266372858e-17	1.9038170884830657e-18	1.1786000943987733e-16	6.0600160438802746e-18	6.771215578873553e-17	7.4505723985256e-18	1.2096156608642233e-16	4.612604983964868e-18
58667.57476562674	4.2085178743346743e-17	1.932702168838992e-18	1.1750097479322105e-16	6.087026682420353e-18	6.748319177885834e-17	7.474657224614064e-18	1.204919744582155e-16	4.608556195920748e-18
58667.624765626744	4.200665174599303e-17	1.9612852625657472e-18	1.1714026701582069e-16	6.125844646142045e-18	6.725608645347503e-17	7.495723309765114e-18	1.2002553963753756e-16	4.6028887797358215e-18
58667.67476562675	4.192737222265929e-17	1.989536941881342e-18	1.1677738938823494e-16	6.179274310331683e-18	6.703082551447853e-17	7.513728577091903e-18	1.1956229214801263e-16	4.595597542088502e-18
58667.72476562675	4.184735069216657e-17	2.0174300257785767e-18	1.1641184504386258e-16	6.250032499117591e-18	6.680739470933951e-17	7.528633682605616e-18	1.1910226255584454e-16	4.586686570139983e-18
58667.77476562675	4.1766597641499886e-17	2.0449393883030722e-18	1.1604313728209479e-16	6.340644623258464e-18	6.658577983064834e-17	7.540401908567415e-18	1.1864548147034533e-16	4.5761690154470645e-18
58667.824765626756	4.1685123526141806e-17	2.0720417841871446e-18	1.1567093157903484e-16	6.452383768382837e-18	6.636596671566139e-17	7.548999065135912e-18	1.1819197954442574e-16	4.564066861922221e-18
58667.87476562676	4.160293877040577e-17	2.0987156904093416e-18	1.152953162646524e-16	6.5836881075707536e-18	6.614794124584542e-17	7.554393399793837e-18	1.1774178747511052e-16	4.550410675013552e-18
58667.92476562676	4.152005376776814e-17	2.124941162317251e-18	1.1491644750030408e-16	6.7323489471223515e-18	6.593168934642553e-17	7.556555514088435e-18	1.172949360040557e-16	4.535239328416837e-18
58667.974765626765	4.14364788811998e-17	2.1506997030246826e-18	1.1453448125449985e-16	6.896019061643164e-18	6.571719698593203e-17	7.555458287259603e-18	1.1685145591803843e-16	4.518599703887927e-18
58668.02476562677	4.135222444349694e-17	2.1759741448851396e-18	1.141495733097683e-16	7.072302512907775e-18	6.550445017575113e-17	7.55107680636285e-18	1.1641137804949e-16	4.500546358955342e-18
58668.07476562677	4.1267300757610953e-17	2.2007485419282163e-18	1.1376187926952252e-16	7.258826106934058e-18	6.529343496967251e-17	7.543388302539834e-18	1.1597473327699022e-16	4.481141156511802e-18
58668.12476562677	4.1181718096977704e-17	2.2250080722381255e-18	1.1337155456491762e-16	7.453292311908112e-18	6.508413746344166e-17	7.532372093122594e-18	1.1554155252578075e-16	4.460452849554194e-18
58668.174765626776	4.109548670584607e-17	2.248738949337438e-18	1.1297875446171673e-16	7.653515416331092e-18	6.487654379431067e-17	7.518009529294127e-18	1.1511186676828832e-16	4.438556613574944e-18
58668.22476562678	4.100861679960571e-17	2.2719283417235876e-18	1.125836340671139e-16	7.857443717238526e-18	6.467064014059278e-17	7.500283949067137e-18	1.1468570917098842e-16	4.415518872462832e-18
58668.27476562678	4.092111856511411e-17	2.2945642997830232e-18	1.1218634833660084e-16	8.063170809009864e-18	6.446641272121354e-17	7.47918063537206e-18	1.1426312472526108e-16	4.391331210518648e-18
58668.324765626785	4.083300216102296e-17	2.3166356893794906e-18	1.117870520807845e-16	8.268938858026694e-18	6.426384779526744e-17	7.454686779087798e-18	1.138441624895301e-16	4.365963690145181e-18
58668.37476562679	4.074427771810367e-17	2.3381321314815903e-18	1.1138589997222475e-16	8.473136324692809e-18	6.406293166157278e-17	7.426791446877654e-18	1.1342887157540698e-16	4.339392930277018e-18
58668.42476562679	4.0654955339572486e-17	2.35904394725502e-18	1.1098304655226625e-16	8.674292094072696e-18	6.386365065822794e-17	7.395485553734554e-18	1.1301730114506612e-16	4.311602782433087e-18
58668.474765626794	4.056504510141465e-17	2.3793621081015764e-18	1.105786462378483e-16	8.87106749563871e-18	6.366599116216918e-17	7.360761840171413e-18	1.126095004120301e-16	4.282584948871535e-18
58668.5247656268	4.0474557052707886e-17	2.399078190178537e-18	1.1017285332832423e-16	9.062247279023075e-18	6.346993958872776e-17	7.322614854038121e-18	1.122055186419715e-16	4.2523395694569826e-18
58668.5747656268	4.038350121594542e-17	2.4181843329779517e-18	1.0976582201228007e-16	9.246730280942516e-18	6.327548239119078e-17	7.281040936977147e-18	1.118054051535147e-16	4.220875779921961e-18
58668.6247656268	4.02918875873581e-17	2.436673201587661e-18	1.0935770637433823e-16	9.42352026588937e-18	6.308260606035988e-17	7.236038215586958e-18	1.1140920931901887e-16	4.188212243601061e-18
58668.674765626805	4.019972613723604e-17	2.454537952293587e-18	1.0894866040195824e-16	9.591717238601713e-18	6.289129712411253e-17	7.187606597394203e-18	1.1101698056539848e-16	4.154377657759797e-18
58668.72476562681	4.010702681024932e-17	2.471772201218034e-18	1.0853883799223765e-16	9.75050939617184e-18	6.27015421469633e-17	7.135747771804503e-18	1.1062876837490191e-16	4.119411234787708e-18
58668.77476562681	4.001379952576855e-17	2.4883699957172913e-18	1.0812839295872098e-16	9.899165799188049e-18	6.251332772962662e-17	7.080465216244744e-18	1.1024462228592334e-16	4.0833631571738645e-18
58668.824765626814	3.9920054178184183e-17	2.50432578829314e-18	1.0771747903817575e-16	1.0037029783143469e-17	6.23266405085796e-17	7.021764207782021e-18	1.0986459189380055e-16	4.046295003787697e-18
58668.87476562682	3.982580063722569e-17	2.519634412793757e-18	1.073062498973956e-16	1.0163513095243577e-17	6.214146715562752e-17	6.959651840581063e-18	1.094887268516128e-16	4.0082801432313586e-18
58668.92476562682	3.973104874827973e-17	2.5342910627058175e-18	1.0689485913997789e-16	1.0278090720683422e-17	6.19577943774666e-17	6.894137049636657e-18	1.0911707687098483e-16	3.969404088005476e-18
58668.97476562682	3.963580833270817e-17	2.5482912713565017e-18	1.0648346031312697e-16	1.0380296351628905e-17	6.177560891525075e-17	6.825230641324223e-18	1.0874969172289031e-16	3.929764800912326e-18
58669.024765626826	3.9540089188164926e-17	2.5616308938653035e-18	1.0607220691441446e-16	1.0469718448242913e-17	6.159489754415911e-17	6.7529453314251175e-18	1.0838662123845369e-16	3.8894729423902385e-18
58669.07476562683	3.944390108891258e-17	2.5743060906992144e-18	1.0566125239857486e-16	1.0545996841374375e-17	6.141564707296063e-17	6.6772957914074484e-18	1.0802791530975132e-16	3.84865204443129e-18
58669.12476562683	3.934725378613842e-17	2.5863133127017246e-18	1.0525075018428271e-16	1.0608819829663805e-17	6.123784434358406e-17	6.598298703911859e-18	1.076736238906235e-16	3.807438593379254e-18
58669.174765626834	3.925015700826959e-17	2.5976492874783296e-18	1.0484085366092528e-16	1.065792172841974e-17	6.106147623068562e-17	6.5159728285738715e-18	1.0732379699747112e-16	3.765982000197737e-18
58669.22476562684	3.915262046128802e-17	2.6083110070334367e-18	1.0443171619538373e-16	1.069308083314076e-17	6.088652964121876e-17	6.430339079533821e-18	1.0697848471006255e-16	3.724444432867104e-18
58669.27476562684	3.905465382904446e-17	2.618295716564458e-18	1.040234911388018e-16	1.0714117766499574e-17	6.071299151400414e-17	6.3414206162590046e-18	1.0663773717234561e-16	3.683000481564697e-18
58669.32476562684	3.895626677357226e-17	2.627600904329074e-18	1.0361633183336641e-16	1.0720894183831185e-17	6.05408488193003e-17	6.249242949623713e-18	1.063016045932573e-16	3.641836623455092e-18
