MJD	LT_IOO_g	LT_IOO_g_err	LT_IOO_i	LT_IOO_i_err	LT_IOO_r	LT_IOO_r_err	LT_IOO_u	LT_IOO_u_err	LT_IOO_z	LT_IOO_z_err	atlas_c	atlas_c_err	atlas_o	atlas_o_err
57787.4700000001	nan	nan	9.59331970164666e-18	1.0518535472508422e-18	nan	nan	nan	nan	1.2749121748899441e-17	1.5937092076689773e-18	nan	nan	nan	nan
57787.520000000106	nan	nan	1.0121980338304832e-17	1.1823564465284007e-18	nan	nan	nan	nan	1.3249423849238485e-17	1.6556418574116973e-18	nan	nan	nan	nan
57787.57000000011	nan	nan	1.0652665570512282e-17	1.3184171159190772e-18	nan	nan	nan	nan	1.3751223632296372e-17	1.7144893832802916e-18	nan	nan	nan	nan
57787.62000000011	nan	nan	1.1185404472005232e-17	1.4565847199980826e-18	nan	nan	nan	nan	1.425452769057507e-17	1.7702650077927693e-18	nan	nan	nan	nan
57787.670000000115	nan	nan	1.1720226130127783e-17	1.5946477369361011e-18	nan	nan	nan	nan	1.475934262297924e-17	1.8229965775253733e-18	nan	nan	nan	nan
57787.72000000012	nan	nan	1.2257159645977524e-17	1.731160376635926e-18	nan	nan	nan	nan	1.5265675034839088e-17	1.8727243516482557e-18	nan	nan	nan	nan
57787.77000000012	nan	nan	1.2796234134646775e-17	1.8651558907582767e-18	nan	nan	nan	nan	1.5773531537943506e-17	1.919499415207355e-18	nan	nan	nan	nan
57787.82000000012	nan	nan	1.3337478725364563e-17	1.995974153747117e-18	nan	nan	nan	nan	1.628291875055741e-17	1.963382540199581e-18	nan	nan	nan	nan
57787.870000000126	nan	nan	1.3880922561708956e-17	2.123156562593561e-18	nan	nan	nan	nan	1.6793843297456006e-17	2.0044433719149677e-18	nan	nan	nan	nan
57787.92000000013	nan	nan	1.442659480178913e-17	2.246380595053201e-18	nan	nan	nan	nan	1.7306311809946502e-17	2.04275985440496e-18	nan	nan	nan	nan
57787.97000000013	nan	nan	1.4974524618438647e-17	2.3654180848566777e-18	nan	nan	nan	nan	1.782033092589557e-17	2.0784178327961858e-18	nan	nan	nan	nan
57788.020000000135	nan	nan	1.5524741199393563e-17	2.480107984378801e-18	nan	nan	nan	nan	1.8335907289746456e-17	2.111510787144083e-18	nan	nan	nan	nan
57788.07000000014	nan	nan	1.6077273747499528e-17	2.5903381821205242e-18	nan	nan	nan	nan	1.8853047552566416e-17	2.1421396628371425e-18	nan	nan	nan	nan
57788.12000000014	nan	nan	1.6632151480873455e-17	2.696033112860984e-18	nan	nan	nan	nan	1.937175837204845e-17	2.1704127716049234e-18	nan	nan	nan	nan
57788.170000000144	nan	nan	1.7189403633122437e-17	2.7971451567121183e-18	nan	nan	nan	nan	1.9892046412558754e-17	2.1964457401838183e-18	nan	nan	nan	nan
57788.22000000015	nan	nan	1.7749059453510705e-17	2.89364856966841e-18	nan	nan	nan	nan	2.041391834514569e-17	2.2203614893129e-18	nan	nan	nan	nan
57788.27000000015	nan	nan	1.8311148207160108e-17	2.9855351396847363e-18	nan	nan	nan	nan	2.0937380847578662e-17	2.2422902260770583e-18	nan	nan	nan	nan
57788.32000000015	nan	nan	1.8875699175229578e-17	3.0728110409090735e-18	nan	nan	nan	nan	2.1462440604366782e-17	2.2623694346955658e-18	nan	nan	nan	nan
57788.370000000155	nan	nan	1.9442741655116268e-17	3.155494535367366e-18	nan	nan	nan	nan	2.198910430679024e-17	2.2807438512136925e-18	nan	nan	nan	nan
57788.42000000016	nan	nan	2.0012304960643555e-17	3.23361428352467e-18	nan	nan	nan	nan	2.2517378652914606e-17	2.2975654073472477e-18	nan	nan	nan	nan
57788.47000000016	nan	nan	2.0584418422229316e-17	3.3072081001941268e-18	nan	nan	nan	nan	2.304727034764437e-17	2.3129931286095833e-18	nan	nan	nan	nan
57788.520000000164	nan	nan	2.1159111387106134e-17	3.376322040958015e-18	nan	nan	nan	nan	2.3578786102716818e-17	2.327192971682306e-18	nan	nan	nan	nan
57788.57000000017	nan	nan	2.1736413219490898e-17	3.441009737981265e-18	nan	nan	nan	nan	2.411193263674965e-17	2.340337585208821e-18	nan	nan	nan	nan
57788.62000000017	nan	nan	2.2316353300776737e-17	3.501331926952395e-18	nan	nan	nan	nan	2.464671667525857e-17	2.3526059776786267e-18	nan	nan	nan	nan
57788.67000000017	nan	nan	2.2898961029738124e-17	3.5573561225892566e-18	nan	nan	nan	nan	2.5183144950684475e-17	2.364183077027306e-18	nan	nan	nan	nan
57788.720000000176	nan	nan	2.3484265822695187e-17	3.6091564120670204e-18	nan	nan	nan	nan	2.5721224202432573e-17	2.375259165495514e-18	nan	nan	nan	nan
57788.77000000018	nan	nan	2.4072297113718824e-17	3.656813342832515e-18	nan	nan	nan	nan	2.6260961176873657e-17	2.386029175944874e-18	nan	nan	nan	nan
57788.82000000018	nan	nan	2.4663084354835115e-17	3.700413887805892e-18	nan	nan	nan	nan	2.6802362627395085e-17	2.396691836376181e-18	nan	nan	nan	nan
57788.870000000185	nan	nan	2.5256657016166666e-17	3.7400514745212815e-18	nan	nan	nan	nan	2.7345435314411058e-17	2.407448653060804e-18	nan	nan	nan	nan
57788.92000000019	nan	nan	2.5853044586186327e-17	3.775826068179003e-18	nan	nan	nan	nan	2.789018600539491e-17	2.4185027260295763e-18	nan	nan	nan	nan
57788.97000000019	nan	nan	2.6452276571862476e-17	3.807844300378036e-18	nan	nan	nan	nan	2.843662147491776e-17	2.4300573960058152e-18	nan	nan	nan	nan
57789.02000000019	nan	nan	2.7054382498860808e-17	3.836219636934155e-18	nan	nan	nan	nan	2.898474850464585e-17	2.4423147277683965e-18	nan	nan	nan	nan
57789.070000000196	nan	nan	2.7659391911740242e-17	3.861072579219138e-18	nan	nan	nan	nan	2.953457388339896e-17	2.455473841652947e-18	nan	nan	nan	nan
57789.1200000002	nan	nan	2.8267334374148123e-17	3.882530893911507e-18	nan	nan	nan	nan	3.0086104191114265e-17	2.469726492409743e-18	nan	nan	nan	nan
57789.1700000002	nan	nan	2.887823946898525e-17	3.900729866401783e-18	nan	nan	nan	nan	3.063933761646155e-17	2.4851560419598813e-18	nan	nan	nan	nan
57789.220000000205	nan	nan	2.9492136798626693e-17	3.915812572983113e-18	nan	nan	nan	nan	3.1194261445365136e-17	2.501706559196197e-18	nan	nan	nan	nan
57789.27000000021	nan	nan	3.0109055985100645e-17	3.9279301667162765e-18	nan	nan	nan	nan	3.175086224175603e-17	2.519307529249855e-18	nan	nan	nan	nan
57789.32000000021	nan	nan	3.072902667026914e-17	3.937242171120682e-18	nan	nan	nan	nan	3.230912657662701e-17	2.5378841059319154e-18	nan	nan	nan	nan
57789.37000000021	nan	nan	3.135207851604633e-17	3.94391677545809e-18	nan	nan	nan	nan	3.286904102797774e-17	2.5573584333824278e-18	nan	nan	nan	nan
57789.42000000022	nan	nan	3.197824120454832e-17	3.9481311235797594e-18	nan	nan	nan	nan	3.3430592180743406e-17	2.5776508708784823e-18	nan	nan	nan	nan
57789.47000000022	nan	nan	3.26075444383305e-17	3.950071587869417e-18	nan	nan	nan	nan	3.399376662674709e-17	2.5986811139659337e-18	nan	nan	nan	nan
57789.52000000022	nan	nan	3.3240017940536083e-17	3.949934017497132e-18	nan	nan	nan	nan	3.4558550964631697e-17	2.620369208089859e-18	nan	nan	nan	nan
57789.570000000225	nan	nan	3.387569145512224e-17	3.947923949216988e-18	nan	nan	nan	nan	3.512493179981124e-17	2.642636454181681e-18	nan	nan	nan	nan
57789.62000000023	nan	nan	3.45145947470356e-17	3.944256766177934e-18	nan	nan	nan	nan	3.569289574439398e-17	2.6654062079533476e-18	nan	nan	nan	nan
57789.67000000023	nan	nan	3.515675760240092e-17	3.9391577888813224e-18	nan	nan	nan	nan	3.626242941712709e-17	2.688604576761029e-18	nan	nan	nan	nan
57789.720000000234	nan	nan	3.580220982871366e-17	3.932862279824263e-18	nan	nan	nan	nan	3.6833519443350175e-17	2.7121610191287116e-18	nan	nan	nan	nan
57789.77000000024	nan	nan	3.6450981255045765e-17	3.925615341407659e-18	nan	nan	nan	nan	3.740615245492361e-17	2.736008853675742e-18	nan	nan	nan	nan
57789.82000000024	nan	nan	3.7103101732216543e-17	3.917671684609004e-18	nan	nan	nan	nan	3.79803150901588e-17	2.7600856840046432e-18	nan	nan	nan	nan
57789.87000000024	nan	nan	3.775860113300829e-17	3.9092952445123955e-18	nan	nan	nan	nan	3.8555993993775546e-17	2.7843337472191856e-18	nan	nan	nan	nan
57789.920000000246	nan	nan	3.84175093523352e-17	3.9007586174725664e-18	nan	nan	nan	nan	3.9133175816844115e-17	2.808700193231366e-18	nan	nan	nan	nan
57789.97000000025	nan	nan	3.907985630744259e-17	3.8923422947564636e-18	nan	nan	nan	nan	3.971184721670751e-17	2.8331373018448476e-18	nan	nan	nan	nan
57790.02000000025	nan	nan	3.9745671938114556e-17	3.884333667994303e-18	nan	nan	nan	nan	4.0291994856924373e-17	2.8576026445930186e-18	nan	nan	nan	nan
57790.070000000254	nan	nan	4.0414986206846895e-17	3.8770257845753794e-18	nan	nan	nan	nan	4.0873605407226864e-17	2.8820591971566374e-18	nan	nan	nan	nan
57790.12000000026	nan	nan	4.108782909904561e-17	3.870715834793751e-18	nan	nan	nan	nan	4.1456665543449503e-17	2.9064754081864517e-18	nan	nan	nan	nan
57790.17000000026	nan	nan	4.176423062323463e-17	3.865703358693891e-18	nan	nan	nan	nan	4.204116194745104e-17	2.93082522942739e-18	nan	nan	nan	nan
57790.22000000026	nan	nan	4.2444220811218817e-17	3.862288168800779e-18	nan	nan	nan	nan	4.262708130709992e-17	2.95508811142121e-18	nan	nan	nan	nan
57790.270000000266	nan	nan	4.31278297182996e-17	3.860767995163667e-18	nan	nan	nan	nan	4.321441031616063e-17	2.9792489684195613e-18	nan	nan	nan	nan
57790.32000000027	nan	nan	4.3815087423462286e-17	3.861435871326007e-18	nan	nan	nan	nan	4.380313567427518e-17	3.0032981155633774e-18	nan	nan	nan	nan
57790.37000000027	nan	nan	4.4506024029568683e-17	3.86457729390949e-18	nan	nan	nan	nan	4.439324408688237e-17	3.0272311808458905e-18	nan	nan	nan	nan
57790.420000000275	nan	nan	4.5200669131126846e-17	3.870463212541795e-18	nan	nan	nan	nan	4.498472226516004e-17	3.051048993730621e-18	nan	nan	nan	nan
57790.47000000028	nan	nan	4.5899031648825584e-17	3.879195990131769e-18	nan	nan	nan	nan	4.557755692597871e-17	3.074757452003674e-18	nan	nan	nan	nan
57790.52000000028	nan	nan	4.6601093640116386e-17	3.8906622615133e-18	nan	nan	nan	nan	4.6171734791819954e-17	3.0983673676414195e-18	nan	nan	nan	nan
57790.57000000028	nan	nan	4.7306835389709097e-17	3.90472288301011e-18	nan	nan	nan	nan	4.676724259073774e-17	3.1218942926468174e-18	nan	nan	nan	nan
57790.62000000029	nan	nan	4.8016237206356384e-17	3.9212287500444464e-18	nan	nan	nan	nan	4.736406705628577e-17	3.1453583251016665e-18	nan	nan	nan	nan
57790.67000000029	nan	nan	4.872927942271303e-17	3.9400231051573436e-18	nan	nan	nan	nan	4.7962194927454034e-17	3.1687838955638535e-18	nan	nan	nan	nan
57790.72000000029	nan	nan	4.944594239519396e-17	3.960943760524313e-18	nan	nan	nan	nan	4.856161294862927e-17	3.1921995336806672e-18	nan	nan	nan	nan
57790.770000000295	nan	nan	5.0166206503853956e-17	3.983825200534423e-18	nan	nan	nan	nan	4.9162307869508054e-17	3.2156376150604963e-18	nan	nan	nan	nan
57790.8200000003	nan	nan	5.0890052152225945e-17	4.008500538204472e-18	nan	nan	nan	nan	4.976426644506188e-17	3.239134087845448e-18	nan	nan	nan	nan
57790.8700000003	nan	nan	5.1617459767198724e-17	4.034803306209701e-18	nan	nan	nan	nan	5.036747543546954e-17	3.2627281789863454e-18	nan	nan	nan	nan
57790.920000000304	nan	nan	5.234840979886843e-17	4.062569071217876e-18	nan	nan	nan	nan	5.097192160603525e-17	3.2864620799021244e-18	nan	nan	nan	nan
57790.97000000031	nan	nan	5.308288272039849e-17	4.091636866274663e-18	nan	nan	nan	nan	5.1577591727166444e-17	3.31038061137132e-18	nan	nan	nan	nan
57791.02000000031	nan	nan	5.382085902789476e-17	4.1218504419452984e-18	nan	nan	nan	nan	5.218447257429127e-17	3.3345308678277468e-18	nan	nan	nan	nan
57791.07000000031	nan	nan	5.4562319240252346e-17	4.153059341405166e-18	nan	nan	nan	nan	5.279255092780455e-17	3.3589618411525172e-18	nan	nan	nan	nan
57791.120000000315	nan	nan	5.530724389902742e-17	4.185119808084551e-18	nan	nan	nan	nan	5.34018135729995e-17	3.3837240245858337e-18	nan	nan	nan	nan
57791.17000000032	nan	nan	5.605561356828802e-17	4.2178955373143245e-18	nan	nan	nan	nan	5.4012247300023185e-17	3.4088689974327933e-18	nan	nan	nan	nan
57791.22000000032	nan	nan	5.680740883448653e-17	4.251258284654716e-18	nan	nan	nan	nan	5.462383903562921e-17	3.4344453397541643e-18	nan	nan	nan	nan
57791.270000000324	nan	nan	5.756261030632751e-17	4.285088344814918e-18	nan	nan	nan	nan	5.5236577683660795e-17	3.4604472582824827e-18	nan	nan	nan	nan
57791.32000000033	nan	nan	5.83211986145916e-17	4.319274914936573e-18	nan	nan	nan	nan	5.585045367098443e-17	3.486827200065254e-18	nan	nan	nan	nan
57791.37000000033	nan	nan	5.908315441206251e-17	4.353716356032734e-18	nan	nan	nan	nan	5.646545746814612e-17	3.51353719690223e-18	nan	nan	nan	nan
57791.42000000033	nan	nan	5.984845837333113e-17	4.388320365347517e-18	nan	nan	nan	nan	5.708157955028949e-17	3.54053030304036e-18	nan	nan	nan	nan
57791.470000000336	nan	nan	6.061709119468641e-17	4.423004071722019e-18	nan	nan	nan	nan	5.76988103970996e-17	3.567760912298753e-18	nan	nan	nan	nan
57791.52000000034	nan	nan	6.138903359397146e-17	4.45769406481649e-18	nan	nan	nan	nan	5.831714049277179e-17	3.5951850384821e-18	nan	nan	nan	nan
57791.57000000034	nan	nan	6.2164266310452e-17	4.492326367818907e-18	nan	nan	nan	nan	5.893656032594706e-17	3.6227605613944286e-18	nan	nan	nan	nan
57791.620000000345	nan	nan	6.29427701046613e-17	4.526846362012058e-18	nan	nan	nan	nan	5.955706038968935e-17	3.650447440649981e-18	nan	nan	nan	nan
57791.67000000035	nan	nan	6.372452575828966e-17	4.561208670435646e-18	nan	nan	nan	nan	6.017863118142815e-17	3.678207899530074e-18	nan	nan	nan	nan
57791.72000000035	nan	nan	6.450951407401757e-17	4.595377006558491e-18	nan	nan	nan	nan	6.080126320293415e-17	3.70600658105156e-18	nan	nan	nan	nan
57791.77000000035	nan	nan	6.529771587541633e-17	4.629323992951106e-18	nan	nan	nan	nan	6.142494696023804e-17	3.733810678575988e-18	nan	nan	nan	nan
57791.820000000356	nan	nan	6.608911200676867e-17	4.663030953675216e-18	nan	nan	nan	nan	6.204967296362808e-17	3.761590042942937e-18	nan	nan	nan	nan
57791.87000000036	nan	nan	6.688368333296882e-17	4.696487683509536e-18	nan	nan	nan	nan	6.267543172758024e-17	3.7893172681543364e-18	nan	nan	nan	nan
57791.92000000036	nan	nan	6.768141073936144e-17	4.729692196059146e-18	nan	nan	nan	nan	6.33022137707313e-17	3.81696775746649e-18	nan	nan	nan	nan
57791.970000000365	nan	nan	6.848227513161347e-17	4.762650452120007e-18	nan	nan	nan	nan	6.393000961582121e-17	3.844519771504613e-18	nan	nan	nan	nan
57792.02000000037	nan	nan	6.928625743558986e-17	4.795376069162103e-18	nan	nan	nan	nan	6.455880978964993e-17	3.871954460083657e-18	nan	nan	nan	nan
57792.07000000037	nan	nan	7.009333859719256e-17	4.8278900122724615e-18	nan	nan	nan	nan	6.518860482304952e-17	3.899255879025752e-18	nan	nan	nan	nan
57792.120000000374	nan	nan	7.090349958223822e-17	4.860220266116793e-18	nan	nan	nan	nan	6.581938525082703e-17	3.926410993204753e-18	nan	nan	nan	nan
57792.17000000038	nan	nan	7.171672137633728e-17	4.8924014878135715e-18	nan	nan	nan	nan	6.645114161171404e-17	3.9534096669534435e-18	nan	nan	nan	nan
57792.22000000038	nan	nan	7.253298498471773e-17	4.924474639640879e-18	nan	nan	nan	nan	6.708386444834605e-17	3.980244642758756e-18	nan	nan	nan	nan
57792.27000000038	nan	nan	7.335227143213975e-17	4.956486600811071e-18	nan	nan	nan	nan	6.771754430719959e-17	4.006911509005682e-18	nan	nan	nan	nan
57792.320000000385	nan	nan	7.417456176271553e-17	4.9884897572971576e-18	nan	nan	nan	nan	6.835217173855238e-17	4.033408657426606e-18	nan	nan	nan	nan
57792.37000000039	nan	nan	7.499983703979757e-17	5.020541568594996e-18	nan	nan	nan	nan	6.898773729645032e-17	4.0597372309577236e-18	nan	nan	nan	nan
57792.42000000039	nan	nan	7.582807834583862e-17	5.052704110659547e-18	nan	nan	nan	nan	6.962423153864959e-17	4.08590106212095e-18	nan	nan	nan	nan
57792.470000000394	nan	nan	7.665926678225432e-17	5.0850435939003005e-18	nan	nan	nan	nan	7.026164502658145e-17	4.11190660268765e-18	nan	nan	nan	nan
57792.5200000004	nan	nan	7.749338346929373e-17	5.11762985591991e-18	nan	nan	nan	nan	7.089996832529831e-17	4.137762844507697e-18	nan	nan	nan	nan
57792.5700000004	nan	nan	7.833040954589071e-17	5.150535828508751e-18	nan	nan	nan	nan	7.153919200345678e-17	4.163481231873705e-18	nan	nan	nan	nan
57792.6200000004	nan	nan	7.917032616954237e-17	5.183836978884958e-18	nan	nan	nan	nan	7.217930663324214e-17	4.189075565562468e-18	nan	nan	nan	nan
57792.670000000406	nan	nan	8.001311451616641e-17	5.217610725602563e-18	nan	nan	nan	nan	7.28203027903383e-17	4.214561898457936e-18	nan	nan	nan	nan
57792.72000000041	nan	nan	8.085875577996766e-17	5.2519358299703795e-18	nan	nan	nan	nan	7.346217105389441e-17	4.2399584229481405e-18	nan	nan	nan	nan
57792.77000000041	nan	nan	8.170723139450684e-17	5.286886309306155e-18	nan	nan	nan	nan	7.410490200646625e-17	4.265285349986714e-18	nan	nan	nan	nan
57792.820000000414	nan	nan	8.25585261210787e-17	5.322454712528639e-18	nan	nan	nan	nan	7.474848623396745e-17	4.290564779841737e-18	nan	nan	nan	nan
57792.87000000042	nan	nan	8.341262728673305e-17	5.358570941998001e-18	nan	nan	nan	nan	7.539291432566451e-17	4.315820564504566e-18	nan	nan	nan	nan
57792.92000000042	nan	nan	8.426952230187796e-17	5.395163967266301e-18	nan	nan	nan	nan	7.603817687407577e-17	4.341078161680279e-18	nan	nan	nan	nan
57792.97000000042	nan	nan	8.512919859462305e-17	5.4321639353326744e-18	nan	nan	nan	nan	7.668426447497272e-17	4.366364480479898e-18	nan	nan	nan	nan
57793.020000000426	nan	nan	8.599164361072214e-17	5.4695026142681834e-18	nan	nan	nan	nan	7.733116772732514e-17	4.391707718657932e-18	nan	nan	nan	nan
57793.07000000043	nan	nan	8.68568448134649e-17	5.50711378895686e-18	nan	nan	nan	nan	7.797887723324489e-17	4.417137191622836e-18	nan	nan	nan	nan
57793.12000000043	nan	nan	8.772478968356108e-17	5.544933611359825e-18	nan	nan	nan	nan	7.862738359796395e-17	4.4426831532152575e-18	nan	nan	nan	nan
57793.170000000435	nan	nan	8.859546571909261e-17	5.582900907923348e-18	nan	nan	nan	nan	7.927667753613235e-17	4.468374360149482e-18	nan	nan	nan	nan
57793.22000000044	nan	nan	8.94688604353781e-17	5.620957446911519e-18	nan	nan	nan	nan	7.992675135698734e-17	4.4942065136381904e-18	nan	nan	nan	nan
57793.27000000044	nan	nan	9.034496136490454e-17	5.659048168352594e-18	nan	nan	nan	nan	8.057759859794404e-17	4.5201500111856584e-18	nan	nan	nan	nan
57793.32000000044	nan	nan	9.122375605723392e-17	5.6971213794782744e-18	nan	nan	nan	nan	8.122921283088074e-17	4.5461753225880915e-18	nan	nan	nan	nan
57793.37000000045	nan	nan	9.210523207888362e-17	5.735128918142447e-18	nan	nan	nan	nan	8.188158763060136e-17	4.572253800965295e-18	nan	nan	nan	nan
57793.42000000045	nan	nan	9.298937701327642e-17	5.773026286908347e-18	nan	nan	nan	nan	8.253471657480466e-17	4.598357812882917e-18	nan	nan	nan	nan
57793.47000000045	nan	nan	9.387617846060843e-17	5.810772760161779e-18	nan	nan	nan	nan	8.31885932440584e-17	4.624460854529765e-18	nan	nan	nan	nan
57793.520000000455	nan	nan	9.476562403778132e-17	5.848331466492782e-18	nan	nan	nan	nan	8.384321122175099e-17	4.650537654617647e-18	nan	nan	nan	nan
57793.57000000046	nan	nan	9.565770137829853e-17	5.8856694485152616e-18	nan	nan	nan	nan	8.449856409408402e-17	4.676564264887152e-18	nan	nan	nan	nan
57793.62000000046	nan	nan	9.65523981321817e-17	5.922757701865227e-18	nan	nan	nan	nan	8.515464545002756e-17	4.7025181387648625e-18	nan	nan	nan	nan
57793.670000000464	nan	nan	9.744970196585571e-17	5.959571195240179e-18	nan	nan	nan	nan	8.581144888128666e-17	4.728378199059235e-18	nan	nan	nan	nan
57793.72000000047	nan	nan	9.834960056210004e-17	5.996088872899311e-18	nan	nan	nan	nan	8.646896798228541e-17	4.754124895296384e-18	nan	nan	nan	nan
57793.77000000047	nan	nan	9.925208161990536e-17	6.032293641004414e-18	nan	nan	nan	nan	8.712719635012348e-17	4.779740251330652e-18	nan	nan	nan	nan
57793.82000000047	nan	nan	1.0015713285440997e-16	6.0681723389807536e-18	nan	nan	nan	nan	8.778612758454662e-17	4.805207903840533e-18	nan	nan	nan	nan
57793.870000000476	nan	nan	1.0106474199681739e-16	6.103715696807417e-18	nan	nan	nan	nan	8.844575528792854e-17	4.8305131323095125e-18	nan	nan	nan	nan
57793.92000000048	nan	nan	1.019748967942776e-16	6.13891827914569e-18	nan	nan	nan	nan	8.910607306521616e-17	4.8556428810659716e-18	nan	nan	nan	nan
57793.97000000048	nan	nan	1.0288758500980802e-16	6.173778416966957e-18	nan	nan	nan	nan	8.976707452393294e-17	4.880585773663597e-18	nan	nan	nan	nan
57794.020000000484	nan	nan	1.0380279442220875e-16	6.208298127197126e-18	nan	nan	nan	nan	9.042875327411064e-17	4.905332120322574e-18	nan	nan	nan	nan
57794.07000000049	nan	nan	1.0472051282595941e-16	6.24248302081635e-18	nan	nan	nan	nan	9.109110292829448e-17	4.929873918601779e-18	nan	nan	nan	nan
57794.12000000049	nan	nan	1.0564072803112638e-16	6.2763421996918765e-18	nan	nan	nan	nan	9.17541171014785e-17	4.954204847768616e-18	nan	nan	nan	nan
57794.17000000049	nan	nan	1.0656342786328863e-16	6.309888142398046e-18	nan	nan	nan	nan	9.241778941110305e-17	4.978320257118524e-18	nan	nan	nan	nan
57794.220000000496	nan	nan	1.0748860016342383e-16	6.343136579143573e-18	nan	nan	nan	nan	9.308211347702075e-17	5.002217148583646e-18	nan	nan	nan	nan
57794.2700000005	nan	nan	1.084162327878277e-16	6.3761063557162e-18	nan	nan	nan	nan	9.374708292143786e-17	5.02589415379242e-18	nan	nan	nan	nan
57794.3200000005	nan	nan	1.0934631360803169e-16	6.408819286687677e-18	nan	nan	nan	nan	9.441269136892709e-17	5.049351505827537e-18	nan	nan	nan	nan
57794.370000000505	nan	nan	1.1027883051069195e-16	6.441299997582897e-18	nan	nan	nan	nan	9.507893244635572e-17	5.07259100583089e-18	nan	nan	nan	nan
