MJD	LT_IOO_B	LT_IOO_B_err	LT_IOO_V	LT_IOO_V_err	LT_IOO_g	LT_IOO_g_err	LT_IOO_i	LT_IOO_i_err	LT_IOO_r	LT_IOO_r_err
57996.12500000103	3.539915654589932e-15	1.335236159471053e-16	3.124591564642782e-15	1.1909185828163532e-16	3.0138781025348684e-15	4.079869986289117e-17	7.657493113881764e-16	1.3421959180089318e-17	1.800966443298376e-15	2.509918015845675e-17
57996.175000001036	3.5503841347534723e-15	1.3352454413524207e-16	3.1309209945530794e-15	1.1757844214046376e-16	3.024853629658123e-15	4.122255654338028e-17	7.685767362007905e-16	1.3481954726056623e-17	1.807105238476797e-15	2.5147859009974467e-17
57996.22500000104	3.5607766472790926e-15	1.3350584619483408e-16	3.137242274506684e-15	1.1607210216567439e-16	3.0358131853586593e-15	4.166273799687081e-17	7.714174340838443e-16	1.3547057482040524e-17	1.8132633704240865e-15	2.5214358395091354e-17
57996.27500000104	3.571091309184986e-15	1.334673904740937e-16	3.1435544836055696e-15	1.1457273655536984e-16	3.0467545078999565e-15	4.211568687952109e-17	7.74270847498331e-16	1.361679837294263e-17	1.8194396451545914e-15	2.5296899046180825e-17
57996.325000001045	3.5813262346795845e-15	1.334090790087055e-16	3.149856700718044e-15	1.1308025098664375e-16	3.057675334719893e-15	4.2578001614010265e-17	7.771364190363407e-16	1.3690714821863642e-17	1.825632868858881e-15	2.5393700992490684e-17
57996.37500000105	3.5914795351076186e-15	1.3333084804021745e-16	3.1561480044670142e-15	1.1159455909919736e-16	3.0685734023770015e-15	4.304644730038044e-17	7.800135914138068e-16	1.3768352954717861e-17	1.8318418478835965e-15	2.5502999092054822e-17
57996.42500000105	3.60154931889641e-15	1.3323266854915233e-16	3.1624274732183194e-15	1.1011558299896135e-16	3.0794464464967683e-15	4.351796245318588e-17	7.829018074632719e-16	1.384926951752833e-17	1.83806538871118e-15	2.5623056709410702e-17
57996.47500000105	3.611533691501971e-15	1.3311454680523376e-16	3.1686941850689652e-15	1.0864325378313606e-16	3.0902922017179008e-15	4.39896622809258e-17	7.85800510126639e-16	1.3933033516638034e-17	1.8443022979395012e-15	2.57521774890443e-17
57996.52500000106	3.621430755355152e-15	1.3297652493684478e-16	3.174947217835564e-15	1.0717751208840819e-16	3.101108401638578e-15	4.4458839175274253e-17	7.887091424479281e-16	1.4019227596519333e-17	1.8505513822618545e-15	2.5888715248837116e-17
57996.57500000106	3.6312386098076265e-15	1.3281868152163594e-16	3.1811856490425133e-15	1.0571830866389553e-16	3.1118927787626662e-15	4.4922961010780305e-17	7.916271475660394e-16	1.4107449173160844e-17	1.8568114484463787e-15	2.603108207632858e-17
57996.62500000106	3.6409553510776116e-15	1.326411321999492e-16	3.187408555910321e-15	1.0426560497081686e-16	3.122643064445905e-15	4.537966778122213e-17	7.945539687074795e-16	1.4197311343264907e-17	1.8630813033161094e-15	2.6177754754082946e-17
57996.675000001065	3.650579072195992e-15	1.3244403031234603e-16	3.193615015344005e-15	1.0281937381087526e-16	3.1333569888421082e-15	4.5826767022109247e-17	7.974890491791803e-16	1.428844359074824e-17	1.869359753728529e-15	2.6327279669261074e-17
57996.72500000107	3.660107862952016e-15	1.3222756756246812e-16	3.1998041039212423e-15	1.0137959998548537e-16	3.1440322808493463e-15	4.626222839552594e-17	8.004318323611922e-16	1.4380492312294914e-17	1.8756456065553986e-15	2.6478276378497217e-17
57996.77500000107	3.669539809839e-15	1.319919747058587e-16	3.205974897880735e-15	9.994628098832216e-17	3.154666668056e-15	4.668417774555584e-17	8.033817616994986e-16	1.4473121183689708e-17	1.8819376686624564e-15	2.662944000556177e-17
57996.825000001074	3.67887299599989e-15	1.3173752226530784e-16	3.2121264731104567e-15	9.851942773349156e-17	3.1652578766869393e-15	4.7090890872753826e-17	8.06338280698723e-16	1.45660113878164e-17	1.8882347468892503e-15	2.6779542646615956e-17
57996.87500000108	3.688105501173022e-15	1.3146452127277793e-16	3.218257905136021e-15	9.70990653222497e-17	3.1758036315495865e-15	4.748078722366315e-17	8.093008329149494e-16	1.4658861724078308e-17	1.8945356480288135e-15	2.692743395001516e-17
57996.92500000108	3.697235401637483e-15	1.3117332403753848e-16	3.2243682691088537e-15	9.56852338509421e-17	3.186301655979965e-15	4.7852423647159043e-17	8.122688619484229e-16	1.4751388617713196e-17	1.9008391788073288e-15	2.7072041025559678e-17
57996.97500000108	3.706260770158595e-15	1.3086432493981214e-16	3.2304566397945525e-15	9.427798926332593e-17	3.196749671788712e-15	4.820448833248706e-17	8.152418114363695e-16	1.4843326045929828e-17	1.9071441458641298e-15	2.7212367823484218e-17
57997.025000001086	3.7151796759331315e-15	1.3053796124865326e-16	3.2365220915610477e-15	9.287740425045683e-17	3.207145399207114e-15	4.853579501396818e-17	8.182191250457017e-16	1.4934425396062444e-17	1.913449355731166e-15	2.7347494107825194e-17
57997.07500000109	3.7239901845348055e-15	1.3019471396229932e-16	3.242563698367027e-15	9.14835692016859e-17	3.2174865568330556e-15	4.884527750269093e-17	8.212002464658254e-16	1.5024455269605763e-17	1.919753614812833e-15	2.7476574133112994e-17
57997.12500000109	3.732690357859237e-15	1.2983510866850372e-16	3.24858053375005e-15	9.009659321006715e-17	3.2277708615769296e-15	4.913198458647188e-17	8.241846194013806e-16	1.5113201244110322e-17	1.926055729365858e-15	2.759883511811419e-17
57997.175000001094	3.7412782540692146e-15	1.2945971642193816e-16	3.2545716708148914e-15	8.871660513641097e-17	3.2379960286075742e-15	4.939507532449855e-17	8.271716875649976e-16	1.520046560353434e-17	1.9323545054787695e-15	2.7713575595928046e-17
57997.2250000011	3.749751927539609e-15	1.290691546347055e-16	3.2605361822217816e-15	8.734375473533319e-17	3.248159771298151e-15	4.9633814751106695e-17	8.301608946700724e-16	1.5286067046314384e-17	1.938648749051877e-15	2.782016370677225e-17
57997.2750000011	3.7581094288023584e-15	1.2866408797548676e-16	3.2664731401746252e-15	8.597821384785235e-17	3.258259801171965e-15	4.9847569995141066e-17	8.331516844235385e-16	1.5369840378892535e-17	1.9449372657768096e-15	2.791803548845672e-17
57997.3250000011	3.766348804491351e-15	1.282452292716505e-16	3.2723816164092624e-15	8.462017766429118e-17	3.268293827848282e-15	5.003580681433945e-17	8.361435005185892e-16	1.5451636201346204e-17	1.9512188611164e-15	2.800669320882133e-17
57997.375000001106	3.774468097287195e-15	1.2781334040788908e-16	3.278260682181723e-15	8.326986606172105e-17	3.2782595589880782e-15	5.019808654025645e-17	8.391357866274875e-16	1.553132059070249e-17	1.957492340284279e-15	2.808570377604863e-17
57997.42500000111	3.782465345861835e-15	1.2736923321378662e-16	3.2841094082564716e-15	8.192752502019948e-17	3.2881547002398152e-15	5.033406342571099e-17	8.421279863942774e-16	1.560877478643455e-17	1.963756508224689e-15	2.815469725508229e-17
57997.47500000111	3.790338584823159e-15	1.2691377033136668e-16	3.289926864894579e-15	8.05934281216171e-17	3.297976955185087e-15	5.044348238484281e-17	8.45119543427605e-16	1.5683894881818626e-17	1.97001016959215e-15	2.821336551184862e-17
57997.525000001115	3.7980858446596934e-15	1.264478660526663e-16	3.2957121218420065e-15	7.926787813503396e-17	3.3077240252842953e-15	5.052617711487856e-17	8.481099012934117e-16	1.5756591524029016e-17	1.9762521287311757e-15	2.8261461001681247e-17
57997.57500000112	3.805705151684723e-15	1.2597248711570515e-16	3.301464248317801e-15	7.795120869188122e-17	3.3173936098222817e-15	5.058206858762063e-17	8.510985035077513e-16	1.5826789625187355e-17	1.9824811896559466e-15	2.82987957138766e-17
57997.62500000112	3.81319452798082e-15	1.254886534458739e-16	3.3071823130023137e-15	7.664378605401092e-17	3.326983405853906e-15	5.061116389879289e-17	8.540847935295192e-16	1.5894428085944682e-17	1.9886961560301352e-15	2.832524028047081e-17
57997.67500000112	3.8205519913440405e-15	1.2499743882804218e-16	3.3128653840253933e-15	7.534601097653484e-17	3.336491108149548e-15	5.061355546318189e-17	8.570682147531947e-16	1.5959459532631792e-17	1.994895831146474e-15	2.8340723253921727e-17
57997.725000001126	3.827775555228048e-15	1.2449997149307268e-16	3.318512528954625e-15	7.405832066685915e-17	3.345914409140637e-15	5.058942054340734e-17	8.600482105016602e-16	1.602185006855366e-17	2.001079017906486e-15	2.834523055589364e-17
57997.77500000113	3.834863228688128e-15	1.2399743460059946e-16	3.324122814783482e-15	7.278119083955164e-17	3.3552509988650966e-15	5.053902110030048e-17	8.630242240188925e-16	1.608157903965512e-17	2.0072445188002016e-15	2.833880509650766e-17
57997.82500000113	3.841813016325262e-15	1.2349106659799698e-16	3.3296953079195763e-15	7.151513786520095e-17	3.364498564912749e-15	5.046270395256287e-17	8.659956984627445e-16	1.6138638814233792e-17	2.0133911358858048e-15	2.8321546561538e-17
57997.875000001135	3.848622918229868e-15	1.2298216143373077e-16	3.3352290741727998e-15	7.026072100937949e-17	3.3736547923706448e-15	5.036090123278564e-17	8.689620768977128e-16	1.6193034576274797e-17	2.019517670769343e-15	2.829361136232862e-17
57997.92500000114	3.855290929925587e-15	1.2247206860114002e-16	3.340723178743471e-15	6.901854475470634e-17	3.3827173637684595e-15	5.0234131126103195e-17	8.719228022876761e-16	1.6244784131488716e-17	2.025622924584343e-15	2.82552127414446e-17
57997.97500000114	3.861815042312933e-15	1.2196219298705447e-16	3.346176686210642e-15	6.778926119612463e-17	3.3916839590236982e-15	5.008299887619293e-17	8.748773174886515e-16	1.6293917724963374e-17	2.031705697971488e-15	2.820662102440653e-17
57998.025000001144	3.8681932416129536e-15	1.214539944975646e-16	3.3515886605200963e-15	6.657357249512802e-17	3.4005522553869165e-15	4.9908198041296026e-17	8.778250652415432e-16	1.6340477869075592e-17	2.0377647910583616e-15	2.814816400512924e-17
57998.07500000115	3.874423509310511e-15	1.209489874317304e-16	3.356958164972645e-15	6.537223337344524e-17	3.4093199273869183e-15	4.971051197990452e-17	8.807654881649121e-16	1.638451918003774e-17	2.0437990034389646e-15	2.8080227450279984e-17
57998.12500000115	3.880503822097762e-15	1.2044873957247439e-16	3.3622842622122104e-15	6.418605362143072e-17	3.417984646775896e-15	4.949081554199404e-17	8.836980287476896e-16	1.6426108221264537e-17	2.0498071341534424e-15	2.800325570351012e-17
57998.17500000115	3.886432151817401e-15	1.1995487096252493e-16	3.367566014213995e-15	6.301590058814721e-17	3.426544082474451e-15	4.9250076936609165e-17	8.866221293419782e-16	1.6465323351519693e-17	2.0557879816676817e-15	2.791775236744932e-17
57998.225000001155	3.89220646540579e-15	1.1946905233248006e-16	3.372802482272625e-15	6.186270161287124e-17	3.4349959005166545e-15	4.8989359740295305e-17	8.895372321557245e-16	1.6502254575572715e-17	2.0617403438529448e-15	2.782428103618879e-17
57998.27500000116	3.897824724835897e-15	1.18993003147563e-16	3.3779927269902836e-15	6.072744634686755e-17	3.4433377639949893e-15	4.8709825003159445e-17	8.924427792455404e-16	1.6537003394943416e-17	2.067663017965524e-15	2.7723466046139874e-17
57998.32500000116	3.9032848870604965e-15	1.1852848923967091e-16	3.383135808264836e-15	5.961118890389514e-17	3.4515673330053158e-15	4.841273339970146e-17	8.95338212509407e-16	1.6569682656082255e-17	2.0735548006262493e-15	2.7615993206856626e-17
57998.375000001164	3.908584903954669e-15	1.1807731999206907e-16	3.3882307852779927e-15	5.851504976444336e-17	3.459682264591662e-15	4.8099447360367505e-17	8.98222973679403e-16	1.660041639309515e-17	2.0794144878002523e-15	2.7502610467002786e-17
57998.42500000117	3.9137227222587426e-15	1.17641345045579e-16	3.3932767164833078e-15	5.744021734482549e-17	3.4676802126910715e-15	4.777143310607676e-17	9.010965043144896e-16	1.6629339662075787e-17	2.0852408747764015e-15	2.738412846293706e-17
57998.47500000117	3.918696283520844e-15	1.1722245049745575e-16	3.398272659594458e-15	5.638794912646471e-17	3.4755588280783583e-15	4.743026249266588e-17	9.039582457932153e-16	1.6656598363746967e-17	2.091032756146942e-15	2.726142088903945e-17
57998.52500000117	3.923503524039274e-15	1.1682255456753844e-16	3.4032176715731584e-15	5.5359572224075405e-17	3.4833157583107537e-15	4.7077614553942653e-17	9.06807639306454e-16	1.6682349051080064e-17	2.096788925787137e-15	2.7135424620365244e-17
57998.575000001176	3.928142374805137e-15	1.1644360271058377e-16	3.40811080861741e-15	5.4356483254384955e-17	3.4909486476726066e-15	4.67152766120751e-17	9.0964412585015e-16	1.6706758718352656e-17	2.1025081768347235e-15	2.7007139508879822e-17
57998.62500000118	3.9326107614442865e-15	1.160875621594266e-16	3.4129511261495196e-15	5.3380147349224475e-17	3.4984551371198863e-15	4.634514480194069e-17	9.124671462180578e-16	1.6730004567973338e-17	2.10818930166954e-15	2.6877627764946948e-17
57998.67500000118	3.9369066041597765e-15	1.157564158902691e-16	3.4177376788041407e-15	5.2432096141862966e-17	3.5058328642247287e-15	4.596922383183585e-17	9.152761409944547e-16	1.6752273751225167e-17	2.113831091893031e-15	2.6748012827262854e-17
57998.725000001185	3.9410278176736875e-15	1.1545215600940488e-16	3.4224695204164076e-15	5.1513924540449795e-17	3.51307946311989e-15	4.558962577845886e-17	9.180705505468694e-16	1.6773763079135735e-17	2.119432338307867e-15	2.6619477616043516e-17
57998.77500000119	3.944972311169174e-15	1.1517677657000364e-16	3.427145704009951e-15	5.06272860940863e-17	3.520192564443143e-15	4.520856768884411e-17	9.208498150188293e-16	1.6794678699470365e-17	2.124991830897301e-15	2.6493262058036747e-17
57998.82500000119	3.9487379882320585e-15	1.14932265837679e-16	3.431765281785016e-15	4.9773886752647066e-17	3.5271697952815824e-15	4.482836773866415e-17	9.236133743225669e-16	1.68152357359379e-17	2.13050835880485e-15	2.6370659768029558e-17
57998.87500000119	3.952322746792827e-15	1.1472059803495282e-16	3.436327305106406e-15	4.895547682727585e-17	3.534008779115899e-15	4.445143967609506e-17	9.263606681317447e-16	1.683565788563778e-17	2.135980710313726e-15	2.625301377142551e-17
57998.925000001196	3.9557244790678736e-15	1.1454372460672942e-16	3.4408308244916286e-15	4.8173840973728524e-17	3.540707135764563e-15	4.40802852657767e-17	9.290911358741818e-16	1.6856176971077776e-17	2.141407672826315e-15	2.614171115684103e-17
57998.9750000012	3.9589410715011276e-15	1.14403565061362e-16	3.4452748895988145e-15	4.743078605182408e-17	3.547262481327981e-15	4.371748444201315e-17	9.318042167245506e-16	1.6877032442928922e-17	2.1467880328436687e-15	2.603817655832818e-17
57999.0250000012	3.96197040470519e-15	1.1430199745464031e-16	3.4496585492148814e-15	4.672812675934692e-17	3.55367242813255e-15	4.336568288644044e-17	9.344993495971234e-16	1.6898470830338502e-17	2.1521205759449858e-15	2.5943864383992228e-17
57999.075000001205	3.964810399349359e-15	1.142408024767441e-16	3.4539808323444583e-15	4.606764021696114e-17	3.55993460536956e-15	4.3027523798875525e-17	9.371759750822838e-16	1.692074189974783e-17	2.157404083964266e-15	2.5860224863157968e-17
57999.12500000121	3.967460026929247e-15	1.142206396566474e-16	3.4582403324214294e-15	4.545041479420408e-17	3.566047114329514e-15	4.270446635014827e-17	9.398335782037364e-16	1.6944026856790212e-17	2.162637273308055e-15	2.578814737359091e-17
57999.17500000121	3.969919309738062e-15	1.1424104454869467e-16	3.462435207291225e-15	4.4876838061716004e-17	3.57200852835735e-15	4.239678302738466e-17	9.424716884117903e-16	1.6968438090944957e-17	2.1678187949337527e-15	2.5727956818666132e-17
57999.22500000121	3.9721883100392205e-15	1.1430144703013257e-16	3.466563594964138e-15	4.4347224944745467e-17	3.577817437528915e-15	4.2104737067569883e-17	9.450898368127854e-16	1.6994090469772145e-17	2.172947295988457e-15	2.5679963484771562e-17
57999.27500000122	3.974267084120907e-15	1.1440122199025023e-16	3.4706236324909795e-15	4.3861842263429896e-17	3.583472427922633e-15	4.1828648649072615e-17	9.47687554219157e-16	1.7021104686880965e-17	2.1780214225890505e-15	2.564449097028973e-17
57999.32500000122	3.976155682297342e-15	1.1453969395101412e-16	3.4746134559398197e-15	4.3420904573724843e-17	3.5889720815861674e-15	4.1568907053100464e-17	9.502643711433452e-16	1.704960732618962e-17	2.1830398197991593e-15	2.5621878684417418e-17
57999.37500000122	3.977854148909707e-15	1.1471614169525885e-16	3.4785312003725245e-15	4.3024570203887095e-17	3.59431497650281e-15	4.132598159790694e-17	9.528198177916364e-16	1.7079730877129927e-17	2.188001131606518e-15	2.5612483748288993e-17
57999.425000001225	3.9793625223268805e-15	1.1492980285993806e-16	3.4823749998216075e-15	4.2672937597465207e-17	3.599499686558014e-15	4.1100431174072256e-17	9.553534240581072e-16	1.7111613699855713e-17	2.1929040008999426e-15	2.5616682265289445e-17
57999.47500000123	3.980680834946475e-15	1.1517987845346943e-16	3.4861429872668132e-15	4.236604207399008e-17	3.604524781505687e-15	4.089291220416622e-17	9.578647195184579e-16	1.7145399939525252e-17	2.1977470694464595e-15	2.5634869934601824e-17
57999.52500000123	3.9818091131950745e-15	1.1546553725837244e-16	3.489833294611759e-15	4.210385311134198e-17	3.609388826934523e-15	4.070418484665518e-17	9.603532334239215e-16	1.718123938878035e-17	2.2025289778685496e-15	2.566746199002309e-17
57999.575000001234	3.9827473775289366e-15	1.1578592008324169e-16	3.4934440526606266e-15	4.1886272243814716e-17	3.614090384234158e-15	4.05351172625445e-17	9.628184946951234e-16	1.7219287297808283e-17	2.2072483656209684e-15	2.57148924553539e-17
57999.62500000124	3.9834956424343744e-15	1.161401438313873e-16	3.4969733910948063e-15	4.171313165245262e-17	3.61862801056137e-15	4.038668776515299e-17	9.65260031915951e-16	1.725970413142887e-17	2.2119038709680933e-15	2.5777612717740945e-17
57999.67500000124	3.984053916427814e-15	1.1652730535690925e-16	3.500419438449469e-15	4.158419350472268e-17	3.623000258806094e-15	4.0259984680955767e-17	9.676773733274402e-16	1.730265527298166e-17	2.216494130960794e-15	2.5856089431745675e-17
57999.72500000124	3.98442220205604e-15	1.1694648508297478e-16	3.5037803220902442e-15	4.149915007595329e-17	3.6272056775574106e-15	4.015620376237972e-17	9.7007004682163e-16	1.7348310674948408e-17	2.221017781413537e-15	2.5950801778555353e-17
57999.775000001246	3.984600495896027e-15	1.1739675036086357e-16	3.5070541681897706e-15	4.145762465828377e-17	3.6312428110694545e-15	4.007664301609094e-17	9.72437579935421e-16	1.73968444567543e-17	2.2254734568813998e-15	2.6062238116848213e-17
57999.82500000125	3.984588788554846e-15	1.1787715855232336e-16	3.5102391017043638e-15	4.14591732364986e-17	3.635110199227256e-15	4.002269484159737e-17	9.747794998444417e-16	1.7448434450288173e-17	2.2298597906370986e-15	2.619089207450684e-17
57999.87500000125	3.9843870646694694e-15	1.1838675982177406e-16	3.513333246350486e-15	4.1503286882604e-17	3.638806377512454e-15	3.999583541855874e-17	9.77095333356887e-16	1.7503261694399388e-17	2.234175414647932e-15	2.6337258141803327e-17
57999.925000001254	3.9839953029060974e-15	1.1892459962850546e-16	3.5163347245814174e-15	4.158939479765407e-17	3.642329876968981e-15	3.999761133651903e-17	9.793846069073926e-16	1.7561509879816334e-17	2.2384189595527967e-15	2.6501826838116873e-17
57999.97500000126	3.983413475959854e-15	1.1948972091268721e-16	3.519241657563793e-15	4.171686790763758e-17	3.645679224168688e-15	4.002962352781581e-17	9.816468465508829e-16	1.762336474657316e-17	2.2425890546390794e-15	2.668507953405548e-17
58000.02500000126	3.9826415505540455e-15	1.2008116597218482e-16	3.5220521651540773e-15	4.1885022905093286e-17	3.648852941176797e-15	4.009350864281433e-17	9.838815779563726e-16	1.768901343648904e-17	2.246684327819707e-15	2.6887483018575048e-17
58000.07500000126	3.981679516982638e-15	1.2069795721573616e-16	3.524764399380724e-15	4.209310285769243e-17	3.651849572725028e-15	4.019087152135145e-17	9.860883333349962e-16	1.7758640930401296e-17	2.250703444824973e-15	2.7109461120598804e-17
58000.125000001266	3.980528039066421e-15	1.2133864081337534e-16	3.5273772815434456e-15	4.233975998811073e-17	3.6546682847470614e-15	4.032224003996602e-17	9.882668039848362e-16	1.7832366155657447e-17	2.254645971911761e-15	2.7350888606480086e-17
58000.17500000127	3.979188454171396e-15	1.2200129037446742e-16	3.5298905021996564e-15	4.262306811848015e-17	3.657308864358836e-15	4.048706172861372e-17	9.90416840286894e-16	1.7910241660345728e-17	2.2585123758559492e-15	2.761109302599206e-17
58000.22500000127	3.977662123289469e-15	1.2268397051260098e-16	3.532303784038167e-15	4.2941063964819435e-17	3.659771121283833e-15	4.068474223163106e-17	9.925382991521495e-16	1.799231685440874e-17	2.262303161228406e-15	2.78893641382213e-17
58000.275000001275	3.975950401532762e-15	1.2338476304700826e-16	3.53461684837021e-15	4.3291788824097885e-17	3.662054860640598e-15	4.0914706366232694e-17	9.946310370855025e-16	1.8078640923740797e-17	2.266018831188013e-15	2.8184984920688946e-17
58000.32500000128	3.97405463817123e-15	1.241017718240373e-16	3.536829415125736e-15	4.36733046486301e-17	3.664159882937987e-15	4.117641062775494e-17	9.966949101838408e-16	1.8169262836230438e-17	2.2696598874898694e-15	2.8497238945324554e-17
58000.37500000128	3.971976176669884e-15	1.248331269901562e-16	3.5389412028500393e-15	4.408370812004162e-17	3.6660859840701976e-15	4.1469353585537586e-17	9.987297741341532e-16	1.8264231314162645e-17	2.2732268304932687e-15	2.8825416866882607e-17
58000.42500000128	3.969716354726074e-15	1.255769887387063e-16	3.540951928699968e-15	4.452114266304723e-17	3.6678329553118215e-15	4.179308410066598e-17	1.0007354842115708e-15	1.836359477425977e-17	2.276720159169786e-15	2.9168822010703893e-17
58000.47500000129	3.967276504306764e-15	1.2633155055655455e-16	3.5428613084404846e-15	4.498380841289702e-17	3.669400583312731e-15	4.2147207350575855e-17	1.0027118952774141e-15	1.846740123685571e-17	2.280140371111375e-15	2.952677506985353e-17
58000.52500000129	3.964657951685383e-15	1.2709504199987026e-16	3.5446690564409963e-15	4.5469970209588074e-17	3.670788650092957e-15	4.253138869400799e-17	1.0046588617772956e-15	1.8575698205683472e-17	2.2834879625383445e-15	2.989861794085716e-17
58000.57500000129	3.961862017478767e-15	1.278657310303265e-16	3.5463748856717237e-15	4.5977963736436277e-17	3.6719969330373995e-15	4.294535545091789e-17	1.0065762377391627e-15	1.8688532520112974e-17	2.286763428307322e-15	3.028371674150379e-17
58000.625000001295	3.958890016683989e-15	1.2864192594408443e-16	3.5479785077000587e-15	4.650619995246957e-17	3.673025204890554e-15	4.338889670711795e-17	1.0084638767713175e-15	1.880595018161595e-17	2.2899672619193945e-15	3.06814640653403e-17
58000.6750000013	3.955743258714809e-15	1.2942197692668144e-16	3.549479632687007e-15	4.7053167986071375e-17	3.67387323375108e-15	4.386186128075761e-17	1.0103216320605318e-15	1.8927996156465244e-17	2.2930999555278684e-15	3.109128053359117e-17
58000.7250000013	3.952423047438527e-15	1.3020427726644032e-16	3.550877969383409e-15	4.761743666711903e-17	3.674540783066307e-15	4.4364154009329954e-17	1.0121493563700311e-15	1.9054714156684123e-17	2.2961619999463968e-15	3.1512615709888697e-17
58000.775000001304	3.948930681212059e-15	1.3098726425884916e-16	3.5521732251263074e-15	4.8197654874704615e-17	3.67502761162662e-15	4.4895730531281e-17	1.0139469020375636e-15	1.918614640139737e-17	2.2991538846568676e-15	3.1944948443368765e-17
58000.82500000131	3.945267452918372e-15	1.3176941983289518e-16	3.553365105835276e-15	4.879255087232357e-17	3.675333473559902e-15	4.54565907462193e-17	1.0157141209734166e-15	1.9322333360721546e-17	2.3020760978172807e-15	3.2387786705778716e-17
58000.87500000131	3.941434650002791e-15	1.3254927092932473e-16	3.5544533160087135e-15	4.940093079203594e-17	3.6754581183257164e-15	4.604677114349529e-17	1.0174508646584864e-15	1.9463313484399942e-17	2.304929126269633e-15	3.284066698493854e-17
58000.92500000131	3.937433554508711e-15	1.3332538965911297e-16	3.555437558720085e-15	5.0021676416071e-17	3.675401290709468e-15	4.666633618974555e-17	1.0191569841422801e-15	1.9609122917447664e-17	2.3077134555479818e-15	3.330315329407799e-17
58000.975000001315	3.933265443113824e-15	1.3409639326867308e-16	3.556317535614255e-15	5.065374238971914e-17	3.675162730816542e-15	4.7315368964201903e-17	1.020832330040931e-15	1.9759795204912225e-17	2.3104295698860794e-15	3.3774835851766143e-17
58001.02500000132	3.9289315871658786e-15	1.3486094393662976e-16	3.5570929469036884e-15	5.1296152984096715e-17	3.674742174066309e-15	4.7993961224859884e-17	1.0224767525352297e-15	1.9915360987983082e-17	2.3130779522253404e-15	3.425532948294523e-17
58001.07500000132	3.92443325271832e-15	1.3561774842503036e-16	3.5577635057691416e-15	5.194798576475303e-17	3.674139389180702e-15	4.8702148006814107e-17	1.0240901079184026e-15	2.0075842138995788e-17	2.315659077010535e-15	3.474425884351722e-17
58001.125000001324	3.9197717005659e-15	1.3636555760605248e-16	3.558329255253629e-15	5.260808754778482e-17	3.6733550140640665e-15	4.94386873639087e-17	1.0256724026888473e-15	2.0241129324038014e-17	2.318173251529975e-15	3.5240971930937287e-17
58001.17500000133	3.914948186280167e-15	1.3710316588341794e-16	3.558790568262883e-15	5.327507241679749e-17	3.6723905558177604e-15	5.0201066335413495e-17	1.0272237935501747e-15	2.041098237001445e-17	2.320620615920412e-15	3.5744540317669694e-17
58001.22500000133	3.909963960244873e-15	1.378294105258786e-16	3.559147830672469e-15	5.3947601646349635e-17	3.671247554890252e-15	5.0986731471915245e-17	1.0287444433184393e-15	2.0585153399523548e-17	2.3230013018367445e-15	3.625404591118025e-17
58001.27500000133	3.9048202676911826e-15	1.3854317092865226e-16	3.55940142692811e-15	5.4624395719608777e-17	3.6699275471179705e-15	5.179316152294995e-17	1.0302345143744695e-15	2.076339332415024e-17	2.325315439666108e-15	3.676859568560157e-17
58001.325000001336	3.89951834873273e-15	1.3924336781671627e-16	3.559551740050444e-15	5.5304233223933976e-17	3.668432063760997e-15	5.261788193303901e-17	1.0316941686658308e-15	2.094545270685225e-17	2.3275631585299606e-15	3.728732301178615e-17
58001.37500000134	3.894059438400868e-15	1.3992896240267145e-16	3.5595991516397924e-15	5.598594945179528e-17	3.6667626315385564e-15	5.345847647843598e-17	1.033123567708861e-15	2.1131082548358813e-17	2.3297445862860537e-15	3.78093885892237e-17
58001.42500000134	3.8884447666794435e-15	1.4059895551032578e-16	3.55954404188089e-15	5.666843477705116e-17	3.664920772664507e-15	5.431259633638617e-17	1.034522872590683e-15	2.1320034999121293e-17	2.3318598495303107e-15	3.833398103589281e-17
58001.475000001345	3.882675558539548e-15	1.4125238667379895e-16	3.559386789547636e-15	5.7350632866571e-17	3.6629080048826875e-15	5.517796689161404e-17	1.0358922439711786e-15	2.1512063998899774e-17	2.333909073598869e-15	3.8860317187958214e-17
58001.52500000135	3.876753033974358e-15	1.4188833322088094e-16	3.559127772007712e-15	5.803153877757501e-17	3.660725841502214e-15	5.605239258334211e-17	1.0372318420850096e-15	2.1706925846851807e-17	2.335892382570027e-15	3.938764215595038e-17
58001.57500000135	3.870678408033656e-15	1.4250590934811788e-16	3.558767365227345e-15	5.871019698376257e-17	3.6583757914326614e-15	5.69337600828434e-17	1.0385418267436169e-15	2.1904379705328496e-17	2.337809899266117e-15	3.9915229179201826e-17
58001.62500000135	3.8644528908584765e-15	1.4310426519424725e-16	3.5583059437760105e-15	5.938569936488641e-17	3.655859359219245e-15	5.782004007170706e-17	1.0398223573371836e-15	2.2104188041072024e-17	2.3396617452554063e-15	4.044237931565307e-17
58001.675000001356	3.858077687715135e-15	1.4368258591757816e-16	3.557743880831049e-15	6.00571831888153e-17	3.653178045077859e-15	5.870928786615503e-17	1.0410735928366493e-15	2.2306117007628502e-17	2.341448040853989e-15	4.096842099932681e-17
58001.72500000136	3.851553999029889e-15	1.4424009078218513e-16	3.557081548182321e-15	6.072382910897016e-17	3.650333344929997e-15	5.95996431060638e-17	1.0422956917956707e-15	2.2509936773075917e-17	2.343168905127718e-15	4.149270949356655e-17
