MJD	nickel2_B	nickel2_B_err	nickel2_I	nickel2_I_err	nickel2_R	nickel2_R_err	nickel2_V	nickel2_V_err	sdss_r'	sdss_r'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
55853.555000003355	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.310993234524702e-14	1.133507515155568e-15	1.69531192861495e-14	3.8461841569950093e-16	1.6565895088597825e-15	1.0471737667717434e-16	5.9965991061958846e-15	3.473913487902784e-16	2.585628376555535e-15	1.7963280631947233e-16	6.431483881197262e-14	1.2117755353027147e-15
55853.60500000336	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.305574769242117e-14	1.1515340692452615e-15	1.6923464365089475e-14	3.9472769494073986e-16	1.6501462616213017e-15	1.0329636714796743e-16	5.9868928336760745e-15	3.1900276779811774e-16	2.582602840698243e-15	1.7712844353112612e-16	6.418918750054399e-14	1.2284324035820425e-15
55853.65500000336	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.300051254964367e-14	1.1701078108667828e-15	1.6894309634729413e-14	4.0675306682085574e-16	1.6439701411088155e-15	1.027255706796224e-16	5.97650305460804e-15	2.996013624152144e-16	2.5794093068899245e-15	1.758569481877619e-16	6.406349237029796e-14	1.2451309276383153e-15
55853.70500000336	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.294425143128586e-14	1.1890107557886896e-15	1.6865634337224187e-14	4.2039817570815824e-16	1.6380832902059248e-15	1.0322071469460746e-16	5.9653823215049576e-15	2.9334086930575733e-16	2.576026344238672e-15	1.760962863633833e-16	6.393776294846595e-14	1.26178401675173e-15
55853.755000003366	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.2886988817274224e-14	1.2080266907846782e-15	1.683741771762519e-14	4.3536192927344016e-16	1.6325060141602305e-15	1.0494922190419577e-16	5.953493665814754e-15	3.02897109871422e-16	2.572434384773293e-15	1.7806267690991194e-16	6.381200876194607e-14	1.2783077264211198e-15
55853.80500000337	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.2828749153739275e-14	1.226944434135747e-15	1.68096390237326e-14	4.513520700697576e-16	1.627239591506526e-15	1.078749967067025e-16	5.940856874665999e-15	3.267001361067906e-16	2.5686331109147425e-15	1.8170738686466047e-16	6.368623933755684e-14	1.2946216031163148e-15
55853.85500000337	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.2769556853671295e-14	1.245560283304549e-15	1.6782277505982155e-14	4.680939487390448e-16	1.6222740787213171e-15	1.1182769331759465e-16	5.9275108241729565e-15	3.610793599398859e-16	2.564633560881196e-15	1.8680678043077378e-16	6.356046420185153e-14	1.3106489305480277e-15
55853.905000003375	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.27094362975685e-14	1.2636797698777373e-15	1.6755312417342688e-14	4.8533532163975e-16	1.6175993934196824e-15	1.1661408321968546e-16	5.913494387618384e-15	4.0242576397708814e-16	2.5604469176068254e-15	1.9310541502153751e-16	6.343469288127252e-14	1.32631689439602e-15
55853.95500000338	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.264841183409313e-14	1.2811188441772173e-15	1.6728723013113425e-14	5.028482268313483e-16	1.6132054592687185e-15	1.2203956565193249e-16	5.8988464219491134e-15	4.478988455820895e-16	2.5560843620630514e-15	2.0034120974859639e-16	6.330893490208173e-14	1.3415566804379664e-15
55854.00500000338	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.2586507780720683e-14	1.2977046049066274e-15	1.6702488550844153e-14	5.204289228536287e-16	1.6090822057753027e-15	1.2792168940157883e-16	5.883605768683907e-15	4.954635707280293e-16	2.5515570733471953e-15	2.082626434045705e-16	6.318319979053039e-14	1.3563035197517728e-15
55854.05500000338	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.2523748424390947e-14	1.3132756768127885e-15	1.6676588290189653e-14	5.378966743381802e-16	1.6052195680630512e-15	1.340971139152033e-16	5.867811254824648e-15	5.437002446400862e-16	2.5468762288332274e-15	2.166390249096367e-16	6.30574970728078e-14	1.3704966922880146e-15
55854.10500000339	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.2460158022161936e-14	1.3276823245599447e-15	1.6651001492780304e-14	5.550919457759303e-16	1.6016074866633608e-15	1.4042378602585866e-16	5.851501693738529e-15	5.916109811493518e-16	2.5420530042475717e-15	2.252651043802409e-16	6.293183627499544e-14	1.384079498684198e-15
55854.15500000339	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.239576080184739e-14	1.3407863759393352e-15	1.6625707422070006e-14	5.718743732148559e-16	1.5982359072974036e-15	1.4678026214179827e-16	5.834715886072589e-15	6.384779901020913e-16	2.537098573813861e-15	2.3396183850842276e-16	6.280622692322757e-14	1.396999208776538e-15
55854.20500000339	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.233058096268281e-14	1.3524610134109605e-15	1.6600685343221906e-14	5.88120738951828e-16	1.5950947806607653e-15	1.5306364879584256e-16	5.8174926206564665e-15	6.83769945124464e-16	2.532024110358717e-15	2.425749336470833e-16	6.268067854359867e-14	1.4092069933321854e-15
55854.255000003395	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.2264642675957806e-14	1.3625904805511184e-15	1.657591452297788e-14	6.037230739009309e-16	1.5921740622082024e-15	1.5918708572786126e-16	5.799870675392674e-15	7.270820130424939e-16	2.5268407854059716e-15	2.509723389024055e-16	6.255520066233627e-14	1.4206578448424794e-15
55854.3050000034	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.2197970085667845e-14	1.3710697394160178e-15	1.6551374229519445e-14	6.185869477100054e-16	1.5894637119404043e-15	1.650772685820852e-16	5.781888818167966e-15	7.680974967667416e-16	2.5215597693128544e-15	2.5904142213996473e-16	6.242980280560979e-14	1.431310491720851e-15
55854.3550000034	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.213058730917081e-14	1.3778041062012542e-15	1.652704373233188e-14	6.326299667748775e-16	1.586953694186626e-15	1.7067223547053516e-16	5.763585807753993e-15	8.065630087663579e-16	2.516192231380487e-15	2.6668623238230086e-16	6.230449449984096e-14	1.4411273096406162e-15
55854.405000003404	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.20625184378215e-14	1.382708885736137e-15	1.6502902302070495e-14	6.457804781520462e-16	1.5846339773898722e-15	1.759194887762938e-16	5.745000394694226e-15	8.422721152085053e-16	2.5107493399635185e-15	2.738250383898172e-16	6.217928527146679e-14	1.4500742328088485e-15
55854.45500000341	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.199378753762051e-14	1.3857090200027689e-15	1.647892921044526e-14	6.579764653520168e-16	1.582494533894477e-15	1.807744476707387e-16	5.726171322225702e-15	8.750543441043913e-16	2.5052422625784775e-15	2.8038820873092237e-16	6.205418464713383e-14	1.458120667295017e-15
55854.50500000341	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.19244186498608e-14	1.3867387619259971e-15	1.6455103730075216e-14	6.691646172169227e-16	1.5805253397289209e-15	1.851991946791269e-16	5.707137327156468e-15	9.047676476770882e-16	2.499682166026258e-15	2.863164328195032e-16	6.19292021536461e-14	1.4652394083009863e-15
55854.55500000341	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.185443579177221e-14	1.385741382702829e-15	1.6431405134323485e-14	6.792995497500985e-16	1.578716374391437e-15	1.8916147026366552e-16	5.687937140788723e-15	9.312931320887674e-16	2.4940802165086066e-15	2.915592520151772e-16	6.180434731805841e-14	1.471406562688686e-15
55854.605000003416	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.17838629571669e-14	1.3826689190271898e-15	1.640781269724119e-14	6.883431615477404e-16	1.577057620635378e-15	1.9263387071642706e-16	5.6686094897999596e-15	9.54531305511742e-16	2.4884475797283373e-15	2.960738591099586e-16	6.167962966760374e-14	1.476601477421518e-15
55854.65500000342	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.171272411708022e-14	1.3774819652495097e-15	1.638430569337444e-14	6.962641055594214e-16	1.5755390642550957e-15	1.955932102178147e-16	5.649193097149753e-15	9.743993636918784e-16	2.4827954210199546e-15	2.998241237171782e-16	6.155505872983542e-14	1.4808066749994848e-15
55854.70500000342	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.164104322041139e-14	1.3701495149144513e-15	1.6360863397643526e-14	7.030373620744056e-16	1.5741506938704879e-15	1.9802001462105923e-16	5.6297266829885016e-15	9.908291990973805e-16	2.477134905443443e-15	3.0277980504738194e-16	6.143064403256445e-14	1.4840077961379078e-15
55854.755000003424	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.1568844194576796e-14	1.3606488560330957e-15	1.6337465085211384e-14	7.08643900111849e-16	1.572882500714214e-15	1.9989812092044682e-16	5.6102489655399605e-15	1.0037659250498192e-15	2.4714771979183154e-15	3.04915919003783e-16	6.130639510396732e-14	1.4861935501544571e-15
55854.80500000343	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.149615094613789e-14	1.3489655248280902e-15	1.6314090031368196e-14	7.13070416891624e-16	1.5717244784138735e-15	2.0121436195798927e-16	5.590798662013494e-15	1.013166774283279e-15	2.4658334633276814e-15	3.0621223237805723e-16	6.118232147251104e-14	1.4873556730934076e-15
55854.85500000343	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.142298736145666e-14	1.3350933236205881e-15	1.6290717511382574e-14	7.163091467227641e-16	1.5706666227808315e-15	2.0195832056682618e-16	5.571414489501559e-15	1.0190002757105451e-15	2.460214866631311e-15	3.066528622929222e-16	6.105843266706252e-14	1.4874888939492436e-15
55854.90500000343	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.1349377307323895e-14	1.3190344098510351e-15	1.6267326800367854e-14	7.183577328798451e-16	1.569698931593277e-15	2.0212214121277186e-16	5.55213516587683e-15	1.0212456430901358e-15	2.4546325729795522e-15	3.062259637651328e-16	6.093473821694056e-14	1.4865909086949213e-15
55854.955000003436	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.127534463161319e-14	1.3007994652183842e-15	1.6243897173150508e-14	7.192191572511862e-16	1.568811404384015e-15	2.0170039029766558e-16	5.532999410691617e-15	1.019892329433695e-15	2.4490977478315365e-15	3.049234923606806e-16	6.081124765181334e-14	1.4846623623754143e-15
55855.00500000344	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.1200913163906304e-14	1.2804079564814928e-15	1.6220407904149394e-14	7.189017243276852e-16	1.5679940422238304e-15	2.006899589711388e-16	5.514045946091698e-15	1.014939715296732e-15	2.4436215570605285e-15	3.0274103250612543e-16	6.068797050185371e-14	1.4817068389210205e-15
55855.05500000344	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.112610671614822e-14	1.2578885029492047e-15	1.619683826721506e-14	7.174190969149995e-16	1.567236847508763e-15	1.9909000453147914e-16	5.495313497686374e-15	1.0063969092800363e-15	2.4382151670832654e-15	2.9967768518346173e-16	6.05649162977269e-14	1.477730858630935e-15
55855.105000003445	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.1050949083278404e-14	1.2332793700518377e-15	1.6173167535555333e-14	7.147903823313313e-16	1.5665298237454138e-15	1.9690192863822356e-16	5.47684079548129e-15	9.942826469010952e-16	2.4328897449554598e-15	2.957360117912359e-16	6.044209457062725e-14	1.4727438831660195e-15
55855.15500000345	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.09754640438679e-14	1.2066291143064073e-15	1.614937498151751e-14	7.1104026850838e-16	1.565862975335125e-15	1.9412939262491494e-16	5.458666574753235e-15	9.786252803159786e-16	2.4276564584934283e-15	2.909220338776848e-16	6.031951485225143e-14	1.4667583275422316e-15
55855.20500000345	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.08996753607667e-14	1.1779974124442337e-15	1.612543987653226e-14	7.061992100753758e-16	1.5652263073619561e-15	1.9077837248659236e-16	5.440829576963268e-15	9.594628569590354e-16	2.4225264763901518e-15	2.8524529189127357e-16	6.019718667483515e-14	1.4597895790893416e-15
55855.25500000345	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.0823606781734996e-14	1.1474561173418965e-15	1.6101341490934616e-14	7.003036651290069e-16	1.564609825377684e-15	1.8685725879091653e-16	5.423368550660362e-15	9.368432909386704e-16	2.417510968329623e-15	2.7871896992520717e-16	6.007511957129921e-14	1.4518560226601027e-15
55855.30500000346	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.07472820400832e-14	1.1150905962225388e-15	1.6077059093869085e-14	6.933963832307182e-16	1.564003535185135e-15	1.8237701018394325e-16	5.406322252367975e-15	9.108246376200925e-16	2.412621105096055e-15	2.713600985077263e-16	5.995332307514776e-14	1.4429790716342739e-15
55855.35500000346	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.0670724855310535e-14	1.0810014232053919e-15	1.605257195311064e-14	6.855267451496304e-16	1.5633974426271015e-15	1.7735137375620361e-16	5.389729447494551e-15	8.814754902760281e-16	2.407868058689513e-15	2.631898543728317e-16	5.983180672053796e-14	1.4331832039441564e-15
55855.40500000346	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.0593958933744324e-14	1.0453065197841056e-15	1.602785933496873e-14	6.767511539607756e-16	1.5627815533707343e-15	1.7179719197147396e-16	5.3736289112301125e-15	8.488755298096814e-16	2.403263002443688e-15	2.542339857942636e-16	5.971058004226539e-14	1.422496002308945e-15
55855.455000003465	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.051700796917127e-14	1.0081438642644386e-15	1.60029005041374e-14	6.671334754393015e-16	1.5621458726926965e-15	1.6573482515712763e-16	5.3580594294488515e-15	8.131162767965972e-16	2.3988171111278265e-15	2.445234063410874e-16	5.958965257595367e-14	1.4109481974368506e-15
55855.50500000347	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.043989564348293e-14	9.696749254939566e-16	1.5977674723591757e-14	6.567455230726855e-16	1.5614804052665924e-15	1.591887322905753e-16	5.343059799616975e-15	7.743021240854241e-16	2.394541561075636e-15	2.3409502133598506e-16	5.94690338578083e-14	1.3985737127862901e-15
55855.55500000347	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.036264562729969e-14	9.300890173680649e-16	1.5952161254383083e-14	6.456675788456627e-16	1.5607751549443255e-15	1.5218827342804622e-16	5.328668831672259e-15	7.325517765621766e-16	2.3904475302970654e-15	2.2299288419381795e-16	5.93487334248674e-14	1.3854097091537919e-15
55855.605000003474	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.028528158062397e-14	8.896088165956172e-16	1.592633935560757e-14	6.339889345762195e-16	1.5600201245488085e-15	1.4476882853681014e-16	5.3149253489498335e-15	6.880003079953103e-16	2.386546198574235e-15	2.1126983129322478e-16	5.922876081501782e-14	1.3714966268269576e-15
55855.65500000348	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.0207827153461933e-14	8.484973296135713e-16	1.5900188284192775e-14	6.218084298633625e-16	1.5592053156518026e-15	1.3697337573768532e-16	5.301868189071754e-15	6.40802195156918e-16	2.3828487475980557e-15	1.9898982591851134e-16	5.910912556686584e-14	1.3568782224637317e-15
55855.70500000348	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.01303059864672e-14	8.070666176081519e-16	1.5873687294786584e-14	6.09234950275604e-16	1.5583207283665045e-15	1.2885474626987483e-16	5.289536204850284e-15	5.911359715092754e-16	2.37936636107915e-15	1.8623137274582836e-16	5.89898372199231e-14	1.3416015974573144e-15
55855.75500000348	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.0052741711572475e-14	7.656885520045656e-16	1.584681563964826e-14	5.963878330077746e-16	1.557356361127358e-15	1.2047888699377976e-16	5.2779682651890674e-15	5.392116998262791e-16	2.3761102248356466e-15	1.7309257567161586e-16	5.8870905314543e-14	1.3257172134930813e-15
55855.805000003485	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.9975157952624786e-14	7.248076987787221e-16	1.581955256849534e-14	5.833971060357009e-16	1.5563022104796683e-15	1.1192962947178292e-16	5.2672032559871185e-15	4.852836234906548e-16	2.3730915269409317e-15	1.5969874704505895e-16	5.875233939200181e-14	1.3092788903194254e-15
55855.85500000349	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.989757832602702e-14	6.849559745599532e-16	1.57918773283699e-14	5.7040346091515855e-16	1.5551482708628428e-15	1.0331569517372785e-16	5.257280081043508e-15	4.296729304205015e-16	2.370321457826864e-15	1.462139873318324e-16	5.86341489944964e-14	1.2923437797027451e-15
55855.90500000349	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.982002644136255e-14	6.467677430440123e-16	1.576376916351024e-14	5.575578297732258e-16	1.5538845343976975e-15	9.478091881597041e-17	5.2482376629550216e-15	3.7281169694752765e-16	2.3678112103861288e-15	1.3285884019154153e-16	5.851634366516483e-14	1.2749723079835903e-15
55855.955000003494	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.974252590204152e-14	6.109921984156407e-16	1.5735207315210686e-14	5.450204063034304e-16	1.5525009906687275e-15	8.65187328468588e-17	5.240114944021556e-15	3.153349194236102e-16	2.3655719800951516e-15	1.1993670784102544e-16	5.839893294816287e-14	1.2572280792483263e-15
55856.0050000035	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.966510030592366e-14	5.784969286337411e-16	1.5706171021710517e-14	5.329589247727385e-16	1.5509876265147222e-15	7.879110712893464e-17	5.232950887153967e-15	2.582920885813162e-16	2.3636149651297302e-15	1.0787086506883432e-16	5.828192638863332e-14	1.2391777283742018e-15
55856.0550000035	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.958777324596455e-14	5.502526858993566e-16	1.567663951803545e-14	5.215459983539421e-16	1.549334425808091e-15	7.194850136053439e-17	5.226784476772438e-15	2.0368361254663534e-16	2.3619513664789543e-15	9.72473719007318e-17	5.816533353275276e-14	1.220890712841635e-15
55856.1050000035	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.951056831084026e-14	5.272863033477463e-16	1.564659203588117e-14	5.10955332052497e-16	1.5475313692450231e-15	6.64376137020437e-17	5.221654719714678e-15	1.5590299483757668e-16	2.3605923880544133e-15	8.88374618763998e-17	5.804916392777663e-14	1.2024390298763836e-15
55856.155000003506	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.9433509085586664e-14	5.105905927081766e-16	1.5616007803481776e-14	5.013566795795851e-16	1.5455684341284863e-15	6.276716995360497e-17	5.217600646142375e-15	1.248811857252632e-16	2.3595492368041162e-15	8.353023796695638e-17	5.793342712204069e-14	1.1838968443141676e-15
55856.20500000351	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.93566187676066e-14	5.009629676266186e-16	1.558486919078131e-14	4.929025881161116e-16	1.5434357187428453e-15	6.139423751527602e-17	5.214656305475191e-15	1.248012439504545e-16	2.358832260913329e-15	8.207190539857993e-17	5.781813289538551e-14	1.1653393661319876e-15
55856.25500000351	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.927991243830622e-14	4.982738884933007e-16	1.5553224914170928e-14	4.855825129603571e-16	1.541130573473704e-15	6.23923465132748e-17	5.212772933907502e-15	1.529742941972337e-16	2.3584341343152967e-15	8.436417676537899e-17	5.770330444512242e-14	1.1468054121422502e-15
55856.305000003515	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.920339745084533e-14	5.014890706408121e-16	1.5521186869198756e-14	4.792294141183174e-16	1.5386614671110835e-15	6.531683505046411e-17	5.211833695396735e-15	1.9347674010802256e-16	2.35833097292435e-15	8.949139847612332e-17	5.758898553504631e-14	1.1282773839812186e-15
55856.35500000352	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.912708084952703e-14	5.093712321716027e-16	1.5488869460032132e-14	4.736596028511019e-16	1.5360378071099953e-15	6.959078431048273e-17	5.21171975410144e-15	2.3673331127029103e-16	2.3584982572063634e-15	9.641600190040407e-17	5.747522167275731e-14	1.1097347324210282e-15
55856.40500000352	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.905096967708454e-14	5.206483890686952e-16	1.5456387088905948e-14	4.686849906217269e-16	1.5332689974335747e-15	7.467700809771507e-17	5.212312292609046e-15	2.7868613244622326e-16	2.3589114703445717e-15	1.0425465390196968e-16	5.736205836725785e-14	1.0911597832810064e-15
55856.45500000352	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.897507097488089e-14	5.341256368415289e-16	1.5423854156830047e-14	4.64119268999343e-16	1.5303644387546076e-15	8.014615996528983e-17	5.213492509170805e-15	3.175436887349496e-16	2.359546097947491e-15	1.123518073773947e-16	5.724954112926839e-14	1.0725386826382667e-15
55856.505000003526	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.88993917831115e-14	5.487507885916793e-16	1.53913850643247e-14	4.597832964333745e-16	1.5273335286566303e-15	8.568146586890246e-17	5.21514161496663e-15	3.5241585221485555e-16	2.3603776278167962e-15	1.2025059247650385e-16	5.713771547117239e-14	1.0538623368805613e-15
55856.55500000353	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.882393914099616e-14	5.636399565743145e-16	1.5359094212177614e-14	4.555095649257555e-16	1.5241856618374884e-15	9.105808414879136e-17	5.2171408313326575e-15	3.8281298474425485e-16	2.3613815497092064e-15	1.2764015895846198e-16	5.702662690719677e-14	1.035127350167566e-15
55856.60500000353	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.874872008698493e-14	5.78076765962529e-16	1.5327096002142712e-14	4.51145737881786e-16	1.5209302303109234e-15	9.611941470887266e-17	5.219371387023619e-15	4.08448688759561e-16	2.362533355063676e-15	1.343108838178723e-16	5.691632095363279e-14	1.0163369607668732e-15
55856.655000003535	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.8673741658949394e-14	5.914980217217412e-16	1.5295504837711202e-14	4.465573402786195e-16	1.5175766236074906e-15	1.0075798468492017e-16	5.22171451545201e-15	4.2915447115098747e-16	2.3638085367632784e-15	1.401229330520117e-16	5.680684312883619e-14	9.975019784721034e-16
55856.70500000354	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.85990108943834e-14	6.034746635944965e-16	1.5264435124823268e-14	4.4162973777429373e-16	1.5141342289755397e-15	1.0490182920169131e-16	5.224051451937805e-15	4.448398310071811e-16	2.3651825888910945e-15	1.4498575413200214e-16	5.6698238953470986e-14	9.7864172285658e-16
55856.75500000354	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.8524534830604206e-14	6.136929851314637e-16	1.5234001272576596e-14	4.362695682936696e-16	1.5106124315864711e-15	1.0850529722368464e-16	5.226263430962743e-15	4.55472731786294e-16	2.3666310064741067e-15	1.4884512962296381e-16	5.659055395053015e-14	9.59784960603875e-16
55856.805000003544	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.8450320504948504e-14	6.21938417580587e-16	1.5204317694009264e-14	4.3040579227022044e-16	1.5070206147330162e-15	1.1154301234811017e-16	5.228231683403867e-15	4.610702376933852e-16	2.3681292852330924e-15	1.5167520818934924e-16	5.6483833645590986e-14	9.409708352762692e-16
55856.85500000355	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.837637495496656e-14	6.280826390409514e-16	1.517549880682494e-14	4.2399051630449793e-16	1.5033681600312475e-15	1.1400599004384833e-16	5.229837433789569e-15	4.616949251845472e-16	2.3696529213367962e-15	1.5347381793709583e-16	5.63781235668289e-14	9.222497781766013e-16
55856.90500000355	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.8302705218627035e-14	6.320740043695008e-16	1.514765903409224e-14	4.1699972272101375e-16	1.4996644476251997e-15	1.1589921780487005e-16	5.230961897548958e-15	4.574552449271357e-16	2.3711774111458272e-15	1.5426002205317892e-16	5.6273469245233773e-14	9.036843797199227e-16
55856.95500000355	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.8229318334514815e-14	6.3393096894808e-16	1.5120912805003328e-14	4.094340104669595e-16	1.495918856385421e-15	1.1724023699863784e-16	5.231486278258401e-15	4.485093415391973e-16	2.372678250980109e-15	1.540733067699438e-16	5.616991621468181e-14	8.853501909580199e-16
55857.005000003555	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.815622134201675e-14	6.337380738438217e-16	1.5095374555593764e-14	4.0131941983646626e-16	1.492140764109984e-15	1.18058420112255e-16	5.2312917648814046e-15	4.350727612768965e-16	2.374130936840505e-15	1.5297406295549663e-16	5.606751001208468e-14	8.673364096905653e-16
55857.05500000356	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.8083421281539664e-14	6.316440340236066e-16	1.5071158729518385e-14	3.927083740982104e-16	1.4883395477307433e-15	1.1839473099521252e-16	5.230259529022539e-15	4.174314190897928e-16	2.3755109641929736e-15	1.5104518477927737e-16	5.596629617755234e-14	8.497463893027536e-16
55857.10500000356	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.801092519469094e-14	6.278614465291295e-16	1.504837977871666e-14	3.836807194554696e-16	1.4845245835101591e-15	1.1830180404062722e-16	5.22827072217294e-15	3.9596249998201774e-16	2.376793827686765e-15	1.483946863461631e-16	5.586632025446187e-14	8.326978869527522e-16
55857.155000003564	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.7938740124487e-14	6.22667562082287e-16	1.5027152164196675e-14	3.7434477469933465e-16	1.4807052472435198e-15	1.1784419044481065e-16	5.225206472949123e-15	3.711680484655808e-16	2.3779550209321518e-15	1.4515922361208625e-16	5.5767627789699064e-14	8.16322945525085e-16
55857.20500000357	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.786687311554419e-14	6.164054084804071e-16	1.5007590356764126e-14	3.648382030853106e-16	1.4768909144631993e-15	1.170986008313504e-16	5.220947884355707e-15	3.4372939268149044e-16	2.3789700362396137e-15	1.4150826642252967e-16	5.5670264333641633e-14	8.007672817521142e-16
55857.25500000357	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.779533121428135e-14	6.094842959978045e-16	1.4989808837730792e-14	3.5532838384322126e-16	1.4730909606390289e-15	1.161539265689914e-16	5.2153760310101655e-15	3.145956232891406e-16	2.379814364362448e-15	1.3764832085917485e-16	5.557427544038168e-14	7.861890344659235e-16
55857.30500000357	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.7724121469118786e-14	6.023783752788371e-16	1.497392209967319e-14	3.460117846364674e-16	1.4693147613773647e-15	1.1511075275057385e-16	5.208371956398166e-15	2.8512445259403806e-16	2.3804634942573697e-15	1.3382596183663563e-16	5.547970666783504e-14	7.727567198667567e-16
55857.355000003576	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.765325093066911e-14	5.956215052275345e-16	1.4960044647159397e-14	3.3711163176499726e-16	1.4655716926265287e-15	1.1407999882404354e-16	5.199816670122236e-15	2.572877399707451e-16	2.3808929128369696e-15	1.3032745825674165e-16	5.5386603577849894e-14	7.606462508038137e-16
55857.40500000358	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.7582726651944267e-14	5.897963531270479e-16	1.4948290997479113e-14	3.2887298329231726e-16	1.4618711308755112e-15	1.131802698897799e-16	5.189591145132132e-15	2.3389468277809273e-16	2.3810781047123273e-15	1.2747165819873172e-16	5.5295011736445235e-14	7.500369158020654e-16
