471.9	0.00
472.0	0.01
472.2	0.02
472.3	0.02
472.5	0.03
472.6	0.03
472.8	0.02
472.9	0.02
473.1	0.01
473.2	0.01
473.4	0.01
473.5	0.02
473.7	0.02
473.8	0.03
474.0	0.04
474.1	0.03
474.3	0.03
474.4	0.03
474.6	0.04
474.7	0.03
474.8	0.05
475.0	0.07
475.1	0.09
475.3	0.10
475.4	0.11
475.6	0.13
475.7	0.16
475.9	0.16
476.0	0.17
476.2	0.20
476.3	0.22
476.5	0.25
476.6	0.30
476.8	0.36
476.9	0.39
477.1	0.41
477.2	0.41
477.4	0.43
477.5	0.42
477.7	0.43
477.8	0.42
478.0	0.42
478.1	0.44
478.3	0.45
478.4	0.48
478.6	0.53
478.7	0.59
478.8	0.64
479.0	0.71
479.1	0.77
479.3	0.81
479.4	0.84
479.6	0.85
479.7	0.87
479.9	0.89
480.0	0.93
480.2	0.98
480.3	1.07
480.5	1.15
480.6	1.24
480.8	1.30
480.9	1.40
481.1	1.48
481.2	1.57
481.4	1.65
481.5	1.77
481.7	1.88
481.8	1.98
481.9	2.12
482.1	2.27
482.2	2.39
482.4	2.51
482.5	2.66
482.7	2.79
482.8	2.95
483.0	3.12
483.1	3.33
483.3	3.52
483.4	3.71
483.6	3.93
483.7	4.14
483.9	4.37
484.0	4.62
484.2	4.88
484.3	5.12
484.5	5.40
484.6	5.65
484.7	5.93
484.9	6.22
485.0	6.53
485.2	6.87
485.3	7.25
485.5	7.63
485.6	8.03
485.8	8.43
485.9	8.84
486.1	9.23
486.2	9.66
486.4	10.10
486.5	10.55
486.7	11.00
486.8	11.51
486.9	11.98
487.1	12.47
487.2	13.01
487.4	13.57
487.5	14.11
487.7	14.68
487.8	15.26
488.0	15.85
488.1	16.46
488.3	17.06
488.4	17.70
488.6	18.33
488.7	18.98
488.9	19.63
489.0	20.32
489.1	20.99
489.3	21.70
489.4	22.38
489.6	23.12
489.7	23.87
489.9	24.59
490.0	25.35
490.2	26.12
490.3	26.87
490.5	27.66
490.6	28.45
490.8	29.24
490.9	30.04
491.0	30.87
491.2	31.68
491.3	32.53
491.5	33.38
491.6	34.19
491.8	34.98
491.9	35.76
492.1	36.53
492.2	37.30
492.4	38.08
492.5	38.88
492.7	39.72
492.8	40.54
492.9	41.38
493.1	42.24
493.2	43.03
493.4	43.80
493.5	44.60
493.7	45.34
493.8	46.10
494.0	46.95
494.1	47.77
494.3	48.55
494.4	49.34
494.5	50.10
494.7	50.78
494.8	51.52
495.0	52.26
495.1	53.04
495.3	53.77
495.4	54.48
495.6	55.18
495.7	55.82
495.9	56.49
496.0	57.16
496.1	57.85
496.3	58.51
496.4	59.22
496.6	59.87
496.7	60.51
496.9	61.11
497.0	61.65
497.2	62.20
497.3	62.78
497.5	63.36
497.6	64.00
497.7	64.64
497.9	65.25
498.0	65.84
498.2	66.42
498.3	66.91
498.5	67.35
498.6	67.89
498.8	68.37
498.9	68.80
499.0	69.31
499.2	69.80
499.3	70.25
499.5	70.74
499.6	71.24
499.8	71.68
499.9	72.17
500.1	72.59
500.2	73.05
500.3	73.46
500.5	73.87
500.6	74.26
500.8	74.61
500.9	74.94
501.1	75.28
501.2	75.71
501.4	76.05
501.5	76.42
501.7	76.78
501.8	77.17
501.9	77.46
502.1	77.79
502.2	78.08
502.4	78.44
502.5	78.76
502.7	79.08
502.8	79.43
502.9	79.77
503.1	79.99
503.2	80.24
503.4	80.50
503.5	80.73
503.7	80.99
503.8	81.25
504.0	81.49
504.1	81.70
504.2	81.95
504.4	82.19
504.5	82.41
504.7	82.65
504.8	82.89
505.0	83.10
505.1	83.29
505.3	83.53
505.4	83.72
505.5	83.88
505.7	84.02
505.8	84.18
506.0	84.33
506.1	84.49
506.3	84.65
506.4	84.82
506.5	84.99
506.7	85.17
506.8	85.29
507.0	85.45
507.1	85.60
507.3	85.73
507.4	85.88
507.6	86.02
507.7	86.17
507.8	86.33
508.0	86.51
508.1	86.65
508.3	86.79
508.4	86.87
508.6	87.01
508.7	87.07
508.8	87.12
509.0	87.26
509.1	87.37
509.3	87.42
509.4	87.50
509.6	87.64
509.7	87.76
509.8	87.88
510.0	87.95
510.1	88.08
510.3	88.15
510.4	88.15
510.6	88.26
510.7	88.39
510.9	88.51
511.0	88.52
511.1	88.63
511.3	88.70
511.4	88.72
511.6	88.74
511.7	88.85
511.9	88.89
512.0	88.86
512.1	89.00
512.3	89.08
512.4	89.09
512.6	89.16
512.7	89.24
