MJD	CfA34SH_B	CfA34SH_B_err	CfA34SH_I	CfA34SH_I_err	CfA34SH_R	CfA34SH_R_err	CfA34SH_V	CfA34SH_V_err
52980.56925781524	2.7532920877773524e-16	2.4895915787252606e-17	2.2927975940459924e-16	7.75493555968909e-18	2.6298152198630596e-16	1.0825028321817428e-17	3.031246682247103e-16	1.1149723412397176e-16
52980.61925781524	2.7503749546484594e-16	2.4990200580565158e-17	2.2893278293004274e-16	7.775667690124566e-18	2.6258176228478104e-16	1.0890800490173786e-17	3.027652436065808e-16	1.1093539400670118e-16
52980.66925781524	2.7474007278677815e-16	2.507197651422461e-17	2.2858796388317905e-16	7.794013130383263e-18	2.621833926897812e-16	1.0955364216109593e-17	3.024088853067214e-16	1.1036638340882529e-16
52980.719257815246	2.7443699461813805e-16	2.5141226763922506e-17	2.2824526140587845e-16	7.80995134427985e-18	2.6178640912127296e-16	1.1018668711032417e-17	3.0205557680515483e-16	1.0979024340734888e-16
52980.76925781525	2.7412831482641026e-16	2.5197943159982852e-17	2.2790463464629333e-16	7.823465305750914e-18	2.6139080749876114e-16	1.1080665564616194e-17	3.017053016002403e-16	1.0920701581528301e-16
52980.81925781525	2.738140872717666e-16	2.524212588680925e-17	2.275660427587231e-16	7.834541354390908e-18	2.609965837425201e-16	1.1141308646075929e-17	3.0135804320859513e-16	1.08616743189305e-16
52980.869257815255	2.7349436580695983e-16	2.527378322629495e-17	2.2722944490361993e-16	7.843169064838262e-18	2.606037337740558e-16	1.1200554012781448e-17	3.0101378516486684e-16	1.0801946883780946e-16
52980.91925781526	2.731692042774084e-16	2.529293133881039e-17	2.2689480024726036e-16	7.849341129292277e-18	2.6021225351472034e-16	1.1258359819657214e-17	3.0067251102184713e-16	1.0741523682901698e-16
52980.96925781526	2.7283865652168587e-16	2.5299594079805588e-17	2.265620679617507e-16	7.853053252357288e-18	2.598221388863275e-16	1.1314686236055879e-17	3.0033420435018285e-16	1.068040919994795e-16
52981.019257815264	2.7250277637092526e-16	2.5293802851208018e-17	2.2623120722486884e-16	7.8543040575648e-18	2.5943338581315416e-16	1.1369495364187205e-17	2.9999884873815703e-16	1.0618607996274979e-16
52981.06925781527	2.7216161764930817e-16	2.5275596483239264e-17	2.2590217721987627e-16	7.853095004878047e-18	2.590459902167063e-16	1.142275116149338e-17	2.996664277919604e-16	1.0556124711833475e-16
52981.11925781527	2.7181523417429867e-16	2.5245021147089715e-17	2.2557493713541815e-16	7.849430318688084e-18	2.5865994802203053e-16	1.1474419369041565e-17	2.993369251350521e-16	1.0492964066087288e-16
52981.16925781527	2.714636797560479e-16	2.5202130295620823e-17	2.2524944616544137e-16	7.843316925821934e-18	2.58275255152788e-16	1.1524467441493509e-17	2.990103244084926e-16	1.0429130858966002e-16
52981.219257815275	2.7110700819832953e-16	2.514698463237814e-17	2.249256635090006e-16	7.834764402969068e-18	2.5789190753464094e-16	1.1572864480377591e-17	2.986866092705756e-16	1.0364629971836108e-16
52981.26925781528	2.707452732979446e-16	2.5079652107501566e-17	2.246035483701292e-16	7.823784933334374e-18	2.5750990109309787e-16	1.16195811723891e-17	2.9836576339679342e-16	1.0299466368509303e-16
52981.31925781528	2.7037852884516787e-16	2.500020793979908e-17	2.2428305995769833e-16	7.810393271959755e-18	2.5712923175459082e-16	1.1664589729639486e-17	2.9804777047975763e-16	1.0233645096281599e-16
52981.369257815284	2.700068286234501e-16	2.490873466791503e-17	2.2396415748535814e-16	7.794606719567653e-18	2.5674989544555184e-16	1.1707863833251444e-17	2.9773261422900707e-16	1.0167171286993549e-16
52981.41925781529	2.6963022640973715e-16	2.480532222520735e-17	2.236468001712796e-16	7.776445104574905e-18	2.563718880934905e-16	1.1749378579952295e-17	2.974202783709459e-16	1.010005015814172e-16
52981.46925781529	2.6924877597470363e-16	2.4690068044811273e-17	2.2333094723814847e-16	7.755930773158211e-18	2.559952056257626e-16	1.1789110432121793e-17	2.9711074664870403e-16	1.003228701400242e-16
52981.51925781529	2.688625310824766e-16	2.4563077191426823e-17	2.230165579129952e-16	7.733088587021361e-18	2.5561984397110916e-16	1.182703716922603e-17	2.9680400282197035e-16	9.96388724681004e-17
52981.569257815296	2.6847154549095456e-16	2.44244625240025e-17	2.227035914269776e-16	7.707945928942458e-18	2.552457990584254e-16	1.186313784277524e-17	2.965000306670018e-16	9.894856337960155e-17
52981.6192578153	2.6807587295163713e-16	2.4274344888086795e-17	2.223920070153866e-16	7.680532715784224e-18	2.548730668178379e-16	1.1897392734357356e-17	2.961988139764217e-16	9.825199859255546e-17
52981.6692578153	2.676755672099867e-16	2.4112853341414846e-17	2.2208176391738236e-16	7.650881419049846e-18	2.545016431785496e-16	1.1929783313652859e-17	2.9590033655914096e-16	9.754923474194397e-17
52981.719257815304	2.6727068200517317e-16	2.3940125415096217e-17	2.2177282137595285e-16	7.6190270928036e-18	2.541315240716108e-16	1.1960292201437706e-17	2.95604582240122e-16	9.684032939294861e-17
52981.76925781531	2.668612710706055e-16	2.3756307410978038e-17	2.214651386377203e-16	7.585007409083634e-18	2.537627054282257e-16	1.1988903133648515e-17	2.953115348604482e-16	9.612534105465661e-17
52981.81925781531	2.664473881333152e-16	2.356155474059433e-17	2.2115867495290007e-16	7.548862700617451e-18	2.5339518317990636e-16	1.2015600926328125e-17	2.95021178277202e-16	9.540432919419439e-17
52981.86925781531	2.6602908691472144e-16	2.3356032308267827e-17	2.2085338957503635e-16	7.510636010984688e-18	2.530289532590885e-16	1.2040371444280297e-17	2.947334963631227e-16	9.467735425143301e-17
52981.919257815316	2.656064211303551e-16	2.3139914941250883e-17	2.2054924176097296e-16	7.470373152273726e-18	2.526640115983618e-16	1.2063201570783897e-17	2.9444847300668586e-16	9.394447765403584e-17
52981.96925781532	2.6517944449013465e-16	2.2913387873652253e-17	2.2024619077069467e-16	7.428122770148403e-18	2.5230035413154743e-16	1.208407917899895e-17	2.9416609211205026e-16	9.320576183313816e-17
52982.01925781532	2.647482106978138e-16	2.2676647288761994e-17	2.1994419586716882e-16	7.383936416423826e-18	2.519379767921587e-16	1.2102993104881738e-17	2.9388633759866426e-16	9.246127023949462e-17
52982.069257815325	2.643127734518105e-16	2.2429900924970603e-17	2.1964321631622787e-16	7.337868629298682e-18	2.5157687551494045e-16	1.21199331222037e-17	2.9360919340153706e-16	9.171106736022854e-17
52982.11925781533	2.6387318644516424e-16	2.2173368753053482e-17	2.1934321138646945e-16	7.289977021037992e-18	2.512170462343296e-16	1.2134889919192323e-17	2.933346434707132e-16	9.095521873621097e-17
52982.16925781533	2.6342950336513233e-16	2.190728373372267e-17	2.1904414034906873e-16	7.240322373352753e-18	2.5085848488614856e-16	1.2147855075584659e-17	2.930626717714391e-16	9.019379097994401e-17
52982.21925781533	2.6298177789370003e-16	2.1631892663333957e-17	2.1874596247767252e-16	7.188968740249339e-18	2.505011874059119e-16	1.2158821042178267e-17	2.927932622840318e-16	8.942685179418954e-17
52982.26925781534	2.625300637074742e-16	2.1347457117173364e-17	2.184486370482702e-16	7.13598355845532e-18	2.5014514973128924e-16	1.2167781121404092e-17	2.925263990035633e-16	8.865446999125882e-17
52982.31925781534	2.620744144775985e-16	2.1054254505274723e-17	2.1815212333905281e-16	7.081437765178748e-18	2.4979036779841094e-16	1.2174729448631452e-17	2.9226206594001e-16	8.787671551302914e-17
52982.36925781534	2.616148838705183e-16	2.075257924972856e-17	2.1785638063027809e-16	7.025405923030493e-18	2.4943683754556243e-16	1.217966097545583e-17	2.9200024711793693e-16	8.709365945158722e-17
52982.419257815345	2.6115152554685444e-16	2.0442744103680516e-17	2.1756136820416459e-16	6.967966351843886e-18	2.4908455491056735e-16	1.2182571453812551e-17	2.9174092657644555e-16	8.63053740709253e-17
52982.46925781535	2.606843931627633e-16	2.0125081621914807e-17	2.1726704534473928e-16	6.909201267002413e-18	2.4873351583124927e-16	1.2183457420836235e-17	2.914840883691298e-16	8.551193282918447e-17
52982.51925781535	2.6021354036895936e-16	1.9799945809777993e-17	2.1697337133767293e-16	6.849196923586047e-18	2.4838371624820285e-16	1.2182316185390041e-17	2.9122971656400604e-16	8.471341040197723e-17
52982.569257815354	2.5973902081152265e-16	1.9467713966541986e-17	2.1668030547019223e-16	6.788043765794879e-18	2.480351521000213e-16	1.217914581535364e-17	2.909777952429966e-16	8.390988270647231e-17
52982.61925781536	2.5926088813132497e-16	1.9128788746533044e-17	2.1638780703095637e-16	6.725836580633484e-18	2.4768781932822295e-16	1.2173945125865083e-17	2.907283085023411e-16	8.310142692665832e-17
52982.66925781536	2.587791959649866e-16	1.878360046856499e-17	2.160958353098751e-16	6.6626746545389415e-18	2.4734171387170894e-16	1.2166713668714528e-17	2.904812404523602e-16	8.228812153941749e-17
52982.71925781536	2.5829399794400437e-16	1.8432609698017485e-17	2.15804349598003e-16	6.598661931741874e-18	2.4699683167338293e-16	1.2157451722020078e-17	2.902365752169212e-16	8.147004634182325e-17
52982.769257815366	2.578053476950284e-16	1.807631013431282e-17	2.1551330918743976e-16	6.533907172276007e-18	2.4665316867430135e-16	1.2146160281927764e-17	2.899942969338937e-16	8.06472824795552e-17
52982.81925781537	2.5731329884081843e-16	1.771523183644287e-17	2.152226733711011e-16	6.468524107575056e-18	2.4631072081675204e-16	1.2132841053663558e-17	2.8975438975476407e-16	7.98199124765685e-17
52982.86925781537	2.568179049990749e-16	1.7349944823591592e-17	2.1493240144271883e-16	6.4026315908551074e-18	2.4596948404394656e-16	1.2117496445394549e-17	2.8951683784444295e-16	7.898802026591952e-17
52982.919257815374	2.5631921978311885e-16	1.698106308140693e-17	2.146424526966119e-16	6.336353739216077e-18	2.456294542984807e-16	1.2100129560518584e-17	2.8928162538130883e-16	7.815169122210673e-17
52982.96925781538	2.5581729680206234e-16	1.660924901321467e-17	2.1435278642754544e-16	6.269820063564307e-18	2.452906275243357e-16	1.2080744192618126e-17	2.8904873655702443e-16	7.731101219487384e-17
52983.01925781538	2.5531218966059565e-16	1.6235218362086618e-17	2.140633619307249e-16	6.203165581891478e-18	2.4495299966641643e-16	1.2059344820883648e-17	2.88818155576484e-16	7.646607154440105e-17
52983.06925781538	2.5480395195917875e-16	1.585974562923157e-17	2.1377413850144967e-16	6.136530910930951e-18	2.44616566669166e-16	1.2035936605108104e-17	2.885898666576468e-16	7.561695917830942e-17
52983.119257815386	2.542926372941899e-16	1.548366999924676e-17	2.1348507543523053e-16	6.0700623299988305e-18	2.4428132447764323e-16	1.2010525382593907e-17	2.8836385403140607e-16	7.476376659028902e-17
52983.16925781539	2.5377829925767076e-16	1.5107901764007365e-17	2.1319613202743147e-16	6.003911810513773e-18	2.4394726903752264e-16	1.1983117665887969e-17	2.881401019415188e-16	7.39065869006518e-17
52983.21925781539	2.532609914380703e-16	1.4733429203084902e-17	2.1290726757330492e-16	5.938237003398699e-18	2.4361439629586435e-16	1.1953720640076442e-17	2.879185946443955e-16	7.304551489895524e-17
52983.269257815395	2.527407674197348e-16	1.4361325844129104e-17	2.126184413677275e-16	5.8732011760405125e-18	2.432827021991126e-16	1.1922342161590814e-17	2.8769931640924054e-16	7.218064708851642e-17
52983.3192578154	2.5221768078263113e-16	1.3992757960738578e-17	2.123296127051826e-16	5.808973089464885e-18	2.429521826943275e-16	1.1888990758257307e-17	2.874822515175876e-16	7.131208173349705e-17
52983.3692578154	2.516917851036013e-16	1.3628992082495905e-17	2.1204074087954296e-16	5.745726805724872e-18	2.426228337296466e-16	1.1853675628260299e-17	2.872673842635192e-16	7.043991890814444e-17
52983.4192578154	2.511631339551294e-16	1.32714021918789e-17	2.1175178518398257e-16	5.683641414686712e-18	2.4229465125289974e-16	1.1816406641768902e-17	2.8705469895324586e-16	6.956426054883796e-17
52983.469257815406	2.506317809068296e-16	1.2921476131374365e-17	2.1146270491084185e-16	5.622900669511665e-18	2.41967631213456e-16	1.1777194342224813e-17	2.868441799053428e-16	6.868521050883413e-17
52983.51925781541	2.5009777952387316e-16	1.258082058860644e-17	2.1117345935146308e-16	5.563692519125926e-18	2.416417695602228e-16	1.173604994810154e-17	2.8663581145019803e-16	6.780287461613087e-17
52983.56925781541	2.495611833682851e-16	1.2251163807743873e-17	2.108840077961259e-16	5.506208527000505e-18	2.413170622425692e-16	1.1692985355583055e-17	2.8642957793037177e-16	6.691736073428211e-17
52983.619257815415	2.490220459985828e-16	1.1934354959591733e-17	2.105943095337713e-16	5.450643165985686e-18	2.4099350521171164e-16	1.164801314286909e-17	2.862254637001845e-16	6.602877882707945e-17
52983.66925781542	2.4848042096992487e-16	1.163235887984552e-17	2.1030432385208387e-16	5.397192979725302e-18	2.4067109441748117e-16	1.1601146573225331e-17	2.8602345312562954e-16	6.513724102672366e-17
52983.71925781542	2.4793636183411113e-16	1.1347244676008109e-17	2.100140100371924e-16	5.3460556041476575e-18	2.4034982581170995e-16	1.1552399600677334e-17	2.858235305843731e-16	6.424286170604531e-17
52983.769257815424	2.473899221395613e-16	1.108116661820968e-17	2.097233273735876e-16	5.2974286440303835e-18	2.4002969534546047e-16	1.1501786875297619e-17	2.8562568046543894e-16	6.334575755532293e-17
52983.81925781543	2.468411554318465e-16	1.0836335788012702e-17	2.0943223514394017e-16	5.25150840401938e-18	2.397106989711807e-16	1.1449323749058615e-17	2.854298871694536e-16	6.244604766355762e-17
52983.86925781543	2.462901152527965e-16	1.0614981276193539e-17	2.0914069262910077e-16	5.2084884771503094e-18	2.393928326414725e-16	1.1395026283436174e-17	2.852361351080772e-16	6.154385360502718e-17
52983.91925781543	2.457368551419449e-16	1.0419300397012017e-17	2.0884865910784755e-16	5.168558199244206e-18	2.390760923095536e-16	1.1338911256836276e-17	2.850444087044588e-16	6.063929953148947e-17
52983.969257815435	2.4518142863523312e-16	1.0251398451354052e-17	2.0855609385678053e-16	5.131900983319027e-18	2.387604739286416e-16	1.1280996173092166e-17	2.848546923924221e-16	5.973251227022748e-17
52984.01925781544	2.4462388926613617e-16	1.0113219992953246e-17	2.0826295615019232e-16	5.0986925537506235e-18	2.3844597345333973e-16	1.1221299270225024e-17	2.8466697061696437e-16	5.88236214288724e-17
52984.06925781544	2.4406429056487675e-16	1.0006475233924247e-17	2.0796920525998607e-16	5.069099106807728e-18	2.3813258683748125e-16	1.115983953161953e-17	2.844812278338276e-16	5.791275950733231e-17
52984.119257815444	2.435027033205403e-16	9.932353724935748e-18	2.0767480775503868e-16	5.043252236313669e-18	2.3782031003643914e-16	1.1096636695772067e-17	2.8429744850948954e-16	5.700006201754638e-17
52984.16925781545	2.4293933214986284e-16	9.890031199973994e-18	2.0737978679771988e-16	5.021090808572969e-18	2.37509139005894e-16	1.1031711268235767e-17	2.841156171209888e-16	5.608566761178974e-17
52984.21925781545	2.4237444419176173e-16	9.877564352795691e-18	2.0708419198865332e-16	5.002457118392391e-18	2.371990697012187e-16	1.0965084533984104e-17	2.839357181559245e-16	5.5169718220455725e-17
52984.26925781545	2.41808306936213e-16	9.892718022330107e-18	2.067880730755628e-16	4.9871818583627226e-18	2.368900980788636e-16	1.089677857176965e-17	2.8375773611217645e-16	5.4252359199970433e-17
52984.319257815456	2.412411878717258e-16	9.93303988443204e-18	2.0649147980391174e-16	4.9750861477318026e-18	2.365822200960489e-16	1.0826816266644424e-17	2.8358165549798364e-16	5.3333739492163237e-17
52984.36925781546	2.4067335448534247e-16	9.995933998423538e-18	2.0619446191708513e-16	4.965983133570497e-18	2.3627543170937885e-16	1.0755221326829674e-17	2.834074608316906e-16	5.241401179587847e-17
52984.41925781546	2.401050742630637e-16	1.0078732012961528e-17	2.0589706915647184e-16	4.959679607463245e-18	2.3596972887730516e-16	1.0682018298720874e-17	2.832351366416682e-16	5.1493332752343936e-17
52984.469257815465	2.395366146901887e-16	1.017875764075197e-17	2.0559935126174051e-16	4.955977607593612e-18	2.3566510755797155e-16	1.0607232584915322e-17	2.830646674662702e-16	5.057186314568249e-17
52984.51925781547	2.3896824325191035e-16	1.0293381511534501e-17	2.0530135797087478e-16	4.954675978687817e-18	2.3536156370967566e-16	1.0530890461490571e-17	2.82896037853658e-16	4.964976812004075e-17
52984.56925781547	2.3840022743316637e-16	1.0420065026691801e-17	2.0500313902044923e-16	4.95557186607211e-18	2.35059093291485e-16	1.045301909841247e-17	2.8272923236162547e-16	4.8727217415229445e-17
52984.61925781547	2.37832834719171e-16	1.0556393106332331e-17	2.0470474414575264e-16	4.958462124417495e-18	2.347576922630826e-16	1.0373646578429116e-17	2.8256423555759896e-16	4.780438562267061e-17
52984.669257815476	2.3726633259634997e-16	1.0700096657072256e-17	2.044062230809231e-16	4.96314462540489e-18	2.3445735658430564e-16	1.0292801919964807e-17	2.82401032018576e-16	4.6881452464427095e-17
52984.71925781548	2.367009885517032e-16	1.0849066131087707e-17	2.0410762555915345e-16	4.969419453956031e-18	2.3415808221606874e-16	1.0210515098747132e-17	2.8223960633084523e-16	4.595860309718696e-17
52984.76925781548	2.361370700736973e-16	1.1001357805270594e-17	2.0380900131280867e-16	4.977089985429147e-18	2.3385986511867085e-16	1.0126817072411276e-17	2.8207994308993356e-16	4.50360284447654e-17
52984.819257815485	2.3557484465288233e-16	1.1155194416056831e-17	2.0351040007366665e-16	4.9859638413315e-18	2.3356270125379634e-16	1.0041739804573949e-17	2.8192202690062396e-16	4.4113925562021566e-17
52984.86925781549	2.350145797814875e-16	1.1308961650488337e-17	2.032118715730004e-16	4.99585372329783e-18	2.3326658658312957e-16	9.955316292849813e-18	2.8176584237659627e-16	4.319249803400358e-17
52984.91925781549	2.34456542954357e-16	1.1461201781769839e-17	2.0291346554178932e-16	5.006578128430078e-18	2.3297151706866283e-16	9.867580594823008e-18	2.816113741405762e-16	4.227195641472439e-17
52984.96925781549	2.3390100166909856e-16	1.1610605498391527e-17	2.026152317108778e-16	5.017961951210662e-18	2.32677488673312e-16	9.778567858338129e-18	2.8145860682411625e-16	4.1352518710348793e-17
52985.0192578155	2.33348223426551e-16	1.1756002736313417e-17	2.023172198111044e-16	5.029836978760606e-18	2.323844973606087e-16	9.68831435196484e-18	2.8130752506729805e-16	4.0434410912326924e-17
52985.0692578155	2.3279847573084845e-16	1.1896353133179622e-17	2.0201947957350136e-16	5.042042287602009e-18	2.320925390930071e-16	9.596857495803761e-18	2.8115811351903017e-16	3.951786758681395e-17
52985.1192578155	2.322520260903764e-16	1.2030736532036983e-17	2.0172206072945906e-16	5.054424550630144e-18	2.318016098349624e-16	9.504235896059595e-18	2.8101035683659267e-16	3.8603132527940354e-17
52985.169257815505	2.3170914201692187e-16	1.2158343837593296e-17	2.0142501301086113e-16	5.066838263534029e-18	2.315117055515458e-16	9.410489380147912e-18	2.8086423968557584e-16	3.769045948274083e-17
52985.21925781551	2.311700910276714e-16	1.2278468417576316e-17	2.0112838615028389e-16	5.079145899941019e-18	2.312228222059809e-16	9.315659031548274e-18	2.807197467399764e-16	3.6780112957820296e-17
52985.26925781551	2.306351406440631e-16	1.2390498157363705e-17	2.0083222988113155e-16	5.091218004105986e-18	2.3093495576487833e-16	9.219787229411658e-18	2.805768626818475e-16	3.587236911881208e-17
52985.319257815514	2.301045583931261e-16	1.2493908226546603e-17	2.0053659393778873e-16	5.102933230035321e-18	2.3064810219377086e-16	9.122917687584941e-18	2.8043557220128094e-16	3.4967516795001186e-17
52985.36925781552	2.295786118069064e-16	1.2588254573565032e-17	2.002415280558848e-16	5.114178334922341e-18	2.303622574575757e-16	9.025095494874713e-18	2.8029585999641615e-16	3.406585860408285e-17
52985.41925781552	2.290575684242102e-16	1.267316813294166e-17	1.9994708197228201e-16	5.124848134435143e-18	2.3007741752444266e-16	8.926367158286372e-18	2.801577107729933e-16	3.3167712214311426e-17
52985.46925781552	2.285416957893921e-16	1.274834971828566e-17	1.9965330542536908e-16	5.134845426584968e-18	2.2979357836036644e-16	8.826780647656893e-18	2.8002110924466885e-16	3.227341176264654e-17
52985.519257815526	2.280312614536305e-16	1.2813565564127255e-17	1.993602481552139e-16	5.144080890275566e-18	2.295107359328812e-16	8.726385439522008e-18	2.7988604013258634e-16	3.1383309453208804e-17
52985.56925781553	2.275265329753529e-16	1.2868643470732893e-17	1.990679599036867e-16	5.152472963829549e-18	2.2922888620875133e-16	8.625232564728795e-18	2.7975248816546384e-16	3.0497777360528735e-17
52985.61925781553	2.2702777791968314e-16	1.2913469506725706e-17	1.9877649041463056e-16	5.159947708132329e-18	2.2894802515828185e-16	8.523374657163704e-18	2.7962043807919145e-16	2.9617209469262886e-17
52985.669257815534	2.2653526385975954e-16	1.2947985224740354e-17	1.9848588943405482e-16	5.166438658523553e-18	2.2866814874777533e-16	8.420866001273444e-18	2.7948987461719864e-16	2.874202398482205e-17
52985.71925781554	2.2604925837694717e-16	1.2972185349098985e-17	1.9819620671029387e-16	5.171886668646745e-18	2.2838925294815256e-16	8.317762583240514e-18	2.7936078252994686e-16	2.7872665955367506e-17
52985.76925781554	2.255700290605193e-16	1.2986115888472695e-17	1.9790749199413028e-16	5.1762397491273085e-18	2.2811133372787135e-16	8.214122142113705e-18	2.7923314657485024e-16	2.7009610251926314e-17
52985.81925781554	2.2509784350837993e-16	1.2989872643147973e-17	1.976197950389769e-16	5.1794529034364994e-18	2.2783438705662097e-16	8.11000421939977e-18	2.7910695151650366e-16	2.6153364959844307e-17
52985.869257815546	2.2463296932806314e-16	1.2983600063273822e-17	1.9733316560105888e-16	5.1814879626390285e-18	2.275584089048603e-16	8.005470211433542e-18	2.7898218212605203e-16	2.5304475242601125e-17
52985.91925781555	2.241756741357551e-16	1.296749042965623e-17	1.9704765343962487e-16	5.1823134204068776e-18	2.272833952435102e-16	7.900583420401391e-18	2.788588231814706e-16	2.4463527746851803e-17
52985.96925781555	2.23726225558101e-16	1.2941783320674572e-17	1.967633083169531e-16	5.1819042693193946e-18	2.270093420434915e-16	7.795409103957278e-18	2.787368594673459e-16	2.3631155626366683e-17
52986.019257815555	2.232848912310784e-16	1.2906765332795251e-17	1.9648017999868586e-16	5.18024183904601e-18	2.2673624527572493e-16	7.69001452395784e-18	2.7861627577485863e-16	2.280804427040807e-17
52986.06925781556	2.228519388015703e-16	1.2862770026018876e-17	1.9619831825388249e-16	5.1773136366139144e-18	2.2646410091220886e-16	7.584468994053713e-18	2.7849705690132767e-16	2.1994937829656904e-17
52986.11925781556	2.2242763592715274e-16	1.2810178053430994e-17	1.9591777285527166e-16	5.173113188839081e-18	2.2619290492586537e-16	7.478843922099228e-18	2.7837918765057846e-16	2.1192646637322144e-17
52986.16925781556	2.2201225027632833e-16	1.274941744156778e-17	1.9563859357930437e-16	5.16763988658896e-18	2.259226532885389e-16	7.373212851116961e-18	2.78262652832391e-16	2.0402055624401004e-17
52986.21925781557	2.2160604952950439e-16	1.2680963978995344e-17	1.9536083020643574e-16	5.1608988304817145e-18	2.2565334197376713e-16	7.267651494651404e-18	2.7814743726285886e-16	1.962413381956979e-17
52986.26925781557	2.2120930137831252e-16	1.2605341661517143e-17	1.9508453252119534e-16	5.152900676946177e-18	2.253849669544722e-16	7.162237763913278e-18	2.780335257636889e-16	1.8859945006278837e-17
52986.31925781557	2.2082227352703302e-16	1.2523123146062435e-17	1.9480975031242802e-16	5.143661483954464e-18	2.2511752420496148e-16	7.057051791551539e-18	2.7792090316280515e-16	1.8110659569905643e-17
52986.369257815575	2.204452336919146e-16	1.2434930135330488e-17	1.9453653337338783e-16	5.1332025551897675e-18	2.248510096993886e-16	6.952175940631045e-18	2.7780955429351723e-16	1.7377567500124007e-17
52986.41925781558	2.200784496028112e-16	1.2341433629318031e-17	1.9426493150193175e-16	5.121550280976995e-18	2.2458541941175313e-16	6.84769480784116e-18	2.776994639949142e-16	1.6662092403235636e-17
52986.46925781558	2.1972218900199158e-16	1.224335394247041e-17	1.939949945007017e-16	5.108735974793181e-18	2.243207493174401e-16	6.7436952087847334e-18	2.7759061711157557e-16	1.596580620689907e-17
52986.519257815584	2.1937671964598878e-16	1.2141460382133733e-17	1.9372677217723607e-16	5.094795703199151e-18	2.240569953921425e-16	6.6402661485244036e-18	2.7748299849332633e-16	1.5290443985021957e-17
52986.56925781559	2.1904230930438843e-16	1.2036570468282623e-17	1.9346031434425152e-16	5.079770107518518e-18	2.2379415361109143e-16	6.537498776936577e-18	2.7737659299554315e-16	1.4637917961344295e-17
52986.61925781559	2.1871922576191194e-16	1.1929548548411831e-17	1.9319567081961372e-16	5.063704214796451e-18	2.235322199502877e-16	6.435486315557415e-18	2.7727138547850657e-16	1.4010329245266713e-17
52986.66925781559	2.1840773681726874e-16	1.1821303650456818e-17	1.9293289142667776e-16	5.046647236023467e-18	2.232711903869637e-16	6.334323965960653e-18	2.7716736080774245e-16	1.3409975184200305e-17
52986.719257815595	2.181081102844529e-16	1.1712786397850657e-17	1.9267202599439387e-16	5.028652348888496e-18	2.2301106089758207e-16	6.2341087844870495e-18	2.77064503853628e-16	1.2839349389948271e-17
52986.7692578156	2.1782061399225418e-16	1.1604984801775139e-17	1.9241312435741904e-16	5.009776462463009e-18	2.2275182745891325e-16	6.134939526285212e-18	2.7696279949141793e-16	1.2301130558041157e-17
52986.8192578156	2.1754551578566119e-16	1.1498918737183886e-17	1.9215623635638109e-16	4.9900799610046825e-18	2.2249348604911337e-16	6.036916451255409e-18	2.768622326011481e-16	1.179815528237768e-17
52986.869257815604	2.172830835253936e-16	1.1395632912797629e-17	1.919014118379022e-16	4.969626423896805e-18	2.222360326466462e-16	5.940141089146804e-18	2.7676278806738177e-16	1.1333369434680367e-17
52986.91925781561	2.1703358508839107e-16	1.1296188164612153e-17	1.9164870065493954e-16	4.948482318698266e-18	2.2197946322905194e-16	5.844715954950503e-18	2.7666445077917427e-16	1.090975275098234e-17
52986.96925781561	2.167972883684299e-16	1.1201650935933209e-17	1.9139815266676751e-16	4.926716664067386e-18	2.2172377377525639e-16	5.750744214882505e-18	2.7656720563009095e-16	1.0530212605214767e-17
52987.01925781561	2.165744612762291e-16	1.1113080853511228e-17	1.911498177393418e-16	4.904400659464534e-18	2.214689602648009e-16	5.6583292954122195e-18	2.764710375179352e-16	1.0197446134116127e-17
52987.069257815616	2.1636537173991822e-16	1.1031516391912362e-17	1.9090374574527008e-16	4.8816072782667045e-18	2.2121501867614941e-16	5.567574428170097e-18	2.763759313447488e-16	9.913775218410645e-18
52987.11925781562	2.1617028702041573e-16	1.0957956837891323e-17	1.9065998491789975e-16	4.85840958968164e-18	2.20961943352612e-16	5.478579042321019e-18	2.7628187347199327e-16	9.680827594065019e-18
52987.16925781562	2.1598929758492106e-16	1.0892863907397147e-17	1.9041851351284597e-16	4.834829186245668e-18	2.2070968821447199e-16	5.391365105672261e-18	2.7618887337730993e-16	9.497318156685334e-18
52987.219257815625	2.1582208261108593e-16	1.0835513558017454e-17	1.901792152538513e-16	4.810817735617188e-18	2.204581651633949e-16	5.305874061189832e-18	2.7609695904174516e-16	9.359467948557741e-18
52987.26925781563	2.1566826293832103e-16	1.0784972062453981e-17	1.899419671748019e-16	4.786323093671822e-18	2.2020728414569665e-16	5.222042842776993e-18	2.7600615896944244e-16	9.262835324823971e-18
52987.31925781563	2.1552745942346874e-16	1.0740272044664062e-17	1.897066463156311e-16	4.761294774693982e-18	2.1995695510615374e-16	5.139808129484708e-18	2.7591650166871336e-16	9.202535706883816e-18
52987.36925781563	2.1539929294031426e-16	1.0700428518023068e-17	1.8947312972224314e-16	4.735684387945151e-18	2.1970708799200572e-16	5.0591069241737245e-18	2.758280156528261e-16	9.173430556967962e-18
52987.419257815636	2.152833843787779e-16	1.066445398188649e-17	1.8924129444576164e-16	4.7094460510200725e-18	2.1945759274910673e-16	4.979877145077248e-18	2.757407294396635e-16	9.170313323528226e-18
