MJD	CfA34SH_B	CfA34SH_B_err	CfA34SH_I	CfA34SH_I_err	CfA34SH_R	CfA34SH_R_err	CfA34SH_V	CfA34SH_V_err
52941.11925781294	nan	nan	7.950657446266351e-16	1.1653067042359811e-17	nan	nan	2.4077837164741794e-15	3.0634646071953224e-17
52941.169257812944	nan	nan	7.95431388143764e-16	1.1487591960580258e-17	nan	nan	2.4094256470578807e-15	3.03473623438557e-17
52941.21925781295	nan	nan	7.957934673300221e-16	1.1327389331396221e-17	nan	nan	2.411042676970377e-15	3.0072061274434e-17
52941.26925781295	nan	nan	7.961518599631444e-16	1.1172590509443706e-17	nan	nan	2.412634359614642e-15	2.9808237577630206e-17
52941.31925781295	nan	nan	7.965064251427473e-16	1.1023309034042227e-17	nan	nan	2.4142002481743637e-15	2.955539721399385e-17
52941.369257812956	nan	nan	7.96857021848119e-16	1.0879661719542784e-17	nan	nan	2.415739895610616e-15	2.931306105669875e-17
52941.41925781296	nan	nan	7.972035090434766e-16	1.0741768438032523e-17	nan	nan	2.4172528546585836e-15	2.9080768510225265e-17
52941.46925781296	nan	nan	7.97545745677391e-16	1.0609751710553116e-17	nan	nan	2.4187386778242453e-15	2.885808106013129e-17
52941.519257812964	nan	nan	7.978835906824311e-16	1.0483736225340677e-17	nan	nan	2.420196917381048e-15	2.864458573465994e-17
52941.56925781297	nan	nan	7.982169029746127e-16	1.0363848280821283e-17	nan	nan	2.421627125366616e-15	2.843989846058049e-17
52941.61925781297	nan	nan	7.9854554145299545e-16	1.0250215152870263e-17	nan	nan	2.4230288535793696e-15	2.824366729800715e-17
52941.66925781297	nan	nan	7.988693649991494e-16	1.0142964386789829e-17	nan	nan	2.424401653575291e-15	2.805557554060723e-17
52941.719257812976	nan	nan	7.991882324767612e-16	1.004222301684489e-17	nan	nan	2.425745076664529e-15	2.787534466857234e-17
52941.76925781298	nan	nan	7.995020027311231e-16	9.948116717976903e-18	nan	nan	2.4270586739081087e-15	2.7702737143301044e-17
52941.81925781298	nan	nan	7.998105345887432e-16	9.860768896637397e-18	nan	nan	2.428341996114672e-15	2.753755903312008e-17
52941.869257812985	nan	nan	8.001136868567606e-16	9.780299729935551e-18	nan	nan	2.429594593836981e-15	2.737966245920889e-17
52941.91925781299	nan	nan	8.00411318322623e-16	9.706825164804127e-18	nan	nan	2.4308160173688245e-15	2.722894785078818e-17
52941.96925781299	nan	nan	8.007032877534873e-16	9.640455891144682e-18	nan	nan	2.432005816741501e-15	2.7085365997329626e-17
52942.01925781299	nan	nan	8.009894538958623e-16	9.581296304930515e-18	nan	nan	2.4331635417204737e-15	2.6948919884567715e-17
52942.069257813	nan	nan	8.012696754750821e-16	9.529443479295821e-18	nan	nan	2.4342887418022985e-15	2.6819666297854027e-17
52942.119257813	nan	nan	8.015438111948875e-16	9.484986162826162e-18	nan	nan	2.4353809662110218e-15	2.669771717597639e-17
52942.169257813	nan	nan	8.018117197369202e-16	9.448003825233358e-18	nan	nan	2.4364397638949083e-15	2.658324069362563e-17
52942.219257813005	3.034961998706497e-15	5.124245520218484e-17	8.020732597602947e-16	9.418565770685803e-18	nan	nan	2.4374646835231387e-15	2.6476462049469833e-17
52942.26925781301	3.0291947016725198e-15	5.0344518311411766e-17	8.023282899011078e-16	9.39673033872315e-18	nan	nan	2.43845527348256e-15	2.6377663932555188e-17
52942.31925781301	3.023416147665889e-15	4.948066409884145e-17	8.025766687719838e-16	9.382544211174933e-18	nan	nan	2.4394110818741755e-15	2.6287186637474316e-17
52942.369257813014	3.0176263222963914e-15	4.8652376507998724e-17	8.028182549616398e-16	9.376041841697108e-18	nan	nan	2.4403316565099086e-15	2.6205427795730754e-17
52942.41925781302	3.0118252111578292e-15	4.786116303725149e-17	8.030529070343223e-16	9.377245021640844e-18	nan	nan	2.4412165449092657e-15	2.61328416889825e-17
52942.46925781302	3.006012799827976e-15	4.7108545176802254e-17	8.032804835295252e-16	9.386162592817142e-18	nan	nan	2.442065294295879e-15	2.606993810814769e-17
52942.51925781302	3.0001890738690426e-15	4.6396047184728186e-17	8.035008429613298e-16	9.402790313718732e-18	nan	nan	2.4428774515944e-15	2.6017280722651518e-17
52942.569257813026	2.994354018827e-15	4.572518318735488e-17	8.037138438180838e-16	9.427110881785948e-18	nan	nan	2.4436525634268186e-15	2.5975484925419917e-17
52942.61925781303	2.9885076202319604e-15	4.5097442648397253e-17	8.039193445618212e-16	9.459094110298557e-18	nan	nan	2.444390176109421e-15	2.5945215121956522e-17
52942.66925781303	2.982649863691841e-15	4.451427381045316e-17	8.041172038395588e-16	9.498697163306324e-18	nan	nan	2.44508983564928e-15	2.592718143728158e-17
52942.719257813034	2.9767807590063497e-15	4.3976933546871324e-17	8.043073349289735e-16	9.545841760865767e-18	nan	nan	2.4457510877409518e-15	2.5922135822255583e-17
52942.76925781304	2.9709003722710924e-15	4.348629375303314e-17	8.044897782276109e-16	9.60038403957784e-18	nan	nan	2.4463734777630375e-15	2.5930867549554366e-17
52942.81925781304	2.965008777556003e-15	4.3043093426794495e-17	8.046645921451406e-16	9.662162570136273e-18	nan	nan	2.446956550775053e-15	2.5954198103223082e-17
52942.86925781304	2.959106048915007e-15	4.264796949672401e-17	8.048318350641073e-16	9.731007603125632e-18	nan	nan	2.447499851513716e-15	2.5992975479466295e-17
52942.919257813046	2.953192260386192e-15	4.2301444346783305e-17	8.049915653400815e-16	9.80674261106296e-18	nan	nan	2.448002924389908e-15	2.6048067932925622e-17
52942.96925781305	2.947267485992235e-15	4.2003914461672095e-17	8.051438413019052e-16	9.88918580805137e-18	nan	nan	2.448465313485175e-15	2.6120357221815554e-17
52943.01925781305	2.9413317997403146e-15	4.175564059715886e-17	8.052887212518392e-16	9.978151621961826e-18	nan	nan	2.4488865625483785e-15	2.6210731423263504e-17
52943.069257813055	2.9353852756223886e-15	4.155673984618498e-17	8.054262634657304e-16	1.0073452098045326e-17	nan	nan	2.4492662149923066e-15	2.632007740998068e-17
52943.11925781306	2.9294279876147263e-15	4.140717992613747e-17	8.055565261932756e-16	1.0174898216586314e-17	nan	nan	2.449603814362733e-15	2.6449272280530575e-17
52943.16925781306	2.9234600096788015e-15	4.1306775936550736e-17	8.0567956765816e-16	1.0282301111497179e-17	nan	nan	2.449899025857654e-15	2.6598965537538198e-17
52943.21925781306	2.9174814157609518e-15	4.125518974833019e-17	8.057954460582624e-16	1.0395473180512039e-17	nan	nan	2.450151798119416e-15	2.676929450932096e-17
52943.269257813066	2.911492279792188e-15	4.125193208232073e-17	8.059042195658282e-16	1.0514229081258125e-17	nan	nan	2.4503621197084566e-15	2.6960305893038726e-17
52943.31925781307	2.9054926756890007e-15	4.12963672272538e-17	8.060059463276871e-16	1.0638386610837553e-17	nan	nan	2.4505299788394203e-15	2.7172027237926215e-17
52943.36925781307	2.8994826773532137e-15	4.138772024580951e-17	8.06100684465438e-16	1.0767767469339248e-17	nan	nan	2.450655363381202e-15	2.7404468834859363e-17
52943.419257813075	2.89346235867145e-15	4.1525086417211534e-17	8.06188492075592e-16	1.090219791005456e-17	nan	nan	2.4507382608567802e-15	2.765762558326121e-17
52943.46925781308	2.8874317935159623e-15	4.170744258898894e-17	8.062694272298644e-16	1.1041509281151615e-17	nan	nan	2.4507786584431252e-15	2.7931478807485444e-17
52943.51925781308	2.881391055744803e-15	4.19336600546892e-17	8.063435479752499e-16	1.1185538464886046e-17	nan	nan	2.450776542971138e-15	2.822599799767624e-17
52943.569257813084	2.8753402192012076e-15	4.22025185352654e-17	8.064109123342871e-16	1.133412822165895e-17	nan	nan	2.4507319009254758e-15	2.854114245311994e-17
52943.61925781309	2.8692793577143805e-15	4.251272083448842e-17	8.064715783052115e-16	1.1487127446699326e-17	nan	nan	2.4506447184445894e-15	2.8876862809191885e-17
52943.66925781309	2.8632085450991986e-15	4.286290775057126e-17	8.065256038621723e-16	1.1644391347630117e-17	nan	nan	2.450514981320481e-15	2.92331024335097e-17
52943.71925781309	2.8571278551565088e-15	4.325167285715252e-17	8.065730469554235e-16	1.1805781551318263e-17	nan	nan	2.4503426749987053e-15	2.9609798679720543e-17
52943.769257813095	2.8510373616732114e-15	4.367757681003083e-17	8.066139655114528e-16	1.197116614808975e-17	nan	nan	2.4501277845781403e-15	3.0006883992051757e-17
52943.8192578131	2.8449371384219648e-15	4.413916089637325e-17	8.066484174332667e-16	1.2140419681298983e-17	nan	nan	2.449870294811064e-15	3.0424286856417754e-17
52943.8692578131	2.8388272591621194e-15	4.4634959600665746e-17	8.066764606005015e-16	1.2313423089719478e-17	nan	nan	2.4495701901028537e-15	3.086193259810556e-17
52943.919257813104	2.8327077976389518e-15	4.516351202376047e-17	8.066981528696529e-16	1.2490063609813901e-17	nan	nan	2.449227454512038e-15	3.131974402819153e-17
52943.96925781311	2.826578827584305e-15	4.572337205296407e-17	8.067135520742636e-16	1.2670234644223396e-17	nan	nan	2.448842071749968e-15	3.179764194361505e-17
52944.01925781311	2.8204404227164363e-15	4.631311722989729e-17	8.067227160250933e-16	1.2853835602537475e-17	nan	nan	2.448414025181041e-15	3.229554548843524e-17
52944.06925781311	2.8142926567401263e-15	4.693135631410663e-17	8.067257025102866e-16	1.3040771719397997e-17	nan	nan	2.447943297822246e-15	3.2813372384507356e-17
52944.119257813116	2.8081356033470397e-15	4.757673557429727e-17	8.067225692956894e-16	1.3230953854947296e-17	nan	nan	2.447429872343149e-15	3.335103904195889e-17
