MJD	lascumbres_B	lascumbres_B_err	lascumbres_I	lascumbres_I_err	lascumbres_R	lascumbres_R_err	lascumbres_U	lascumbres_U_err	lascumbres_V	lascumbres_V_err	lascumbres_g'	lascumbres_g'_err	lascumbres_i'	lascumbres_i'_err	lascumbres_r'	lascumbres_r'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
56530.560000001155	3.3617494152111495e-14	8.8701550473622965e-16	2.8152537334984654e-15	8.72645479664122e-17	1.1878729275826963e-14	2.4415520317105053e-16	2.2787583660179538e-14	9.70663226811947e-16	2.0734410301078542e-14	5.283813166878403e-16	2.190133878421943e-14	5.020269633482516e-16	7.0501983889263685e-15	1.5262359614775862e-16	1.6281662040052527e-14	3.8058261624415043e-16	3.107167990178604e-14	1.3077889179402657e-15	1.764339983615562e-14	9.577587682961196e-16	1.3086676910566354e-15	1.0367514789671189e-16	6.608023901125212e-15	4.54200592680389e-16	3.3449877799937025e-15	2.5024459140331143e-16	1.701576942570295e-14	7.225442235328263e-16
56530.61000000116	3.355498194843012e-14	8.853823023374208e-16	2.8113265928340665e-15	8.72802786907648e-17	1.1871855125835093e-14	2.4360860333407667e-16	2.272348071616993e-14	9.678645221017048e-16	2.072667066062903e-14	5.277040551230022e-16	2.1886274733472145e-14	5.014782762074913e-16	7.044194039249772e-15	1.5256436243249265e-16	1.627673617988117e-14	3.802518846208747e-16	3.102388745226729e-14	1.2991421378831589e-15	1.7563178825526597e-14	9.449534899056034e-16	1.3041280325099772e-15	1.028645884525931e-16	6.57934063781127e-15	4.494888601134176e-16	3.3345459151368087e-15	2.4871541523453166e-16	1.7017718762867005e-14	7.210603620406403e-16
56530.66000000116	3.349151703889164e-14	8.837215996391595e-16	2.807391243023691e-15	8.729120400274196e-17	1.1864736339220973e-14	2.430706052133691e-16	2.2658845282668143e-14	9.650476721699177e-16	2.0718387093179625e-14	5.270211612786525e-16	2.187070821550446e-14	5.009315043516947e-16	7.038126653850211e-15	1.5250732046862161e-16	1.627147525417303e-14	3.7992850332959203e-16	3.09749927208145e-14	1.2901360226666658e-15	1.748245647389214e-14	9.31914785053676e-16	1.2995521884062122e-15	1.0203407974455464e-16	6.550564270237141e-15	4.446460739556522e-16	3.3240721384125634e-15	2.4714064462805434e-16	1.7019334162394858e-14	7.194985820082521e-16
56530.71000000116	3.3427111833662467e-14	8.820314427769809e-16	2.8034475935828314e-15	8.729661221784995e-17	1.1857373714934119e-14	2.425399046375551e-16	2.259368768811657e-14	9.622115606504604e-16	2.070956923486554e-14	5.2633283667219e-16	2.1854645156914436e-14	5.00386112146045e-16	7.0319915445504264e-15	1.5245155688368662e-16	1.626588106950474e-14	3.7961163919926755e-16	3.092499276741291e-14	1.2807985238677634e-15	1.740124136699162e-14	9.18671801076232e-16	1.2949408251191562e-15	1.0118562172257866e-16	6.5216971796870336e-15	4.396845960289773e-16	3.313568706914592e-15	2.4552367777622056e-16	1.702061757639882e-14	7.178635089820036e-16
56530.760000001166	3.336177872414936e-14	8.803103280193603e-16	2.799495553519133e-15	8.729584575271423e-17	1.1849768048083046e-14	2.4201539246145367e-16	2.2528018239987343e-14	9.5935557662131e-16	2.0700226715616322e-14	5.256394214190307e-16	2.1838091476188736e-14	4.998417713091877e-16	7.0257840211925696e-15	1.5239636082015993e-16	1.625995542540981e-14	3.7930065728516877e-16	3.0873884599889414e-14	1.2711592411762893e-15	1.7319542052137644e-14	9.052557364185715e-16	1.2902946042048474e-15	1.003213656252539e-16	6.492741734144201e-15	4.3461758298803515e-16	3.303037873792776e-15	2.4386812102257263e-16	1.7021570949356718e-14	7.161600383782547e-16
56530.81000000117	3.3295530083213804e-14	8.785572087557718e-16	2.7955350313310274e-15	8.728830251438293e-17	1.1841920129943325e-14	2.414961588620035e-16	2.2461847225107172e-14	9.564796240794058e-16	2.0690369159257648e-14	5.249413955989278e-16	2.182105308378133e-14	4.992983614208075e-16	7.019499391547693e-15	1.5234122504602052e-16	1.6253700114410482e-14	3.7899512208683133e-16	3.082166517381859e-14	1.2612494460814575e-15	1.7237367038726376e-14	8.91699922871571e-16	1.2856141824608534e-15	9.944361608697162e-17	6.46370028848058e-15	4.294590112478308e-16	3.292481888380864e-15	2.421777911975273e-16	1.7022196218147952e-14	7.143933340664403e-16
56530.86000000117	3.322837826539766e-14	8.767715009505746e-16	2.79156593500607e-15	8.72734370959444e-17	1.1833830747971002e-14	2.4098149676942462e-16	2.2395184909985755e-14	9.535841297532962e-16	2.0680006183611833e-14	5.242393802083476e-16	2.1803535882201692e-14	4.98755969350275e-16	7.013132961224935e-15	1.5228584548127454e-16	1.624711692205034e-14	3.786947976052519e-16	3.076833139242621e-14	1.251102100148223e-15	1.7154724798746228e-14	8.780399040970038e-16	1.28090021198525e-15	9.855483279711906e-17	6.434575184645737e-15	4.242237000122742e-16	3.2819029963238788e-15	2.4045671748137417e-16	1.702249531208934e-14	7.125688264453415e-16
56530.910000001175	3.316033560713337e-14	8.749530870667011e-16	2.7875881720195347e-15	8.725076179398875e-17	1.18255006858124e-14	2.4047090444998175e-16	2.232804154113929e-14	9.506700492259175e-16	2.0669147400600494e-14	5.235341376924776e-16	2.1785545766097107e-14	4.98214887601371e-16	7.006680033580437e-15	1.5223011916074813e-16	1.624020762692513e-14	3.7839964624187026e-16	3.071388010649217e-14	1.2407518661717183e-15	1.7071623767285056e-14	8.643135073560737e-16	1.2761533402352922e-15	9.765763155745055e-17	6.40536875185497e-15	4.189273313624843e-16	3.2713034397053414e-15	2.387091426557762e-16	1.7022470152970984e-14	7.106922099298229e-16
56530.96000000118	3.309141442697057e-14	8.73102318448707e-16	2.7836016493327986e-15	8.721984746216253e-17	1.1816930723315492e-14	2.3996408724251113e-16	2.226042734541627e-14	9.477388713230376e-16	2.0657802416346222e-14	5.228265720453214e-16	2.1767088622337207e-14	4.976756115615334e-16	7.000135909627753e-15	1.5217414064156355e-16	1.6232974000714918e-14	3.7810982653588317e-16	3.065830811425104e-14	1.2302351102416586e-15	1.698807234303554e-14	8.50560904563927e-16	1.2713742100857569e-15	9.67547845597081e-17	6.376083306776604e-15	4.1358646614071814e-16	3.260685457174382e-15	2.3693952358660634e-16	1.7022122655091918e-14	7.08769439762229e-16
56531.01000000118	3.3021627025789306e-14	8.712200161484132e-16	2.779606273391846e-15	8.718032421371008e-17	1.1808121636540822e-14	2.39460958455383e-16	2.2192352530323066e-14	9.447926207146498e-16	2.0645980831273062e-14	5.221177284676173e-16	2.1748170330098537e-14	4.97138835645539e-16	6.993495887946427e-15	1.5211819685746655e-16	1.6225417808214594e-14	3.7782568973594247e-16	3.06016121612915e-14	1.2195898924775157e-15	1.6904078888799188e-14	8.368246578702898e-16	1.2665634598870002e-15	9.584921968008315e-17	6.3467211537187295e-15	4.0821855411353493e-16	3.2500512840725845e-15	2.35152530761139e-16	1.7021454725295478e-14	7.068067280553913e-16
56531.060000001184	3.2950985687015056e-14	8.69307470164998e-16	2.7756019501256987e-15	8.71318819844295e-17	1.1799074197772546e-14	2.389616394148313e-16	2.2123827284346646e-14	9.418338586601764e-16	2.06336922402092e-14	5.214087925689359e-16	2.1728796760948935e-14	4.96605448314428e-16	6.986755264591146e-15	1.520627604094e-16	1.62175408073659e-14	3.7754777519599165e-16	3.054378894045403e-14	1.2088559439119768e-15	1.6819651731988437e-14	8.231497439267329e-16	1.2617217235226702e-15	9.49440185606383e-17	6.3172845848150405e-15	4.0284193661998775e-16	3.239403152560758e-15	2.333530466823e-16	1.702046826300508e-14	7.048105389693542e-16
56531.11000000119	3.2879502676845076e-14	8.673664370564227e-16	2.771588584944783e-15	8.707427096553227e-17	1.1789789175528649e-14	2.3846645865858355e-16	2.2054861777279137e-14	9.38865681814939e-16	2.0620946232487985e-14	5.207010891007261e-16	2.1708973778930814e-14	4.9607652595566e-16	6.9799093330010055e-15	1.5200848127641477e-16	1.6209344749288562e-14	3.7727680458556973e-16	3.0484835091727074e-14	1.1980746267180567e-15	1.6734799165127466e-14	8.095835498457187e-16	1.256849630467162e-15	9.404241322141732e-17	6.287775880209948e-15	3.9747583961141354e-16	3.228743291745491e-15	2.3154616290172435e-16	1.7019165160259275e-14	7.027875829200256e-16
56531.16000000119	3.2807190244458764e-14	8.653991358726747e-16	2.7675660827394954e-15	8.700730191483627e-17	1.178026733457259e-14	2.379759502559367e-16	2.1985466160540362e-14	9.358917190030202e-16	2.0607752392048267e-14	5.199960802035771e-16	2.1688707240643792e-14	4.955533256009152e-16	6.972953383909385e-15	1.5195617692228364e-16	1.6200831378311205e-14	3.7701367489854787e-16	3.042474720214178e-14	1.1872888747007768e-15	1.6649529446351346e-14	7.961758326316821e-16	1.2519478058427347e-15	9.314778092191387e-17	6.258197308243105e-15	3.9214035467855036e-16	3.2180739278055818e-15	2.297371754529321e-16	1.7017547301747184e-14	7.007448097115765e-16
56531.21000000119	3.273406062223605e-14	8.634082423474204e-16	2.7635343478784353e-15	8.693084635215326e-17	1.1770509435923443e-14	2.3749085123305343e-16	2.1915650567501114e-14	9.329161258449245e-16	2.0594120297538022e-14	5.192953631513095e-16	2.1668002992313264e-14	4.950372714662814e-16	6.965882712322037e-15	1.5190681684309289e-16	1.6192002433196694e-14	3.7675944585590835e-16	3.036352180566443e-14	1.1765431107291548e-15	1.6563850799903685e-14	7.829786326222975e-16	1.247016870476355e-15	9.226363696831192e-17	6.2285511256331275e-15	3.868564053549655e-16	3.2073972841183246e-15	2.279315784261696e-16	1.7015616564843432e-14	6.986894004829879e-16
56531.260000001195	3.2660126025976065e-14	8.613968812744724e-16	2.759493284206953e-15	8.684483664382107e-17	1.1760516236866872e-14	2.370120980746164e-16	2.1845425113805662e-14	9.299435771188796e-16	2.0580059522413568e-14	5.186006675748244e-16	2.1646866232709102e-14	4.945288918396789e-16	6.958694109165109e-15	1.5186068171984076e-16	1.6182859899251166e-14	3.765144045829471e-16	3.0301155383088717e-14	1.1658831375829043e-15	1.647777141663272e-14	7.700461303056299e-16	1.242057440956242e-15	9.139362514585856e-17	6.198839577660569e-15	3.81645695701959e-16	3.196715581385633e-15	2.261350554091933e-16	1.701337481964334e-14	6.966287583552344e-16
56531.3100000012	3.2585398655113084e-14	8.593686169829929e-16	2.755442795045507e-15	8.674926597887168e-17	1.1750288490966161e-14	2.3654082226752155e-16	2.177479989769327e-14	9.269792567168095e-16	2.0565579635041872e-14	5.179138521458118e-16	2.1625300725079736e-14	4.940265120163632e-16	6.951387706457414e-15	1.5181633381748997e-16	1.6173406320169076e-14	3.7627691637320187e-16	3.0237644361924663e-14	1.1553559985644929e-15	1.639129945448606e-14	7.574344349105946e-16	1.237070129688117e-15	9.054150544599902e-17	6.169064898350393e-15	3.765306379502226e-16	3.1860310377600216e-15	2.243534685036645e-16	1.7010823928997645e-14	6.945704976642574e-16
56531.3600000012	3.2509890692931197e-14	8.573274418213005e-16	2.7513827831879577e-15	8.664418823789003e-17	1.1739826948072357e-14	2.360783448480782e-16	2.1703785000319033e-14	9.240288450503602e-16	2.0550690198801405e-14	5.17236900700824e-16	2.1603310032267088e-14	4.935283047828864e-16	6.9439640857409125e-15	1.5177223176653332e-16	1.6163644309456424e-14	3.760452275830758e-16	3.0172985116287455e-14	1.1450098041979196e-15	1.6304443039003778e-14	7.452012925665598e-16	1.2320555449511849e-15	8.971113875878791e-17	6.139229310653558e-15	3.7153425583223087e-16	3.1753458689705055e-15	2.225928446173933e-16	1.700796574854746e-14	6.925224316655416e-16
56531.410000001204	3.243361430678445e-14	8.552777625422087e-16	2.747313150900082e-15	8.652971775347398e-17	1.1729132354334672e-14	2.3562616990865217e-16	2.163239048607616e-14	9.210985037454007e-16	2.053540077218367e-14	5.165719177842003e-16	2.1580897710019468e-14	4.930326197461779e-16	6.936423825623314e-15	1.5172699358336388e-16	1.6153576474015205e-14	3.7581775581650434e-16	3.0107173966783643e-14	1.13489352144626e-15	1.621721026381021e-14	7.334057018076143e-16	1.2270142909538105e-15	8.890646821562751e-17	6.109335026628071e-15	3.666800602311847e-16	3.1646622884482873e-15	2.208593587292216e-16	1.7004802126758897e-14	6.90492558597e-16
56531.46000000121	3.235658164830892e-14	8.532243844825087e-16	2.7432337999178113e-15	8.640602895973283e-17	1.1718205452212172e-14	2.351859770171704e-16	2.1560626402915377e-14	9.181948574608764e-16	2.0519720908893826e-14	5.159211235914704e-16	2.1558067307042347e-14	4.925379918981188e-16	6.92876750179023e-15	1.516794068570431e-16	1.6143205414192464e-14	3.7559309797697246e-16	3.004020718039653e-14	1.1250567221564763e-15	1.612960919110424e-14	7.22107425010642e-16	1.2219469678889363e-15	8.813149689904178e-17	6.079384247619325e-15	3.6199189395036953e-16	3.1539825074524033e-15	2.1915931382823915e-16	1.7001334904957596e-14	6.88489045991183e-16
56531.51000000121	3.227880485364006e-14	8.511724934184976e-16	2.7391446314456548e-15	8.627335592585163e-17	1.1707046980483086e-14	2.347596125005294e-16	2.1488502782666362e-14	9.153249726581583e-16	2.0503660157952668e-14	5.152868482893042e-16	2.1534822365051556e-14	4.920431490392738e-16	6.920995687016292e-15	1.5162843730226708e-16	1.6132533723823932e-14	3.753700371215482e-16	2.9972080970369225e-14	1.1155492879199417e-15	1.6041647852148323e-14	7.1136638625606705e-16	1.216854171989212e-15	8.73902616882357e-17	6.04937916443986e-15	3.5749374282058216e-16	3.143308735195224e-15	2.1749911724397511e-16	1.6997565917363286e-14	6.865202131331034e-16
56531.56000000121	3.2200296043628326e-14	8.491276349771221e-16	2.7350455461550034e-15	8.61319917677147e-17	1.169565767425587e-14	2.343490795410376e-16	2.1416029641355976e-14	9.124963331446682e-16	2.048722806379657e-14	5.146715256970246e-16	2.1511166418821927e-14	4.915470180726056e-16	6.9131089511775605e-15	1.5157323572593374e-16	1.6121563990281563e-14	3.7514754813462547e-16	2.9902791496086716e-14	1.1064210692563861e-15	1.5953334247755856e-14	7.012419493500463e-16	1.2117364955818645e-15	8.66868030845021e-17	6.019321957548328e-15	3.532095110708377e-16	3.1326431789678266e-15	2.1588525311137246e-16	1.6993496991124025e-14	6.845945115692074e-16
56531.610000001216	3.212106732405563e-14	8.470956914791602e-16	2.7309364441825125e-15	8.598228792863225e-17	1.1684038264979751e-14	2.3395652703806114e-16	2.134321697952869e-14	9.097168122159244e-16	2.0470434166379285e-14	5.140776863052677e-16	2.1487102996240664e-14	4.910487301768104e-16	6.9051078612635906e-15	1.5151314345037334e-16	1.6110298794518976e-14	3.749248022364561e-16	2.983233486295588e-14	1.0977214980003902e-15	1.5864676348777528e-14	6.917920745187916e-16	1.2065945271432859e-15	8.602513096083122e-17	5.989214797228036e-15	3.4916275992511623e-16	3.121988044265261e-15	2.143242507554338e-16	1.6989129946350662e-14	6.827205035829056e-16
56531.66000000122	3.204113078584857e-14	8.450828560907138e-16	2.72681722512831e-15	8.582465331961751e-17	1.1672189480454918e-14	2.3358423718636524e-16	2.127007478256594e-14	9.069946412235644e-16	2.0453288001272532e-14	5.135079496189411e-16	2.1462635618357206e-14	4.905476248672349e-16	6.896992981388191e-15	1.514476962299042e-16	1.6098740711116626e-14	3.747011703423408e-16	2.97607074238886e-14	1.0894983816923622e-15	1.5775682172778254e-14	6.8307133138845005e-16	1.201428845712623e-15	8.540867662910717e-17	5.9590599142726405e-15	3.453760126697227e-16	3.1113455560345662e-15	2.128225586888491e-16	1.6984466585859237e-14	6.809067342975876e-16
56531.71000000122	3.1960498505295515e-14	8.430956041637942e-16	2.7226877880544056e-15	8.565955330694885e-17	1.16601120448431e-14	2.33234611729923e-16	2.119661302100336e-14	9.043383744052274e-16	2.043579909976779e-14	5.129650158055065e-16	2.1437767799434313e-14	4.900432529506288e-16	6.8887648728022456e-15	1.5137662668854772e-16	1.6086892308329038e-14	3.744762252810233e-16	2.968791720248561e-14	1.0817682480137699e-15	1.568636267031552e-14	6.750910093378533e-16	1.1962399848973354e-15	8.483700373527495e-17	5.928862270668594e-15	3.4185540804317983e-16	3.1007187588305076e-15	2.1138309343126438e-16	1.697950830540854e-14	6.791577588413692e-16
56531.760000001224	3.1879182544257247e-14	8.411406616490401e-16	2.7185480314829795e-15	8.548750853341141e-17	1.1647806678677503e-14	2.3291015685488853e-16	2.11228416508501e-14	9.017568498254064e-16	2.0417976988976333e-14	5.124516566361588e-16	2.1412503047000785e-14	4.895353783745464e-16	6.880424093904477e-15	1.5129986529779313e-16	1.607475614812826e-14	3.742497428812793e-16	2.961398739952586e-14	1.0745072643395634e-15	1.5596732611322053e-14	6.678069071311979e-16	1.191028455927073e-15	8.430789671565143e-17	5.8986303796194205e-15	3.3858600421885674e-16	3.0901117625395256e-15	2.100041834579258e-16	1.6974255974086137e-14	6.774729258638245e-16
56531.81000000123	3.179719495038849e-14	8.392249704757571e-16	2.7143978533946847e-15	8.530909355810393e-17	1.1635274098873777e-14	2.3261346669451263e-16	2.1048770613906753e-14	8.992591462935892e-16	2.0399831191930084e-14	5.119707057113217e-16	2.138684486189821e-14	4.890239789726e-16	6.871971200254133e-15	1.5121753990272684e-16	1.6062334786251873e-14	3.7402170192847205e-16	2.9538942180709884e-14	1.0676878973550839e-15	1.550680699537837e-14	6.611684182110334e-16	1.1857947662989064e-15	8.381907450705658e-17	5.868372983441422e-15	3.3555071140891763e-16	3.079528747189539e-15	2.0868384679890272e-16	1.696871041931889e-14	6.758513112983637e-16
56531.86000000123	3.1714547754933253e-14	8.373556327552968e-16	2.7102371512268086e-15	8.512493529787556e-17	1.1622515021025535e-14	2.323471986571413e-16	2.0974409841083405e-14	8.968545152404832e-16	2.0381371220061585e-14	5.115250417028401e-16	2.1360796738336234e-14	4.885092460997828e-16	6.863406744581361e-15	1.5112997379488407e-16	1.604963077224621e-14	3.7379228299244375e-16	2.9462805659674665e-14	1.0612818956932658e-15	1.541660079542265e-14	6.551228570511239e-16	1.1805394199135524e-15	8.336823253007905e-17	5.83809881621494e-15	3.3273190423255404e-16	3.068973891890822e-15	2.0742013051864139e-16	1.6962872461623105e-14	6.742920936994336e-16
56531.91000000123	3.163125246396123e-14	8.355360630612183e-16	2.706065821871669e-15	8.493571125208262e-17	1.1609530641788988e-14	2.321126258674178e-16	2.0899769886001933e-14	8.945479193594115e-16	2.0362604965258786e-14	5.111162573388213e-16	2.133436216394028e-14	4.879915831496743e-16	6.854731276799521e-15	1.5103768231861448e-16	1.603664664951354e-14	3.735618661201028e-16	2.93856018989217e-14	1.0552606625656804e-15	1.532612895860799e-14	6.496163282756823e-16	1.1752629171232181e-15	8.295307605687665e-17	5.80781660439946e-15	3.301116934278477e-16	3.058451375066384e-15	2.0621114527098863e-16	1.6956742914620212e-14	6.727945768522626e-16
56531.960000001236	3.1547319428978634e-14	8.337612623349272e-16	2.7018837616748075e-15	8.474214749146155e-17	1.1596323235578714e-14	2.319078619570256e-16	2.0824862708685423e-14	8.9233455503694e-16	2.0343536710844492e-14	5.107430217600703e-16	2.130754461980404e-14	4.874716029438536e-16	6.845945344016642e-15	1.509413679884227e-16	1.602338495535576e-14	3.733310273852608e-16	2.930735491074312e-14	1.0495956173490522e-15	1.523540640715863e-14	6.445945834776392e-16	1.1699657547792017e-15	8.257135257513123e-17	5.7775350674481885e-15	3.276721923007969e-16	3.0479653746822347e-15	2.0505509894060378e-16	1.6950322585052394e-14	6.713582114972665e-16
56532.01000000124	3.146275883371627e-14	8.320252302213588e-16	2.6976908664333316e-15	8.454501639025462e-17	1.158289521957263e-14	2.3173064396912954e-16	2.0749700448383708e-14	8.902084398223225e-16	2.0324170248645725e-14	5.104036465876142e-16	2.1280347580538006e-14	4.8695012397656e-16	6.837049490546608e-15	1.5084191408468538e-16	1.6009848221021273e-14	3.7310053428348394e-16	2.922808865814699e-14	1.0442585426447564e-15	1.5144448039224966e-14	6.400038468556628e-16	1.1646484262792444e-15	8.222088283976402e-17	5.747262918422211e-15	3.2539577383401304e-16	3.0375200684776835e-15	2.03950329171838e-16	1.6943612272798146e-14	6.699826161201016e-16
56532.06000000124	3.137758084869763e-14	8.303221601787511e-16	2.6934870313939228e-15	8.434513408068139e-17	1.1569249007432398e-14	2.3157878309897467e-16	2.0674295231871456e-14	8.88163798189503e-16	2.0304509366781334e-14	5.100964958814453e-16	2.125277451432245e-14	4.864281654968868e-16	6.828044257920739e-15	1.5074037668668876e-16	1.5996038971748346e-14	3.7287133995388037e-16	2.914782705578054e-14	1.0392219138528432e-15	1.5053268729737432e-14	6.357915940836543e-16	1.1593114216146488e-15	8.189959035449772e-17	5.717008864604198e-15	3.232653150597884e-16	3.0271196341954824e-15	2.0289533459961728e-16	1.6936612770887573e-14	6.6866759675831595e-16
56532.110000001245	3.129179563141864e-14	8.286464771533668e-16	2.689272151810301e-15	8.414335625589875e-17	1.155538700933762e-14	2.314501808433744e-16	2.059865917383229e-14	8.861951064037782e-16	2.0284557849703355e-14	5.098199951072867e-16	2.122482888295484e-14	4.859069414078981e-16	6.818930184899031e-15	1.50637975095423e-16	1.5981959726811456e-14	3.7264457621184624e-16	2.9066593970852155e-14	1.0344592088421145e-15	1.496188333125937e-14	6.319072725539613e-16	1.1539552274171497e-15	8.160552907592191e-17	5.686781608111705e-15	3.2126442604437424e-16	3.0167682498120407e-15	2.018888046089382e-16	1.6929324865517835e-14	6.674131657778571e-16
56532.16000000125	3.120541332653069e-14	8.26992872782165e-16	2.6850462408769203e-15	8.394028994764451e-17	1.1541311632017156e-14	2.313428439042011e-16	2.0522804377242777e-14	8.842971344151455e-16	2.0264319478236904e-14	5.095726394912299e-16	2.119651414190295e-14	4.853878529555387e-16	6.809707807481322e-15	1.5053608059305643e-16	1.59676129995656e-14	3.724215453672726e-16	2.898441322405193e-14	1.0299451958323344e-15	1.4870306674838946e-14	6.283029549518691e-16	1.1485803270055696e-15	8.133690918084773e-17	5.6565898465101085e-15	3.193776615748455e-16	3.0064700937675812e-15	2.0092964746123743e-16	1.6921749336068263e-14	6.662195595708986e-16
56532.21000000125	3.111844406602286e-14	8.253563381239946e-16	2.680809575612682e-15	8.373593950141746e-17	1.1527025278785033e-14	2.3125489783442147e-16	2.044674293375455e-14	8.824649847163303e-16	2.024379802962107e-14	5.093530017622514e-16	2.1167833736269314e-14	4.848724750155659e-16	6.800377660343931e-15	1.5043619914145606e-16	1.595300129052047e-14	3.7220370596431194e-16	2.8901308590471014e-14	1.0256561981093511e-15	1.4778553570859797e-14	6.249339217150283e-16	1.1431872004322177e-15	8.109212078094198e-17	5.626442273425287e-15	3.175907143399256e-16	2.9962293451962933e-15	2.000170166339413e-16	1.6913886955115554e-14	6.6508725512910165e-16
56532.26000000125	3.10308979694022e-14	8.237321939258e-16	2.676562468261833e-15	8.353026154167532e-17	1.151253034957149e-14	2.3118459943238495e-16	2.0370486924078105e-14	8.806941281205345e-16	2.0222997277548404e-14	5.091597392759021e-16	2.1138790238770436e-14	4.843614558580982e-16	6.790940577448549e-15	1.503390411624575e-16	1.593812561637707e-14	3.719916405467591e-16	2.881730380051916e-14	1.0215703346412686e-15	1.46866388098911e-14	6.217591710853214e-16	1.1377763245290838e-15	8.086975550521091e-17	5.596347579155864e-15	3.1589058901095803e-16	2.9860501841564683e-15	1.991503352263126e-16	1.6905738488448572e-14	6.640169854428663e-16
56532.31000000126	3.094278514387704e-14	8.221161184474289e-16	2.672305230529329e-15	8.33232543501248e-17	1.1497829240956837e-14	2.31130347890951e-16	2.0294048418366097e-14	8.789804364255824e-16	2.0201920992206843e-14	5.089916005172988e-16	2.1109384283431272e-14	4.83853164541967e-16	6.781398063890313e-15	1.5024338265134638e-16	1.5922983690461295e-14	3.7178378755271574e-16	2.8732422540841415e-14	1.0176677360501076e-15	1.459457716353632e-14	6.187418580179865e-16	1.1323481729537886e-15	8.066862589960789e-17	5.566314451285301e-15	3.142657571314061e-16	2.9759367918606805e-15	1.9832931828697694e-16	1.6897304695083515e-14	6.630097536777809e-16
56532.36000000126	3.085411568453671e-14	8.205041728676311e-16	2.6680381735880492e-15	8.311496052076761e-17	1.1482924346204564e-14	2.3109069471736514e-16	2.0217439476594555e-14	8.773202119438173e-16	2.018057294031786e-14	5.088474309834112e-16	2.107961623661347e-14	4.83345814068183e-16	6.7717517132506174e-15	1.5014785152289605e-16	1.5907572774066908e-14	3.7157843060268505e-16	2.864668845523298e-14	1.013930735698928e-15	1.4502383385281472e-14	6.158496650980352e-16	1.1269032162353294e-15	8.0487782613188e-17	5.536351575293678e-15	3.127062930977174e-16	2.9658933509059286e-15	1.9755399291854898e-16	1.6888586327278573e-14	6.620668460763788e-16
56532.41000000126	3.076489967453307e-14	8.188928243020299e-16	2.6637616080859543e-15	8.290546937525439e-17	1.1467818055294565e-14	2.310643524409304e-16	2.0140672148945798e-14	8.757102138817105e-16	2.0158956885178614e-14	5.087261784439351e-16	2.1049486458502657e-14	4.828378030030057e-16	6.762003116452812e-15	1.5005121893116412e-16	1.5891890122592613e-14	3.713740188947315e-16	2.8560125145553284e-14	1.0103440358781864e-15	1.4410072211342152e-14	6.130551098170245e-16	1.1214419218195806e-15	8.032652935165107e-17	5.506467635169298e-15	3.112039917513735e-16	2.9559240455038713e-15	1.968247160108559e-16	1.6879584130548625e-14	6.611898435318026e-16
56532.460000001265	3.067514718526225e-14	8.172789664655669e-16	2.659475844153485e-15	8.269491913513774e-17	1.1452512754955832e-14	2.3105020212989623e-16	2.0063758476190484e-14	8.741476815609733e-16	2.013707658670129e-14	5.086268975834243e-16	2.1018995303117114e-14	4.823277250825361e-16	6.752153861793827e-15	1.499524110810289e-16	1.5875932985493515e-14	3.7116917642486273e-16	2.847275617263838e-14	1.0068948492181396e-15	1.4317658361509944e-14	6.103357931129467e-16	1.1159647541146133e-15	8.018443558223556e-17	5.476671314020135e-15	3.097524682042049e-16	2.946033061711042e-15	1.9614218944757692e-16	1.6870298843679842e-14	6.603806317771763e-16
56532.51000000127	3.058486827654443e-14	8.156599380069588e-16	2.655181191410595e-15	8.248349884530083e-17	1.1437010828699498e-14	2.3104729973898863e-16	1.9986710490068428e-14	8.726303544724324e-16	2.0114935801453764e-14	5.085487540255275e-16	2.0988143118310128e-14	4.818143776402643e-16	6.7422055349755914e-15	1.4985051937161136e-16	1.5859698606234963e-14	3.709627100010154e-16	2.8384605057212385e-14	1.0035730155182947e-15	1.4225156539998054e-14	6.076745940418439e-16	1.1104721745357612e-15	8.006134696906859e-17	5.44697129468506e-15	3.0834724049343735e-16	2.936224587659146e-15	1.9550747262192943e-16	1.6860731198744273e-14	6.596414101311728e-16
56532.56000000127	3.0494072996805703e-14	8.1403353854572505e-16	2.6508779589740136e-15	8.227145004202673e-17	1.1421314656851738e-14	2.310548813078187e-16	1.9909540213671084e-14	8.711564891548892e-16	2.0092538282699072e-14	5.084910277432168e-16	2.095693024578121e-14	4.812967688747511e-16	6.732159719137604e-15	1.497448089066889e-16	1.5843184222245994e-14	3.7075361606574176e-16	2.8295695280797414e-14	1.0003710941691377e-15	1.4132581436286017e-14	6.050598149079273e-16	1.1049646415505046e-15	7.995739350681218e-17	5.417376260345046e-15	3.0698579551925803e-16	2.926502813785414e-15	1.949219920858587e-16	1.685088192111411e-14	6.589746987377496e-16
