MJD	KeplerCam_B	KeplerCam_B_err	KeplerCam_V	KeplerCam_V_err	KeplerCam_i	KeplerCam_i_err	KeplerCam_r	KeplerCam_r_err	KeplerCam_u	KeplerCam_u_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
55530.380000003155	1.3683642653797356e-14	1.7980747449784075e-16	1.085929513743164e-14	1.3223484459503766e-16	6.502804432581455e-15	7.812027873226443e-17	1.0920190281328514e-14	1.121785887252314e-16	2.395104768903938e-14	1.0748869160549423e-15	1.2916920570084874e-14	3.2847915010154964e-16	1.1927504172971526e-14	2.5574515478507164e-16	9.34501309826744e-15	3.2305946341613554e-16	1.1191425349346821e-14	2.888514624068558e-16	9.281870716133949e-15	3.1638124713097225e-16	9.591478571439058e-15	2.6062782016632324e-16
55530.43000000316	1.3676416154161912e-14	1.7949766054701778e-16	1.0852297503735566e-14	1.3211379658122975e-16	6.49902042388657e-15	7.805614578079037e-17	1.0915347387358031e-14	1.1209325791051204e-16	2.3934823309713514e-14	1.0739134740376801e-15	1.2910532668540865e-14	3.283873597331988e-16	1.1918735479920953e-14	2.5621284386036934e-16	9.338546170295494e-15	3.2371322989769997e-16	1.1184471298450711e-14	2.894878475236991e-16	9.276198428161377e-15	3.171064357853364e-16	9.583399756317976e-15	2.60549653224571e-16
55530.48000000316	1.3669212844475263e-14	1.7919829152674238e-16	1.0845309336511065e-14	1.3199725109578048e-16	6.495241153449269e-15	7.799447470849229e-17	1.0910516729620758e-14	1.1200797958639408e-16	2.3918622806900298e-14	1.0729627201331407e-15	1.2904133600101105e-14	3.283030513625574e-16	1.1909975483397273e-14	2.5668905359960195e-16	9.332083205475949e-15	3.2437617842989115e-16	1.1177521257285212e-14	2.90131744984255e-16	9.270527574032705e-15	3.178384779720679e-16	9.57534224304138e-15	2.604800848708174e-16
55530.530000003164	1.3662032746591624e-14	1.7890929724100112e-16	1.0838330764555307e-14	1.3188518750405897e-16	6.491466678704779e-15	7.79352568096652e-17	1.090569841642947e-14	1.1192273834128343e-16	2.3902446205534524e-14	1.072034694460887e-15	1.2897723057446314e-14	3.282263536742548e-16	1.1901224161036843e-14	2.571738674984796e-16	9.325624196549551e-15	3.2504839522977464e-16	1.1170575243320406e-14	2.9078320731561784e-16	9.26485817886977e-15	3.185774146805821e-16	9.567306052183054e-15	2.6041928139349634e-16
55530.58000000317	1.3654875861235774e-14	1.7863051469566514e-16	1.0831361896184415e-14	1.3177754088456028e-16	6.487697040164519e-15	7.787846063098564e-17	1.0900892586301531e-14	1.1183749890980396e-16	2.3886293424785986e-14	1.0711293246922522e-15	1.2891300733167652e-14	3.281574191579454e-16	1.1892481490478747e-14	2.5766736936572135e-16	9.319169136260417e-15	3.2572996688676312e-16	1.116363327402805e-14	2.914422870701526e-16	9.259190267794935e-15	3.1932328689753083e-16	9.559291204363353e-15	2.603674247472207e-16
55530.63000000317	1.3647742189061842e-14	1.783617794708925e-16	1.0824402839624435e-14	1.316742462696296e-16	6.483932278263229e-15	7.782405471054757e-17	1.089609937790521e-14	1.1175222758267394e-16	2.3870164383349717e-14	1.0702465378208721e-15	1.2884866319765627e-14	3.280964246499198e-16	1.1883747449364544e-14	2.581696433027637e-16	9.312718017353583e-15	3.2642098034352906e-16	1.1156695366880737e-14	2.921090368173384e-16	9.253523865930041e-15	3.2007613560048716e-16	9.551297720248746e-15	2.6032471284934665e-16
55530.68000000317	1.3640631730752514e-14	1.781029263952903e-16	1.0817453703109645e-14	1.3157523894532344e-16	6.480172433439019e-15	7.777200772744438e-17	1.0891318929914982e-14	1.1166689235746564e-16	2.385405899994404e-14	1.0693862607849536e-15	1.2878419509648521e-14	3.2804357183917206e-16	1.1875022015338273e-14	2.586807736839968e-16	9.306270832575107e-15	3.2712152287726336e-16	1.1149761539352669e-14	2.9278350913394615e-16	9.247858998397546e-15	3.2083600175216916e-16	9.543325620552274e-15	2.602913598516048e-16
55530.730000003176	1.3633544487019632e-14	1.7785378978464026e-16	1.081051459488161e-14	1.3148045453878255e-16	6.4764175461332556e-15	7.772228854318721e-17	1.0886551381016033e-14	1.1158146298871606e-16	2.3837977193311e-14	1.0685484205585672e-15	1.2871959995131752e-14	3.279990877380135e-16	1.1866305166046449e-14	2.5920084513649054e-16	9.299827574673496e-15	3.278316820799189e-16	1.1142831808918331e-14	2.934657565948085e-16	9.242195690320436e-15	3.216029262943537e-16	9.535374926033659e-15	2.6026759638626746e-16
55530.78000000318	1.3626480458604081e-14	1.7761420367848424e-16	1.0803585623190408e-14	1.3138982910514107e-16	6.472667656790591e-15	7.767486624263533e-17	1.0881796869899395e-14	1.1149591103424332e-16	2.3821918882215852e-14	1.0677329442412657e-15	1.286548746843651e-14	3.2796322511578814e-16	1.1857596879137937e-14	2.5972994251780064e-16	9.293388236398485e-15	3.285515458378126e-16	1.1135906193053429e-14	2.9415583176427227e-16	9.236533966821267e-15	3.223769501422044e-16	9.527445657499023e-15	2.6025366978616887e-16
55530.83000000318	1.3619439646275178e-14	1.7738400207502099e-16	1.0796666896293216e-14	1.3130329921263596e-16	6.468922805859263e-15	7.762971017380178e-17	1.0877055535265732e-14	1.1141020990174122e-16	2.3805883985446723e-14	1.0669397591470473e-15	1.2859001621688522e-14	3.27936262895243e-16	1.1848897132264953e-14	2.6026815089519923e-16	9.286952810500826e-15	3.2928120231126565e-16	1.1128984709234283e-14	2.948537871858301e-16	9.230873853023405e-15	3.231581141774255e-16	9.51953783580158e-15	2.602498442783481e-16
55530.880000003184	1.3612422050831886e-14	1.7716301915991365e-16	1.0789758522456282e-14	1.3122080202505302e-16	6.46518303379062e-15	7.758678998695866e-17	1.0872327515824974e-14	1.1132433489211226e-16	2.3789872421815175e-14	1.0661687928918459e-15	1.2852502146916948e-14	3.279185065098131e-16	1.184020590308107e-14	2.6081555552244214e-16	9.280521289733932e-15	3.300207399141884e-16	1.1122067374939158e-14	2.9555967537310283e-16	9.225215374050505e-15	3.2394645924283623e-16	9.511651481841239e-15	2.602564011496339e-16
55530.93000000319	1.360542767310093e-14	1.7695108953387486e-16	1.0782860609953331e-14	1.3114227538321017e-16	6.461448381039889e-15	7.754607567271804e-17	1.0867612950293706e-14	1.1123826324438012e-16	2.3773884110155408e-14	1.0654199734788571e-15	1.2845988736053483e-14	3.279102882224317e-16	1.1831523169242216e-14	2.61372241818382e-16	9.274093666851515e-15	3.30770247291782e-16	1.1115154207647106e-14	2.962735487996719e-16	9.219558555025788e-15	3.2474202613553205e-16	9.50378661656502e-15	2.6027363888432913e-16
55530.98000000319	1.359845651393905e-14	1.7674804843539657e-16	1.0775973267067063e-14	1.3106765788473445e-16	6.457718888065348e-15	7.750753759952707e-17	1.0862911977398782e-14	1.1115197417459721e-16	2.3757918969324292e-14	1.0646932293829133e-15	1.2839461080930991e-14	3.2791196740277036e-16	1.1822848908408655e-14	2.619382953429065e-16	9.267669934609334e-15	3.3152981329968444e-16	1.1108245224837446e-14	2.969954598900331e-16	9.213903421073533e-15	3.2554485560109493e-16	9.495943260967046e-15	2.603018732729173e-16
55531.03000000319	1.3591508574231778e-14	1.765537319596789e-16	1.0769096602088264e-14	1.3099688896098578e-16	6.453994595329109e-15	7.747114655039639e-17	1.0858224735875232e-14	1.1106544891883044e-16	2.3741976918201535e-14	1.0639884896337643e-15	1.2832918873282233e-14	3.279239307634939e-16	1.181418309824127e-14	2.6251380177424073e-16	9.261250085765294e-15	3.3229952698165077e-16	1.1101340443991732e-14	2.9772546100905307e-16	9.208249997318489e-15	3.2635498832656304e-16	9.488121436088458e-15	2.603414374906849e-16
55531.080000003196	1.3584583854893082e-14	1.7636797727212332e-16	1.0762230723316883e-14	1.3092990895296982e-16	6.450275543297011e-15	7.74368737579721e-17	1.0853551364467364e-14	1.1097867076899063e-16	2.3726057875688973e-14	1.0633056838967361e-15	1.2826361804738982e-14	3.2794659255295175e-16	1.180552571640379e-14	2.630988468842751e-16	9.254834113077805e-15	3.3307947754711026e-16	1.1094439882591626e-14	2.9846360445182836e-16	9.202598308884551e-15	3.2717246493488283e-16	9.480321163018048e-15	2.603926821461734e-16
55531.1300000032	1.3577682356866152e-14	1.7619062281917433e-16	1.0755375739060718e-14	1.3086665918495404e-16	6.4465617724380875e-15	7.740469093948912e-17	1.0848892001928118e-14	1.1089162511300128e-16	2.3710161760710852e-14	1.0626447425521567e-15	1.281978956683088e-14	3.279803947044322e-16	1.1796876740562922e-14	2.6369351651554755e-16	9.248422009307016e-15	3.3386975434840965e-16	1.1087543558119959e-14	2.992099424344942e-16	9.196948380897187e-15	3.2799732597773165e-16	9.472542462891687e-15	2.604559752979073e-16
55531.1800000032	1.3570804081123031e-14	1.7602150853275106e-16	1.0748531757637198e-14	1.3080708203580395e-16	6.442853323225502e-15	7.737457033053781e-17	1.0844246787019524e-14	1.1080429946789356e-16	2.3694288492213547e-14	1.0620055967741212e-15	1.2813201850984041e-14	3.2802580693936187e-16	1.1788236148387227e-14	2.6429789655521256e-16	9.24201376721563e-15	3.3467044685800073e-16	1.1080651488060894e-14	2.999645270829754e-16	9.191300238481723e-15	3.288296119294582e-16	9.46478535689303e-15	2.6053170243921837e-16
55531.230000003205	1.3563949028664989e-14	1.7586047603003814e-16	1.0741698887372682e-14	1.3075112100835292e-16	6.4391502361358e-15	7.734648471757342e-17	1.0839615858513514e-14	1.107166835162936e-16	2.3678437989165352e-14	1.061388178606061e-15	1.2806598348520325e-14	3.280833268244025e-16	1.1779603917548362e-14	2.6491207291192125e-16	9.235609379566143e-15	3.3548164464514126e-16	1.1073763689899772e-14	3.007274104242956e-16	9.185653906763198e-15	3.2966936318045027e-16	9.457049866253271e-15	2.6062026645006847e-16
55531.28000000321	1.3557117200521968e-14	1.7570736880854694e-16	1.073487723660203e-14	1.3069872079743619e-16	6.4354525516495575e-15	7.732040747001368e-17	1.0834999355191103e-14	1.1062876913856565e-16	2.3662610170556613e-14	1.060792421034984e-15	1.2799978750655547e-14	3.2815347977944004e-16	1.1770980025719846e-14	2.655361314893577e-16	9.229208839123504e-15	3.3630343735223465e-16	1.1066880181123149e-14	3.0149864437489544e-16	9.180009410868369e-15	3.305166200304903e-16	9.449336012251308e-15	2.607220875149415e-16
55531.33000000321	1.3550308597753131e-14	1.755620324350462e-16	1.0728066913670297e-14	1.3064982735422732e-16	6.431760310250946e-15	7.729631257089046e-17	1.0830397415841678e-14	1.1054055044389748e-16	2.364680495539914e-14	1.0602182580650788e-15	1.2793342748499176e-14	3.282368190367564e-16	1.1762364450578043e-14	2.661701581614486e-16	9.222812138654908e-15	3.371359146707269e-16	1.1060000979217531e-14	3.022782807307492e-16	9.174366775923042e-15	3.313714226824657e-16	9.441643816213996e-15	2.608376030064819e-16
55531.38000000321	1.3543523221446381e-14	1.754243147300224e-16	1.0721268026931275e-14	1.3060438795010282e-16	6.428073552428073e-15	7.727417464653688e-17	1.0825810179267044e-14	1.1045202380210359e-16	2.363102226272624e-14	1.059665624787467e-15	1.2786690033052307e-14	3.2833392554873587e-16	1.1753757169800806e-14	2.668142387463311e-16	9.21641927092765e-15	3.379791663179052e-16	1.1053126101672314e-14	3.030663711578184e-16	9.168726027054451e-15	3.322338112354336e-16	9.433973299516015e-15	2.609672673335849e-16
55531.430000003216	1.3536761072718718e-14	1.7529406594496814e-16	1.0714480684748203e-14	1.305623512373843e-16	6.42439231867293e-15	7.725396899533176e-17	1.0821237784274761e-14	1.1036318787083125e-16	2.361526201159306e-14	1.0591344574506214e-15	1.2780020295207114e-14	3.284454078429449e-16	1.1745158161069823e-14	2.674684589817676e-16	9.210030228711071e-15	3.3883328201182553e-16	1.1046255565976898e-14	3.0386296718037543e-16	9.163087189388974e-15	3.331038256782013e-16	9.42632448358022e-15	2.6111155175351146e-16
55531.48000000322	1.3530022152716183e-14	1.7517113893612494e-16	1.0707704995494502e-14	1.3052366730809541e-16	6.420716649481469e-15	7.723567161583566e-17	1.0816680369685621e-14	1.1027404362484949e-16	2.3599524121075434e-14	1.0586246935265133e-15	1.27733332257457e-14	3.2857190182363296e-16	1.1736567402068397e-14	2.68132904497034e-16	9.203645004776142e-15	3.3969835144714894e-16	1.1039389389620902e-14	3.0466812017180367e-16	9.157450288054944e-15	3.339815058827542e-16	9.418697389877553e-15	2.612709441475153e-16
55531.53000000322	1.3523306462613553e-14	1.7505538932936644e-16	1.0700941067552667e-14	1.3048828775045682e-16	6.417046585353481e-15	7.721925923329789e-17	1.0812138074328062e-14	1.1018459437870858e-16	2.3583808510271018e-14	1.058136271776118e-15	1.2766628515338454e-14	3.287140705170621e-16	1.1727984870482061e-14	2.6880766078870683e-16	9.197263591895164e-15	3.405744642708458e-16	1.1032527590096452e-14	3.054818813434223e-16	9.151815348179695e-15	3.348668915974191e-16	9.411092039927332e-15	2.614459487585927e-16
55531.580000003225	1.3516614003614825e-14	1.7494667568202655e-16	1.0694189009315612e-14	1.304561657033069e-16	6.413382166792869e-15	7.720470932526828e-17	1.080761103704177e-14	1.1009484581563152e-16	2.356811509829741e-14	1.057669132312875e-15	1.2759905854543454e-14	3.2887260376010243e-16	1.1719410543998944e-14	2.694928131931037e-16	9.190885982842376e-15	3.4146171005704684e-16	1.1025670184896841e-14	3.0630430173440155e-16	9.146182394892086e-15	3.3576002244045757e-16	9.403508455297137e-15	2.6163708589155766e-16
55531.63000000323	1.3509944776953589e-14	1.7484485963640204e-16	1.0687448929185932e-14	1.30427255908212e-16	6.409723434307704e-15	7.719200014646917e-17	1.0803099396675883e-14	1.1000480600737568e-16	2.3552443804294044e-14	1.0572232166643688e-15	1.2753164933805164e-14	3.2904821783062706e-16	1.171084440031003e-14	2.7018844686051656e-16	9.184512170392531e-15	3.4236017828251385e-16	1.1018817191516086e-14	3.071354322014257e-16	9.140551453320309e-15	3.366609378934306e-16	9.39594665760313e-15	2.618448915745218e-16
55531.68000000323	1.3503298783890885e-14	1.7474980606927225e-16	1.0680720935576405e-14	1.3040151475932932e-16	6.406070428409846e-15	7.718111075242532e-17	1.0798603292090151e-14	1.0991448543716007e-16	2.353679454742049e-14	1.05679846783109e-15	1.2746405443452973e-14	3.292416550176739e-16	1.1702286417107907e-14	2.7089464672811494e-16	9.178142147322624e-15	3.432699583011006e-16	1.101196862744854e-14	3.079753234081159e-16	9.134922548594035e-15	3.3756967729425195e-16	9.388406668509953e-15	2.620699171810088e-16
55531.730000003234	1.349667602571826e-14	1.7466138323236546e-16	1.0674005136910051e-14	1.3037890035126878e-16	6.4024231896155145e-15	7.71720210216628e-17	1.0794122862154769e-14	1.0982389701946907e-16	2.3521167246857043e-14	1.0563948303443067e-15	1.2739627073700351e-14	3.294536831307022e-16	1.1693736572087521e-14	2.716114974939895e-16	9.171775906411288e-15	3.4419113931943744e-16	1.100512451019128e-14	3.088240258141794e-16	9.129295705842747e-15	3.384862798306532e-16	9.380888509731183e-15	2.623127290130428e-16
55531.78000000324	1.3490076503755995e-14	1.7457946288924216e-16	1.0667301641620357e-14	1.303593725237124e-16	6.3987817584451456e-15	7.716471167780895e-17	1.0789658245749913e-14	1.0973305611995331e-16	2.350556182180438e-14	1.0560122503206893e-15	1.2732829514643937e-14	3.2968509494617635e-16	1.1685194842947161e-14	2.723390835895507e-16	9.165413440437562e-15	3.451238103712795e-16	1.099828485724133e-14	3.0968158966605846e-16	9.123670950196737e-15	3.3941078453402433e-16	9.373392203029012e-15	2.625739078439018e-16
55531.83000000324	1.3483500219352557e-14	1.7450392044466823e-16	1.0660610558151419e-14	1.3034289290551011e-16	6.3951461754231975e-15	7.71591643095303e-17	1.0785209581766111e-14	1.0964198057087153e-16	2.3489978191483095e-14	1.0556506755162601e-15	1.2726012456261635e-14	3.2993670759071333e-16	1.1676661207386604e-14	2.730774891542923e-16	9.15905474218314e-15	3.4606806029224913e-16	1.0991449686096712e-14	3.1054806498563543e-16	9.118048306786346e-15	3.403432302721262e-16	9.365917770214545e-15	2.6285404842112673e-16
55531.88000000324	1.347694717388667e-14	1.7443463506759149e-16	1.06539319949572e-14	1.3032942495434151e-16	6.391516481078551e-15	7.715536139014855e-17	1.0780777009105592e-14	1.0955069068866021e-16	2.3474416275134353e-14	1.0553100553775656e-15	1.2719175588412249e-14	3.302093618597066e-16	1.1668135643108469e-14	2.73826798007601e-16	9.152699804430635e-15	3.4702397769508643e-16	1.098461901425712e-14	3.1142350156018815e-16	9.112427800742967e-15	3.4128365574284293e-16	9.358465233148094e-15	2.631537589294818e-16
55531.930000003245	1.347041736876513e-14	1.7437148980793124e-16	1.0647266060503627e-14	1.3031893399630595e-16	6.387892715944208e-15	7.715328629604794e-17	1.0776360666679847e-14	1.0945920928635008e-16	2.3458875992019115e-14	1.054990341089683e-15	1.2712318600833904e-14	3.305039214703054e-16	1.1659618127816744e-14	2.745870936231623e-16	9.146348619964397e-15	3.47991650944031e-16	1.0977792859223695e-14	3.123079489324891e-16	9.106809457198228e-15	3.422320994676131e-16	9.35103461373891e-15	2.634736604135397e-16
55531.98000000325	1.3463910805424433e-14	1.7431437170662703e-16	1.0640612863266578e-14	1.303113872616427e-16	6.384274920557809e-15	7.715292332358046e-17	1.0771960693412607e-14	1.0936756168823237e-16	2.3443357261417962e-14	1.0546914856241376e-15	1.2705441183143078e-14	3.3082127224781373e-16	1.1651108639219381e-14	2.753584591021385e-16	9.140001181569186e-15	3.489711681295888e-16	1.0970971238498414e-14	3.132014563898342e-16	9.101193301283762e-15	3.431885997848101e-16	9.343625933945663e-15	2.6381438615985434e-16
55532.03000000325	1.3457427485329757e-14	1.742631719006044e-16	1.0633972511733016e-14	1.3030675391844047e-16	6.380663135461164e-15	7.715425770553491e-17	1.0767577228237687e-14	1.0927577573935619e-16	2.342786000263134e-14	1.0544134437828835e-15	1.2698543024833243e-14	3.3116232124592373e-16	1.1642607155025196e-14	2.7614097714645424e-16	9.13365748203241e-15	3.499626170435651e-16	1.0964154169584032e-14	3.1410407295441654e-16	9.095579358132488e-15	3.441531948431068e-16	9.336239215776091e-15	2.641765810404637e-16
55532.080000003254	1.3450967409975258e-14	1.7421778571960592e-16	1.0627345114401681e-14	1.3030500510464933e-16	6.377057401200507e-15	7.715727562632762e-17	1.0763210410100858e-14	1.0918388181596331e-16	2.3412384134978977e-14	1.0541561722411196e-15	1.269162381527404e-14	3.315279957991283e-16	1.163411365294573e-14	2.7693473003288e-16	9.127317514142916e-15	3.5096608515385556e-16	1.0957341669985026e-14	3.150158473730782e-16	9.089967652877806e-15	3.451259225952074e-16	9.328874481287847e-15	2.6456090081569494e-16
55532.13000000326	1.3444530580884981e-14	1.7417811277752158e-16	1.0620730779781684e-14	1.3030611395749196e-16	6.373457758326599e-15	7.71619642355256e-17	1.075886037795762e-14	1.0909191283235437e-16	2.3396929577800442e-14	1.0539196295874035e-15	1.2684683243709679e-14	3.319192425081272e-16	1.1625628110695374e-14	2.777397995864699e-16	9.120981270690258e-15	3.519816595794125e-16	1.0950533757207161e-14	3.1593682810672056e-16	9.084358210652967e-15	3.4610682079133285e-16	9.321531752587754e-15	2.6496801139895164e-16
55532.18000000326	1.3438116999610735e-14	1.74144057057902e-16	1.0614129616393922e-14	1.3031005564031246e-16	6.369864247394663e-15	7.716831166130898e-17	1.0754527270775705e-14	1.0899990424802155e-16	2.3381496250453842e-14	1.053703776361779e-15	1.2677720999258177e-14	3.3233702615782105e-16	1.1617150505990624e-14	2.7855626715472363e-16	9.114648744465832e-15	3.53009427064948e-16	1.0943730448756137e-14	3.1686706332119246e-16	9.078751056592328e-15	3.4709592697226783e-16	9.314211051832397e-15	2.653985880833857e-16
55532.23000000326	1.343172666773453e-14	1.7411552699136867e-16	1.0607541732770881e-14	1.303168073676198e-16	6.366276908964642e-15	7.717630702209303e-17	1.0750211227534816e-14	1.0890789407220128e-16	2.3366084072317098e-14	1.0535085750915182e-15	1.2670736770910151e-14	3.32782328568556e-16	1.160868081654897e-14	2.7938421358127833e-16	9.108319928262156e-15	3.540494739565664e-16	1.0936931762132708e-14	3.1780660082425493e-16	9.073146215830765e-15	3.4809327846402757e-16	9.306912401228398e-15	2.6585331473093637e-16
55532.280000003266	1.3425359586867162e-14	1.740924355287482e-16	1.0600967237456311e-14	1.3032634842757286e-16	6.362695783600739e-15	7.718594043743204e-17	1.0745912387225272e-14	1.0881592286486264e-16	2.3350692962786463e-14	1.0533339903246547e-15	1.266373035611186e-14	3.3325599925209276e-16	1.160021902211092e-14	2.802237094503909e-16	9.101994815201267e-15	3.551018855147421e-16	1.0930137713248999e-14	3.1875547702072214e-16	9.067543714967536e-15	3.4909890687362096e-16	9.299635772739718e-15	2.6633278326519175e-16
55532.33000000327	1.3419015758648356e-14	1.7407470020690244e-16	1.0594406239006303e-14	1.3033866020224149e-16	6.359120911872189e-15	7.719720303782791e-17	1.0741630888848732e-14	1.08724033739606e-16	2.333532284127724e-14	1.0531799886612635e-15	1.2656701986517921e-14	3.337583101960048e-16	1.1591765110489274e-14	2.8107478587677445e-16	9.095673411143069e-15	3.5616672082085905e-16	1.0923348314471294e-14	3.1971370325569704e-16	9.061943586457451e-15	3.5011282159526097e-16	9.292380937211704e-15	2.6683719408841716e-16
55532.38000000327	1.3412695184746687e-14	1.740622432077276e-16	1.0587858845988303e-14	1.3035372618511248e-16	6.355552334352555e-15	7.721008697298114e-17	1.0737366871419449e-14	1.0863227236201644e-16	2.3319973627223265e-14	1.0530465387825047e-15	1.2649652002238692e-14	3.3428940071416437e-16	1.1583319071518617e-14	2.819374637022996e-16	9.089355738493312e-15	3.5724400507307365e-16	1.0916563577687652e-14	3.2068128721391464e-16	9.056345864220418e-15	3.511350263039366e-16	9.285147615246187e-15	2.673666552723575e-16
55532.430000003274	1.3406397866860688e-14	1.7405499141183704e-16	1.058132516698201e-14	1.3037153199794504e-16	6.351990091620364e-15	7.722458541978976e-17	1.0733120473963018e-14	1.0854068694648561e-16	2.3304645240077282e-14	1.0529336114768457e-15	1.2642580743257577e-14	3.3484942643752527e-16	1.1574880895035886e-14	2.8281176323745916e-16	9.083041820766269e-15	3.5833376078658924e-16	1.0909783514787462e-14	3.2165823627308296e-16	9.050750582175865e-15	3.521655244576787e-16	9.277935527493322e-15	2.679212826789939e-16
55532.48000000328	1.3400123806717384e-14	1.740528764463261e-16	1.0574805310578846e-14	1.303920654029066e-16	6.348434224258681e-15	7.724069258897595e-17	1.0728891835516911e-14	1.0844932825116791e-16	2.3289337599309646e-14	1.0528411796655423e-15	1.2635488549431821e-14	3.3543856012516693e-16	1.156645057087938e-14	2.8369770427433403e-16	9.076731681476423e-15	3.59436010037135e-16	1.0903008137660504e-14	3.2264455751259527e-16	9.045157774244653e-15	3.5320431930324005e-16	9.270744394650019e-15	2.685012003908424e-16
55532.53000000328	1.339387300607314e-14	1.7405583472479865e-16	1.0568299385382861e-14	1.304153163147664e-16	6.344884772855744e-15	7.725840372998735e-17	1.0724681095131014e-14	1.0835824957291033e-16	2.3274050624409626e-14	1.0527692184232423e-15	1.2628375760494511e-14	3.3605699242151015e-16	1.1558028088890497e-14	2.8459530609654376e-16	9.070425344140398e-15	3.6055077447068047e-16	1.0896237458197898e-14	3.236402577202763e-16	9.039567474348456e-15	3.5425141388146695e-16	9.263573937459052e-15	2.6910654111150845e-16
55532.58000000328	1.3387645466713244e-14	1.7406380748274972e-16	1.056180750001049e-14	1.304412768094283e-16	6.341341778004219e-15	7.727771513597337e-17	1.0720488391867098e-14	1.0826750673607023e-16	2.3258784234884226e-14	1.0527177049989158e-15	1.2621242716055266e-14	3.3670493256044546e-16	1.1549613438912616e-14	2.855045874919092e-16	9.064122832276249e-15	3.61678075312771e-16	1.088947148829315e-14	3.2464534339946666e-16	9.033979716409328e-15	3.553068110323953e-16	9.256423876708208e-15	2.6973744653563725e-16
55532.630000003286	1.3381441190452206e-14	1.740767408061335e-16	1.0555329763090503e-14	1.3046994113033728e-16	6.3378052803017255e-15	7.729862414660864e-17	1.0716313864799163e-14	1.0817715808320724e-16	2.324353835025826e-14	1.052686618832434e-15	1.2614089755601696e-14	3.373826090146874e-16	1.1541206610791716e-14	2.8642556676305e-16	9.057824169403153e-15	3.628179333772959e-16	1.088271023984033e-14	3.256598207768108e-16	9.028394534349182e-15	3.5637051340043884e-16	9.249293933229255e-15	2.7039406768801444e-16
55532.68000000329	1.3375260179134183e-14	1.7409458565416818e-16	1.0548866283264342e-14	1.3050130569361087e-16	6.334275320351093e-15	7.732112915073699e-17	1.0712157653013276e-14	1.0808726446217896e-16	2.3228312890074375e-14	1.0526759415700193e-15	1.2606917218501283e-14	3.3809027008859947e-16	1.1532807594374766e-14	2.8735826173829935e-16	9.051529379042123e-15	3.63970369075422e-16	1.0875953724733777e-14	3.2668369580818473e-16	9.022811962091984e-15	3.5744252343958243e-16	9.242183827896592e-15	2.7107656523154037e-16
55532.73000000329	1.3369102434631704e-14	1.7411729787618316e-16	1.054241716918602e-14	1.3053536908961598e-16	6.330751938759891e-15	7.734522958744813e-17	1.0708019895608904e-14	1.0799788920998499e-16	2.321310777389321e-14	1.0526856570771271e-15	1.2599725444001679e-14	3.3882818445565186e-16	1.1524416379512703e-14	2.8830268978239694e-16	9.045238484715813e-15	3.6513540242433655e-16	1.0869201954870623e-14	3.277169741865002e-16	9.017232033561748e-15	3.5852284341829744e-16	9.235093281626638e-15	2.71785109743411e-16
55532.780000003295	1.3362967958846826e-14	1.7414483822207998e-16	1.0535982529522639e-14	1.3057213208311453e-16	6.327235176140744e-15	7.73709259459887e-17	1.0703900731697036e-14	1.0790909813543746e-16	2.3197922921292384e-14	1.0527157514476902e-15	1.2592514771232762e-14	3.395966416380649e-16	1.1516032956057821e-14	2.892588678074796e-16	9.038951509947993e-15	3.663130530554857e-16	1.0862454942148329e-14	3.287596613477765e-16	9.01165478268311e-15	3.596114754242938e-16	9.228022015376483e-15	2.72519881959967e-16
55532.8300000033	1.335685675371113e-14	1.7417717234684792e-16	1.0529562472954199e-14	1.306115976112446e-16	6.323725073111234e-15	7.739821976526262e-17	1.0699800300401528e-14	1.0782095950002361e-16	2.3182758251867123e-14	1.0527662130142078e-15	1.2585285539208017e-14	3.4039595242894563e-16	1.1507657313864647e-14	2.902268122831937e-16	9.032668478265192e-15	3.675033402226889e-16	1.0855712698465744e-14	3.29811762477786e-16	9.006080243381323e-15	3.60708421369305e-16	9.22096975014337e-15	2.732810729894078e-16
55532.8800000033	1.3350768821184572e-14	1.7421427081044458e-16	1.0523157108173883e-14	1.3065377077871675e-16	6.320221670294294e-15	7.742711363158915e-17	1.0695718740860094e-14	1.0773354399363578e-16	2.3167613685229587e-14	1.0528370323509062e-15	1.2578038086824999e-14	3.4122644925561376e-16	1.1499289442790184e-14	2.91206539246172e-16	9.02638941319343e-15	3.68706282810438e-16	1.0848975235722559e-14	3.3087328251872124e-16	9.000508449583077e-15	3.6181368299382016e-16	9.213936206962941e-15	2.74068884492572e-16
55532.9300000033	1.3344704163257428e-14	1.742561090697218e-16	1.0516766543888058e-14	1.306986588509666e-16	6.316725008317712e-15	7.745761117581867e-17	1.0691656192222322e-14	1.0764692471377097e-16	2.3152489141009607e-14	1.0529282022788551e-15	1.257077275286765e-14	3.420884864852821e-16	1.1490929332693913e-14	2.9219806431165516e-16	9.02011433826189e-15	3.6992189934103797e-16	1.084224256582035e-14	3.319442261750186e-16	8.994939435214871e-15	3.6292726187154027e-16	9.206921106908896e-15	2.7488352883207304e-16
