MJD	KeplerCam_B	KeplerCam_B_err	KeplerCam_V	KeplerCam_V_err	KeplerCam_i	KeplerCam_i_err	KeplerCam_r	KeplerCam_r_err	KeplerCam_u	KeplerCam_u_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
55603.83000000743	7.042868306823523e-15	1.2417611705349407e-16	5.535347001403392e-15	7.742295475907664e-17	3.4408115091267705e-15	4.673549360468544e-17	7.93646086692035e-15	7.31044358471936e-17	1.2994443591918456e-14	6.05007986342372e-16	5.419568837835557e-15	7.228757241250027e-15	5.3644190537260455e-15	3.3300586061672662e-15	4.321467278353353e-15	3.750142710160877e-15	5.7435537524372395e-15	3.103409993063925e-15	4.761244660208e-15	2.9657648594353446e-15	3.468238025409332e-15	5.3237422863963276e-15
55603.88000000743	7.03948505057316e-15	1.2404765127674938e-16	5.533705577104164e-15	7.738149817935458e-17	3.4398387842431472e-15	4.6713125623927485e-17	7.935479180582746e-15	7.307584860802402e-17	1.2993394304716618e-14	6.041361864038331e-16	5.417930465956573e-15	7.229083045847342e-15	5.363070966186695e-15	3.330504587262553e-15	4.320459277752122e-15	3.7506017798247454e-15	5.742412382057744e-15	3.1038523106780564e-15	4.76021888816727e-15	2.96615646432008e-15	3.4668198301476505e-15	5.323967612018267e-15
55603.930000007436	7.036106497449334e-15	1.2391594010588312e-16	5.5320635418475355e-15	7.733909521955205e-17	3.4388651201647874e-15	4.6690485552963933e-17	7.934499440151818e-15	7.304660928192554e-17	1.2992359614098408e-14	6.032753939398095e-16	5.416296581108614e-15	7.22940193940018e-15	5.361725791266274e-15	3.330946868014605e-15	4.319453810048279e-15	3.751056808248641e-15	5.7412736402885334e-15	3.1042913068637197e-15	4.7591950834021865e-15	2.9665449659650543e-15	3.465404933045678e-15	5.324187857787164e-15
55603.98000000744	7.032732991019973e-15	1.2378120828965932e-16	5.530421002495128e-15	7.729572244819586e-17	3.437890531337879e-15	4.666756447686703e-17	7.933521777139787e-15	7.301669963653719e-17	1.2991339416976274e-14	6.024257850726488e-16	5.414667181255085e-15	7.229713922260814e-15	5.360383526636189e-15	3.3313854475590623e-15	4.3184508742069175e-15	3.751507794605603e-15	5.74013752566598e-15	3.1047269806950476e-15	4.758173244510082e-15	2.966930363555679e-15	3.4639933329468304e-15	5.324403023932685e-15
55604.03000000744	7.029364874856422e-15	1.2364369282038116e-16	5.528778065906131e-15	7.725136228494616e-17	3.4369150322063492e-15	4.664435628891042e-17	7.932546323058865e-15	7.298610649779521e-17	1.2990333610278547e-14	6.015875478505119e-16	5.413042264356953e-15	7.230018994772906e-15	5.3590441699676035e-15	3.331820325034283e-15	4.317450469192314e-15	3.751954738071013e-15	5.739004036729072e-15	3.105159331248564e-15	4.757153370088051e-15	2.96731265627935e-15	3.4625850286947494e-15	5.324613110678317e-15
55604.080000007445	7.026002492534356e-15	1.235036430006112e-16	5.5271348389374e-15	7.72060030683255e-17	3.4359386372125997e-15	4.662085772065978e-17	7.931573209421722e-15	7.295482180734799e-17	1.2989342090949579e-14	6.007608823259506e-16	5.411421828372862e-15	7.230317157271492e-15	5.357707718933288e-15	3.3322514995815438e-15	4.316452593971707e-15	3.752397637822758e-15	5.7378731720154636e-15	3.105588357602959e-15	4.756135458734622e-15	2.967691843325304e-15	3.461180019133226e-15	5.324818118241338e-15
55604.13000000745	7.022646187634087e-15	1.233613205023327e-16	5.525491428443918e-15	7.715963911756153e-17	3.4349613607973663e-15	4.65970683691058e-17	7.930602567741204e-15	7.292284267300133e-17	1.2988364755949323e-14	5.999460006233346e-16	5.409805871258765e-15	7.230608410082979e-15	5.3563741712055175e-15	3.3326789703449726e-15	4.31545724751264e-15	3.752836493041194e-15	5.73674493006492e-15	3.1060140588392233e-15	4.755119509048372e-15	2.9680679238848462e-15	3.4597783031063697e-15	5.3250180468328294e-15
55604.18000000745	7.019296303741175e-15	1.2321699941704826e-16	5.5238479412783795e-15	7.711227079133983e-17	3.4339832173994783e-15	4.657299072219751e-17	7.929634529532494e-15	7.289017141629556e-17	1.2987401502252727e-14	5.991431269951845e-16	5.408194390968507e-15	7.230892753525156e-15	5.355043524459542e-15	3.3331027364714176e-15	4.314464428784293e-15	3.753271302909052e-15	5.735619309417655e-15	3.1064364340406886e-15	4.754105519628545e-15	2.96844089715116e-15	3.4583798794583307e-15	5.3252128966576735e-15
55604.230000007454	7.015953184446548e-15	1.2307096629787e-16	5.5222044842918416e-15	7.706390453890367e-17	3.433004221456041e-15	4.654863018087961e-17	7.928669226310152e-15	7.285681561514466e-17	1.2986452226850222e-14	5.983524978662212e-16	5.406587385453266e-15	7.23117018790717e-15	5.353715776369369e-15	3.3335227971107725e-15	4.313474136756251e-15	3.753702066611553e-15	5.734496308613603e-15	3.1068554822928796e-15	4.753093489075581e-15	2.968810762319369e-15	3.45698474703365e-15	5.325402667914552e-15
55604.28000000746	7.012617173348089e-15	1.2292352018908566e-16	5.520561164333867e-15	7.701455294872126e-17	3.4320243874024823e-15	4.652399507896033e-17	7.927706789589272e-15	7.282278814238093e-17	1.2985516826747182e-14	5.975743618655559e-16	5.404984852661874e-15	7.231440713529542e-15	5.3523909246101244e-15	3.333939151415524e-15	4.312486370400246e-15	3.754128783336372e-15	5.733375926194814e-15	3.1072712026835532e-15	4.752083415989773e-15	2.9691775185865623e-15	3.4555929046770203e-15	5.325587360795937e-15
55604.33000000746	7.0092886140508175e-15	1.22774972645021e-16	5.518918088251867e-15	7.696423478939953e-17	3.4310437296724377e-15	4.649909670066692e-17	7.926747350887828e-15	7.278810719816242e-17	1.2984595198963777e-14	5.968089798467255e-16	5.4033867905407675e-15	7.231704330684162e-15	5.3510689668592866e-15	3.334351798541103e-15	4.311501128688212e-15	3.754551452273565e-15	5.732258160703058e-15	3.107683594302841e-15	4.751075298972422e-15	2.9695411651517152e-15	3.454204351233306e-15	5.3257669754880875e-15
55604.38000000746	7.005967850166345e-15	1.226256477365139e-16	5.51727536289232e-15	7.69129750479077e-17	3.430062262698004e-15	4.6473949295094606e-17	7.925791041723258e-15	7.275279633919488e-17	1.2983687240534295e-14	5.960566248939781e-16	5.4017931970338396e-15	7.231961039654258e-15	5.349749900792847e-15	3.334760737645871e-15	4.31051841059423e-15	3.754970072615677e-15	5.731143010680885e-15	3.108092656243054e-15	4.750069136625637e-15	2.9699017012158087e-15	3.452819085547648e-15	5.32594151217106e-15
55604.430000007465	7.002655225315004e-15	1.2247588204241354e-16	5.51563309510002e-15	7.686080496043083e-17	3.4290800009094344e-15	4.6448570088248095e-17	7.924837993614975e-15	7.271688450288026e-17	1.2982792848508214e-14	5.953175823169904e-16	5.400204070082634e-15	7.232210840714417e-15	5.348433724090017e-15	3.3351659678907394e-15	4.309538215092583e-15	3.755384643557653e-15	5.730030474672238e-15	3.1084983875988354e-15	4.749064927551435e-15	2.9702591259817063e-15	3.451437106465449e-15	5.3261109710187e-15
55604.48000000747	6.999351083125975e-15	1.2232602462615449e-16	5.5139913917184515e-15	7.680776203916488e-17	3.428096958735432e-15	4.6422979292349654e-17	7.923888338083385e-15	7.268040602693052e-17	1.2981911919948336e-14	5.945921496316516e-16	5.398619407626165e-15	7.2324537341306e-15	5.347120434429018e-15	3.3355674884397266e-15	4.308560541159188e-15	3.755795164296863e-15	5.7289205512206115e-15	3.108900787466931e-15	4.748062670353023e-15	2.970613438654187e-15	3.450058412832179e-15	5.326275352198635e-15
55604.53000000747	6.99605576723698e-15	1.221764369958367e-16	5.512350359590074e-15	7.675389009319968e-17	3.4271131506030652e-15	4.639720011277786e-17	7.922942206651233e-15	7.264340066319558e-17	1.2981044351931742e-14	5.938806365265929e-16	5.3970392076010984e-15	7.232689720160116e-15	5.345810029489309e-15	3.3359652984595173e-15	4.307585387770985e-15	3.7562016340331156e-15	5.727813238871228e-15	3.1092998549466145e-15	4.747062363634566e-15	2.9709646384400303e-15	3.4486830034936568e-15	5.326434655872277e-15
55604.580000007474	6.992769621295684e-15	1.220274930458175e-16	5.510710105556642e-15	7.669923924382875e-17	3.4261285909375834e-15	4.637125875172189e-17	7.921999730841083e-15	7.26059135880508e-17	1.2980190041549376e-14	5.931833648164894e-16	5.395463467941602e-15	7.23291879905159e-15	5.344502506951713e-15	3.3363593971196453e-15	4.3066127539064434e-15	3.75660405196864e-15	5.726708536169643e-15	3.1096955891391205e-15	4.746064005999943e-15	2.971312724547853e-15	3.4473108772959495e-15	5.32658888219482e-15
55604.63000000748	6.9894929889607335e-15	1.2187957897883898e-16	5.509070736458464e-15	7.664386593448118e-17	3.425143294162868e-15	4.6345184408899395e-17	7.921061042179008e-15	7.256799540542567e-17	1.2979348885905663e-14	5.925006683817759e-16	5.393892186579387e-15	7.23314097104502e-15	5.343197864497052e-15	3.3367497835924967e-15	4.305642638544545e-15	3.757002417308043e-15	5.725606441661801e-15	3.110087989148156e-15	4.745067596054035e-15	2.971657696188264e-15	3.44594203308514e-15	5.326738031315239e-15
55604.68000000748	6.986226213900844e-15	1.2173309320787577e-16	5.507432359135426e-15	7.658783293375801e-17	3.4241572747009855e-15	4.6319009280021775e-17	7.920126272191625e-15	7.252970214834544e-17	1.2978520782117806e-14	5.91832893091465e-16	5.392325361443728e-15	7.233356236371741e-15	5.341896099807635e-15	3.3371364570531883e-15	4.304675040665904e-15	3.757396729258445e-15	5.724506953894204e-15	3.1104770540795206e-15	4.744073132402295e-15	2.971999552573785e-15	3.4445764697078248e-15	5.326882103376274e-15
55604.73000000748	6.982969639796623e-15	1.2158844623446538e-16	5.505795080427041e-15	7.653120933420099e-17	3.4231705469726645e-15	4.6292768551925165e-17	7.919195552407162e-15	7.24910952708639e-17	1.2977705627317007e-14	5.91180396713904e-16	5.3907629904614745e-15	7.233564595254426e-15	5.340597210566018e-15	3.337519416679788e-15	4.303709959252156e-15	3.757786987029275e-15	5.723410071415023e-15	3.110862783041404e-15	4.743080613651276e-15	2.972338292918784e-15	3.4432141860105452e-15	5.327021098514463e-15
55604.780000007486	6.979723610340457e-15	1.214460605034354e-16	5.504159007171467e-15	7.647407054260072e-17	3.422183125396651e-15	4.626650039422696e-17	7.918269014357368e-15	7.245224163727086e-17	1.2976903318646985e-14	5.905435488100467e-16	5.389205071556931e-15	7.233766047907086e-15	5.3393011944562425e-15	3.3378986616529723e-15	4.3027473932860605e-15	3.758173189832412e-15	5.722315792771873e-15	3.1112451751441264e-15	4.742090038407149e-15	2.9726739164396482e-15	3.441855180840223e-15	5.327155016860093e-15
55604.83000000749	6.976488469237786e-15	1.213063702320762e-16	5.5025242462075135e-15	7.641649826521489e-17	3.4211950243905925e-15	4.624024594829604e-17	7.917346789574792e-15	7.241321350459047e-17	1.2976113753263946e-14	5.899227306125874e-16	5.387651602652039e-15	7.233960594535054e-15	5.3380080491626e-15	3.338274191156464e-15	4.301787341751194e-15	3.758555336882172e-15	5.721224116514037e-15	3.1116242295002766e-15	4.741101405277805e-15	2.9730064223546504e-15	3.440499453043997e-15	5.3272838585372564e-15
55604.88000000749	6.973264560206862e-15	1.2116982121121604e-16	5.500890904372778e-15	7.635858048610776e-17	3.4202062583702563e-15	4.6214049313133585e-17	7.916429009593877e-15	7.23740884997688e-17	1.2975336828336705e-14	5.89318334888281e-16	5.38610258166621e-15	7.234148235335008e-15	5.336717772370619e-15	3.338646004376563e-15	4.300829803633173e-15	3.758933427395245e-15	5.720135041190967e-15	3.1119999452247264e-15	4.740114712870798e-15	2.973335809883914e-15	3.4391470014691505e-15	5.327407623663781e-15
55604.930000007495	6.970052226979665e-15	1.2103687057888717e-16	5.499259088505606e-15	7.63004114371723e-17	3.4192168417501137e-15	4.618795752706911e-17	7.915515805952036e-15	7.23349495891875e-17	1.297457244104707e-14	5.887307657850801e-16	5.3845580065164774e-15	7.234328970494948e-15	5.335430361764839e-15	3.339014100502553e-15	4.299874777918026e-15	3.759307460590718e-15	5.719048565353061e-15	3.1123723214346253e-15	4.7391299597949744e-15	2.973662078249582e-15	3.437797824963288e-15	5.327526312351287e-15
55604.9800000075	6.966851813302571e-15	1.2090798656242784e-16	5.4976289054434514e-15	7.62420915631895e-17	3.41822678894287e-15	4.616202054690515e-17	7.914607310188571e-15	7.229588504470518e-17	1.2973820488587835e-14	5.8816043866170595e-16	5.383017875117299e-15	7.234502800194216e-15	5.334145815034254e-15	3.3393784787263696e-15	4.298922263593004e-15	3.759677435690109e-15	5.717964687551438e-15	3.1127413572491706e-15	4.73814714465937e-15	2.973985226675622e-15	3.436451922374127e-15	5.327639924705151e-15
55605.0300000075	6.963663662936661e-15	1.2078364818770778e-16	5.496000462024285e-15	7.618372747629721e-17	3.4172361143599303e-15	4.613629122257531e-17	7.91370365384602e-15	7.225698839996197e-17	1.2973080868164535e-14	5.876077799015493e-16	5.381482185380799e-15	7.234669724603454e-15	5.332864129865262e-15	3.339739138242897e-15	4.297972259646687e-15	3.760043351917296e-15	5.716883406336943e-15	3.1131070517900247e-15	4.7371662660735485e-15	2.974305254387918e-15	3.4351092925497247e-15	5.327748460824519e-15
55605.0800000075	6.960488119658877e-15	1.2066434495776715e-16	5.4943738650861715e-15	7.612543190473063e-17	3.416244832411179e-15	4.6110825269228414e-17	7.912804968468458e-15	7.221835840173921e-17	1.297235347699394e-14	5.870732267085781e-16	5.379950935216499e-15	7.234829743884647e-15	5.331585303946365e-15	3.3400960782497096e-15	4.29702476506888e-15	3.7604052084985894e-15	5.715804720262642e-15	3.1134694041809677e-15	4.736187322648169e-15	2.974622160614324e-15	3.4337699343382757e-15	5.327851920802294e-15
55605.130000007506	6.957325527261656e-15	1.2055057649240996e-16	5.492749221467922e-15	7.606732363168e-17	3.4152529575049192e-15	4.608568123367252e-17	7.9119113856031e-15	7.218009895414636e-17	1.2971638212304651e-14	5.865572268869374e-16	5.378424122531476e-15	7.234982858191085e-15	5.330309334967053e-15	3.340449297947138e-15	4.296079778849795e-15	3.760763004662655e-15	5.714728627880882e-15	3.1138284135479878e-15	4.7352103129940835e-15	2.974935944584519e-15	3.4324338465882193e-15	5.327950304725164e-15
55605.18000000751	6.954176229554216e-15	1.204428521346834e-16	5.491126638008208e-15	7.600952742759467e-17	3.414260504048152e-15	4.606092045894178e-17	7.911023036799779e-15	7.21423190544379e-17	1.2970934971336254e-14	5.860602386018412e-16	5.376901745230435e-15	7.235129067667391e-15	5.3290362206170685e-15	3.3407987965384862e-15	4.2951372999822e-15	3.7611167396405836e-15	5.713655127745844e-15	3.114184079019367e-15	4.7342352357228595e-15	2.9752466055301333e-15	3.4311010281482617e-15	5.3280436126735465e-15
55605.23000000751	6.9510405703628525e-15	1.203416905174958e-16	5.4895062215465415e-15	7.595217397006834e-17	3.413267486446376e-15	4.6036607043117216e-17	7.910140053611474e-15	7.210513272252265e-17	1.2970243651339472e-14	5.855827301237663e-16	5.375383801215455e-15	7.235268372449494e-15	5.327765958587638e-15	3.3411445732296723e-15	4.294197327458553e-15	3.7614664126658346e-15	5.712584218411487e-15	3.114536399725574e-15	4.733262089446687e-15	2.975554142684709e-15	3.4297714778672876e-15	5.328131844721642e-15
55605.280000007515	6.947918893531619e-15	1.202476190918301e-16	5.487888078923044e-15	7.589539975732768e-17	3.412273919103539e-15	4.601280779462561e-17	7.909262567593684e-15	7.206865892073302e-17	1.2969564149576161e-14	5.851251795540215e-16	5.3738702883862705e-15	7.235400772664636e-15	5.3264985465699866e-15	3.341486627229495e-15	4.293259860273664e-15	3.761812022974239e-15	5.711515898433106e-15	3.114885374799357e-15	4.732290872778566e-15	2.975858555283631e-15	3.4284451945944245e-15	5.328215000937401e-15
55605.33000000752	6.944811542922624e-15	1.201611736148205e-16	5.48627231697891e-15	7.583934701089195e-17	3.411279816422368e-15	4.598959218302813e-17	7.908390710305055e-15	7.203302146819026e-17	1.296889636331863e-14	5.846880745322302e-16	5.372361204640068e-15	7.235526268431388e-15	5.325233982256456e-15	3.341824957749513e-15	4.292324897422441e-15	3.762153569804027e-15	5.710450166366274e-15	3.1152310033755825e-15	4.731321584331498e-15	2.9761598425642143e-15	3.4271221771790255e-15	5.328293081382531e-15
55605.38000000752	6.941718862417501e-15	1.200828975969235e-16	5.4846590425560825e-15	7.57841635665844e-17	3.4102851928040855e-15	4.5967032285138414e-17	7.907524613308104e-15	7.199834894274034e-17	1.2968240189849659e-14	5.842719119254032e-16	5.370856547871477e-15	7.235644859859596e-15	5.323972263340504e-15	3.3421595640039913e-15	4.2913924379016356e-15	3.7624910523957965e-15	5.709387020767288e-15	3.1155732845914817e-15	4.730354222719775e-15	2.9764580037657047e-15	3.42580242447066e-15	5.328366086112501e-15
55605.43000000752	6.938641195916001e-15	1.2001334170701147e-16	5.483048362497207e-15	7.573000275719292e-17	3.409290062648539e-15	4.594520272638161e-17	7.906664408167062e-15	7.196477457849975e-17	1.2967595526462406e-14	5.838771974988947e-16	5.3693563159728525e-15	7.235756547050463e-15	5.3227133875164515e-15	3.3424904452101647e-15	4.290462480709014e-15	3.7628244699925475e-15	5.7083264601935565e-15	3.1159122175864128e-15	4.7293887865580196e-15	2.976753038129153e-15	3.4244859353191606e-15	5.3284340151765255e-15
55605.48000000753	6.9355788873392905e-15	1.1995306313437593e-16	5.481440383646937e-15	7.567702328206674e-17	3.4082944403542313e-15	4.59241806178508e-17	7.905810226451282e-15	7.193243615049863e-17	1.2966962270459836e-14	5.835044455676518e-16	5.3678605068338235e-15	7.23586133009646e-15	5.321457352478622e-15	3.342817600587894e-15	4.289535024843473e-15	3.76315382183961e-15	5.707268483202101e-15	3.116247801501902e-15	4.72842527446124e-15	2.9770449448975816e-15	3.4231727085744896e-15	5.3284968686175815e-15
55605.53000000753	6.932532280627752e-15	1.1990262490954475e-16	5.479835212850628e-15	7.562538906669361e-17	3.4072983403183482e-15	4.5904045487654044e-17	7.90496219973219e-15	7.190147585162421e-17	1.2966340319155124e-14	5.831541786301615e-16	5.366369118341654e-15	7.235959209081376e-15	5.32020415592233e-15	3.3431410293598078e-15	4.288610069304718e-15	3.763479107184753e-15	5.7062130883518884e-15	3.116580035481775e-15	4.727463685045256e-15	2.9773337233158643e-15	3.421862743086994e-15	5.328554646472394e-15
55605.58000000753	6.9295017197441e-15	1.1986259518094686e-16	5.478232956955038e-15	7.557526910922386e-17	3.406301776936559e-15	4.588487920751931e-17	7.904120459585623e-15	7.187204016077657e-17	1.2965729569870822e-14	5.828269269823915e-16	5.364882148381082e-15	7.236050184080319e-15	5.3189537955445e-15	3.343460730751473e-15	4.287687613093789e-15	3.763800325278016e-15	5.705160274201664e-15	3.1169089186721087e-15	4.726504016926602e-15	2.9776193726307803e-15	3.4205560377071147e-15	5.3286073487714376e-15
55605.630000007535	6.926487548671483e-15	1.1983354644915392e-16	5.476633722808747e-15	7.552683731528938e-17	3.4053047646034533e-15	4.5866765914363237e-17	7.903285137591013e-15	7.184427969867433e-17	1.2965129919939239e-14	5.825232283132649e-16	5.363399594834386e-15	7.23613425515967e-15	5.31770626904193e-15	3.343776703990998e-15	4.286767655213356e-15	3.7641174753718846e-15	5.704110039311342e-15	3.117234450221089e-15	4.725546268721958e-15	2.9779018920909655e-15	3.4192525912855605e-15	5.328654975538951e-15
55605.68000000754	6.923490111416235e-15	1.1981605475857078e-16	5.475037617261691e-15	7.548027232070553e-17	3.4043073177121196e-15	4.584979192633468e-17	7.902456365330495e-15	7.181834907524853e-17	1.296454126670143e-14	5.822436272816337e-16	5.3619214555812295e-15	7.236211422377136e-15	5.316461574113157e-15	3.3440889483094956e-15	4.285850194666396e-15	3.764430556721213e-15	5.703062382241616e-15	3.1175566292791763e-15	4.724590439049244e-15	2.9781812809469715e-15	3.4179524026732913e-15	5.3286975267928935e-15
55605.73000000754	6.920509752006592e-15	1.1981069884886965e-16	5.473444747166098e-15	7.543575729933386e-17	3.4033094506544423e-15	4.583404565272309e-17	7.90163427439115e-15	7.179440672577025e-17	1.2963963507507982e-14	5.819886750740622e-16	5.360447728498954e-15	7.236281685781711e-15	5.3152197084560955e-15	3.344397462940692e-15	4.284935230457726e-15	3.764739568583136e-15	5.702017301553234e-15	3.1178754549990144e-15	4.723636526526859e-15	2.9784575384512143e-15	3.416655470721507e-15	5.328735002545008e-15
55605.780000007544	6.917546814495315e-15	1.1981805926411295e-16	5.471855219375501e-15	7.53934797598287e-17	3.402311177821066e-15	4.5819617499671426e-17	7.900818996364384e-15	7.177261473726992e-17	1.2963396539718203e-14	5.817589289441511e-16	5.358978411462222e-15	7.236345045413695e-15	5.313980669770641e-15	3.3447022471211394e-15	4.284022761592976e-15	3.765044510217222e-15	5.7009747958080026e-15	3.1181909265354414e-15	4.722684529772819e-15	2.9787306638579993e-15	3.415361794281565e-15	5.328767402800761e-15
55605.83000000755	6.914601642957919e-15	1.1983871742447636e-16	5.470269140746007e-15	7.535363132665053e-17	3.40131251360127e-15	4.5806599768707925e-17	7.900010662844384e-15	7.175313866162008e-17	1.2962840260699839e-14	5.815549517328469e-16	5.357513502343285e-15	7.236401501304675e-15	5.312744455757188e-15	3.345003300090162e-15	4.283112787078903e-15	3.765345380885395e-15	5.699934863568229e-15	3.1185030430455576e-15	4.721734447407147e-15	2.9790006564234833e-15	3.4140713722051203e-15	5.328794727559371e-15
55605.88000000755	6.911674581495058e-15	1.1987325465966028e-16	5.468686618135451e-15	7.531640750871213e-17	3.4003134723831026e-15	4.5795086550675286e-17	7.899209405430295e-15	7.173614732097833e-17	1.2962294567829307e-14	5.8137731137134385e-16	5.356052999011882e-15	7.236451053477552e-15	5.311511064116993e-15	3.3453006210897538e-15	4.282205305923589e-15	3.765642179851857e-15	5.698897503397278e-15	3.118811803688536e-15	4.720786278049817e-15	2.9792675154057404e-15	3.412784203344011e-15	5.328816976813808e-15
55605.93000000755	6.90876597423252e-15	1.1992225120825937e-16	5.467107758403911e-15	7.528200745214925e-17	3.3993140685534532e-15	4.578517361287579e-17	7.898415355725306e-15	7.172181259705085e-17	1.2961759358491005e-14	5.81226580364245e-16	5.354596899335176e-15	7.2364937019465e-15	5.310280492551318e-15	3.3455942093648424e-15	4.281300317135832e-15	3.76593490638328e-15	5.697862713858791e-15	3.1191172076259253e-15	4.719840020320995e-15	2.9795312400646845e-15	3.4115002865503376e-15	5.328834150550783e-15
55605.980000007556	6.905876123354405e-15	1.1998624774888536e-16	5.465532661913947e-15	7.525061863463659e-17	3.3983143134267047e-15	4.577695094928227e-17	7.897628635676174e-15	7.171029628864256e-17	1.2961234530077633e-14	5.811033352569025e-16	5.353145201177829e-15	7.236529446717002e-15	5.3090527387632776e-15	3.345884064163012e-15	4.280397819726165e-15	3.766223559748558e-15	5.696830493517303e-15	3.119419254021377e-15	4.718895672842137e-15	2.9797918296621403e-15	3.4102196206764045e-15	5.328846248750755e-15
55606.03000000756	6.903005020914989e-15	1.2006550526294402e-16	5.463961380987125e-15	7.522232048824457e-17	3.3973141956191852e-15	4.577045582698399e-17	7.896849295832196e-15	7.170166731323623e-17	1.2960719979989214e-14	5.810081560830794e-16	5.3516979024020674e-15	7.23655828778583e-15	5.307827800456363e-15	3.346170184734615e-15	4.279497812705838e-15	3.7665081392190136e-15	5.69580084093807e-15	3.119717942040648e-15	4.717953234234889e-15	2.9800492834617348e-15	3.408942204574785e-15	5.3288532713879235e-15
55606.08000000756	6.900152519979666e-15	1.2016015743643956e-16	5.462393946414899e-15	7.519714576318842e-17	3.396313693572485e-15	4.5765702681084616e-17	7.896077354744974e-15	7.169595442093169e-17	1.2960215605634272e-14	5.809416257966591e-16	5.3502550008674926e-15	7.236580225141046e-15	5.3066056753344325e-15	3.3464525703327294e-15	4.278600295087323e-15	3.766788644068328e-15	5.6947737546865155e-15	3.120013270851943e-15	4.717012703121804e-15	2.9803036007290594e-15	3.407668037098255e-15	5.328855218430237e-15
55606.130000007564	6.89731847298477e-15	1.20270334171031e-16	5.460830388889536e-15	7.517513025239828e-17	3.3953127856795345e-15	4.576270733397417e-17	7.895312830819522e-15	7.169318890150037e-17	1.295972130442777e-14	5.809043296870018e-16	5.3488164944312706e-15	7.236595258762003e-15	5.3053863611028345e-15	3.346731220213226e-15	4.277705265884524e-15	3.767065073572424e-15	5.69374923332951e-15	3.1203052396253554e-15	4.716074078125629e-15	2.98055478073151e-15	3.4063971170997955e-15	5.328852089839379e-15
55606.18000000757	6.894502732391832e-15	1.2039616226490843e-16	5.45927073910611e-15	7.51563131407118e-17	3.3943114503315317e-15	4.5761487154742194e-17	7.894555742465803e-15	7.169340487727049e-17	1.2959236973792603e-14	5.808968547762187e-16	5.3473823809478985e-15	7.236603388619352e-15	5.304169855467287e-15	3.3470061336347818e-15	4.276812724111957e-15	3.7673374270096664e-15	5.692727275434036e-15	3.1205938475334037e-15	4.715137357870015e-15	2.980802822738333e-15	3.405129443432664e-15	5.328843885570776e-15
55606.23000000757	6.8917051506878246e-15	1.2053776549904565e-16	5.457715027762451e-15	7.514073710844113e-17	3.393309665918656e-15	4.576206109990301e-17	7.893806108097652e-15	7.169663937772131e-17	1.2958762511158191e-14	5.809197892027012e-16	5.3459526582694975e-15	7.236604614675022e-15	5.3029561561344975e-15	3.3472773098585994e-15	4.275922668785772e-15	3.7676057036607174e-15	5.6917078795677436e-15	3.120879093750674e-15	4.714202540979237e-15	2.9810477260206576e-15	3.4038650149503356e-15	5.328830605573607e-15
55606.28000000757	6.8889255803855255e-15	1.2069526471269687e-16	5.456163285558914e-15	7.512844842309173e-17	3.3923074108296523e-15	4.576444974877259e-17	7.893063946134123e-15	7.170293241060466e-17	1.2958297813960888e-14	5.809737215883068e-16	5.344527324245535e-15	7.23659893688224e-15	5.301745260811425e-15	3.3475447481490435e-15	4.27503509892273e-15	3.767869902808554e-15	5.690691044299618e-15	3.1211609774540223e-15	4.713269626077615e-15	2.9812894898515325e-15	3.402603830506516e-15	5.328812249790783e-15
55606.330000007576	6.886163874021568e-15	1.2086877786720208e-16	5.454615543198751e-15	7.511949702069008e-17	3.39130466345215e-15	4.5768675334825436e-17	7.892329274998498e-15	7.171232702190471e-17	1.295784277964397e-14	5.810592403914357e-16	5.343106376723057e-15	7.236586355185517e-15	5.300537167206635e-15	3.3478084477727228e-15	4.274150013541025e-15	3.7681300237385175e-15	5.689676768198254e-15	3.121439497822399e-15	4.7123386117909515e-15	2.981528113505791e-15	3.401345888955126e-15	5.328788818158961e-15
55606.38000000758	6.8834198841582674e-15	1.2105842009886745e-16	5.453071831387739e-15	7.511393657460174e-17	3.3903014021721364e-15	4.577476177136235e-17	7.891602113118737e-15	7.172486934545894e-17	1.2957397305656367e-14	5.811769332463687e-16	5.341689813546426e-15	7.236566869520659e-15	5.299331873028944e-15	3.3480684079994514e-15	4.273267411660379e-15	3.768386065738265e-15	5.688665049833975e-15	3.121714654036941e-15	4.711409496744762e-15	2.9817635962601445e-15	3.4000911891503185e-15	5.328760310608537e-15
55606.43000000758	6.880693463381309e-15	1.212643037612073e-16	5.4515321808347845e-15	7.511182455372279e-17	3.3892976053742894e-15	4.5782734672713593e-17	7.890882478927391e-15	7.174060864461895e-17	1.2956961320666108e-14	5.813272770952835e-16	5.3402776325576295e-15	7.236540479814752e-15	5.298129375987786e-15	3.3483246281015028e-15	4.272387292300824e-15	3.768638028097781e-15	5.6876558877767665e-15	3.1219864452811066e-15	4.7104822795656125e-15	2.9819959373931656e-15	3.398839729946496e-15	5.3287267270636474e-15
