MJD	GMOS_r	GMOS_r_err	lascumbres_B	lascumbres_B_err	lascumbres_I	lascumbres_I_err	lascumbres_R	lascumbres_R_err	lascumbres_V	lascumbres_V_err	lascumbres_g'	lascumbres_g'_err	lascumbres_i'	lascumbres_i'_err	lascumbres_r'	lascumbres_r'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
56269.0100000025	nan	nan	1.9793604748955538e-14	4.1376289269420943e-16	5.9245288067285854e-15	6.823398165597753e-17	1.7973001238109972e-14	2.0996178565141736e-16	2.6422566170976988e-14	3.286100411323138e-16	2.1851936472340742e-14	8.719622166974004e-16	7.549340228058696e-15	2.543550373474144e-16	1.859486375941475e-14	7.257485504331248e-16	1.953771490362957e-14	4.237804079988315e-16	7.729323213775186e-15	4.3836180084454503e-16	4.838422280839578e-16	2.3384469022512675e-17	2.293199467802382e-15	1.8602700683720019e-16	9.156279934480225e-16	4.9383202229673876e-17	2.670792258797987e-14	4.399717408800945e-16
56269.0600000025	nan	nan	1.973189107728432e-14	4.18785548989227e-16	5.935742571254849e-15	6.836484905969268e-17	1.799129015399941e-14	2.10254321854525e-16	2.6399664957429103e-14	3.267123406191173e-16	2.1781057882680674e-14	8.853253500984125e-16	7.5624390575088e-15	2.5644489706512094e-16	1.8597316109374225e-14	7.353890902132136e-16	1.9479302228384577e-14	4.207328109373857e-16	7.71065770913418e-15	4.2995243632337616e-16	4.827570653294404e-16	2.342181739963386e-17	2.2842732513370034e-15	1.8398776572912088e-16	9.17082540473297e-16	4.913504878518912e-17	2.6676204009514424e-14	4.398798260830816e-16
56269.1100000025	nan	nan	1.9669601018271557e-14	4.235093317868812e-16	5.947074772184278e-15	6.843680143893445e-17	1.8009564533295162e-14	2.1039785775184347e-16	2.6376812638098157e-14	3.243888030659932e-16	2.1710453913652204e-14	8.98664039380738e-16	7.575318755616121e-15	2.5865222900441702e-16	1.859944111832101e-14	7.4529993762973e-16	1.9421315873415167e-14	4.1690860236600686e-16	7.692376618810868e-15	4.196034405328531e-16	4.817051023493099e-16	2.345993863593993e-17	2.27533352992186e-15	1.810744807015997e-16	9.186362397901705e-16	4.8781243058509945e-17	2.6644346521047062e-14	4.398871552621996e-16
56269.16000000251	nan	nan	1.960675546263953e-14	4.2783311546925655e-16	5.9585137577121945e-15	6.842820674512752e-17	1.8027726571320816e-14	2.1031208135642518e-16	2.6353930502273205e-14	3.2161022594046047e-16	2.1640119495422796e-14	9.11938690762511e-16	7.587974091965677e-15	2.6096138410712083e-16	1.860120137937233e-14	7.553955823899589e-16	1.9363733747584433e-14	4.123775024757334e-16	7.674449265795169e-15	4.0733632131276015e-16	4.806855326188098e-16	2.3500513071517458e-17	2.26638845501547e-15	1.7729705363142294e-16	9.202756421680409e-16	4.832923251670734e-17	2.661232983140902e-14	4.400160758706095e-16
56269.21000000251	nan	nan	1.954337529724392e-14	4.316729858908009e-16	5.970047877600674e-15	6.832083368810338e-17	1.8045678459928067e-14	2.099290730865981e-16	2.633093983852382e-14	3.183548184289819e-16	2.1570049559889737e-14	9.251111838361524e-16	7.60039982963789e-15	2.633574779318777e-16	1.8602559458626323e-14	7.655965181072611e-16	1.9306533762240805e-14	4.072266544620101e-16	7.656844983055275e-15	3.9318302496304227e-16	4.796975504357573e-16	2.3545521039514698e-17	2.257446175231284e-15	1.7267351638276234e-16	9.219873016314045e-16	4.778899257825817e-17	2.658013364781426e-14	4.402919039222389e-16
56269.26000000251	nan	nan	1.9479481405277014e-14	4.3496240044594483e-16	5.981665482933303e-15	6.809995657655485e-17	1.8063322385742947e-14	2.0919349491767656e-16	2.6307761933983136e-14	3.146088643255353e-16	2.150023904068236e-14	9.381449264457939e-16	7.6125907250816e-15	2.658264782738508e-16	1.860347789342329e-14	7.758295125441381e-16	1.9249693831071945e-14	4.015626762722377e-16	7.639533112478356e-15	3.77188564786966e-16	4.787403508979017e-16	2.3597233375434368e-17	2.248514836886203e-15	1.6723188390282276e-16	9.237577748819947e-16	4.717333311010585e-17	2.6547737675698608e-14	4.407427692411386e-16
56269.310000002515	nan	nan	1.941509466632445e-14	4.3765217128940363e-16	5.993354925882112e-15	6.775443430297845e-17	1.808056052841204e-14	2.0806264836814726e-16	2.628431807370561e-14	3.103674347894349e-16	2.1430682873066206e-14	9.510048866445068e-16	7.624541527984821e-15	2.683552697322749e-16	1.8603919190600504e-14	7.860277220767163e-16	1.9193191869955347e-14	3.955139821058104e-16	7.622483003808038e-15	3.594150208380464e-16	4.778131298802975e-16	2.3658197613906504e-17	2.2396025845500088e-15	1.6101290295259405e-16	9.255736207208774e-16	4.6498256971633794e-17	2.6515121618554063e-14	4.4139941597180543e-16
56269.36000000252	nan	nan	1.935023595653856e-14	4.3971037385649063e-16	6.005104559461364e-15	6.727679279530652e-17	1.8097295058832247e-14	2.065065192723673e-16	2.626052953995861e-14	3.056351911015129e-16	2.1361375993968636e-14	9.636576060569663e-16	7.636246981147297e-15	2.7093169783825353e-16	1.8603845824748756e-14	7.961306844244925e-16	1.9137005796820276e-14	3.892332672125808e-16	7.605664013583861e-15	3.399476933118968e-16	4.769150840125943e-16	2.3731219058047353e-17	2.2307175615937335e-15	1.5407411596093622e-16	9.27421399471256e-16	4.578335797411321e-17	2.6482265177787795e-14	4.422949541167049e-16
56269.41000000252	nan	nan	1.9284926148826594e-14	4.4112224960457597e-16	6.01690273728895e-15	6.666333522320823e-17	1.8113428137409083e-14	2.0450790321021968e-16	2.6236317611573152e-14	3.0042731760402006e-16	2.129231334188969e-14	9.760711983864671e-16	7.647701820352092e-15	2.7354459537636205e-16	1.860322023646707e-14	8.06084218958964e-16	1.90811135314903e-14	3.8289995868636893e-16	7.589045504079028e-15	3.189047446442271e-16	4.760454106564806e-16	2.381933594449819e-17	2.2218679107385303e-15	1.4649588598569505e-16	9.292876724003678e-16	4.505223131295153e-17	2.644914805255554e-14	4.4346455869564677e-16
56269.460000002524	nan	nan	1.9219186112847752e-14	4.4189014396953333e-16	6.028737813348758e-15	6.591430014997166e-17	1.8128861912286424e-14	2.0206268635692784e-16	2.621160356326659e-14	2.9477062420227633e-16	2.122348985690764e-14	9.882153362900242e-16	7.658900774236356e-15	2.7618379342676443e-16	1.8602004830617187e-14	8.158402589507985e-16	1.9025492995539007e-14	3.767223042330865e-16	7.572596842241259e-15	2.9645265738095954e-16	4.752033078830414e-16	2.392578805021083e-17	2.21306177460404e-15	1.3839035946335319e-16	9.311590011421683e-16	4.433284764752557e-17	2.641574993961181e-14	4.449451145881531e-16
56269.51000000253	nan	nan	1.9153036715270146e-14	4.4203349682302266e-16	6.040598141747227e-15	6.503408438857501e-17	1.8143498517592198e-14	1.991803419292698e-16	2.618630866491157e-14	2.8870485493972097e-16	2.115490048059206e-14	1.000061229326491e-15	7.669838564163751e-15	2.7884011946680807e-16	1.8600161974573584e-14	8.253566353585254e-16	1.89701221121494e-14	3.709386006338152e-16	7.55628739863032e-15	2.72831639993734e-16	4.743879744502106e-16	2.4053978309869207e-17	2.2043072962571092e-15	1.2991477877490631e-16	9.330219471197925e-16	4.365781172724991e-17	2.6382050533145916e-14	4.467748069598546e-16
56269.56000000253	nan	nan	1.9086498819944107e-14	4.4158888059048886e-16	6.0524720764746066e-15	6.40315439000937e-17	1.8157240071680745e-14	1.9588469020410596e-16	2.6160354180965596e-14	2.822842315631526e-16	2.108654015601832e-14	1.011581595269811e-15	7.680509904094694e-15	2.8150538463960974e-16	1.8597653996475247e-14	8.345968274347177e-16	1.8914978805956772e-14	3.658168716227963e-16	7.540086546358962e-15	2.4839837812614227e-16	4.735986097801243e-16	2.4207427343613633e-17	2.195612619760209e-15	1.2129096959508092e-16	9.348630709677696e-16	4.3064389989567286e-17	2.6348029524638345e-14	4.489926596636438e-16
56269.61000000253	nan	nan	1.9019593287890254e-14	4.406100602352274e-16	6.064347971164835e-15	6.292038143311875e-17	1.816998867537412e-14	1.922149564174386e-16	2.6133661369684797e-14	2.7557924446303897e-16	2.1018403827687328e-14	1.0227506266596833e-15	7.690909500458057e-15	2.84172362028996e-16	1.8594443183475476e-14	8.435296916613611e-16	1.886004100291362e-14	3.6165214065229185e-16	7.523963660029814e-15	2.236991237185438e-16	4.728344139366168e-16	2.438972122937658e-17	2.1869858907199547e-15	1.128326669488848e-16	9.366689319545927e-16	4.259415727206572e-17	2.6313666602687996e-14	4.516380267984647e-16
56269.660000002536	nan	nan	1.8952340977550466e-14	4.3916802661591437e-16	6.076214178854306e-15	6.17196219065863e-17	1.8181646410200626e-14	1.8822713982113526e-16	2.6106151482519348e-14	2.6867867136539753e-16	2.095048644151328e-14	1.0335439541627735e-15	7.701032052021574e-15	2.868347575210653e-16	1.8590491779988274e-14	8.521291773295174e-16	1.8805286630124797e-14	3.5876040079864033e-16	7.507888114678195e-15	1.9959389556507262e-16	4.720945876026543e-16	2.4604453371552487e-17	2.1784352568355476e-15	1.0497992271445432e-16	9.384260874049356e-16	4.229209849582333e-17	2.6278941452874693e-14	4.54750045707482e-16
56269.71000000254	nan	nan	1.8884762744907426e-14	4.373509298469557e-16	6.088059051743957e-15	6.045416302939476e-17	1.8192115336640475e-14	1.8399567001223782e-16	2.6077745763414073e-14	2.6169174709356866e-16	2.0882782944779067e-14	1.043938607987861e-15	7.710872249763135e-15	2.8948717456902114e-16	1.8585761985934808e-14	8.603740344490416e-16	1.8750693615723065e-14	3.5746859348694173e-16	7.491829284707764e-15	1.7745447818724816e-16	4.713783320577383e-16	2.485516187748636e-17	2.1699688684477882e-15	9.833129076802305e-17	9.40121092122035e-16	4.220503408550304e-17	2.6243833757586882e-14	4.583670628333237e-16
56269.76000000254	nan	nan	1.8816879443568282e-14	4.352638116840517e-16	6.0998709409573514e-15	5.915536558915654e-17	1.82012974923616e-14	1.7961526061975682e-16	2.6048365448132097e-14	2.5475031352941057e-16	2.08152882860917e-14	1.053912978393179e-15	7.720424776741143e-15	2.9212507394100844e-16	1.858021595498722e-14	8.682475175327341e-16	1.86962398886995e-14	3.581004945406097e-16	7.47575654283215e-15	1.594134713449464e-16	4.706848491554984e-16	2.5145264396720482e-17	2.1615948790872493e-15	9.364496462954085e-17	9.417404978097436e-16	4.237934537947646e-17	2.620832319587576e-14	4.625260466464694e-16
56269.810000002544	nan	nan	1.8748711924967836e-14	4.33028006209064e-16	6.111638196298475e-15	5.78616107602159e-17	1.820909489046148e-14	1.752027593490201e-16	2.6017931763566487e-14	2.4801063438389006e-16	2.0747997415358892e-14	1.0634467760792628e-15	7.72968430796492e-15	2.9474472931133135e-16	1.8573815792812298e-14	8.757370870953385e-16	1.8641903378773894e-14	3.609593891762074e-16	7.459639259014002e-15	1.4843459141924623e-16	4.700133413010676e-16	2.5477992832505732e-17	2.1533214460234983e-15	9.175651084194859e-17	9.43270852494729e-16	4.2858163757205954e-17	2.6172389443293563e-14	4.672620041605342e-16
56269.86000000255	nan	nan	1.868028103846715e-14	4.3078004980467337e-16	6.123349166016041e-15	5.661869706630159e-17	1.8215409517708425e-14	1.7089862039533834e-16	2.598636592709904e-14	2.416543588552893e-16	2.0680905283733348e-14	1.072520993122476e-15	7.738645510265355e-15	2.973431793647325e-16	1.8566523555311043e-14	8.828341093705562e-16	1.8587662045710063e-14	3.663092014041479e-16	7.443446842485726e-15	1.476093067846877e-16	4.693630130532743e-16	2.5856308116866273e-17	2.1451566237049647e-15	9.337416741768505e-17	9.446988589244769e-16	4.3677957588315363e-17	2.6136012204610246e-14	4.726073368820271e-16
56269.91000000255	nan	nan	1.861160763152387e-14	4.286699194342243e-16	6.134992196559906e-15	5.5479878112164994e-17	1.822014333277902e-14	1.668673839543528e-16	2.5953589145871264e-14	2.3588787565777437e-16	2.0614006843594916e-14	1.081117864938254e-15	7.747303042164875e-15	2.999181769179768e-16	1.855830124685852e-14	8.895335536996234e-16	1.853350009758864e-14	3.7427520779436864e-16	7.427157831089398e-15	1.5815807131812942e-16	4.687331951791015e-16	2.628112746482383e-17	2.1371043075340184e-15	9.866056311403482e-17	9.460173952374892e-16	4.484896344505059e-17	2.6099178149455814e-14	4.785740328403856e-16
56269.96000000255	nan	nan	1.854271254979382e-14	4.2685841185922834e-16	6.146555632341916e-15	5.4505266313529334e-17	1.822319826450049e-14	1.632962646369827e-16	2.5919522616172784e-14	2.309390755445422e-16	2.054729704849375e-14	1.0892208336756852e-15	7.755651553747168e-15	3.0246813542482837e-16	1.854911081854093e-14	8.958336862537297e-16	1.8479415682658498e-14	3.8473690474560245e-16	7.410771135073829e-15	1.7829228534340554e-16	4.681234320061252e-16	2.6750111673371733e-17	2.1291629889845695e-15	1.0715202242572756e-16	9.472273627625612e-16	4.634988486059854e-17	2.606188949155694e-14	4.851321759317508e-16
56270.010000002556	nan	nan	1.8473616637289368e-14	4.255134967846033e-16	6.158027815494538e-15	5.3760280827175925e-17	1.8224476210085977e-14	1.6039072180325495e-16	2.5884087522694747e-14	2.2705046628093116e-16	2.048077085312801e-14	1.096814513298239e-15	7.76368568652767e-15	3.0499207311508335e-16	1.853891416638824e-14	9.017357581405406e-16	1.842540883564654e-14	3.9750193489243196e-16	7.394288416315747e-15	2.0527431311459272e-16	4.675332889761751e-16	2.7260396252933624e-17	2.121330803043901e-15	1.1819840320252528e-16	9.483301942781894e-16	4.815171905512954e-17	2.6024150544496157e-14	4.922440818217825e-16
56270.06000000256	nan	nan	1.8404340736481034e-14	4.2480553566984404e-16	6.169397085631562e-15	5.331285848973846e-17	1.8223879033371406e-14	1.5836590790636983e-16	2.58472050379032e-14	2.244678623426681e-16	2.041442321330041e-14	1.1038846566039513e-15	7.771400073322796e-15	3.074895549281289e-16	1.8527673129611333e-14	9.072436855050008e-16	1.8371479591586568e-14	4.123488758977941e-16	7.37771133110712e-15	2.367912325545956e-16	4.669623319937648e-16	2.7808951762795463e-17	2.1136058895900306e-15	1.311743142532842e-16	9.4932731752898e-16	5.022210637409847e-17	2.5985965617993474e-14	4.998702653989874e-16
56270.11000000256	nan	nan	1.833490568849768e-14	4.249013643402358e-16	6.1806517796070136e-15	5.3229344089997434e-17	1.8221308563060618e-14	1.574334389997526e-16	2.5808796321356697e-14	2.234246989926314e-16	2.034824908587028e-14	1.1104181243101797e-15	7.778789338119808e-15	3.099606323299739e-16	1.8515349488830172e-14	9.123637189094864e-16	1.831762798581931e-14	4.2904340151853244e-16	7.361041530219098e-15	2.7124894109204013e-16	4.664101274139125e-16	2.8392651018476844e-17	2.105986393277463e-15	1.4556739602274428e-16	9.502201552862422e-16	5.25277381791578e-17	2.594733901794383e-14	5.07970101146648e-16
56270.160000002565	nan	nan	1.8265332161896685e-14	4.259542127990899e-16	6.1917802491529264e-15	5.356924852597236e-17	1.821666681731269e-14	1.5778381578070623e-16	2.5768783833271292e-14	2.2412014268403716e-16	2.0282243428739077e-14	1.1164028563247539e-15	7.785848542142146e-15	3.1240542998769684e-16	1.8501908139762967e-14	9.171025342769887e-16	1.826385405400192e-14	4.473512425793625e-16	7.344280658963458e-15	3.0761782182597624e-16	4.658762420299109e-16	2.900832746587882e-17	2.0984704634226307e-15	1.6098851340232533e-16	9.51010125408798e-16	5.503613954154899e-17	2.590827504644969e-14	5.165024111629647e-16
56270.21000000257	nan	nan	1.8195634163925127e-14	4.2797651758127914e-16	6.202774632668697e-15	5.4356714046479064e-17	1.8209903762916413e-14	1.5948895415645091e-16	2.572714111175396e-14	2.265781261153952e-16	2.0216401200794657e-14	1.1218278452732422e-15	7.792579413965967e-15	3.148191876578115e-16	1.8487361430584763e-14	9.214450706690447e-16	1.8210157832113895e-14	4.670473852829248e-16	7.327430357256406e-15	3.4523320539500643e-16	4.653602430611881e-16	2.9652824088248465e-17	2.0910562538898632e-15	1.7715052072373754e-16	9.516986409033397e-16	5.771681432582234e-17	2.5868778001860727e-14	5.254259742444297e-16
56270.26000000257	nan	nan	1.812581704898703e-14	4.308023402764026e-16	6.213635520942327e-15	5.55499936624431e-17	1.820107639312864e-14	1.6239803791915192e-16	2.5683908050910212e-14	2.3060806437940304e-16	2.015071736187561e-14	1.126683112310325e-15	7.798988812656916e-15	3.1719346284164526e-16	1.8471758224755946e-14	9.253598946172685e-16	1.815653935644383e-14	4.879217739996857e-16	7.310492259678918e-15	3.8365411387756924e-16	4.648616981410847e-16	3.0323032918473153e-17	2.0837419229776173e-15	1.9384209853584024e-16	9.522871099846112e-16	6.054185662273936e-17	2.5828852178787912e-14	5.346999544556403e-16
56270.31000000257	nan	nan	1.8055885592294943e-14	4.342438375077267e-16	6.22436464549391e-15	5.709083769785887e-17	1.8190256149389954e-14	1.6630607264855772e-16	2.5639128966380232e-14	2.3597584147708446e-16	2.0085186872737824e-14	1.1309596852727865e-15	7.805083720611667e-15	3.1952010195884265e-16	1.8455148267488906e-14	9.288169588771186e-16	1.810299866359677e-14	5.097822066343492e-16	7.293467995540472e-15	4.2257663504785937e-16	4.643801753046946e-16	3.101592574046009e-17	2.0765256333043745e-15	2.109059363042298e-16	9.527769361355874e-16	6.348617245632922e-17	2.578850186816345e-14	5.442842515887005e-16
56270.360000002576	nan	nan	1.7985844568120138e-14	4.3810915046291816e-16	6.234963734484983e-15	5.891692487160599e-17	1.8177514435891263e-14	1.7099665246068143e-16	2.5592848160005657e-14	2.424340489183529e-16	2.0019804695019927e-14	1.1346495791441617e-15	7.810871111519153e-15	3.2179137382432386e-16	1.843758124719065e-14	9.317882557699032e-16	1.8049535790495316e-14	5.324552116147842e-16	7.276359188939863e-15	4.617825976669599e-16	4.639152429767224e-16	3.1728576886675595e-17	2.0694055516954304e-15	2.282227189408851e-16	9.531695181676772e-16	6.652744775132211e-17	2.5747731357259723e-14	5.541397787525056e-16
56270.41000000258	nan	nan	1.791569874982552e-14	4.422083290794302e-16	6.245434512754768e-15	6.096626913492017e-17	1.8162922620858946e-14	1.7625699555110863e-16	2.5545109920282635e-14	2.4973779629151903e-16	1.9954565791194256e-14	1.1377457788602374e-15	7.816357950527624e-15	3.2399999370599935e-16	1.8419106797784647e-14	9.34247979091549e-16	1.7996150774384024e-14	5.557856121904622e-16	7.259167458826106e-15	5.011090170498118e-16	4.634664699592847e-16	3.245817920415048e-17	2.062379849069204e-15	2.4569994397860256e-16	9.534662502799764e-16	6.964596990900136e-17	2.570654492972323e-14	5.642286741434813e-16
56270.46000000258	nan	nan	1.7845452909880558e-14	4.463579044433137e-16	6.255778701852262e-15	6.318028745541884e-17	1.8146552037836176e-14	1.8188805810081568e-16	2.549595852269097e-14	2.57655821919874e-16	1.9889465124541207e-14	1.1402422244493226e-15	7.82155119441124e-15	3.2613914270793147e-16	1.839977450102737e-14	9.361726630122045e-16	1.7942843652815452e-14	5.79635327557048e-16	7.241894419061953e-15	5.404295386034083e-16	4.630334254198055e-16	3.320205430484299e-17	2.0554467003240634e-15	2.632642412901691e-16	9.536685221195447e-16	7.282437840840977e-17	2.566494686560499e-14	5.7451445505693705e-16
56270.510000002585	nan	nan	1.7775111819941944e-14	4.503841735294204e-16	6.265998020074414e-15	6.550558201979952e-17	1.8128473986960386e-14	1.8771007772516073e-16	2.544543823008597e-14	2.6597704488843764e-16	1.9824497659102436e-14	1.1421337984821655e-15	7.826457791737435e-15	3.282024831356966e-16	1.8379633888825188e-14	9.375413022809972e-16	1.7889614463678802e-14	6.038817994327762e-16	7.224541678483053e-15	5.796428775009496e-16	4.626156788788871e-16	3.395765817495433e-17	2.0486042842254066e-15	2.8085610170625595e-16	9.537777188403856e-16	7.604739275286029e-17	2.5622941441409896e-14	5.849621224131138e-16
56270.56000000259	nan	nan	1.7704680250805816e-14	4.541253622199069e-16	6.2760941824954485e-15	6.789471285784451e-17	1.8108759736253353e-14	1.935646494103708e-16	2.5393593293090793e-14	2.7451347583716184e-16	1.975965835966191e-14	1.1434163158616016e-15	7.831084683033399e-15	3.3018417044431177e-16	1.8358734445546214e-14	9.383354576455983e-16	1.7836463245165047e-14	6.284162977901527e-16	7.207110840961552e-15	6.1866542164127135e-16	4.6221280019808175e-16	3.472258312354732e-17	2.041850783292385e-15	2.984262317289501e-16	9.537952211631745e-16	7.930154607122821e-17	2.5580532930113467e-14	5.955382239274225e-16
56270.61000000259	nan	nan	1.763416297250633e-14	4.574328782052975e-16	6.2860689010057316e-15	7.030628738643605e-17	1.8087480522894833e-14	1.9931455045349335e-16	2.5340467950504857e-14	2.8310061029622244e-16	1.9694942191675683e-14	1.1440865159092628e-15	7.835438800952234e-15	3.320788623070283e-16	1.8337125610333668e-14	9.385393500090932e-16	1.778339003580253e-14	6.531422586965175e-16	7.189603505465029e-15	6.574263729054468e-16	4.618243595678667e-16	3.5494556929295636e-17	2.0351843836856075e-15	3.1593300319124325e-16	9.537224054342111e-16	8.257493920186955e-17	2.5537725601202817e-14	6.062108834475616e-16
56270.660000002594	nan	nan	1.7563564754363505e-14	4.601718705170588e-16	6.295923884341098e-15	7.270464823480706e-17	1.8064707554511565e-14	2.048423162379521e-16	2.5286106429607893e-14	2.9159630066431754e-16	1.9630344121260747e-14	1.1441420567994277e-15	7.83952707043947e-15	3.3388172528302465e-16	1.8314856779418028e-14	9.381399464758733e-16	1.7730394874436043e-14	6.779737378309879e-16	7.172021266118511e-15	6.9586447518131e-16	4.614499274954944e-16	3.627143991325117e-17	2.0286032750939735e-15	3.333406444509121e-16	9.53560643684736e-16	8.585702162722343e-17	2.5494523720709287e-14	6.169498032832839e-16
56270.7100000026	nan	nan	1.749289036492343e-14	4.622212919588761e-16	6.3056608381211635e-15	7.505936395113484e-17	1.80405120104432e-14	2.1004826608187286e-16	2.5230552946622527e-14	2.9987885136214616e-16	1.956585911515046e-14	1.1435815123179093e-15	7.843356408899695e-15	3.355884395050428e-16	1.8291977308420454e-14	9.37127041094294e-16	1.7677477800229767e-14	7.028340181578978e-16	7.154365712264458e-15	7.339257588408533e-16	4.610890747928431e-16	3.705122053824688e-17	2.0221056506225497e-15	3.5061793881763047e-16	9.533113036894392e-16	8.913840067175045e-17	2.5450931551241912e-14	6.277262454742549e-16
56270.7600000026	nan	nan	1.74221445720539e-14	4.634736290060574e-16	6.315281464880173e-15	7.734465445988131e-17	1.801496504303679e-14	2.1484841058199137e-16	2.517385170703841e-14	3.0784483076718637e-16	1.950148214065219e-14	1.1424043709834737e-15	7.84693372636179e-15	3.3719520174991887e-16	1.826853651466664e-14	9.354933327788072e-16	1.7624638852677183e-14	7.276543829154284e-16	7.136638428524273e-15	7.715619515954343e-16	4.607413725643537e-16	3.7832010018026074e-17	2.0156897066801285e-15	3.677372741695746e-16	9.529757490256757e-16	9.241067769565737e-17	2.5406953352020497e-14	6.38512997117554e-16
56270.8100000026	nan	nan	1.735133214301613e-14	4.638344290969664e-16	6.324787464102545e-15	7.953882754307869e-17	1.7988137778923708e-14	2.1917247712171013e-16	2.511604690602864e-14	3.154068948917134e-16	1.943720816562278e-14	1.1406110375548485e-15	7.850265925645641e-15	3.386987272042993e-16	1.8244583679488166e-14	9.332345025979745e-16	1.7571878071591157e-14	7.523730494011921e-16	7.118840994858502e-15	8.087293358356909e-16	4.604063921948798e-16	3.86120363165105e-17	2.0093536428668246e-15	3.846739389183502e-16	9.525553391319235e-16	9.566630873993773e-17	2.536259337891481e-14	6.492843240432989e-16
56270.860000002605	nan	nan	1.728045784438407e-14	4.632217235043454e-16	6.334180532255657e-15	8.162376515675525e-17	1.7960101320290548e-14	2.229621648479955e-16	2.505718272881002e-14	3.224917793020313e-16	1.9373032158408382e-14	1.1382028369675673e-15	7.853359902527253e-15	3.400962501885474e-16	1.822016805052779e-14	9.303492923292522e-16	1.751919549711789e-14	7.769342509662063e-16	7.1009749866266886e-15	8.45387911235884e-16	4.600837053376428e-16	3.9389637829934715e-17	2.0030956618621556e-15	4.014055930954796e-16	9.520514293660044e-16	9.88984866206903e-17	2.5317855884461353e-14	6.600159163652183e-16
56270.91000000261	nan	nan	1.7209526442184845e-14	4.615654172579045e-16	6.343462362825806e-15	8.358447535397158e-17	1.7930926746163704e-14	2.261696671416166e-16	2.499730335102887e-14	3.290385279557081e-16	1.9308949087829954e-14	1.1351820207477047e-15	7.856222545904986e-15	3.4138552405331936e-16	1.819533884404373e-14	9.268395859120892e-16	1.746659116972188e-14	8.012874512827374e-16	7.0830419746483294e-15	8.815007700612738e-16	4.597728839020685e-16	4.016325697178151e-17	1.996913969313028e-15	4.1791186558518277e-16	9.51465371064093e-16	1.0210104146168346e-16	2.527274511791975e-14	6.706848287768785e-16
56270.96000000261	nan	nan	1.713854270186291e-14	4.58806696804467e-16	6.3526346463494704e-15	8.540871257056047e-17	1.7900685113687956e-14	2.2875646096061125e-16	2.493645293915389e-14	3.349969763827631e-16	1.924495392313756e-14	1.1315517759670317e-15	7.858860737964328e-15	3.425648204247479e-16	1.817014524721119e-14	9.227104951640254e-16	1.7414065130200942e-14	8.253866740716443e-16	7.065043525262103e-15	9.170336233027862e-16	4.594735000417959e-16	4.0931433822031026e-17	1.9908067737216035e-15	4.341740434056161e-16	9.507985115981861e-16	1.052683568733565e-16	2.5227265325285536e-14	6.812694178581832e-16
56271.010000002614	nan	nan	1.7067511388351753e-14	4.548974909575382e-16	6.361699070447063e-15	8.708666236750508e-17	1.7869447459405577e-14	2.306923448847945e-16	2.4874675650829372e-14	3.4032647910825136e-16	1.9181041633956892e-14	1.1273162368118857e-15	7.861281354344453e-15	3.4363292793260727e-16	1.8144636420421792e-14	9.179704508480264e-16	1.736161741968331e-14	8.491899323809936e-16	7.04698120038648e-15	9.51954435534734e-16	4.591851261424873e-16	4.1692799954945874e-17	1.984772286333901e-15	4.501748289992012e-16	9.500521944347844e-16	1.0839529930015642e-16	2.5181420749339955e-14	6.91749278184298e-16
56271.06000000262	nan	nan	1.6996437266097792e-14	4.498000103600376e-16	6.370657319858471e-15	8.861068383384756e-17	1.7837284800530524e-14	2.3195470224654337e-16	2.481201563529967e-14	3.4499485852937964e-16	1.9117207190283663e-14	1.1224804988542351e-15	7.863491264301991e-15	3.44589150517341e-16	1.811886149958432e-14	9.126312998845374e-16	1.7309248079616232e-14	8.726587427617036e-16	7.028856557579025e-15	9.8623313936126e-16	4.5890733480981e-16	4.2446072523401506e-17	1.978808721027656e-15	4.658981483783564e-16	9.492277591925934e-16	1.11477158395146e-16	2.5135215629670662e-14	7.021051785905742e-16
56271.11000000262	nan	nan	1.6925325099066376e-14	4.4348638466567423e-16	6.379511076476263e-15	8.99751020455595e-17	1.7804268136228635e-14	2.325279668416849e-16	2.4748517033740837e-14	3.489775481011057e-16	1.9053445562420102e-14	1.1170506361301598e-15	7.86549733087729e-15	3.454333053825965e-16	1.809286959842539e-14	9.06708409175798e-16	1.7256957151789465e-14	8.957577115321558e-16	7.010671150097003e-15	1.0198414089676106e-15	4.586396988573564e-16	4.3190048649460716e-17	1.972914294201259e-15	4.813289977399105e-16	9.483265417002964e-16	1.1450959660417215e-16	2.5088654202714924e-14	7.123189996145664e-16
56271.16000000262	nan	nan	1.6854179650759694e-14	4.359384141267932e-16	6.388262019377911e-15	9.117604323415516e-17	1.777046844889346e-14	2.3240327315351514e-16	2.4684223979664017e-14	3.52256902781843e-16	1.8989751720943743e-14	1.111033721120194e-15	7.867306411058944e-15	3.4616572062186575e-16	1.8066709810783506e-14	9.002207761201905e-16	1.720474467831106e-14	9.184541819869294e-16	6.9924265269550156e-15	1.05275247816518e-15	4.583817912945587e-16	4.392360014977463e-17	1.9670872246618227e-15	4.964533194998151e-16	9.473498740544257e-16	1.1748860643340266e-16	2.5041740701786037e-14	7.223736728644393e-16
