#wls	flux	flux_err
4020.0000	1.2564e+00	5.9646e-01
4029.2000	1.2680e+00	5.9646e-01
4038.4000	1.3009e+00	5.9646e-01
4047.6000	1.2647e+00	5.9356e-01
4056.8000	1.2791e+00	3.2445e-01
4066.0000	1.2975e+00	2.8536e-01
4075.2000	1.2400e+00	3.1205e-01
4084.4000	1.2074e+00	3.0643e-01
4093.6000	1.1456e+00	2.9748e-01
4102.8000	1.0630e+00	1.5500e-01
4112.0000	9.7590e-01	1.4946e-01
4121.2000	8.4778e-01	2.3527e-01
4130.4000	7.4902e-01	3.1927e-01
4139.6000	7.8441e-01	3.1981e-01
4148.8000	7.6959e-01	3.6147e-01
4158.0000	8.0243e-01	3.9313e-01
4167.2000	8.1567e-01	3.3424e-01
4176.4000	8.3629e-01	2.5113e-01
4185.6000	8.2935e-01	2.3919e-01
4194.8000	7.9745e-01	1.9585e-01
4204.0000	7.9561e-01	1.9611e-01
4213.2000	8.1351e-01	1.9116e-01
4222.4000	7.9841e-01	2.1076e-01
4231.6000	7.8564e-01	2.1934e-01
4240.8000	7.7127e-01	1.8797e-01
4250.0000	7.0684e-01	1.9574e-01
4259.2000	6.9927e-01	2.2157e-01
4268.4000	6.9988e-01	1.7546e-01
4277.6000	6.8084e-01	2.1523e-01
4286.8000	6.7762e-01	2.2424e-01
4296.0000	7.1124e-01	1.7087e-01
4305.2000	7.2687e-01	1.6449e-01
4314.4000	7.5298e-01	1.3978e-01
4323.6000	7.4284e-01	1.1928e-01
4332.8000	7.3858e-01	1.1892e-01
4342.0000	7.0778e-01	1.1495e-01
4351.2000	7.4797e-01	8.3456e-02
4360.4000	6.9872e-01	1.3699e-01
4369.6000	6.9581e-01	2.5476e-01
4378.8000	6.4697e-01	2.4091e-01
4388.0000	6.3929e-01	2.4836e-01
4397.2000	6.4050e-01	2.4958e-01
4406.4000	6.7993e-01	2.1825e-01
4415.6000	7.2289e-01	1.2809e-01
4424.8000	7.5564e-01	1.5627e-01
4434.0000	8.2514e-01	2.8621e-01
4443.2000	8.7123e-01	3.1731e-01
4452.4000	9.0618e-01	3.1253e-01
4461.6000	9.3958e-01	3.1315e-01
4470.8000	9.6749e-01	3.1399e-01
4480.0000	9.7354e-01	1.4990e-01
4489.2000	9.0513e-01	1.4967e-01
4498.4000	8.7713e-01	1.3141e-01
4507.6000	8.2861e-01	1.2982e-01
4516.8000	8.2148e-01	7.2101e-02
4526.0000	8.2541e-01	6.9500e-02
4535.2000	8.2323e-01	1.6522e-01
4544.4000	8.2541e-01	1.6370e-01
4553.6000	8.8103e-01	1.7335e-01
4562.8000	8.8441e-01	1.9114e-01
4572.0000	9.3474e-01	2.0041e-01
4581.2000	9.3524e-01	1.0173e-01
4590.4000	9.2790e-01	1.2526e-01
4599.6000	9.7398e-01	1.3189e-01
4608.8000	9.9613e-01	9.1807e-02
4618.0000	1.0006e+00	9.3581e-02
4627.2000	1.0007e+00	1.0478e-01
4636.4000	1.0242e+00	9.7682e-02
4645.6000	1.0158e+00	1.0173e-01
4654.8000	1.0025e+00	1.3111e-01
4664.0000	1.0194e+00	1.2057e-01
4673.2000	1.0390e+00	1.5614e-01
4682.4000	1.0668e+00	1.5488e-01
4691.6000	1.0786e+00	1.5415e-01
4700.8000	1.0718e+00	1.2738e-01
4710.0000	1.0527e+00	1.4561e-01
4719.2000	1.0578e+00	1.1514e-01
4728.4000	1.0583e+00	1.1043e-01
4737.6000	1.0392e+00	1.1575e-01
4746.8000	9.8390e-01	1.1627e-01
4756.0000	9.5663e-01	8.9056e-02
4765.2000	9.2750e-01	8.0568e-02
4774.4000	8.9597e-01	8.4157e-02
4783.6000	8.6689e-01	7.2043e-02
4792.8000	8.3524e-01	1.0574e-01
4802.0000	8.4665e-01	9.8198e-02
4811.2000	8.1230e-01	1.1781e-01
4820.4000	7.9530e-01	1.2025e-01
4829.6000	7.7115e-01	1.2288e-01
4838.8000	7.8637e-01	7.9082e-02
4848.0000	7.7614e-01	8.5471e-02
4857.2000	7.5626e-01	1.1276e-01
4866.4000	7.3857e-01	9.6787e-02
4875.6000	7.2108e-01	9.7681e-02
4884.8000	7.1504e-01	1.3789e-01
4894.0000	7.0733e-01	1.3899e-01
4903.2000	6.8018e-01	1.1594e-01
4912.4000	6.6165e-01	1.2746e-01
4921.6000	6.6316e-01	1.2019e-01
4930.8000	6.9588e-01	6.6848e-02
4940.0000	7.4257e-01	8.7034e-02
4949.2000	7.8223e-01	7.6550e-02
4958.4000	8.1002e-01	7.2368e-02
4967.6000	8.0932e-01	6.9445e-02
4976.8000	8.5587e-01	9.0554e-02
4986.0000	9.2769e-01	5.0706e-02
4995.2000	9.9728e-01	4.8998e-02
5004.4000	1.0668e+00	1.4168e-01
5013.6000	1.1073e+00	1.4394e-01
5022.8000	1.1319e+00	1.4636e-01
5032.0000	1.1389e+00	2.3132e-01
5041.2000	1.1378e+00	2.4105e-01
5050.4000	1.0970e+00	2.3554e-01
5059.6000	1.0472e+00	2.2440e-01
5068.8000	9.9146e-01	2.2619e-01
5078.0000	9.4305e-01	1.4648e-01
5087.2000	8.8362e-01	8.7288e-02
5096.4000	8.4332e-01	7.1991e-02
5105.6000	8.1258e-01	6.9298e-02
5114.8000	7.8829e-01	7.0129e-02
5124.0000	7.6677e-01	7.0787e-02
5133.2000	8.0473e-01	7.2965e-02
5142.4000	8.6157e-01	6.1272e-02
5151.6000	9.1018e-01	5.7701e-02
5160.8000	9.1729e-01	8.3024e-02
5170.0000	9.0939e-01	9.3450e-02
5179.2000	9.1004e-01	8.6500e-02
5188.4000	9.0920e-01	9.3061e-02
5197.6000	8.9786e-01	9.0657e-02
5206.8000	8.7544e-01	8.3247e-02
5216.0000	8.7076e-01	7.9448e-02
5225.2000	8.5293e-01	7.7283e-02
5234.4000	8.6588e-01	5.8442e-02
5243.6000	8.7760e-01	5.7099e-02
5252.8000	8.9962e-01	3.8858e-02
5262.0000	9.3213e-01	5.9106e-02
5271.2000	9.5891e-01	6.9263e-02
5280.4000	9.8872e-01	7.4209e-02
5289.6000	9.9893e-01	7.6104e-02
5298.8000	1.0217e+00	7.0383e-02
5308.0000	1.0469e+00	6.6535e-02
5317.2000	1.0594e+00	5.5114e-02
5326.4000	1.0689e+00	3.8869e-02
5335.6000	1.0832e+00	4.7555e-02
5344.8000	1.0915e+00	4.9318e-02
5354.0000	1.0989e+00	4.9034e-02
5363.2000	1.1044e+00	4.9210e-02
5372.4000	1.1184e+00	3.4489e-02
5381.6000	1.1224e+00	4.6632e-02
5390.8000	1.1443e+00	5.6828e-02
5400.0000	1.1451e+00	3.5912e-02
5409.2000	1.1533e+00	4.7211e-02
5418.4000	1.1548e+00	4.8780e-02
5427.6000	1.1491e+00	4.7466e-02
5436.8000	1.1554e+00	2.8261e-02
5446.0000	1.1481e+00	2.9860e-02
5455.2000	1.1488e+00	2.0105e-02
5464.4000	1.1468e+00	2.0407e-02
5473.6000	1.1414e+00	3.3677e-02
5482.8000	1.1163e+00	5.2488e-02
5492.0000	1.0943e+00	6.6950e-02
5501.2000	1.0769e+00	6.7399e-02
5510.4000	1.0698e+00	7.2952e-02
5519.6000	1.0761e+00	6.5949e-02
5528.8000	1.0861e+00	5.6072e-02
5538.0000	1.0917e+00	3.2872e-02
5547.2000	1.1107e+00	4.3231e-02
5556.4000	1.1315e+00	6.0186e-02
5565.6000	1.1444e+00	6.0225e-02
5574.8000	1.1437e+00	5.4084e-02
5584.0000	1.1372e+00	4.3790e-02
5593.2000	1.1235e+00	4.4568e-02
5602.4000	1.0927e+00	1.5509e-02
5611.6000	1.0701e+00	1.4664e-02
5620.8000	1.0340e+00	5.2484e-02
5630.0000	1.0020e+00	5.4047e-02
5639.2000	9.6750e-01	6.3757e-02
5648.4000	9.2596e-01	7.3333e-02
5657.6000	8.9664e-01	7.3249e-02
5666.8000	8.7363e-01	4.7778e-02
5676.0000	8.4771e-01	3.0022e-02
5685.2000	8.2154e-01	3.4814e-02
5694.4000	7.9225e-01	2.7973e-02
5703.6000	7.7060e-01	2.8946e-02
5712.8000	7.4002e-01	4.0149e-02
5722.0000	7.2347e-01	4.2383e-02
5731.2000	7.0576e-01	4.2141e-02
5740.4000	6.8793e-01	3.2953e-02
5749.6000	6.9607e-01	2.8731e-02
5758.8000	7.2262e-01	3.4556e-02
5768.0000	7.5053e-01	3.4409e-02
