#wls	flux	flux_err
4020.0000	1.5370e+00	1.0519e+00
4029.2000	1.5667e+00	1.0519e+00
4038.4000	1.6560e+00	1.0519e+00
4047.6000	1.6584e+00	1.1029e+00
4056.8000	1.6118e+00	1.1223e+00
4066.0000	1.4916e+00	6.1916e-01
4084.4000	1.4267e+00	7.7444e-01
4093.6000	1.2870e+00	8.4717e-01
4112.0000	1.1583e+00	5.7840e-01
4121.2000	1.0048e+00	1.0422e+00
4130.4000	8.1590e-01	9.9219e-01
4139.6000	7.1157e-01	1.0021e+00
4148.8000	7.2247e-01	8.8832e-01
4158.0000	7.2773e-01	7.5376e-01
4176.4000	9.9564e-01	5.4386e-01
4185.6000	1.1537e+00	5.3054e-01
4194.8000	1.2377e+00	4.1674e-01
4204.0000	1.1886e+00	5.2403e-01
4213.2000	1.2633e+00	6.4832e-01
4222.4000	1.1518e+00	4.1222e-01
4231.6000	1.0682e+00	5.2769e-01
4250.0000	1.1011e+00	6.2067e-01
4259.2000	1.1190e+00	5.4776e-01
4268.4000	9.2820e-01	3.1053e-01
4277.6000	9.0061e-01	5.1163e-01
4286.8000	7.4942e-01	4.6280e-01
4296.0000	6.3445e-01	3.6770e-01
4305.2000	5.3889e-01	3.6030e-01
4314.4000	5.8726e-01	3.9433e-01
4323.6000	5.8716e-01	3.8725e-01
4332.8000	7.0015e-01	4.9071e-01
4342.0000	7.6764e-01	4.7340e-01
4351.2000	7.5648e-01	4.5684e-01
4360.4000	7.7771e-01	5.2436e-01
4369.6000	7.9769e-01	3.2286e-01
4378.8000	8.6710e-01	2.7534e-01
4397.2000	9.2915e-01	2.9003e-01
4406.4000	1.0086e+00	2.9212e-01
4415.6000	9.9766e-01	2.0537e-01
4424.8000	9.3076e-01	2.3193e-01
4434.0000	9.4442e-01	2.6223e-01
4443.2000	8.4723e-01	2.5191e-01
4452.4000	7.5599e-01	2.6528e-01
4461.6000	7.9544e-01	9.8768e-02
4470.8000	7.4006e-01	1.9992e-01
4480.0000	7.0247e-01	2.0509e-01
4489.2000	7.1738e-01	2.0739e-01
4498.4000	6.2823e-01	2.0035e-01
4507.6000	6.6422e-01	2.3004e-01
4516.8000	6.8351e-01	3.1545e-01
4526.0000	7.3041e-01	2.9390e-01
4535.2000	7.5755e-01	3.5570e-01
4544.4000	8.5845e-01	3.4575e-01
4553.6000	9.0648e-01	3.1170e-01
4562.8000	9.1157e-01	2.2835e-01
4572.0000	9.4713e-01	2.8652e-01
4581.2000	9.2938e-01	3.4189e-01
4590.4000	8.9140e-01	3.3985e-01
4599.6000	9.0657e-01	3.4333e-01
4608.8000	9.7671e-01	3.4161e-01
4618.0000	9.9140e-01	2.2840e-01
4627.2000	9.7329e-01	2.0093e-01
4636.4000	1.0406e+00	2.3269e-01
4645.6000	1.0676e+00	2.2449e-01
4654.8000	1.0671e+00	2.1656e-01
4664.0000	1.1188e+00	1.7620e-01
4673.2000	1.1225e+00	2.5410e-01
4682.4000	1.1069e+00	2.1078e-01
4691.6000	1.1114e+00	2.9351e-01
4700.8000	1.0277e+00	2.8196e-01
4710.0000	1.0170e+00	2.9268e-01
4719.2000	9.5158e-01	2.4412e-01
4728.4000	8.7559e-01	2.5619e-01
4737.6000	8.9507e-01	2.0638e-01
4746.8000	9.1291e-01	2.0275e-01
4756.0000	9.6377e-01	2.0179e-01
4765.2000	9.9165e-01	2.3806e-01
4774.4000	1.0611e+00	1.8926e-01
4783.6000	1.0701e+00	2.0023e-01
4792.8000	1.0386e+00	2.4467e-01
4802.0000	1.0141e+00	2.6216e-01
4811.2000	9.9405e-01	2.6722e-01
4820.4000	8.8634e-01	2.7134e-01
4829.6000	7.9608e-01	3.9323e-01
4838.8000	7.7469e-01	3.6920e-01
4848.0000	8.0651e-01	2.7594e-01
4857.2000	8.0560e-01	2.8791e-01
4866.4000	8.5511e-01	2.6867e-01
4875.6000	8.7199e-01	2.1079e-01
4884.8000	9.0984e-01	2.1335e-01
4894.0000	9.9559e-01	1.1521e-01
4903.2000	1.0021e+00	1.3524e-01
4912.4000	9.7056e-01	2.1563e-01
4921.6000	9.2161e-01	2.7502e-01
4930.8000	8.5119e-01	2.5857e-01
4940.0000	8.6641e-01	1.0959e-01
4949.2000	8.1698e-01	1.8505e-01
4958.4000	7.7024e-01	1.8417e-01
4967.6000	7.1436e-01	1.3858e-01
4976.8000	7.8811e-01	2.4694e-01
4986.0000	9.2194e-01	1.9937e-01
4995.2000	1.1075e+00	3.0131e-01
