#wls	flux	flux_err
4020.0000	1.2290e+00	5.6622e-02
4029.2000	1.2478e+00	5.6622e-02
4038.4000	1.2403e+00	5.6622e-02
4047.6000	1.2361e+00	5.9555e-02
4056.8000	1.2325e+00	1.0441e-01
4066.0000	1.2265e+00	1.0671e-01
4075.2000	1.2224e+00	1.1278e-01
4084.4000	1.2009e+00	1.2991e-01
4093.6000	1.1834e+00	1.2814e-01
4102.8000	1.1772e+00	6.9581e-02
4112.0000	1.1685e+00	1.2184e-01
4121.2000	1.1552e+00	1.1804e-01
4130.4000	1.1592e+00	9.2307e-02
4139.6000	1.1389e+00	8.9435e-02
4148.8000	1.1295e+00	9.0190e-02
4158.0000	1.1172e+00	5.1398e-02
4167.2000	1.1031e+00	5.7147e-02
4176.4000	1.0967e+00	6.6228e-02
4185.6000	1.0570e+00	7.3371e-02
4194.8000	1.0231e+00	7.8196e-02
4204.0000	9.9311e-01	6.8345e-02
4213.2000	9.7975e-01	7.3405e-02
4222.4000	9.7618e-01	6.3041e-02
4231.6000	9.7028e-01	6.5901e-02
4240.8000	9.5408e-01	5.7586e-02
4250.0000	9.4711e-01	5.2473e-02
4259.2000	9.4182e-01	3.3828e-02
4268.4000	9.3895e-01	3.2495e-02
4277.6000	9.4104e-01	1.2364e-02
4286.8000	9.2777e-01	1.6233e-02
4296.0000	9.2360e-01	2.3877e-02
4305.2000	9.3236e-01	2.2908e-02
4314.4000	9.3105e-01	2.7328e-02
4323.6000	9.3526e-01	3.0216e-02
4332.8000	9.4452e-01	3.2068e-02
4342.0000	9.5045e-01	2.9708e-02
4351.2000	9.5997e-01	2.9456e-02
4360.4000	9.6897e-01	1.4844e-02
4369.6000	9.7674e-01	1.3900e-02
4378.8000	9.8472e-01	1.3658e-02
4388.0000	9.8343e-01	1.8420e-02
4397.2000	9.8366e-01	3.5235e-02
4406.4000	9.8411e-01	3.4826e-02
4415.6000	9.8524e-01	5.0068e-02
4424.8000	9.9645e-01	5.2041e-02
4434.0000	1.0065e+00	4.9229e-02
4443.2000	1.0175e+00	4.4718e-02
4452.4000	1.0244e+00	4.8688e-02
4461.6000	1.0332e+00	2.5605e-02
4470.8000	1.0426e+00	3.2994e-02
4480.0000	1.0574e+00	3.4599e-02
4489.2000	1.0684e+00	3.8294e-02
4498.4000	1.0777e+00	4.6585e-02
4507.6000	1.0906e+00	2.5057e-02
4516.8000	1.0977e+00	4.5868e-02
4526.0000	1.1118e+00	4.7032e-02
4535.2000	1.1205e+00	4.5335e-02
4544.4000	1.1429e+00	2.5390e-02
4553.6000	1.1614e+00	2.9227e-02
4562.8000	1.1799e+00	1.4264e-02
4572.0000	1.2011e+00	1.3196e-02
4581.2000	1.2155e+00	1.6162e-02
4590.4000	1.2201e+00	1.5683e-02
4599.6000	1.2286e+00	1.4116e-02
4608.8000	1.2376e+00	1.3327e-02
4618.0000	1.2465e+00	1.7767e-02
4627.2000	1.2615e+00	1.5876e-02
4636.4000	1.2744e+00	1.5190e-02
4645.6000	1.2812e+00	1.4893e-02
4654.8000	1.2874e+00	2.1885e-02
4664.0000	1.2940e+00	1.7593e-02
4673.2000	1.2975e+00	2.0334e-02
4682.4000	1.2995e+00	2.4646e-02
4691.6000	1.2902e+00	2.3949e-02
4700.8000	1.2779e+00	1.8455e-02
4710.0000	1.2638e+00	1.9441e-02
4719.2000	1.2405e+00	1.7621e-02
4728.4000	1.2137e+00	7.1242e-03
4737.6000	1.1852e+00	1.6024e-02
4746.8000	1.1577e+00	1.8792e-02
4756.0000	1.1313e+00	1.4959e-02
4765.2000	1.1023e+00	1.8104e-02
4774.4000	1.0726e+00	1.7648e-02
4783.6000	1.0424e+00	1.5930e-02
4792.8000	1.0135e+00	1.7206e-02
4802.0000	9.8873e-01	1.6886e-02
4811.2000	9.5957e-01	1.7370e-02
4820.4000	9.2814e-01	1.6171e-02
4829.6000	9.0380e-01	1.6767e-02
4838.8000	8.8393e-01	1.4325e-02
4848.0000	8.7220e-01	1.6619e-02
4857.2000	8.6477e-01	2.4494e-02
4866.4000	8.6580e-01	2.7513e-02
4875.6000	8.6895e-01	2.8566e-02
4884.8000	8.7468e-01	5.1161e-02
4894.0000	8.8315e-01	5.5604e-02
4903.2000	8.9443e-01	4.8766e-02
4912.4000	8.9476e-01	4.0291e-02
4921.6000	8.9519e-01	5.0929e-02
4930.8000	9.0468e-01	3.8458e-02
4940.0000	9.2787e-01	1.8298e-02
4949.2000	9.5395e-01	2.8963e-02
4958.4000	9.5979e-01	3.1742e-02
4967.6000	9.5765e-01	2.7414e-02
4976.8000	9.7414e-01	2.9055e-02
4986.0000	1.0073e+00	3.4874e-02
4995.2000	1.0433e+00	4.9853e-02
5004.4000	1.0791e+00	7.5734e-02
5013.6000	1.1003e+00	9.1988e-02
5022.8000	1.1133e+00	8.9420e-02
5032.0000	1.1172e+00	1.4287e-01
5041.2000	1.1094e+00	1.4527e-01
5050.4000	1.0955e+00	1.4147e-01
5059.6000	1.0719e+00	1.2985e-01
5068.8000	1.0459e+00	1.3072e-01
5078.0000	1.0204e+00	6.9889e-02
5087.2000	9.9944e-01	3.9241e-02
5096.4000	9.8492e-01	2.8182e-02
5105.6000	9.7300e-01	2.1872e-02
5114.8000	9.5710e-01	2.6284e-02
5124.0000	9.5121e-01	2.3759e-02
5133.2000	9.6309e-01	2.0142e-02
5142.4000	9.9319e-01	1.0765e-02
5151.6000	1.0288e+00	1.8109e-02
5160.8000	1.0379e+00	1.4954e-02
5170.0000	1.0402e+00	1.3781e-02
5179.2000	1.0544e+00	1.0573e-02
5188.4000	1.0674e+00	1.0939e-02
5197.6000	1.0737e+00	9.0807e-03
5206.8000	1.0809e+00	1.1563e-02
5216.0000	1.0885e+00	1.1665e-02
5225.2000	1.1005e+00	1.8138e-02
5234.4000	1.1154e+00	2.1863e-02
5243.6000	1.1281e+00	1.9440e-02
5252.8000	1.1440e+00	2.0713e-02
5262.0000	1.1570e+00	2.3885e-02
5271.2000	1.1680e+00	1.7135e-02
5280.4000	1.1800e+00	1.4774e-02
5289.6000	1.1893e+00	1.4685e-02
5298.8000	1.1933e+00	8.4441e-03
5308.0000	1.1944e+00	5.6728e-03
5317.2000	1.1910e+00	1.5293e-02
5326.4000	1.1846e+00	1.8316e-02
5335.6000	1.1789e+00	1.8666e-02
5344.8000	1.1751e+00	1.8693e-02
5354.0000	1.1775e+00	1.8693e-02
5363.2000	1.1803e+00	5.5775e-03
5372.4000	1.1842e+00	5.7199e-03
5381.6000	1.1956e+00	7.8849e-03
5390.8000	1.2070e+00	1.2217e-02
5400.0000	1.2167e+00	1.1122e-02
5409.2000	1.2215e+00	6.6801e-03
5418.4000	1.2220e+00	7.0851e-03
5427.6000	1.2183e+00	7.0599e-03
5436.8000	1.2100e+00	6.5659e-03
5446.0000	1.1936e+00	6.8205e-03
5455.2000	1.1774e+00	1.3514e-02
5464.4000	1.1601e+00	1.5824e-02
5473.6000	1.1395e+00	1.6843e-02
5482.8000	1.1195e+00	2.0559e-02
5492.0000	1.1025e+00	2.0234e-02
5501.2000	1.0879e+00	1.5555e-02
5510.4000	1.0789e+00	7.1828e-03
5519.6000	1.0733e+00	1.2083e-02
5528.8000	1.0705e+00	1.1461e-02
5538.0000	1.0651e+00	1.0566e-02
5547.2000	1.0598e+00	1.6965e-02
5556.4000	1.0501e+00	2.1510e-02
5565.6000	1.0368e+00	2.1507e-02
5574.8000	1.0177e+00	1.6058e-02
5584.0000	9.9884e-01	1.7943e-02
5593.2000	9.7514e-01	2.1011e-02
5602.4000	9.4812e-01	1.7381e-02
5611.6000	9.1619e-01	1.3941e-02
5620.8000	8.8463e-01	1.1464e-02
5630.0000	8.5277e-01	1.2124e-02
5639.2000	8.2188e-01	7.7065e-03
5648.4000	7.9298e-01	8.0490e-03
5657.6000	7.6890e-01	8.6029e-03
5666.8000	7.5173e-01	1.2801e-02
5676.0000	7.3404e-01	1.2516e-02
5685.2000	7.2085e-01	1.3293e-02
5694.4000	7.1132e-01	1.3481e-02
5703.6000	7.0438e-01	1.2347e-02
5712.8000	7.0393e-01	7.7489e-03
5722.0000	7.0962e-01	8.9512e-03
5731.2000	7.2043e-01	7.0590e-03
5740.4000	7.3723e-01	6.5259e-03
5749.6000	7.5879e-01	1.1423e-02
5758.8000	7.8156e-01	1.2133e-02
5768.0000	8.0976e-01	1.1373e-02
5777.2000	8.4113e-01	1.2123e-02
5786.4000	8.7034e-01	1.1311e-02
