#wls	flux	flux_err
4020.0000	8.4137e-01	1.9022e-01
4029.2000	7.5492e-01	1.9022e-01
4038.4000	6.8280e-01	1.9022e-01
4047.6000	6.1049e-01	2.0170e-01
4056.8000	5.6913e-01	2.8896e-01
4066.0000	5.6131e-01	2.4902e-01
4075.2000	5.7229e-01	2.2927e-01
4084.4000	6.2919e-01	2.8930e-01
4093.6000	6.5444e-01	2.8098e-01
4102.8000	7.0461e-01	1.6001e-01
4112.0000	7.8907e-01	1.5907e-01
4121.2000	8.4569e-01	1.3273e-01
4130.4000	8.7825e-01	1.0081e-01
4139.6000	8.9363e-01	9.3463e-02
4148.8000	8.7206e-01	8.6829e-02
4158.0000	8.9116e-01	8.5772e-02
4167.2000	8.6761e-01	2.1686e-01
4176.4000	8.1248e-01	2.1484e-01
4185.6000	8.2294e-01	2.2845e-01
4194.8000	7.9585e-01	2.3956e-01
4204.0000	8.0299e-01	2.3247e-01
4213.2000	7.6135e-01	1.4821e-01
4222.4000	7.3797e-01	1.4984e-01
4231.6000	7.2433e-01	1.1546e-01
4240.8000	6.8107e-01	1.0569e-01
4250.0000	6.2131e-01	1.0596e-01
4259.2000	5.6058e-01	9.9251e-02
4268.4000	5.1906e-01	1.2289e-01
4277.6000	4.9200e-01	1.0987e-01
4286.8000	4.8238e-01	1.0205e-01
4296.0000	4.1985e-01	1.5497e-01
4305.2000	4.0297e-01	1.6029e-01
4314.4000	4.0241e-01	1.6012e-01
4323.6000	3.9970e-01	1.6060e-01
4332.8000	4.1224e-01	1.6341e-01
4342.0000	4.0848e-01	1.1990e-01
4351.2000	4.1287e-01	1.1365e-01
4360.4000	4.5047e-01	8.3603e-02
4369.6000	4.6677e-01	8.5960e-02
4378.8000	5.0250e-01	6.7470e-02
4388.0000	5.4632e-01	6.9435e-02
4397.2000	5.5857e-01	7.8452e-02
4406.4000	5.8095e-01	7.4111e-02
4415.6000	5.7830e-01	9.1878e-02
4424.8000	6.0056e-01	8.6283e-02
4434.0000	6.4831e-01	1.0272e-01
4443.2000	6.4197e-01	9.1345e-02
4452.4000	6.3934e-01	9.2124e-02
4461.6000	6.4962e-01	7.2705e-02
4470.8000	6.5246e-01	6.6279e-02
4480.0000	6.5683e-01	3.0054e-02
4489.2000	6.6515e-01	2.6017e-02
4498.4000	6.6864e-01	2.3232e-02
4507.6000	6.8093e-01	5.5895e-02
4516.8000	6.7015e-01	1.1967e-01
4526.0000	6.7900e-01	1.2155e-01
4535.2000	7.0504e-01	1.5209e-01
4544.4000	7.2115e-01	1.6635e-01
4553.6000	7.3790e-01	1.5492e-01
4562.8000	7.7947e-01	1.1850e-01
4572.0000	8.1061e-01	1.1861e-01
4581.2000	8.4287e-01	8.7918e-02
4590.4000	8.7879e-01	8.9490e-02
4599.6000	9.0637e-01	9.1947e-02
4608.8000	9.1119e-01	6.7332e-02
4618.0000	9.0522e-01	6.3911e-02
4627.2000	8.9484e-01	6.7178e-02
4636.4000	9.0652e-01	3.7826e-02
4645.6000	8.8330e-01	1.4698e-02
4654.8000	8.7061e-01	1.4606e-02
4664.0000	8.8376e-01	2.0001e-02
4673.2000	8.8801e-01	2.4675e-02
4682.4000	8.8311e-01	8.4912e-02
4691.6000	9.0306e-01	8.3285e-02
4700.8000	9.1786e-01	7.8018e-02
4710.0000	9.2158e-01	7.2491e-02
4719.2000	9.2038e-01	7.1447e-02
4728.4000	9.0352e-01	3.2786e-02
4737.6000	8.9239e-01	3.3462e-02
4746.8000	8.7485e-01	3.6373e-02
4756.0000	8.5450e-01	6.7208e-02
4765.2000	8.3271e-01	6.7577e-02
4774.4000	8.1286e-01	7.6388e-02
4783.6000	7.9749e-01	7.3538e-02
4792.8000	8.0327e-01	7.0752e-02
4802.0000	8.1566e-01	6.3329e-02
4811.2000	7.9910e-01	6.0295e-02
4820.4000	7.7384e-01	5.3411e-02
4829.6000	7.5553e-01	5.1622e-02
4838.8000	7.4131e-01	3.7941e-02
4848.0000	7.2619e-01	2.6057e-02
4857.2000	6.9921e-01	2.9079e-02
4866.4000	6.7916e-01	5.1175e-02
4875.6000	6.7553e-01	4.9129e-02
4884.8000	6.5356e-01	8.4201e-02
4894.0000	6.4377e-01	9.5612e-02
4903.2000	6.2857e-01	1.0274e-01
4912.4000	6.0845e-01	8.7188e-02
4921.6000	6.1016e-01	9.1705e-02
4930.8000	6.1077e-01	6.8274e-02
4940.0000	6.3583e-01	5.0876e-02
4949.2000	6.8760e-01	4.6722e-02
4958.4000	7.2362e-01	6.5525e-02
4967.6000	7.3077e-01	7.0242e-02
4976.8000	7.7193e-01	7.2333e-02
4986.0000	8.3164e-01	4.7252e-02
4995.2000	9.0953e-01	5.2158e-02
5004.4000	9.8538e-01	6.4149e-02
5013.6000	1.0443e+00	9.0331e-02
5022.8000	1.0774e+00	8.1148e-02
5032.0000	1.1161e+00	1.7213e-01
5041.2000	1.1213e+00	2.2528e-01
5050.4000	1.1014e+00	2.3342e-01
5059.6000	1.0572e+00	2.1603e-01
5068.8000	1.0107e+00	2.0326e-01
5078.0000	9.6152e-01	1.7075e-01
5087.2000	9.1273e-01	3.6075e-02
5096.4000	8.6420e-01	2.3877e-02
5105.6000	8.1653e-01	3.1544e-02
5114.8000	7.8168e-01	8.0226e-02
5124.0000	7.6242e-01	9.7403e-02
5133.2000	7.5248e-01	8.7120e-02
5142.4000	7.6836e-01	8.5932e-02
5151.6000	8.1211e-01	5.9892e-02
5160.8000	8.3203e-01	5.5345e-02
5170.0000	8.2118e-01	2.6584e-02
5179.2000	8.2637e-01	2.6387e-02
5188.4000	8.3004e-01	4.6889e-02
5197.6000	8.2987e-01	4.7092e-02
5206.8000	8.2496e-01	5.4668e-02
5216.0000	8.2342e-01	5.3274e-02
5225.2000	8.2621e-01	5.6079e-02
5234.4000	8.4495e-01	3.6751e-02
5243.6000	8.5413e-01	3.9127e-02
5252.8000	8.5395e-01	3.0196e-02
5262.0000	8.6861e-01	3.3846e-02
5271.2000	8.8863e-01	2.8981e-02
5280.4000	9.0215e-01	2.8585e-02
5289.6000	9.2699e-01	2.1435e-02
5298.8000	9.4690e-01	1.7224e-02
5308.0000	9.6998e-01	1.9635e-02
5317.2000	9.9733e-01	2.6940e-02
5326.4000	1.0205e+00	3.6639e-02
5335.6000	1.0395e+00	4.8853e-02
5344.8000	1.0534e+00	4.5464e-02
5354.0000	1.0680e+00	4.9430e-02
5363.2000	1.0754e+00	5.1064e-02
5372.4000	1.0810e+00	3.9169e-02
5381.6000	1.0845e+00	3.2329e-02
5390.8000	1.0881e+00	3.8499e-02
5400.0000	1.0917e+00	3.0159e-02
5409.2000	1.0996e+00	3.1480e-02
5418.4000	1.1141e+00	3.2466e-02
5427.6000	1.1306e+00	3.0920e-02
5436.8000	1.1425e+00	2.7906e-02
5446.0000	1.1568e+00	3.1807e-02
5455.2000	1.1611e+00	2.6107e-02
5464.4000	1.1673e+00	3.3292e-02
5473.6000	1.1692e+00	3.3307e-02
5482.8000	1.1533e+00	3.4024e-02
5492.0000	1.1483e+00	3.5038e-02
5501.2000	1.1392e+00	3.8783e-02
5510.4000	1.1304e+00	3.1742e-02
5519.6000	1.1128e+00	3.7606e-02
5528.8000	1.0984e+00	3.7401e-02
5538.0000	1.0920e+00	3.4607e-02
5547.2000	1.0834e+00	3.1847e-02
5556.4000	1.0798e+00	3.4454e-02
5565.6000	1.0747e+00	4.7046e-02
5574.8000	1.0765e+00	4.6975e-02
5584.0000	1.0783e+00	4.5485e-02
5593.2000	1.0760e+00	4.5752e-02
5602.4000	1.0640e+00	4.2481e-02
5611.6000	1.0545e+00	1.1339e-02
5620.8000	1.0414e+00	9.5505e-03
5630.0000	1.0194e+00	1.9336e-02
5639.2000	9.9799e-01	1.9347e-02
5648.4000	9.7699e-01	1.9123e-02
5657.6000	9.5014e-01	1.9045e-02
5666.8000	9.1495e-01	6.8112e-03
5676.0000	8.7655e-01	3.0928e-02
5685.2000	8.2982e-01	2.9925e-02
5694.4000	7.9425e-01	2.9368e-02
5703.6000	7.6015e-01	2.8936e-02
5712.8000	7.2321e-01	3.9568e-02
5722.0000	6.8986e-01	2.7432e-02
5731.2000	6.7052e-01	2.7422e-02
5740.4000	6.6314e-01	2.2681e-02
5749.6000	6.5763e-01	2.2650e-02
5758.8000	6.7065e-01	8.9473e-03
5768.0000	6.9957e-01	1.1573e-02
5777.2000	7.4367e-01	1.1797e-02
5786.4000	7.9571e-01	3.0901e-02
5795.6000	8.6218e-01	2.9774e-02
5804.8000	9.2316e-01	4.1024e-02
5814.0000	1.0027e+00	4.0508e-02
5823.2000	1.0869e+00	4.3814e-02
5832.4000	1.1676e+00	3.6798e-02
5841.6000	1.2396e+00	3.6343e-02
5850.8000	1.3153e+00	3.1759e-02
5860.0000	1.3667e+00	4.6896e-02
5869.2000	1.4068e+00	4.7220e-02
5878.4000	1.4323e+00	4.2884e-02
5887.6000	1.4439e+00	6.7808e-02
5896.8000	1.4491e+00	7.8160e-02
5906.0000	1.4556e+00	6.9645e-02
5915.2000	1.4433e+00	6.5960e-02
5924.4000	1.4333e+00	5.9336e-02
5933.6000	1.4291e+00	8.0410e-02
5942.8000	1.4247e+00	7.4504e-02
5952.0000	1.4161e+00	7.7242e-02
5961.2000	1.4123e+00	7.7309e-02
5970.4000	1.4097e+00	4.5517e-02
5979.6000	1.4095e+00	3.7711e-02
5988.8000	1.3984e+00	4.4559e-02
5998.0000	1.3792e+00	4.0521e-02
6007.2000	1.3459e+00	3.8599e-02
6016.4000	1.3164e+00	3.8925e-02
6025.6000	1.2882e+00	2.8573e-02
6034.8000	1.2460e+00	1.8047e-02
6044.0000	1.2080e+00	9.9046e-03
6053.2000	1.1918e+00	2.3415e-02
6062.4000	1.1628e+00	2.3438e-02
6071.6000	1.1409e+00	2.0190e-02
6080.8000	1.1257e+00	1.7104e-02
6090.0000	1.1106e+00	1.7760e-02
6099.2000	1.0967e+00	5.5842e-03
6108.4000	1.1016e+00	2.3318e-02
6117.6000	1.1034e+00	3.4495e-02
6126.8000	1.1028e+00	3.6041e-02
6136.0000	1.0973e+00	3.9358e-02
6145.2000	1.0936e+00	4.1092e-02
6154.4000	1.0893e+00	3.6879e-02
6163.6000	1.0847e+00	3.2784e-02
6172.8000	1.0797e+00	2.8804e-02
6182.0000	1.0815e+00	5.7865e-02
6191.2000	1.0830e+00	5.1917e-02
6200.4000	1.0877e+00	6.5918e-02
6209.6000	1.0866e+00	6.8530e-02
