#wls	flux	flux_err
4020.0000	1.6495e+00	2.8201e-01
4029.2000	1.4677e+00	2.8201e-01
4038.4000	1.2951e+00	2.8201e-01
4047.6000	1.1616e+00	2.0802e-01
4056.8000	1.0380e+00	1.1594e-01
4066.0000	9.3242e-01	2.4491e-01
4075.2000	8.6667e-01	2.6345e-01
4084.4000	8.2247e-01	2.5969e-01
4093.6000	8.3804e-01	3.0481e-01
4102.8000	8.6380e-01	3.0300e-01
4112.0000	8.8962e-01	1.5619e-01
4121.2000	9.3020e-01	2.2001e-01
4130.4000	8.9911e-01	2.0895e-01
4139.6000	9.2574e-01	1.3017e-01
4148.8000	9.3548e-01	1.2217e-01
4158.0000	9.3544e-01	1.3836e-01
4167.2000	9.0490e-01	8.3326e-02
4176.4000	8.5197e-01	1.0250e-01
4185.6000	8.1517e-01	1.0250e-01
4194.8000	8.3240e-01	1.4932e-01
4204.0000	8.1925e-01	1.5504e-01
4213.2000	8.2587e-01	1.5386e-01
4222.4000	8.0396e-01	1.3242e-01
4231.6000	7.8139e-01	1.3795e-01
4240.8000	8.0152e-01	1.0040e-01
4250.0000	8.1707e-01	8.4205e-02
4259.2000	8.3221e-01	9.0087e-02
4268.4000	8.3127e-01	1.0514e-01
4277.6000	8.4965e-01	1.0618e-01
4286.8000	8.2901e-01	1.1422e-01
4296.0000	8.1451e-01	1.1068e-01
4305.2000	7.7901e-01	8.4642e-02
4314.4000	7.3449e-01	1.0852e-01
4323.6000	7.2137e-01	1.4209e-01
4332.8000	7.0063e-01	1.4743e-01
4342.0000	6.7980e-01	1.4234e-01
4351.2000	6.8128e-01	1.5203e-01
4360.4000	6.7894e-01	1.6017e-01
4369.6000	6.9834e-01	1.3831e-01
4378.8000	7.0054e-01	1.2282e-01
4388.0000	7.3069e-01	1.2234e-01
4397.2000	7.3593e-01	1.0204e-01
4406.4000	7.3487e-01	7.9036e-02
4415.6000	7.5198e-01	1.0801e-01
4424.8000	7.5695e-01	1.1965e-01
4434.0000	7.5791e-01	1.1653e-01
4443.2000	7.8854e-01	1.1214e-01
4452.4000	7.9002e-01	1.0983e-01
4461.6000	8.0927e-01	6.9533e-02
4470.8000	8.2161e-01	5.4933e-02
4480.0000	8.5630e-01	5.3907e-02
4489.2000	8.7456e-01	5.6597e-02
4498.4000	8.8702e-01	4.2563e-02
4507.6000	9.0271e-01	4.1278e-02
4516.8000	9.0947e-01	3.6415e-02
4526.0000	9.1506e-01	3.7828e-02
4535.2000	9.3213e-01	4.3218e-02
4544.4000	9.3039e-01	4.6358e-02
4553.6000	9.5386e-01	4.6767e-02
4562.8000	9.7946e-01	4.4404e-02
4572.0000	1.0086e+00	4.6742e-02
4581.2000	1.0313e+00	3.6613e-02
4590.4000	1.0597e+00	3.4084e-02
4599.6000	1.0780e+00	6.2353e-02
4608.8000	1.0897e+00	4.9830e-02
4618.0000	1.0971e+00	4.7334e-02
4627.2000	1.0994e+00	5.3776e-02
4636.4000	1.0969e+00	5.4459e-02
4645.6000	1.1044e+00	2.1429e-02
4654.8000	1.1095e+00	1.9987e-02
4664.0000	1.1189e+00	1.9986e-02
4673.2000	1.1232e+00	1.6688e-02
4682.4000	1.1233e+00	3.3451e-02
4691.6000	1.1313e+00	4.0127e-02
4700.8000	1.1401e+00	3.3261e-02
4710.0000	1.1410e+00	2.6980e-02
4719.2000	1.1348e+00	2.4226e-02
4728.4000	1.1135e+00	2.0093e-02
4737.6000	1.0898e+00	3.3722e-02
4746.8000	1.0610e+00	3.3800e-02
4756.0000	1.0311e+00	3.6410e-02
4765.2000	9.9982e-01	3.7189e-02
4774.4000	9.6286e-01	3.6603e-02
4783.6000	9.3260e-01	2.7606e-02
4792.8000	9.0947e-01	2.7604e-02
4802.0000	8.9116e-01	2.5833e-02
4811.2000	8.5630e-01	2.0574e-02
4820.4000	8.2149e-01	1.7947e-02
4829.6000	7.9984e-01	8.0599e-03
4838.8000	7.8293e-01	1.2875e-02
4848.0000	7.7124e-01	1.4849e-02
4857.2000	7.6254e-01	2.6586e-02
4866.4000	7.6888e-01	2.0108e-02
4875.6000	7.7424e-01	3.5201e-02
4884.8000	7.7162e-01	8.0286e-02
4894.0000	7.7905e-01	7.8117e-02
4903.2000	7.8591e-01	7.4566e-02
4912.4000	7.8240e-01	6.9446e-02
4921.6000	7.7993e-01	7.3525e-02
4930.8000	7.8395e-01	3.1116e-02
4940.0000	8.0617e-01	1.8653e-02
4949.2000	8.2917e-01	2.7489e-02
4958.4000	8.3931e-01	4.9232e-02
4967.6000	8.4537e-01	4.8597e-02
4976.8000	8.7690e-01	4.5052e-02
4986.0000	9.2641e-01	2.7744e-02
4995.2000	9.8496e-01	3.4034e-02
5004.4000	1.0397e+00	4.8714e-02
5013.6000	1.0716e+00	7.4906e-02
