#wls	flux	flux_err
4020.0000	1.2172e+00	2.8559e-01
4029.2000	1.2525e+00	2.8559e-01
4038.4000	1.3080e+00	2.8559e-01
4047.6000	1.3334e+00	2.6895e-01
4056.8000	1.3685e+00	2.1295e-01
4066.0000	1.3999e+00	1.6615e-01
4075.2000	1.3781e+00	2.0266e-01
4084.4000	1.3323e+00	1.5443e-01
4093.6000	1.2906e+00	1.5434e-01
4102.8000	1.2558e+00	1.5843e-01
4112.0000	1.2103e+00	1.6137e-01
4121.2000	1.1712e+00	1.2535e-01
4130.4000	1.1697e+00	1.6026e-01
4139.6000	1.0871e+00	1.4778e-01
4148.8000	1.0634e+00	2.1223e-01
4158.0000	1.0729e+00	1.8676e-01
4167.2000	1.0545e+00	1.9855e-01
4176.4000	1.0325e+00	1.8508e-01
4185.6000	1.0003e+00	1.8212e-01
4194.8000	9.9352e-01	9.0689e-02
4204.0000	1.0033e+00	6.7083e-02
4213.2000	9.9323e-01	1.7007e-01
4222.4000	9.7308e-01	1.5070e-01
4231.6000	9.5860e-01	1.7695e-01
4240.8000	9.8017e-01	1.7555e-01
4250.0000	9.8555e-01	1.7460e-01
4259.2000	1.0131e+00	6.0921e-02
4268.4000	1.0402e+00	5.7123e-02
4277.6000	1.0269e+00	6.4538e-02
4286.8000	1.0131e+00	8.5660e-02
4296.0000	1.0066e+00	7.8685e-02
4305.2000	1.0019e+00	9.6716e-02
4314.4000	9.7903e-01	1.2165e-01
4323.6000	9.6875e-01	1.1066e-01
4332.8000	9.6913e-01	9.4754e-02
4342.0000	9.4469e-01	7.8537e-02
4351.2000	9.3814e-01	7.0803e-02
4360.4000	9.4191e-01	4.3988e-02
4369.6000	9.5298e-01	4.6393e-02
4378.8000	9.6504e-01	4.1316e-02
4388.0000	9.8926e-01	4.9383e-02
4397.2000	1.0175e+00	4.7795e-02
4406.4000	1.0398e+00	3.4567e-02
4415.6000	1.0486e+00	5.5429e-02
4424.8000	1.0433e+00	5.1464e-02
4434.0000	1.0402e+00	5.2373e-02
4443.2000	1.0528e+00	5.7466e-02
4452.4000	1.0588e+00	6.3115e-02
4461.6000	1.0600e+00	5.3074e-02
4470.8000	1.0518e+00	5.1388e-02
4480.0000	1.0424e+00	4.7005e-02
4489.2000	1.0474e+00	3.1005e-02
4498.4000	1.0648e+00	2.6932e-02
4507.6000	1.0787e+00	2.8195e-02
4516.8000	1.0905e+00	5.1231e-02
4526.0000	1.1260e+00	5.1174e-02
4535.2000	1.1474e+00	4.8690e-02
4544.4000	1.1836e+00	8.0549e-02
4553.6000	1.2213e+00	9.1611e-02
4562.8000	1.2402e+00	6.8975e-02
4572.0000	1.2649e+00	7.4765e-02
4581.2000	1.2773e+00	6.8188e-02
4590.4000	1.2839e+00	5.7192e-02
4599.6000	1.2747e+00	6.2247e-02
4608.8000	1.2713e+00	7.8175e-02
4618.0000	1.2595e+00	7.6402e-02
4627.2000	1.2442e+00	6.7315e-02
4636.4000	1.2306e+00	7.0971e-02
4645.6000	1.2357e+00	4.5025e-02
4654.8000	1.2468e+00	2.5347e-02
4664.0000	1.2639e+00	2.4503e-02
4673.2000	1.2749e+00	2.6273e-02
4682.4000	1.2801e+00	2.9063e-02
4691.6000	1.2831e+00	3.2094e-02
4700.8000	1.2829e+00	2.9386e-02
4710.0000	1.2653e+00	2.9454e-02
4719.2000	1.2410e+00	2.8180e-02
4728.4000	1.2221e+00	1.9170e-02
4737.6000	1.1874e+00	1.4874e-02
4746.8000	1.1536e+00	2.2138e-02
4756.0000	1.1262e+00	2.2227e-02
4765.2000	1.0899e+00	2.3490e-02
4774.4000	1.0570e+00	2.4685e-02
4783.6000	1.0325e+00	2.1213e-02
4792.8000	1.0084e+00	1.1622e-02
4802.0000	9.8218e-01	4.1486e-03
4811.2000	9.6202e-01	7.1750e-03
4820.4000	9.3356e-01	1.1500e-02
4829.6000	9.0648e-01	2.8668e-02
4838.8000	8.8878e-01	3.3070e-02
4848.0000	8.7662e-01	3.3105e-02
4857.2000	8.6611e-01	4.0759e-02
4866.4000	8.5788e-01	3.6103e-02
4875.6000	8.5707e-01	3.2564e-02
4884.8000	8.5890e-01	2.9860e-02
4894.0000	8.7010e-01	4.3602e-02
4903.2000	8.7712e-01	2.9935e-02
4912.4000	8.7852e-01	3.7064e-02
4921.6000	8.8283e-01	4.0003e-02
4930.8000	8.9707e-01	4.0048e-02
4940.0000	9.2407e-01	2.4180e-02
4949.2000	9.5129e-01	2.2915e-02
4958.4000	9.6435e-01	2.4924e-02
4967.6000	9.6061e-01	2.5799e-02
4976.8000	9.7190e-01	4.7830e-02
4986.0000	1.0029e+00	4.4033e-02
4995.2000	1.0369e+00	5.8853e-02
5004.4000	1.0723e+00	8.8521e-02
5013.6000	1.0974e+00	1.0234e-01
5022.8000	1.1113e+00	8.6593e-02
5032.0000	1.1107e+00	1.5063e-01
5041.2000	1.1031e+00	1.6184e-01
5050.4000	1.0843e+00	1.4818e-01
5059.6000	1.0588e+00	1.4021e-01
5068.8000	1.0321e+00	1.4525e-01
5078.0000	1.0076e+00	9.4844e-02
5087.2000	9.8410e-01	3.2013e-02
5096.4000	9.7121e-01	3.5055e-02
5105.6000	9.5343e-01	4.5217e-02
5114.8000	9.3773e-01	4.8482e-02
5124.0000	9.3680e-01	3.0772e-02
5133.2000	9.5328e-01	3.2172e-02
5142.4000	9.8254e-01	3.0118e-02
5151.6000	1.0121e+00	2.7039e-02
5160.8000	1.0243e+00	2.3654e-02
5170.0000	1.0208e+00	2.4167e-02
5179.2000	1.0234e+00	2.2936e-02
5188.4000	1.0241e+00	2.9969e-02
5197.6000	1.0299e+00	3.3232e-02
5206.8000	1.0391e+00	2.7906e-02
5216.0000	1.0513e+00	3.0596e-02
5225.2000	1.0731e+00	3.0027e-02
5234.4000	1.0923e+00	3.1243e-02
5243.6000	1.1067e+00	3.3160e-02
5252.8000	1.1198e+00	3.2789e-02
5262.0000	1.1334e+00	3.3700e-02
5271.2000	1.1464e+00	4.3790e-02
5280.4000	1.1608e+00	3.6128e-02
5289.6000	1.1669e+00	3.5928e-02
5298.8000	1.1688e+00	3.3645e-02
5308.0000	1.1644e+00	2.5366e-02
5317.2000	1.1662e+00	3.0930e-02
5326.4000	1.1680e+00	3.1146e-02
5335.6000	1.1724e+00	2.6526e-02
5344.8000	1.1757e+00	2.5443e-02
5354.0000	1.1796e+00	2.6982e-02
5363.2000	1.1915e+00	1.2691e-02
5372.4000	1.2012e+00	9.9674e-03
5381.6000	1.2094e+00	1.4772e-02
5390.8000	1.2088e+00	1.1558e-02
5400.0000	1.2137e+00	1.7280e-02
5409.2000	1.2092e+00	1.8058e-02
5418.4000	1.2078e+00	1.8925e-02
5427.6000	1.2039e+00	1.8275e-02
5436.8000	1.1977e+00	1.7328e-02
5446.0000	1.1851e+00	1.1303e-02
5455.2000	1.1727e+00	1.1718e-02
5464.4000	1.1583e+00	1.4269e-02
5473.6000	1.1441e+00	1.3328e-02
5482.8000	1.1299e+00	1.7592e-02
5492.0000	1.1189e+00	1.3181e-02
5501.2000	1.1067e+00	1.4151e-02
5510.4000	1.0953e+00	1.6485e-02
5519.6000	1.0905e+00	1.7661e-02
5528.8000	1.0839e+00	1.5379e-02
5538.0000	1.0762e+00	1.7597e-02
5547.2000	1.0718e+00	1.6548e-02
5556.4000	1.0581e+00	1.7155e-02
5565.6000	1.0457e+00	1.5200e-02
5574.8000	1.0285e+00	1.3885e-02
5584.0000	1.0059e+00	1.5985e-02
5593.2000	9.8106e-01	2.0676e-02
5602.4000	9.5554e-01	2.2194e-02
5611.6000	9.2512e-01	2.2440e-02
5620.8000	8.9734e-01	1.4793e-02
5630.0000	8.6663e-01	2.4291e-02
5639.2000	8.3870e-01	2.5216e-02
5648.4000	8.1447e-01	2.9591e-02
5657.6000	7.9627e-01	2.9845e-02
5666.8000	7.8029e-01	2.5290e-02
5676.0000	7.6424e-01	2.1904e-02
5685.2000	7.5160e-01	1.6454e-02
5694.4000	7.4275e-01	9.3874e-03
5703.6000	7.3315e-01	8.1050e-03
5712.8000	7.2608e-01	5.0887e-03
5722.0000	7.2387e-01	6.2015e-03
5731.2000	7.2822e-01	8.7035e-03
5740.4000	7.3797e-01	8.5000e-03
5749.6000	7.5680e-01	1.0496e-02
5758.8000	7.7504e-01	1.0530e-02
5768.0000	8.0474e-01	1.0586e-02
5777.2000	8.3581e-01	8.1718e-03
5786.4000	8.6929e-01	9.9416e-03
5795.6000	9.0573e-01	8.2522e-03
5804.8000	9.4570e-01	1.0585e-02
5814.0000	9.8222e-01	1.2287e-02
5823.2000	1.0182e+00	1.5301e-02
5832.4000	1.0480e+00	1.6677e-02
5841.6000	1.0707e+00	1.6891e-02
5850.8000	1.0933e+00	1.4839e-02
5860.0000	1.1101e+00	1.1479e-02
5869.2000	1.1228e+00	1.0452e-02
5878.4000	1.1281e+00	1.6725e-02
5887.6000	1.1323e+00	1.7228e-02
5896.8000	1.1359e+00	1.7231e-02
5906.0000	1.1373e+00	1.8676e-02
5915.2000	1.1274e+00	2.0190e-02
5924.4000	1.1214e+00	1.5956e-02
5933.6000	1.1132e+00	1.7696e-02
5942.8000	1.1029e+00	1.6945e-02
5952.0000	1.0937e+00	1.5901e-02
5961.2000	1.0787e+00	1.7103e-02
5970.4000	1.0685e+00	1.8740e-02
5979.6000	1.0550e+00	1.6066e-02
5988.8000	1.0429e+00	2.6051e-02
5998.0000	1.0341e+00	3.2941e-02
6007.2000	1.0283e+00	3.4176e-02
6016.4000	1.0238e+00	3.1229e-02
6025.6000	1.0183e+00	3.3443e-02
6034.8000	1.0125e+00	2.9174e-02
6044.0000	1.0061e+00	2.0470e-02
6053.2000	1.0025e+00	2.3294e-02
6062.4000	9.9390e-01	2.4919e-02
6071.6000	9.8202e-01	2.4482e-02
6080.8000	9.7044e-01	2.1621e-02
6090.0000	9.5762e-01	2.0813e-02
