#wls	flux	flux_err
4029.2000	1.0519e+00	1.0424e+00
4038.4000	1.4408e+00	1.0424e+00
4047.6000	1.7537e+00	1.0424e+00
4056.8000	1.9872e+00	9.9362e-01
4066.0000	2.0943e+00	6.7547e-01
4075.2000	2.0646e+00	6.5640e-01
4084.4000	1.9588e+00	4.7082e-01
4093.6000	1.7145e+00	2.4610e-01
4102.8000	1.4393e+00	5.2632e-01
4112.0000	1.1391e+00	5.8771e-01
4121.2000	9.0726e-01	5.7244e-01
4139.6000	7.9193e-01	4.9378e-01
4148.8000	7.9969e-01	5.7629e-01
4158.0000	6.2074e-01	4.7424e-01
4167.2000	6.3192e-01	2.4745e-01
4176.4000	8.7289e-01	2.3070e-01
4185.6000	1.2119e+00	3.3472e-01
4194.8000	1.4586e+00	2.9654e-01
4204.0000	1.6530e+00	2.5623e-01
4213.2000	1.8986e+00	2.9116e-01
4222.4000	2.0213e+00	5.1495e-01
4231.6000	2.0025e+00	5.2165e-01
4240.8000	2.0320e+00	6.4124e-01
4250.0000	2.0372e+00	6.4077e-01
4259.2000	1.9680e+00	6.4019e-01
4268.4000	1.9221e+00	5.1233e-01
4277.6000	1.7633e+00	4.2997e-01
4286.8000	1.6143e+00	3.9769e-01
4296.0000	1.5126e+00	3.5943e-01
4305.2000	1.3768e+00	3.8447e-01
4314.4000	1.3398e+00	3.6623e-01
4323.6000	1.3592e+00	3.4720e-01
4332.8000	1.4321e+00	2.0967e-01
4342.0000	1.5367e+00	2.1057e-01
4351.2000	1.5446e+00	3.5209e-01
4360.4000	1.4807e+00	3.2979e-01
4369.6000	1.4805e+00	3.2881e-01
4378.8000	1.4710e+00	3.0726e-01
4388.0000	1.4592e+00	3.2370e-01
4397.2000	1.3630e+00	1.3001e-01
4406.4000	1.2718e+00	1.3466e-01
4415.6000	1.2389e+00	1.3717e-01
4424.8000	1.2411e+00	1.3745e-01
4434.0000	1.1806e+00	1.5474e-01
4443.2000	1.1859e+00	1.3820e-01
4452.4000	1.1983e+00	1.4053e-01
4461.6000	1.2138e+00	1.3488e-01
4470.8000	1.3051e+00	1.6377e-01
4480.0000	1.2788e+00	1.8750e-01
4489.2000	1.2535e+00	1.9205e-01
4498.4000	1.2416e+00	2.4156e-01
4507.6000	1.1743e+00	2.7358e-01
4516.8000	1.1699e+00	2.5557e-01
4526.0000	1.1628e+00	2.4584e-01
4535.2000	1.1526e+00	2.3005e-01
4544.4000	1.1851e+00	2.2328e-01
4553.6000	1.2183e+00	2.2299e-01
4562.8000	1.2498e+00	2.2963e-01
4572.0000	1.3229e+00	2.5020e-01
4581.2000	1.3546e+00	2.6133e-01
4590.4000	1.4341e+00	2.5789e-01
4599.6000	1.4516e+00	2.2043e-01
4608.8000	1.4855e+00	2.0214e-01
4618.0000	1.5023e+00	1.7673e-01
4627.2000	1.4960e+00	1.5793e-01
4636.4000	1.4959e+00	5.5080e-02
4645.6000	1.4800e+00	1.4241e-01
4654.8000	1.4905e+00	1.8721e-01
4664.0000	1.4862e+00	2.0402e-01
4673.2000	1.4915e+00	2.2666e-01
4682.4000	1.4353e+00	2.2912e-01
4691.6000	1.3619e+00	1.6933e-01
4700.8000	1.3433e+00	1.9560e-01
4710.0000	1.3382e+00	3.1304e-01
4719.2000	1.3733e+00	3.0254e-01
4728.4000	1.3405e+00	3.2418e-01
4737.6000	1.3324e+00	3.2533e-01
4746.8000	1.3237e+00	3.3541e-01
4756.0000	1.3225e+00	2.5303e-01
4765.2000	1.2994e+00	2.5453e-01
4774.4000	1.3070e+00	2.4540e-01
4783.6000	1.2822e+00	3.4389e-01
4792.8000	1.3245e+00	2.8703e-01
4802.0000	1.3670e+00	3.0778e-01
4811.2000	1.3536e+00	2.9001e-01
4820.4000	1.2933e+00	2.7137e-01
4829.6000	1.2211e+00	1.4761e-01
4838.8000	1.2495e+00	1.5170e-01
4848.0000	1.2726e+00	9.3250e-02
4857.2000	1.3442e+00	1.5656e-01
4866.4000	1.3753e+00	2.3381e-01
4875.6000	1.3826e+00	2.2645e-01
4884.8000	1.3786e+00	3.8815e-01
4894.0000	1.3524e+00	4.6337e-01
4903.2000	1.3543e+00	4.5887e-01
4912.4000	1.3005e+00	4.1550e-01
4921.6000	1.2611e+00	4.4003e-01
4930.8000	1.2075e+00	3.2996e-01
4940.0000	1.2346e+00	2.0548e-01
4949.2000	1.2879e+00	1.9765e-01
4958.4000	1.1967e+00	1.7936e-01
4967.6000	1.0683e+00	1.2819e-01
4976.8000	1.0611e+00	1.1489e-01
4986.0000	1.1315e+00	2.4665e-01
4995.2000	1.2735e+00	3.6022e-01
5004.4000	1.4453e+00	4.4112e-01
5013.6000	1.5907e+00	5.0128e-01
5022.8000	1.6409e+00	5.0110e-01
5032.0000	1.6985e+00	8.8815e-01
5041.2000	1.7452e+00	8.5860e-01
5050.4000	1.7483e+00	8.7351e-01
5059.6000	1.6959e+00	7.9689e-01
5068.8000	1.5870e+00	8.0922e-01
5078.0000	1.4944e+00	3.4368e-01
5087.2000	1.3919e+00	2.0119e-01
5096.4000	1.2800e+00	2.3993e-01
5105.6000	1.1771e+00	2.4260e-01
5114.8000	1.0019e+00	2.4431e-01
5124.0000	9.1532e-01	2.4922e-01
5133.2000	9.0635e-01	1.2711e-01
5142.4000	1.0044e+00	1.3510e-01
5151.6000	1.1128e+00	1.4764e-01
5160.8000	1.0532e+00	1.5396e-01
5170.0000	1.0115e+00	1.1993e-01
5179.2000	1.0271e+00	1.2002e-01
5188.4000	1.0586e+00	9.4553e-02
5197.6000	1.0730e+00	9.5726e-02
5206.8000	1.0748e+00	9.9562e-02
