#wls	flux	flux_err
4020.0000	1.7074e+00	6.5492e-01
4029.2000	1.5521e+00	6.5492e-01
4038.4000	1.4109e+00	6.5492e-01
4047.6000	1.2493e+00	1.3047e+00
4056.8000	1.2099e+00	1.2386e+00
4066.0000	1.0956e+00	1.2423e+00
4075.2000	9.7840e-01	1.1725e+00
4093.6000	9.2112e-01	1.1742e+00
4102.8000	8.8197e-01	5.4276e-01
4112.0000	9.0447e-01	5.0459e-01
4121.2000	9.3984e-01	5.0392e-01
4130.4000	9.1290e-01	3.8379e-01
4139.6000	7.8900e-01	2.3273e-01
4148.8000	7.8888e-01	5.1897e-01
4158.0000	7.5017e-01	5.2035e-01
4167.2000	8.6427e-01	5.1992e-01
4176.4000	9.7841e-01	5.2047e-01
4185.6000	8.6691e-01	4.7301e-01
4194.8000	9.0360e-01	2.5666e-01
4204.0000	9.2177e-01	2.3550e-01
4213.2000	1.0263e+00	2.7024e-01
4222.4000	1.0281e+00	2.6856e-01
4231.6000	1.0363e+00	1.7642e-01
4240.8000	1.0581e+00	1.1353e-01
4250.0000	1.0599e+00	1.2803e-01
4259.2000	1.0353e+00	2.0491e-01
4268.4000	1.1257e+00	2.0408e-01
4277.6000	1.0852e+00	2.0287e-01
4286.8000	9.9792e-01	1.9181e-01
4296.0000	9.2261e-01	1.3593e-01
4305.2000	8.4768e-01	8.9027e-02
4314.4000	8.3952e-01	1.3901e-01
4323.6000	8.4830e-01	1.5102e-01
4332.8000	8.7323e-01	1.5203e-01
4342.0000	8.8040e-01	1.7731e-01
4351.2000	9.0555e-01	1.6109e-01
4360.4000	9.5843e-01	1.7566e-01
4369.6000	1.0073e+00	1.7150e-01
4378.8000	9.9899e-01	1.7777e-01
4388.0000	1.0245e+00	1.3193e-01
4397.2000	1.0036e+00	1.3437e-01
4406.4000	1.0091e+00	8.5398e-02
4415.6000	1.0128e+00	1.2019e-01
4424.8000	1.0025e+00	1.1944e-01
4434.0000	9.9016e-01	1.2546e-01
4443.2000	9.8602e-01	1.2651e-01
4452.4000	9.5908e-01	1.1195e-01
4461.6000	9.3474e-01	9.8157e-02
4470.8000	9.3877e-01	1.1253e-01
4480.0000	9.4327e-01	2.0427e-01
4489.2000	9.3131e-01	2.0488e-01
4498.4000	9.3029e-01	1.9131e-01
4507.6000	9.3262e-01	1.9883e-01
4516.8000	9.4312e-01	1.9201e-01
4526.0000	9.6221e-01	1.1936e-01
4535.2000	1.0254e+00	1.1973e-01
4544.4000	1.0480e+00	1.1706e-01
4553.6000	1.0726e+00	7.7410e-02
4562.8000	1.1283e+00	6.6296e-02
4572.0000	1.1922e+00	6.4505e-02
4581.2000	1.2145e+00	7.7176e-02
4590.4000	1.2217e+00	7.1246e-02
4599.6000	1.2167e+00	6.8430e-02
4608.8000	1.2309e+00	7.0422e-02
4618.0000	1.2420e+00	1.0472e-01
4627.2000	1.2368e+00	9.4821e-02
4636.4000	1.2546e+00	1.1672e-01
4645.6000	1.2507e+00	1.1454e-01
4654.8000	1.2420e+00	1.3499e-01
4664.0000	1.2237e+00	1.1363e-01
4673.2000	1.2123e+00	1.2594e-01
4682.4000	1.1993e+00	1.1038e-01
4691.6000	1.1831e+00	1.2308e-01
4700.8000	1.1733e+00	8.9068e-02
4710.0000	1.1464e+00	8.7716e-02
4719.2000	1.1259e+00	6.9731e-02
4728.4000	1.0922e+00	7.2267e-02
4737.6000	1.0752e+00	4.0087e-02
4746.8000	1.0329e+00	7.8421e-02
4756.0000	1.0239e+00	7.8278e-02
4765.2000	1.0335e+00	7.8635e-02
4774.4000	1.0315e+00	6.6178e-02
4783.6000	1.0151e+00	5.6720e-02
4792.8000	1.0182e+00	4.5274e-02
4802.0000	1.0716e+00	1.3124e-01
4811.2000	1.0289e+00	1.3045e-01
4820.4000	9.7558e-01	1.1078e-01
4829.6000	9.7522e-01	1.7045e-01
4838.8000	1.0212e+00	1.7290e-01
4848.0000	1.0863e+00	1.1857e-01
4857.2000	1.1584e+00	1.2910e-01
4866.4000	1.2191e+00	1.3983e-01
4875.6000	1.3095e+00	1.3287e-01
4884.8000	1.3493e+00	4.4492e-01
4894.0000	1.3795e+00	4.7930e-01
4903.2000	1.3966e+00	4.7528e-01
4912.4000	1.3084e+00	4.5268e-01
4921.6000	1.2185e+00	4.5150e-01
4930.8000	1.1450e+00	2.8530e-01
4940.0000	1.1290e+00	6.4468e-02
4949.2000	1.1587e+00	6.4489e-02
4958.4000	1.0393e+00	1.8634e-01
