#wls	flux	flux_err
4020.0000	1.4061e+00	1.2714e-01
4029.2000	1.3988e+00	1.2714e-01
4038.4000	1.3631e+00	1.2714e-01
4047.6000	1.3426e+00	1.2661e-01
4056.8000	1.3083e+00	6.3875e-02
4066.0000	1.2786e+00	5.9556e-02
4075.2000	1.2592e+00	2.8852e-02
4084.4000	1.2409e+00	6.8302e-02
4093.6000	1.2310e+00	8.3451e-02
4102.8000	1.2224e+00	8.3917e-02
4112.0000	1.2191e+00	1.0399e-01
4121.2000	1.2187e+00	1.1859e-01
4130.4000	1.2288e+00	1.1370e-01
4139.6000	1.2003e+00	1.0235e-01
4148.8000	1.1859e+00	1.0549e-01
4158.0000	1.1674e+00	7.5422e-02
4167.2000	1.1476e+00	6.1617e-02
4176.4000	1.1324e+00	3.0749e-02
4185.6000	1.1243e+00	2.9784e-02
4194.8000	1.1260e+00	1.8387e-02
4204.0000	1.1273e+00	2.3847e-02
4213.2000	1.1177e+00	3.2925e-02
4222.4000	1.1238e+00	4.2498e-02
4231.6000	1.1290e+00	7.1623e-02
4240.8000	1.1260e+00	7.3751e-02
4250.0000	1.1343e+00	7.7603e-02
4259.2000	1.1096e+00	7.3855e-02
4268.4000	1.0942e+00	6.8378e-02
4277.6000	1.0741e+00	3.5109e-02
4286.8000	1.0470e+00	3.5914e-02
4296.0000	1.0299e+00	2.3002e-02
4305.2000	1.0085e+00	1.6817e-02
4314.4000	1.0008e+00	7.1275e-02
4323.6000	9.9692e-01	6.8169e-02
4332.8000	1.0124e+00	7.3050e-02
4342.0000	1.0268e+00	6.9094e-02
4351.2000	1.0482e+00	8.2138e-02
4360.4000	1.0471e+00	4.3700e-02
4369.6000	1.0597e+00	4.5852e-02
4378.8000	1.0779e+00	4.4160e-02
4388.0000	1.0933e+00	4.6365e-02
4397.2000	1.1043e+00	3.5106e-02
4406.4000	1.1001e+00	3.6794e-02
4415.6000	1.1025e+00	3.9711e-02
4424.8000	1.0968e+00	5.6006e-02
4434.0000	1.0885e+00	5.2616e-02
4443.2000	1.1035e+00	6.2032e-02
4452.4000	1.1155e+00	5.4519e-02
4461.6000	1.1191e+00	5.4377e-02
4470.8000	1.1347e+00	3.9831e-02
4480.0000	1.1414e+00	4.9190e-02
4489.2000	1.1473e+00	4.5320e-02
4498.4000	1.1587e+00	4.1777e-02
4507.6000	1.1615e+00	4.1532e-02
4516.8000	1.1694e+00	5.2515e-02
4526.0000	1.1786e+00	3.6040e-02
4535.2000	1.1905e+00	3.7450e-02
4544.4000	1.2048e+00	3.6289e-02
4553.6000	1.2127e+00	3.8525e-02
4562.8000	1.2159e+00	1.8210e-02
4572.0000	1.2274e+00	2.1755e-02
4581.2000	1.2366e+00	1.7465e-02
4590.4000	1.2463e+00	1.7442e-02
4599.6000	1.2617e+00	1.4451e-02
4608.8000	1.2675e+00	2.4521e-02
4618.0000	1.2788e+00	2.6079e-02
4627.2000	1.2889e+00	2.5511e-02
4636.4000	1.2972e+00	2.7328e-02
4645.6000	1.3107e+00	2.5541e-02
4654.8000	1.3231e+00	2.4116e-02
4664.0000	1.3282e+00	1.8844e-02
4673.2000	1.3365e+00	2.9130e-02
4682.4000	1.3296e+00	2.9687e-02
4691.6000	1.3202e+00	3.1180e-02
4700.8000	1.3084e+00	2.8076e-02
4710.0000	1.2818e+00	2.9417e-02
4719.2000	1.2512e+00	1.6504e-02
4728.4000	1.2215e+00	1.7626e-02
4737.6000	1.1855e+00	1.7762e-02
4746.8000	1.1564e+00	3.1541e-02
4756.0000	1.1356e+00	3.4576e-02
4765.2000	1.1116e+00	3.2355e-02
4774.4000	1.0875e+00	3.2946e-02
4783.6000	1.0625e+00	4.5200e-02
4792.8000	1.0390e+00	3.2539e-02
4802.0000	1.0231e+00	3.1509e-02
4811.2000	9.9747e-01	2.0454e-02
4820.4000	9.6596e-01	2.5699e-02
4829.6000	9.4167e-01	2.5850e-02
4838.8000	9.2170e-01	2.4431e-02
4848.0000	9.0650e-01	2.2245e-02
4857.2000	9.0149e-01	2.3249e-02
4866.4000	9.0234e-01	2.3332e-02
4875.6000	9.1405e-01	1.9973e-02
4884.8000	9.1813e-01	4.0189e-02
4894.0000	9.3276e-01	5.0417e-02
4903.2000	9.5072e-01	3.9434e-02
4912.4000	9.4886e-01	3.7086e-02
4921.6000	9.4789e-01	4.5093e-02
4930.8000	9.5308e-01	5.5479e-02
4940.0000	9.7248e-01	3.7207e-02
4949.2000	9.9521e-01	3.2973e-02
4958.4000	9.9173e-01	5.0794e-02
4967.6000	9.7312e-01	5.0679e-02
4976.8000	9.8138e-01	3.5112e-02
4986.0000	1.0092e+00	4.2385e-02
4995.2000	1.0459e+00	6.0031e-02
5004.4000	1.0849e+00	9.7463e-02
5013.6000	1.1153e+00	1.2398e-01
5022.8000	1.1327e+00	1.2325e-01
5032.0000	1.1407e+00	2.0417e-01
5041.2000	1.1371e+00	2.1433e-01
5050.4000	1.1203e+00	2.1019e-01
5059.6000	1.1025e+00	1.8673e-01
5068.8000	1.0820e+00	1.9300e-01
5078.0000	1.0615e+00	1.1179e-01
5087.2000	1.0400e+00	4.2377e-02
5096.4000	1.0276e+00	3.3512e-02
5105.6000	1.0204e+00	2.9912e-02
5114.8000	1.0039e+00	3.5846e-02
5124.0000	9.9673e-01	3.5843e-02
5133.2000	1.0106e+00	3.1371e-02
