#wls	flux	flux_err
4020.0000	1.8345e+00	5.9057e-01
4038.4000	1.7353e+00	5.9057e-01
4047.6000	1.6019e+00	5.9057e-01
4056.8000	1.4510e+00	6.2764e-01
4066.0000	1.2922e+00	6.5251e-01
4075.2000	1.1050e+00	6.2876e-01
4084.4000	1.0461e+00	6.6536e-01
4102.8000	9.2661e-01	5.6385e-01
4112.0000	8.6945e-01	5.4477e-01
4121.2000	8.2864e-01	3.5818e-01
4130.4000	8.0430e-01	3.9877e-01
4139.6000	7.8610e-01	2.8697e-01
4148.8000	7.3373e-01	2.3244e-01
4158.0000	7.5746e-01	2.1380e-01
4167.2000	7.8353e-01	4.1353e-01
4176.4000	7.3440e-01	4.5851e-01
4185.6000	8.3551e-01	4.7650e-01
4194.8000	9.0934e-01	4.6267e-01
4204.0000	8.3411e-01	4.3416e-01
4213.2000	8.2210e-01	2.7658e-01
4222.4000	8.5057e-01	1.6159e-01
4231.6000	8.7077e-01	1.3858e-01
4240.8000	7.8496e-01	1.5706e-01
4250.0000	7.8618e-01	1.6120e-01
4259.2000	7.9269e-01	2.1302e-01
4268.4000	7.9576e-01	2.3878e-01
4277.6000	7.7115e-01	2.5003e-01
4286.8000	7.0330e-01	2.5091e-01
4296.0000	7.5837e-01	2.8359e-01
4305.2000	7.0512e-01	3.0660e-01
4314.4000	6.9642e-01	3.1627e-01
4323.6000	7.0420e-01	3.5475e-01
4332.8000	7.0606e-01	3.1271e-01
4342.0000	7.0675e-01	3.1192e-01
4351.2000	6.8956e-01	2.9040e-01
4360.4000	6.5691e-01	1.9462e-01
4369.6000	6.0358e-01	1.7019e-01
4378.8000	5.7240e-01	1.3191e-01
4388.0000	5.6177e-01	1.2672e-01
4397.2000	5.8653e-01	1.6660e-01
4406.4000	5.5715e-01	1.5506e-01
4415.6000	6.2742e-01	1.4728e-01
4424.8000	6.6356e-01	1.5440e-01
4434.0000	6.7436e-01	1.5456e-01
4443.2000	6.6424e-01	7.8167e-02
4452.4000	7.0353e-01	1.1618e-01
4461.6000	7.5927e-01	1.0319e-01
4470.8000	7.8947e-01	6.8084e-02
4480.0000	8.2018e-01	8.0864e-02
4489.2000	8.2097e-01	8.7449e-02
4498.4000	8.5127e-01	1.4358e-01
4507.6000	8.7645e-01	1.3979e-01
4516.8000	8.6587e-01	1.8143e-01
4526.0000	9.0147e-01	1.8760e-01
4535.2000	9.1768e-01	1.7888e-01
4544.4000	9.3660e-01	1.3399e-01
4553.6000	9.4028e-01	1.1229e-01
4562.8000	9.5249e-01	9.7304e-02
4572.0000	9.4319e-01	9.2064e-02
