MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_z'	sdss_z'_err
56626.04000000977	6.687946885135243e-19	3.0108110422350097e-15	8.665886469113658e-17	2.9898972204727225e-18	1.1116323259606637e-16	5.301699286628569e-18	nan	nan	1.0596738587662743e-16	8.453301225874234e-18	1.1442835555772214e-16	6.291880520178512e-18	2.060554104985506e-17	1.1263136950038468e-15	1.0043974087332685e-16	3.5170484768026415e-18	nan	nan
56626.090000009775	7.195566882830846e-19	3.0107260006524273e-15	8.658382328258057e-17	2.9892365241016225e-18	1.1106742893712327e-16	5.306077536500248e-18	nan	nan	1.0586995850890224e-16	8.466117159826009e-18	1.1433061237729425e-16	6.258006953868469e-18	2.056560491302927e-17	1.1263290069464696e-15	1.003499450168305e-16	3.5013723455689716e-18	nan	nan
56626.14000000978	7.703100930685056e-19	3.0106404230635148e-15	8.650884685476745e-17	2.990034390491175e-18	1.1097170785701967e-16	5.3124856010790575e-18	nan	nan	1.0577262071545764e-16	8.4834919508227e-18	1.142329526825224e-16	6.217437401092293e-18	2.0525761604867118e-17	1.1263442238246869e-15	1.00260229422644e-16	3.492511501636129e-18	nan	nan
56626.19000000978	8.210553856936487e-19	3.0105543062760007e-15	8.643393535061431e-17	2.991878143910237e-18	1.108760692708106e-16	5.319941473669303e-18	nan	nan	1.0567537241576223e-16	8.503025731038352e-18	1.141353764133141e-16	6.173206876150748e-18	2.048601096813411e-17	1.126359345874447e-15	1.0017059406848072e-16	3.492646532571821e-18	nan	nan
56626.240000009784	8.717930485269115e-19	3.010467647079244e-15	8.63590887168557e-17	2.9943623872675745e-18	1.1078051310004149e-16	5.327546194423751e-18	nan	nan	1.0557821352644231e-16	8.522528120155382e-18	1.1403788348382289e-16	6.128999012226393e-18	2.0446352845879637e-17	1.126374373330269e-15	1.0008103883176413e-16	3.501425528028294e-18	nan	nan
56626.29000000979	9.225235634728554e-19	3.010380442244139e-15	8.628430689432107e-17	2.997110127158798e-18	1.1068503928755095e-16	5.33450867393551e-18	nan	nan	1.054811439666507e-16	8.540084283845777e-18	1.1394047383681784e-16	6.089046664282955e-18	2.040678708145586e-17	1.1263893064252473e-15	9.999156365677761e-17	3.516524656683077e-18	nan	nan
56626.34000000979	9.732474119845178e-19	3.01029268852302e-15	8.620958982885023e-17	2.9997827937579218e-18	1.1058964774976039e-16	5.340165073957123e-18	nan	nan	1.0538416365396113e-16	8.554104429305196e-18	1.1384314739503714e-16	6.057976294056451e-18	2.0367313518505503e-17	1.1264041453910515e-15	9.990216848375243e-17	3.535553264404251e-18	nan	nan
56626.39000000979	1.0239650750602105e-18	3.010204382649565e-15	8.61349374643743e-17	3.0020882959858976e-18	1.104943384275727e-16	5.343993404275647e-18	nan	nan	1.0528727250626317e-16	8.563359390716543e-18	1.1374590407835748e-16	6.040584033842877e-18	2.0327932000942936e-17	1.1264188904579326e-15	9.981285322556806e-17	3.556233185961393e-18	nan	nan
56626.440000009796	1.0746770332474598e-18	3.010115521338697e-15	8.606034974446649e-17	3.0037874595197056e-18	1.1039911125050399e-16	5.345623920177894e-18	nan	nan	1.0519047044049893e-16	8.567004915192405e-18	1.1364874384671717e-16	6.041229205001274e-18	2.0288642372991438e-17	1.126433541854722e-15	9.972361782650791e-17	3.576498768178688e-18	nan	nan
56626.4900000098	1.1253837666463541e-18	3.01002610128649e-15	8.598582661281933e-17	3.0046987718592865e-18	1.1030396614590696e-16	5.3448460406011494e-18	nan	nan	1.0509375737613704e-16	8.56459680540822e-18	1.1355166660568514e-16	6.059211238291916e-18	2.024944447916482e-17	1.1264480998088369e-15	9.96344621903342e-17	3.594567363176665e-18	nan	nan
56626.5400000098	1.1760857549086591e-18	3.0099361191700695e-15	8.591136801479549e-17	3.0047017975394354e-18	1.1020890303452995e-16	5.341612097970193e-18	nan	nan	1.0499713322980382e-16	8.556098554908186e-18	1.1345467226941497e-16	6.0898818664477506e-18	2.021033816425912e-17	1.1264625645462818e-15	9.954538626436939e-17	3.608985153292163e-18	nan	nan
56626.590000009804	1.2267834772448583e-18	3.0098455716475133e-15	8.583697389492253e-17	3.0037393395862393e-18	1.1011392184998834e-16	5.336038263507262e-18	nan	nan	1.049005979219153e-16	8.54188226294043e-18	1.1335776077781413e-16	6.128439198036546e-18	2.0171323273347606e-17	1.1264769362916511e-15	9.945638999087081e-17	3.6186554386700744e-18	nan	nan
56626.64000000981	1.277477412421347e-18	3.009754455357756e-15	8.576264419456672e-17	3.001818453251455e-18	1.1001902253216018e-16	5.328402657187184e-18	nan	nan	1.0480415136846618e-16	8.522722966786284e-18	1.132609320994056e-16	6.1703028187499105e-18	2.013239965183519e-17	1.1264912152681325e-15	9.936747327663979e-17	3.622854228370817e-18	nan	nan
56626.69000000981	1.3281680387660455e-18	3.009662766920487e-15	8.568837886111874e-17	2.999010385763298e-18	1.0992420499746691e-16	5.319140570823599e-18	nan	nan	1.0470779348987248e-16	8.499785581329785e-18	1.131641861025582e-16	6.211324017514286e-18	2.0093567145362907e-17	1.1265054016975084e-15	9.927863605279031e-17	3.621238454588414e-18	nan	nan
56626.74000000981	1.378855834172044e-18	3.009570502936053e-15	8.561417783737638e-17	2.9954493687515366e-18	1.098294691790684e-16	5.308836263033296e-18	nan	nan	1.0461152420339216e-16	8.474602988250348e-18	1.1306752275293334e-16	6.247929677526232e-18	2.0054825599884558e-17	1.1265194958001593e-15	9.918987825144944e-17	3.613849167642731e-18	nan	nan
56626.790000009816	1.429541276092628e-18	3.009477659985357e-15	8.554004106679357e-17	2.991330299806164e-18	1.0973481500374797e-16	5.298211124794366e-18	nan	nan	1.0451534342912544e-16	8.449043087225464e-18	1.1297094196182306e-16	6.2772129437621945e-18	2.001617486166117e-17	1.1265334977950663e-15	9.910119981588751e-17	3.6011115602176015e-18	nan	nan
56626.84000000982	1.4802248415548707e-18	3.009384234629758e-15	8.546596849467333e-17	2.9869050944733493e-18	1.0964024240614583e-16	5.288107134358257e-18	nan	nan	1.0441925108243538e-16	8.425262217334547e-18	1.1287444368058104e-16	6.296985639460409e-18	1.997761477720932e-17	1.1265474078998133e-15	9.90126006478407e-17	3.583831343254117e-18	nan	nan
56626.89000000982	1.53090700714934e-18	3.009290223410971e-15	8.539196006470817e-17	2.9824776110246797e-18	1.0954575131999119e-16	5.279465363404393e-18	nan	nan	1.043232470853171e-16	8.405642105829165e-18	1.1277802782336083e-16	6.305805798074992e-18	1.9939145193355576e-17	1.1265612263305903e-15	9.892408070070965e-17	3.563185954460248e-18	nan	nan
56626.940000009825	1.5815882490439374e-18	3.0091956228509643e-15	8.531801572154497e-17	2.97839693872826e-18	1.094513416619332e-16	5.273298492192446e-18	nan	nan	1.0422733135218624e-16	8.392707996435393e-18	1.1268169434723925e-16	6.302990429979068e-18	1.9900765957197627e-17	1.126574953302195e-15	9.883563988230871e-17	3.540706996928582e-18	nan	nan
56626.99000000983	1.6322690429769038e-18	3.0091004294518583e-15	8.524413540989027e-17	2.975048901681025e-18	1.0935701337105283e-16	5.2706543930481635e-18	nan	nan	1.0413150380693272e-16	8.38897318633069e-18	1.125854431291697e-16	6.288620415363492e-18	1.9862476916139813e-17	1.1265885890280357e-15	9.874727813692125e-17	3.518249412951826e-18	nan	nan
56627.04000000983	1.6829498642630253e-18	3.0090046396958233e-15	8.517031907337693e-17	2.972845483986818e-18	1.0926276637208384e-16	5.2719884381770406e-18	nan	nan	1.0403576436649869e-16	8.394813057834438e-18	1.1248927413767518e-16	6.263540555453728e-18	1.9824277917843146e-17	1.1266021337201343e-15	9.865899538755706e-17	3.49794092333995e-18	nan	nan
56627.09000000983	1.7336311877988533e-18	3.008908250044978e-15	8.509656665623428e-17	2.972181454498677e-18	1.0916860059158179e-16	5.276419529906899e-18	nan	nan	1.039401129484579e-16	8.40783101432144e-18	1.12393187301217e-16	6.229354456171043e-18	1.9786168810306407e-17	1.1266155875891276e-15	9.857079157546045e-17	3.4821055694879435e-18	nan	nan
56627.14000000984	1.784313488057484e-18	3.0088112569412824e-15	8.502287810293031e-17	2.9729917290737898e-18	1.0907451597363787e-16	5.282902690046969e-18	nan	nan	1.0384454947196312e-16	8.425469638575409e-18	1.1229718251391786e-16	6.188410370874364e-18	1.9748149441757826e-17	1.126628950844271e-15	9.848266660135453e-17	3.473155803012031e-18	nan	nan
56627.19000000984	1.8349972390963877e-18	3.0087136568064387e-15	8.49492533606767e-17	2.974859406191308e-18	1.0898051242977716e-16	5.29044540266359e-18	nan	nan	1.0374907385743041e-16	8.445296970241001e-18	1.1220125975288543e-16	6.143770398267708e-18	1.9710219660756177e-17	1.1266422236934398e-15	9.839462041863995e-17	3.4732934670998495e-18	nan	nan
56627.24000000984	1.8856829145601688e-18	3.0086154460417843e-15	8.487569237209234e-17	2.977374774399523e-18	1.0888658991035354e-16	5.2981388676958726e-18	nan	nan	1.0365368602622323e-16	8.465092952974131e-18	1.121054189294117e-16	6.0991520578630316e-18	1.9672379316115238e-17	1.1266554063431332e-15	9.830665295944377e-17	3.48216336248323e-18	nan	nan
56627.290000009845	1.9363709876775588e-18	3.0085166210281887e-15	8.48021950833153e-17	2.9801567145113554e-18	1.0879274833691243e-16	5.305183247094692e-18	nan	nan	1.035583858949679e-16	8.482916704769272e-18	1.120096599690964e-16	6.058827997966372e-18	1.963462825695767e-17	1.1266684989984747e-15	9.821876413765849e-17	3.497418387636372e-18	nan	nan
56627.34000000985	1.987061931267181e-18	3.0084171781259455e-15	8.472876143914159e-17	2.982862855385732e-18	1.0869898763134088e-16	5.310907336009027e-18	nan	nan	1.0346317338218558e-16	8.497156830475932e-18	1.1191398279753935e-16	6.027468637339807e-18	1.959696633267335e-17	1.1266815018632164e-15	9.813095389452842e-17	3.5166431337121515e-18	nan	nan
56627.39000000985	2.0377562177376465e-18	3.0083171136746708e-15	8.465539138320407e-17	2.985197853467531e-18	1.0860530773807165e-16	5.314783335360299e-18	nan	nan	1.0336804840987136e-16	8.506567537844202e-18	1.118183873603711e-16	6.009915099227365e-18	1.955939339295605e-17	1.12669441513974e-15	9.804322214191998e-17	3.537535484460222e-18	nan	nan
56627.440000009854	2.088454319095237e-18	3.0082164239931942e-15	8.458208486158115e-17	2.986919802846848e-18	1.0851170858013044e-16	5.316437395844709e-18	nan	nan	1.0327301089654643e-16	8.510293201676654e-18	1.1172287358032987e-16	6.0105655956758764e-18	1.9521909287759527e-17	1.1267072390290598e-15	9.7955568837286e-17	3.558008192215997e-18	nan	nan
56627.49000000986	2.1391567069366183e-18	3.0081151053794525e-15	8.450884182100742e-17	2.987845127666132e-18	1.084181900863502e-16	5.315656588814272e-18	nan	nan	1.0317806076010034e-16	8.50788367209563e-18	1.1162744139160008e-16	6.028713294590532e-18	1.94845138673631e-17	1.126719973730825e-15	9.786799389249287e-17	3.5762604321104395e-18	nan	nan
56627.54000000986	2.18986385246041e-18	3.0080131541103846e-15	8.443566220368417e-17	2.987852019667383e-18	1.083247521934207e-16	5.312392726001813e-18	nan	nan	1.0308319792473883e-16	8.499301975901553e-18	1.1153209069975061e-16	6.059667672764302e-18	1.9447206982284973e-17	1.1267326194433223e-15	9.778049725587614e-17	3.5908238836849024e-18	nan	nan
56627.59000000986	2.240576226459309e-18	3.0079105664418203e-15	8.436254595518286e-17	2.9868826372319567e-18	1.0823139482971941e-16	5.306763313941592e-18	nan	nan	1.0298842230550919e-16	8.484925257989288e-18	1.1143682146471983e-16	6.0985813597780326e-18	1.940998848336112e-17	1.1267451763634773e-15	9.769307882410679e-17	3.600591053125505e-18	nan	nan
56627.640000009866	2.2912942993317584e-18	3.0078073386083767e-15	8.428949302226784e-17	2.984944125101608e-18	1.0813811792009393e-16	5.299049575723392e-18	nan	nan	1.0289373382377486e-16	8.465539046714544e-18	1.1134163360352286e-16	6.140830166101883e-18	1.937285822168307e-17	1.1267576446868581e-15	9.760573855868974e-17	3.604831041256399e-18	nan	nan
56627.69000000987	2.3420185410800285e-18	3.007703466823346e-15	8.421650334884041e-17	2.98210854772804e-18	1.0804492140077857e-16	5.2896917198262894e-18	nan	nan	1.0279913240089931e-16	8.442324097569188e-18	1.112465270532056e-16	6.1822263023395074e-18	1.9335816048651243e-17	1.1267700246076764e-15	9.751847638060869e-17	3.60319755598384e-18	nan	nan
56627.74000000987	2.3927494213078515e-18	3.0075989472785876e-15	8.414357688020356e-17	2.9785116964216547e-18	1.0795180520584417e-16	5.279280539892856e-18	nan	nan	1.0270461795477212e-16	8.416834210063729e-18	1.111515017536756e-16	6.2191637973469365e-18	1.929886181594438e-17	1.1267823163187902e-15	9.743129221287342e-17	3.5957320437361325e-18	nan	nan
56627.790000009874	2.443487409231799e-18	3.007493776144419e-15	8.40707135637778e-17	2.9743506880753475e-18	1.0785876925820258e-16	5.268545481750237e-18	nan	nan	1.026101904061251e-16	8.390962840667502e-18	1.1105655761050176e-16	6.248709841923604e-18	1.9261995375519003e-17	1.126794520011707e-15	9.734418598963702e-17	3.582863828001309e-18	nan	nan
56627.84000000988	2.4942329736735486e-18	3.007387949569506e-15	8.399791334143639e-17	2.969880314461234e-18	1.0776581349351874e-16	5.258337843030441e-18	nan	nan	1.0251584967474267e-16	8.366895742973872e-18	1.1096169456931467e-16	6.268657320649363e-18	1.9225216579607187e-17	1.1268066358765847e-15	9.725715763796138e-17	3.5654063729436046e-18	nan	nan
56627.89000000988	2.5449865830682077e-18	3.00728146368075e-15	8.392517615916831e-17	2.965407877556317e-18	1.076729378348184e-16	5.2496090254318845e-18	nan	nan	1.0242159567977766e-16	8.34704681521007e-18	1.1086691256716028e-16	6.277552006758103e-18	1.9188525280749335e-17	1.1268186641022338e-15	9.717020710516899e-17	3.544548774932468e-18	nan	nan
56627.94000000988	2.5957487054638204e-18	3.0071743145831804e-15	8.385250196388702e-17	2.9612863853086168e-18	1.0758014222630657e-16	5.2433825360908065e-18	nan	nan	1.023274283460674e-16	8.333974545750996e-18	1.1077221152105372e-16	6.274705239883698e-18	1.915192133172307e-17	1.1268306048761207e-15	9.708333430312629e-17	3.521838197874793e-18	nan	nan
56627.990000009886	2.6465198085237314e-18	3.0070664983598395e-15	8.377989069973241e-17	2.9579058768670877e-18	1.0748742658030542e-16	5.240716946849002e-18	nan	nan	1.022333475864485e-16	8.33022384161089e-18	1.1067759135945628e-16	6.2601986065420786e-18	1.9115404585654345e-17	1.1268424583843696e-15	9.699653916902546e-17	3.49914877005794e-18	nan	nan
56628.04000000989	2.6973003595294908e-18	3.0069580110716733e-15	8.370734231257416e-17	2.955682744788963e-18	1.0739479084318348e-16	5.242072136358335e-18	nan	nan	1.0213935332607415e-16	8.336174586188477e-18	1.1058305203944474e-16	6.23488406980886e-18	1.9078974895888002e-17	1.126854224811764e-15	9.690982162081116e-17	3.478630723535812e-18	nan	nan
56628.09000000989	2.7480908253786396e-18	3.0068488487574164e-15	8.363485674553812e-17	2.955015770727844e-18	1.0730223494252113e-16	5.2465581395920356e-18	nan	nan	1.0204544548536039e-16	8.34940021072072e-18	1.1048859344941876e-16	6.200379041113109e-18	1.904263211607943e-17	1.1268659043417495e-15	9.682318161694915e-17	3.4626327234207402e-18	nan	nan
56628.140000009895	2.7988916725942613e-18	3.0067390074334823e-15	8.356243394702897e-17	2.955839201789512e-18	1.0720975880874548e-16	5.2531190036078655e-18	nan	nan	1.0195162398535484e-16	8.367309738495588e-18	1.1039421556076284e-16	6.15905237262825e-18	1.9006376100166797e-17	1.1268774971564354e-15	9.67366190622147e-17	3.4535924521364883e-18	nan	nan
56628.1900000099	2.849703367317942e-18	3.0066284830938446e-15	8.34900738609182e-17	2.9577318348069303e-18	1.0711736237490252e-16	5.260751440455919e-18	nan	nan	1.0185788874363128e-16	8.387438356826065e-18	1.1029991829335366e-16	6.113993959630656e-18	1.897020670236549e-17	1.126889003436598e-15	9.665013389987816e-17	3.453733629608406e-18	nan	nan
56628.2400000099	2.9005263753188783e-18	3.0065172717099293e-15	8.341777643531223e-17	2.9602795302876754e-18	1.0702504556720627e-16	5.268536580779842e-18	nan	nan	1.0176423968407964e-16	8.407535659078348e-18	1.1020570157279095e-16	6.068955992884227e-18	1.8934123777169784e-17	1.1269004233616808e-15	9.65637260488972e-17	3.4626974222456007e-18	nan	nan
56628.2900000099	2.9513611619926976e-18	3.006405369230495e-15	8.334554161438077e-17	2.9630969336835536e-18	1.0693280832416838e-16	5.2756656227414315e-18	nan	nan	1.0167067672743174e-16	8.42563411924453e-18	1.1011156532181295e-16	6.0282519581489985e-18	1.8898127179355055e-17	1.126911757109799e-15	9.647739545051611e-17	3.4781130904471666e-18	nan	nan
56628.340000009906	3.0022081923611607e-18	3.00629277158152e-15	8.32733693443812e-17	2.9658378254127218e-18	1.068406505739386e-16	5.28145984807793e-18	nan	nan	1.0157719979094556e-16	8.440100262628124e-18	1.1001750948318869e-16	5.9965973898301594e-18	1.8862216763986684e-17	1.126923004857739e-15	9.639114203382285e-17	3.4975397676468164e-18	nan	nan
56628.39000000991	3.053067931078024e-18	3.006179474666086e-15	8.320125957115334e-17	2.968203479069569e-18	1.0674857224432505e-16	5.285385471236311e-18	nan	nan	1.014838088013533e-16	8.449671295773986e-18	1.0992353398251793e-16	5.978879625738948e-18	1.8826392386393933e-17	1.1269341667809627e-15	9.630496573297052e-17	3.518650632690692e-18	nan	nan
56628.44000000991	3.1039408424282995e-18	3.0060654743642645e-15	8.312921224104407e-17	2.969949213344076e-18	1.0665657327736929e-16	5.287064463717109e-18	nan	nan	1.0139050367370221e-16	8.453479972823445e-18	1.0982963875398508e-16	5.97953670538402e-18	1.879065390219162e-17	1.1269452430536087e-15	9.62188664648907e-17	3.5393365078665764e-18	nan	nan
56628.490000009915	3.1548273903309623e-18	3.0059507665329947e-15	8.305722730126509e-17	2.970889347282401e-18	1.0656465359302261e-16	5.286281478306699e-18	nan	nan	1.0129728433156646e-16	8.451070068245282e-18	1.0973582372605144e-16	5.9978554296486415e-18	1.8755001167282892e-17	1.1269562338484938e-15	9.613284419311434e-17	3.557777767749241e-18	nan	nan
56628.54000000992	3.2057280383397413e-18	3.0058353470059715e-15	8.298530469607557e-17	2.9709006686316267e-18	1.0647281312786091e-16	5.282987849172439e-18	nan	nan	1.0120415069694111e-16	8.442404130749638e-18	1.0964208883576296e-16	6.029101973892225e-18	1.8719434037839224e-17	1.1269671393371156e-15	9.604689881836459e-17	3.572491228139585e-18	nan	nan
56628.59000000992	3.256643249648238e-18	3.005719211593526e-15	8.291344437155397e-17	2.969924665962365e-18	1.063810518143609e-16	5.2773023637634636e-18	nan	nan	1.0111110269276868e-16	8.427864449285475e-18	1.0954843402302712e-16	6.068382205820245e-18	1.8683952370322092e-17	1.1269779596896548e-15	9.596103027884665e-17	3.5823584459428425e-18	nan	nan
56628.640000009924	3.3075734870854956e-18	3.005602356082506e-15	8.284164627371904e-17	2.967968574667889e-18	1.0628936958693503e-16	5.269509521117315e-18	nan	nan	1.0101814023472804e-16	8.408247279842067e-18	1.0945485919913597e-16	6.111027044969645e-18	1.8648556021455748e-17	1.126988695074977e-15	9.587523850466148e-17	3.586641489013538e-18	nan	nan
56628.69000000993	3.3585192131234356e-18	3.0054847762361585e-15	8.276991034963342e-17	2.9651053091569484e-18	1.061977663733914e-16	5.260054449747531e-18	nan	nan	1.0092526324860401e-16	8.38474955515226e-18	1.0936136431830473e-16	6.1528086441611055e-18	1.861324484826888e-17	1.1269993456606334e-15	9.578952342996222e-17	3.5849906349718566e-18	nan	nan
56628.74000000993	3.4094808898755764e-18	3.0053664677940112e-15	8.269823654537552e-17	2.961472233030676e-18	1.0610624210449873e-16	5.2495347062125314e-18	nan	nan	1.0083247165512841e-16	8.358946464388077e-18	1.0926794929182541e-16	6.190087378604535e-18	1.857801870803351e-17	1.1270099116128651e-15	9.570388500511041e-17	3.5774478928129155e-18	nan	nan
56628.79000000993	3.460458979099889e-18	3.0052474264717507e-15	8.262662480595012e-17	2.9572687588178443e-18	1.0601479671284755e-16	5.238687935528395e-18	nan	nan	1.007397653750331e-16	8.332757590045906e-18	1.0917461404815932e-16	6.2199039188567226e-18	1.854287745832888e-17	1.127020393096604e-15	9.561832313589432e-17	3.5644465880396385e-18	nan	nan
56628.840000009935	3.511453942198503e-18	3.0051276479611034e-15	8.255507507824088e-17	2.9527526105025196e-18	1.0592343013968237e-16	5.228375040002108e-18	nan	nan	1.0064714432904991e-16	8.308398795959033e-18	1.0908135855296792e-16	6.2400316881689446e-18	1.8507820957000893e-17	1.1270307902754735e-15	9.553283774836284e-17	3.5468083396903785e-18	nan	nan
56628.89000000994	3.562466240224108e-18	3.0050071279297146e-15	8.248358730805783e-17	2.948234620863601e-18	1.0583214230244937e-16	5.219557951499067e-18	nan	nan	1.0055460844012136e-16	8.28831686397527e-18	1.0898818269178925e-16	6.249004011097971e-18	1.8472849062176006e-17	1.1270411033117924e-15	9.544742879794265e-17	3.5257340498942536e-18	nan	nan
56628.94000000994	3.613496333876359e-18	3.004885862021027e-15	8.241216144314952e-17	2.9440717953533194e-18	1.0574093313590261e-16	5.213271241513731e-18	nan	nan	1.0046215762834767e-16	8.275104313165966e-18	1.0889508643600786e-16	6.2461264039698084e-18	1.84379616322529e-17	1.1270513323665754e-15	9.536209621068263e-17	3.502786798554004e-18	nan	nan
56628.990000009944	3.664544683504533e-18	3.0047638458541577e-15	8.234079742741726e-17	2.940658511421581e-18	1.0564980258162816e-16	5.2105844506978394e-18	nan	nan	1.0036979181667135e-16	8.271338346301442e-18	1.0880206969691576e-16	6.231481170655127e-18	1.8403158525906356e-17	1.1270614775995362e-15	9.52768399075665e-17	3.479860464511117e-18	nan	nan
56629.04000000995	3.715611749111965e-18	3.0046410750237775e-15	8.226949520795344e-17	2.938415655361527e-18	1.0555875056504295e-16	5.211962060869137e-18	nan	nan	1.002775109280349e-16	8.277403468829828e-18	1.0870913241442044e-16	6.205927602640164e-18	1.8368439602096714e-17	1.127071539169088e-15	9.519165982781249e-17	3.4591282424523002e-18	nan	nan
56629.09000000995	3.766697990356389e-18	3.0045175450999867e-15	8.219825473188038e-17	2.937746115288211e-18	1.0546777701167775e-16	5.21650504841615e-18	nan	nan	1.0018531488127532e-16	8.290842461831682e-18	1.0861627449981394e-16	6.1710971566740876e-18	1.8333804720058196e-17	1.1270815172323467e-15	9.510655589848249e-17	3.4429641854888027e-18	nan	nan
56629.14000000995	3.8178038665483184e-18	3.0043932516281913e-15	8.212707594506771e-17	2.9385834591746296e-18	1.0537688186676241e-16	5.223146242994083e-18	nan	nan	1.0009320360122997e-16	8.30903002165969e-18	1.0852349592448077e-16	6.129379828861685e-18	1.8299253739288358e-17	1.1270914119451317e-15	9.502152805170357e-17	3.4338317831552723e-18	nan	nan
56629.190000009956	3.868929836657292e-18	3.0042681901289805e-15	8.205595879422019e-17	2.9405020701811045e-18	1.0528606505491679e-16	5.2308712950180526e-18	nan	nan	1.0000117700863069e-16	8.329467754480907e-18	1.0843079658826676e-16	6.0838938907476244e-18	1.8264786519580304e-17	1.1271012234619682e-15	9.49365762155506e-17	3.4339772051918766e-18	nan	nan
56629.24000000996	3.9200763593099605e-18	3.004142356098e-15	8.198490322565479e-17	2.9430832894816928e-18	1.0519532651658825e-16	5.238751054178545e-18	nan	nan	9.990923502610418e-17	8.34987418471663e-18	1.0833817644824869e-16	6.038427075724059e-18	1.823040292098881e-17	1.1271109519360892e-15	9.485170034342428e-17	3.4430379948091855e-18	nan	nan
56629.29000000996	3.971243892795303e-18	3.004015745005828e-15	8.191390918712011e-17	2.9459374472586215e-18	1.0510466617229747e-16	5.245967557252972e-18	nan	nan	9.981737757627715e-17	8.368254544436532e-18	1.0824563542716478e-16	5.997334718996272e-18	1.8196102803853084e-17	1.1271205975194367e-15	9.476690034212588e-17	3.4586191192387458e-18	nan	nan
56629.340000009965	4.0224328950613786e-18	3.0038883522978495e-15	8.184297662705066e-17	2.948714344894137e-18	1.0501408396909613e-16	5.251834338488474e-18	nan	nan	9.972560458019723e-17	8.382952789546314e-18	1.081531734277224e-16	5.9653786951813745e-18	1.816188602877178e-17	1.1271301603626648e-15	9.468217615796488e-17	3.47825343232683e-18	nan	nan
56629.39000000997	4.073643823720347e-18	3.0037601733941297e-15	8.177210548922842e-17	2.9511118264600656e-18	1.0492357982659392e-16	5.255811561392134e-18	nan	nan	9.963391596207018e-17	8.392688754867463e-18	1.0806079042416762e-16	5.947493645043068e-18	1.8127752456641332e-17	1.1271396406151394e-15	9.459752772104223e-17	3.499589057054145e-18	nan	nan
56629.44000000997	4.124877136050145e-18	3.0036312036892863e-15	8.170129572071602e-17	2.9528823637383564e-18	1.0483315368603533e-16	5.2575168547247794e-18	nan	nan	9.95423116438911e-17	8.39658332918177e-18	1.0796848633065401e-16	5.9481586011615356e-18	1.8093701948617052e-17	1.1271490384249415e-15	9.451295495031561e-17	3.520494077037164e-18	nan	nan
56629.49000000997	4.176133288991334e-18	3.0035014385523642e-15	8.163054727045497e-17	2.953838097339934e-18	1.0474280548445172e-16	5.2567324730682196e-18	nan	nan	9.945079154765503e-17	8.394174064055749e-18	1.0787626107564287e-16	5.9666537531625255e-18	1.805973436612814e-17	1.127158353938869e-15	9.442845779310749e-17	3.5391297184356426e-18	nan	nan
56629.540000009976	4.227412739154093e-18	3.0033708733267053e-15	8.155986008345005e-17	2.953854392706541e-18	1.0465253513564558e-16	5.253409158288142e-18	nan	nan	9.93593555956729e-17	8.385423033706157e-18	1.0778411461048788e-16	5.998200857322465e-18	1.802584957088546e-17	1.127167587302437e-15	9.434403619268823e-17	3.553997588676049e-18	nan	nan
56629.59000000998	4.278715942818662e-18	3.0032395033298217e-15	8.148923411096903e-17	2.9528720662495315e-18	1.0456234259008463e-16	5.247667138949577e-18	nan	nan	9.926800371025556e-17	8.370717775384015e-18	1.0769204683789644e-16	6.037857856265793e-18	1.7992047424872658e-17	1.127176738659882e-15	9.425969005889821e-17	3.563968112401445e-18	nan	nan
56629.64000000998	4.330043355932878e-18	3.0031073238532653e-15	8.141866929366239e-17	2.9508984445329127e-18	1.0447222778092874e-16	5.239794119587409e-18	nan	nan	9.917673581466137e-17	8.350865498502397e-18	1.0760005772066841e-16	6.080909632561446e-18	1.7958327790348366e-17	1.1271858081541606e-15	9.417541933500783e-17	3.5682959700914036e-18	nan	nan
56629.690000009985	4.381395434118431e-18	3.0029743301625006e-15	8.134816558348388e-17	2.948007284017432e-18	1.0438219063029271e-16	5.230240373036373e-18	nan	nan	9.908555183341184e-17	8.32707966434484e-18	1.0750814718154201e-16	6.123087246766759e-18	1.7924690529822887e-17	1.1271947959269534e-15	9.409122394503985e-17	3.566628154528903e-18	nan	nan
56629.74000000999	4.4327726326681576e-18	3.00284051749677e-15	8.127772292528914e-17	2.9443375803019225e-18	1.0429223107657432e-16	5.219610295962776e-18	nan	nan	9.899445168692304e-17	8.300957324661198e-18	1.074163151346708e-16	6.1607166696215924e-18	1.7891135506110408e-17	1.1272037021186656e-15	9.400710382821253e-17	3.559007012965584e-18	nan	nan
56629.79000000999	4.484175406551008e-18	3.002705881068968e-15	8.120734126500748e-17	2.9400910864206193e-18	1.0420234905805751e-16	5.208650009520546e-18	nan	nan	9.890343529782167e-17	8.27444477680772e-18	1.0732456155143931e-16	6.1908113758718714e-18	1.785766258228289e-17	1.1272125268684292e-15	9.39230589298223e-17	3.545870221044146e-18	nan	nan
