MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_z'	sdss_z'_err
56481.14000000134	4.289469975909206e-15	5.134552451552864e-17	2.005168382713482e-15	1.2580856459297852e-17	3.660642599260109e-15	2.0063275075927207e-17	2.4059047543280454e-15	3.507086431861391e-16	4.592929707517451e-15	2.527376714507598e-17	4.585634818557885e-15	2.2519932143019862e-17	2.415774759752037e-15	1.4728617500457795e-17	3.9986707657491416e-15	1.4894311758658172e-17	1.6457166595488566e-15	2.889463490901309e-17
56481.19000000134	4.258580613856995e-15	5.0314616907028306e-17	2.0020839530352505e-15	1.2666728596005115e-17	3.652021295762003e-15	2.0055640558355177e-17	2.3830712964570545e-15	3.595224800943062e-16	4.5763669388387396e-15	2.5059891627130892e-17	4.5655654497709974e-15	2.271906584432031e-17	2.4103696937205976e-15	1.46851526085313e-17	3.988579246958429e-15	1.507788156439873e-17	1.6434035285628134e-15	2.9066120752483366e-17
56481.240000001344	4.227496882007149e-15	4.9533898896564386e-17	1.9989430801021132e-15	1.2754118576800068e-17	3.643299461571481e-15	2.0058354478167547e-17	2.3602796321860778e-15	3.680793080264566e-16	4.559661760178951e-15	2.4871986595289963e-17	4.545426058807285e-15	2.2952943074721965e-17	2.4048033325327213e-15	1.4655530860411148e-17	3.978385921859375e-15	1.5276338860199297e-17	1.6410474274835755e-15	2.9243249996864157e-17
56481.29000000135	4.19622924168992e-15	4.8988008380112055e-17	1.9957464004582244e-15	1.2842849469036481e-17	3.634478442617846e-15	2.0071147467280988e-17	2.3375314615232605e-15	3.76377271723549e-16	4.542817529026456e-15	2.4709739165486613e-17	4.525218209519771e-15	2.322089147148409e-17	2.39907974927807e-15	1.463869758444067e-17	3.96809235370406e-15	1.5489098090691172e-17	1.6386489593962764e-15	2.9425677144199e-17
56481.34000000135	4.1647951023722564e-15	4.8646749397902505e-17	1.9924946378898583e-15	1.2932717596151464e-17	3.62555986752691e-15	2.0093484517973922e-17	2.3148284808985067e-15	3.844146681709053e-16	4.525838845364827e-15	2.4572088720002875e-17	4.504944115504512e-15	2.352122595687767e-17	2.3932054928319386e-15	1.4632608793086826e-17	3.957700006327899e-15	1.571526595787041e-17	1.6362089066347277e-15	2.9612750626065036e-17
56481.39000000135	4.133211899885707e-15	4.847747379997701e-17	1.989188516575891e-15	1.3023523357300014e-17	3.616545366187501e-15	2.0124806336169688e-17	2.2921723834581776e-15	3.9218992953544063e-16	4.508730314879888e-15	2.4457885752430874e-17	4.4846059933564715e-15	2.3852113511302517e-17	2.38718712153029e-15	1.4635241227406037e-17	3.947210343108415e-15	1.5953932918318208e-17	1.6337280556017863e-15	2.9803811488266386e-17
56481.440000001356	4.10149706418801e-15	4.844666581396717e-17	1.9858287606728897e-15	1.3115071730164602e-17	3.607436568483893e-15	2.016453481676937e-17	2.269564859359243e-15	3.997016089942513e-16	4.491496543156408e-15	2.4365911504662187e-17	4.464206059739285e-15	2.4211614986491258e-17	2.3810311915731627e-15	1.4644645577322037e-17	3.936624827342093e-15	1.6204184656497975e-17	1.6312071921534684e-15	2.999820416294064e-17
56481.49000000136	4.06966801993226e-15	4.852131950816384e-17	1.982416094317738e-15	1.3207172601530807e-17	3.59823510425208e-15	2.0212077287635312e-17	2.2470075960629023e-15	4.069483688908253e-16	4.474142135639564e-15	2.4294894971683797e-17	4.443746531156344e-15	2.459772055454153e-17	2.3747442571162066e-15	1.465898929816175e-17	3.9259449223416215e-15	1.6465110862146732e-17	1.628647101608507e-15	3.019527912128685e-17
56481.54000000136	4.037742187035627e-15	4.867005922693691e-17	1.978951241623104e-15	1.3299641017440839e-17	3.588942603327716e-15	2.0266830565623424e-17	2.2245022786276527e-15	4.1392897077801495e-16	4.456671697657054e-15	2.4243529898443215e-17	4.423229624133932e-15	2.5008381751219232e-17	2.368332870363305e-15	1.4676593524143822e-17	3.915172091369042e-15	1.6735812684867813e-17	1.6260485687576556e-15	3.039439522319007e-17
56481.590000001364	4.005736981248159e-15	4.886396540948973e-17	1.975434926687338e-15	1.3392297410995939e-17	3.579560695492932e-15	2.0328184853034784e-17	2.2020505900018986e-15	4.2064226700080064e-16	4.439089834424781e-15	2.421049133813769e-17	4.402657555146823e-15	2.5441539672637923e-17	2.361803581658361e-15	1.4695964369323283e-17	3.904307797680315e-15	1.701540892347227e-17	1.6234123778733762e-15	3.059492177798952e-17
56481.64000000137	3.973669814721222e-15	4.907711940523709e-17	1.9718678735886314e-15	1.34849677585856e-17	3.5700910105127874e-15	2.039552735314212e-17	2.1796542113161133e-15	4.270871935438008e-16	4.421401151050638e-15	2.4194451461253473e-17	4.382032540658348e-15	2.589514892071924e-17	2.355162939577473e-15	1.4715819130403455e-17	3.893353504474672e-15	1.730304090994812e-17	1.6207393127192352e-15	3.079624033262979e-17
56481.69000000137	3.941558096576125e-15	4.92869123240014e-17	1.9682508063796446e-15	1.3577483731340042e-17	3.560535178111114e-15	2.046824562599425e-17	2.15731482217455e-15	4.3326276392398417e-16	4.403610252534514e-15	2.4194094306741062e-17	4.3613567971432816e-15	2.6367197465161573e-17	2.348417491021157e-15	1.4735108028126025e-17	3.882310674968566e-15	1.7597876414235542e-17	1.6180301565592774e-15	3.099774620559649e-17
56481.74000000137	3.909419233472442e-15	4.947417579173491e-17	1.964584449102541e-15	1.366968277167905e-17	3.5508948280289402e-15	2.0545730657835516e-17	2.135034100946562e-15	4.3916806395253644e-16	4.385721743770815e-15	2.420812923845137e-17	4.340632541024891e-15	2.6855722487599994e-17	2.3415737813059537e-15	1.475303215608245e-17	3.871180772332865e-15	1.7899112477958047e-17	1.615285692167668e-15	3.119884978595905e-17
56481.790000001376	3.877270630176546e-15	4.9623191995082704e-17	1.960869525772643e-15	1.3761408175983122e-17	3.5411715899300943e-15	2.0627379648590917e-17	2.1128137250575595e-15	4.4480224722369135e-16	4.367740229561102e-15	2.4235302955263016e-17	4.3198619886234294e-15	2.7358822652389378e-17	2.334638354257068e-15	1.4769058265194916e-17	3.85996525968677e-15	1.8205977439334058e-17	1.61250670183806e-15	3.139897761742606e-17
56481.84000000138	3.845129690129324e-15	4.972163247737333e-17	1.9571067603939384e-15	1.385250913045035e-17	3.531367093463372e-15	2.071259846184237e-17	2.0906553712796436e-15	4.501645312151343e-16	4.349670314617875e-15	2.427440994415582e-17	4.299047356304932e-15	2.7874667041982867e-17	2.3276177522996492e-15	1.478293091320701e-17	3.848665600173796e-15	1.8517732231088446e-17	1.6096939673930652e-15	3.1597573287234136e-17
56481.89000000138	3.8130138160154085e-15	4.976046440717213e-17	1.953296876947631e-15	1.394284072244529e-17	3.521482968292486e-15	2.0800803845239634e-17	2.0685607160219008e-15	4.552541939059198e-16	4.331516603559524e-15	2.432430136948267e-17	4.278190860435436e-15	2.840150141169145e-17	2.3205185165514097e-15	1.479468236614093e-17	3.837283256892885e-15	1.8833671053474596e-17	1.6068482701937127e-15	3.1794098139523474e-17
56481.940000001385	3.780940410330366e-15	4.973385231785914e-17	1.9494405993969106e-15	1.4032263939884215e-17	3.5115208440148785e-15	2.0891425267219764e-17	2.0465314356204315e-15	4.600705708347859e-16	4.313283700929277e-15	2.4383892327124682e-17	4.257294717295132e-15	2.893765196052996e-17	2.3133471869142528e-15	1.4804640462693512e-17	3.825819692898407e-15	1.9153121564931232e-17	1.6039703911490002e-15	3.198803183206793e-17
56481.99000000139	3.748926875949638e-15	4.96390739415301e-17	1.945538651691963e-15	1.412064565785124e-17	3.5014823501990693e-15	2.098390661924734e-17	2.024569206628152e-15	4.646130525353228e-16	4.2949762111838295e-15	2.4452167606763794e-17	4.2363611431642085e-15	2.948152727841837e-17	2.30611030216628e-15	1.4813434453527308e-17	3.814276371292341e-15	1.947544466292439e-17	1.6010611107250577e-15	3.217887275441619e-17
56482.04000000139	3.716990616696301e-15	4.9476461025683113e-17	1.941591757758877e-15	1.4207858594088395e-17	3.491369116433846e-15	2.107770750724455e-17	2.0026757061043327e-15	4.688810822956605e-16	4.276598738705977e-15	2.4528185946479873e-17	4.215392354311412e-15	3.003161863948832e-17	2.2988144000539237e-15	1.4821998609281646e-17	3.8026547550551046e-15	1.9800033942873798e-17	1.598121208954932e-15	3.236613832436185e-17
56482.09000000139	3.685149037909777e-15	4.924936962410049e-17	1.937600641513363e-15	1.4293781266124524e-17	3.481182772258351e-15	2.1172304442296715e-17	1.980852611903973e-15	4.728741541990147e-16	4.258155887819777e-15	2.4611082942421015e-17	4.194390567011207e-15	3.058649912172508e-17	2.2914660173836253e-15	1.4831573164554727e-17	3.790956307187377e-15	2.0126314907503764e-17	1.5951514654478673e-15	3.254936517880615e-17
56482.1400000014	3.65341954701345e-15	4.896417871150674e-17	1.933566026846556e-15	1.437829793919238e-17	3.470924947160259e-15	2.1267191710653408e-17	1.9591016029670162e-15	4.76591811408933e-16	4.239652262771593e-15	2.4700072665857853e-17	4.173357997503723e-15	3.1144821809056066e-17	2.2840716901138706e-15	1.4843701939362508e-17	3.7791824907374465e-15	2.0453744018992638e-17	1.5921526593986535e-15	3.2728109273386844e-17
56482.1900000014	3.621819554083431e-15	4.863031040097532e-17	1.9294886376392122e-15	1.44612985607052e-17	3.460597270668918e-15	2.1361882126907434e-17	1.9374243596074216e-15	4.800336446690235e-16	4.221092467753475e-15	2.4794448131965184e-17	4.152296861931797e-15	3.170531724959859e-17	2.2766379534472163e-15	1.4860225766926707e-17	3.76733476861178e-15	2.078180762430794e-17	1.5891255695973e-15	3.290194590452079e-17
56482.2400000014	3.590366472416939e-15	4.8260258881436427e-17	1.9253691977540745e-15	1.4542678687212573e-17	3.4502013722450166e-15	2.145590754695035e-17	1.9158225638021257e-15	4.831992909917296e-16	4.2024811068968336e-15	2.4893580736051618e-17	4.1312093765183865e-15	3.226679051361587e-17	2.269171341922082e-15	1.4883270683149437e-17	3.75541460378877e-15	2.1110020718708055e-17	1.5860709744381377e-15	3.307046966599096e-17
56482.290000001405	3.5590777191004176e-15	4.786960795103188e-17	1.9212084310380197e-15	1.4622339418448917e-17	3.4397388813380828e-15	2.1548819267389262e-17	1.894297899479933e-15	4.8608843251506e-16	4.183822784290763e-15	2.4996918715212787e-17	4.110097757492175e-15	3.2828117869283005e-17	2.2616783895045575e-15	1.491522972245461e-17	3.743423459173869e-15	2.1437925784413527e-17	1.5829896519295309e-15	3.3233294351118196e-17
56482.34000000141	3.5279707155782653e-15	4.747700850847636e-17	1.9170070613193136e-15	1.4700187318544804e-17	3.4292114273892188e-15	2.1640188278209353e-17	1.8728520528104046e-15	4.887007955093637e-16	4.165122103966879e-15	2.5103984808149137e-17	4.088964220967383e-15	3.338824334504183e-17	2.2541656296806996e-15	1.4958737156925286e-17	3.7313627976998814e-15	2.1765091491697644e-17	1.5798823797032667e-15	3.3390052810420755e-17
56482.39000000141	3.4970628882213024e-15	4.710407805657287e-17	1.9127658124179913e-15	1.47761343360582e-17	3.4186206398045698e-15	2.1729605371363686e-17	1.8514867124926366e-15	4.910361495192288e-16	4.146383669918901e-15	2.521437313240716e-17	4.067810983144075e-15	3.394617511469213e-17	2.2466395955477714e-15	1.501663414871926e-17	3.719234082225661e-15	2.2091111461267168e-17	1.5767499350236659e-15	3.354039677363462e-17
56482.440000001414	3.4663716688956114e-15	4.677517561397735e-17	1.908485408127366e-15	1.4850097730056025e-17	3.407968147990736e-15	2.181668119417193e-17	1.830203570044153e-15	4.930943066279504e-16	4.1276120861058075e-15	2.5327745415559808e-17	4.046640260130752e-15	3.450098198939287e-17	2.2391068199067085e-15	1.5091925097626866e-17	3.707038775612089e-15	2.2415603026359383e-17	1.5735930947974138e-15	3.368399664395544e-17
56482.49000000142	3.4359144955313604e-15	4.6517000290783066e-17	1.904166572238126e-15	1.4921999989567578e-17	3.397255581307291e-15	2.1901046182767156e-17	1.8090043200897755e-15	4.948751208340481e-16	4.108811956445525e-15	2.544382658731031e-17	4.025454268093139e-15	3.5051789911046204e-17	2.231573835353854e-15	1.5187724478243752e-17	3.6947783407311865e-15	2.2738206003723456e-17	1.5704126355827577e-15	3.382054127137249e-17
56482.54000000142	3.405708812691745e-15	4.635796450347723e-17	1.8998100285207986e-15	1.4991768763230717e-17	3.3864845691149467e-15	2.1982350433607988e-17	1.787890660650583e-15	4.963784875311372e-16	4.0899878848319754e-15	2.5562399874181784e-17	4.0042552231454584e-15	3.559777854167289e-17	2.224047174372663e-15	1.5307194677970754e-17	3.682454240408379e-15	2.3058581551082725e-17	1.5672093335988406e-15	3.394973771118641e-17
56482.59000000142	3.3757720721420386e-15	4.6327308547981495e-17	1.8954165007268235e-15	1.5059336774841404e-17	3.375656740767697e-15	2.2060263517288168e-17	1.76686429343298e-15	4.976043430838688e-16	4.071144475139503e-15	2.568330138402291e-17	3.983045341379037e-15	3.6138177960984745e-17	2.2165333694257013e-15	1.545347621753821e-17	3.670067937444777e-15	2.3376410992491962e-17	1.5639839647352775e-15	3.4071310973172656e-17
56482.640000001426	3.3461217334191043e-15	4.645395604995e-17	1.8909867126006024e-15	1.512464176170872e-17	3.3647737255597546e-15	2.2134474271931832e-17	1.7459269241178813e-15	4.98552664494073e-16	4.052286331212765e-15	2.580641421941676e-17	3.961826838948158e-15	3.667226560509681e-17	2.209038953046566e-15	1.5629612681750816e-17	3.657620894666818e-15	2.3691394778078e-17	1.5607373045614918e-15	3.4185003765807534e-17
56482.69000000143	3.3167752644007378e-15	4.6765159318997e-17	1.886521387869001e-15	1.518762640155308e-17	3.3538371528207467e-15	2.2204690508793068e-17	1.7250802626500806e-15	4.99223469152396e-16	4.033418056883784e-15	2.593166222303295e-17	3.940601931967041e-15	3.719936326337654e-17	2.2015704579316524e-15	1.5838473568568216e-17	3.645114574802673e-15	2.4003251405514546e-17	1.5574701283360013e-15	3.4290576239678605e-17
56482.74000000143	3.2877484783816882e-15	4.728149144309479e-17	1.8820212502501753e-15	1.524823824623486e-17	3.3428486518256424e-15	2.2270638739144567e-17	1.7043260235277485e-15	4.99616814671647e-16	4.014543971516752e-15	2.6058909057193454e-17	3.919372836515568e-15	3.771883428720767e-17	2.1941341701603242e-15	1.608251147541673e-17	3.632550440652443e-15	2.431171647940818e-17	1.554183211016043e-15	3.438780573361293e-17
56482.790000001434	3.259044903802188e-15	4.799310554811198e-17	1.877487023439736e-15	1.5306429662161878e-17	3.331809851852145e-15	2.2332063875666142e-17	1.6836659260922288e-15	4.997327987993092e-16	3.995666292159277e-15	2.618735048182804e-17	3.8981417686965134e-15	3.82300809490652e-17	2.1867326822179766e-15	1.6361366166635564e-17	3.619929954934169e-15	2.4616541742641592e-17	1.5508773272667007e-15	3.447648652626739e-17
56482.84000000144	3.2306625683221972e-15	4.887486494985499e-17	1.872919431131502e-15	1.536215777069722e-17	3.3207223821447077e-15	2.2388728905800062e-17	1.663101694818007e-15	4.995715594071707e-16	3.97678629357596e-15	2.631590045794161e-17	3.87691094462982e-15	3.873254197171865e-17	2.179365743370101e-15	1.6672465934970503e-17	3.607254580408442e-15	2.491749423212086e-17	1.547553251470535e-15	3.455642959593094e-17
56482.89000000144	3.2025994831019337e-15	4.989954048585128e-17	1.868319196997464e-15	1.5415384399548974e-17	3.3095878719592846e-15	2.2440414561670886e-17	1.6426350596030157e-15	4.991332745572435e-16	3.957905246087967e-15	2.6443506881520636e-17	3.85568248116834e-15	3.922567949073657e-17	2.172033030111967e-15	1.7012992710772533e-17	3.5945257797882386e-15	2.5214355393923775e-17	1.5442117577368156e-15	3.4627462390559807e-17
56482.94000000144	3.1748536687366543e-15	5.1039207351087485e-17	1.863687044699232e-15	1.5466076024410716e-17	3.298407950518808e-15	2.2486919026052752e-17	1.6222677560591852e-15	4.98418162643684e-16	3.939024420012043e-15	2.6569157311588542e-17	3.8344581535991376e-15	3.970895074110022e-17	2.164734219311046e-15	1.7380015164515616e-17	3.581745015722716e-15	2.5506920363023602e-17	1.540853619910887e-15	3.468942860985702e-17
56482.990000001446	3.1474231552008976e-15	5.2266313401560256e-17	1.85902369789102e-15	1.5514203736731818e-17	3.2871842470299276e-15	2.2528057597737427e-17	1.60200152580338e-15	4.974264826113916e-16	3.920145085669985e-15	2.6691882448303238e-17	3.813239663587376e-15	4.018183528310648e-17	2.1574689882035146e-15	1.7770560840369086e-17	3.568913748585767e-15	2.5794995559145817e-17	1.537479611583708e-15	3.4742188001012136e-17
56483.04000000145	3.1203059817916486e-15	5.3554452292747673e-17	1.8543298802084324e-15	1.5559743192481325e-17	3.2759183907063524e-15	2.2563662398497523e-17	1.58183811674866e-15	4.961585342526863e-16	3.901268513381694e-15	2.6810758921113508e-17	3.792028712929849e-15	4.064384136597756e-17	2.150237014389432e-15	1.8181675658900777e-17	3.556033403299313e-15	2.60783757775484e-17	1.534090506101058e-15	3.478561616920228e-17
56483.09000000145	3.093500197072794e-15	5.4878865464856384e-17	1.849606315284568e-15	1.560267458307615e-17	3.264612010721711e-15	2.259358207399748e-17	1.5617792833959683e-15	4.946146585843431e-16	3.882395973474653e-15	2.6924911471094402e-17	3.7708270033489515e-15	4.1094504447780605e-17	2.1430379758290934e-15	1.861047076366095e-17	3.543105377554032e-15	2.6356849093503434e-17	1.5306870765730884e-15	3.4819604404121874e-17
56483.140000001455	3.067003858819172e-15	5.621672138104849e-17	1.844853726727235e-15	1.564298260376194e-17	3.2532667362576016e-15	2.2617681536304465e-17	1.5418267871261942e-15	4.927952383081792e-16	3.8635287362630784e-15	2.7033514591538846e-17	3.749636236578523e-15	4.153338580463936e-17	2.1358715508386466e-15	1.9054157586492987e-17	3.5301310683385767e-15	2.6630214357285527e-17	1.527270095883455e-15	3.484405952313277e-17
56483.19000000146	3.0408150339608987e-15	5.754722734485799e-17	1.840072838149372e-15	1.5680656427945923e-17	3.24188419648287e-15	2.2635841683918564e-17	1.5219823964927397e-15	4.907006983593276e-16	3.844668072076979e-15	2.7135793725746953e-17	3.728458114392466e-15	4.1960071253222214e-17	2.1287374180860337e-15	1.951007255009839e-17	3.51711187261222e-15	2.689828127010239e-17	1.5238403366988947e-15	3.4858903731959103e-17
56483.24000000146	3.014931798528526e-15	5.885162523226252e-17	1.8352643731363593e-15	1.5715689686311257e-17	3.230466020536642e-15	2.264795917883064e-17	1.502247887514535e-15	4.88331506547374e-16	3.825815251255204e-15	2.7231026096574943e-17	3.707294338524621e-15	4.2374169982612384e-17	2.1216352565864888e-15	1.9975693067983342e-17	3.504049187331195e-15	2.7160870011329972e-17	1.5203985714785846e-15	3.486407450330729e-17
56483.29000000146	2.989352237597186e-15	6.011311336399792e-17	1.8304290552789454e-15	1.5748080448674634e-17	3.2190138375590694e-15	2.2653946218339136e-17	1.4826250439695533e-15	4.856881742967583e-16	3.8069715441416595e-15	2.7318541179120453e-17	3.686146610725997e-15	4.277531342341204e-17	2.1145647456989865e-15	2.0448646530232605e-17	3.490944409447685e-15	2.741781086547347e-17	1.516945572483356e-15	3.485952447400816e-17
56483.340000001466	2.964074445232264e-15	6.131672644555766e-17	1.8255676081458107e-15	1.5777831213995106e-17	3.207529276685065e-15	2.26537303733722e-17	1.4631156576889081e-15	4.827712574941963e-16	3.78813822107709e-15	2.7397720968346445e-17	3.665016632850621e-15	4.3163154254802707e-17	2.1075255651216342e-15	2.0926713846629614e-17	3.4777989358824668e-15	2.7668943922332252e-17	1.5134821117852637e-15	3.484522136070916e-17
56483.39000000147	2.939096524434517e-15	6.24491961445942e-17	1.820680755303367e-15	1.5804948899976336e-17	3.196013967035877e-15	2.2647254363325444e-17	1.4437215288514576e-15	4.795813574523579e-16	3.7693165524211886e-15	2.7468000002977915e-17	3.6439061066151615e-15	4.353736544581818e-17	2.1005173948878257e-15	2.140782892605947e-17	3.4646141635755662e-15	2.791411875073406e-17	1.510008961276725e-15	3.482114789469303e-17
56483.44000000147	2.914416587085526e-15	6.349880732331232e-17	1.8157692203029964e-15	1.5829444843945796e-17	3.1844695377164724e-15	2.2634475956591028e-17	1.4244444662790716e-15	4.761191220008004e-16	3.7505078085431245e-15	2.752886525082182e-17	3.622816733822138e-15	4.3897639393682644e-17	2.093539915361787e-15	2.1890075249711173e-17	3.451391489406227e-15	2.815319411724983e-17	1.5065268926800889e-15	3.478730177560794e-17
56483.490000001475	2.8900327538933927e-15	6.44552592942155e-17	1.8108337266866556e-15	1.585133480307599e-17	3.1728976178434314e-15	2.2615367837442284e-17	1.4052862877324729e-15	4.723852467173779e-16	3.731713259829751e-15	2.7579855861748918e-17	3.601750216256899e-15	4.4243687119324564e-17	2.0865928072347622e-15	2.2371680471532417e-17	3.4381323103073837e-15	2.8386037739232444e-17	1.5030366775569109e-15	3.474369564441265e-17
56483.54000000148	2.8659431543388644e-15	6.530953749772449e-17	1.8058749979942744e-15	1.587063895458519e-17	3.1612998364943916e-15	2.2589917488319574e-17	1.3862488202077542e-15	4.683804763155296e-16	3.712934176665396e-15	2.762056285260994e-17	3.580708255796361e-15	4.457523751273972e-17	2.0796757515205525e-15	2.2851009778346505e-17	3.4248380231471367e-15	2.8612526027159495e-17	1.4995390873172088e-15	3.469035707528732e-17
56483.59000000148	2.842145926621161e-15	6.605379833839355e-17	1.8008937577481252e-15	1.5887381909677057e-17	3.149677822751091e-15	2.2558127139971594e-17	1.3673339002336119e-15	4.641056062059787e-16	3.694171829460915e-15	2.765062872343148e-17	3.559692554208703e-15	4.489203667508633e-17	2.072788429551943e-15	2.3326558565022008e-17	3.4115100248158732e-15	2.883254386669155e-17	1.4960348932290263e-15	3.462732858661667e-17
56483.640000001484	2.8186392176045794e-15	6.668126823490167e-17	1.7958907294669035e-15	1.59015927240861e-17	3.1380332057090432e-15	2.2520013714834683e-17	1.3485433741692318e-15	4.595614842545545e-16	3.67542748864232e-15	2.7669747044442895e-17	3.53870481334795e-15	4.519384726973112e-17	2.0659305229758215e-15	2.3796944835632385e-17	3.398149712158394e-15	2.904598441483596e-17	1.4925248664276518e-15	3.4554667670604316e-17
56483.69000000149	2.795421182764776e-15	6.718615693700417e-17	1.7908666366588057e-15	1.591330491869662e-17	3.126367614424366e-15	2.247560880697674e-17	1.3298790985029808e-15	4.547490127621753e-16	3.656702424645734e-15	2.767766203898249e-17	3.517746735131083e-15	4.548044794412349e-17	2.0591017137496684e-15	2.4260901624293194e-17	3.384758482081294e-15	2.925274891418907e-17	1.489009777924985e-15	3.447244684144884e-17
56483.74000000149	2.7724899861359268e-15	6.756358462864351e-17	1.7858222028274947e-15	1.5922556487342483e-17	3.1146826779583004e-15	2.2424958677165305e-17	1.3113429401518317e-15	4.496691506977346e-16	3.637997907931908e-15	2.767416817256212e-17	3.4968200213491717e-15	4.575163280770687e-17	2.0523016841371474e-15	2.4717269638324173e-17	3.3713377313756844e-15	2.945274653466441e-17	1.4854903986188914e-15	3.4380753701556135e-17
56483.79000000149	2.74984380025713e-15	6.780952211250176e-17	1.7807581514587392e-15	1.592938993392692e-17	3.1029800253906476e-15	2.2368124294989652e-17	1.2929367767616351e-15	4.44322916220738e-16	3.619315208976755e-15	2.76591097512908e-17	3.475926373930643e-15	4.6007210930055197e-17	2.0455301167040976e-15	2.5164990256854704e-17	3.357888856944108e-15	2.9645894192154545e-17	1.481967499302624e-15	3.4279691025454817e-17
56483.840000001495	2.727480806119784e-15	6.792074334167055e-17	1.7756752060479721e-15	1.593385228395376e-17	3.0912612857471217e-15	2.2305181370031335e-17	1.274662497008168e-15	4.387113895376549e-16	3.600655598275135e-15	2.7632380566768684e-17	3.4550674948210907e-15	4.6247005908004506e-17	2.0387866943143544e-15	2.5603098966177738e-17	3.3444132555938833e-15	2.983211643919031e-17	1.4784418506740616e-15	3.4169376860628086e-17
56483.8900000015	2.705399193115148e-15	6.789478967191814e-17	1.7705740900677197e-15	1.5935995120758408e-17	3.0795280880904444e-15	2.223622043318707e-17	1.2565220008991105e-15	4.3283571614488067e-16	3.582020346350962e-15	2.75939235460317e-17	3.434245085863095e-15	4.6470855442240976e-17	2.0320711001256254e-15	2.6030719275170322e-17	3.3309123241465124e-15	3.001134533869771e-17	1.4749142233451662e-15	3.4049944644727324e-17
56483.9400000015	2.68359715898158e-15	6.772994539731106e-17	1.7654555269921798e-15	1.5935874607591407e-17	3.0677820614604497e-15	2.2161346934296015e-17	1.2385172000768837e-15	4.266971105219302e-16	3.563410723748365e-15	2.7543730481553345e-17	3.4134608490594805e-15	4.667861097576143e-17	2.0253830175854656e-15	2.644705712739228e-17	3.3173874594295736e-15	3.0183520341819284e-17	1.4713853878512648e-15	3.392154333818044e-17
56483.990000001504	2.662072909752241e-15	6.742522438610932e-17	1.7603202402818304e-15	1.5933551522385276e-17	3.056024834903006e-15	2.2080681350949356e-17	1.220650018122407e-15	4.202968603519378e-16	3.5448280010247335e-15	2.7481841764578135e-17	3.3927164863787355e-15	4.687013734496725e-17	2.018722130427363e-15	2.6851395807512054e-17	3.3038400582686204e-15	3.0348588202444156e-17	1.4678561146603665e-15	3.3784337571117807e-17
56484.04000000151	2.640824659703306e-15	6.698036793973183e-17	1.7551689533985815e-15	1.5929091283977784e-17	3.044258037442006e-15	2.1994359324332436e-17	1.2029223908598223e-15	4.136363313629936e-16	3.5262734487835664e-15	2.7408346179086224e-17	3.3720136997721776e-15	4.704531246403189e-17	2.0120881226658796e-15	2.7243091327863595e-17	3.290271517451724e-15	3.0506502910854003e-17	1.4643271741826705e-15	3.363850780338372e-17
56484.09000000151	2.6198506313017775e-15	6.639585436011393e-17	1.750002389795038e-15	1.59225639912391e-17	3.0324832981217243e-15	2.190253181571589e-17	1.185336266662221e-15	4.067169729047704e-16	3.507748337633416e-15	2.732338072346514e-17	3.3513541912884177e-15	4.720402706870334e-17	2.0054806785935914e-15	2.7621568272088678e-17	3.2766832338125423e-15	3.0657225596109555e-17	1.4607993367796433e-15	3.348425049618288e-17
56484.14000000151	2.5991490551539866e-15	6.56729211312729e-17	1.7448212729140224e-15	1.5914044447148024e-17	3.020702245968445e-15	2.180536526205648e-17	1.1678936067583393e-15	3.995403244003867e-16	3.489253938227679e-15	2.722713045435443e-17	3.330739662924558e-15	4.7346184443641966e-17	1.9988994827762014e-15	2.798631606940531e-17	3.2630766041107806e-15	3.0800724502715356e-17	1.45727337277362e-15	3.332177829342573e-17
56484.190000001516	2.5787181699540597e-15	6.481360112304951e-17	1.7396263261991923e-15	1.5903612190376276e-17	3.008916510000481e-15	2.1703041778350113e-17	1.1505963855403546e-15	3.9210802284664913e-16	3.4707915212405957e-15	2.7119828373510722e-17	3.3101718167749942e-15	4.747170019814341e-17	1.9923442200487244e-15	2.833688566992958e-17	3.2494530251537587e-15	3.093697492171417e-17	1.4537500524571266e-15	3.315132021079454e-17
56484.24000000152	2.558556222432502e-15	6.38207748238025e-17	1.7344182730866899e-15	1.589135152533905e-17	2.9971277192656366e-15	2.1595759322138448e-17	1.1334465908727181e-15	3.844218115768741e-16	3.4523623573836717e-15	2.700175529028499e-17	3.28965235489406e-15	4.7580502085598316e-17	1.985814575511649e-15	2.867288659112641e-17	3.235813893728534e-15	3.106595917557261e-17	1.4502301461019589e-15	3.297312183001495e-17
56484.29000000152	2.538661467305097e-15	6.2698241334041e-17	1.729197837004187e-15	1.587735155438554e-17	2.9853375027767594e-15	2.1483731910694307e-17	1.1164462244021102e-15	3.7648355055377213e-16	3.4339677173842036e-15	2.6873239690563962e-17	3.2691829793589817e-15	4.767252979789922e-17	1.9793102345262517e-15	2.8993984305999034e-17	3.2221606066231777e-15	3.1187666600413576e-17	1.4467144239688188e-15	3.2787445495433315e-17
