MJD	kait4_B	kait4_B_err	kait4_I	kait4_I_err	kait4_R	kait4_R_err	kait4_V	kait4_V_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
55677.32000000019	6.198749018058958e-15	4.56962880785113e-16	1.4131688883604223e-15	1.7570942635669854e-16	2.6458369889787444e-15	2.8495195881956345e-16	4.013313716520514e-15	2.8599406879202617e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.37000000019	6.345127701579999e-15	4.515106689901807e-16	1.4455342148586175e-15	1.7172238920380212e-16	2.7141194513519803e-15	2.809185419398747e-16	4.10159115076077e-15	2.812375808827168e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.420000000195	6.492344553002987e-15	4.45717499716477e-16	1.4780319950312909e-15	1.6778846204989822e-16	2.7826022468478683e-15	2.7686411574917733e-16	4.190128586491045e-15	2.764140889192542e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.4700000002	6.6404018747844596e-15	4.396117174094364e-16	1.5106594190433792e-15	1.6390545424399125e-16	2.8512817457217874e-15	2.7278455253546653e-16	4.278919638311576e-15	2.715319865385013e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.5200000002	6.789301980884308e-15	4.3322426577516183e-16	1.5434136799575097e-15	1.6007152252377072e-16	2.920154320677856e-15	2.686765325090275e-16	4.3679579231073315e-15	2.66600930831497e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.5700000002	6.9390471967926536e-15	4.2658877531621403e-16	1.576291973661818e-15	1.562851838375757e-16	2.9892163468178183e-15	2.64537539705078e-16	4.457237059983604e-15	2.6163185592041824e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.620000000206	7.0896398595541956e-15	4.1974163413382416e-16	1.6092914987980486e-15	1.5254532574164244e-16	3.0584642015917884e-15	2.603658555438472e-16	4.5467506702056346e-15	2.566369810931057e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.67000000021	7.241082317793894e-15	4.127220333404369e-16	1.6424094566894461e-15	1.4885121398759918e-16	3.1278942647476853e-15	2.561605500360594e-16	4.6364923771362835e-15	2.5162981080074834e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.72000000021	7.393376931742966e-15	4.055719760032563e-16	1.6756430512692364e-15	1.452024968282354e-16	3.1975029182809445e-15	2.519214705292465e-16	4.726455806176086e-15	2.466251231639232e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.770000000215	7.546526073264662e-15	3.983362356377117e-16	1.7089894890083633e-15	1.4159920546814772e-16	3.2672865463840944e-15	2.4764922776678175e-16	4.816634584699228e-15	2.416389427861431e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
