MJD	CSP_g_old	CSP_g_old_err	CSP_i_old	CSP_i_old_err	CSP_r_old	CSP_r_old_err	CSP_u_old	CSP_u_old_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
57048.64000000298	3.0933920460458383e-14	4.555009429201772e-16	2.1586087637312676e-14	4.2477013383359137e-16	3.757451303262237e-14	1.729039623157826e-15	1.1815185191310122e-14	1.236922025579971e-15	nan	nan	8.495723510019707e-15	3.600535743257032e-15	nan	nan	5.113703026568692e-15	1.7941633905652324e-15	2.8734650081319808e-15	7.933164408825889e-16	nan	nan
57048.690000002985	3.085900811132169e-14	4.301759275680177e-16	2.1508842958803965e-14	4.3544100095306837e-16	3.745733503388794e-14	1.7410149992425353e-15	1.1785125632553913e-14	1.408614676305868e-15	nan	nan	8.475773855382236e-15	3.76303093992803e-15	nan	nan	5.102275372964767e-15	1.868830851295781e-15	2.868274077958361e-15	8.160267504609219e-16	nan	nan
57048.74000000299	3.078369339584315e-14	4.217038034527509e-16	2.143152133993772e-14	4.465280488671141e-16	3.7340357069937165e-14	1.7534379473139136e-15	1.1755343135713282e-14	1.5829079958593443e-15	nan	nan	8.455982727703856e-15	3.9217474070404794e-15	nan	nan	5.091007745564581e-15	1.9419552844562707e-15	2.8632325567609463e-15	8.383965748699101e-16	nan	nan
57048.79000000299	3.070795412902935e-14	4.334284236696872e-16	2.1354207701946172e-14	4.580685148858148e-16	3.722357635864323e-14	1.7663333703178224e-15	1.172583585770375e-14	1.7594902752547027e-15	nan	nan	8.436350153790187e-15	4.0765502893986185e-15	nan	nan	5.079897049415802e-15	2.0134390157072324e-15	2.858338110468389e-15	8.603743362803159e-16	nan	nan
57048.840000002994	3.0631791583570726e-14	4.648189916985961e-16	2.127693711713851e-14	4.700548876003797e-16	3.710699535190847e-14	1.7796881428766526e-15	1.1696601959428249e-14	1.9381068165265303e-15	nan	nan	8.416876163405512e-15	4.22731649707726e-15	nan	nan	5.068940194294783e-15	2.0831954276329854e-15	2.8535884093973357e-15	8.819137787700564e-16	nan	nan
57048.890000003	3.0555220867428984e-14	5.124668974560835e-16	2.1199715249314663e-14	4.824526284073057e-16	3.699061958984875e-14	1.7934662799023795e-15	1.1667639605776093e-14	2.118539926316437e-15	nan	nan	8.397560789282098e-15	4.373932875402774e-15	nan	nan	5.0581340945535655e-15	2.1511470709922876e-15	2.8489811281688915e-15	9.029732845753161e-16	nan	nan
57048.940000003	3.047825725929378e-14	5.724161071016037e-16	2.1122547380313835e-14	4.95225668734307e-16	3.6874454653640697e-14	1.8076306000824612e-15	1.1638946965586876e-14	2.300597410002165e-15	nan	nan	8.378404067130992e-15	4.516294802642532e-15	nan	nan	5.047475668964627e-15	2.217224191598877e-15	2.8445139456268007e-15	9.235152926477496e-16	nan	nan
57048.990000003	3.040091603000202e-14	6.412412764652438e-16	2.1045438790218384e-14	5.083373448543314e-16	3.6758506125615765e-14	1.8221432473020956e-15	1.1610522211592992e-14	2.4841055856331457e-15	nan	nan	8.359406035647957e-15	4.654305100892735e-15	nan	nan	5.036961840566889e-15	2.281363570470962e-15	2.840184544754443e-15	9.435058041120016e-16	nan	nan
57049.040000003006	3.032321244261904e-14	7.163475896050695e-16	2.0968394757497657e-14	5.217508974411461e-16	3.6642779589394176e-14	1.8369659126894602e-15	1.1582363520421681e-14	2.6689048353132227e-15	nan	nan	8.340566736524431e-15	4.787873179465189e-15	nan	nan	5.026589536512123e-15	2.34350760234712e-15	2.835990612592652e-15	9.629139612766913e-16	nan	nan
57049.09000000301	3.02451617527792e-14	7.958747839671635e-16	2.0891420559141325e-14	5.354298713129023e-16	3.652728062988488e-14	1.8520600374325176e-15	1.1554469072537547e-14	2.854846649123165e-15	nan	nan	8.3218862144585e-15	4.9169143531314264e-15	nan	nan	5.0163556879104646e-15	2.403603557256907e-15	2.831929840156695e-15	9.817116887801994e-16	nan	nan
57049.14000000301	3.0166779208929374e-14	8.785064876061427e-16	2.0814521470803345e-14	5.493384273249903e-16	3.6412014833390415e-14	1.867386996415892e-15	1.1526837052240525e-14	3.041791583988262e-15	nan	nan	8.303364517160296e-15	5.041349293461913e-15	nan	nan	5.006257229676818e-15	2.461602983909115e-15	2.827999922354889e-15	9.998733871876006e-16	nan	nan
57049.190000003015	3.0088080052566106e-14	9.633028512711436e-16	2.0737702766928744e-14	5.634415787245248e-16	3.629698778764562e-14	1.8829082630176714e-15	1.149946564761808e-14	3.2296078041830135e-15	nan	nan	8.285001695365339e-15	5.161103582629205e-15	nan	nan	4.996291100377839e-15	2.517461223899854e-15	2.8241985579060767e-15	1.0173756708712694e-15	nan	nan
57049.24000000302	3.0009079518382045e-14	1.049579411770754e-15	2.0660969720900323e-14	5.7770536390864e-16	3.6182205081878907e-14	1.8985855556808374e-15	1.1472353050493833e-14	3.4181700040976943e-15	nan	nan	8.266797802842272e-15	5.276107346987419e-15	nan	nan	4.986454242077366e-15	2.571137013223525e-15	2.8205234492575593e-15	1.0341971433126094e-15	nan	nan
57049.29000000302	2.992979283467018e-14	1.1368252141195713e-15	2.0584327605173898e-14	5.920969666347419e-16	3.606767230688971e-14	1.914380967050423e-15	1.1445497456455024e-14	3.6073585897445295e-15	nan	nan	8.248752896401e-15	5.386294953389766e-15	nan	nan	4.976743600183039e-15	2.622592153108048e-15	2.8169723025027583e-15	1.0503182040719917e-15	nan	nan
57049.34000000302	2.985023522343526e-14	1.2246486449626241e-15	2.050778169141435e-14	6.065847936062344e-16	3.595339505508556e-14	1.9302570766255927e-15	1.1418897064758425e-14	3.7970590404104905e-15	nan	nan	8.230867035905055e-15	5.491604755357777e-15	nan	nan	4.967156123293822e-15	2.671791236323335e-15	2.81354282730039e-15	1.0657208826075225e-15	nan	nan
57049.390000003026	2.9770421900694594e-14	1.3127416128629476e-15	2.0431337250633328e-14	6.211385180675584e-16	3.583937892057725e-14	1.946177047997374e-15	1.1392550078350684e-14	3.9871613989353246e-15	nan	nan	8.21314028427937e-15	5.591978879233189e-15	nan	nan	4.95768876304539e-15	2.7187014182058604e-15	2.8102327367913266e-15	1.0803886949093353e-15	nan	nan
57049.44000000303	2.9690368076673804e-14	1.4008556324983882e-15	2.0354999553329123e-14	6.357290967978956e-16	3.572562949919983e-14	1.9621047117706527e-15	1.1366454703800677e-14	4.1775598560369995e-15	nan	nan	8.195572707520777e-15	5.687363042725406e-15	nan	nan	4.9483384739580194e-15	2.7632922239897614e-15	2.807039747517923e-15	1.0943065195719156e-15	nan	nan
57049.49000000303	2.961008895612198e-14	1.4887856265629548e-15	2.0278773869621367e-14	6.503287666803513e-16	3.561215238858998e-14	1.9780046353586278e-15	1.1340609151292395e-14	4.368152404936733e-15	nan	nan	8.178164374706875e-15	5.777706399920812e-15	nan	nan	4.939102213282797e-15	2.805535385826936e-15	2.8039615793421358e-15	1.1074604904731934e-15	nan	nan
57049.540000003035	2.9529599738466026e-14	1.576358774451788e-15	2.020266546938708e-14	6.649110259500852e-16	3.549895318828607e-14	1.9938421807891055e-15	1.131501163459035e-14	4.558840549612007e-15	nan	nan	8.160915358007747e-15	5.862961408124704e-15	nan	nan	4.929976940847935e-15	2.8454047042469372e-15	2.800995955363686e-15	1.1198379036860767e-15	nan	nan
57049.59000000304	2.9448915618098775e-14	1.6634267041994187e-15	2.0126679622402204e-14	6.794506042570561e-16	3.5386037499713604e-14	2.0095835516704094e-15	1.1289660370989742e-14	4.749529054791733e-15	nan	nan	8.143825732693037e-15	5.9430837128686955e-15	nan	nan	4.920959618907476e-15	2.8828759298827208e-15	2.7981406018391732e-15	1.1314271366312981e-15	nan	nan
57049.64000000304	2.936805178466701e-14	1.7498599327423207e-15	2.0050821598479553e-14	6.939234248662956e-16	3.527341092632071e-14	2.0251958304469925e-15	1.1264553581326116e-14	4.940125728966043e-15	nan	nan	8.126895577143937e-15	6.018032048166226e-15	nan	nan	4.912047211986064e-15	2.91792666210657e-15	2.7953932480998523e-15	1.1422175777927854e-15	nan	nan
57049.690000003044	2.928702342316858e-14	1.8355438420556516e-15	1.9975096667597923e-14	7.083065616190001e-16	3.516107907356686e-14	2.040647006968129e-15	1.1239689489914332e-14	5.13054123397784e-15	nan	nan	8.110124972863238e-15	6.08776814969099e-15	nan	nan	4.903236686728035e-15	2.950536261876918e-15	2.792751626471397e-15	1.1521995655893727e-15	nan	nan
57049.74000000305	2.920584571436941e-14	1.9203757209555206e-15	1.9899510100049063e-14	7.22578192704182e-16	3.5049047549079326e-14	2.055905999409999e-15	1.1215066324523134e-14	5.320688916327401e-15	nan	nan	8.093514004484622e-15	6.152256678984313e-15	nan	nan	4.8945250117426115e-15	2.980685776612416e-15	2.790213472191795e-15	1.1613643352121492e-15	nan	nan
57049.79000000305	2.912453383489097e-14	2.004262557721331e-15	1.982406716656677e-14	7.367175528171936e-16	3.493732196261448e-14	2.070942668444714e-15	1.1190682316346168e-14	5.510484656449732e-15	nan	nan	8.077062759781866e-15	6.211465157182761e-15	nan	nan	4.885909157452744e-15	3.0083578753096605e-15	2.787776523330495e-15	1.1697039724302297e-15	nan	nan
57049.84000000305	2.9043102957550926e-14	2.0871193695158126e-15	1.974877313847346e-14	7.507048848989268e-16	3.48259079261771e-14	2.0857278255651266e-15	1.1166535699987216e-14	5.699846733079572e-15	nan	nan	8.060771329681915e-15	6.265363907018285e-15	nan	nan	4.877386095940607e-15	3.033536792457117e-15	2.785438520707487e-15	1.1772113735198479e-15	nan	nan
57049.890000003055	2.8961568251547755e-14	2.168867920944806e-15	1.967363328780845e-14	7.645213923454574e-16	3.471481105407367e-14	2.1002332363178115e-15	1.1142624713402743e-14	5.8886957004162184e-15	nan	nan	8.044639808271813e-15	6.313926002085758e-15	nan	nan	4.868952800796002e-15	3.056208279551835e-15	2.783197207812071e-15	1.183880210607926e-15	nan	nan
57049.94000000306	2.887994488273924e-14	2.249435728543733e-15	1.9598652887470417e-14	7.781491923293125e-16	3.460403696296557e-14	2.1144316191984633e-15	1.1118947597904425e-14	6.0769542762338434e-15	nan	nan	8.028668292811311e-15	6.3571272225422854e-15	nan	nan	4.860606246963174e-15	3.0763595632424454e-15	2.7810503307220452e-15	1.1897049018340362e-15	nan	nan
57049.99000000306	2.879824801387325e-14	2.3287552779443023e-15	1.9523837211351145e-14	7.915712706899473e-16	3.4493591271936804e-14	2.1282966408433622e-15	1.1095502598099148e-14	6.2645472394922656e-15	nan	nan	8.012856883742677e-15	6.394946016559628e-15	nan	nan	4.852343410587596e-15	3.093979309297117e-15	2.778995638022651e-15	1.194680585828992e-15	nan	nan
57050.040000003064	2.8716492804804236e-14	2.406763401244066e-15	1.9449191534478272e-14	8.047714386942606e-16	3.4383479602544025e-14	2.1418029081245594e-15	1.1072287961875261e-14	6.45140133622339e-15	nan	nan	7.997205684700007e-15	6.427363466971556e-15	nan	nan	4.8441612688633256e-15	3.1090575917328597e-15	2.7770308807255508e-15	1.1988031000959031e-15	nan	nan
57050.09000000307	2.8634694412717574e-14	2.4834007762977783e-15	1.93747211331452e-14	8.177342918636186e-16	3.427370757890525e-14	2.15492595765438e-15	1.104930194038072e-14	6.637445192679705e-15	nan	nan	7.981714802521761e-15	6.454363262647546e-15	nan	nan	4.836056799880868e-15	3.1215858665633265e-15	2.7751538121888187e-15	1.2020689629468057e-15	nan	nan
57050.14000000307	2.855286799248136e-14	2.5586115199257722e-15	1.9300431285056158e-14	8.304451709650806e-16	3.416428082771275e-14	2.1676422431819287e-15	1.1026542787965609e-14	6.822609234937713e-15	nan	nan	7.966384347259277e-15	6.475931674226345e-15	nan	nan	4.828026982472718e-15	3.131556949724103e-15	2.7733621880354837e-15	1.2044753587145676e-15	nan	nan
57050.19000000307	2.8471028696735484e-14	2.6323428541254494e-15	1.9226327269458732e-14	8.428901252114741e-16	3.405520497836047e-14	2.1799291212857278e-15	1.1004008762194347e-14	7.006825614217395e-15	nan	nan	7.951214432188582e-15	6.4920575338953215e-15	nan	nan	4.820068796062648e-15	3.1389649988106044e-15	2.771653766073023e-15	1.2060201260138758e-15	nan	nan
57050.240000003076	2.8389191676241813e-14	2.7045448296395567e-15	1.9152414367277977e-14	8.550558776559999e-16	3.394648566294565e-14	2.1917648357288565e-15	1.0981698123752106e-14	7.190028137346225e-15	nan	nan	7.936205173821692e-15	6.502732218967654e-15	nan	nan	4.812179220511102e-15	3.1438054983453218e-15	2.7700263062127037e-15	1.2067017488764952e-15	nan	nan
57050.29000000308	2.8307372080041738e-14	2.7751700949845475e-15	1.9078697861261786e-14	8.669297927439245e-16	3.3838128516359174e-14	2.203128500790204e-15	1.0959609136505847e-14	7.372152201841768e-15	nan	nan	7.921356691915041e-15	6.5079496390707815e-15	nan	nan	4.804355235962995e-15	3.1460752483421916e-15	2.7684775703896515e-15	1.206519350631802e-15	nan	nan
57050.34000000308	2.8225585055806324e-14	2.844173701844179e-15	1.9005183036113108e-14	8.784998459438154e-16	3.3730139176351634e-14	2.2140000838514407e-15	1.093774006737615e-14	7.553134735179578e-15	nan	nan	7.906669109482731e-15	6.5077062267870824e-15	nan	nan	4.796593822695038e-15	3.14577235600275e-15	2.76700532248101e-15	1.2054726904452971e-15	nan	nan
57050.390000003084	2.8143845749950886e-14	2.9115129398315874e-15	1.8931875178631476e-14	8.897545953849068e-16	3.3622523283575345e-14	2.2243603874727425e-15	1.0916089186395697e-14	7.732914137819782e-15	nan	nan	7.892142552805974e-15	6.502000931648394e-15	nan	nan	4.788891960961954e-15	3.1428962304202472e-15	2.76560732822696e-15	1.2035621624712198e-15	nan	nan
57050.44000000309	2.806216930793263e-14	2.977147195102738e-15	1.8858779577839638e-14	9.00683155396618e-16	3.3515286481658484e-14	2.2341910311709874e-15	1.089465476660604e-14	7.911430229727355e-15	nan	nan	7.877777151445551e-15	6.490835217412687e-15	nan	nan	4.781246630844042e-15	3.1374475802176733e-15	2.7642813551492984e-15	1.2007887976119496e-15	nan	nan
57050.49000000309	2.7980570874549857e-14	3.0410378285749896e-15	1.8785901525137237e-14	9.112751718560905e-16	3.34084344172664e-14	2.2434744330567225e-15	1.0873435084093193e-14	8.088624200017775e-15	nan	nan	7.863573038250237e-15	6.474213062589488e-15	nan	nan	4.773654812094606e-15	3.129428414091681e-15	2.7630251724710507e-15	1.197154267920882e-15	nan	nan
57050.54000000309	2.7899065594050188e-14	3.1031480703192732e-15	1.8713246314423327e-14	9.215207992365005e-16	3.330197274017422e-14	2.252193791505756e-15	1.0852428417896593e-14	8.264438559522438e-15	nan	nan	7.849530349370789e-15	6.452140964219646e-15	nan	nan	4.7661134839856785e-15	3.1188420442741675e-15	2.7618365510367626e-15	1.19266089372198e-15	nan	nan
57050.590000003096	2.7817668610483884e-14	3.1634429274490935e-15	1.8640819242243935e-14	9.31410679259239e-16	3.3195907103287766e-14	2.2603330669657613e-15	1.0831633050041148e-14	8.438817095990565e-15	nan	nan	7.835649224269073e-15	6.424627944951583e-15	nan	nan	4.7586196251556415e-15	3.105693092973776e-15	2.760713263231844e-15	1.1873116535657145e-15	nan	nan
57050.6400000031	2.7736395067910766e-14	3.221889103305955e-15	1.8568625607921253e-14	9.409359210443775e-16	3.30902431627678e-14	2.2678769640145757e-15	1.081104726544568e-14	8.611704831765362e-15	nan	nan	7.821929805730039e-15	6.391685563488325e-15	nan	nan	4.751170213455981e-15	3.089987501898345e-15	2.75965308290195e-15	1.1811101971858738e-15	nan	nan
57050.6900000031	2.7655260110599145e-14	3.2784549262099767e-15	1.8496670713701476e-14	9.500880826673931e-16	3.2984986578031606e-14	2.274810913754288e-15	1.0790669351955488e-14	8.783047983711938e-15	nan	nan	7.808372239873538e-15	6.353327928525558e-15	nan	nan	4.743762225797401e-15	3.0717325450201134e-15	2.7586537852731014e-15	1.1740608616718432e-15	nan	nan
57050.740000003105	2.7574278883315487e-14	3.3331102863444527e-15	1.842495986488099e-14	9.588591540271887e-16	3.2880143011849796e-14	2.2811210566216508e-15	1.0770497600269096e-14	8.952793925264119e-15	nan	nan	7.7949766761644e-15	6.309571716342534e-15	nan	nan	4.736392637996965e-15	3.0509368447882903e-15	2.757713146871451e-15	1.1661686911287679e-15	nan	nan
57050.79000000311	2.7493466531575883e-14	3.385826579592386e-15	1.8353498369952156e-14	9.672415409386587e-16	3.2775718130402735e-14	2.2867942256423634e-15	1.0750530303909277e-14	9.120891150392413e-15	nan	nan	7.781743267424725e-15	6.260436192257205e-15	nan	nan	4.729058424624322e-15	3.02761039206874e-15	2.75682894544285e-15	1.157439460161055e-15	nan	nan
57050.84000000311	2.7412838201778146e-14	3.4365766573861115e-15	1.82822915407388e-14	9.75228050366752e-16	3.2671717603332156e-14	2.2918179302245755e-15	1.0730765759235751e-14	9.287289239414851e-15	nan	nan	7.768672169845554e-15	6.205943236215571e-15	nan	nan	4.7217565588484535e-15	3.0017645701566887e-15	2.7559989598731094e-15	1.1478797015875507e-15	nan	nan
57050.89000000311	2.7332409041607664e-14	3.4853347817651233e-15	1.821134469252969e-14	9.828118767262447e-16	3.2568147103820216e-14	2.296180340476153e-15	1.071120226536688e-14	9.45193882647134e-15	nan	nan	7.755763542998328e-15	6.1461173728514926e-15	nan	nan	4.714484012283623e-15	2.973412183294056e-15	2.755220970107224e-15	1.1374967388829744e-15	nan	nan
57050.94000000312	2.7252194200153572e-14	3.5320765849874585e-15	1.8140663144223043e-14	9.899865891722111e-16	3.2465012308624974e-14	2.2998702721084895e-15	1.0691838124182705e-14	9.614791568588892e-15	nan	nan	7.743017549845498e-15	6.080985806431039e-15	nan	nan	4.7072377548359074e-15	2.9425674902263957e-15	2.754492757069727e-15	1.126298723938336e-15	nan	nan
57050.99000000312	2.717220882817137e-14	3.5767790331311734e-15	1.807025221846083e-14	9.967461198172722e-16	3.236231889817715e-14	2.3028771719322404e-15	1.0672671640281212e-14	9.775800116202697e-15	nan	nan	7.730434356753977e-15	6.0105784611932154e-15	nan	nan	4.700014754549036e-15	2.9092462434568e-15	2.753812102584585e-15	1.1142946808495156e-15	nan	nan
57051.04000000312	2.7092468078353482e-14	3.619420393224588e-15	1.8000117241765897e-14	1.0030847528112181e-15	3.22600725565995e-14	2.3051911039591238e-15	1.0653701120949345e-14	9.934918085075463e-15	nan	nan	7.718014133505103e-15	5.93492802771464e-15	nan	nan	4.692811977450431e-15	2.873465734998074e-15	2.7531767892946527e-15	1.1014945565833342e-15	nan	nan
57051.090000003125	2.7012987105544113e-14	3.659980203540074e-15	1.79302635446801e-14	1.008997114225826e-15	3.215827897182455e-14	2.3068027361257043e-15	1.0634924876151811e-14	1.0092100029485357e-14	nan	nan	7.70575705330795e-15	5.854070016065019e-15	nan	nan	4.6856263873971505e-15	2.8352448496154242e-15	2.7525846005821235e-15	1.0879092795328872e-15	nan	nan
57051.14000000313	2.693378106702415e-14	3.698439246679255e-15	1.786069646190334e-14	1.0144781626933962e-15	3.205694383559138e-14	2.3077033276366246e-15	1.061634121847005e-14	1.024730141664597e-14	nan	nan	7.693663292810656e-15	5.768042816700298e-15	nan	nan	4.678454945921992e-15	2.794604126767769e-15	2.7520333204880024e-15	1.0735508271720054e-15	nan	nan
57051.19000000313	2.6854865122632106e-14	3.7347795251824655e-15	1.779142133243101e-14	1.0195231807471533e-15	3.1956072843561736e-14	2.307884716926518e-15	1.0597948463104274e-14	1.040047860224346e-14	nan	nan	7.681733032112565e-15	5.676887770264859e-15	nan	nan	4.671294612078191e-15	2.7515658327423884e-15	2.7515207336325566e-15	1.058432304256097e-15	nan	nan
57051.240000003134	2.6776254435184304e-14	3.7689842394492765e-15	1.7722443499692762e-14	1.024127766822636e-15	3.185567169535716e-14	2.3073393102561533e-15	1.0579744927825651e-14	1.055158880705682e-14	nan	nan	7.669966454775439e-15	5.5806492477401705e-15	nan	nan	4.6641423422860144e-15	2.706154044829245e-15	2.751044625134654e-15	1.0425680332991333e-15	nan	nan
57051.29000000314	2.669796417055285e-14	3.801037767710499e-15	1.765376831169049e-14	1.028287827875332e-15	3.175574609461864e-14	2.306060070908667e-15	1.0561728932961564e-14	1.0700590094593236e-14	nan	nan	7.658363747837715e-15	5.47937474275592e-15	nan	nan	4.65699509017716e-15	2.6583947498258536e-15	2.750602780532214e-15	1.0259736594029503e-15	nan	nan
57051.34000000314	2.6620009497977597e-14	3.830925647922898e-15	1.7585401121134374e-14	1.0319995725789584e-15	3.165630174908082e-14	2.3040405090109946e-15	1.0543898801346778e-14	1.0847441349652301e-14	nan	nan	7.646925101824185e-15	5.373114978297519e-15	nan	nan	4.649849806440639e-15	2.608315959731069e-15	2.7501929857017976e-15	1.0086662719305716e-15	nan	nan
57051.39000000314	2.654240559032554e-14	3.858634561412037e-15	1.7517347285581694e-14	1.0352595050691919e-15	3.1557344370626826e-14	2.301274671957327e-15	1.0526252858325986e-14	1.0992102257805835e-14	nan	nan	7.635650710759444e-15	5.261924030681884e-15	nan	nan	4.642703438666934e-15	2.555947848214375e-15	2.749813026779052e-15	9.9066454602119e-16	nan	nan
57051.440000003146	2.6465167624257967e-14	3.884152318119369e-15	1.7449612167580093e-14	1.0380644192023016e-15	3.145887967535119e-14	2.297757135419724e-15	1.0508789431681595e-14	1.1134533285717856e-14	nan	nan	7.62454077218159e-15	5.145859474389083e-15	nan	nan	4.635552931193805e-15	2.501322912386078e-15	2.749460690078075e-15	9.719889075578563e-16	nan	nan
57051.49000000315	2.6388310780566238e-14	3.9074678433708854e-15	1.7382201134797098e-14	1.0404113932994086e-15	3.136091338362436e-14	2.2934829949617416e-15	1.0491506851649478e-14	1.1274695662267332e-14	nan	nan	7.613595487151991e-15	5.02498255238625e-15	nan	nan	4.628395224950415e-15	2.4444761656175603e-15	2.7491337620117857e-15	9.52661725947026e-16	nan	nan
57051.54000000315	2.6311850244343703e-14	3.9285711660486995e-15	1.7315119560168466e-14	1.0422977853508425e-15	3.126345122015399e-14	2.2884478582199956e-15	1.0474403450869144e-14	1.1412551360426356e-14	nan	nan	7.602815060269451e-15	4.899358377898329e-15	nan	nan	4.62122725730206e-15	2.3854453687595894e-15	2.7488300290116466e-15	9.327075399765353e-16	nan	nan
57051.590000003154	2.6235801205210103e-14	3.947453408070115e-15	1.724837282202714e-14	1.04372122865663e-15	3.1166498914038156e-14	2.2826478376632048e-15	1.0457477564333891e-14	1.1548063079860665e-14	nan	nan	7.592199699682886e-15	4.769056175376519e-15	nan	nan	4.614045961894109e-15	2.3242713092332804e-15	2.748547277447713e-15	9.121533231185494e-16	nan	nan
57051.64000000316	2.616017885763624e-14	3.9641067751334976e-15	1.7181966304252003e-14	1.0446796278838547e-15	3.107006219885571e-14	2.276079543907606e-15	1.0440727529420811e-14	1.1681194230207125e-14	nan	nan	7.581749617103484e-15	4.634149570856912e-15	nan	nan	4.606848268496854e-15	2.260998140282225e-15	2.7482832935487168e-15	8.910287959844704e-16	nan	nan
57051.69000000316	2.6084998401109508e-14	3.978524548633105e-15	1.7115905396395467e-14	1.0451711555193389e-15	3.097414681268722e-14	2.2687400795891398e-15	1.0424151685797724e-14	1.1811908915006398e-14	nan	nan	7.571465027817442e-15	4.49471694521668e-15	nan	nan	4.599631102848699e-15	2.195673796487769e-15	2.748035863321315e-15	8.693667952427181e-16	nan	nan
57051.74000000316	2.601027504041559e-14	3.990701078705194e-15	1.7050195493829912e-14	1.0451942487029955e-15	3.087875849820853e-14	2.260627033781938e-15	1.0407748375438932e-14	1.1940171916230469e-14	nan	nan	7.561346150698672e-15	4.350841868427303e-15	nan	nan	4.59239138650032e-15	2.1283505067881898e-15	2.7478027724711656e-15	8.472037102467354e-16	nan	nan
57051.790000003166	2.5936023985803997e-14	4.000631778369748e-15	1.698484199788703e-14	1.0447476064261612e-15	3.0783903002748833e-14	2.2517384769556584e-15	1.039151594256471e-14	1.206594867941419e-14	nan	nan	7.55139320822297e-15	4.202613639384105e-15	nan	nan	4.585126036658391e-15	2.0590854333267843e-15	2.7475818063215834e-15	8.24580000900571e-16	nan	nan
57051.84000000317	2.586226045337161e-14	4.008313118696019e-15	1.6919850315991407e-14	1.0438301870813275e-15	3.0689586078337446e-14	2.2420729564622634e-15	1.037545273364689e-14	1.2189205299331141e-14	nan	nan	7.541606426478591e-15	4.050127964989946e-15	nan	nan	4.577831966027982e-15	1.9879414742268294e-15	2.747370749733988e-15	8.015408129642081e-16	nan	nan
57051.89000000317	2.5788999665161375e-14	4.013742624994391e-15	1.6855225861802325e-14	1.042441206352193e-15	3.059581348179088e-14	2.231629492552651e-15	1.0359557097351395e-14	1.2309908506197107e-14	nan	nan	7.53198603518176e-15	3.893487825384167e-15	nan	nan	4.5705060826571834e-15	1.914988282081734e-15	2.7471673870282187e-15	7.781367100286988e-16	nan	nan
57051.940000003175	2.571625684946628e-14	4.016918873979776e-15	1.679097405535761e-14	1.0405801354363424e-15	3.0502590974737086e-14	2.220407574919639e-15	1.0343827384526033e-14	1.2428025652375652e-14	nan	nan	7.522532267687922e-15	3.7328045914101845e-15	nan	nan	4.563145289778406e-15	1.8403035693238165e-15	2.7469695019012276e-15	7.544245447226554e-16	nan	nan
57051.99000000318	2.564404724106332e-14	4.0178414919052564e-15	1.6727100323201478e-14	1.0382466995883277e-15	3.040992432374284e-14	2.2084071597567915e-15	1.0328261948157769e-14	1.2543524699569106e-14	nan	nan	7.513245361006838e-15	3.5681994889877376e-15	nan	nan	4.555746485652084e-15	1.7639747993404317e-15	2.7467748773477757e-15	7.304684950976496e-16	nan	nan
57052.04000000318	2.5572386081476102e-14	4.016511153639549e-15	1.6663610098537548e-14	1.0354408769810695e-15	3.0317819300281486e-14	2.1956286673369243e-15	1.0312859143367644e-14	1.2656374206462004e-14	nan	nan	7.504125555813373e-15	3.3998055482115355e-15	nan	nan	4.548306563408743e-15	1.686101402354967e-15	2.7465812955799665e-15	7.06341295183511e-16	nan	nan
57052.09000000318	2.5501288619173788e-14	4.0129295826606626e-15	1.66005088213586e-14	1.032162897877451e-15	3.022628168088941e-14	2.182072980113491e-15	1.029761732735941e-14	1.2766543316795445e-14	nan	nan	7.49517309646336e-15	3.227770241479528e-15	nan	nan	4.54082241089109e-15	1.6067977139118484e-15	2.7463865379469862e-15	6.821256905509523e-16	nan	nan
57052.140000003186	2.5430770109827338e-14	4.0070995519992244e-15	1.653780193858811e-14	1.0284132441113447e-15	3.013531724718215e-14	2.1677414413379244e-15	1.0282534859403243e-14	1.2874001747867914e-14	nan	nan	7.48638823100571e-15	3.0522591194937396e-15	nan	nan	4.533290910496365e-15	1.5261969210870247e-15	2.7461883848546587e-15	6.5791614897081425e-16	nan	nan
57052.19000000319	2.5360845816583252e-14	3.999024886084591e-15	1.6475494904224205e-14	1.024192648874219e-15	3.004493178592215e-14	2.152635854207746e-15	1.0267610100792018e-14	1.2978719779429189e-14	nan	nan	7.477771211196231e-15	2.8734609221704993e-15	nan	nan	4.525708939017002e-15	1.4444564325612695e-15	2.745984615685414e-15	6.338208504908622e-16	nan	nan
57052.24000000319	2.5291531010224335e-14	3.9887104635131605e-15	1.6413593179474656e-14	1.0195020968079088e-15	2.9955131089076834e-14	2.1367584815371427e-15	1.0252841414852485e-14	1.3080668242954272e-14	nan	nan	7.469322292510879e-15	2.6915949188614283e-15	nan	nan	4.518073367483499e-15	1.3617652874996818e-15	2.745773008717499e-15	6.099639666275918e-16	nan	nan
57052.290000003195	2.5222840969515037e-14	3.976162220748353e-15	1.63521022328977e-14	1.0143428244052605e-15	2.986592095388794e-14	2.1201120459696553e-15	1.023822716685933e-14	1.3179818511277576e-14	nan	nan	7.46104173416026e-15	2.5069217023299435e-15	nan	nan	4.510381061004155e-15	1.27835452249969e-15	2.745551341044967e-15	5.864882089818466e-16	nan	nan
