MJD	CSP_g_old	CSP_g_old_err	CSP_i_old	CSP_i_old_err	CSP_r_old	CSP_r_old_err	CSP_u_old	CSP_u_old_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
57010.44000000076	2.0241059817761025e-13	1.2248107166962112e-15	3.756976416030281e-14	2.391099027036797e-16	9.325401914878191e-14	5.584145410942912e-16	2.694981767798641e-13	3.3991840112112117e-15	2.4445983209415196e-13	4.5270452257154276e-15	2.378719569212012e-13	4.904595447360914e-15	7.790100071507202e-15	6.445106916716482e-16	9.639310278019665e-14	3.585619674154139e-15	4.1501976716072574e-14	1.2255223836915174e-15	1.3533700074746218e-13	2.751205449398627e-15
57010.49000000076	2.0288162457227358e-13	1.2266461497713006e-15	3.75895173567108e-14	2.3948732305984843e-16	9.35171444825775e-14	5.593434565817064e-16	2.7028550380388984e-13	3.318602124026796e-15	2.4498885112844646e-13	4.511125774920133e-15	2.384401365994624e-13	4.88324267597167e-15	7.810051366694563e-15	6.427683916133314e-16	9.657117113718008e-14	3.5859066005524485e-15	4.1602283764227146e-14	1.2321756237407114e-15	1.3570640109103462e-13	2.735434076036555e-15
57010.540000000765	2.033459251742076e-13	1.2289888412690503e-15	3.7608231549485267e-14	2.3996736157584207e-16	9.37772318061673e-14	5.605001526220696e-16	2.710536496675753e-13	3.238003369019416e-15	2.4551636721464476e-13	4.495212657063511e-15	2.3899128497471297e-13	4.860919923185273e-15	7.829987718947114e-15	6.411024943384644e-16	9.674273927137288e-14	3.5859591868809415e-15	4.1699987824616143e-14	1.2389439704931004e-15	1.3607532715242133e-13	2.7206814167056565e-15
57010.59000000077	2.0380356973375621e-13	1.2316490982043494e-15	3.7625985119338155e-14	2.404942532815849e-16	9.403430746094639e-14	5.618067343643944e-16	2.7180247810906186e-13	3.1574911650807432e-15	2.460423396945256e-13	4.4793066697028586e-15	2.395255623353751e-13	4.837561497504747e-15	7.849906967721336e-15	6.395095778183895e-16	9.690792128963841e-14	3.585785779257708e-15	4.179511979886563e-14	1.245808326861399e-15	1.3644371086160367e-13	2.7068850220511837e-15
57010.64000000077	2.0425462788573968e-13	1.234460844516666e-15	3.764285641853329e-14	2.41018963557459e-16	9.42883977543767e-14	5.631950600201044e-16	2.7253185249660073e-13	3.0771946114362425e-15	2.465667278808042e-13	4.463420449814707e-15	2.400431281979618e-13	4.813131466211509e-15	7.869806950607509e-15	6.379862866343769e-16	9.706683089747004e-14	3.58539973906661e-15	4.1887710481774016e-14	1.2527518734818829e-15	1.3681148413782317e-13	2.6939895197781407e-15
57010.69000000077	2.0469916915054262e-13	1.237284498933963e-15	3.765892377276385e-14	2.4150012905989943e-16	9.453952896031292e-14	5.646078711550367e-16	2.732416358260007e-13	2.997270685982363e-15	2.4708949105660155e-13	4.447578643459553e-15	2.4054414131325165e-13	4.787624113256026e-15	7.889685503268093e-15	6.365293359138127e-16	9.721958140484393e-14	3.584819419339045e-15	4.197779056239664e-14	1.259760043851661e-15	1.3717857888878304e-13	2.6819467922353738e-15
57010.74000000078	2.0513726293519203e-13	1.2400090996309282e-15	3.767426548303532e-14	2.419047094198142e-16	9.478772731922818e-14	5.6599962790043e-16	2.7393169071811925e-13	2.9179064495545085e-15	2.476105884749102e-13	4.431818033670731e-15	2.410287596724438e-13	4.761064395491513e-15	7.909540459376346e-15	6.351355149294649e-16	9.736628573204983e-14	3.584068126617216e-15	4.2065390625126615e-14	1.2668204887572923e-15	1.375449270098576e-13	2.6707160981379436e-15
57010.79000000078	2.0556897853435438e-13	1.2425537907020988e-15	3.76889598275323e-14	2.4220840201923167e-16	9.503301903852708e-14	5.673370916080375e-16	2.746018794163274e-13	2.8393211954604316e-15	2.4812997935806307e-13	4.416187623109098e-15	2.4149714051328735e-13	4.7335084005226915e-15	7.929369650554423e-15	6.338016903606148e-16	9.750705641550587e-14	3.58317406733906e-15	4.215054115077357e-14	1.2739230313432708e-15	1.379104603832921e-13	2.66026414033326e-15
57010.84000000078	2.0599438513143753e-13	1.2448687717682436e-15	3.7703085063490756e-14	2.4239586518663375e-16	9.527543029274563e-14	5.685996924295291e-16	2.752520637839761e-13	2.761768451147678e-15	2.486476228971988e-13	4.4007486667887246e-15	2.419494403261851e-13	4.705043802462701e-15	7.949170906311644e-15	6.325248092172533e-16	9.764200561356116e-14	3.5821702775286695e-15	4.223327251763759e-14	1.2810596139649358e-15	1.3827511087741237e-13	2.650565081337262e-15
57010.890000000785	2.064135517995953e-13	1.2469357893958257e-15	3.7716719429093026e-14	2.4246078438954734e-16	9.551498722388353e-14	5.697797110502416e-16	2.7588210530183497e-13	2.6855376949785736e-15	2.4916347825173464e-13	4.385574648739135e-15	2.4238581486028106e-13	4.6757903042620515e-15	7.968942053982977e-15	6.313019014296111e-16	9.777124511227922e-14	3.581094534341577e-15	4.231361500258311e-14	1.2882242377794898e-15	1.386388103458246e-13	2.641600508306349e-15
57010.94000000079	2.0682654750281354e-13	1.248768221879598e-15	3.772994114531301e-14	2.424058031535058e-16	9.575171594162677e-14	5.708822940506482e-16	2.764918650655862e-13	2.61095559597097e-15	2.496775045488254e-13	4.370751195292823e-15	2.4280641912950814e-13	4.6459000466950775e-15	7.988680918666961e-15	6.301300821065937e-16	9.789488633120697e-14	3.579989247794645e-15	4.2391598782107125e-14	1.2954128958447193e-15	1.390014906266201e-13	2.6333593487534885e-15
57010.99000000079	2.0723344109691475e-13	1.2504107789178686e-15	3.7742828417812795e-14	2.4224232694825273e-16	9.59856425236218e-14	5.719253114703146e-16	2.7708120378321964e-13	2.538386516312513e-15	2.501896608828385e-13	4.356375916265234e-15	2.432114074186391e-13	4.615557954645638e-15	8.008385323163988e-15	6.290065534680918e-16	9.801304032912742e-14	3.57890133082181e-15	4.246725393340615e-14	1.3026235003358217e-15	1.3936308354157894e-13	2.6258377380513145e-15
57011.040000000794	2.076343013306247e-13	1.2519388079481274e-15	3.775545943880999e-14	2.4199019503234283e-16	9.621679301576592e-14	5.729390545850456e-16	2.776499817725049e-13	2.468231938402833e-15	2.5069990631480905e-13	4.342558164211836e-15	2.436009332892886e-13	4.584981980902237e-15	8.028053087914328e-15	6.279286064567054e-16	9.812581780979982e-14	3.577882045640519e-15	4.254061043543993e-14	1.3098558043453144e-15	1.3972352089537766e-13	2.6190388393891375e-15
57011.0900000008	2.0802919684660137e-13	1.2534571706389678e-15	3.776791238894376e-14	2.4167720293365905e-16	9.644519343242978e-14	5.739657617972503e-16	2.7819805895843894e-13	2.400928395109182e-15	2.5120819987191804e-13	4.32941870092624e-15	2.4397514958590817e-13	4.554423196366839e-15	8.04768203093603e-15	6.268936220359734e-16	9.823332912768265e-14	3.576986824302665e-15	4.2611698169992455e-14	1.3171113186012342e-15	1.4008273447478745e-13	2.612972616569081e-15
57011.1400000008	2.0841819618249963e-13	1.2550986284741705e-15	3.778026543916072e-14	2.413384477486533e-16	9.667086975675424e-14	5.750589519631494e-16	2.787252948706479e-13	2.3369434062300446e-15	2.51714500546948e-13	4.3170892595928565e-15	2.44334208441751e-13	4.524165663665436e-15	8.067269967763104e-15	6.258990721819444e-16	9.833568429364216e-14	3.576275061238813e-15	4.2680546922730093e-14	1.3243932233368736e-15	1.4044065604787811e-13	2.607655559668487e-15
57011.1900000008	2.0880136777198758e-13	1.2570216575392795e-15	3.7792596752570863e-14	2.4101546063998244e-16	9.689384794090194e-14	5.762825380998153e-16	2.7923154864082255e-13	2.276768874693675e-15	2.5221876729774994e-13	4.305711990628948e-15	2.446782612848212e-13	4.494526019049554e-15	8.086814711383264e-15	6.249425205762609e-16	9.843299298064833e-14	3.575809875604518e-15	4.274718638425675e-14	1.331706275453389e-15	1.407972173632263e-13	2.603110363471918e-15
57011.240000000806	2.0917877994577273e-13	1.2594076025072265e-15	3.7804984486343583e-14	2.407550872875522e-16	9.711415390634121e-14	5.777096910721798e-16	2.7971667900014734e-13	2.2209114015329387e-15	2.527209590467175e-13	4.295438779304963e-15	2.4500745884379665e-13	4.465852675974021e-15	8.10631407217569e-15	6.24021623008788e-16	9.852536452945426e-14	3.575657841303857e-15	4.28116461511673e-14	1.339056711048881e-15	1.4115235014911554e-13	2.5993655583805414e-15
57011.29000000081	2.095505009327081e-13	1.262457081100381e-15	3.781750679355539e-14	2.406080790278e-16	9.73318135440525e-14	5.794214234669398e-16	2.8018054427670926e-13	2.169879074286392e-15	2.5322103468023267e-13	4.2864304239001374e-15	2.45321951153924e-13	4.4385245538505975e-15	8.125765857849019e-15	6.231341274986538e-16	9.861290795426268e-14	3.5758886827146235e-15	4.287395572709674e-14	1.3464521433371406e-15	1.4150598611273415e-13	2.5964550935713584e-15
57011.34000000081	2.0991659886070215e-13	1.2663855665814836e-15	3.783024182508182e-14	2.4062736672565005e-16	9.754685271486711e-14	5.81504869761893e-16	2.8062300239290637e-13	2.124164505123978e-15	2.537189530481457e-13	4.2788556644155064e-15	2.4562188756290783e-13	4.412949228807414e-15	8.145167873378877e-15	6.222778741418106e-16	9.869573194837982e-14	3.576574934367508e-15	4.293414452376828e-14	1.3539014559455872e-15	1.418580569393866e-13	2.5944178723077677e-15
57011.390000000814	2.1027714554045102e-13	1.2713647438949922e-15	3.784323662134079e-14	2.408485503771432e-16	9.775931218436096e-14	5.840296825705828e-16	2.8104394439849924e-13	2.0840717884126064e-15	2.542146729632333e-13	4.2728900539862876e-15	2.4590741673676425e-13	4.38956040146896e-15	8.164517920945566e-15	6.2145079469451295e-16	9.877394488985486e-14	3.57779156317293e-15	4.299224186203744e-14	1.3614146915637983e-15	1.4220849429169058e-13	2.5932972396298857e-15
57011.44000000082	2.1063222781409084e-13	1.2773587583559888e-15	3.785641378291178e-14	2.4123616175486304e-16	9.796929242735518e-14	5.8698191683995335e-16	2.8144339507567325e-13	2.0492443570742484e-15	2.5470815320066135e-13	4.268714668040585e-15	2.4617868666565155e-13	4.368814582171948e-15	8.183813799871658e-15	6.206509119007944e-16	9.884765484710404e-14	3.579615552207806e-15	4.3048276972935487e-14	1.369002935917538e-15	1.4255722980878075e-13	2.5931404231334917e-15
57011.49000000082	2.1098193620888876e-13	1.2842872807515404e-15	3.7869664799195366e-14	2.417373675411208e-16	9.817690882485425e-14	5.903298299160451e-16	2.8182141233239623e-13	2.019132891822493e-15	2.551993524974477e-13	4.266514650064938e-15	2.4643584466969487e-13	4.351186908694377e-15	8.203053306559544e-15	6.198763385728363e-16	9.891696958452482e-14	3.582125445613291e-15	4.310227899870725e-14	1.3766781970535058e-15	1.42904195105511e-13	2.5939979282049584e-15
57011.54000000082	2.1132636115608113e-13	1.2920835543337772e-15	3.788288115591477e-14	2.4230143725099995e-16	9.838227673063614e-14	5.940471916326121e-16	2.821780536677713e-13	1.993167496655799e-15	2.5568822955192183e-13	4.266477597511905e-15	2.4667903740477504e-13	4.33716603763828e-15	8.222234234428735e-15	6.191252764324327e-16	9.898199656809774e-14	3.585400854787569e-15	4.315427699384969e-14	1.3844532799507041e-15	1.432493217716555e-13	2.5959228899008805e-15
57011.590000000826	2.116655929922716e-13	1.3006983048972265e-15	3.78959543325204e-14	2.428814189854533e-16	9.858551147239434e-14	5.9811473317658e-16	2.8251337617303597e-13	1.970777273586247e-15	2.561747430231958e-13	4.268791796830354e-15	2.469084108683008e-13	4.327248089427018e-15	8.241354373853463e-15	6.183960147216254e-16	9.904284297097156e-14	3.589521926785304e-15	4.320429992614585e-14	1.3923416565139161e-15	1.4359254137110899e-13	2.598970384629088e-15
57011.64000000083	2.1199972196075213e-13	1.3101028776497712e-15	3.790877579958075e-14	2.434354918970341e-16	9.878672835293132e-14	6.025213034843731e-16	2.82827436532596e-13	1.9514087337466185e-15	2.566588515306167e-13	4.273644322641239e-15	2.471241104049646e-13	4.3219296786361964e-15	8.260411512099726e-15	6.176869285902449e-16	9.909961567903698e-14	3.594568776644272e-15	4.3252376677696924e-14	1.4003573310567772e-15	1.439337854410925e-13	2.6031967058678854e-15
57011.69000000083	2.123288382129537e-13	1.3202916142313867e-15	3.792123701617927e-14	2.439280246633321e-16	9.898604265138126e-14	6.072647392826487e-16	2.8312029102496245e-13	1.9345422425917868e-15	2.5714051365322957e-13	4.28121902255133e-15	2.4732628071247007e-13	4.321700124479994e-15	8.27940343326267e-15	6.169964772675822e-16	9.915242129649547e-14	3.600620886237718e-15	4.329853604595145e-14	1.4085147014426588e-15	1.442729854913504e-13	2.6086586093213752e-15
57011.740000000835	2.1265303180979144e-13	1.3312834895324583e-15	3.7933229427302004e-14	2.4433037797418074e-16	9.918356962439389e-14	6.123524568650744e-16	2.8339199552380366e-13	1.919705990544558e-15	2.5761968792924215e-13	4.2916944154397104e-15	2.475150658472485e-13	4.327033006949986e-15	8.298327918203733e-15	6.163232020254248e-16	9.920136615140404e-14	3.607756473166305e-15	4.3342806744733813e-14	1.4168284161177245e-15	1.4461007300335048e-13	2.615412534078683e-15
57011.79000000084	2.1297239272304034e-13	1.3431230273387912e-15	3.7944644461251935e-14	2.4462149072034217e-16	9.937942450732485e-14	6.178017736388925e-16	2.836426054988701e-13	1.9064872604850024e-15	2.5809633285548106e-13	4.305241537250968e-15	2.4769060923014123e-13	4.338377306200617e-15	8.317182744487713e-15	6.156657239385967e-16	9.924655630121556e-14	3.616051834124731e-15	4.338521740526778e-14	1.4253132273469632e-15	1.449449794294913e-13	2.62351380749264e-15
57011.84000000084	2.132870108366804e-13	1.3558805090003325e-15	3.7955373527022405e-14	2.4478828582432937e-16	9.957372251542602e-14	6.236399660625791e-16	2.8387217601701864e-13	1.8945409887727313e-15	2.5857040687972513e-13	4.322021716730532e-15	2.4785305364183243e-13	4.3561483018009236e-15	8.335965662166308e-15	6.150227199540235e-16	9.928809740729726e-14	3.625580450268192e-15	4.342579642310322e-14	1.4339833936662431e-15	1.4527763620134854e-13	2.633015816648991e-15
57011.89000000084	2.135969759483753e-13	1.369651483394431e-15	3.796530801169673e-14	2.448259242334167e-16	9.976657884505852e-14	6.299040687129839e-16	2.8408076174315036e-13	1.8835957663479953e-15	2.590418589473963e-13	4.342109308774401e-15	2.4800252763841656e-13	4.380551698166061e-15	8.354673478902873e-15	6.143921063749955e-16	9.932606709623596e-14	3.636366366811796e-15	4.346456612271626e-14	1.4428355956039874e-15	1.45607986733737e-13	2.6439348853891122e-15
57011.940000000846	2.1390237777072018e-13	1.3845555820296754e-15	3.7974339277853304e-14	2.4473792575805144e-16	9.995810867488301e-14	6.366404179890498e-16	2.8426841694119016e-13	1.873457498978734e-15	2.595106098519969e-13	4.3653425680053956e-15	2.481391187452421e-13	4.411250099175041e-15	8.373301779099443e-15	6.137707887553247e-16	9.93604807688457e-14	3.6483271340647285e-15	4.3501540966929396e-14	1.4518437161396597e-15	1.459360101078745e-13	2.6561822101113735e-15
57011.99000000085	2.1420330593268975e-13	1.4007346431907439e-15	3.7982358660943895e-14	2.445361643502185e-16	1.0014842716701133e-13	6.439039439146266e-16	2.844351954750459e-13	1.8640109506023236e-15	2.5997657514600587e-13	4.391507716495451e-15	2.48262906400467e-13	4.447775554533984e-15	8.391846062006171e-15	6.131556772509657e-16	9.939134518624575e-14	3.661363474637609e-15	4.353673481923273e-14	1.4609800459149524e-15	1.462616919733415e-13	2.669647764698415e-15
57012.04000000085	2.1449984998100406e-13	1.4183501552308341e-15	3.7989257466696566e-14	2.44240733690456e-16	1.003376494682485e-13	6.517572155396063e-16	2.8458115080957373e-13	1.855219347252031e-15	2.60439670336697e-13	4.420382858864037e-15	2.4837396942964514e-13	4.489631538914836e-15	8.410301823115074e-15	6.125437617751548e-16	9.94186668551438e-14	3.675373977816045e-15	4.3570161464349334e-14	1.4702169280995422e-15	1.465850179479587e-13	2.684220099335838e-15
57012.090000000855	2.1479209938148046e-13	1.4375800430313938e-15	3.799492696849836e-14	2.438796674587371e-16	1.0052589071130884e-13	6.602692496296698e-16	2.847063360114969e-13	1.847122140801301e-15	2.6089981088505084e-13	4.451740448228309e-15	2.4847238604883957e-13	4.536302527697649e-15	8.428664554035868e-15	6.119321143659035e-16	9.944245202815532e-14	3.690255811975074e-15	4.3601834608723126e-14	1.4795268802864614e-15	1.4690597361760777e-13	2.6997871940400136e-15
57012.14000000086	2.1508014352038348e-13	1.458614843627127e-15	3.7999258404797104e-14	2.4348848797086675e-16	1.0071326601592573e-13	6.695140991463701e-16	2.8481080375039084e-13	1.8398309392192916e-15	2.613569122046752e-13	4.485349579408142e-15	2.48558233867707e-13	4.587262793130368e-15	8.446929742371837e-15	6.113178913227412e-16	9.94627067041146e-14	3.705905387024845e-15	4.363176788100348e-14	1.4888827036331129e-15	1.4722454453605415e-13	2.7162372341518004e-15
57012.19000000086	2.1536407170588108e-13	1.4816533453113653e-15	3.80021429764841e-14	2.431095480787585e-16	1.0089989049010319e-13	6.795692467280821e-16	2.8489460629959923e-13	1.8335235220160993e-15	2.6181088966072963e-13	4.520978081452868e-15	2.4863158989256936e-13	4.641984211593545e-15	8.465092871595428e-15	6.106983351248501e-16	9.94794366283703e-14	3.722218963805165e-15	4.365997483253038e-14	1.4982575798271863e-15	1.4754071622477022e-13	2.7334593041200925e-15
57012.240000000864	2.1564397316928765e-13	1.5068977976589145e-15	3.8003471844291576e-14	2.427911256478174e-16	1.010858792313224e-13	6.905138386796628e-16	2.84957795537148e-13	1.8284357924566448e-15	2.6226165856883235e-13	4.5583943922409025e-15	2.486925305294677e-13	4.699942966470698e-15	8.483149420923866e-15	6.100707761433772e-16	9.949264729307519e-14	3.73909320875184e-15	4.3686468937812927e-14	1.5076251565513797e-15	1.478544741727607e-13	2.751343998621932e-15
57012.29000000087	2.159199370665516e-13	1.5345488329902471e-15	3.800313612617207e-14	2.425862292914098e-16	1.0127134732768365e-13	7.024268054094655e-16	2.8500042294671057e-13	1.8248514894532742e-15	2.62709134194e-13	4.597369207288037e-15	2.487411315871896e-13	4.7606251128106675e-15	8.501094865194812e-15	6.094326341607112e-16	9.950234393746043e-14	3.75642569342101e-15	4.3711263595009404e-14	1.5169596221799189e-15	1.4816580383638067e-13	2.7697839522727693e-15
57012.34000000087	2.161920524795234e-13	1.564800268743166e-15	3.800102689469591e-14	2.4255108020797403e-16	1.0145640985913222e-13	7.153849237980554e-16	2.850225396185234e-13	1.823089506794863e-15	2.631532317495402e-13	4.637676903102611e-15	2.48777468280287e-13	4.823531034818285e-15	8.518924674741563e-15	6.087814197096075e-16	9.950853154810408e-14	3.774115339545922e-15	4.3734372126404896e-14	1.5262357704846971e-15	1.484746906391637e-13	2.7886742909730308e-15
57012.39000000087	2.164603963414222e-13	1.5977715627223655e-15	3.799706609011372e-14	2.4272659987030937e-16	1.01641155056599e-13	7.294357687552194e-16	2.850242858767737e-13	1.823362641572564e-15	2.6359386639599367e-13	4.679096741981773e-15	2.488016152320639e-13	4.88817887401974e-15	8.536634315268486e-15	6.081147352445536e-16	9.951121485918289e-14	3.792062811205069e-15	4.375580777888273e-14	1.5354290561460742e-15	1.4878111997164e-13	2.8079130093528995e-15
57012.440000000875	2.1672499721003187e-13	1.6333180026362452e-15	3.799129926564648e-14	2.430872226309066e-16	1.0182556377659995e-13	7.445213701832001e-16	2.8500616016205843e-13	1.825389287889982e-15	2.6403095324002984e-13	4.721413870153948e-15	2.4881364647755987e-13	4.9541070356847006e-15	8.554219247726219e-15	6.074302761583229e-16	9.951039835271844e-14	3.8101708564133895e-15	4.37755837244001e-14	1.5445156418683949e-15	1.490850771911575e-13	2.8274012796919075e-15
57012.49000000088	2.16985871496084e-13	1.6712223418604684e-15	3.798380284141083e-14	2.4359219099456046e-16	1.020095900273496e-13	7.605551484500847e-16	2.849687501604328e-13	1.8287821569589788e-15	2.6446440733338157e-13	4.7644201247535955e-15	2.488136354665016e-13	5.020875896291637e-15	8.571674928186702e-15	6.067258316556958e-16	9.950608625880901e-14	3.828344601003234e-15	4.379371306045505e-14	1.5534724378879852e-15	1.4938654762170426e-13	2.8470436983920506e-15
57012.54000000088	2.1724303553949297e-13	1.711263163624585e-15	3.797465319058502e-14	2.4420422070664906e-16	1.0219318781031393e-13	7.774492129284749e-16	2.849126431875062e-13	1.8331898102126632e-15	2.648941436717482e-13	4.807914667324317e-15	2.4880165506623897e-13	5.088068838654521e-15	8.588996807718312e-15	6.059992854964037e-16	9.949828255585294e-14	3.846491798052927e-15	4.3810208810556277e-14	1.5622771346392024e-15	1.4968551655373445e-13	2.866748476324617e-15
57012.590000000884	2.1749650560952245e-13	1.7532198173851523e-15	3.79639266412306e-14	2.4489121724731646e-16	1.023763111197329e-13	7.951161837472868e-16	2.848384261990448e-13	1.8383095006298224e-15	2.653200771937185e-13	4.851704462723443e-15	2.487777775646728e-13	5.155292736974429e-15	8.60618033226055e-15	6.052486166190612e-16	9.948699097075937e-14	3.864523036388051e-15	4.3825083924688266e-14	1.5709082293138474e-15	1.4998196924397984e-13	2.88642757949409e-15
57012.64000000089	2.1774629790506513e-13	1.7968763521646525e-15	3.795169947813331e-14	2.4562770135524704e-16	1.0255891394213339e-13	8.134706561822808e-16	2.8474668580152086e-13	1.8438975652930787e-15	2.657421227796823e-13	4.895604622480273e-15	2.4874207467314844e-13	5.222178004371757e-15	8.623220942498972e-15	6.044718996571799e-16	9.947221497914917e-14	3.882351911806001e-15	4.383835127977487e-14	1.579345047009875e-15	1.5027589091527905e-13	2.905996826324817e-15
57012.69000000089	2.1799242855491377e-13	1.842024518421582e-15	3.793804794463575e-14	2.463959631897377e-16	1.0274095025586467e-13	8.324303323159042e-16	2.84638008262689e-13	1.8497776038279332e-15	2.661601952507434e-13	4.9394386313063504e-15	2.486946175293411e-13	5.288378302812966e-15	8.640114073739737e-15	6.036673053580686e-16	9.9453957805546e-14	3.89989516470857e-15	4.385002368014042e-14	1.5875677571271331e-15	1.5056726675639014e-13	2.9253759475877136e-15
57012.74000000089	2.1823491361793728e-13	1.888465946094736e-15	3.792304824446182e-14	2.4718696909884626e-16	1.02922374030579e-13	8.519168562743886e-16	2.845129795221693e-13	1.855846710110573e-15	2.6657420936763626e-13	4.983038474371356e-15	2.4863547670012157e-13	5.3535700014597476e-15	8.656855155784273e-15	6.028331009150619e-16	9.94322224235533e-14	3.9170727877805744e-15	4.386011385797043e-14	1.5955573856176131e-15	1.5085608192181945e-13	2.9444886146346936e-15
57012.790000000896	2.1847376908332552e-13	1.936013622891879e-15	3.790677654354504e-14	2.4800104261650223e-16	1.0310313922676388e-13	8.718563949198305e-16	2.84372185201991e-13	1.86207999647339e-15	2.669840798296402e-13	5.026244681815791e-15	2.485647221844029e-13	5.417451455639241e-15	8.673439612803495e-15	6.019676502229234e-16	9.940701155602662e-14	3.933808107229563e-15	4.3868634473766654e-14	1.6032958236586357e-15	1.511423215316294e-13	2.963262441164931e-15
57012.8400000009	2.187090108708664e-13	1.984492798516572e-15	3.7889308971860115e-14	2.488483337627e-16	1.0328319979528723e-13	8.921800067821337e-16	2.8421621061714983e-13	1.8685335757609413e-15	2.6738972127348664e-13	5.068906305357133e-15	2.4848242341596685e-13	5.479742165662315e-15	8.68986286321225e-15	6.010694140656004e-16	9.937832767522634e-14	3.950027840944054e-15	4.3875598116804497e-14	1.6107658332662152e-15	1.514259706712716e-13	2.9816289632381297e-15
57012.8900000009	2.1894065483110762e-13	2.0337414326198417e-15	3.7870721625255606e-14	2.497490795860867e-16	1.0346250967687478e-13	9.128238397548952e-16	2.840456407861855e-13	1.8753460640093224e-15	2.6779104827227846e-13	5.110880840392382e-15	2.483886492662767e-13	5.540181863029357e-15	8.706120319543443e-15	6.001369502454322e-16	9.934617300296852e-14	3.965662136725539e-15	4.388101730558525e-14	1.6179510503231366e-15	1.517070143913937e-13	2.9995236018220384e-15
57012.940000000905	2.1916871674566184e-13	2.083610290877812e-15	3.7851090567274557e-14	2.507336458626808e-16	1.036410228016036e-13	9.337291940303969e-16	2.838610604416926e-13	1.8827385484748867e-15	2.681879753343887e-13	5.152034105322539e-15	2.482834680472651e-13	5.598529561411939e-15	8.722207388321971e-15	5.991689136619311e-16	9.931054951076008e-14	3.9806445935281125e-15	4.388490448828688e-14	1.6248359854526343e-15	1.519854377076641e-13	3.0168856116264245e-15
57012.99000000091	2.1939321232740988e-13	2.1339627779679097e-15	3.783049183098225e-14	2.5184232675721285e-16	1.0381869308851498e-13	9.548424817097376e-16	2.8366305404091767e-13	1.891012847998298e-15	2.6858041690238885e-13	5.1922400883319695e-15	2.48166947514117e-13	5.654562601187417e-15	8.738119469938871e-15	5.981640563480075e-16	9.927145891992241e-14	3.994912268409861e-15	4.388727204321343e-14	1.6314060231269917e-15	1.5226122560059108e-13	3.033658019530081e-15
57013.04000000091	2.1961415722067283e-13	2.184674580298422e-15	3.780900142079725e-14	2.531248681405608e-16	1.0399547444501124e-13	9.761151094087094e-16	2.8345220577623885e-13	1.9005477902590873e-15	2.6896828735194167e-13	5.2313807704134744e-15	2.4803915486801863e-13	5.708075709135162e-15	8.75385195852477e-15	5.971212274708358e-16	9.922890270171002e-14	4.00840567166151e-15	4.388813227924222e-14	1.6376474193593027e-15	1.5253436301533703e-13	3.0497875554834497e-15
57013.09000000091	2.198315670015396e-13	2.23563317668948e-15	3.7786695314312027e-14	2.54639673581887e-16	1.0417132076646855e-13	9.975033051849608e-16	2.832290995857553e-13	1.911793162149966e-15	2.693515009907253e-13	5.269345932126413e-15	2.4790015675890457e-13	5.758880089136638e-15	8.76940024182375e-15	5.960393733042219e-16	9.918288207741011e-14	4.021068752345472e-15	4.388749743626877e-14	1.6435472982934345e-15	1.5280483486153808e-13	3.0652245783668872e-15
57013.140000000916	2.2004545717804518e-13	2.286737262167925e-15	3.7763649464119063e-14	2.564526524065119e-16	1.0434618593566279e-13	1.0189679067184095e-15	2.829943191638002e-13	1.925260977204802e-15	2.697299720573275e-13	5.306032950308842e-15	2.477500192881687e-13	5.806802555035178e-15	8.784759701066789e-15	5.949175371783537e-16	9.913339801843961e-14	4.032848876252177e-15	4.3885379685649495e-14	1.649093647968986e-15	1.5307262601312207e-13	3.0799229988919364e-15
57013.19000000092	2.2025584319038895e-13	2.3378961190679028e-15	3.773993979964353e-14	2.5863567945442955e-16	1.0452002382236305e-13	1.0404741238546365e-15	2.8274844797146465e-13	1.9415137692424924e-15	2.701036147201641e-13	5.341346589993635e-15	2.4758880801137895e-13	5.851684713208335e-15	8.799925710845019e-15	5.937548594130371e-16	9.908045124642539e-14	4.04369679806548e-15	4.3881791130642817e-14	1.6542753155109188e-15	1.5333772130812587e-13	3.0938402013554517e-15
57013.24000000092	2.204627404111411e-13	2.3890289607120104e-15	3.771564222894864e-14	2.6126465802532893e-16	1.0469278828281872e-13	1.0619912853758864e-15	2.8249206924713694e-13	1.961149782698113e-15	2.704723430763825e-13	5.375198795778225e-15	2.4741658794096286e-13	5.893382199571171e-15	8.81489363898307e-15	5.925505772391116e-16	9.902404223327664e-14	4.053566629329265e-15	4.3876743806848724e-14	1.6590820019615458e-15	1.5360010554850942e-13	3.1069369657285297e-15
57013.290000000925	2.2066616414557467e-13	2.4400642656499154e-15	3.76908326405814e-14	2.644172113333208e-16	1.0486443315925627e-13	1.0834925772862569e-15	2.8222576601703447e-13	1.9847851922653487e-15	2.708360711507701e-13	5.40750848612679e-15	2.472334235488717e-13	5.931763973627153e-15	8.82965884641205e-15	5.913040247128979e-16	9.896417120124719e-14	4.062415803620148e-15	4.3870249682645094e-14	1.6635042569482777e-15	1.5385976349997437e-13	3.1191773913178628e-15
