MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	CSP_Y_new	CSP_Y_new_err	CSP_g_old	CSP_g_old_err	CSP_i_old	CSP_i_old_err	CSP_r_old	CSP_r_old_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
56301.27000000134	3.096561661039529e-14	1.2006053712828023e-15	4.2375467542525466e-15	1.7164369698363824e-16	1.1365281355105963e-14	3.3617240627297154e-16	1.917463354264452e-14	4.562855591336281e-16	1.290442852009453e-15	3.696120825791437e-16	2.6402947081357323e-14	1.0180133690205863e-15	4.40833367823413e-15	2.229376160387605e-16	1.349239657929873e-14	5.910608451878334e-16	3.09658566285345e-14	6.648313592250122e-16	1.4059899746809829e-14	4.093351368103965e-16	9.999881864300276e-16	4.4537222421769077e-17	4.021442879121425e-15	1.6759955643609932e-16	1.6104399650971514e-15	7.383665056227122e-17	2.1174688077096204e-14	4.292926255527876e-16
56301.320000001346	3.0868989187426495e-14	1.230985189258645e-15	4.229925991003836e-15	1.7724906998798904e-16	1.1347704516656781e-14	3.4549688899505053e-16	1.9146452880322887e-14	4.708253626510824e-16	1.2879494461292901e-15	3.726460578093667e-16	2.6340979024609218e-14	1.0169618739608029e-15	4.389855279565121e-15	2.227743044832631e-16	1.3457470362168553e-14	5.902265835036874e-16	3.086011315648335e-14	6.604292317494755e-16	1.3982285384740845e-14	4.0644137182280473e-16	9.941018340976293e-16	4.4207395783914725e-17	3.993938128304532e-15	1.6613951947222066e-16	1.602448253352081e-15	7.342285086407907e-17	2.113432257483676e-14	4.2707691779445746e-16
56301.37000000135	3.077235287381119e-14	1.2615938783991736e-15	4.2223615966809584e-15	1.8289187688445049e-16	1.1330130482718905e-14	3.548930078220444e-16	1.9118113406548843e-14	4.854703054012032e-16	1.2854936065514177e-15	3.7566479490095393e-16	2.6278549535580664e-14	1.0159196913121023e-15	4.371395508671196e-15	2.226151526024049e-16	1.3422363990008395e-14	5.893869936169457e-16	3.0754119456910917e-14	6.559566945771827e-16	1.39050765407166e-14	4.035827179280251e-16	9.882329832057425e-16	4.388104667413667e-17	3.966560695716379e-15	1.6467669601332543e-16	1.5944803573281364e-15	7.301400549604686e-17	2.1093600213934518e-14	4.248273239628961e-16
56301.42000000135	3.0675709134217985e-14	1.2924122492345032e-15	4.214853319983323e-15	1.8856871879204795e-16	1.1312559379788334e-14	3.6435483855814864e-16	1.9089616519737912e-14	5.002114330539958e-16	1.2830751539773095e-15	3.7866802964728526e-16	2.6215664519334005e-14	1.0148830051780225e-15	4.352956312649516e-15	2.2245798593379e-16	1.33870822485991e-14	5.885400334702332e-16	3.064788172885216e-14	6.514218310053037e-16	1.3828268705684034e-14	4.007903897509874e-16	9.823827280031425e-16	4.3559319010897045e-17	3.9393102448305665e-15	1.6322099654893555e-16	1.5865374199644218e-15	7.261209443075516e-17	2.1052523233604347e-14	4.225465175769842e-16
56301.470000001354	3.0579059425838615e-14	1.3234221876777378e-15	4.2074009102751795e-15	1.9427642893540196e-16	1.1294991332857525e-14	3.738768137517105e-16	1.9060963612150244e-14	5.150403804062249e-16	1.280693910192907e-15	3.8165550533488816e-16	2.6152329872403192e-14	1.01384806291143e-15	4.33453963739557e-15	2.223006667942069e-16	1.3351629920546161e-14	5.876837014081202e-16	3.054140616365928e-14	6.468334093693715e-16	1.3751857381742772e-14	3.9809742299068975e-16	9.76552163039087e-16	4.3243406700807887e-17	3.912186443176665e-15	1.6178302759764078e-16	1.5786205844643424e-15	7.221919060687171e-17	2.101109386790098e-14	4.202374029410187e-16
56301.52000000136	3.048240519845647e-14	1.3546065744975918e-15	4.20000411757904e-15	2.0001204840405515e-16	1.1277426465420716e-14	3.834536924898358e-16	1.9032156069925907e-14	5.299493123330573e-16	1.2783496980599656e-15	3.8462697249058973e-16	2.6088551481698012e-14	1.0128111831362932e-15	4.316147428312161e-15	2.221411019544739e-16	1.3316011783153524e-14	5.868160413434091e-16	3.043469894513261e-14	6.422008496508322e-16	1.3675838081976792e-14	3.955383259969883e-16	9.70742383223901e-16	4.293454816921819e-17	3.885188962348574e-15	1.6037401465754241e-16	1.5707309943565027e-15	7.183744821252842e-17	2.096931434574726e-14	4.179031090142421e-16
56301.57000000136	3.0385747894512875e-14	1.385949211044917e-15	4.19266269256916e-15	2.0577280495514e-16	1.1259864899479543e-14	3.9308053301388596e-16	1.9003195273121575e-14	5.449308717569055e-16	1.2760423415074506e-15	3.875821886393251e-16	2.6024335224610133e-14	1.0117687607815301e-15	4.297781630380926e-15	2.2197724739655237e-16	1.3280232608531818e-14	5.859351457034537e-16	3.032776624965136e-14	6.375341836898375e-16	1.3600206330286296e-14	3.9314865726011724e-16	9.64954483889597e-16	4.2634019879758135e-17	3.858317478012955e-15	1.590057050574791e-16	1.5628697935556765e-15	7.146908904326455e-17	2.0927186890964362e-14	4.1554698209306765e-16
56301.62000000136	3.028908894917465e-14	1.4174347508889257e-15	4.185376386565036e-15	2.1155609444492e-16	1.1242306755547569e-14	4.0275266791739903e-16	1.8974082595744598e-14	5.599781337459841e-16	1.2737716655229612e-15	3.9052091807206316e-16	2.5959686969118333e-14	1.0107172718183836e-15	4.279444188233766e-15	2.2180711268461044e-16	1.324429716370668e-14	5.850391582153529e-16	3.0220614246304216e-14	6.328440082812704e-16	1.3524957661219897e-14	3.909645240199263e-16	9.591895608504698e-16	4.234312876724523e-17	3.8315716699178454e-15	1.5769024829462766e-16	1.5550381264237293e-15	7.11163868194243e-17	2.088471372229948e-14	4.131725771862976e-16
56301.670000001366	3.0192429790400995e-14	1.4490486369875597e-15	4.178144951524965e-15	2.1735946453188826e-16	1.122475215265667e-14	4.124656816931241e-16	1.8944819405790264e-14	5.750845649657114e-16	1.2715374961441838e-15	3.934429316233278e-16	2.5894612573893532e-14	1.0096532777092226e-15	4.2611370462242894e-15	2.216287649668307e-16	1.320821021072654e-14	5.841262765356531e-16	3.011324909701992e-14	6.281414303893431e-16	1.3450087619807002e-14	3.890219999345364e-16	9.534487104637293e-16	4.206320351941932e-17	3.804951221901388e-15	1.5644005177334662e-16	1.547237137830564e-15	7.078164937477566e-17	2.0841897053455662e-14	4.1078364796137445e-16
56301.72000000137	3.009577183900981e-14	1.4807770440093815e-15	4.1709681400394994e-15	2.231806003442128e-16	1.120720120836145e-14	4.2221539041151193e-16	1.8915407065274854e-14	5.902439878031895e-16	1.2693396604503728e-15	3.9634800645786143e-16	2.5829117888404253e-14	1.0085734295781112e-15	4.242862148499271e-15	2.2144033262652525e-16	1.3171976506770717e-14	5.831947547305175e-16	3.00056769617111e-14	6.234379785078433e-16	1.3375591762553987e-14	3.8735637424533376e-16	9.477330296901307e-16	4.179558465888209e-17	3.778455832635628e-15	1.5526758327260295e-16	1.5394679695145178e-15	7.046719382314988e-17	2.0798739093119962e-14	4.0838413513030477e-16
56301.77000000137	2.999911650874394e-14	1.5126068254233082e-15	4.163845705324964e-15	2.290173118476385e-16	1.1189654038744705e-14	4.319978233262447e-16	1.888584693027308e-14	6.054505485730649e-16	1.2671779865538603e-15	3.9923592586594376e-16	2.5763208753021044e-14	1.0074744721112296e-15	4.224621439069998e-15	2.2124000860177619e-16	1.3135600804257206e-14	5.822429056124868e-16	2.9897905056283764e-14	6.187402199782447e-16	1.3301465902754428e-14	3.8598263874407445e-16	9.420434912541137e-16	4.154128909750175e-17	3.7520874807153535e-15	1.541794538645797e-16	1.531730979321146e-15	7.017430383219365e-17	2.075524283276396e-14	4.0597723759752105e-16
56301.820000001375	2.990246520633826e-14	1.54452546498647e-15	4.156777401217011e-15	2.3486752268736374e-16	1.1172110758422614e-14	4.4180920621895144e-16	1.8856140350952174e-14	6.20698689289148e-16	1.2650523035916043e-15	4.021064790669828e-16	2.569689099912187e-14	1.0063532471987933e-15	4.2064168618837336e-15	2.2102605339421179e-16	1.3099087850950616e-14	5.8126910293967985e-16	2.9789942961351227e-14	6.140431675226747e-16	1.3227706413981792e-14	3.848719433278723e-16	9.36380568995257e-16	4.130002955563037e-17	3.725853226657524e-15	1.5316925306707613e-16	1.524024775372342e-15	6.990195673687682e-17	2.0711414409998344e-14	4.035626583006548e-16
56301.87000000138	2.980581933158434e-14	1.5765210322739916e-15	4.14976298216412e-15	2.4072926030954365e-16	1.1154571480549894e-14	4.516459463117728e-16	1.8826288671606343e-14	6.359831225569297e-16	1.2629624417167568e-15	4.0495946102093203e-16	2.5630170449196428e-14	1.0052066973281778e-15	4.188250360895031e-15	2.2079679778767607e-16	1.3062442390069677e-14	5.802717834845751e-16	2.9681800571848404e-14	6.093406524480126e-16	1.3154309754129333e-14	3.839885861073543e-16	9.307446125993937e-16	4.107119287962526e-17	3.699760822789707e-15	1.522287933406618e-16	1.516347729541807e-15	6.9648816999514e-17	2.0667260745333447e-14	4.011393644977769e-16
56301.92000000138	2.970918027739702e-14	1.608582141913686e-15	4.142802203221073e-15	2.466006471954347e-16	1.1137036316824859e-14	4.615046185903973e-16	1.8796293230693607e-14	6.512988091965579e-16	1.260908232090258e-15	4.07794672247174e-16	2.5563052916950986e-14	1.00403186873952e-15	4.170123880137165e-15	2.2055064529780082e-16	1.3025669160394914e-14	5.7924944897806915e-16	2.957348777636204e-14	6.046270319903988e-16	1.3081272390827303e-14	3.8329642832411356e-16	9.251359725209995e-16	4.085417391431456e-17	3.673818026763071e-15	1.5135003849296947e-16	1.5086982142162633e-15	6.941356478827517e-17	2.0622788754495386e-14	3.9870652358881665e-16
56301.97000000138	2.9612549429879907e-14	1.6406979162129523e-15	4.135894820042643e-15	2.5247989306473407e-16	1.1119505377494458e-14	4.713819533963454e-16	1.876615536086806e-14	6.666409382620048e-16	1.2588895068724684e-15	4.106119186505204e-16	2.5495544207412572e-14	1.0028259143542553e-15	4.152039363793481e-15	2.2028607437376653e-16	1.2988772896376379e-14	5.782006679357338e-16	2.9465014457334e-14	5.998972814440011e-16	1.3008590801317861e-14	3.8275955436837516e-16	9.195550000051252e-16	4.0648384602767926e-17	3.648032602101896e-15	1.5052528358514615e-16	1.50107460222014e-15	6.919491367807183e-17	2.0578005348512104e-14	3.962635225735708e-16
56302.02000000139	2.9515928168390026e-14	1.6728579508837558e-15	4.129040588876921e-15	2.583652879249787e-16	1.1101978771359389e-14	4.81274825160835e-16	1.873587638901589e-14	6.820049091626793e-16	1.2569060992148218e-15	4.1341101135396024e-16	2.5427650117033825e-14	1.0015860964879998e-15	4.133998756268696e-15	2.2000164037298534e-16	1.2951758328240687e-14	5.771240773723546e-16	2.935639049126399e-14	5.95147082300459e-16	1.2936261472330215e-14	3.8234286956770634e-16	9.140020471093339e-16	4.045326254866685e-17	3.6224123187532866e-15	1.4974732117764546e-16	1.4934752667402775e-15	6.8991627077075e-17	2.0532917433800835e-14	3.9380998668429607e-16
56302.07000000139	2.941931786560384e-14	1.7050522835950454e-15	4.1222392665590446e-15	2.6425519586032555e-16	1.1084456605779033e-14	4.911802421647872e-16	1.8705457636290256e-14	6.973863156344621e-16	1.2549578432515115e-15	4.1619176653785825e-16	2.535937643379654e-14	1.0003097893581847e-15	4.116004002260331e-15	2.1969597732918867e-16	1.2914630182098823e-14	5.760183844113325e-16	2.924762574891287e-14	5.903729064161046e-16	1.2864280899956009e-14	3.8201263099267627e-16	9.084774667256744e-16	4.026827898215149e-17	3.5969649536372095e-15	1.4900959277195199e-16	1.485898581250628e-15	6.880253329202844e-17	2.0487531912254022e-14	3.913457971788512e-16
56302.12000000139	2.932271988758143e-14	1.7372713651054355e-15	4.115490610504626e-15	2.7014804946869525e-16	1.1066938986676372e-14	5.010953372218992e-16	1.8674900418144803e-14	7.127809313397664e-16	1.2530445740911913e-15	4.189540052852855e-16	2.5290728937316257e-14	9.989944813983337e-16	4.098057046830009e-15	2.1936779953388031e-16	1.287739318005314e-14	5.748823677949577e-16	2.9138730095505034e-14	5.855720962372424e-16	1.279264558952493e-14	3.8173691007190165e-16	9.029816126026798e-16	4.009294607800077e-17	3.571698291196769e-15	1.4830632478279754e-16	1.4783429194369455e-15	6.862653916696833e-17	2.0441855681326668e-14	3.8887110827435823e-16
56302.170000001395	2.922613559383166e-14	1.7695060327458319e-15	4.108794378703351e-15	2.7604234486756684e-16	1.1049426018543018e-14	5.110173591918715e-16	1.864420604436827e-14	7.28184696904493e-16	1.2511661278087143e-15	4.216975534332036e-16	2.5221713398946214e-14	9.976377773881334e-16	4.080159835474842e-15	2.190159029502437e-16	1.2840052040304763e-14	5.737148793017626e-16	2.902971339093129e-14	5.807429410982001e-16	1.2721352055480664e-14	3.81485988723361e-16	8.975148393673815e-16	3.9926823582413146e-17	3.546620123948847e-15	1.4763264875346839e-16	1.4708066551214816e-15	6.846264224894747e-17	2.0395895634121984e-14	3.8638636319865946e-16
56302.2200000014	2.912956633737581e-14	1.801747486044352e-15	4.102150329712553e-15	2.819366372003457e-16	1.1031917804444128e-14	5.209436652411398e-16	1.861337581911891e-14	7.435937082247807e-16	1.2493223414369045e-15	4.244222414292225e-16	2.5152335581881078e-14	9.962374004110804e-16	4.062314314198727e-15	2.1863916647803978e-16	1.2802611477260646e-14	5.725148450764005e-16	2.892058548995177e-14	5.758847495845456e-16	1.2650396821256923e-14	3.8123269290853493e-16	8.920775025473645e-16	3.9769524711288276e-17	3.521738253034949e-15	1.4698470578554973e-16	1.4632881621876879e-15	6.830994145037798e-17	2.0349658659478965e-14	3.838923093244622e-16
56302.2700000014	2.9033013464813794e-14	1.8339872643033563e-15	4.095558222650689e-15	2.878295365839344e-16	1.1014414446023088e-14	5.308717137764827e-16	1.858241104095864e-14	7.590042058980767e-16	1.2475130529583322e-15	4.2712790419367675e-16	2.50826012412609e-14	9.947911936495864e-16	4.04452242958375e-15	2.1823655308683397e-16	1.2765076201640732e-14	5.712812668784291e-16	2.8811356242398246e-14	5.709979179034751e-16	1.2579776419153847e-14	3.809526690099901e-16	8.866699585928301e-16	3.962072128838507e-17	3.4970604887726223e-15	1.4635973528796867e-16	1.4557858145048794e-15	6.81676461901326e-17	2.030315164205795e-14	3.8139001233952974e-16
56302.320000001404	2.893647831638528e-14	1.8662172259547646e-15	4.089017817191019e-15	2.937197044458778e-16	1.099691604350656e-14	5.407990579850692e-16	1.8551313002886272e-14	7.744125656510865e-16	1.2457381012971372e-15	4.298143809867804e-16	2.5012516124274506e-14	9.932971220261876e-16	4.026786128861532e-15	2.1780711083418647e-16	1.2727450920584823e-14	5.700132232545906e-16	2.8702035493376386e-14	5.660839941426979e-16	1.2509487390214514e-14	3.8062460925154713e-16	8.812925648987083e-16	3.9480148096150205e-17	3.4725946512070474e-15	1.4575614815924184e-16	1.4482979858529184e-15	6.803508400525568e-17	2.025638146242777e-14	3.7888086939824497e-16
56302.37000000141	2.883996222603661e-14	1.898429529536139e-15	4.0825288735550505e-15	2.996058502064804e-16	1.0979422695709126e-14	5.507233399214053e-16	1.8520082992372397e-14	7.898152896538835e-16	1.2439973263108628e-15	4.3248151528062277e-16	2.4942085970263493e-14	9.917532737022475e-16	4.009107359984566e-15	2.1734997378421428e-16	1.2689740337759725e-14	5.687098706402126e-16	2.8592633083468357e-14	5.611457382071651e-16	1.2439526284101891e-14	3.802304326505475e-16	8.759456798267784e-16	3.934760641528944e-17	3.448348570663217e-15	1.4517358441083363e-16	1.4408230498468474e-15	6.791170663108302e-17	2.0209354997151662e-14	3.76366621176946e-16
56302.42000000141	2.8743466521482225e-14	1.9306166161438866e-15	4.076091152506205e-15	3.0548672826678124e-16	1.0961934500038028e-14	5.606422850883456e-16	1.8488722291392586e-14	8.0520899862154515e-16	1.2422905687823256e-15	4.351291546357887e-16	2.4871316510824972e-14	9.901578614415594e-16	3.991488071697611e-15	2.1686436284115541e-16	1.2651949153466076e-14	5.673704443941569e-16	2.8483158848935195e-14	5.561871771134457e-16	1.2369889658975648e-14	3.7975542777538327e-16	8.7062966272784e-16	3.922296673129526e-17	3.424330088298512e-15	1.4461295503266933e-16	1.4333593798615705e-15	6.779709455100499e-17	2.0162079118873823e-14	3.73849362747142e-16
56302.47000000141	2.864699252426959e-14	1.9627711932350976e-15	4.06970441534331e-15	3.1136113526837367e-16	1.094445155249807e-14	5.705536974635818e-16	1.8457232176460795e-14	8.205904246194583e-16	1.240617670411498e-15	4.3775715058240063e-16	2.4800213469915734e-14	9.885092238475577e-16	3.9739302136090665e-15	2.1634958651091158e-16	1.2614082064745015e-14	5.659942597722511e-16	2.8373622621918896e-14	5.512136551863684e-16	1.230057408136961e-14	3.791883630160257e-16	8.653448739638966e-16	3.9106170587330334e-17	3.400547056655716e-15	1.4407646761363042e-16	1.4259053489564114e-15	6.769096001763273e-17	2.011456069640573e-14	3.7133155315303077e-16
56302.520000001416	2.8550541549841553e-14	1.9948862196575964e-15	4.063368423894218e-15	3.172279075953353e-16	1.0926973947695921e-14	5.804554549303334e-16	1.8425613918663216e-14	8.359564044957605e-16	1.2389784738074247e-15	4.4036535850537713e-16	2.472878256395463e-14	9.868058264835304e-16	3.956435736262399e-15	2.1580504160309821e-16	1.2576143765485177e-14	5.645807128427661e-16	2.8264034230644508e-14	5.462318785400523e-16	1.2231576126069075e-14	3.7852156922505963e-16	8.600916749303808e-16	3.89972315633943e-17	3.377007340216603e-15	1.4356763488587433e-16	1.4184593297997706e-15	6.75931485458413e-17	2.0066806594812505e-14	3.688160235637913e-16
56302.57000000142	2.8454114907600083e-14	2.0269548918030203e-15	4.057082940509399e-15	3.230859190920857e-16	1.0909501778845394e-14	5.903455050724389e-16	1.839386878369263e-14	8.513038738758226e-16	1.2373728224801612e-15	4.4295363753373304e-16	2.465702950192666e-14	9.85046262880913e-16	3.939006591207506e-15	2.1523021388456615e-16	1.253813894652911e-14	5.631292813481839e-16	2.8154403499622364e-14	5.41249953043285e-16	1.2162892375988535e-14	3.7775099853593095e-16	8.548704280784094e-16	3.8896235361590673e-17	3.3537188159560207e-15	1.4309126498944067e-16	1.411019694593647e-15	6.750363887508855e-17	2.0018823675498845e-14	3.6630598384635296e-16
56302.62000000142	2.8357713900968724e-14	2.058970630785853e-15	4.0508477280554756e-15	3.2893407897446323e-16	1.0892035137771508e-14	6.002218613011041e-16	1.8361998031879305e-14	8.666298616602239e-16	1.235800560832735e-15	4.455218504337303e-16	2.4584959985485052e-14	9.832292554447741e-16	3.92164473107214e-15	2.1462467869405773e-16	1.2500072295780238e-14	5.61639525516291e-16	2.8044740249849804e-14	5.362774147487285e-16	1.2094519422049561e-14	3.7687626197300256e-16	8.496814969370749e-16	3.8803338977166444e-17	3.3306893738965566e-15	1.426534318906974e-16	1.4035848149982181e-15	6.742254139457801e-17	1.9970618796295555e-14	3.6380502737687173e-16
56302.670000001424	2.8261339827455792e-14	2.09092707055901e-15	4.044662549908815e-15	3.347713299135879e-16	1.087457411491526e-14	6.100825992815553e-16	1.833000291822656e-14	8.819314849746848e-16	1.2342615341531262e-15	4.480698635057287e-16	2.4512579709054836e-14	9.813536562616369e-16	3.904352109633407e-15	2.1398810152692153e-16	1.2461948498309218e-14	5.601110888237555e-16	2.7935054299013734e-14	5.313252515440969e-16	1.2026453863058862e-14	3.759006471647363e-16	8.445252461357639e-16	3.871876893487097e-17	3.3079269176637437e-15	1.4226142407480397e-16	1.3961530620563261e-15	6.735009502048277e-17	1.9922198811545914e-14	3.613171338888752e-16
56302.72000000143	2.816499397871621e-14	2.122818046887281e-15	4.0385271699491306e-15	3.405966462751839e-16	1.0857118799338171e-14	6.199258536324859e-16	1.8297884692443044e-14	8.972059445267264e-16	1.2327555886062788e-15	4.505975464845605e-16	2.4439894359935188e-14	9.794184478156664e-16	3.887130681889168e-15	2.1332023859715208e-16	1.2423772236460607e-14	5.585436987143611e-16	2.782535546169163e-14	5.264059145143135e-16	1.195869230558655e-14	3.7483111610251014e-16	8.394020414265243e-16	3.864281857067814e-17	3.285439365042017e-15	1.4192366941715697e-16	1.3887228061179771e-15	6.728666251071096e-17	1.9873570572191305e-14	3.5884667012093224e-16
56302.77000000143	2.8068677640614922e-14	2.1546375871061816e-15	4.032441352553055e-15	3.46409032498305e-16	1.0839669278727136e-14	6.297498148734855e-16	1.8265644598975594e-14	9.124505203287956e-16	1.231282571226125e-15	4.531047724432946e-16	2.4366909618402483e-14	9.774227436179259e-16	3.869982404129556e-15	2.1262093738307668e-16	1.23855481899591e-14	5.5693716727449785e-16	2.771565354955411e-14	5.215333172475994e-16	1.1891231363844627e-14	3.736782814592024e-16	8.343122497064494e-16	3.8575844340231565e-17	3.2632346485311776e-15	1.416496340757697e-16	1.3812924167647808e-15	6.723272419961573e-17	1.9824740925857342e-14	3.5639838800680904e-16
56302.82000000143	2.7972392093287445e-14	2.1863799005994884e-15	4.026404862587762e-15	3.5220752159989295e-16	1.08222256393981e-14	6.395527265981306e-16	1.823328387704211e-14	9.27662567752106e-16	1.2298423299076438e-15	4.555914177002354e-16	2.4293631157812905e-14	9.753657887540093e-16	3.852909234008456e-15	2.118901371614264e-16	1.2347281036016381e-14	5.552913918669312e-16	2.7605958371566257e-14	5.167228210382658e-16	1.1824067659565669e-14	3.724563585393291e-16	8.292562390401179e-16	3.851826113794953e-17	3.2413207159035785e-15	1.4144969339153694e-16	1.3738602627343433e-15	6.718887013397101e-17	1.9775716716940466e-14	3.5397742012075726e-16
56302.870000001436	2.7876138611203874e-14	2.2180393699368724e-15	4.0204174654044754e-15	3.57991173792835e-16	1.0804787966301455e-14	6.493328828528706e-16	1.820080376066448e-14	9.42839513879356e-16	1.2284347133989274e-15	4.580573617290218e-16	2.4220064644704692e-14	9.73246960352497e-16	3.835913130615095e-15	2.111278695335968e-16	1.2308975449437086e-14	5.536063557241723e-16	2.749627973418959e-14	5.119912036773462e-16	1.1757197821881644e-14	3.711830884873181e-16	8.242343786820606e-16	3.8470536614923654e-17	3.2197055307620898e-15	1.413349731889086e-16	1.3664247118446479e-15	6.715579059218587e-17	1.972650478669361e-14	3.5158927206639515e-16
56302.92000000144	2.7779918463229166e-14	2.2496105426166333e-15	4.014478926832178e-15	3.637590752065953e-16	1.078735634302591e-14	6.590886257033972e-16	1.8168205478701905e-14	9.579788541285888e-16	1.2270595712932808e-15	4.60502487071708e-16	2.4146215738900952e-14	9.710657679784104e-16	3.818996054545521e-15	2.1033425894605861e-16	1.2270636102725319e-14	5.518821285021271e-16	2.738662744158347e-14	5.073566092795728e-16	1.1690618487202962e-14	3.6987962699332867e-16	8.19247039099274e-16	3.843318448975234e-17	3.1983970730986695e-15	1.4131716058008782e-16	1.3589841309183657e-15	6.71342649726481e-17	1.967711197331237e-14	3.492398114766267e-16
56302.97000000144	2.7683732912685043e-14	2.2810881233644138e-15	4.008589013171072e-15	3.695103367007732e-16	1.0769930851802884e-14	6.688183429726356e-16	1.813549025488146e-14	9.730781491223e-16	1.2257167540213371e-15	4.629266792546855e-16	2.4072090093611562e-14	9.68821853953362e-16	3.802159967974242e-15	2.0950952320600284e-16	1.2232267666190965e-14	5.501188667936132e-16	2.7277011295807173e-14	5.028384764030937e-16	1.1624326299097642e-14	3.6857039146984574e-16	8.142945919937616e-16	3.840675685454961e-17	3.1774033398538226e-15	1.414082844107066e-16	1.3515368857071213e-15	6.712514904361062e-17	1.9627545112020543e-14	3.4693525327478486e-16
56303.020000001445	2.7587583217411784e-14	2.3124669669435596e-15	4.002747491186278e-15	3.75244092763057e-16	1.075251157351114e-14	6.785204661352079e-16	1.8102659307833885e-14	9.88135021779896e-16	1.224406112843196e-15	4.653298267073466e-16	2.3997693355535887e-14	9.665149936039894e-16	3.7854068347258494e-15	2.0865397399119072e-16	1.2193874808055921e-14	5.483168146016586e-16	2.716744109702087e-14	4.984574415941471e-16	1.1558317908170763e-14	3.6728285861229255e-16	8.093774103251311e-16	3.839183548869777e-17	3.1567323454767527e-15	1.4162046683412836e-16	1.3440813408157519e-15	6.712936055738953e-17	1.9577811035156943e-14	3.446821408366668e-16
56303.07000000145	2.7491470629829486e-14	2.3437420714351156e-15	3.9969541281013905e-15	3.809595004837749e-16	1.0735098587680829e-14	6.881934683557229e-16	1.806971385112224e-14	1.0031471546132022e-15	1.2231274998405774e-15	4.677118206833679e-16	2.3923031164964343e-14	9.64145095440176e-16	3.768738620346631e-15	2.077680173519309e-16	1.215546219456014e-14	5.464763037708897e-16	2.7057926643687554e-14	4.942352154749781e-16	1.1492589971944062e-14	3.660473035452036e-16	8.044958683332216e-16	3.8389022205304e-17	3.1363921224864187e-15	1.419656491098248e-16	1.3366158596264118e-15	6.714786324534408e-17	1.952791657226038e-14	3.4248732268909445e-16
56303.12000000145	2.7395396396998855e-14	2.3749085719518995e-15	3.991208691592083e-15	3.8665573860020402e-16	1.0717691972498027e-14	6.978358626582672e-16	1.8036655093277243e-14	1.0181122872072542e-15	1.2218807679090083e-15	4.700725551845152e-16	2.384810915588125e-14	9.617122012618069e-16	3.752157292176298e-15	2.0685215420122179e-16	1.2117034490068109e-14	5.445977543757073e-16	2.6948477732774458e-14	4.901944286112726e-16	1.14271391547355e-14	3.6489647152423854e-16	7.996503415607769e-16	3.8398928269723264e-17	3.1163907220333726e-15	1.4245529648147798e-16	1.3291388042227684e-15	6.718164922742367e-17	1.9477868550156273e-14	3.403579243902191e-16
56303.17000000145	2.729936176068227e-14	2.40596173475112e-15	3.985510949779697e-15	3.923320066046719e-16	1.0700291804808767e-14	7.074462002167307e-16	1.8003484237827398e-14	1.0330282138695827e-15	1.2206657707500051e-15	4.72411926886861e-16	2.377293295606603e-14	9.592164861947266e-16	3.7356648194196985e-15	2.059069807870254e-16	1.207859635717455e-14	5.426816750622833e-16	2.683910415995446e-14	4.863584446947738e-16	1.1361962127539388e-14	3.6386517360188793e-16	7.948411551942619e-16	3.842196645620681e-17	3.096734966267059e-15	1.4309762247850335e-16	1.321648808180407e-15	6.723138731654158e-17	1.9427673793042213e-14	3.38301315257694e-16
56303.220000001456	2.7203367957404452e-14	2.4368969517160852e-15	3.979860671224842e-15	3.9798752391059156e-16	1.0682898160123481e-14	7.170230687559977e-16	1.7970202483332867e-14	1.0478927814348568e-15	1.2194823628633066e-15	4.747298350693321e-16	2.3697508187195484e-14	9.566582586536708e-16	3.71926317321855e-15	2.0493318913942755e-16	1.2040152456810947e-14	5.407286633416056e-16	2.6729815719807633e-14	4.827511390780003e-16	1.1297055567906123e-14	3.6298979895115607e-16	7.900682538029715e-16	3.8457086970265993e-17	3.0774224720276638e-15	1.438816056217667e-16	1.3141465202974214e-15	6.729528346917045e-17	1.937733912257365e-14	3.3632506964337855e-16
56303.27000000146	2.710741621851324e-14	2.467709735178107e-15	3.974257624920992e-15	4.0362152907181833e-16	1.0665511112620928e-14	7.265650910551497e-16	1.793681102341597e-14	1.0627038872098735e-15	1.2183303995391015e-15	4.770261815444807e-16	2.362184046494553e-14	9.540379602293355e-16	3.702954326723276e-15	2.039315674826014e-16	1.2001707448351228e-14	5.387394058294288e-16	2.6620622206022476e-14	4.793966414450268e-16	1.1232416159822825e-14	3.623077388181342e-16	7.853314121056453e-16	3.8502586627365505e-17	3.058446741035183e-15	1.4478723136864686e-16	1.3066334918426671e-15	6.737044953326792e-17	1.9326871357950094e-14	3.3443692250724744e-16
