MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err
56714.46000000216	4.208724441897086e-15	3.7098627058626143e-16	4.341696145299014e-15	6.759299850291637e-17	5.8193324846627424e-15	1.1558435791282166e-16	2.049012577025307e-15	3.1138006397097895e-16	5.97749638667002e-15	2.222981420820694e-16
56714.51000000216	4.199460815249272e-15	3.985475531775402e-16	4.334547294895748e-15	7.112204737551526e-17	5.802424209033348e-15	1.229196337857388e-16	2.0475008625620858e-15	3.3477959208648263e-16	5.963711337072385e-15	2.395848867970943e-16
56714.560000002166	4.190311499028175e-15	4.2599176105732223e-16	4.3274034264432544e-15	7.469666032646148e-17	5.785669499747136e-15	1.3028022354158946e-16	2.0459470246673087e-15	3.5806153616476216e-16	5.949967322094774e-15	2.5675911645385474e-16
56714.61000000217	4.1812753759724454e-15	4.532675167239895e-16	4.320264545670162e-15	7.830113117873408e-17	5.76906713678733e-15	1.376419414751619e-16	2.044351638294568e-15	3.811854590821778e-16	5.9362647659717574e-15	2.737973458959581e-16
56714.66000000217	4.172351331732594e-15	4.803330732625937e-16	4.313130657865806e-15	8.192221811066806e-17	5.752615902381669e-15	1.449850992189415e-16	2.0427152728277838e-15	4.041184326610184e-16	5.922604091672821e-15	2.9068017471751965e-16
56714.710000002175	4.163538254808063e-15	5.071537515680644e-16	4.3060017678797594e-15	8.554868550584014e-17	5.736314580983375e-15	1.5229345218103482e-16	2.0410384921238053e-15	4.268330241795035e-16	5.908985720929497e-15	3.0739117622839964e-16
56714.76000000218	4.15483503648313e-15	5.337001682990053e-16	4.298877880123616e-15	8.917093345430923e-17	5.7201619592497356e-15	1.595534207083411e-16	2.039321854554811e-15	4.49305911491261e-16	5.895410074261931e-15	3.23916143785714e-16
56714.81000000218	4.146240570763983e-15	5.59946986608673e-16	4.291758998571946e-15	9.278069995685993e-17	5.7041568260222404e-15	1.6675350987509988e-16	2.0375659130502116e-15	4.715169108735007e-16	5.881877571005791e-15	3.402425675787837e-16
56714.86000000218	4.1377537543153026e-15	5.858720194138881e-16	4.284645126763266e-15	9.637082213713525e-17	5.688297972306895e-15	1.7388387348371773e-16	2.0357712151382965e-15	4.934482816227569e-16	5.868388629338936e-15	3.5635926366942833e-16
56714.910000002186	4.129373486396497e-15	6.114555748564323e-16	4.277536267800802e-15	9.993504475011684e-17	5.672584191253206e-15	1.8093598344188873e-16	2.0339383029876087e-15	5.150842198760299e-16	5.8549436663079375e-15	3.7225610586929156e-16
56714.96000000219	4.121098668799105e-15	6.36679971052267e-16	4.270432424353488e-15	1.0346786634364732e-16	5.6570142781348654e-15	1.8790237673502708e-16	2.03206771344787e-15	5.364104841733079e-16	5.841543097854325e-15	3.879238284833004e-16
56715.01000000219	4.112928205783065e-15	6.615291710928335e-16	4.2633335986574636e-15	1.0696441530663468e-16	5.641587030329049e-15	1.9477646000952271e-16	2.030159978090622e-15	5.574141142883985e-16	5.828187338841615e-15	4.033538787940897e-16
56715.060000002195	4.1048610040140075e-15	6.859885047550622e-16	4.256239792516513e-15	1.1042034962625507e-16	5.626301247296529e-15	2.0155235730196955e-16	2.0282156232495844e-15	5.780832171214297e-16	5.814876803081176e-15	4.1853830505362006e-16
56715.1100000022	4.0968959724996335e-15	7.100444536118041e-16	4.249151007302832e-15	1.1383177547675888e-16	5.611155730561845e-15	2.082247903599661e-16	2.026235170060595e-15	5.984068015080217e-16	5.8016119033586026e-15	4.334696702171455e-16
56715.1600000022	4.089032022527185e-15	7.336844831082283e-16	4.24206724395873e-15	1.171951808016367e-16	5.59614928369274e-15	2.1478898379348768e-16	2.024219134501286e-15	6.183746491929602e-16	5.788393051460183e-15	4.481409846128814e-16
56715.210000002204	4.081268067599847e-15	7.568969098554693e-16	4.234988502996924e-15	1.2050738087026456e-16	5.581280712280724e-15	2.2124058930210241e-16	2.0221680274304582e-15	6.379772128736836e-16	5.775220658198583e-15	4.625456527250847e-16
56715.26000000221	4.073603023374428e-15	7.796707956348024e-16	4.2279147845015634e-15	1.237654734349447e-16	5.5665488239208106e-15	2.2757562467848213e-16	2.02008235462704e-15	6.572055347476069e-16	5.762095133439493e-15	4.76677430631477e-16
56715.31000000221	4.066035807597834e-15	8.019958618796908e-16	4.220846088129269e-15	1.269668016151306e-16	5.551952428191503e-15	2.3379042434357925e-16	2.0179626168288376e-15	6.760511807594668e-16	5.74901688612707e-15	4.905303915766002e-16
56715.36000000221	4.0585653400444926e-15	8.238624200164827e-16	4.213782413109957e-15	1.3010892302899393e-16	5.537490336634875e-15	2.398815989534142e-16	2.0158093097709693e-15	6.945061869969223e-16	5.735986324310302e-15	5.040988978277227e-16
56715.410000002215	4.051190542453243e-15	8.452613142051725e-16	4.206723758247907e-15	1.3318958399761991e-16	5.5231613627369215e-15	2.458460021909707e-16	2.013622924223823e-15	7.125630155780402e-16	5.72300385516867e-15	5.173775774332907e-16
56715.46000000222	4.043910338464569e-15	8.661838738645866e-16	4.199670121922138e-15	1.3620669788704866e-16	5.508964321907294e-15	2.516807032914311e-16	2.011403946030949e-15	7.302145180248677e-16	5.710069885037953e-15	5.303613048441231e-16
56715.51000000222	4.0367236535577406e-15	8.866218739846369e-16	4.192621502087885e-15	1.3915832684064137e-16	5.494898031459735e-15	2.5738296417095734e-16	2.0091528561463733e-15	7.474539045939664e-16	5.697184819436029e-15	5.430451846092737e-16
56715.560000002224	4.029629414987822e-15	9.065675016888941e-16	4.185577896277133e-15	1.420426663022062e-16	5.480961310592278e-15	2.629502202757449e-16	2.006870130671871e-15	7.642747183870892e-16	5.684349063088554e-15	5.554245375388058e-16
56715.61000000223	4.022626551723261e-15	9.260133278527697e-16	4.178539301599233e-15	1.4485803184600474e-16	5.467152980366819e-15	2.6838006445814463e-16	2.0045562408937726e-15	7.806708133295336e-16	5.671563019954591e-15	5.674948888656715e-16
56715.66000000223	4.015713994382701e-15	9.449522828432021e-16	4.171505714742488e-15	1.4760284792282797e-16	5.453471863690202e-15	2.7367023332838005e-16	2.0022116533194217e-15	7.9663633530220525e-16	5.658827093251987e-15	5.79251958040048e-16
56715.71000000223	4.008890675172186e-15	9.633776356432067e-16	4.1644771319741685e-15	1.502756382036935e-16	5.439916785294106e-15	2.7881859564273913e-16	1.9998368297135488e-15	8.121657058652416e-16	5.6461416854831595e-15	5.906916498679892e-16
56715.760000002236	4.0021555278226835e-15	9.81282975776044e-16	4.157453549141593e-15	1.5287501726174504e-16	5.426486571714789e-15	2.838231423788361e-16	1.9974322271340725e-15	8.272536081266118e-16	5.63350719846022e-15	6.018100467662929e-16
56715.81000000224	3.9955074875270376e-15	9.986621975616437e-16	4.150434961673202e-15	1.5539968337986186e-16	5.413180051273979e-15	2.886819782115355e-16	1.9949982979678945e-15	8.418949743988764e-16	5.620924033330628e-15	6.1260340195075975e-16
56715.86000000224	3.988945490877166e-15	1.0155094863287333e-15	4.143421364579088e-15	1.5784841230867604e-16	5.3999960540592945e-15	2.9339331416243696e-16	1.992535489966027e-15	8.560849753577279e-16	5.608392590602332e-15	6.230681334117453e-16
56715.910000002244	3.982468475801387e-15	1.0318193062784885e-15	4.136412752451718e-15	1.6022005183060329e-16	5.3869334119039256e-15	2.9795546123458146e-16	1.9900442462788748e-15	8.698190104694864e-16	5.595913270169016e-15	6.332008185579083e-16
56715.96000000225	3.9760753815018844e-15	1.0475863897512934e-15	4.129409119467035e-15	1.6251351700990215e-16	5.3739909583672435e-15	3.0236682487982784e-16	1.9875250054908426e-15	8.83092699498747e-16	5.583486471335348e-15	6.429981894318042e-16
56716.01000000225	3.969765148391229e-15	1.0628057276940959e-15	4.122410459384958e-15	1.6472778602919573e-16	5.361167528715466e-15	3.0662590017289633e-16	1.984978201654853e-15	8.959018749415268e-16	5.571112592842245e-15	6.524571284185001e-16
56716.06000000225	3.963536718030165e-15	1.0774725611607809e-15	4.115416765549886e-15	1.6686189652898223e-16	5.3484619599018505e-15	3.1073126758794216e-16	1.9824042643265526e-15	9.082425752561992e-16	5.558792032891704e-15	6.615746643812662e-16
56716.110000002256	3.9573890330646445e-15	1.0915823737080788e-15	4.108428030892121e-15	1.6891494238021198e-16	5.3358730905465906e-15	3.146815892921449e-16	1.979803618598137e-15	9.20111038786923e-16	5.546525189172096e-15	6.703479691712377e-16
56716.16000000226	3.95132103716276e-15	1.1051308845711874e-15	4.101444247928149e-15	1.7088607083146146e-16	5.323399760918221e-15	3.184756058838074e-16	1.977176685132027e-15	9.31503698291687e-16	5.534312458882962e-15	6.787743544656481e-16
56716.21000000226	3.945331674952374e-15	1.118114042524033e-15	4.094465408761394e-15	1.7277447998081675e-16	5.311040812913225e-15	3.2211213351532653e-16	1.974523880194248e-15	9.424171760019945e-16	5.522154238760053e-15	6.868512688971844e-16
56716.260000002265	3.9394198919574665e-15	1.130528020343504e-15	4.087491505082832e-15	1.7457941653064506e-16	5.298795090036574e-15	3.25590061351165e-16	1.9718456156872965e-15	9.528482791522268e-16	5.5100509251002495e-15	6.945762954431387e-16
56716.31000000227	3.9335846345359355e-15	1.142369209809662e-15	4.080522528172099e-15	1.7630017378976265e-16	5.286661437383072e-15	3.2890834931739e-16	1.969142299183107e-15	9.627939959274122e-16	5.4980029137861506e-15	7.019471490472275e-16
56716.36000000227	3.9278248498164896e-15	1.1536342171852431e-15	4.073558468897636e-15	1.7793608989225134e-16	5.2746387016167565e-15	3.320660261081697e-16	1.9664143339554164e-15	9.722514917849265e-16	5.4860106003113295e-15	7.089616744520562e-16
56716.41000000227	3.922139485635276e-15	1.1643198591255885e-15	4.066599317718088e-15	1.794865462076378e-16	5.262725730951832e-15	3.350621874185653e-16	1.9636621190121032e-15	9.812181061133795e-16	5.474074379804506e-15	7.156178442229358e-16
56716.46000000228	3.9165274904734595e-15	1.174423158978015e-15	4.059645064682261e-15	1.809509659195917e-16	5.250921375133428e-15	3.378959943777865e-16	1.9608860491269997e-15	9.89691349196798e-16	5.462194647054634e-15	7.21913756946389e-16
56716.51000000228	3.910987813393669e-15	1.1839413434353534e-15	4.052695699429908e-15	1.8232881275464976e-16	5.2392244854180726e-15	3.4056667216125074e-16	1.9580865148716623e-15	9.976688994566794e-16	5.450371796535511e-15	7.278476355897922e-16
56716.56000000228	3.905519403977432e-15	1.192871839513497e-15	4.04575121119294e-15	1.8361958984425424e-16	5.227633914553832e-15	3.4307350876305657e-16	1.955263902646724e-15	1.0051486009491598e-15	5.4386062224302266e-15	7.334178260100217e-16
56716.610000002285	3.900121212261278e-15	1.2012122718276497e-15	4.038811588795527e-15	1.848228387063128e-16	5.2161485167615016e-15	3.454158539125825e-16	1.9524185947131025e-15	1.012128461096918e-15	5.426898318655676e-15	7.386227956007644e-16
56716.66000000229	3.894792188674512e-15	1.2089604601447973e-15	4.031876820654929e-15	1.8593813833374597e-16	5.204767147714919e-15	3.4759311812217847e-16	1.9495509692227994e-15	1.018606648638815e-15	5.4152484788875066e-15	7.434611320697404e-16
56716.71000000229	3.88953128397521e-15	1.2161144171938221e-15	4.024946894781889e-15	1.8696510437992886e-16	5.193488664521649e-15	3.496047718541494e-16	1.946661400249524e-15	1.0245814917824077e-15	5.403657096583922e-15	7.479315423383487e-16
56716.760000002294	3.884337449187306e-15	1.2226723467171056e-15	4.0180217987816984e-15	1.8790338843151142e-16	5.182311925703458e-15	3.5145034479744474e-16	1.9437502578190556e-15	1.030051476546594e-15	5.392124565010688e-15	7.520328515569583e-16
56716.8100000023	3.879209635537134e-15	1.2286326417494708e-15	4.011101519854384e-15	1.887526773611436e-16	5.1712357911773386e-15	3.531294252451767e-16	1.9408179079393606e-15	1.0350152452831751e-15	5.380651277265311e-15	7.557640022307733e-16
56716.8600000023	3.874146794390183e-15	1.2339938831133025e-15	4.004186044795542e-15	1.895126927528847e-16	5.16025912223593e-15	3.5464165956673297e-16	1.9378647126303295e-15	1.0394715953683803e-15	5.369237626301241e-15	7.591240534510055e-16
56716.9100000023	3.869147877187427e-15	1.2387548381192505e-15	3.99727535999686e-15	1.901831903947812e-16	5.149380781527983e-15	3.5598675176780705e-16	1.9348910299534383e-15	1.0434194780552963e-15	5.357884004952416e-15	7.621121802276697e-16
56716.960000002306	3.86421183538189e-15	1.2429144594647031e-15	3.990369451446641e-15	1.9076395983321138e-16	5.138599633039818e-15	3.5716446313382494e-16	1.9318972140409784e-15	1.04685799748137e-15	5.346590805957515e-15	7.647276729206663e-16
56717.01000000231	3.8593376203751836e-15	1.2464718843227386e-15	3.983468304730478e-15	1.912548239848029e-16	5.127914542075318e-15	3.581746119526356e-16	1.9288836151251887e-15	1.0497864098240244e-15	5.335358421984016e-15	7.669699367662243e-16
56717.06000000231	3.854524183453515e-15	1.249426433616021e-15	3.976571905031497e-15	1.916556388020726e-16	5.117324375236849e-15	3.5901707331318617e-16	1.9258505795669676e-15	1.0522041226000085e-15	5.324187245652604e-15	7.688384914966175e-16
56717.110000002314	3.849770475724431e-15	1.2517776114712872e-15	3.9696802371314984e-15	1.9196629298947433e-16	5.106828000406373e-15	3.5969177897751114e-16	1.9227984498845702e-15	1.0541106941041606e-15	5.31307766956118e-15	7.703329710514574e-16
