MJD	lascumbres_B	lascumbres_B_err	lascumbres_V	lascumbres_V_err	lascumbres_g'	lascumbres_g'_err	lascumbres_i'	lascumbres_i'_err	lascumbres_r'	lascumbres_r'_err	lascumbres_u'	lascumbres_u'_err
57299.55000000165	1.0432229007886541e-15	4.240516649637418e-17	1.5244830822095855e-15	3.57682145947487e-17	1.1955495872405943e-15	3.9172279177445724e-17	1.150025593103155e-15	1.9832348968965002e-17	1.3597614079779298e-15	2.449436792730574e-17	5.605991542489714e-16	1.1676407787655524e-16
57299.60000000165	1.0394261528568975e-15	4.247058334289447e-17	1.51887693746716e-15	3.5860108186741694e-17	1.191410556102681e-15	3.930060222597427e-17	1.1465653481386413e-15	1.9866300491350203e-17	1.3554728119614636e-15	2.4592728805617166e-17	5.577037665802312e-16	1.1462821916181776e-16
57299.65000000165	1.035678005541526e-15	4.2562408407045845e-17	1.5133239249562484e-15	3.597635380063738e-17	1.1873337279992634e-15	3.9407968872485506e-17	1.143123068265642e-15	1.9898487331744617e-17	1.3512235156097974e-15	2.4688875962508745e-17	5.548172280343652e-16	1.1247884245508053e-16
57299.700000001656	1.0319772346534058e-15	4.266661169634408e-17	1.5078236485789135e-15	3.6112749317230903e-17	1.183317558208271e-15	3.949161348103919e-17	1.1396986664291347e-15	1.9928381700676568e-17	1.3470130359384603e-15	2.4781820139706078e-17	5.519398187037428e-16	1.1032631188655848e-16
57299.75000000166	1.0283226179256696e-15	4.2769957534616435e-17	1.5023757133355194e-15	3.6265185607286e-17	1.1793605040091834e-15	3.954912136994997e-17	1.1362920557623203e-15	1.995547971772405e-17	1.342840890446847e-15	2.487061624578115e-17	5.490718187240241e-16	1.0818244391927125e-16
57299.80000000166	1.0247129349428667e-15	4.2860201448992927e-17	1.4969797253155069e-15	3.6429691027658686e-17	1.175461024620934e-15	3.957844587740212e-17	1.1329031495855551e-15	1.9979303300390556e-17	1.3387065971115371e-15	2.4954367136273425e-17	5.462135082938164e-16	1.0606064752020066e-16
57299.850000001665	1.0211469670702507e-15	4.29262360896333e-17	1.4916352916883864e-15	3.660246771310327e-17	1.1716175811398347e-15	3.957792348725926e-17	1.1295318614053767e-15	1.9999401799733956e-17	1.334609674379634e-15	2.5032226708390802e-17	5.433651676943191e-16	1.0397606328998577e-16
57299.90000000167	1.0176234973830828e-15	4.2958197911300025e-17	1.4863420206944716e-15	3.677992018539014e-17	1.167828636477607e-15	3.9546287935166977e-17	1.126178104913496e-15	2.0015353412490433e-17	1.3305496411621834e-15	2.5103402400917133e-17	5.405270773089302e-16	1.0194569324231623e-16
57299.95000000167	1.014141310596005e-15	4.294754677592236e-17	1.4810995216358059e-15	3.695867701838577e-17	1.1640926552993895e-15	3.9482684095313816e-17	1.1228417939857799e-15	2.0026766398974526e-17	1.326526016827437e-15	2.5167157186121072e-17	5.376995176429132e-16	9.998850946718265e-17
57300.00000000167	1.0106991929925026e-15	4.288713013575111e-17	1.4759074048670425e-15	3.713560641841196e-17	1.1604081039618663e-15	3.938668232991805e-17	1.119522842681257e-15	2.0033280135071997e-17	1.3225383211943519e-15	2.5222811135219594e-17	5.348827693430284e-16	9.812552584632745e-17
57300.05000000168	1.0072959323544013e-15	4.277124250856744e-17	1.4707652817864028e-15	3.730782662190356e-17	1.156773450451409e-15	3.92582938651945e-17	1.1162211652411142e-15	2.0034566024664366e-17	1.318586074525822e-15	2.5269742632207158e-17	5.320771132171195e-16	9.637981261386269e-17
57300.10000000168	1.003930317891411e-15	4.2595689900485176e-17	1.4656727648266246e-15	3.747271199512877e-17	1.1531871643222518e-15	3.909798763711199e-17	1.1129366760877087e-15	2.0030328297960624e-17	1.3146687975221772e-15	2.5307389304961148e-17	5.292828302537993e-16	9.477642949420833e-17
57300.15000000168	1.0006011401707435e-15	4.235786786894569e-17	1.4606294674457979e-15	3.762789566376576e-17	1.1496477166347443e-15	3.890670891923053e-17	1.1096692898235333e-15	2.0020304718583154e-17	1.3107860113144756e-15	2.5335248734504055e-17	5.265002016420449e-16	9.334225045084246e-17
57300.200000001685	9.973071910467533e-16	4.205686112213133e-17	1.4556350041185724e-15	3.7771269415870885e-17	1.1461535798936194e-15	3.868589989645155e-17	1.1064189212302678e-15	2.000426722089735e-17	1.3069372374579671e-15	2.5352878997452897e-17	5.237295087908285e-16	9.210565324971551e-17
57300.25000000169	9.940472635906528e-16	4.16935718765971e-17	1.4506889903269133e-15	3.7900981525344885e-17	1.1427032279863158e-15	3.843752216830522e-17	1.103185485267762e-15	1.9982022496702083e-17	1.3031219979253806e-15	2.5359899089285893e-17	5.209710333487782e-16	9.109605190775125e-17
57300.30000000169	9.908201520202406e-16	4.1270883478865953e-17	1.4457910425512327e-15	3.8015433042940614e-17	1.1392951361213148e-15	3.816408094275701e-17	1.0999688970730142e-15	1.9953412548706e-17	1.2993398151004446e-15	2.5355989270303655e-17	5.182250572237882e-16	9.03432614002583e-17
57300.350000001694	9.8762465162968e-16	4.079386472972775e-17	1.4409407782613695e-15	3.811327300219694e-17	1.1359277807665593e-15	3.7868650396495465e-17	1.0967690719592323e-15	1.991831522605956e-17	1.2955902117711797e-15	2.534089136956707e-17	5.154918626026832e-16	8.987670264951119e-17
57300.4000000017	9.8445955871931e-16	4.0270018430620297e-17	1.4361378159077664e-15	3.8193392896424216e-17	1.1325996395878452e-15	3.7554899316310493e-17	1.0935859254147985e-15	1.9876644755311974e-17	1.291872711123326e-15	2.5314409077235838e-17	5.12771731970853e-16	8.972448091354896e-17
57300.4500000017	9.813236705255023e-16	3.9709574138314813e-17	1.4313817749122989e-15	3.825492069765049e-17	1.129309191387308e-15	3.722711567999916e-17	1.090419373102336e-15	1.982835227818552e-17	1.2881868367338314e-15	2.5276408249917117e-17	5.10064948131906e-16	8.991239871090546e-17
57300.5000000017	9.78215785150516e-16	3.9125818886225556e-17	1.426672275659583e-15	3.829721461332334e-17	1.1260549160418787e-15	3.689022827231034e-17	1.087269330857637e-15	1.9773426405466758e-17	1.2845321125641381e-15	2.5226817248785786e-17	5.0737179422733655e-16	9.046298911840167e-17
57300.550000001705	9.751347014924168e-16	3.8535449308029647e-17	1.4220089394879212e-15	3.831985670929273e-17	1.122835294441825e-15	3.654982276094146e-17	1.084135714688788e-15	1.971189379447445e-17	1.2809080629536712e-15	2.5165627326155048e-17	nan	nan
57300.60000000171	9.720792191749814e-16	3.7958912659990264e-17	1.4173913886804997e-15	3.8322646468563347e-17	1.1196488084292823e-15	3.6212148894351447e-17	1.0810184407750555e-15	1.9643819755336682e-17	1.2773142126132568e-15	2.5092893070218637e-17	nan	nan
57300.65000000171	9.690481384776448e-16	3.7420681647229374e-17	1.4128192464564744e-15	3.83055943022531e-17	1.1164939407368042e-15	3.5884114674084553e-17	1.0779174254660285e-15	1.9569308888961896e-17	1.2737500866185184e-15	2.5008732914394117e-17	nan	nan
57300.700000001714	9.660402602654698e-16	3.694937949011924e-17	1.4082921369621709e-15	3.8268914982469565e-17	1.1133691749259776e-15	3.557326258816109e-17	1.0748325852805474e-15	1.9488505757578988e-17	1.2702152104033008e-15	2.4913329712368774e-17	nan	nan
57300.75000000172	9.630543859190957e-16	3.657764211914796e-17	1.403809685262146e-15	3.8213020923448e-17	1.110272995326026e-15	3.528772241432206e-17	1.0717638369057937e-15	1.94015955853526e-17	1.2667091097531204e-15	2.4806931374550873e-17	nan	nan
57300.80000000172	9.600893172647362e-16	3.634158523927064e-17	1.3993715173304933e-15	3.813851519778653e-17	1.1072038869724043e-15	3.503613491601758e-17	1.068711097196242e-15	1.930880498464977e-17	1.2632313107985913e-15	2.468985155711802e-17	nan	nan
57300.85000000172	9.571438565041595e-16	3.627975452860408e-17	1.3949772600419316e-15	3.8046184136831134e-17	1.1041603355454968e-15	3.4827541219703984e-17	1.0656742831727515e-15	1.9210402699193523e-17	1.2597813400088558e-15	2.4562470387834766e-17	nan	nan
57300.900000001726	9.542168061446773e-16	3.643150014575374e-17	1.3906265411630998e-15	3.793698932923045e-17	1.1011408273092304e-15	3.4671234051976187e-17	1.0626533120215535e-15	1.9106700352390536e-17	1.2563587241850031e-15	2.4425235206988922e-17	nan	nan
57300.95000000173	9.51306968929145e-16	3.683484432118461e-17	1.3863189893437435e-15	3.7812058796853966e-17	1.0981438490497851e-15	3.457656954953629e-17	1.0596481010932844e-15	1.8998053184497963e-17	1.2529629904535862e-15	2.427866129365703e-17	nan	nan
57301.00000000173	9.484131477659343e-16	3.7524083992649857e-17	1.3820542341079268e-15	3.767267709534277e-17	1.0951678880142405e-15	3.455274209764847e-17	1.0566585679020033e-15	1.888486075749369e-17	1.249593666259985e-15	2.4123332538823086e-17	nan	nan
57301.050000001735	9.455341697979461e-16	3.852689153330875e-17	1.3778318918433425e-15	3.752022290739164e-17	1.0922114376490558e-15	3.4608475854005e-17	1.0536846303188137e-15	1.8767566170264407e-17	1.2462502777285281e-15	2.3959899109349822e-17	nan	nan
57301.10000000174	9.426694173946972e-16	3.98488179615427e-17	1.3736512577472394e-15	3.7355033240179725e-17	1.0892734404691516e-15	3.47476779585907e-17	1.050726221429896e-15	1.8646547425308894e-17	1.2429322249164987e-15	2.3788856015764302e-17	nan	nan
57301.15000000174	9.398188281174453e-16	4.14737570829275e-17	1.3695113058093855e-15	3.7176410063301706e-17	1.0863535999143667e-15	3.4966467980526176e-17	1.0477832999990848e-15	1.852204224929271e-17	1.239638693967968e-15	2.3610390088018204e-17	nan	nan
57301.20000000174	9.369823636573683e-16	4.33800577016034e-17	1.3654109968311292e-15	3.698376996011525e-17	1.0834516933879203e-15	3.52596793746871e-17	1.0448558274221619e-15	1.8394321113437722e-17	1.2363688505632639e-15	2.34247319585138e-17	nan	nan
57301.250000001746	9.341599856969107e-16	4.5543431885417267e-17	1.3613492924019454e-15	3.6776721450072045e-17	1.080567498570118e-15	3.562175352558303e-17	1.0419437652549056e-15	1.826370931960189e-17	1.2331218606571001e-15	2.323220161253962e-17	nan	nan
57301.30000000175	9.313516559100366e-16	4.7938855450499776e-17	1.3573251548733815e-15	3.655509088408627e-17	1.0777007934104108e-15	3.60469444358541e-17	1.0390470752126015e-15	1.813059091840317e-17	1.229896890466699e-15	2.3033217240112565e-17	nan	nan
57301.35000000175	9.28557335962531e-16	5.0541952179517976e-17	1.3533375473333913e-15	3.631894834128466e-17	1.0748513561194386e-15	3.65295042192765e-17	1.0361657191697158e-15	1.7995412613279785e-17	1.2266931064601208e-15	2.2828304346370595e-17	nan	nan
57301.400000001755	9.257769875122307e-16	5.332987108452747e-17	1.3493854335805263e-15	3.606863378252625e-17	1.0720189651610617e-15	3.706384325059504e-17	1.0332996591594945e-15	1.7858687616365545e-17	1.2235096753446465e-15	2.261810512484433e-17	nan	nan
57301.45000000176	9.230105722093106e-16	5.628174876897446e-17	1.3454677780981567e-15	3.580478367507794e-17	1.0692033992444496e-15	3.7644661964468874e-17	1.0304488573735961e-15	1.772099940670293e-17	1.2203457640550073e-15	2.2403388071173606e-17	nan	nan
57301.50000000176	9.202580516964864e-16	5.937887318594728e-17	1.3415835460288144e-15	3.552835823757994e-17	1.0664044373161135e-15	3.82670539399305e-17	1.0276132761616996e-15	1.758300532345124e-17	1.2172005397417167e-15	2.2185057779700472e-17	nan	nan
57301.550000001764	9.175193876092447e-16	6.260465489953499e-17	1.3377317031483147e-15	3.524066935977011e-17	1.0636218585519566e-15	3.892658185796967e-17	1.0247928780311542e-15	1.744543990587317e-17	1.2140731697593819e-15	2.196416481826419e-17	nan	nan
57301.60000000177	9.147945415760654e-16	6.594448806941119e-17	1.33391121584012e-15	3.494340912142184e-17	1.0608554423493714e-15	3.961932915377224e-17	1.0219876256465617e-15	1.7309117867774245e-17	1.2109628216550445e-15	2.174191551895983e-17	nan	nan
57301.65000000177	9.12083475218597e-16	6.938555830660302e-17	1.3301210510696039e-15	3.463867865731909e-17	1.0581049683192666e-15	4.034193079089851e-17	1.0191974818294246e-15	1.7174936567887444e-17	1.2078686631564544e-15	2.1519681448501567e-17	nan	nan
57301.70000000177	9.093861501518414e-16	7.291663379463803e-17	1.3263601763583578e-15	3.4329016883455824e-17	1.0553702162781456e-15	4.109158670799362e-17	1.0164224095578e-15	1.7043877808731913e-17	1.204789862160418e-15	2.129900823319354e-17	nan	nan
57301.750000001775	9.06702527984338e-16	7.652786093819941e-17	1.3226275597584303e-15	3.4017428302500474e-17	1.0526509662401803e-15	4.1866061286385356e-17	1.0136623719658792e-15	1.691700876745368e-17	1.2017255867210785e-15	2.1081623309493673e-17	nan	nan
57301.80000000178	9.040325703183089e-16	8.021057566877318e-17	1.3189221698267412e-15	3.370740873841513e-17	1.0499469984092858e-15	4.266367179439658e-17	1.0109173323436763e-15	1.6795481833986453e-17	1.1986750050382922e-15	2.086944205146532e-17	nan	nan
57301.85000000178	9.013762387497812e-16	8.395713519710565e-17	1.3152429755992865e-15	3.3402967406934584e-17	1.0472580931711585e-15	4.3483268290433e-17	1.008187254136586e-15	1.6680533106878737e-17	1.195637285445935e-15	2.066457159829944e-17	nan	nan
57301.900000001784	8.987334948687723e-16	8.776077128539911e-17	1.3115889465655399e-15	3.3108643223077537e-17	1.0445840310853781e-15	4.4324206986043745e-17	1.0054721009450975e-15	1.657347927988962e-17	1.1926115964001569e-15	2.0469311574358472e-17	nan	nan
57301.95000000179	8.961043002593332e-16	9.161546409844663e-17	1.3079590526427558e-15	3.2829512699998787e-17	1.0419245928774736e-15	4.518631862866756e-17	1.0027718365243694e-15	1.6475712646270885e-17	1.1895971064678193e-15	2.0286150774834322e-17	nan	nan
57302.00000000179	8.934886164997191e-16	9.551583472559005e-17	1.3043522641503427e-15	3.257118625824746e-17	1.0392795594309728e-15	4.606987308744159e-17	1.00008642478389e-15	1.638869395760428e-17	1.186592984314712e-15	2.011775880295555e-17	nan	nan
57302.05000000179	8.908864051624312e-16	9.945705411334978e-17	1.3007675517841668e-15	3.2339789320338983e-17	1.0366487117795162e-15	4.6975541022853804e-17	9.97415829787128e-16	1.63139429055757e-17	1.1835983986939696e-15	1.9966971611464548e-17	nan	nan
57302.100000001796	8.882976278143253e-16	1.034347661345108e-16	1.2972038865909086e-15	3.214192432749881e-17	1.0340318310988845e-15	4.790435329331213e-17	9.947600157511246e-16	1.6253026053570633e-17	1.1806125184343592e-15	1.98367699576829e-17	nan	nan
57302.1500000018	8.8572224601666255e-16	1.0744502267798044e-16	1.2936602399424944e-15	3.1984609936973403e-17	1.0314286986991113e-15	4.885765859142942e-17	9.92118947046202e-16	1.6207542132559515e-17	1.1776345124285633e-15	1.9730249955479834e-17	nan	nan
57302.2000000018	8.831602213251651e-16	1.1148422887562942e-16	1.2901355835102868e-15	3.18751943003582e-17	1.0288390960165188e-15	4.983707970115973e-17	9.894925881955311e-16	1.6179104735404006e-17	1.1746635496215994e-15	1.9650585231685855e-17	nan	nan
57302.250000001804	8.80611515290059e-16	1.1554909683415556e-16	1.2866288892396797e-15	3.182124064196002e-17	1.0262628046058103e-15	5.0844468713780136e-17	9.86880903874847e-16	1.6169322592959774e-17	1.171698798999061e-15	1.9600980683912305e-17	nan	nan
57302.30000000181	8.78076089456102e-16	1.196366064822146e-16	1.2831391293242852e-15	3.183038543072661e-17	1.0236996061321465e-15	5.188186152360757e-17	9.842838589120598e-16	1.6179777785351224e-17	1.1687394295755142e-15	1.9584618486748407e-17	nan	nan
57302.35000000181	8.755539053625844e-16	1.2374397236275883e-16	1.2796652761804164e-15	3.1910172220435476e-17	1.0211492823631864e-15	5.2951431933978166e-17	9.817014182868616e-16	1.62120024240771e-17	1.1657846103827744e-15	1.9604597763825444e-17	nan	nan
57302.40000000181	8.730449245433569e-16	1.2786861539249153e-16	1.276206302421387e-15	3.206786747905e-17	1.0186116151611928e-15	5.405544572910799e-17	9.791335471304559e-16	1.6267454514124646e-17	1.1628335104582723e-15	1.966387016239507e-17	nan	nan
57302.450000001816	8.705491085267916e-16	1.3200813877445315e-16	1.2727611808319903e-15	3.2310267984271975e-17	1.016086386475061e-15	5.519621509933017e-17	9.76580210725129e-16	1.6347493852834368e-17	1.1598852988333495e-15	1.976517431788948e-17	nan	nan
57302.50000000182	8.680664188357804e-16	1.361603073882179e-16	1.2693288843427186e-15	3.2643512001308786e-17	1.0135733783324039e-15	5.637605383680977e-17	9.740413745039622e-16	1.6453358920396326e-17	1.1569391445216215e-15	1.9910972750424763e-17	nan	nan
57302.55000000182	8.655968169876946e-16	1.4032303009763273e-16	1.2659084237438705e-15	3.30725931846753e-17	1.0110723786669977e-15	5.759702968347683e-17	9.715170010833638e-16	1.6586072947387015e-17	1.153994249838704e-15	2.0103262244724242e-17	nan	nan
57302.600000001825	8.631402644943237e-16	1.444943445115763e-16	1.2624993746166755e-15	3.359684961419394e-17	1.008583262790383e-15	5.885807985920535e-17	9.690070088337665e-16	1.6745412344245548e-17	1.1510503157968444e-15	2.0341681416204652e-17	nan	nan
57302.65000000183	8.606967228618362e-16	1.4867240381258482e-16	1.2591017473313687e-15	3.4211115900209e-17	1.0061059732881e-15	6.015572275234325e-17	9.665112820985398e-16	1.6930166068286762e-17	1.1481074272924411e-15	2.0623990506578027e-17	nan	nan
57302.70000000183	8.582661535906906e-16	1.528554653332461e-16	1.2557155635263274e-15	3.490946427167592e-17	1.0036404545323636e-15	6.148638802546889e-17	9.640297044894822e-16	1.7138979819284155e-17	1.145165679054438e-15	2.094763177381028e-17	nan	nan
57302.75000000183	8.558485181755556e-16	1.570418806141016e-16	1.252340844927015e-15	3.56855151917206e-17	1.0011866509518356e-15	6.284651340661803e-17	9.61562159764601e-16	1.7370406388299325e-17	1.1422251657700132e-15	2.130984412996284e-17	nan	nan
57302.80000000184	8.534437781052172e-16	1.6123008672102088e-16	1.248977613347306e-15	3.653263648624378e-17	9.987445070303545e-16	6.423257425925584e-17	9.591085318266078e-16	1.7622933257315845e-17	1.1392859820858734e-15	2.1707734650741606e-17	nan	nan
57302.85000000184	8.510518948624609e-16	1.6541859863639877e-16	1.2456258906904154e-15	3.7444115500669965e-17	9.963139673057232e-16	6.56411071053788e-17	9.566687047215156e-16	1.7895008143134027e-17	1.1363482226099086e-15	2.2138343247808328e-17	nan	nan
57302.90000000184	8.486728299239613e-16	1.69606002568891e-16	1.2422856989500424e-15	3.841330005062532e-17	9.938949763684303e-16	6.706872784499274e-17	9.542425626371313e-16	1.8185061870685644e-17	1.1334119819126245e-15	2.2598698589954803e-17	nan	nan
57302.950000001845	8.463065447601372e-16	1.7379095005093545e-16	1.238957060211542e-15	3.9433707645656515e-17	9.91487478860412e-16	6.851214541058855e-17	9.518299899016842e-16	1.8491528218208016e-17	1.1304773545286105e-15	2.3085864401272265e-17	nan	nan
57303.00000000185	8.439530008349975e-16	1.7797215271429428e-16	1.2356399966529349e-15	4.0499105110790035e-17	9.890914194738004e-16	6.996817156003193e-17	9.494308709823574e-16	1.8812860601484766e-17	1.1275444349580767e-15	2.3596976113691097e-17	nan	nan
57303.05000000185	8.416121596060127e-16	1.8214837765063352e-16	1.2323345305460732e-15	4.16035623125364e-17	9.867067429496476e-16	7.143372745518943e-17	9.470450904838328e-16	1.9147545646490995e-17	1.1246133176683569e-15	2.4129268469512887e-17	nan	nan
57303.100000001854	8.392839825239114e-16	1.8631844327862452e-16	1.2290406842577576e-15	4.2741484396556854e-17	9.843333940766905e-16	7.290584760772132e-17	9.446725331468718e-16	1.949411383382309e-17	1.1216840970953386e-15	2.4680095058520173e-17	nan	nan
57303.15000000186	8.369684310325228e-16	1.904812156507257e-16	1.2257584802507415e-15	4.390762700186841e-17	9.819713176900607e-16	7.43816817024122e-17	9.423130838468656e-16	1.9851147486947093e-17	1.1187568676450173e-15	2.5246940969966954e-17	nan	nan
57303.20000000186	8.34665466568563e-16	1.9463560514290802e-16	1.222487941085045e-15	4.509709857082715e-17	9.796204586700413e-16	7.585849473841418e-17	9.399666275924531e-16	2.0217286426273028e-17	1.1158317236949396e-15	2.582742978595338e-17	nan	nan
57303.25000000186	8.32375050561442e-16	1.9878056347873319e-16	1.2192290894187786e-15	4.6305353316640574e-17	9.772807619407742e-16	7.733366586224258e-17	9.376330495239797e-16	2.059123162866673e-17	1.1129087595957435e-15	2.6419326087773175e-17	nan	nan
57303.300000001866	8.3009714443302855e-16	2.0291508104624504e-16	1.2159819480095033e-15	4.7528177781051087e-17	9.749521724690092e-16	7.880468620579219e-17	9.35312234912154e-16	2.097174722717076e-17	1.1099880696726153e-15	2.70205345297272e-17	nan	nan
57303.35000000187	8.278317095974458e-16	2.0703818447200658e-16	1.2127465397152694e-15	4.876167329983961e-17	9.726346352628188e-16	8.026915598803961e-17	9.33004069156586e-16	2.135766116413747e-17	1.107069748226773e-15	2.7629096388470118e-17	nan	nan
57303.40000000187	8.255787074607944e-16	2.1114893442164849e-16	1.2095228874955937e-15	5.000223614576893e-17	9.703280953703052e-16	8.172478109189643e-17	9.3070843778437e-16	2.1747864780884218e-17	1.1041538895369898e-15	2.824318434242891e-17	nan	nan
57303.450000001874	8.233380994209296e-16	2.1524642360029639e-16	1.2063110144127807e-15	5.124653665279538e-17	9.680324978783525e-16	8.316936928673929e-17	9.284252264486106e-16	2.2141311591138827e-17	1.1012405878610392e-15	2.8861096088420495e-17	nan	nan
57303.50000000188	8.211098468671692e-16	2.1932977493009778e-16	1.2031109436328476e-15	5.2491498250526165e-17	9.657477879113118e-16	8.460082623270327e-17	9.261543209270645e-16	2.2537015449508706e-17	1.0983299374372235e-15	2.9481247270964914e-17	nan	nan
57303.55000000188	8.188939111800274e-16	2.233981398848271e-16	1.1999226984267904e-15	5.373427704316209e-17	9.634739106297202e-16	8.601715137364641e-17	9.238956071206534e-16	2.293404829114257e-17	1.0954220324858464e-15	3.010216408658002e-17	nan	nan
57303.60000000188	8.166902537309295e-16	2.2745069696437725e-16	1.1967463021715243e-15	5.497224234361819e-17	9.61210811229017e-16	8.741643380197711e-17	9.216489710520398e-16	2.3331537586231645e-17	1.0925169672106693e-15	3.072247583102271e-17	nan	nan
57303.650000001886	8.144988358818895e-16	2.3148665029395886e-16	1.1935817783512429e-15	5.620295840791444e-17	9.589584349382468e-16	8.879684815865713e-17	9.194142988642713e-16	2.372866362475101e-17	1.0896148358004856e-15	3.134090758158657e-17	nan	nan
57303.70000000189	8.123196189852174e-16	2.3550522833487543e-16	1.1904291505582314e-15	5.742416749522775e-17	9.567167270187551e-16	9.015665061580232e-17	9.171914768192743e-16	2.4124656721815604e-17	1.086715732430483e-15	3.1956273146874255e-17	nan	nan
57303.75000000189	8.101525643831738e-16	2.395056826953037e-16	1.1872884424942574e-15	5.863377429585587e-17	9.544856327628945e-16	9.149417497649459e-17	9.149803912964352e-16	2.4518794413212022e-17	1.0838197512638561e-15	3.2567468369909367e-17	nan	nan
57303.800000001895	8.079976334076562e-16	2.4348728703095547e-16	1.1841596779715106e-15	5.982983171157745e-17	9.522650974927219e-16	9.280782891595001e-17	9.1278092879127e-16	2.4910398693217875e-17	1.0809269864531884e-15	3.317346483560705e-17	nan	nan
57303.8500000019	8.058547873798089e-16	2.4744933602661597e-16	1.1810428809137625e-15	6.101052793671895e-17	9.500550665586809e-16	9.409609038030398e-17	9.105929759138878e-16	2.52988333328084e-17	1.078037532142017e-15	3.377330400836517e-17	nan	nan
57303.9000000019	8.037239876097067e-16	2.513911444507924e-16	1.177938075357554e-15	6.217417476546351e-17	9.478554853383046e-16	9.5357504152705e-17	9.084164193876153e-16	2.5683501304895333e-17	1.0751514824662553e-15	3.436609180589417e-17	nan	nan
57303.9500000019	8.016051953959483e-16	2.553120462763998e-16	1.1748452854531797e-15	6.33191970388589e-17	9.456662992348936e-16	9.659067859167179e-17	9.062511460476405e-16	2.6063842334141788e-17	1.0722689315557463e-15	3.49509936033802e-17	nan	nan
57304.000000001906	7.994983720252851e-16	2.592113938613796e-16	1.1717645354659455e-15	6.444412313969589e-17	9.434874536761896e-16	9.779428254275128e-17	9.040970428394807e-16	2.6439330582211212e-17	1.0693899735356714e-15	3.552722965244988e-17	nan	nan
57304.05000000191	7.974034787722216e-16	2.630885571837135e-16	1.168695849777233e-15	6.55475764434556e-17	9.41318894113082e-16	9.896704242175847e-17	9.01953996817646e-16	2.6809472473671337e-17	1.0665147025280965e-15	3.609407089433675e-17	nan	nan
57304.10000000191	7.953204768985995e-16	2.669429231259923e-16	1.165639252885579e-15	6.66282676362001e-17	9.391605660182504e-16	1.0010773946585956e-16	8.99821895144193e-16	2.717380466382575e-17	1.0636432126534239e-15	3.6650835142971646e-17	nan	nan
57304.150000001915	7.932493276531937e-16	2.70773894805189e-16	1.1625947694078374e-15	6.768498781510388e-17	9.370124148848565e-16	1.0121520714718605e-16	8.97700625087332e-16	2.753189214688808e-17	1.0607755980318905e-15	3.719688361235932e-17	nan	nan
57304.20000000192	7.911899922712564e-16	2.7458089094371317e-16	1.1595624240803621e-15	6.871660229308337e-17	9.348743862252112e-16	1.0228832874261171e-16	8.95590074019971e-16	2.788332650062711e-17	1.0579119527850422e-15	3.773161776214911e-17	nan	nan
57304.25000000192	7.891424319740855e-16	2.7836334527826476e-16	1.1565422417599923e-15	6.972204503564865e-17	9.32746425569431e-16	1.0332603505283424e-16	8.9349012941835e-16	2.822772426231556e-17	1.0550523710372332e-15	3.825447643563645e-17	nan	nan
57304.300000001924	7.87106607968576e-16	2.821207060034439e-16	1.1535342474252973e-15	7.070031366396168e-17	9.306284784641146e-16	1.0432730226332048e-16	8.9140067886057e-16	2.856472542978321e-17	1.0521969469170915e-15	3.876493326563962e-17	nan	nan
57304.35000000193	7.850824814467394e-16	2.858524352471735e-16	1.1505384661776786e-15	7.165046496506687e-17	9.285204904709739e-16	1.0529114993963527e-16	8.893216100252719e-16	2.8893992080823815e-17	1.049345774559008e-15	3.9262494324895404e-17	nan	nan
57304.40000000193	7.830700135852206e-16	2.8955800857555443e-16	1.1475549232424563e-15	7.257161085565206e-17	9.26422407165521e-16	1.0621663914966086e-16	8.872528106901482e-16	2.921520710394048e-17	1.0464989481046466e-15	3.9746695999203266e-17	nan	nan
57304.45000000193	7.81069165544824e-16	2.932369145247363e-16	1.1445836439700345e-15	7.346291475175169e-17	9.243341741356978e-16	1.0710287070525185e-16	8.851941687305253e-16	2.952807303351604e-17	1.0436565617043808e-15	4.0217103063194906e-17	nan	nan
57304.500000001935	7.790798984699886e-16	2.968886541578598e-16	1.1416246538370283e-15	7.432358830140492e-17	9.222557369805172e-16	1.0794898351617558e-16	8.831455721180283e-16	2.98323109823544e-17	1.0408187095187955e-15	4.067330694016361e-17	nan	nan
57304.55000000194	7.771021734883024e-16	3.0051274064510203e-16	1.1386779784473892e-15	7.515288844260979e-17	9.201870413087368e-16	1.0875415304935252e-16	8.811069089191232e-16	3.012765966505176e-17	1.0379854857201937e-15	4.111492412912772e-17	nan	nan
57304.60000000194	7.751359517099397e-16	3.041086988652361e-16	1.1357436435335284e-15	7.595011475248532e-17	9.181280327374483e-16	1.0951758988683762e-16	8.790780672936954e-16	3.0413874505713965e-17	1.035156984494078e-15	4.1541594783878516e-17	nan	nan
57304.650000001944	7.731811942271458e-16	3.076760650270728e-16	1.1328216749574966e-15	7.67146070579473e-17	9.160786568907735e-16	1.1023853837613998e-16	8.770589354936629e-16	3.0690726824044113e-17	1.0323333000405782e-15	4.195298142996041e-17	nan	nan
57304.70000000195	7.7123786211369765e-16	3.112143863094512e-16	1.1299120987120298e-15	7.744574328119952e-17	9.140388593984381e-16	1.1091627536702073e-16	8.750494018616146e-16	3.095800309428728e-17	1.0295145265759968e-15	4.234876780732077e-17	nan	nan
57304.75000000195	7.693059164243055e-16	3.1472322051846623e-16	1.127014940921791e-15	7.814293749651439e-17	9.12008585894442e-16	1.115501090291136e-16	8.730493548293209e-16	3.121550427161675e-17	1.026700758334254e-15	4.27286578271765e-17	nan	nan
