MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err
53590.02500000331	1.146054841325403e-15	3.910994217992249e-17	3.9377184134172594e-16	1.6997786589348607e-17	6.330520895665754e-16	8.28521455811506e-18	8.886167895787954e-16	2.76814739727191e-17
53590.075000003315	1.1453402391054256e-15	3.892669140996787e-17	3.9377548339307592e-16	1.6971660098513762e-17	6.329853970430431e-16	8.246890335810213e-18	8.883079644056089e-16	2.7573713636367684e-17
53590.12500000332	1.144625979132558e-15	3.874461946021235e-17	3.937785518612717e-16	1.694551597114911e-17	6.32918353704015e-16	8.20902309590685e-18	8.879994380707277e-16	2.7466126528702675e-17
53590.17500000332	1.1439120519701662e-15	3.856372352255043e-17	3.937810470011601e-16	1.6919355347585958e-17	6.328509620518479e-16	8.171610259632328e-18	8.8769120861014e-16	2.7358711011958063e-17
53590.225000003324	1.1431984481810443e-15	3.8384000904867464e-17	3.937829690669737e-16	1.6893179375834084e-17	6.327832245885472e-16	8.134649254350985e-18	8.873832740591453e-16	2.7251465569851455e-17
53590.27500000333	1.14248515832737e-15	3.820544903879161e-17	3.9378431831231573e-16	1.686698921156884e-17	6.327151438157115e-16	8.098137517016198e-18	8.870756324524137e-16	2.7144388813982102e-17
53590.32500000333	1.1417721729706906e-15	3.80280654873813e-17	3.9378509499018606e-16	1.6840786018099768e-17	6.326467222346018e-16	8.062072497518687e-18	8.867682818238148e-16	2.7037479490193724e-17
53590.37500000333	1.141059482671914e-15	3.7851847952771716e-17	3.937852993529601e-16	1.6814570966344242e-17	6.325779623460465e-16	8.026451662148184e-18	8.864612202065488e-16	2.6930736484926544e-17
53590.425000003335	1.140347077991286e-15	3.767679428380867e-17	3.9378493165239436e-16	1.6788345234810873e-17	6.325088666505776e-16	7.991272496926091e-18	8.861544456331408e-16	2.682415883152164e-17
53590.47500000334	1.1396349494883545e-15	3.750290248351918e-17	3.9378399213963935e-16	1.6762110009558254e-17	6.324394376482972e-16	7.956532511005111e-18	8.858479561353679e-16	2.67177457165271e-17
53590.52500000334	1.1389230877219898e-15	3.733017071663032e-17	3.937824810652158e-16	1.6735866484171933e-17	6.323696778389749e-16	7.92222923997049e-18	8.855417497442653e-16	2.6611496485920247e-17
53590.575000003344	1.1382114832503106e-15	3.715859731694852e-17	3.9378039867903717e-16	1.6709615859728277e-17	6.32299589721996e-16	7.888360249209098e-18	8.852358244901795e-16	2.6505410651345716e-17
53590.62500000335	1.1375001266307084e-15	3.698818079464069e-17	3.937777452304005e-16	1.6683359344760706e-17	6.322291757964041e-16	7.854923137172612e-18	8.84930178402729e-16	2.6399487896311563e-17
53590.67500000335	1.136789008419812e-15	3.681891984350134e-17	3.93774520967982e-16	1.6657098155221274e-17	6.321584385608684e-16	7.82191553864955e-18	8.846248095107508e-16	2.6293728082304945e-17
53590.72500000335	1.1360781191734679e-15	3.6650813348028897e-17	3.9377072613984633e-16	1.6630833514441687e-17	6.320873805136908e-16	7.789335127958302e-18	8.843197158424e-16	2.6188131254942097e-17
53590.775000003356	1.1353674494467235e-15	3.6483860390484396e-17	3.937663609934455e-16	1.6604566653094658e-17	6.320160041528414e-16	7.757179622179419e-18	8.840148954250303e-16	2.6082697650009578e-17
53590.82500000336	1.134656989793812e-15	3.6318060257761357e-17	3.9376142577561243e-16	1.6578298809145386e-17	6.319443119759026e-16	7.725446784219475e-18	8.837103462853202e-16	2.597742769950522e-17
53590.87500000336	1.133946730768115e-15	3.6153412448207394e-17	3.9375592073256657e-16	1.6552031227811296e-17	6.318723064801356e-16	7.694134425933838e-18	8.834060664491008e-16	2.5872322037637745e-17
53590.925000003364	1.133236662922171e-15	3.598991667825844e-17	3.937498461099101e-16	1.6525765161509812e-17	6.317999901624374e-16	7.663240411144947e-18	8.831020539415607e-16	2.576738150673344e-17
53590.97500000337	1.132526776807626e-15	3.5827572888969607e-17	3.937432021526367e-16	1.64995018698099e-17	6.317273655193452e-16	7.632762658585283e-18	8.827983067870079e-16	2.5662607163174913e-17
53591.02500000337	1.131817062975246e-15	3.5666381252400023e-17	3.9373598910512575e-16	1.6473242619378578e-17	6.316544350470805e-16	7.602699144824613e-18	8.824948230090949e-16	2.5558000283193567e-17
53591.07500000337	1.1311075119748691e-15	3.5506342177797007e-17	3.937282072111366e-16	1.6446988683924993e-17	6.315812012414987e-16	7.573047907042424e-18	8.821916006305872e-16	2.5453562368698856e-17
53591.125000003376	1.1303981143554051e-15	3.5347456317702976e-17	3.9371985671381683e-16	1.6420741344144207e-17	6.315076665980772e-16	7.543807045853429e-18	8.818886376736341e-16	2.534929515298643e-17
53591.17500000338	1.1296888606648035e-15	3.518972457380519e-17	3.937109378557091e-16	1.63945018876585e-17	6.314338336120329e-16	7.514974727909668e-18	8.81585932159425e-16	2.52452006064263e-17
53591.22500000338	1.1289797414500467e-15	3.503314810264225e-17	3.937014508787308e-16	1.6368271608948212e-17	6.313597047781829e-16	7.48654918854241e-18	8.812834821084477e-16	2.5141280942072516e-17
53591.275000003385	1.1282707472571197e-15	3.487772832111672e-17	3.936913960241937e-16	1.6342051809291318e-17	6.312852825910236e-16	7.458528734211604e-18	8.809812855404479e-16	2.5037538621194457e-17
53591.32500000339	1.1275618686309981e-15	3.472346691178113e-17	3.9368077353279817e-16	1.6315843796696747e-17	6.312105695447169e-16	7.430911744963092e-18	8.806793404743109e-16	2.4933976358796446e-17
53591.37500000339	1.1268530961156209e-15	3.45703658279629e-17	3.9366958364462442e-16	1.6289648885828123e-17	6.3113556813311555e-16	7.403696676684588e-18	8.803776449281405e-16	2.4830597128980934e-17
53591.42500000339	1.1261444202538848e-15	3.441842729857829e-17	3.9365782659914995e-16	1.626346839793771e-17	6.310602808496835e-16	7.376882063336489e-18	8.800761969192529e-16	2.4727404170310692e-17
53591.4750000034	1.1254358315876017e-15	3.4267653832793285e-17	3.9364550263523277e-16	1.623730366078025e-17	6.309847101876343e-16	7.350466519068148e-18	8.797749944641097e-16	2.4624400991032942e-17
53591.5250000034	1.1247273206575117e-15	3.411804822440067e-17	3.936326119911242e-16	1.621115600854185e-17	6.309088586397835e-16	7.324448740133829e-18	8.794740355784377e-16	2.4521591374284175e-17
53591.5750000034	1.1240188780032322e-15	3.3969613555926427e-17	3.9361915490446103e-16	1.6185026781754185e-17	6.308327286986481e-16	7.298827506837424e-18	8.791733182770766e-16	2.441897938313162e-17
53591.625000003405	1.1233104941632584e-15	3.3822353202496397e-17	3.9360513161227095e-16	1.6158917327209252e-17	6.307563228564448e-16	7.273601685220608e-18	8.788728405740979e-16	2.4316569365578124e-17
53591.67500000341	1.122602159674938e-15	3.367627083536853e-17	3.9359054235096944e-16	1.6132828997874122e-17	6.306796436050289e-16	7.248770228694743e-18	8.785726004826991e-16	2.421436595943115e-17
53591.72500000341	1.1218938650744476e-15	3.353137042525645e-17	3.9357538735635747e-16	1.6106763152795602e-17	6.306026934359812e-16	7.224332179562654e-18	8.78272596015283e-16	2.411237409709027e-17
53591.775000003414	1.1211856008967848e-15	3.3387656245248643e-17	3.9355966686363344e-16	1.6080721157008405e-17	6.305254748405346e-16	7.200286670311382e-18	8.779728251834052e-16	2.401059901022073e-17
53591.82500000342	1.1204773576757368e-15	3.324513287346571e-17	3.9354338110738017e-16	1.605470438143546e-17	6.304479903096149e-16	7.176632924868706e-18	8.776732859977866e-16	2.3909046234288534e-17
53591.87500000342	1.1197691259438614e-15	3.310380519534984e-17	3.935265303215683e-16	1.6028714202791953e-17	6.303702423338179e-16	7.15337025964642e-18	8.773739764682679e-16	2.380772161298716e-17
53591.92500000342	1.119060896232487e-15	3.2963678405655744e-17	3.9350911473956425e-16	1.6002752003475806e-17	6.302922334034833e-16	7.130498084504079e-18	8.770748946039083e-16	2.370663130254528e-17
53591.975000003426	1.1183526590716602e-15	3.2824758010004057e-17	3.934911345941205e-16	1.5976819171461067e-17	6.302139660085776e-16	7.108015903427604e-18	8.767760384128663e-16	2.36057817758654e-17
53592.02500000343	1.1176444049901508e-15	3.2687049826148173e-17	3.9347259011738323e-16	1.595091710019194e-17	6.301354426387992e-16	7.085923315245459e-18	8.764774059024599e-16	2.3505179826541003e-17
53592.07500000343	1.1169361245154361e-15	3.2550559984756044e-17	3.934534815408841e-16	1.592504718846368e-17	6.300566657835181e-16	7.064220014007582e-18	8.761789950791261e-16	2.3404832572702337e-17
53592.125000003434	1.1162278081736572e-15	3.2415294929867906e-17	3.934338090955497e-16	1.5899210840305675e-17	6.299776379318452e-16	7.042905789298645e-18	8.758808039484478e-16	2.330474746072398e-17
53592.17500000344	1.1155194464896202e-15	3.228126141889391e-17	3.934135730117004e-16	1.587340946486094e-17	6.298983615725248e-16	7.021980526337509e-18	8.755828305151342e-16	2.3204932268702487e-17
53592.22500000344	1.1148110299867782e-15	3.214846652217918e-17	3.9339277351904165e-16	1.5847644476265406e-17	6.298188391940637e-16	7.001444205941266e-18	8.752850727830334e-16	2.3105395109827136e-17
53592.27500000344	1.1141025491871958e-15	3.2016917622146244e-17	3.9337141084667343e-16	1.582191729351179e-17	6.297390732846478e-16	6.981296904294991e-18	8.749875287550865e-16	2.3006144435482894e-17
53592.325000003446	1.113393994611531e-15	3.188662241195146e-17	3.933494852230873e-16	1.5796229340320498e-17	6.296590663321403e-16	6.961538792513804e-18	8.746901964333672e-16	2.2907189038218652e-17
53592.37500000345	1.112685356779042e-15	3.17575888936465e-17	3.93326996876169e-16	1.577058204500777e-17	6.295788208241567e-16	6.942170136078716e-18	8.743930738190155e-16	2.280853805442772e-17
53592.42500000345	1.111976626207535e-15	3.162982537588688e-17	3.93303946033192e-16	1.5744976840341308e-17	6.294983392480096e-16	6.923191294053906e-18	8.740961589123573e-16	2.271020096686021e-17
53592.475000003455	1.1112677934133637e-15	3.1503340471132344e-17	3.9328033292082746e-16	1.5719415163399437e-17	6.294176240906985e-16	6.9046027181044585e-18	8.737994497127712e-16	2.2612187606858432e-17
53592.52500000346	1.110558848911411e-15	3.137814309224107e-17	3.93256157765133e-16	1.5693898455420602e-17	6.293366778389729e-16	6.886404951371746e-18	8.735029442187225e-16	2.2514508156358922e-17
53592.57500000346	1.109849783215047e-15	3.125424244867185e-17	3.9323142079156633e-16	1.5668428161656363e-17	6.292555029792617e-16	6.868598627071333e-18	8.732066404277757e-16	2.2417173149603817e-17
53592.62500000346	1.1091405868361457e-15	3.11316480419657e-17	3.932061222249701e-16	1.564300573121261e-17	6.2917410199775e-16	6.851184466990713e-18	8.729105363365882e-16	2.232019347459303e-17
53592.675000003466	1.1084312502850325e-15	3.101036966081649e-17	3.931802622895905e-16	1.5617632616894157e-17	6.290924773803027e-16	6.83416327971801e-18	8.726146299409104e-16	2.2223580374233527e-17
53592.72500000347	1.1077217640704817e-15	3.089041737541012e-17	3.931538412090581e-16	1.5592310275033703e-17	6.290106316125276e-16	6.8175359587313876e-18	8.723189192355591e-16	2.2127345447160213e-17
53592.77500000347	1.1070121186997013e-15	3.0771801531294716e-17	3.931268592063985e-16	1.5567040165332925e-17	6.289285671797508e-16	6.801303480180952e-18	8.720234022143711e-16	2.2031500648243338e-17
53592.825000003475	1.1063023046782962e-15	3.065453274255373e-17	3.930993165040367e-16	1.554182375068686e-17	6.288462865670423e-16	6.78546690064347e-18	8.717280768703886e-16	2.1936058288750606e-17
53592.87500000348	1.1055923125102626e-15	3.0538621884381776e-17	3.930712133237869e-16	1.5516662497007346e-17	6.287637922591544e-16	6.770027354450453e-18	8.714329411955349e-16	2.1841031036119992e-17
53592.92500000348	1.1048821326979715e-15	3.042408008503507e-17	3.9304254988686133e-16	1.549155787304258e-17	6.286810867406159e-16	6.754986051023916e-18	8.711379931809451e-16	2.1746431913388598e-17
53592.975000003484	1.1041717557421257e-15	3.031091871708907e-17	3.930133264138594e-16	1.546651135019472e-17	6.285981724956671e-16	6.740344271871119e-18	8.708432308167417e-16	2.1652274298195247e-17
53593.02500000349	1.1034611721417796e-15	3.019914938808093e-17	3.929835431247854e-16	1.5441524402329655e-17	6.285150520082709e-16	6.726103367412268e-18	8.705486520921065e-16	2.1558571921362317e-17
53593.07500000349	1.1027503723942841e-15	3.008878393043122e-17	3.9295320023903257e-16	1.5416598505583425e-17	6.284317277621512e-16	6.712264753628739e-18	8.70254254995255e-16	2.1465338865040124e-17
53593.12500000349	1.1020393469952736e-15	2.9979834390681034e-17	3.9292229797539087e-16	1.539173513816206e-17	6.2834820224074e-16	6.6988299084560224e-18	8.699600375134621e-16	2.137258956039431e-17
53593.175000003495	1.1013280864386768e-15	2.987231301807081e-17	3.928908365520454e-16	1.5366935780143814e-17	6.282644779272359e-16	6.685800368038719e-18	8.6966599763301e-16	2.1280338784810683e-17
53593.2250000035	1.1006165812166505e-15	2.976623225238557e-17	3.928588161865762e-16	1.5342201913270654e-17	6.281805573045531e-16	6.673177722699093e-18	8.693721333392466e-16	2.1188601658581913e-17
53593.2750000035	1.0999048218195869e-15	2.966160471103274e-17	3.928262370959592e-16	1.5317535020733778e-17	6.280964428553659e-16	6.660963612806129e-18	8.690784426165272e-16	2.10973936410717e-17
53593.325000003504	1.0991927987361093e-15	2.955844317547895e-17	3.927930994965682e-16	1.529293658696383e-17	6.280121370621075e-16	6.649159724358596e-18	8.687849234482136e-16	2.100673052634051e-17
53593.37500000351	1.0984805024530213e-15	2.94567605768962e-17	3.9275940360417295e-16	1.5268408097400142e-17	6.279276424069131e-16	6.637767784414962e-18	8.68491573816701e-16	2.091662843818468e-17
53593.42500000351	1.0977679234552958e-15	2.935656998109369e-17	3.927251496339384e-16	1.524395103827581e-17	6.278429613717037e-16	6.626789556318068e-18	8.681983917034444e-16	2.0827103824579694e-17
53593.47500000351	1.0970550546702075e-15	2.925788110795522e-17	3.9269033812026345e-16	1.5219566704417514e-17	6.277580965881926e-16	6.616225878585506e-18	8.679053742392462e-16	2.0738171756424923e-17
53593.525000003516	1.0963419022430093e-15	2.916068504534092e-17	3.92654971326888e-16	1.5195255352752814e-17	6.276730514994106e-16	6.606072446081816e-18	8.676125139589673e-16	2.0649838450365932e-17
53593.57500000352	1.0956284767661717e-15	2.906496669190342e-17	3.926190520991426e-16	1.517101689120649e-17	6.275878298212455e-16	6.596323244797686e-18	8.673198018500095e-16	2.056210735700493e-17
53593.62500000352	1.0949147888336983e-15	2.8970711077562556e-17	3.925825832822096e-16	1.5146851227996888e-17	6.275024352695769e-16	6.586972297561359e-18	8.67027228897464e-16	2.0474982253632776e-17
53593.675000003524	1.094200849037798e-15	2.8877903386590216e-17	3.9254556772066885e-16	1.512275827203813e-17	6.274168715600309e-16	6.578013671601958e-18	8.667347860855343e-16	2.0388467255883426e-17
53593.72500000353	1.0934866679689003e-15	2.878652897569274e-17	3.925080082585128e-16	1.5098737933063548e-17	6.273311424080092e-16	6.569441484765451e-18	8.664424643972063e-16	2.0302566826795038e-17
53593.77500000353	1.0927722562156887e-15	2.869657339179809e-17	3.924699077391396e-16	1.507479012176856e-17	6.272452515286869e-16	6.5612499115205316e-18	8.661502548144124e-16	2.021728578550659e-17
53593.82500000353	1.092057624365103e-15	2.8608022389613156e-17	3.924312690053645e-16	1.5050914749929787e-17	6.271592026369787e-16	6.5534331887670416e-18	8.658581483178935e-16	2.013262931567851e-17
53593.875000003536	1.0913427830023995e-15	2.852086194883402e-17	3.923920948994084e-16	1.5027111730541468e-17	6.270729994476198e-16	6.545985621487663e-18	8.65566135887298e-16	2.0048602973519517e-17
53593.92500000354	1.0906277427111238e-15	2.8435078291046276e-17	3.9235238826292426e-16	1.5003380977935372e-17	6.269866456750818e-16	6.538901588226402e-18	8.652742085011155e-16	1.9965212695468143e-17
53593.97500000354	1.0899125140731854e-15	2.835065789628756e-17	3.9231215193696963e-16	1.497972240790853e-17	6.269001450336301e-16	6.5321755463127074e-18	8.649823571365577e-16	1.9882464805506256e-17
53594.025000003545	1.0891971076688485e-15	2.8267587519202746e-17	3.9227138876204177e-16	1.4956135937843133e-17	6.268135012373326e-16	6.525802036996644e-18	8.646905727696643e-16	1.9800366022015295e-17
53594.07500000355	1.0884815340767675e-15	2.818585420488902e-17	3.922301015780496e-16	1.493262148683496e-17	6.267267179999943e-16	6.519775690225108e-18	8.643988463752368e-16	1.9718923464230832e-17
53594.12500000355	1.0877658038740055e-15	2.810544530425394e-17	3.9218829322433734e-16	1.490917897580293e-17	6.266397990352775e-16	6.5140912293641844e-18	8.641071689268188e-16	1.9638144658263427e-17
53594.17500000355	1.0870499276360627e-15	2.8026348488982493e-17	3.9214596653968206e-16	1.4885808327616307e-17	6.265527480565736e-16	6.508743475608655e-18	8.638155313965765e-16	1.9558037542617954e-17
53594.22500000356	1.0863339159368896e-15	2.794855176609153e-17	3.9210312436228744e-16	1.4862509467207268e-17	6.264655687771084e-16	6.503727352211925e-18	8.635239247554843e-16	1.947861047322077e-17
53594.27500000356	1.0856177793489319e-15	2.787204349195114e-17	3.9205976952980093e-16	1.4839282321683275e-17	6.263782649098707e-16	6.499037888485274e-18	8.632323399731131e-16	1.939987222794439e-17
53594.32500000356	1.0849015284431162e-15	2.779681238590153e-17	3.920159048793043e-16	1.481612682044179e-17	6.262908401677065e-16	6.494670223596325e-18	8.629407680177091e-16	1.9321832010551854e-17
53594.375000003565	1.084185173788927e-15	2.772284754332181e-17	3.919715332473241e-16	1.4793042895282666e-17	6.262032982631898e-16	6.490619610116244e-18	8.62649199856102e-16	1.9244499454116847e-17
53594.42500000357	1.0834687259543733e-15	2.7650138448194556e-17	3.9192665746982553e-16	1.4770030480514937e-17	6.261156429087694e-16	6.486881417336022e-18	8.62357626453724e-16	1.9167884623798025e-17
53594.47500000357	1.0827521955060465e-15	2.75786749851781e-17	3.9188128038223144e-16	1.4747089513063354e-17	6.260278778166723e-16	6.4834511343950934e-18	8.620660387746305e-16	1.9091998019026358e-17
53594.525000003574	1.0820355930091379e-15	2.75084474510535e-17	3.9183540481940056e-16	1.4724219932574974e-17	6.259400066989256e-16	6.480324373140143e-18	8.6177442778138e-16	1.9016850575021975e-17
53594.57500000358	1.081318929027465e-15	2.7439446565678813e-17	3.9178903361565603e-16	1.4701421681520794e-17	6.25852033267409e-16	6.477496870771776e-18	8.614827844350481e-16	1.894245366361833e-17
53594.62500000358	1.080602214123478e-15	2.737166348235841e-17	3.917421696047687e-16	1.467869470529884e-17	6.257639612337766e-16	6.474964492263043e-18	8.611910996953003e-16	1.8868819093414398e-17
53594.67500000358	1.0798854588582951e-15	2.730508979756247e-17	3.916948156199701e-16	1.465603895232999e-17	6.256757943095527e-16	6.47272323251504e-18	8.608993645201728e-16	1.8795959109157556e-17
53594.725000003586	1.0791686737917301e-15	2.7239717560086156e-17	3.916469744939504e-16	1.4633454374160344e-17	6.25587536206043e-16	6.470769218351533e-18	8.606075698662584e-16	1.872388639037549e-17
53594.77500000359	1.0784518694823109e-15	2.7175539279596466e-17	3.9159864905886383e-16	1.461094092555042e-17	6.254991906344193e-16	6.469098710195823e-18	8.603157066885414e-16	1.8652614049194033e-17
53594.82500000359	1.0777350564873063e-15	2.7112547934503196e-17	3.9154984214632767e-16	1.458849856456827e-17	6.254107613056329e-16	6.467708103591043e-18	8.600237659404364e-16	1.8582155627337375e-17
53594.875000003594	1.0770182453627271e-15	2.7050736979191587e-17	3.9150055658743126e-16	1.456612725268793e-17	6.253222519305174e-16	6.466593930438673e-18	8.597317385737292e-16	1.851252509226866e-17
53594.9250000036	1.07630144666339e-15	2.699010035062489e-17	3.9145079521272994e-16	1.4543826954865532e-17	6.252336662197245e-16	6.465752860046161e-18	8.5943961553861e-16	1.844373683245337e-17
53594.9750000036	1.075584670942908e-15	2.6930632474196262e-17	3.914005608522572e-16	1.4521597639637044e-17	6.251450078837448e-16	6.465181699934863e-18	8.591473877835938e-16	1.8375805651658756e-17
53595.0250000036	1.0748679287537207e-15	2.687232826897909e-17	3.913498563355178e-16	1.4499439279193247e-17	6.250562806329211e-16	6.464877396397649e-18	8.588550462555599e-16	1.8308746762369487e-17
53595.075000003606	1.0741512306471256e-15	2.681518315221352e-17	3.912986844914998e-16	1.4477351849470143e-17	6.249674881774113e-16	6.4648370348874145e-18	8.585625818995937e-16	1.8242575778160164e-17
53595.12500000361	1.0734345871733066e-15	2.6759193043107927e-17	3.9124704814866877e-16	1.4455335330213798e-17	6.248786342272596e-16	6.465057840127655e-18	8.582699856591911e-16	1.817730870506879e-17
53595.17500000361	1.0727180088813238e-15	2.67043543658957e-17	3.9119495013497735e-16	1.443338970508166e-17	6.247897224923477e-16	6.4655371760474216e-18	8.579772484760074e-16	1.8112961931976687e-17
53595.225000003615	1.0720015063191866e-15	2.665066405219458e-17	3.911423932778612e-16	1.4411514961688715e-17	6.24700756682394e-16	6.466272545459794e-18	8.576843612899894e-16	1.8049552219849952e-17
53595.27500000362	1.0712850900338362e-15	2.659811954257251e-17	3.910893804042512e-16	1.438971109169857e-17	6.246117405069949e-16	6.467261589548428e-18	8.573913150392436e-16	1.7987096689944198e-17
53595.32500000362	1.070568770571178e-15	2.6546718787373743e-17	3.9103591434056083e-16	1.43679780908902e-17	6.24522677675607e-16	6.468502087169753e-18	8.570981006601018e-16	1.7925612810821098e-17
53595.37500000362	1.0698525584761244e-15	2.6496460246815418e-17	3.9098199791270607e-16	1.4346315959220252e-17	6.244335718975463e-16	6.469991953845441e-18	8.568047090870811e-16	1.7865118384285997e-17
53595.425000003626	1.069136464292605e-15	2.644734289023942e-17	3.9092763394609855e-16	1.4324724700890354e-17	6.243444268819794e-16	6.471729240691534e-18	8.565111312527993e-16	1.7805631530074184e-17
53595.47500000363	1.068420498563575e-15	2.6399366194645786e-17	3.908728252656466e-16	1.430320432441069e-17	6.242552463379778e-16	6.473712133000022e-18	8.562173580879926e-16	1.7747170669426187e-17
53595.52500000363	1.0677046718310595e-15	2.6352530142397467e-17	3.9081757469576273e-16	1.4281754842657855e-17	6.241660339744332e-16	6.475938948719443e-18	8.559233805215574e-16	1.7689754507370313e-17
53595.575000003635	1.0669889946361687e-15	2.6306835218095788e-17	3.9076188506036425e-16	1.4260376272931024e-17	6.240767935001934e-16	6.478408136699133e-18	8.556291894804163e-16	1.763340201381581e-17
53595.62500000364	1.066273477519128e-15	2.626228240475981e-17	3.907057591828785e-16	1.42390686370102e-17	6.239875286238639e-16	6.481118274703677e-18	8.553347758895192e-16	1.7578132403352935e-17
53595.67500000364	1.0655581310192827e-15	2.621887317902396e-17	3.9064919988624053e-16	1.4217831961201138e-17	6.238982430540626e-16	6.484068067328384e-18	8.550401306719222e-16	1.7523965113859003e-17
53595.725000003644	1.0648429656751492e-15	2.6176609505665932e-17	3.905922099928979e-16	1.4196666276392384e-17	6.238089404992091e-16	6.487256343598021e-18	8.547452447486153e-16	1.7470919783747552e-17
53595.77500000365	1.0641279920244113e-15	2.6135493831215925e-17	3.905347923248152e-16	1.417557161809255e-17	6.237196246676053e-16	6.490682054491945e-18	8.54450109038609e-16	1.741901622801545e-17
53595.82500000365	1.0634132206039638e-15	2.6095529076764715e-17	3.904769497034741e-16	1.415454802648335e-17	6.236302992675188e-16	6.494344270228113e-18	8.54154714458914e-16	1.7368274412933907e-17
53595.87500000365	1.062698661949912e-15	2.6056718629928823e-17	3.904186849498762e-16	1.4133595546452495e-17	6.23540968007008e-16	6.4982421773611705e-18	8.538590519243695e-16	1.7318714429495116e-17
53595.925000003655	1.0619843265976308e-15	2.6019066335980773e-17	3.9036000088455397e-16	1.411271422763285e-17	6.234516345941171e-16	6.502375075748007e-18	8.535631123478544e-16	1.7270356465596396e-17
53595.97500000366	1.061270225081748e-15	2.5982576488113788e-17	3.903009003275545e-16	1.4091904124443168e-17	6.2336230273674e-16	6.506742375293016e-18	8.532668866400695e-16	1.7223220776905147e-17
53596.02500000366	1.0605563679361954e-15	2.5947253816908757e-17	3.902413860984599e-16	1.4071165296105704e-17	6.232729761426841e-16	6.511343592550736e-18	8.529703657096031e-16	1.717732765650554e-17
53596.075000003664	1.0598427656942268e-15	2.5913103478872116e-17	3.9018146101638845e-16	1.405049780669734e-17	6.231836585196652e-16	6.516178347161951e-18	8.526735404628985e-16	1.713269740328531e-17
53596.12500000367	1.0591294288884337e-15	2.588013104419445e-17	3.90121127899981e-16	1.4029901725154166e-17	6.230943535753034e-16	6.5212463580995725e-18	8.523764018041874e-16	1.708935028911206e-17
53596.17500000367	1.0584163680507608e-15	2.5848342483700833e-17	3.9006038956742255e-16	1.4009377125304915e-17	6.230050650171153e-16	6.5265474398121884e-18	8.520789406355759e-16	1.704730652484591e-17
53596.22500000367	1.0577035937125642e-15	2.581774415477508e-17	3.899992488364386e-16	1.398892408588764e-17	6.229157965525663e-16	6.5320814981473685e-18	8.517811478569058e-16	1.7006586225123e-17
53596.275000003676	1.0569911164045898e-15	2.5788342786642577e-17	3.8993770852429023e-16	1.3968542690571088e-17	6.228265518890093e-16	6.537848526165053e-18	8.514830143657677e-16	1.6967209372113874e-17
53596.32500000368	1.0562789466570351e-15	2.5760145464724147e-17	3.898757714477891e-16	1.3948233027961756e-17	6.227373347337296e-16	6.543848599814095e-18	8.51184531057494e-16	1.692919577814888e-17
53596.37500000368	1.0555670949995459e-15	2.573315961413391e-17	3.898134404232917e-16	1.392799519161902e-17	6.226481487939336e-16	6.550081873428209e-18	8.508856888251331e-16	1.6892565047335413e-17
53596.425000003685	1.054855571960067e-15	2.5707392977642598e-17	3.8975071826670525e-16	1.390782928005894e-17	6.22558997774478e-16	6.556548573730951e-18	8.505864785590913e-16	1.685733652854068e-17
53596.47500000369	1.0541443865111696e-15	2.568284731679958e-17	3.896876077934838e-16	1.3887735396763065e-17	6.224698823726976e-16	6.5632471764512525e-18	8.502868906978576e-16	1.682351910166594e-17
53596.52500000369	1.0534335430047242e-15	2.5659506012483855e-17	3.8962411181864704e-16	1.3867713650171157e-17	6.223807943496854e-16	6.570170816346483e-18	8.499869143416159e-16	1.679109108701788e-17
53596.57500000369	1.052723044937955e-15	2.5637349304796863e-17	3.895602331567628e-16	1.3847764153690421e-17	6.222917238142069e-16	6.5773116997345054e-18	8.496865383412777e-16	1.676002493566131e-17
53596.625000003696	1.0520128958076206e-15	2.5616357768200108e-17	3.8949597462196425e-16	1.3827887025677033e-17	6.222026608750153e-16	6.584662110317226e-18	8.49385751545278e-16	1.6730292866851138e-17
53596.6750000037	1.051303099110032e-15	2.5596512332707166e-17	3.894313390279462e-16	1.3808082389434124e-17	6.22113595640741e-16	6.5922144148604e-18	8.490845427996087e-16	1.6701866911913392e-17
53596.7250000037	1.0505936583410517e-15	2.5577794304371866e-17	3.8936632918796806e-16	1.3788350373196956e-17	6.220245182199187e-16	6.599961068622589e-18	8.487829009478187e-16	1.667471895775782e-17
53596.775000003705	1.0498845769961204e-15	2.5560185384891587e-17	3.8930094791485974e-16	1.3768691110120297e-17	6.219354187209405e-16	6.607894620552013e-18	8.484808148309533e-16	1.6648820789997463e-17
53596.82500000371	1.0491758585702535e-15	2.554366769050817e-17	3.8923519802101735e-16	1.3749104738251732e-17	6.218462872521392e-16	6.616007718206223e-18	8.481782732874962e-16	1.6624144135546553e-17
53596.87500000371	1.0484675065580375e-15	2.5528223769965045e-17	3.8916908231841777e-16	1.3729591400514027e-17	6.217571139216944e-16	6.624293112431411e-18	8.478752651534476e-16	1.660066070460325e-17
53596.925000003714	1.0477595244536578e-15	2.5513836621732647e-17	3.891026036186081e-16	1.3710151244677253e-17	6.216678888376385e-16	6.632743661807944e-18	8.475717792621526e-16	1.657834223203567e-17
53596.97500000372	1.0470519157509115e-15	2.550048971033261e-17	3.8903576473271635e-16	1.3690784423327131e-17	6.215786021078952e-16	6.6413523368572586e-18	8.472678044444007e-16	1.655716051790814e-17
