MJD	LT_IOO_B	LT_IOO_B_err	LT_IOO_V	LT_IOO_V_err	LT_IOO_g	LT_IOO_g_err	LT_IOO_i	LT_IOO_i_err	LT_IOO_r	LT_IOO_r_err	LT_IOO_u	LT_IOO_u_err	LT_IOO_z	LT_IOO_z_err	lascumbres_V	lascumbres_V_err	lascumbres_g'	lascumbres_g'_err	lascumbres_i'	lascumbres_i'_err	lascumbres_r'	lascumbres_r'_err
57270.76375000236	2.4684071979841907e-16	1.0609742142786486e-17	4.599528241642486e-16	2.552827140731687e-17	2.9627908031562776e-16	4.930358633716153e-18	2.2530280938928323e-16	2.996189956145065e-18	3.4490263614180463e-16	4.813669396909073e-18	3.037911523406712e-17	2.5986553677271927e-18	1.3463113410873846e-16	1.4891163633952852e-18	4.620674070035239e-16	1.3790675980199278e-17	2.9469746707038275e-16	8.176140782827464e-18	3.2906244424814695e-16	6.665256264889059e-18	3.8576796011632605e-16	9.973689475294222e-18
57270.813750002366	2.4628347925042283e-16	1.0552143336449427e-17	4.586755333199122e-16	2.546160648415755e-17	2.9568968387927827e-16	4.9317384360393344e-18	2.2491923074767936e-16	2.985966484521009e-18	3.4425285979899573e-16	4.794908249546116e-18	3.026914481241916e-17	2.653069715411102e-18	1.3445741755926795e-16	1.4859412796984364e-18	4.610210445825281e-16	1.370623276439009e-17	2.9421758181561294e-16	8.227493240613955e-18	3.286901195506672e-16	6.7490622876988585e-18	3.851643248800074e-16	1.0141365506644369e-17
57270.86375000237	2.4572956362080966e-16	1.0495768696092525e-17	4.574067857973647e-16	2.5396953212737144e-17	2.9510341481665367e-16	4.9339323382760864e-18	2.245367710117519e-16	2.9760747192455684e-18	3.436056020854163e-16	4.776761981587515e-18	3.0159834387055014e-17	2.7048702999559e-18	1.342839871851179e-16	1.4827839319773435e-18	4.599762813150008e-16	1.3649758058316405e-17	2.9374022004236057e-16	8.286620750336499e-18	3.2831430758579125e-16	6.8348856562793695e-18	3.8456344263605134e-16	1.0309720048646682e-17
57270.91375000237	2.4517899120916507e-16	1.0440477451016023e-17	4.561465562767753e-16	2.5334299310160138e-17	2.9452032772913016e-16	4.936649224765709e-18	2.241554194085475e-16	2.966508313476097e-18	3.429608229086059e-16	4.759199071928143e-18	3.0051215495004936e-17	2.7536460824276377e-18	1.3411084411737442e-16	1.479644254597007e-18	4.589332808235046e-16	1.3623380603335559e-17	2.932653029560544e-16	8.354063774617383e-18	3.2793503688516483e-16	6.922867208989211e-18	3.839652959211638e-16	1.0478674384834242e-17
57270.963750002375	2.446317803219797e-16	1.0386135865092535e-17	4.548948194818567e-16	2.5273633514561302e-17	2.9394047722097178e-16	4.9396165567996714e-18	2.2377516516612394e-16	2.9572611641849818e-18	3.4231848217787327e-16	4.7421890215375344e-18	2.994331968015526e-17	2.799046159468727e-18	1.3393798948720548e-16	1.4765222041239887e-18	4.578922067272022e-16	1.3629094995948532e-17	2.927927517800585e-16	8.430346072832854e-18	3.275523359269161e-16	7.013152267416044e-18	3.833698672898444e-16	1.0648157282623338e-17
57271.01375000238	2.4408794927220917e-16	1.0332617820228983e-17	4.536515501799634e-16	2.521494565580754e-17	2.933639178996305e-16	4.942580931005519e-18	2.2339599751363405e-16	2.9483274355596613e-18	3.4167853980463937e-16	4.7257024593767146e-18	2.983617849362916e-17	2.8407714141017376e-18	1.337654244258928e-16	1.473417760261277e-18	4.568532226447609e-16	1.366871306507896e-17	2.9232248775486117e-16	8.515968470659487e-18	3.2716623313606677e-16	7.105888658390038e-18	3.8277713931418967e-16	1.0818104349899959e-17
57271.06375000238	2.4354751637963887e-16	1.0279805361415754e-17	4.524167231819198e-16	2.5158226721603603e-17	2.9279070437607516e-16	4.945308435289129e-18	2.230179056812166e-16	2.939701581118983e-18	3.4104095570198093e-16	4.70971124204832e-18	2.9729823494131356e-17	2.878567418355125e-18	1.3359315006471743e-16	1.4703309267718104e-18	4.558164921972136e-16	1.3743818705712365e-17	2.9185443213718994e-16	8.611402876621335e-18	3.2677675688480367e-16	7.201224738349923e-18	3.821870945837705e-16	1.0988457426397337e-17
57271.11375000238	2.4301049997064485e-16	1.0227589204762915e-17	4.511903133417342e-16	2.510346891880667e-17	2.9222089126390494e-16	4.947584833938426e-18	2.226408789000776e-16	2.931378364604437e-18	3.404056897850553e-16	4.694188546933583e-18	2.9624286248316145e-17	2.9122184493249937e-18	1.3342116753508007e-16	1.467261732214664e-18	4.547821790107956e-16	1.3855729332271983e-17	2.913885061991754e-16	8.717086712887746e-18	3.263839354928964e-16	7.299307432219268e-18	3.815997157054313e-16	1.1159164008041336e-17
57271.163750002386	2.4247691837849583e-16	1.0175869209038473e-17	4.499722955567212e-16	2.5050665729802222e-17	2.9165453318063613e-16	4.9492156181617555e-18	2.222649064024409e-16	2.9233528795696442e-18	3.397727019706651e-16	4.679108959140933e-18	2.951959833114764e-17	2.941542475651522e-18	1.3324947796838652e-16	1.4642102307884781e-18	4.537504227086705e-16	1.4005191089264338e-17	2.9092464057159333e-16	8.833317428041069e-18	3.259877983712583e-16	7.400229247979923e-18	3.8101498471035783e-16	1.1330166134181175e-17
57271.21375000239	2.4194678994323993e-16	1.0124554813083597e-17	4.487626447671339e-16	2.4999811963786174e-17	2.910916847468015e-16	4.950025949913611e-18	2.2188997742153346e-16	2.9156205674613047e-18	3.391419521775221e-16	4.664448551481235e-18	2.941579132626992e-17	2.966386979508549e-18	1.3307808249618493e-16	1.4611765030334122e-18	4.527212593965981e-16	1.4191457924495037e-17	2.904628127404361e-16	8.959846970251634e-18	3.2558838061009815e-16	7.503822194957969e-18	3.804328806749739e-16	1.1501357520075184e-17
57271.26375000239	2.4142013301176766e-16	1.007356543981528e-17	4.475613359562211e-16	2.4950903802746375e-17	2.9053240058665063e-16	4.949860528235775e-18	2.2151608119158464e-16	2.9081772344920785e-18	3.3851340032596234e-16	4.650184958456847e-18	2.931289682633408e-17	2.986625493066849e-18	1.3290698225003e-16	1.458160656537106e-18	4.516946972953123e-16	1.441319336828626e-17	2.9000301485219012e-16	9.096233322987605e-18	3.25185719040347e-16	7.609834805577943e-18	3.7985338176324807e-16	1.1672619731286195e-17
57271.313750002395	2.408969659378242e-16	1.002283086848837e-17	4.463683441499325e-16	2.4903938842130188e-17	2.899767353276927e-16	4.948583400278791e-18	2.2114320694780424e-16	2.9010190668581012e-18	3.3788700633819657e-16	4.6362974431630866e-18	2.921094643342416e-17	3.0021547447968297e-18	1.327361783615333e-16	1.4551628265221437e-18	4.506707446366114e-16	1.4668841610013193e-17	2.895452390718479e-16	9.242006023221801e-18	3.2477985044272496e-16	7.718014021737957e-18	3.792764661553951e-16	1.1843838590402482e-17
57271.3637500024	2.4037730708217333e-16	9.97229157689344e-18	4.451836444169685e-16	2.4858916125886606e-17	2.894247436010108e-16	4.946077739095384e-18	2.2077134392639217e-16	2.894142644528039e-18	3.3726273013802037e-16	4.62276695784389e-18	2.9109971759345404e-17	3.0128923272336352e-18	1.325656719624335e-16	1.4521831765163007e-18	4.496494096639445e-16	1.4956680595077696e-17	2.8908947757781583e-16	9.39667384849613e-18	3.243708115476089e-16	7.828106883950904e-18	3.7870211204800157e-16	1.2014904029761807e-17
57271.4137500024	2.3986117481239586e-16	9.921899054697173e-18	4.440072118684524e-16	2.4815836175903568e-17	2.8887648004131917e-16	4.942245605495127e-18	2.2040048136447962e-16	2.887544953537058e-18	3.3664053165089575e-16	4.609576197746272e-18	2.901000442603529e-17	3.0187748132910547e-18	1.3239546418449102e-16	1.4492218988026488e-18	4.486307006326371e-16	1.5274873939426563e-17	2.886357225619025e-16	9.559731830912329e-18	3.2395863903547445e-16	7.939861963332682e-18	3.7813029765381786e-16	1.2185709939232158e-17
57271.463750002404	2.393485875032671e-16	9.871616088786782e-18	4.4283902165803696e-16	2.4774701015645293e-17	2.8833199928687736e-16	4.9370077074616106e-18	2.2003060850021586e-16	2.881223396589183e-18	3.3602037080391165e-16	4.596709648569024e-18	2.8911076065918896e-17	3.0197562622414928e-18	1.322255561595525e-16	1.4462792149408623e-18	4.476146258101089e-16	1.5621518964614724e-17	2.881839662291935e-16	9.73066754792075e-18	3.2354336953732353e-16	8.053030578528265e-18	3.77561001201537e-16	1.2356154015865325e-17
57271.51375000241	2.3883956353644247e-16	9.821417021538137e-18	4.4167904898148737e-16	2.4735514187914314e-17	2.8779135597994796e-16	4.930303170801943e-18	2.1966171457262971e-16	2.8751758021100573e-18	3.3540220752577074e-16	4.5841536270365295e-18	2.881321832222393e-17	3.015807069301055e-18	1.3205594901949595e-16	1.4433553761495015e-18	4.46601193476095e-16	1.599468900848535e-17	2.877342007979915e-16	9.908966634433582e-18	3.231250396351818e-16	8.167367814502793e-18	3.7699420093562357e-16	1.2526137616347188e-17
57271.56375000241	2.383341213007466e-16	9.771287982934969e-18	4.40527269076861e-16	2.4698280766574664e-17	2.872546047662815e-16	4.922089327695149e-18	2.1929378882171904e-16	2.8694004316809895e-18	3.3478600174680536e-16	4.571896315507511e-18	2.8716462849423624e-17	3.0069131242222118e-18	1.318866438963234e-16	1.4404506637844317e-18	4.455904119228371e-16	1.6392469006235167e-17	2.8728641849978583e-16	1.0094117502281816e-17	3.227036858625367e-16	8.282633361366806e-18	3.7642987511607137e-16	1.2695565612969027e-17
57271.61375000241	2.378322791921106e-16	9.721227095602379e-18	4.393836572240741e-16	2.4663007362192302e-17	2.867218002953743e-16	4.912341533007227e-18	2.1892682048841164e-16	2.863895985753339e-18	3.3417171339870826e-16	4.559927789342829e-18	2.8620841313520695e-17	2.9930752547472317e-18	1.3171764192207336e-16	1.4375653895233852e-18	4.445822894553393e-16	1.6812984056406855e-17	2.868406115791138e-16	1.0285615285989045e-17	3.222793447047895e-16	8.39859219167975e-18	3.758680020182361e-16	1.2864346253668645e-17
57271.663750002415	2.3733405561359723e-16	9.671244653503489e-18	4.382481887450898e-16	2.4629702121495617e-17	2.8619299722092544e-16	4.901053009983575e-18	2.1856079881451196e-16	2.8586616076517694e-18	3.3355930241480186e-16	4.548240038557136e-18	2.852638539246553e-17	2.9743089408519946e-18	1.3154894422880848e-16	1.4346998957224179e-18	4.4357683439152997e-16	1.7254421233600345e-17	2.86396772293541e-16	1.0482965058361545e-17	3.21852052599706e-16	8.51501509455141e-18	3.753085599326008e-16	1.3032391026538051e-17
57271.71375000242	2.368394689754762e-16	9.621363272411682e-18	4.371208390034765e-16	2.4598374720583028e-17	2.8566825020012226e-16	4.88823473016169e-18	2.1819571304276836e-16	2.8536968859227344e-18	3.3294872872984307e-16	4.536826982211933e-18	2.8433126776484645e-17	2.9506442952414536e-18	1.3138055194875995e-16	1.4318545555930134e-18	4.425740550625303e-16	1.7715045274628134e-17	2.859548929135714e-16	1.0685684376053873e-17	3.2142184593789346e-16	8.63167908415426e-18	3.7475152716459325e-16	1.3199614529094717e-17
57271.76375000242	2.363485376952495e-16	9.571618011134722e-18	4.3600158340456313e-16	2.4569036351741075e-17	2.8514761389462684e-16	4.8739153261309975e-18	2.1783155241677224e-16	2.8490018548362404e-18	3.3233995227997304e-16	4.525684476866711e-18	2.834109716845365e-17	2.9221263154538053e-18	1.3121246621413855e-16	1.429029773331406e-18	4.4157395981283957e-16	1.8193208967672948e-17	2.855149657225677e-16	1.0893305224988656e-17	3.2098876106321947e-16	8.74836769918494e-18	3.741968820343725e-16	1.3365934342490034e-17
57271.813750002424	2.358612801977016e-16	9.52205646142323e-18	4.348903973951124e-16	2.4541699703923057e-17	2.84631142969575e-16	4.8581410381550345e-18	2.1746830618103654e-16	2.844576993227583e-18	3.317329330027832e-16	4.514810318071616e-18	2.8250328284253976e-17	2.8888154234866896e-18	1.3104468815726086e-16	1.426225984185981e-18	4.4057655700053995e-16	1.8687359147351487e-17	2.850769830167085e-16	1.110537543965938e-17	3.2055283427330447e-16	8.864871208736367e-18	3.7364460287662064e-16	1.3531270910738472e-17
57271.86375000243	2.353777149149499e-16	9.472738803316352e-18	4.3378725646321396e-16	2.451637893676564e-17	2.8411889209473447e-16	4.8409756884765275e-18	2.1710596358094243e-16	2.8404232214209693e-18	3.3112763083721246e-16	4.504204235571848e-18	2.8160851853156434e-17	2.8507883203934207e-18	1.3087721891052738e-16	1.4234436545899187e-18	4.395818549975452e-16	1.9196039180745992e-17	2.84640937104882e-16	1.1321459670377691e-17	3.20114101819929e-16	8.980986738556523e-18	3.7309466804034996e-16	1.3695547425035716e-17
57271.91375000243	2.3489786028648225e-16	9.423737822897103e-18	4.32692136138342e-16	2.4493089648090373e-17	2.836109159435328e-16	4.82250067937052e-18	2.1674451386269036e-16	2.8365418964748227e-18	3.3052400572354974e-16	4.493867881405451e-18	2.8072699618144033e-17	2.808139196864384e-18	1.3071005960636563e-16	1.4206832819869947e-18	4.38589862189799e-16	1.971788875424747e-17	2.8420682030863593e-16	1.154113996930341e-17	3.1967259990951933e-16	9.096518330412593e-18	3.7254705588869953e-16	1.3858689713110633e-17
57271.96375000243	2.344217347590062e-16	9.375138887924248e-18	4.3160501199088893e-16	2.447184883496505e-17	2.831072691939006e-16	4.802815008374435e-18	2.1638394627335041e-16	2.832934805534044e-18	3.2992201760335747e-16	4.483804811597718e-18	2.7985903336320957e-17	2.7609813568091855e-18	1.3054321137730895e-16	1.4179453947820987e-18	4.3760058697746533e-16	2.025164166575929e-17	2.837746249621093e-16	1.1764016060857902e-17	3.192283647036001e-16	9.211276945796537e-18	3.720017447987148e-16	1.4020626133571004e-17
57272.013750002436	2.339493567868011e-16	9.327039876418609e-18	4.3052585963244345e-16	2.4452674848177504e-17	2.826080065279859e-16	4.782035287161505e-18	2.1602425006084561e-16	2.8296041573186264e-18	3.2932162641945077e-16	4.47402046055179e-18	2.790049477923541e-17	2.709449330424318e-18	1.303766753559549e-16	1.4152305522258282e-18	4.366140377751987e-16	2.0796122211142475e-17	2.833443434119473e-16	1.1989705355854394e-17	3.187814323192124e-16	9.325080423968026e-18	3.714587131611826e-16	1.4181287475144487e-17
57272.06375000244	2.3348074483166784e-16	9.279551052576449e-18	4.29454654715349e-16	2.4435587340243176e-17	2.8211318263216825e-16	4.76029575611774e-18	2.1566541447390417e-16	2.8265525718484815e-18	3.2872279211601045e-16	4.4645221089015304e-18	2.781650573327305e-17	2.6537015771393992e-18	1.3021045267494767e-16	1.4125393440926008e-18	4.356302230123059e-16	2.1350240640883897e-17	2.82915968017237e-16	1.2217842761659648e-17	3.1833183882939935e-16	9.437753403039562e-18	3.709179393803533e-16	1.434060686067305e-17
57272.11375000244	2.3301591736285326e-16	9.232794883477081e-18	4.2839137293267916e-16	2.4420607206880004e-17	2.8162285219708743e-16	4.737748274956894e-18	2.153074287620862e-16	2.8237830682914973e-18	3.2812547463820625e-16	4.455318843546793e-18	2.7733967999984717e-17	2.5939239085650495e-18	1.300445444670126e-16	1.409872390488078e-18	4.3464915113299687e-16	2.1912988060347684e-17	2.8248949114944664e-16	1.2448080333822348e-17	3.178796202636502e-16	9.549127211649138e-18	3.7037940187384607e-16	1.4498519655751485e-17
57272.163750002444	2.325548928568742e-16	9.186905789622591e-18	4.273359900181885e-16	2.4407756522039335e-17	2.811370699180721e-16	4.714562274875002e-18	2.1495028217572622e-16	2.8212990508793635e-18	3.2752963393261064e-16	4.4464215110065926e-18	2.7652913396494085e-17	2.530333798237387e-18	1.2987895186496613e-16	1.4072303413744818e-18	4.336708305965832e-16	2.2483431058105738e-17	2.8206490519233725e-16	1.2680086807843522e-17	3.1742481260832175e-16	9.659039737699985e-18	3.6984307907233315e-16	1.465496338182372e-17
57272.21375000245	2.3209768979839786e-16	9.142029821428249e-18	4.2628848174604274e-16	2.4397058466489645e-17	2.8065589049462556e-16	4.690924647300566e-18	2.1459396396597947e-16	2.8191042930841196e-18	3.2693522994678227e-16	4.437842662521489e-18	2.757337375582041e-17	2.463185789598359e-18	1.297136760016766e-16	1.4046138762099395e-18	4.326952698776934e-16	2.3060706272859018e-17	2.8164220254190185e-16	1.291354704360881e-17	3.16967451807144e-16	9.767335279750993e-18	3.693089494194273e-16	1.480987763361081e-17
57272.26375000245	2.3164432667923565e-16	9.09832425371792e-18	4.252488239308107e-16	2.438853725006784e-17	2.8017936863093995e-16	4.667039547844023e-18	2.1423846338477977e-16	2.8172029198773415e-18	3.263422226293847e-16	4.429596492345008e-18	2.7495380927268486e-17	2.3927782674559275e-18	1.295487180100772e-16	1.4020237033922851e-18	4.317224774665032e-16	2.3644015049596907e-17	2.812213756062959e-16	1.3148161409381773e-17	3.1650757376158884e-16	9.873864385692153e-18	3.6877699137141254e-16	1.4963204000649992e-17
57272.31375000245	2.3119482199900976e-16	9.055957089801785e-18	4.242169924273087e-16	2.4382218027636022e-17	2.7970755903573933e-16	4.643128084873137e-18	2.138837696848242e-16	2.815599388145702e-18	3.2575057193025474e-16	4.4216987670072544e-18	2.7418966776778995e-17	2.3194619195136396e-18	1.2938407902317787e-16	1.3994605597320807e-18	4.307524618689373e-16	2.423261828839775e-17	2.8080241680576435e-16	1.338364512728062e-17	3.1604521433139606e-16	9.978483682697657e-18	3.6824718339709034e-16	1.511488599282391e-17
57272.363750002456	2.307491942650651e-16	9.01510646630399e-18	4.231929631303717e-16	2.437812680889681e-17	2.792405164224225e-16	4.619427863818361e-18	2.135298721195815e-16	2.8142984653300744e-18	3.2516023780023923e-16	4.4141667476437276e-18	2.7344163187278865e-17	2.2436502798630262e-18	1.292197601740804e-16	1.3969252097671305e-18	4.2978523160687155e-16	2.4825831553105076e-17	2.803853185725801e-16	1.3619727597973498e-17	3.1558040933498416e-16	1.0081055701703026e-17	3.6771950397756145e-16	1.526486896966225e-17
57272.41375000246	2.3030746199245666e-16	8.97595995066494e-18	4.2217671197498397e-16	2.4376290362109962e-17	2.7877829550910586e-16	4.59619235209361e-18	2.1317675994326405e-16	2.8133052062172368e-18	3.2457118019116323e-16	4.4070191033185515e-18	2.7271002059097347e-17	2.1658328043182566e-18	1.290557625959297e-16	1.394418445020339e-18	4.288207952183979e-16	2.5423020479434958e-17	2.7997007335095218e-16	1.3856151718470572e-17	3.151131945499079e-16	1.018144869917445e-17	3.671939316059855e-16	1.5413100073284627e-17
57272.46375000246	2.2986964370408824e-16	8.938713723010867e-18	4.2116821493578867e-16	2.4376736111940492e-17	2.7832095101845185e-16	4.5736900299223285e-18	2.128244224108026e-16	2.8126249279572005e-18	3.239833590558248e-16	4.4002758163184265e-18	2.719951531025702e-17	2.0865909552539166e-18	1.2889208742196768e-16	1.391941083233614e-18	4.278591612579845e-16	2.602359650220503e-17	2.795566735969776e-16	1.40926732039991e-17	3.1464360571328484e-16	1.0279536478317298e-17	3.666704447874405e-16	1.5559528164770443e-17
57272.513750002465	2.294357579303974e-16	8.90357163548255e-18	4.201674480272921e-16	2.437949203153987e-17	2.7786853767819814e-16	4.5522032910245626e-18	2.1247284877791223e-16	2.812263183392306e-18	3.2339673434800024e-16	4.393958078844279e-18	2.712973487689551e-17	2.006617724346996e-18	1.2872873578547137e-16	1.3894939674761672e-18	4.269003382967229e-16	2.662701290663877e-17	2.791451117785629e-16	1.432905992217583e-17	3.1417167852228123e-16	1.0375198211606643e-17	3.6614902203868013e-16	1.5704103763828875e-17
57272.56375000247	2.290058232100854e-16	8.870744142726277e-18	4.1917438730359376e-16	2.4384586529048903e-17	2.7742111022061395e-16	4.532027056167582e-18	2.1212202830097176e-16	2.812225732573723e-18	3.2281126602242564e-16	4.388088180788739e-18	2.7061692713592545e-17	1.926740811240847e-18	1.2856570881983154e-16	1.3870779651592514e-18	4.259443349225401e-16	2.723276119870376e-17	2.787353803753476e-16	1.456509124575859e-17	3.136974486344985e-16	1.0468318266044954e-17	3.656296418879397e-16	1.584677899157801e-17
57272.61375000247	2.2857985808943804e-16	8.840447099228058e-18	4.1818900885819846e-16	2.4392048328753553e-17	2.76978723383201e-16	4.513467068580559e-18	2.117719502371135e-16	2.812518512741193e-18	3.2222691403458337e-16	4.382689389537469e-18	2.6995420793768338e-17	1.847949160710728e-18	1.284030076584967e-16	1.3846939670575795e-18	4.249911597404026e-16	2.784036778259735e-17	2.7832747187865217e-16	1.4800557428311692e-17	3.132209516685078e-16	1.05587860322872e-17	3.651122828747431e-16	1.5987507516311848e-17
57272.66375000247	2.2815788112279064e-16	8.812900421512622e-18	4.172112888240897e-16	2.4401906347093307e-17	2.7654143190822134e-16	4.496837841268472e-18	2.1142260384408866e-16	2.813147606639019e-18	3.216436383409499e-16	4.3777858201335235e-18	2.693095111001913e-17	1.7714215147686043e-18	1.2824063343495984e-16	1.3823428861307159e-18	4.2404082137255017e-16	2.844939092923002e-17	2.7792137879138116e-16	1.503525900590495e-17	3.1274222320420826e-16	1.0646495758538707e-17	3.6459692354968796e-16	1.6126244502049372e-17
57272.71375000248	2.277399108723398e-16	8.788326614388199e-18	4.1624120337335354e-16	2.4414189563747633e-17	2.761092905428979e-16	4.4824602393834325e-18	2.1107397838045105e-16	2.8141192093655122e-18	3.2106139889872674e-16	4.373402297608202e-18	2.686831567448309e-17	1.6985537582386726e-18	1.2807858728285552e-16	1.3800256563864539e-18	4.230933284586998e-16	2.9059418017079216e-17	2.7751709362798615e-16	1.5269006226752987e-17	3.1226129878332566e-16	1.0731346389888509e-17	3.640835424742433e-16	1.6262946559781346e-17
57272.76375000248	2.2732596590849524e-16	8.766949165851664e-18	4.152787287172278e-16	2.442892688814052e-17	2.756823540398002e-16	4.4706586846458254e-18	2.1072606310532016e-16	2.815439593587672e-18	3.2048015566595397e-16	4.369564210055552e-18	2.6807546519238005e-17	1.6309788299156657e-18	1.2791687033580153e-16	1.377743231528332e-18	4.221486896562657e-16	2.9670063025617224e-17	2.7711460891437035e-16	1.5501618509840055e-17	3.1177821390983287e-16	1.0813241413565365e-17	3.6357211822055726e-16	1.63975717012378e-17
57272.81375000248	2.2691606480952797e-16	8.748990816027748e-18	4.1432384110602e-16	2.4446147021548994e-17	2.7526067715632963e-16	4.4617579919987496e-18	2.103788472785521e-16	2.8171150736820947e-18	3.198998686013862e-16	4.366297353871772e-18	2.6748675696624085e-17	1.5705688227636569e-18	1.2775548372758642e-16	1.3754965836709994e-18	4.212069136405716e-16	3.028096426128221e-17	2.767139171878259e-16	1.5732923932929152e-17	3.112930040503921e-16	1.0892088710490889e-17	3.630626293712602e-16	1.6530079295064073e-17
57272.863750002485	2.265102261618593e-16	8.734671710827813e-18	4.133765168287477e-16	2.4465878315209685e-17	2.748443146551629e-16	4.456079859436436e-18	2.10032320160615e-16	2.819151968317219e-18	3.1932049766451915e-16	4.363627770366259e-18	2.6691735279621184e-17	1.519404466430721e-18	1.2759442859199874e-16	1.3732867018242516e-18	4.202680091050807e-16	3.0891782296349746e-17	2.7631501099697585e-16	1.5962758749721138e-17	3.1080570463484536e-16	1.0967800413349409e-17	3.625550545192309e-16	1.6660430025254388e-17
57272.91375000249	2.2610846855996027e-16	8.724207454984539e-18	4.1243673221329393e-16	2.4488148624707172e-17	2.744333213043949e-16	4.4539390520795455e-18	2.0968647101262545e-16	2.8215565619757085e-18	3.187420028155075e-16	4.361581574652765e-18	2.6636757362242953e-17	1.4796950502859084e-18	1.274337060629482e-16	1.371114590454343e-18	4.193319847615861e-16	3.1502198101911094e-17	2.7591788290167505e-16	1.619096693576872e-17	3.1031635105658087e-16	1.1040292771284404e-17	3.620493722674299e-16	1.6788585851759025e-17
57272.96375000249	2.2571081060656553e-16	8.7178070818617e-18	4.1150446362605523e-16	2.451298516096093e-17	2.7402775187700957e-16	4.4556393484076486e-18	2.0934128909635814e-16	2.8243350653967754e-18	3.181643440152735e-16	4.360184777271242e-18	2.6583774059861766e-17	1.4536366491001322e-18	1.2727331727435542e-16	1.368981267740591e-18	4.183988493404732e-16	3.211191135718306e-17	2.75522525472985e-16	1.641739976214068e-17	3.0982497867304387e-16	1.1109486021326608e-17	3.615455612286715e-16	1.6914509973123196e-17
57273.013750002494	2.2531727091257267e-16	8.715670963112384e-18	4.105796874719502e-16	2.454041433825858e-17	2.7362766115178075e-16	4.461469328292053e-18	2.0899676367418163e-16	2.8274935750399794e-18	3.1758748122517687e-16	4.359463098756878e-18	2.6532817509594414e-17	1.4432130407732712e-18	1.271132633602885e-16	1.3668877640145443e-18	4.174686115908802e-16	3.272063891858593e-17	2.751289312930702e-16	1.664191539592251e-17	3.093316228061537e-16	1.1175304266526483e-17	3.6104360002545875e-16	1.7038166791058315e-17
57273.0637500025	2.2492786742414474e-16	8.717980680488963e-18	4.096623798048167e-16	2.457045893558341e-17	2.73233101106576e-16	4.471689199692766e-18	2.0865288433320427e-16	2.831037549916944e-18	3.170113756096582e-16	4.3594403715281325e-18	2.6483918757163863e-17	1.4499413693519168e-18	1.2695354546250735e-16	1.3648350709478259e-18	4.1654128028095027e-16	3.3328113433326166e-17	2.7473709295512687e-16	1.6864378526334556e-17	3.088363187427252e-16	1.1237675360708655e-17	3.6054346728972016e-16	1.7159521876849418e-17
57273.1137500025	2.245426006380026e-16	8.724697522555282e-18	4.087525066107883e-16	2.460307101510533e-17	2.728440509310375e-16	4.48630478106177e-18	2.0830964907001414e-16	2.8349597572597705e-18	3.164360195253161e-16	4.36010329703687e-18	2.6437079983080388e-17	1.473946601967053e-18	1.267941649209987e-16	1.3628229193089467e-18	4.1561686419805353e-16	3.39340820834246e-17	2.7434700306334106e-16	1.7084660015234335e-17	3.0833910173496433e-16	1.1296530799826431e-17	3.600451416626701e-16	1.727854193950041e-17
57273.1637500025	2.2416145242457446e-16	8.735548622545976e-18	4.078500231274473e-16	2.4638127279958202e-17	2.724604121193205e-16	4.5050519574078285e-18	2.0796706485740234e-16	2.839239437949413e-18	3.1586143862349053e-16	4.361398997057982e-18	2.639227255554448e-17	1.513908901427904e-18	1.2663512328733765e-16	1.3608496937374947e-18	4.1469537214897544e-16	3.453830544746661e-17	2.7395865423280626e-16	1.7302636570660358e-17	3.078400070008479e-16	1.135180561974715e-17	3.5954860179457257e-16	1.739519479550844e-17
57273.213750002506	2.2378440375394707e-16	8.750239986472652e-18	4.069548841041784e-16	2.4675500017094173e-17	2.7208208238264707e-16	4.527635350512339e-18	2.076251391064098e-16	2.8438550517254034e-18	3.152876601794613e-16	4.3632722517864785e-18	2.6349466361464465e-17	1.5680313369691981e-18	1.2647642212351321e-16	1.3589137242142582e-18	4.137768129601628e-16	3.5140556468342136e-17	2.735720390894392e-16	1.7518190442184195e-17	3.07339069724627e-16	1.1403438300358323e-17	3.590538263445432e-16	1.7509449340222316e-17
57273.26375000251	2.234114356044835e-16	8.768469744337001e-18	4.060670443278576e-16	2.4715060980698057e-17	2.7170895943712834e-16	4.553744769585342e-18	2.0728387922871462e-16	2.848784985486797e-18	3.1471471146908845e-16	4.365667617093298e-18	2.6308631309568655e-17	1.6343010594618914e-18	1.2631806299159325e-16	1.3570133547888147e-18	4.128611954779178e-16	3.5740619516627547e-17	2.731871502699294e-16	1.773120913669783e-17	3.068363250572155e-16	1.1451370675861293e-17	3.5856079398036327e-16	1.762127552065017e-17
57273.31375000251	2.23042528962672e-16	8.78993049846455e-18	4.051864586227381e-16	2.4756681641423753e-17	2.713409410044223e-16	4.5830594616992535e-18	2.0694329263657893e-16	2.8540076081968016e-18	3.141426197688383e-16	4.368529633092407e-18	2.6269737330079023e-17	1.7106809939118472e-18	1.2616004745370908e-16	1.355146946147545e-18	4.1194852856863944e-16	3.6338289539983734e-17	2.7280398042167045e-16	1.7941585153405725e-17	3.0633180811665726e-16	1.1495547851085041e-17	3.5806948337824985e-16	1.7730644309693535e-17
