MJD	LT_IOO_B	LT_IOO_B_err	LT_IOO_V	LT_IOO_V_err	LT_IOO_g	LT_IOO_g_err	LT_IOO_i	LT_IOO_i_err	LT_IOO_r	LT_IOO_r_err	atlas_c	atlas_c_err	atlas_o	atlas_o_err
58083.28750000137	6.555602182095098e-16	5.639907244975884e-17	8.608470589497288e-16	4.286740884406262e-17	8.336864788493828e-16	4.284352911453098e-17	4.0443531897666634e-16	1.8739986385003094e-17	6.88581068172291e-16	2.870864713695278e-17	7.379680290294102e-16	9.910379002403168e-17	7.408524380114605e-16	5.0519479650305486e-17
58083.33750000137	6.515109191406634e-16	5.704439477898635e-17	8.569719800332837e-16	4.3189579102443104e-17	8.293662868744395e-16	4.3165014783258474e-17	4.0353651641570845e-16	1.8846138223899864e-17	6.863398022516991e-16	2.888612326068443e-17	7.331432866841006e-16	1.0207484822673305e-16	7.391488717209573e-16	5.111030994602575e-17
58083.38750000137	6.474826727446142e-16	5.766902752664561e-17	8.531016273929948e-16	4.350038204473964e-17	8.250531108786348e-16	4.347505276164485e-17	4.0263297464757363e-16	1.8950549921306266e-17	6.840942276437418e-16	2.905746861382689e-17	7.283500727146705e-16	1.0510349893253806e-16	7.374354848714333e-16	5.169804152894716e-17
58083.437500001375	6.434754098484027e-16	5.827260075581957e-17	8.492361377866465e-16	4.379950979509697e-17	8.20747068662539e-16	4.3773334383911143e-17	4.017247850184738e-16	1.9053163005468046e-17	6.818444764014045e-16	2.922250499550201e-17	7.235882083390612e-16	1.0818404291365735e-16	7.35712383825076e-16	5.2282543432364294e-17
58083.48750000138	6.394890618655351e-16	5.88547628979013e-17	8.453756479634098e-16	4.4086669140129954e-17	8.164482780881853e-16	4.4059565283210703e-17	4.008120387587436e-16	1.915392219354206e-17	6.795906804075318e-16	2.9381062498832667e-17	7.188575156629959e-16	1.1131125310250526e-16	7.339796746598706e-16	5.286368986393759e-17
58083.53750000138	6.355235607948547e-16	5.941517959185729e-17	8.415202946677922e-16	4.436158079477631e-17	8.1215685708158585e-16	4.4333464688469975e-17	3.9989482698454206e-16	1.9252775344646422e-17	6.773329713779309e-16	2.953297920722403e-17	7.141578176778651e-16	1.1448033757627314e-16	7.322374631720283e-16	5.344135992635963e-17
58083.587500001384	6.31578839219425e-16	5.995353263421551e-17	8.376702146435186e-16	4.4623978718392966e-17	8.078729236352691e-16	4.459476476860059e-17	3.9897324069957567e-16	1.9349673414803852e-17	6.750714808644895e-16	2.967810090848418e-17	7.094889382585918e-16	1.1768690353164144e-16	7.304858548783709e-16	5.4015437356703234e-17
58083.63750000139	6.276548303054295e-16	6.046951902792143e-17	8.338255446374844e-16	4.487360947803969e-17	8.03596595810767e-16	4.484321002113564e-17	3.9804737079679306e-16	1.9444570413932174e-17	6.728063402582766e-16	2.981628082636325e-17	7.048507021614712e-16	1.2092692293309222e-16	7.287249550187376e-16	5.4585810283036587e-17
58083.68750000139	6.237514678010915e-16	6.096285011965934e-17	8.299864214036577e-16	4.511023165598895e-17	7.993279917412088e-16	4.5078556702603045e-17	3.971173080601008e-16	1.9537423364978588e-17	6.705376807926513e-16	2.9947379369026704e-17	7.002429350219908e-16	1.2419670024598853e-16	7.269548685583859e-16	5.515237099708417e-17
58083.73750000139	6.198686860355972e-16	6.143325081643333e-17	8.261529817070041e-16	4.533361529873564e-17	7.950672296337555e-16	4.5300572297987636e-17	3.961831431660637e-16	1.962819226531941e-17	6.682656335463575e-16	3.007126389395564e-17	6.956654633526225e-16	1.274928424677001e-16	7.251757001903722e-16	5.57150157417687e-17
58083.787500001396	6.160064199180313e-16	6.188045887329046e-17	8.223253623274014e-16	4.554354140481933e-17	7.908144277721912e-16	4.550903502681912e-17	3.9524496668560735e-16	1.9716840050479088e-17	6.659903294466263e-16	3.018780848878506e-17	6.911181145405955e-16	1.3081223153001635e-16	7.233875543379522e-16	5.627364451256542e-17
58083.8375000014	6.121646049363673e-16	6.230422424505697e-17	8.185037000635517e-16	4.5739801449076165e-17	7.86569704519453e-16	4.570373338367912e-17	3.9430286908571854e-16	1.980333256024874e-17	6.637118992722715e-16	3.029689376760687e-17	6.866007168456476e-16	1.3415199905022437e-16	7.21590535156949e-16	5.682816087167128e-17
58083.8875000014	6.083431771564073e-16	6.270430849571648e-17	8.146881317369165e-16	4.5922196941004807e-17	7.823331783201132e-16	4.58844657107543e-17	3.9335694073114617e-16	1.988763850723832e-17	6.614304736567787e-16	3.0398406682239504e-17	6.821130993977545e-16	1.3750950334513928e-16	7.197847465381277e-16	5.73784717740817e-17
58083.937500001404	6.045420732207923e-16	6.308048425987032e-17	8.108787941956161e-16	4.609053901510549e-17	7.781049677029476e-16	4.6051039800668526e-17	3.92407271886104e-16	1.9969729447902433e-17	6.591461830913959e-16	3.049224034803811e-17	6.7765509219484015e-16	1.408823085834594e-16	7.179702921095835e-16	5.79244874047181e-17
58083.98750000141	6.007612303480028e-16	6.343253475130199e-17	8.07075824318351e-16	4.6244648051239615e-17	7.738851912834486e-16	4.62032725275449e-17	3.914539527159568e-16	2.004957975605992e-17	6.568591579282142e-16	3.057829388379893e-17	6.73226526100464e-16	1.4426816593002558e-16	7.161472752390967e-16	5.846612102582416e-17
58084.03750000141	5.970005863313776e-16	6.376025331425564e-17	8.032793590183197e-16	4.638435332318098e-17	7.696739677663622e-16	4.634098950465917e-17	3.904970732889231e-16	2.0127166598922545e-17	6.545695283832699e-16	3.0656472265398975e-17	6.688272328414934e-16	1.476649965259671e-16	7.143157990364947e-16	5.900328883392706e-17
58084.08750000141	5.932600795381483e-16	6.40634430135473e-17	7.994895352471344e-16	4.650949267368246e-17	7.65471415948211e-16	4.646402476702532e-17	3.8953672357776964e-16	2.0202469915634623e-17	6.52277424539598e-16	3.072668619274679e-17	6.644570450057475e-16	1.5107087614734112e-16	7.124759663560199e-16	5.953590982564584e-17
58084.137500001416	5.895396489084922e-16	6.43419162600505e-17	7.95706489998742e-16	4.66199122145072e-17	7.612776547198542e-16	4.6572220477508894e-17	3.885729934614989e-16	2.0275472398322468e-17	6.499829763503386e-16	3.078885196982868e-17	6.601157960396359e-16	1.5448402138896831e-16	7.106278797986709e-16	6.006390567179261e-17
58084.18750000142	5.858392339545917e-16	6.459549446849911e-17	7.919303603133237e-16	4.6715466050042164e-17	7.570928030689688e-16	4.666542665505263e-17	3.876059727270451e-16	2.0346159475638978e-17	6.476863136417946e-16	3.084289139744319e-17	6.558033202457668e-16	1.5790277722766528e-16	7.087716417145681e-16	6.05872005991254e-17
58084.23750000142	5.821587747597245e-16	6.482400774490245e-17	7.881612832812326e-16	4.6796016023205774e-17	7.529169800826361e-16	4.6743500923846174e-17	3.866357510709589e-16	2.041451929879264e-17	6.453875661165094e-16	3.088873167849438e-17	6.515194527805428e-16	1.613256058286011e-16	7.069073542052885e-16	6.110572127928574e-17
58084.287500001425	5.784982119773454e-16	6.502729460116161e-17	7.843993960468952e-16	4.686143148251158e-17	7.487503049498392e-16	4.6806308282285986e-17	3.85662418101096e-16	2.0480542730040366e-17	6.430868633563455e-16	3.092630533559699e-17	6.472640296517418e-16	1.647510764689548e-16	7.050351191262066e-16	6.161939672438135e-17
58084.33750000143	5.748574868302086e-16	6.520520169476723e-17	7.806448358127397e-16	4.691158906923392e-17	7.445928969640511e-16	4.685372089072551e-17	3.8468606333830864e-16	2.054422333360706e-17	6.407843348255483e-16	3.0955550140850044e-17	6.43036887716073e-16	1.681778564638222e-16	7.031550380888348e-16	6.212815818879629e-17
58084.38750000143	5.712365411094819e-16	6.535758359171584e-17	7.768977398431043e-16	4.6946372523796843e-17	7.404448755257044e-16	4.688561787715995e-17	3.837067762181294e-16	2.060555736901518e-17	6.384801098738041e-16	3.097640905770355e-17	6.388378646767247e-16	1.7160470298991226e-16	7.012672124631524e-16	6.263193907677618e-17
58084.43750000143	5.676353171738953e-16	6.548430255096491e-17	7.731582454681464e-16	4.6965672510538145e-17	7.363063601447796e-16	4.69018851599559e-17	3.827246460924505e-16	2.066454378677393e-17	6.361743177393225e-16	3.098883019486143e-17	6.346667990808901e-16	1.7503045571271716e-16	6.993717433799449e-16	6.313067485543475e-17
58084.487500001436	5.640537579488904e-16	6.558522832900862e-17	7.694264900877868e-16	4.696938646021082e-17	7.321774704433271e-16	4.690241528704616e-17	3.817397622312131e-16	2.0721184226403803e-17	6.338670875518824e-16	3.099276677222034e-17	6.305235303172821e-16	1.7845403013234518e-16	6.974687317331028e-16	6.362430297278769e-17
58084.53750000144	5.604918069257914e-16	6.566023800329297e-17	7.657026111756129e-16	4.695741842956226e-17	7.280583261580154e-16	4.688710729087616e-17	3.8075221382408323e-16	2.0775483016738127e-17	6.315585483359045e-16	3.098817709893781e-17	6.264078986136282e-16	1.8187441157201746e-16	6.955582781819778e-16	6.411276278050526e-17
58084.58750000144	5.569494081609867e-16	6.570921581338249e-17	7.619867462827807e-16	4.69296789775797e-17	7.239490471426839e-16	4.685586655867317e-17	3.797620899821413e-16	2.082744717846173e-17	6.292488290134972e-16	3.0975024563723517e-17	6.223197450341555e-16	1.8529064974126817e-16	6.936404831536698e-16	6.459599546106866e-17
58084.637500001445	5.534265062751402e-16	6.5732053018947e-17	7.582790330419705e-16	4.688608505798084e-17	7.198497533708511e-16	4.680860471757418e-17	3.787694797395494e-16	2.0877086428832672e-17	6.269380584075208e-16	3.095327763755977e-17	6.182589114770531e-16	1.8870185381320866e-16	6.917154468453508e-16	6.507394395901642e-17
58084.68750000145	5.499230464523874e-16	6.57286477737645e-17	7.545796091712839e-16	4.682655992769487e-17	7.157605649382788e-16	4.6745239534343915e-17	3.777744720552389e-16	2.0924413188526972e-17	6.246263652446394e-16	3.0922909889094864e-17	6.142252406719329e-16	1.921071879617984e-16	6.897832692265644e-16	6.554655291607458e-17
58084.73750000145	5.464389744395788e-16	6.56989050151057e-17	7.508886124781603e-16	4.675103307116332e-17	7.116816020655548e-16	4.666569482941312e-17	3.767771558145834e-16	2.0969442590552955e-17	6.223138781583731e-16	3.088390001303521e-17	6.102185761772643e-16	1.95505867310991e-16	6.878440500415518e-16	6.601376860984938e-17
58084.787500001454	5.429742365455154e-16	6.564273636796858e-17	7.472061808633313e-16	4.6659440140411613e-17	7.076129851005912e-16	4.6569900405130516e-17	3.757776198310754e-16	2.101219249115523e-17	6.200007256921448e-16	3.0836231871920724e-17	6.062387623778027e-16	1.9889715425290704e-16	6.858978888115164e-16	6.647553889591821e-17
58084.83750000146	5.395287796402192e-16	6.556006006378255e-17	7.435324523247012e-16	4.6551722910942455e-17	7.035548345212012e-16	4.6457791988226676e-17	3.7477595284799957e-16	2.1052683482646878e-17	6.176870363023303e-16	3.077989455177235e-17	6.022856444820025e-16	2.0228035509692028e-16	6.839448848369536e-16	6.693181315306578e-17
58084.88750000146	5.361025511541858e-16	6.545080087329684e-17	7.398675649613019e-16	4.642782925363607e-17	6.995072709376362e-16	4.6329311186500666e-17	3.737722435401128e-16	2.1090938908091684e-17	6.153729383613103e-16	3.071488243214342e-17	5.983590685194197e-16	2.0565481701573165e-16	6.819851371999221e-16	6.738254223148036e-17
58084.93750000146	5.32695499077697e-16	6.531489005352733e-17	7.362116569772179e-16	4.6287713122945296e-17	6.954704150951421e-16	4.618440546000632e-17	3.727665805153064e-16	2.1126984877739932e-17	6.130585601605015e-16	3.064119527125592e-17	5.944588813381008e-16	2.0901992525823444e-16	6.800187447663494e-16	6.782767840372933e-17
58084.987500001465	5.293075719601123e-16	6.515226530873889e-17	7.325648666854927e-16	4.613133456183758e-17	6.914443878765227e-16	4.602302810696331e-17	3.7175905231628295e-16	2.1160850287142478e-17	6.107440299134121e-16	3.055883830691797e-17	5.905849306019573e-16	2.1237510060231436e-16	6.780458061882991e-16	6.826717531834125e-17
58085.03750000147	5.259387189091816e-16	6.496287076557341e-17	7.289273325120793e-16	4.5958659724048973e-17	6.874293103047053e-16	4.5845138264859574e-17	3.707497474222308e-16	2.1192566836830274e-17	6.084294757586758e-16	3.046782237410981e-17	5.867370647881336e-16	2.1571979702362568e-16	6.760664199062506e-16	6.870098795582386e-17
58085.08750000147	5.225888895903925e-16	6.474665696255774e-17	7.252991929997565e-16	4.576966091436963e-17	6.834253035452581e-16	4.5650700927311445e-17	3.6973875425048984e-16	2.122216905345996e-17	6.061150257631014e-16	3.036816404017092e-17	5.829151331843618e-16	2.190534995590234e-16	6.740806841514049e-16	6.912907258699436e-17
58085.137500001474	5.192580342263009e-16	6.450358085441444e-17	7.216805868120659e-16	4.5564316647905453e-17	6.794324889089838e-16	4.54396869773586e-17	3.6872616115821434e-16	2.124969431229938e-17	6.038008079246927e-16	3.025988575868047e-17	5.79118985886303e-16	2.2237572234561727e-16	6.720886969479273e-16	6.955138673345828e-17
58085.18750000148	5.159461035959153e-16	6.423360583165391e-17	7.180716527372437e-16	4.534261172935746e-17	6.754509878544717e-16	4.521207323809119e-17	3.677120564440548e-16	2.1275182860939877e-17	6.014869501757023e-16	3.0143016043231946e-17	5.753484737948838e-16	2.2568600681847566e-16	6.70090556115219e-16	6.996788913012318e-17
58085.23750000148	5.126530490340511e-16	6.393670175621817e-17	7.144725296921593e-16	4.51045373536412e-17	6.714809219906774e-16	4.496784254168808e-17	3.6669652834981003e-16	2.1298677844081122e-17	5.991735803856561e-16	3.0017589662469365e-17	5.716034486136174e-16	2.2898392005179386e-16	6.680863592702148e-16	7.037853968962302e-17
58085.28750000148	5.093788224307407e-16	6.361284501401234e-17	7.108833567262391e-16	4.485009122936877e-17	6.675224130794505e-16	4.470698381803398e-17	3.65679665062101e-16	2.1320225329250186e-17	5.968608263643964e-16	2.988364785788598e-17	5.67883762845917e-16	2.3226905322998733e-16	6.660762038296035e-16	7.078329946854081e-17
58085.337500001486	5.061233762306297e-16	6.326201858543173e-17	7.073042730254131e-16	4.457927772700227e-17	6.6357558303815e-16	4.44294922045086e-17	3.6466155471403616e-16	2.1339874333288977e-17	5.945488158651051e-16	2.9741238586079174e-17	5.641892697923989e-16	2.3554102023655157e-16	6.640601870121236e-16	7.118213063533697e-17
58085.38750000149	5.028866634324086e-16	6.28842121351903e-17	7.037354179160651e-16	4.429210805372028e-17	6.596405539421344e-16	4.4135369178589593e-17	3.63642285386869e-16	2.1357676849428525e-17	5.922376765873382e-16	2.9590416787301824e-17	5.605198235481798e-16	2.3879945634983366e-16	6.620384058407899e-16	7.157499643985682e-17
58085.43750000149	4.996686375882368e-16	6.247942212303731e-17	7.00176930868948e-16	4.398860045746452e-17	6.557174480274443e-16	4.382462271535661e-17	3.626219451116706e-16	2.1373687874768882e-17	5.899275361800534e-16	2.9431244682424403e-17	5.568752790001604e-16	2.420440170359574e-16	6.600109571451647e-16	7.196186118436232e-17
58085.487500001494	4.964692528032012e-16	6.20476519371787e-17	6.966289515031614e-16	4.366878046293894e-17	6.518063876932807e-16	4.349726747221737e-17	3.6160062187098434e-16	2.1387965437945562e-17	5.876185222446539e-16	2.926379210055318e-17	5.532554918243029e-16	2.4527437683015507e-16	6.579779375635982e-16	7.2342690195979e-17
58085.5375000015	4.932884637347896e-16	6.158891205266007e-17	6.93091619590056e-16	4.3332681142789203e-17	6.479074955045958e-16	4.315332500364716e-17	3.6057840360049254e-16	2.14005706267706e-17	5.853107623379828e-16	2.9088136839853206e-17	5.496603184829015e-16	2.4849022829864725e-16	6.5593944354548265e-16	7.271744980048356e-17
58085.5875000015	4.901262255923561e-16	6.110322021722938e-17	6.895650750572278e-16	4.2980343427731964e-17	6.440208941947393e-16	4.2792824009073167e-17	3.595553781906733e-16	2.1411567615594793e-17	5.830043839753862e-16	2.8904365064374324e-17	5.460896162218431e-16	2.516912810739909e-16	6.538955713534828e-16	7.308610729737233e-17
58085.6375000015	4.869824941366304e-16	6.059060166775677e-17	6.860494579924243e-16	4.261181645988743e-17	6.401467066679309e-16	4.2415800617620864e-17	3.585316334884647e-16	2.1421023692138515e-17	5.806995146337168e-16	2.8712571739933406e-17	5.425432430678587e-16	2.5487726095753067e-16	6.518464170657757e-16	7.344863093611102e-17
58085.687500001506	4.838572256792158e-16	6.005108938073781e-17	6.825449086475327e-16	4.222715799434478e-17	6.362850560019213e-16	4.202229871400732e-17	3.5750725729892e-16	2.1429009283505863e-17	5.783962817543602e-16	2.8512861112462375e-17	5.390210578257738e-16	2.580479090832157e-16	6.49792076578303e-16	7.380498989354082e-17
58085.73750000151	4.807503770821283e-16	5.948472436105319e-17	6.790515674425165e-16	4.182643485466325e-17	6.324360654505437e-16	4.161237031054005e-17	3.564823373868713e-16	2.1435597981080035e-17	5.760948127462648e-16	2.830534723250362e-17	5.355229200757422e-16	2.6120298113759554e-16	6.477326456069818e-16	7.415515425233869e-17
58085.78750000151	4.776619057573275e-16	5.889155597387483e-17	6.755695749693691e-16	4.140972344895158e-17	6.285998584462994e-16	4.118607597097532e-17	3.5545696147858425e-16	2.144086656397641e-17	5.73795234988964e-16	2.809015452995711e-17	5.320486901704836e-16	2.6434224663131614e-16	6.456682196899418e-16	7.449909498050866e-17
58085.837500001515	4.745917696662712e-16	5.827164232546055e-17	6.720990719960865e-16	4.0977110354215604e-17	6.247765586029566e-16	4.074348529295603e-17	3.544312172634182e-16	2.144489502070658e-17	5.71497675835591e-16	2.7867418443519656e-17	5.285982292325069e-16	2.6746548821788306e-16	6.435988941897633e-16	7.483678391182946e-17
58085.88750000152	4.715399273194913e-16	5.762505069957595e-17	6.686401994706265e-16	4.0528692977852725e-17	6.209662897181221e-16	4.0284677456866966e-17	3.5340519239547483e-16	2.1447766568683173e-17	5.692022626159015e-16	2.7637286109681024e-17	5.251713991513308e-16	2.7057250105585603e-16	6.415247642956724e-16	7.516819372722504e-17
58085.93750000152	4.685063377761732e-16	5.695185805753154e-17	6.651930985248623e-16	4.0064580306590864e-17	6.171691757758308e-16	3.980974185013798e-17	3.5237897449526885e-16	2.1449567671165465e-17	5.669091226393057e-16	2.739991711659357e-17	5.217680625806943e-16	2.7366309221100345e-16	6.39445925025797e-16	7.549329793698894e-17
58085.98750000152	4.654909606437509e-16	5.625215161121361e-17	6.617579104785712e-16	3.958489375489418e-17	6.133853409491772e-16	3.931877877769094e-17	3.513526511513703e-16	2.145038805124163e-17	5.646183831978626e-16	2.715548432855668e-17	5.183880829357697e-16	2.7673708009526035e-16	6.3736247122934e-16	7.581207086384341e-17
58086.03750000153	4.624937560775346e-16	5.552602948025171e-17	6.583347768433807e-16	3.90897681267299e-17	6.096149096028833e-16	3.881190027099143e-17	3.5032630992206965e-16	2.1450320702375924e-17	5.62330171569327e-16	2.690417478736413e-17	5.150313243903625e-16	2.797942939396248e-16	6.3527449758884e-16	7.612448762677897e-17
58086.08750000153	4.595146847803282e-16	5.477360144656681e-17	6.549238393267638e-16	3.857935270699073e-17	6.058580062958811e-16	3.828923101026006e-17	3.493000383370199e-16	2.14494618950882e-17	5.600446150201514e-16	2.66461906972189e-17	5.116976518741081e-16	2.828345732983909e-16	6.331820986223495e-16	7.643052412563035e-17
58086.13750000153	4.565537080020691e-16	5.399498982202572e-17	6.515252398360011e-16	3.8053812501535876e-17	6.021147557839292e-16	3.7750909377117845e-17	3.482739238989055e-16	2.1447911179241746e-17	5.577618408085047e-16	2.6381750500410278e-17	5.083869310696656e-16	2.8585776758234395e-16	6.310853686856491e-16	7.673015702636636e-17
58086.187500001535	4.536107875394978e-16	5.319033044806954e-17	6.481391204821776e-16	3.7513329648108345e-17	5.983852830222585e-16	3.719708865783656e-17	3.472480540850879e-16	2.1445771381435726e-17	5.554819761872928e-16	2.6111090051448296e-17	5.050990284099049e-16	2.8886373561875246e-16	6.289844019744533e-16	7.70233637470523e-17
58086.23750000154	4.506858857358252e-16	5.2359773849855806e-17	6.447656235841382e-16	3.695810502412602e-17	5.946697131680883e-16	3.6627938421195673e-17	3.4622251634925647e-16	2.1443148596965847e-17	5.532051484071795e-16	2.583446389773818e-17	5.01833811075091e-16	2.9185234523619336e-16	6.268792925266273e-16	7.731012244444916e-17
58086.28750000154	4.477789654804259e-16	5.15034865721451e-17	6.41404891672497e-16	3.63883600820745e-17	5.909681715833363e-16	3.6043646099276555e-17	3.4519739812308503e-16	2.1440152175785505e-17	5.509314847195893e-16	2.555214667530396e-17	4.985911469900604e-16	2.948234728724003e-16	6.247701342243575e-16	7.759041200122616e-17
58086.337500001544	4.44889990208522e-16	5.062165272970559e-17	6.380570674936184e-16	3.580433894844896e-17	5.872807838371531e-16	3.5444418804938346e-17	3.441727868178822e-16	2.1436894701886763e-17	5.486611123797363e-16	2.5264434628342963e-17	4.953709048213998e-16	2.9777700320349045e-16	6.226570207963636e-16	7.786421201375578e-17
58086.38750000155	4.420189239009271e-16	4.9714475812131174e-17	6.347222940136173e-16	3.520631082885546e-17	5.836076757085401e-16	3.4830485426049584e-17	3.431487698262516e-16	2.143349196550572e-17	5.463941586496343e-16	2.4971647261563224e-17	4.921729539746153e-16	3.007128287930633e-16	6.205400458201152e-16	7.813150278046409e-17
58086.43750000155	4.391657310837586e-16	4.878218079156054e-17	6.314007144223396e-16	3.4594572769519124e-17	5.799489731890391e-16	3.420209904444016e-17	3.4212543452372595e-16	2.143006292754549e-17	5.44130750801115e-16	2.467412913418642e-17	4.889971645913e-16	3.0363084975978866e-16	6.184193027239617e-16	7.839226529071087e-17
58086.48750000155	4.3633037682819384e-16	4.782501659266049e-17	6.280924721373691e-16	3.3969452834721016e-17	5.763048024852732e-16	3.355953973700257e-17	3.411028682704335e-16	2.1426729675578153e-17	5.418710161188417e-16	2.4372251804249515e-17	4.858434075462991e-16	3.0653097346221516e-16	6.162948847893908e-16	7.864648121417696e-17
58086.537500001556	4.3351282675022883e-16	4.6843258997860946e-17	6.247977108080441e-16	3.333131377077052e-17	5.72675290021616e-16	3.290311782779833e-17	3.4008115841274065e-16	2.1423617370816613e-17	5.3961508190332255e-16	2.4066415931144114e-17	4.827115544448723e-16	3.0941311419964107e-16	6.141668851531669e-16	7.889413289073889e-17
58086.58750000156	4.3071304701045293e-16	4.5837214077921533e-17	6.215165743194411e-16	3.268055724035522e-17	5.69060562442777e-16	3.2233177674236377e-17	3.390603922849082e-16	2.1420854185401684e-17	5.37363075473925e-16	2.3757053543221105e-17	4.796014776198498e-16	3.1227719292796846e-16	6.120353968095235e-16	7.91352033207997e-17
58086.63750000156	4.279310043138471e-16	4.480722225968367e-17	6.182492067964081e-16	3.2017628726994976e-17	5.654607466164368e-16	3.1550102087365e-17	3.380406572107383e-16	2.1418571229401776e-17	5.351151241718993e-16	2.34446304755496e-17	4.765130501287916e-16	3.151231369895663e-16	6.099005126123596e-16	7.936967615607634e-17
58086.687500001564	4.251666659095811e-16	4.375366317043393e-17	6.149957526075594e-16	3.134302322824771e-17	5.618759696359321e-16	3.0854317507506736e-17	3.370220405052204e-16	2.141690246688168e-17	5.328713553633845e-16	2.3129648980353755e-17	4.734461457511379e-16	3.179508798562344e-16	6.077623252773882e-16	7.959753569079962e-17
58086.73750000157	4.2241999959084e-16	4.267696143387403e-17	6.117563563693036e-16	3.065729187900891e-17	5.583063588228273e-16	3.0146300082175426e-17	3.3600462947619226e-16	2.1415984620459088e-17	5.306318964424298e-16	2.2812650509177228e-17	4.704006389853615e-16	3.207603608844239e-16	6.056209273843513e-16	7.981876685332856e-17
58086.78750000157	4.19690973694657e-16	4.157759363812013e-17	6.085311629498693e-16	2.996104967309559e-17	5.54752041729562e-16	2.942658282457993e-17	3.3498851142597245e-16	2.1415957063762713e-17	5.283968748340005e-16	2.249421866094692e-17	4.673764050461174e-16	3.2355152508196203e-16	6.034764113791506e-16	8.0033355198159e-17
58086.83750000157	4.1697955710177104e-16	4.0456096755437e-17	6.053203174733242e-16	2.9254984483197336e-17	5.512131461421181e-16	2.869576406998434e-17	3.339737736530279e-16	2.141696170124031e-17	5.261664179970005e-16	2.2174982283849592e-17	4.64373319861389e-16	3.263243228855454e-16	6.013288695760489e-16	8.024128689830115e-17
58086.887500001576	4.1428571923647835e-16	3.931307837024404e-17	6.021239653236134e-16	2.853986761672576e-17	5.476898000826304e-16	2.795451749420591e-17	3.3296050345361204e-16	2.1419142834834525e-17	5.239406534272979e-16	2.1855618710618368e-17	4.613912600696343e-16	3.2907870994836743e-16	5.991783941598183e-16	8.04425487380228e-17
58086.93750000158	4.11609430066527e-16	3.814922917280799e-17	5.989422521485844e-16	2.781656618847143e-17	5.441821318120368e-16	2.7203604016248597e-17	3.319487881234146e-16	2.14226470170496e-17	5.217197086607127e-16	2.1536857096407113e-17	4.584301030169304e-16	3.318146469372522e-16	5.970250771879223e-16	8.063712810593826e-17
58086.98750000158	4.089506601030026e-16	3.696533830888617e-17	5.957753238640349e-16	2.708605764091325e-17	5.406902698327565e-16	2.6443885977191402e-17	3.3093871495920957e-16	2.1427622890042445e-17	5.1950371127606375e-16	2.12194818152238e-17	4.554897267541157e-16	3.3453209933874223e-16	5.948690105926587e-16	8.082501298843679e-17
58087.037500001585	4.063093804002468e-16	3.5762312351476015e-17	5.926233266577478e-16	2.6349446798358204e-17	5.372143428913159e-16	2.567634407126599e-17	3.299303712605126e-16	2.1434221010397806e-17	5.172927888981661e-16	2.0904335854703067e-17	4.525700100339316e-16	3.3723103727361183e-16	5.92710286183342e-16	8.100619196342462e-17
58087.08750000159	4.036855625557702e-16	3.4541198895215e-17	5.894864069935524e-16	2.5607985901106978e-17	5.337544799809879e-16	2.4902097605430345e-17	3.2892384433121997e-16	2.1442593659370265e-17	5.150870692008519e-16	2.059232412941738e-17	4.49670832308163e-16	3.399114353193188e-16	5.9054899564844e-16	8.118065419438168e-17
58087.13750000159	4.0107917871020434e-16	3.330321608716627e-17	5.86364711615362e-16	2.4863098126282073e-17	5.303108103444942e-16	2.412242877973061e-17	3.2791922148125724e-16	2.145289463843773e-17	5.128866799099954e-16	2.0284416609640198e-17	4.467920737247795e-16	3.4257327233995345e-16	5.883852305577458e-16	8.13483894247233e-17
58087.18750000159	3.984902015472459e-16	3.204978982850291e-17	5.832583875512417e-16	2.4116405156643353e-17	5.268834634765932e-16	2.3338811812736357e-17	3.269165900282362e-16	2.1465279050133182e-17	5.106917488065187e-16	1.9981651135502493e-17	4.4393361512507334e-16	3.452165313232514e-16	5.862190823645447e-16	8.150938797244398e-17
58087.237500001596	3.9591860429363727e-16	3.078260094748783e-17	5.801675821174625e-16	2.336975939542689e-17	5.234725691268763e-16	2.2552947877106926e-17	3.2591603729909404e-16	2.1479903064233214e-17	5.085024037294267e-16	1.9685135756045382e-17	4.410953380407991e-16	3.478411992242928e-16	5.840506424077184e-16	8.166364072503988e-17
58087.2875000016	3.933643607191399e-16	2.950364540596034e-17	5.770924429225735e-16	2.2625281424339905e-17	5.200782573022764e-16	2.176680694828287e-17	3.2491765063174687e-16	2.1496923669496794e-17	5.063187725787981e-16	1.9396050399424612e-17	4.382771246913122e-16	3.504472668155163e-16	5.818800019139436e-16	8.181113913471411e-17
58087.3375000016	3.9082744513653836e-16	2.821531162366918e-17	5.740331178714705e-16	2.1885403231145242e-17	5.1670065826983e-16	2.098267777805018e-17	3.239215173767396e-16	2.151649841129675e-17	5.041409833188454e-16	1.9115647645811587e-17	4.3547885798070835e-16	3.5303472854271494e-16	5.797072519998218e-16	8.195187521382834e-17
58087.387500001605	3.883078324016577e-16	2.6920480365434093e-17	5.709897551694681e-16	2.1152917543008472e-17	5.133399025593413e-16	2.0203227236417205e-17	3.2292772489888955e-16	2.1538785115617957e-17	5.019691639808971e-16	1.8845252340569198e-17	4.327004214949604e-16	3.5560358238669226e-16	5.775324836740091e-16	8.208584153061768e-17
