MJD	LT_IOO_B	LT_IOO_B_err	LT_IOO_V	LT_IOO_V_err	LT_IOO_g	LT_IOO_g_err	LT_IOO_i	LT_IOO_i_err	LT_IOO_r	LT_IOO_r_err	atlas_c	atlas_c_err	atlas_o	atlas_o_err
58098.48750000225	1.3603550667219287e-16	1.0780179665293175e-16	2.298201930207264e-16	7.191467066671496e-17	1.6040268275496316e-16	6.882320609108177e-17	1.7223844071906597e-16	3.2813066183982585e-17	1.9699364334992198e-16	4.272660883264846e-17	1.4953337374440525e-16	5.608486848734909e-16	2.0795206745687959e-16	1.2612220477682313e-17
58098.537500002254	1.3578171289527995e-16	1.0666589643276807e-16	2.292633958674247e-16	7.114842260129231e-17	1.6029927376660793e-16	6.805211626917345e-17	1.717875944574977e-16	3.2623197856757825e-17	1.9638244727314789e-16	4.225167498561681e-17	1.492582915599307e-16	5.604959601677329e-16	2.0733928408143388e-16	1.2532473781724907e-17
58098.58750000226	1.3553240473371272e-16	1.055161172866675e-16	2.287112235435723e-16	7.037333910905935e-17	1.6020743013359785e-16	6.727309745881361e-17	1.7133800616103133e-16	3.2431139320049326e-17	1.9577811531507555e-16	4.177204118870758e-17	1.4898904573154681e-16	5.60132586091753e-16	2.0673240406047353e-16	1.2455280810521316e-17
58098.63750000226	1.3528754707903742e-16	1.0435256445128681e-16	2.2816362756054727e-16	6.958950698134946e-17	1.601271401058403e-16	6.648626361636297e-17	1.708896661165883e-16	3.223691497810142e-17	1.9518065444388432e-16	4.1287778608625397e-17	1.487256063351396e-16	5.597585297531745e-16	2.0613133655310017e-16	1.237988541435629e-17
58098.68750000226	1.3504710494793212e-16	1.0317534532220933e-16	2.276205595074387e-16	6.879701487803869e-17	1.6005839213170656e-16	6.569173117689739e-17	1.7044256461968798e-16	3.204054976120605e-17	1.9459007175339395e-16	4.079896005959528e-17	1.4846794354547142e-16	5.593737574109792e-16	2.055359908174878e-16	1.2305551192900385e-17
58098.737500002266	1.3481104348088082e-16	1.0198456949195867e-16	2.2708197104995777e-16	6.799595337488556e-17	1.6000117485773258e-16	6.488961912302066e-17	1.69996691974322e-16	3.184206913386102e-17	1.9400637446328947e-16	4.030566005394941e-17	1.4821602763333982e-16	5.58978234474964e-16	2.049462762089811e-16	1.2231569272948212e-17
58098.78750000227	1.3457932794086e-16	1.00780348789291e-16	2.265478139293155e-16	6.718641501373506e-17	1.5995547712845368e-16	6.408004905772368e-17	1.6955203849280698e-16	3.164149910315228e-17	1.93429569919328e-16	3.980795485585037e-17	1.479698289627181e-16	5.5857192550521805e-16	2.0436210217833343e-16	1.2157265588538035e-17
58098.83750000227	1.3435192371201172e-16	9.956279731981153e-17	2.260180399611384e-16	6.636849435584058e-17	1.5992128798622665e-16	6.326314528174238e-17	1.691085944956515e-16	3.1438866227380936e-17	1.928596655935893e-16	3.9305922538492713e-17	1.4772931798788674e-16	5.581547942116208e-16	2.0378337826981986e-16	1.2082007696695137e-17
58098.887500002274	1.3412879629833185e-16	9.833203150802507e-17	2.2549260103436735e-16	6.554228803856946e-17	1.598985966709938e-16	6.243903487568724e-17	1.6866635031141495e-16	3.1234197624932124e-17	1.9229666908468982e-16	3.879964304499231e-17	1.4749446525054591e-16	5.577268034533615e-16	2.0321001411942625e-16	1.2005211183559057e-17
58098.93750000228	1.339099113223633e-16	9.708817014085442e-17	2.2497144911015373e-16	6.470789483583236e-17	1.598873926200998e-16	6.160784778744902e-17	1.682252962765688e-16	3.1027520983389295e-17	1.917405881180195e-16	3.828919825337288e-17	1.4726524137691733e-16	5.572879152384807e-16	2.026419194530376e-16	1.192634573305532e-17
58098.98750000228	1.3369523452387923e-16	9.583133441274302e-17	2.2445453622077625e-16	6.38654157225826e-17	1.5988766546809628e-16	6.076971692533302e-17	1.6778542273536296e-16	3.0818864568903374e-17	1.911914305459648e-16	3.777467204598259e-17	1.4704161707482855e-16	5.568380907234338e-16	2.0207900408458833e-16	1.1844940944185241e-17
58099.03750000228	1.334847317585746e-16	9.456164797243023e-17	2.239418144685328e-16	6.301495394378805e-17	1.5989940504658522e-16	5.992477825748296e-17	1.6734672003968779e-16	3.060825723580893e-17	1.9064920434815464e-16	3.725615038377288e-17	1.468235631307837e-16	5.563772902126776e-16	2.0152117791423745e-16	1.1760591994065545e-17
58099.087500002286	1.3327836899678014e-16	9.327923697148931e-17	2.2343323602465145e-16	6.215661508832757e-17	1.5992260138401452e-16	5.907317091811231e-17	1.669091785489291e-16	3.0395728436505693e-17	1.9011391763169955e-16	3.673372138590032e-17	1.4661105040701842e-16	5.55905473158281e-16	2.0096835092654868e-16	1.1672965250722502e-17
58099.13750000229	1.3307611232214206e-16	9.198423011476862e-17	2.2292875312820256e-16	6.129050716831293e-17	1.5995724470545592e-16	5.821503732135554e-17	1.6647278862984476e-16	3.0181308231592004e-17	1.895855786314126e-16	3.6207475415153624e-17	1.4640404983853887e-16	5.554225981595585e-16	2.004204331886838e-16	1.1581803944447012e-17
58099.18750000229	1.3287792793033502e-16	9.067675871283635e-17	2.2242831808500106e-16	6.041674070442772e-17	1.600033254324738e-16	5.735052328334972e-17	1.660375406564055e-16	2.996502730027176e-17	1.8906419571006612e-16	3.5677505169817447e-17	1.4620253243014605e-16	5.549286229627299e-16	1.9987733484855236e-16	1.1486934007663596e-17
58099.237500002295	1.326837821277688e-16	8.935695673659225e-17	2.2193188326651183e-16	5.953542881790428e-17	1.6006083418290917e-16	5.647977815346544e-17	1.6560342500968052e-16	2.97469169510121e-17	1.885497773586311e-16	3.5143905782595127e-17	1.4600646925344238e-16	5.544235044606041e-16	1.9933896613299747e-16	1.1388270191309914e-17
58099.2875000023	1.3249364133029548e-16	8.802496087419965e-17	2.2143940110877646e-16	5.864668732990504e-17	1.601297617707576e-16	5.560295495567397e-17	1.6517043207768058e-16	2.952700913248082e-17	1.8804233219651561e-16	3.460677492733215e-17	1.4581583144382303e-16	5.539071986922898e-16	1.988052373459966e-16	1.128582256016221e-17
58099.3375000023	1.3230747206191518e-16	8.668091059051737e-17	2.2095082411130201e-16	5.775063486913257e-17	1.6021009920594045e-16	5.4720210541015696e-17	1.647385522552372e-16	2.930533644474122e-17	1.8754186897181925e-16	3.406621293437652e-17	1.4563059019745083e-16	5.533796608429317e-16	1.9827605886681988e-16	1.1179703458681179e-17
58099.3875000023	1.3212524095349996e-16	8.532494818922099e-17	2.204661048359888e-16	5.684739298862138e-17	1.6030183769414865e-16	5.3831705752536097e-17	1.6430777594385044e-16	2.908193215072104e-17	1.8704839656156993e-16	3.352232291547775e-17	1.4545071676821227e-16	5.528408452434761e-16	1.97751341148211e-16	1.1070135022373973e-17
58099.43750000231	1.3194691474150097e-16	8.395721887786619e-17	2.1998519590604072e-16	5.593708629281386e-17	1.6040496863671508e-16	5.2937605603980706e-17	1.6387809355155998e-16	2.885683018794518e-17	1.8656192397198782e-16	3.297521089930027e-17	1.4527618246465892e-16	5.52290705370462e-16	1.972309947145929e-16	1.0957457284114732e-17
58099.48750000231	1.31772460266676e-16	8.257787083612729e-17	2.1950805000487641e-16	5.501984257615652e-17	1.605194836303534e-16	5.203807947382029e-17	1.6344949549280727e-16	2.863006518053249e-17	1.8608246033872722e-16	3.242498597873331e-17	1.4510695864692924e-16	5.517291938458437e-16	1.9671493016023345e-16	1.0842136888094855e-17
58099.53750000231	1.316018444728059e-16	8.118705528752169e-17	2.1903461987504302e-16	5.4095792974684033e-17	1.606453744671025e-16	5.113330131650179e-17	1.6302197218829236e-16	2.8401672451460345e-17	1.8561001492713846e-16	3.187176047135215e-17	1.4494301672365397e-16	5.511562624368409e-16	1.962030581474263e-16	1.0724776372339761e-17
58099.587500002315	1.3143503440542218e-16	7.97849265749357e-17	2.1856485831713798e-16	5.316507213219529e-17	1.6078263313415115e-16	5.0223449892901995e-17	1.6259551406484387e-16	2.8171688035083805e-17	1.8514459713251876e-16	3.1315650094547275e-17	1.44784328148842e-16	5.505718620558205e-16	1.9569528940470179e-16	1.0606123909387343e-17
58099.63750000232	1.3127199721053222e-16	7.83716422403671e-17	2.1809871818872134e-16	5.2227818382984964e-17	1.6093125181354382e-16	4.930870902229876e-17	1.621701115552747e-16	2.7940148689913705e-17	1.8468621648036732e-16	3.0756774157098605e-17	1.4463086441875021e-16	5.499759427602094e-16	1.951915347249815e-16	1.048708329915174e-17
58099.68750000232	1.311127001333547e-16	7.694736310928629e-17	2.176361524032313e-16	5.128417395332113e-17	1.610912228822427e-16	4.838926785875162e-17	1.6174575509825037e-16	2.7707091911637638e-17	1.8423488262666017e-16	3.0195255769190585e-17	1.4448259706873108e-16	5.493684537524393e-16	1.946917049637965e-16	1.0368723882894967e-17
58099.737500002324	1.3095711051703967e-16	7.551225338016486e-17	2.1717711392890664e-16	5.0334285184208927e-17	1.6126253891183476e-16	4.7465321194766125e-17	1.6132243513815055e-16	2.747255594638736e-17	1.8379060535809465e-16	2.963122207312914e-17	1.4433949767006474e-16	5.487493433799251e-16	1.941957110374535e-16	1.0252289889384328e-17
58099.78750000233	1.3080519580141713e-16	7.406648071973749e-17	2.1672155578770608e-16	4.93783027784824e-17	1.6144519266837027e-16	4.6537069796044664e-17	1.6090014212492685e-16	2.7236579804227094e-17	1.8335339459236317e-16	2.9064804497429896e-17	1.442015378267705e-16	5.481185591350759e-16	1.9370346392124079e-16	1.0139208531826424e-17
58099.83750000233	1.3065692352172404e-16	7.261021636469315e-17	2.1626943105422448e-16	4.841638207567662e-17	1.6163917711229091e-16	4.5604720771389576e-17	1.6047886651396995e-16	2.699920327286926e-17	1.8292326037841875e-16	2.8496139037258916e-17	1.4406868917239743e-16	5.474760476553427e-16	1.9321487464759803e-16	1.0031095951597597e-17
58099.88750000233	1.30512261307351e-16	7.114363523062034e-17	2.158206928546165e-16	4.744868335879106e-17	1.6184448539824168e-16	4.466848798259941e-17	1.6005859876597358e-16	2.676046693158229e-17	1.8250021289674085e-16	2.7925366564733876e-17	1.4394092336679695e-16	5.468217547233005e-16	1.927298543043366e-16	9.929759864406758e-18
58099.937500002336	1.3037117688057705e-16	6.966691602913271e-17	2.1537529436551818e-16	4.647537219773346e-17	1.6206111087497628e-16	4.3728592500066386e-17	1.596393293467918e-16	2.652041216529323e-17	1.8208426245960893e-16	2.7352633173069206e-17	1.4381821209287534e-16	5.461556252667681e-16	1.9224831403280454e-16	9.837197532283888e-18
58099.98750000234	1.3023363805532103e-16	6.818024139430901e-17	2.149331888129675e-16	4.549661983513958e-17	1.6228904708512357e-16	4.278526311054056e-17	1.59221048727308e-16	2.62790811788469e-17	1.8167541951137313e-16	2.6778090559261364e-17	1.437005270533235e-16	5.454776033589655e-16	1.9177016502610087e-16	9.755587501407627e-18
58100.03750000234	1.300996127358781e-16	6.668379801977255e-17	2.1449432947132257e-16	4.451260362125332e-17	1.6252828776514738e-16	4.183873688487421e-17	1.588037473832929e-16	2.6036517011411142e-17	1.8127369462872615e-16	2.6201896450673284e-17	1.4358783996732812e-16	5.447876322187099e-16	1.9129531852724203e-16	9.68727347274713e-18
58100.087500002344	1.2996906891567952e-16	6.517777680801335e-17	2.1405866966219982e-16	4.3523507505837823e-17	1.6277882684514432e-16	4.0889259814743857e-17	1.5838741579526744e-16	2.579276355099086e-17	1.808790985209819e-16	2.5624215081823488e-17	1.4348012256726106e-16	5.440856542106524e-16	1.908236858273909e-16	9.634738785074968e-18
58100.13750000235	1.298419746760361e-16	6.366237303381403e-17	2.1362616275338043e-16	4.2529522596628254e-17	1.630406584487771e-16	3.993708752897553e-17	1.5797204444836925e-16	2.5547865549025638e-17	1.8049164203035516e-16	2.5045217728692218e-17	1.4337734659534635e-16	5.433716108455551e-16	1.9035517826403546e-16	9.60057036908053e-18
58100.18750000235	1.2971829818489276e-16	6.213778652412122e-17	2.131967621577539e-16	4.15308477956514e-17	1.6331377689307507e-16	3.8982486102152327e-17	1.5755762383221355e-16	2.5301868635026813e-17	1.801113361322342e-16	2.44650833090876e-17	1.4327948380030744e-16	5.426454427806106e-16	1.8988970721915158e-16	9.587411743203483e-18
58100.23750000235	1.2959800769558393e-16	6.06042218570767e-17	2.1277042133221841e-16	4.052769052708852e-17	1.6359817668837744e-16	3.802573297041866e-17	1.5714414444075148e-16	2.50548193312204e-17	1.7973819193548307e-16	2.3883999059156124e-17	1.4318650593398992e-16	5.419070898198064e-16	1.8942718411745744e-16	9.597905683022038e-18
58100.287500002356	1.2948107154558896e-16	5.906188858362403e-17	2.1234709377663704e-16	3.9520267573083125e-17	1.6389385253815657e-16	3.706711797226613e-17	1.5673159677214178e-16	2.4806765067139126e-17	1.793722206827014e-16	2.3302161297746974e-17	1.4309838474796337e-16	5.411564909143303e-16	1.889675204245814e-16	9.634628543380844e-18
58100.33750000236	1.2936745815529224e-16	5.751100147579069e-17	2.1192673303273616e-16	3.850880603747753e-17	1.642007993389044e-16	3.610694453548282e-17	1.5631997132860565e-16	2.455775419411138e-17	1.7901343375051917e-16	2.271977629254813e-17	1.4301509199010045e-16	5.40393584163026e-16	1.8851062764524952e-16	9.700019673978083e-18
58100.38750000236	1.292571360267466e-16	5.595178080672878e-17	2.115092926830593e-16	3.7493544461619667e-17	1.645190121800467e-16	3.5145531035812553e-17	1.5590925861629097e-16	2.4307835999591016e-17	1.7866184264989675e-16	2.2137061244376975e-17	1.429365994011321e-16	5.396183068128926e-16	1.8805641732149404e-16	9.796310672024748e-18
58100.437500002365	1.2915007374243147e-16	5.438445266882312e-17	2.1109472634987056e-16	3.64747341219594e-17	1.648484863437865e-16	3.4183212357821364e-17	1.554994491451399e-16	2.4057060721244592e-17	1.783174590264075e-16	2.155424540894586e-17	1.4286287871117928e-16	5.388305952596341e-16	1.8760480103086204e-16	9.925460032977915e-18
58100.48750000237	1.2904623996401945e-16	5.2809249337705585e-17	2.1068298769409867e-16	3.5452640545658664e-17	1.6518921730503596e-16	3.322034169484328e-17	1.5509053342874783e-16	2.3805479560728915e-17	1.7798029466052047e-16	2.0971571379127972e-17	1.427939016362625e-16	5.380303850482582e-16	1.8715569608450409e-16	1.0088929099486221e-17
58100.53750000237	1.2894560343114724e-16	5.1226409692016625e-17	2.102740304142588e-16	3.4427545289155274e-17	1.6554120073123975e-16	3.2257292632832005e-17	1.5468250198422156e-16	2.3553144697059835e-17	1.776503614679128e-16	2.0389296554974908e-17	1.4272963987478502e-16	5.372176108737256e-16	1.8670906943614454e-16	1.0286346123362532e-17
58100.58750000237	1.2884813296017602e-16	4.9636179701397894e-17	2.0986780824538917e-16	3.3399748035242383e-17	1.6590443248236488e-16	3.129446157226473e-17	1.5427534533205132e-16	2.3300109299479066e-17	1.7732767149975668e-16	1.980769483397821e-17	1.4267006510399277e-16	5.363922065816532e-16	1.8626491361494822e-16	1.0516259369538306e-17
58100.637500002376	1.2875379744296893e-16	4.803881299858152e-17	2.094642749579721e-16	3.2369569077979134e-17	1.6627890861067233e-16	3.0332270554412463e-17	1.5386905399596983e-16	2.304642753969331e-17	1.7701223694302168e-16	1.9227058560363992e-17	1.426151489764096e-16	5.355541051690695e-16	1.8582322139250505e-16	1.0776965743838811e-17
58100.68750000238	1.286625658456614e-16	4.6434571555903933e-17	2.090633843568682e-16	3.133735228232622e-17	1.6666462536072079e-16	2.937117057306453e-17	1.5346361850280866e-16	2.279215460337662e-17	1.7670407012076662e-16	1.864770077965033e-17	1.4256486311624685e-16	5.347032387852265e-16	1.8538398557157012e-16	1.106659280504968e-17
58100.73750000238	1.285744072074312e-16	4.482372649271463e-17	2.0866509028024936e-16	3.030346862801369e-17	1.6706157916922537e-16	2.8411645471398984e-17	1.5305902938237227e-16	2.2537346700771923e-17	1.7640318349246187e-16	1.8069957853880918e-17	1.4251917911578767e-16	5.338395387324683e-16	1.8494719898593426e-16	1.1383168812426724e-17
58100.787500002385	1.284892906392794e-16	4.3206559048030843e-17	2.0826934659852528e-16	2.9268320476507676e-17	1.6746976666494274e-16	2.745421654669503e-17	1.5265527716729179e-16	2.228206107624731e-17	1.7610958965427425e-16	1.7494192503699294e-17	1.4247806853174475e-16	5.329629354671572e-16	1.8451285450038229e-16	1.1724683496780209e-17
58100.83750000239	1.2840718532280517e-16	4.158336176394466e-17	2.0787610721328466e-16	2.8232346738183084e-17	1.6788918466859285e-16	2.6499448015041224e-17	1.5225235239289052e-16	2.2026356016624127e-17	1.758233013393865e-16	1.6920797356608175e-17	1.4244150288159337e-16	5.320733586006617e-16	1.8408094501054106e-16	1.2089137757361631e-17
58100.88750000239	1.2832806050898135e-16	3.995443994025315e-17	2.074853260562105e-16	2.719602916702237e-17	1.6831983019277574e-16	2.554795352434201e-17	1.5185024559704762e-16	2.1770290858077207e-17	1.755443314183042e-16	1.6350199096080913e-17	1.4240945363987606e-16	5.311707369004032e-16	1.8365146344280642e-16	1.2474581981378238e-17
58100.937500002394	1.282518855169434e-16	3.8320113441761936e-17	2.0709695708802549e-16	2.6159900076503394e-17	1.6876170044187925e-16	2.4600403950407142e-17	1.5144894732006008e-16	2.1513925991383186e-17	1.7527269289916556e-16	1.5782863324668953e-17	1.423818922344808e-16	5.302549982909691e-16	1.8322440275423273e-16	1.2879143739921939e-17
58100.9875000024	1.281786297327605e-16	3.6680718969217924e-17	2.067109542974256e-16	2.5124551858353253e-17	1.6921479281192898e-16	2.3657536768342377e-17	1.5104844810450152e-16	2.1257322865272962e-17	1.750083989280573e-16	1.5219300275536798e-17	1.4235879004289264e-16	5.293260698552882e-16	1.8279975593243073e-16	1.3301046237474058e-17
58101.0375000024	1.2810826260822747e-16	3.5036612946860254e-17	2.0632727170000424e-16	2.4090648803622944e-17	1.696791048906438e-16	2.2720167364467034e-17	1.5064873849509274e-16	2.1000543987617634e-17	1.7475146278932616e-16	1.4660071531479573e-17	1.4234011838841704e-16	5.283838778358736e-16	1.823775159954752e-16	1.3738619156683062e-17
58101.0875000024	1.2804075365964473e-16	3.3388175240309885e-17	2.059458633371935e-16	2.3058941883784985e-17	1.701546344571973e-16	2.178920274457351e-17	1.5024980903855956e-16	2.0743652924133362e-17	1.745018979059056e-16	1.4105797937807065e-17	1.4232584853637405e-16	5.274283476361347e-16	1.8195767599180945e-16	1.4190303551231485e-17
58101.137500002405	1.2797607246660718e-16	3.173581400811048e-17	2.0556668327519006e-16	2.2030287363279208e-17	1.7064137948226193e-16	2.0865658207621784e-17	1.4985165028348844e-16	2.0486714294274817e-17	1.742597178396266e-16	1.3557168925037713e-17	1.4231595169026566e-16	5.26459403821758e-16	1.8154022900010268e-16	1.4654652294600245e-17
58101.18750000241	1.2791418867079243e-16	3.007997212361766e-17	2.0518968560389649e-16	2.100567040523742e-17	1.711393381278211e-16	1.99506776919442e-17	1.4945425278020538e-16	2.0229793763943395e-17	1.7402493629154431e-16	1.3014953486424204e-17	1.4231039898791332e-16	5.254769701221616e-16	1.811251681292368e-16	1.5130327371237983e-17
58101.23750000241	1.2785507197474497e-16	2.842113580766222e-17	2.0481482443585186e-16	1.9986235226874386e-17	1.7164850874720554e-16	1.904555866829263e-17	1.4905760708062484e-16	1.997295803458172e-17	1.737975671022648e-16	1.2480013080504971e-17	1.4230916149756624e-16	5.24480969432021e-16	1.8071248651811861e-16	1.5616095053108164e-17
58101.287500002414	1.2779869214067348e-16	2.6759846428549723e-17	2.0444205390516532e-16	1.8973323898679733e-17	1.721688898849409e-16	1.8151782647880623e-17	1.4866170373811184e-16	1.9716274828226517e-17	1.7357762425226373e-16	1.1953316742330839e-17	1.423122102139798e-16	5.234713238128735e-16	1.8030217733563247e-16	1.6110819772299437e-17
58101.33750000242	1.2774501898923771e-16	2.5096716928773425e-17	2.0407132816645394e-16	1.7968526612321934e-17	1.72700480276702e-16	1.7271052587901775e-17	1.48266533307357e-16	1.9459812867970877e-17	1.7336512186222202e-16	1.1435958676620673e-17	1.423195160544649e-16	5.224479544947989e-16	1.7989423378052808e-16	1.6613457296943357e-17
58101.38750000242	1.2769402239834302e-16	2.3432455156618248e-17	2.03702601393772e-16	1.6973747225961513e-17	1.7324327884926642e-16	1.6405338687689186e-17	1.4787208634422617e-16	1.9203641853320103e-17	1.7316007419335346e-16	1.0929178551321e-17	1.4233104985490444e-16	5.214107818781801e-16	1.7948864908132664e-16	1.7123047648906905e-17
58101.43750000242	1.2764567230193347e-16	2.176789775179919e-17	2.0333582777954948e-16	1.5991289199247258e-17	1.737972847204033e-16	1.5556934226776534e-17	1.4747835340562495e-16	1.8947832429794002e-17	1.7296249564774656e-16	1.0434384578474417e-17	1.4234678236574233e-16	5.203597255355455e-16	1.7908541649622095e-16	1.7638708067963298e-17
58101.487500002426	1.275999386887891e-16	2.0104060600201728e-17	2.0297096153352972e-16	1.5023968698241587e-17	1.7436249719889224e-16	1.4728523098458176e-17	1.4708532504936725e-16	1.8692456152117797e-17	1.727724007686801e-16	9.953179211999145e-18	1.4236668424793762e-16	5.192947042134961e-16	1.786845293129831e-16	1.8159626224163768e-17
58101.53750000243	1.2755679160131926e-16	1.8442216097374044e-17	2.026079568817036e-16	1.4075263647997337e-17	1.7493891578435176e-16	1.3923260349874447e-17	1.4669299183403194e-16	1.8437585440249935e-17	1.7258980424097963e-16	9.48738683745583e-18	1.423907260688897e-16	5.182156358347174e-16	1.7828598084886023e-16	1.868505380393853e-17
58101.58750000243	1.275162011343647e-16	1.6784015297328103e-17	2.022467680652343e-16	1.3149509566008402e-17	1.7552654016728342e-16	1.3144866013816555e-17	1.4630134431882678e-16	1.818329352742839e-17	1.7241472089135135e-16	9.039082080257035e-18	1.4241887829832922e-16	5.171224375000808e-16	1.7788976445048202e-16	1.921430053971759e-17
58101.637500002435	1.2747813743399048e-16	1.5131688202297115e-17	2.0188734933940684e-16	1.225215428677832e-17	1.761253702289759e-16	1.2397730248509103e-17	1.459103730634469e-16	1.7929654399345064e-17	1.722471656887197e-16	8.61061619869119e-18	1.4245111130417842e-16	5.160150254908355e-16	1.7749587349377488e-16	1.9746728714063994e-17
58101.68750000244	1.2744257069628967e-16	1.3488386312812576e-17	2.01529654972557e-16	1.1390082091065156e-17	1.7673540604141298e-16	1.1687023427704663e-17	1.4552006862794624e-16	1.767674272347175e-17	1.7208715374456852e-16	8.204637340866493e-18	1.4248739534837604e-16	5.148933152708916e-16	1.771043013838518e-16	2.0281748142494864e-17
58101.73750000244	1.2740947116618506e-16	1.1858797847898134e-17	2.0117363924501018e-16	1.0572008657348376e-17	1.7735664786734528e-16	1.1018797187622787e-17	1.4513042157258857e-16	1.7424633767454847e-17	1.7193470031330344e-16	7.824098178573045e-18	1.4252770058267156e-16	5.137572214892018e-16	1.7671504155491793e-16	2.0818811621878747e-17
58101.78750000244	1.2737880913622384e-16	1.0250317344441018e-17	2.0081925644801389e-16	9.80892257135773e-18	1.7798909616009103e-16	1.0400050360081147e-17	1.447414224577166e-16	1.7173403305423417e-17	1.7178982079258683e-16	7.472241721204685e-18	1.42571997044383e-16	5.126066579822362e-16	1.7632808747019538e-16	2.1357410820316834e-17
58101.837500002446	1.2735055494538734e-16	8.67541969270726e-18	2.0046646088266596e-16	9.11449178892209e-18	1.7863275156359028e-16	9.838716934594705e-18	1.4435306184361266e-16	1.69231275109323e-17	1.7165253072368322e-16	7.15255348307909e-18	1.4262025465212214e-16	5.11441537776561e-16	1.7594343262180166e-16	2.1897072578399883e-17
58101.88750000245	1.273246789778942e-16	7.156840050927417e-18	2.0011520685886948e-16	8.50524714986172e-18	1.7928761491235816e-16	9.343514435954877e-18	1.4396533029035554e-16	1.6673882835160124e-17	1.7152284579182828e-16	6.868666782936339e-18	1.426724432014841e-16	5.10261773091519e-16	1.7556107053067905e-16	2.2437355588921048e-17
58101.93750000245	1.2730115166199595e-16	5.739666665043877e-18	1.997654486942504e-16	8.000202197278763e-18	1.7995368723141307e-16	8.923579424631017e-18	1.4357821835769344e-16	1.6425745868852435e-17	1.714007818265736e-16	6.624209707850426e-18	1.4272853236070198e-16	5.090672753420126e-16	1.7518099474648763e-16	2.2977847421195497e-17
58101.987500002455	1.272799434687957e-16	4.519983458985007e-18	1.994171407131024e-16	7.619447992964269e-18	1.8063096973627277e-16	8.587830092167002e-18	1.4319171660489156e-16	1.617879318639961e-17	1.7128635480214398e-16	6.422589509631729e-18	1.427884916662658e-16	5.078579551413989e-16	1.7480319884751774e-16	2.3518161857265263e-17
58102.03750000246	1.2726102491103797e-16	3.697490256427945e-18	1.9907023724531513e-16	7.381393881064145e-18	1.8131946383284334e-16	8.344056398368853e-18	1.4280581559060634e-16	1.5933101170269422e-17	1.7117958083779856e-16	6.266724443461824e-18	1.4285229051850573e-16	5.066337223044915e-16	1.7442767644058887e-16	2.4057936508556842e-17
58102.08750000246	1.2724436644129391e-16	3.556880886400231e-18	1.9872469303831754e-16	7.298922667450102e-18	1.8201916357617206e-16	8.197803331384074e-18	1.4242050545925937e-16	1.568874479148694e-17	1.7108047337627806e-16	6.1587278286889355e-18	1.4291989817713733e-16	5.053944858506779e-16	1.7405442116097686e-16	2.4596830683890413e-17
58102.137500002464	1.2722993317893823e-16	4.152687765892768e-18	1.9838048489094352e-16	7.37300217643418e-18	1.8272966061695623e-16	8.148805189348092e-18	1.4203575428095574e-16	1.5445743846646304e-17	1.7098889535797906e-16	6.0983408097319914e-18	1.429912837567718e-16	5.041401540071513e-16	1.736834266723067e-16	2.5134523481997706e-17
58102.18750000247	1.2721768231566887e-16	5.212537440321014e-18	1.980376222945851e-16	7.59057286815212e-18	1.8344994987747764e-16	8.189466657947822e-18	1.416514973969472e-16	1.5204036573821038e-17	1.7090448650612051e-16	6.0822219075437415e-18	1.4306641622238714e-16	5.028706342122628e-16	1.7331468666643912e-16	2.567071208422273e-17
58102.23750000247	1.2720757043468296e-16	6.491252590055879e-18	1.9769611738924824e-16	7.931469040722791e-18	1.841789781399842e-16	8.309212424897862e-18	1.412676674974981e-16	1.4963554228569e-17	1.7082686860377739e-16	6.105956607021865e-18	1.4314526438476162e-16	5.015858331189947e-16	1.7294819486344136e-16	2.620511022536187e-17
58102.28750000247	1.2719955415352009e-16	7.864590868387397e-18	1.9735598231852928e-16	8.37280049262077e-18	1.8491569233151915e-16	8.495917928010198e-18	1.4088419726912673e-16	1.4724227879617982e-17	1.7075566356084016e-16	6.164510757031909e-18	1.432277968958696e-16	5.002856565985582e-16	1.7258394501142474e-16	2.673744682294006e-17
58102.337500002475	1.271935901222956e-16	9.275149412173073e-18	1.9701722922998047e-16	8.892327635110872e-18	1.8565903950465298e-16	8.737030484198902e-18	1.405010193934186e-16	1.4485988659718364e-17	1.7069049340584812e-16	6.2525469853000106e-18	1.4331398224423727e-16	4.989700097441194e-16	1.7222193088650693e-16	2.726746474735043e-17
58102.38750000248	1.2718963502193272e-16	1.069485991602003e-17	1.9667987027543275e-16	9.470421826105317e-18	1.8640796681797325e-16	9.020466223480874e-18	1.401180665458655e-16	1.4248768020182527e-17	1.7063098027781827e-16	6.364712973160142e-18	1.434037887502594e-16	4.976387968746574e-16	1.7186214629269456e-16	2.7794919717064744e-17
58102.43750000248	1.271876455624044e-16	1.2108801265832728e-17	1.9634391761137327e-16	1.0090754884187356e-17	1.8716142151684791e-16	9.335188609211193e-18	1.3973527139467417e-16	1.4012497989251542e-17	1.7057674641810594e-16	6.495868711732926e-18	1.434971845614766e-16	4.962919215389544e-16	1.7150458506179664e-16	2.8319579305127464e-17
58102.487500002484	1.2718757848096554e-16	1.350839285358817e-17	1.9600938339926454e-16	1.074020771572397e-17	1.8791835091400228e-16	9.671489802870715e-18	1.39352566599594e-16	1.3777111434362023e-17	1.7052741416222782e-16	6.641241154687876e-18	1.4359413764781116e-16	4.949292865197254e-16	1.7114924105334008e-16	2.884122204451188e-17
