MJD	ZTF_g	ZTF_g_err	ZTF_i	ZTF_i_err	ZTF_r	ZTF_r_err	lascumbres_u'	lascumbres_u'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
59097.100000000646	1.3376094311155934e-15	1.1677135370552646e-16	4.680457232431582e-16	5.279607035801975e-17	8.654720011211046e-16	1.6525363780188e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.15000000065	1.3381629039809904e-15	1.174061410762475e-16	4.693483142494632e-16	5.3135146427737675e-17	8.678602831284044e-16	1.6474811468543547e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.20000000065	1.3386694593575276e-15	1.1802984427401688e-16	4.70641937449186e-16	5.346848626395577e-17	8.70221724017071e-16	1.6422241695995302e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.250000000655	1.3391294354403238e-15	1.1864234826011732e-16	4.71926611054404e-16	5.3796063226798587e-17	8.725563140123095e-16	1.636769578918721e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.30000000066	1.339543168848166e-15	1.1924354125777104e-16	4.732023529579886e-16	5.4117851318129815e-17	8.748640430894416e-16	1.6311231304376522e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.35000000066	1.3399109946328633e-15	1.1983331467057367e-16	4.744691807338473e-16	5.4433825173090164e-17	8.771449009738075e-16	1.6252922381309717e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.40000000066	1.3402332462886058e-15	1.2041156300436469e-16	4.757271116371689e-16	5.4743960051960085e-17	8.793988771406017e-16	1.6192860098094287e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.45000000067	1.3405102557612874e-15	1.2097818379242866e-16	4.76976162604657e-16	5.5048231832351326e-17	8.816259608147396e-16	1.6131152825283292e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.50000000067	1.3407423534577676e-15	1.2153307752386222e-16	4.782163502547593e-16	5.5346617001695617e-17	8.83826140970762e-16	1.6067926576356217e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.55000000067	1.3409298682551372e-15	1.2207614757496637e-16	4.794476908878865e-16	5.563909265003293e-17	8.859994063326327e-16	1.6003325351442088e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.600000000675	1.3410731275099128e-15	1.2260730014351964e-16	4.80670200486628e-16	5.592563646307504e-17	8.88145745373647e-16	1.593751146965498e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.65000000068	1.3411724570672313e-15	1.2312644418582972e-16	4.8188389471596e-16	5.620622671553818e-17	8.902651463162703e-16	1.5870665884607576e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.70000000068	1.3412281812699758e-15	1.2363349135640473e-16	4.830887889234434e-16	5.648084226473879e-17	8.923575971320116e-16	1.5802988476569807e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.750000000684	1.3412406229678955e-15	1.241283559501724e-16	4.842848981394203e-16	5.674946254443239e-17	8.94423085541268e-16	1.5734698313423856e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.80000000069	1.3412101035266947e-15	1.246109548470945e-16	4.854722370771996e-16	5.701206755889618e-17	8.964615990131497e-16	1.5666033871248916e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.85000000069	1.3411369428370472e-15	1.2508120745911783e-16	4.866508201332361e-16	5.726863787724013e-17	8.984731247654125e-16	1.5597253204065573e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.90000000069	1.3410214593236334e-15	1.2553903567931477e-16	4.878206613873056e-16	5.751915462794076e-17	9.004576497641977e-16	1.5528634050769508e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59097.950000000696	1.3408639699541127e-15	1.259843638331605e-16	4.8898177460267e-16	5.776359949359531e-17	9.024151607239985e-16	1.546047386589302e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.0000000007	1.3406647902480491e-15	1.2641711863184428e-16	4.901341732262336e-16	5.800195470587778e-17	9.043456441073956e-16	1.5393089759346888e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.0500000007	1.3404242342858553e-15	1.2683722912751714e-16	4.912778703887048e-16	5.823420304069832e-17	9.062490861249902e-16	1.5326818328914588e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.100000000704	1.3401426147176423e-15	1.2724462667042192e-16	4.924128789047305e-16	5.846032781356462e-17	9.081254727351895e-16	1.5262015368171015e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.15000000071	1.3398202427720964e-15	1.2763924486780188e-16	4.935392112730425e-16	5.868031287512358e-17	9.099747896440961e-16	1.51990554312439e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.20000000071	1.3394574282652816e-15	1.280210195445479e-16	4.94656879676588e-16	5.889414260689641e-17	9.117970223053023e-16	1.5138331235392077e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.25000000071	1.3390544796094148e-15	1.283898887054823e-16	4.957658959826527e-16	5.910180191718588e-17	9.1359215591977e-16	1.5080252881642537e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.300000000716	1.3386117038216433e-15	1.2874579249924056e-16	4.968662717429807e-16	5.930327623716487e-17	9.153601754356103e-16	1.502524687455092e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.35000000072	1.3381294065327447e-15	1.290886731836791e-16	4.979580181938874e-16	5.949855151713015e-17	9.171010655480034e-16	1.497375492218578e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.40000000072	1.3376078919958242e-15	1.2941847509274906e-16	4.990411462563616e-16	5.968761422292563e-17	9.18814810698949e-16	1.4926232499885813e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.450000000725	1.3370474630949882e-15	1.2973514460478865e-16	5.001156665361652e-16	5.987045133252732e-17	9.20501395077154e-16	1.488314716299902e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.50000000073	1.3364484213539493e-15	1.3003863011216617e-16	5.011815893239236e-16	6.004705033278436e-17	9.221608026178484e-16	1.4844976598035548e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.55000000073	1.3358110669446478e-15	1.303288819922504e-16	5.022389245952087e-16	6.021739921632094e-17	9.237930170025792e-16	1.4812206405604395e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.60000000073	1.3351356986958092e-15	1.3060585257963117e-16	5.0328768201061955e-16	6.038148647858388e-17	9.25398021659097e-16	1.4785327614314135e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.650000000736	1.3344226141014807e-15	1.3086949613956617e-16	5.043278709158495e-16	6.053930111504475e-17	9.269757997611356e-16	1.4764833931504245e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.70000000074	1.3336721093295409e-15	1.3111976884260681e-16	5.053595003417502e-16	6.069083261854584e-17	9.2852633422823e-16	1.4751218744215864e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.75000000074	1.3328844792301763e-15	1.3135662874035444e-16	5.063825790043927e-16	6.083607097679009e-17	9.30049607725608e-16	1.4744971892000395e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.800000000745	1.3320600173443362e-15	1.3158003574231977e-16	5.073971153051118e-16	6.097500666997397e-17	9.315456026639108e-16	1.4746576242200827e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.85000000075	1.3311990159121577e-15	1.3178995159384672e-16	5.0840311733055245e-16	6.110763066855773e-17	9.330143011991084e-16	1.475650410735541e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.90000000075	1.330301765881325e-15	1.3198633985506066e-16	5.094005928527052e-16	6.123393443117698e-17	9.34455685232216e-16	1.4775213552838514e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59098.950000000754	1.3293685569154663e-15	1.3216916588081654e-16	5.103895493289366e-16	6.135390990268279e-17	9.358697364092e-16	1.480314465096525e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.00000000076	1.3283996774024614e-15	1.3233839680160112e-16	5.113699939020103e-16	6.146754951232408e-17	9.372564361207404e-16	1.4840715744578598e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.05000000076	1.3273954144627538e-15	1.3249400150539594e-16	5.123419334001063e-16	6.15748461720555e-17	9.386157655020422e-16	1.488831978754865e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.10000000076	1.3263560539576284e-15	1.326359506204183e-16	5.133053743368251e-16	6.167579327498041e-17	9.399477167539313e-16	1.4946260484150568e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.150000000765	1.3252818804974478e-15	1.327642164987737e-16	5.142603229111948e-16	6.177038469392033e-17	9.412523654925314e-16	1.5014364236577923e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.20000000077	1.3241731774498716e-15	1.328787732009358e-16	5.152067850076615e-16	6.18586147801179e-17	9.425298245804733e-16	1.509222811214816e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.25000000077	1.3230302269480562e-15	1.329795964810947e-16	5.161447661960828e-16	6.194047836205943e-17	9.437802068031348e-16	1.517942294825862e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.300000000774	1.3218533098988047e-15	1.3306666377329392e-16	5.170742717317064e-16	6.201597074443206e-17	9.450036246926836e-16	1.5275498516207745e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.35000000078	1.3206427059906927e-15	1.3313995417836527e-16	5.179953065551464e-16	6.20850877072036e-17	9.462001905290374e-16	1.5379987656744538e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.40000000078	1.3193986937022058e-15	1.3319944845164161e-16	5.189078752923492e-16	6.214782550482555e-17	9.473700163408293e-16	1.5492410263290922e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.45000000078	1.3181215503097925e-15	1.3324512899142073e-16	5.198119822545581e-16	6.220418086556704e-17	9.48513213906359e-16	1.561227705794999e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.500000000786	1.3168115518959139e-15	1.3327697982816213e-16	5.207076314382639e-16	6.22541509909655e-17	9.496298947545065e-16	1.5739093116615824e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.55000000079	1.3154689733570797e-15	1.3329498661442056e-16	5.215948265251566e-16	6.229773355540809e-17	9.507201701657355e-16	1.5872361112007156e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.60000000079	1.3140940884118446e-15	1.3329913661545855e-16	5.224735708820617e-16	6.233492670583586e-17	9.51784151172978e-16	1.601158425414938e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.650000000795	1.3126871696087817e-15	1.3328941870058114e-16	5.233438675608763e-16	6.236572906156871e-17	9.528219485626625e-16	1.6156268918418167e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.7000000008	1.311248488334412e-15	1.3326582333512546e-16	5.242057192984962e-16	6.23901397142613e-17	9.538336728755632e-16	1.6305926959872895e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.7500000008	1.3097783148211373e-15	1.3322834257313342e-16	5.250591285167348e-16	6.240815822797721e-17	9.548194344077894e-16	1.6460077719770203e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.8000000008	1.308276918155135e-15	1.3317697005066445e-16	5.259040973222379e-16	6.241978463939012e-17	9.55779343211737e-16	1.6618249736786812e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.850000000806	1.3067445662841979e-15	1.3311170097976857e-16	5.267406275063887e-16	6.24250194581136e-17	9.567135090970204e-16	1.677998217905427e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.90000000081	1.3051815260255996e-15	1.3303253214308427e-16	5.275687205452063e-16	6.242386366715378e-17	9.576220416313559e-16	1.6944826017091524e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59099.95000000081	1.3035880630739142e-15	1.329394618890633e-16	5.283883775992422e-16	6.241631872348928e-17	9.585050501415995e-16	1.7112344959311105e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.000000000815	1.3019644420087855e-15	1.3283249012781756e-16	5.291995995134616e-16	6.240238655878088e-17	9.593626437145531e-16	1.728211617287967e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.05000000082	1.3003109263026863e-15	1.3271161832757536e-16	5.30002386817125e-16	6.23820695802079e-17	9.601949311980344e-16	1.7453730813187658e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.10000000082	1.2986277783286755e-15	1.3257684951174068e-16	5.307967397236601e-16	6.235537067143479e-17	9.610020212016764e-16	1.7626794384385236e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.150000000824	1.2969152593681104e-15	1.3242818825656005e-16	5.315826581305251e-16	6.232229319371253e-17	9.617840220979402e-16	1.780092695291313e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.20000000083	1.2951736296183103e-15	1.3226564068936077e-16	5.323601416190693e-16	6.228284098710533e-17	9.625410420230343e-16	1.7975763234370868e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.25000000083	1.293403148200262e-15	1.3208921448741116e-16	5.33129189454381e-16	6.223701837186195e-17	9.63273188877797e-16	1.8150952572908473e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.30000000083	1.2916040731662003e-15	1.3189891887733722e-16	5.338898005851369e-16	6.218483014991281e-17	9.639805703286415e-16	1.8326158830334678e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.350000000835	1.2897766615072947e-15	1.316947646351432e-16	5.346419736434349e-16	6.212628160651127e-17	9.646632938085204e-16	1.8501060200785588e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.40000000084	1.2879211691611806e-15	1.3147676408680553e-16	5.353857069446283e-16	6.206137851201187e-17	9.6532146651776e-16	1.867534896489439e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.45000000084	1.2860378510195405e-15	1.3124493110943885e-16	5.361209984871467e-16	6.199012712379366e-17	9.65955195425073e-16	1.8848731195959578e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.500000000844	1.284126960935677e-15	1.3099928113306075e-16	5.368478459523157e-16	6.191253418832433e-17	9.665645872684074e-16	1.9020926428835086e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.55000000085	1.2821887517319809e-15	1.3073983114291404e-16	5.375662467041631e-16	6.182860694337506e-17	9.671497485558584e-16	1.91916673010196e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.60000000085	1.2802234752074808e-15	1.304665996823837e-16	5.382761977892258e-16	6.17383531203813e-17	9.677107855666746e-16	1.9360699174122153e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.65000000085	1.278231382145263e-15	1.3017960685649423e-16	5.389776959363449e-16	6.164178094695874e-17	9.682478043520595e-16	1.9527779742425922e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.700000000856	1.2762127223199531e-15	1.298788743359806e-16	5.396707375564511e-16	6.153889914957582e-17	9.68760910736139e-16	1.9692678634472717e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.75000000086	1.2741677445051477e-15	1.295644253619537e-16	5.403553187423543e-16	6.142971695638127e-17	9.692502103168747e-16	1.9855177012466587e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.80000000086	1.2720966964807841e-15	1.2923628475115963e-16	5.410314352685106e-16	6.131424410020149e-17	9.697158084669424e-16	2.0015067173623142e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.850000000864	1.2699998250405342e-15	1.2889447890181857e-16	5.416990825907964e-16	6.119249082169546e-17	9.701578103346766e-16	2.0172152156507313e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.90000000087	1.2678773759991942e-15	1.2853903580007894e-16	5.423582558462683e-16	6.106446787268737e-17	9.705763208449347e-16	2.032624535519797e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59100.95000000087	1.2657295941999645e-15	1.2816998502707112e-16	5.430089498529171e-16	6.093018651967195e-17	9.70971444700028e-16	2.047717014328626e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.00000000087	1.2635567235217953e-15	1.2778735776656962e-16	5.436511591094137e-16	6.078965854749897e-17	9.71343286380613e-16	2.0624759509278944e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.050000000876	1.261359006886686e-15	1.273911868132785e-16	5.442848777948538e-16	6.064289626323982e-17	9.716919501466286e-16	2.0768855704645285e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.10000000088	1.2591366862669228e-15	1.269815065817453e-16	5.449100997684876e-16	6.048991250024911e-17	9.720175400381201e-16	2.0909309905380823e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.15000000088	1.2568900026923438e-15	1.265583531159089e-16	5.455268185694493e-16	6.033072062241644e-17	9.723201598762078e-16	2.1045981887683167e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.200000000885	1.254619196257568e-15	1.2612176409930092e-16	5.461350274164729e-16	6.016533452862049e-17	9.72599913263932e-16	2.1178739718056652e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.25000000089	1.2523245061291737e-15	1.256717788658982e-16	5.467347192076087e-16	5.999376865739066e-17	9.728569035872219e-16	2.1307459458007063e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.30000000089	1.2500061705529403e-15	1.2520843841164942e-16	5.473258865199266e-16	5.981603799178411e-17	9.730912340156666e-16	2.143202488339982e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.35000000089	1.247664426860925e-15	1.2473178540668593e-16	5.479085216092148e-16	5.963215806447957e-17	9.733030075035494e-16	2.1552327218305863e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.4000000009	1.24529951147867e-15	1.2424186420822771e-16	5.484826164096741e-16	5.944214496310199e-17	9.73492326790615e-16	2.1668264883040928e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.4500000009	1.242911659932285e-15	1.237387208742041e-16	5.490481625335971e-16	5.924601533578406e-17	9.736592944030546e-16	2.17797432562682e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.5000000009	1.240501106855574e-15	1.2322240317760452e-16	5.496051512710519e-16	5.904378639696955e-17	9.738040126543243e-16	2.1886674450631036e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.550000000905	1.2380680859970807e-15	1.2269296062157194e-16	5.501535735895487e-16	5.88354759334715e-17	9.739265836460753e-16	2.198897710164582e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.60000000091	1.2356128302271691e-15	1.2215044445526632e-16	5.506934201337031e-16	5.862110231079711e-17	9.740271092689948e-16	2.2086576169299045e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.65000000091	1.2331355715450578e-15	1.2159490769051185e-16	5.512246812248959e-16	5.840068447973601e-17	9.741056912037735e-16	2.217940275196627e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.700000000914	1.2306365410858298e-15	1.2102640511924771e-16	5.517473468609173e-16	5.817424198324731e-17	9.741624309218599e-16	2.2267393912200048e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.75000000092	1.2281159691274343e-15	1.2044499333182444e-16	5.522614067156153e-16	5.794179496362569e-17	9.741974296864737e-16	2.2350492513797537e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.80000000092	1.2255740850976584e-15	1.1985073073612775e-16	5.527668501385263e-16	5.77033641699859e-17	9.74210788553377e-16	2.242864706980675e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.85000000092	1.2230111175810863e-15	1.192436775776158e-16	5.532636661545042e-16	5.745897096606714e-17	9.74202608371831e-16	2.2501811600908987e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.900000000926	1.220427294326063e-15	1.1862389596024464e-16	5.537518434633446e-16	5.72086373383672e-17	9.741729897854143e-16	2.2569945503710716e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59101.95000000093	1.217822842251553e-15	1.179914498683416e-16	5.542313704393929e-16	5.695238590462743e-17	9.741220332329504e-16	2.26330134286034e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.00000000093	1.2151979874541016e-15	1.1734640518944273e-16	5.547022351311575e-16	5.669023992268741e-17	9.740498389493384e-16	2.26909851665412e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.050000000934	1.2125529552146899e-15	1.1668882973814987e-16	5.551644252609052e-16	5.642222329971386e-17	9.739565069664516e-16	2.2743835544498717e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.10000000094	1.2098879700055772e-15	1.1601879328102057e-16	5.556179282242571e-16	5.61483606018338e-17	9.738421371139755e-16	2.2791544329153563e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.15000000094	1.2072032554971804e-15	1.1533636756253816e-16	5.560627310897705e-16	5.586867706418828e-17	9.737068290203324e-16	2.283409613822789e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.20000000094	1.204499034564876e-15	1.146416263322149e-16	5.564988205985193e-16	5.558319860142152e-17	9.735506821134892e-16	2.2871480359344007e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.250000000946	1.2017755292958083e-15	1.1393464537284967e-16	5.569261831636684e-16	5.52919518186295e-17	9.733737956218975e-16	2.290369107583519e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.30000000095	1.1990329609956864e-15	1.132155025300063e-16	5.573448048700313e-16	5.4994964022804274e-17	9.73176268575242e-16	2.293072699924199e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.35000000095	1.1962715501955298e-15	1.1248427774276132e-16	5.577546714736315e-16	5.4692263234774334e-17	9.729581998054526e-16	2.2952591408050203e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.400000000955	1.1934915166584563e-15	1.1174105307576911e-16	5.581557684012517e-16	5.4383878201690444e-17	9.727196879474498e-16	2.2969292092451497e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.45000000096	1.1906930793863596e-15	1.1098591275269012e-16	5.585480807499753e-16	5.4069838410075473e-17	9.724608314400532e-16	2.2980841304701925e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.50000000096	1.1878764566267106e-15	1.1021894319108075e-16	5.589315932867246e-16	5.37501740994681e-17	9.721817285268508e-16	2.2987255714731532e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.55000000096	1.1850418658791471e-15	1.09440233038772e-16	5.593062904477841e-16	5.342491627670259e-17	9.718824772570372e-16	2.2988556370798326e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.600000000966	1.1821895239022526e-15	1.0864987321182859e-16	5.596721563383266e-16	5.3094096730843416e-17	9.715631754862637e-16	2.298476866472756e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.65000000097	1.1793196467201683e-15	1.0784795693416061e-16	5.600291747319234e-16	5.2757748048838757e-17	9.712239208775507e-16	2.297592230153669e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.70000000097	1.1764324496292378e-15	1.0703457977886456e-16	5.603773290700524e-16	5.241590363190391e-17	9.708648109020542e-16	2.2962051273081874e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.750000000975	1.1735281472046344e-15	1.062098397113696e-16	5.607166024615991e-16	5.206859771270602e-17	9.704859428399843e-16	2.2943193835374858e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.80000000098	1.1706069533070324e-15	1.0537383713454364e-16	5.61046977682344e-16	5.1715865373381e-17	9.700874137814602e-16	2.291939248933768e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59102.85000000098	1.167669081089111e-15	1.0452667493574632e-16	5.613684371744535e-16	5.135774256444134e-17	9.696693206273077e-16	2.2890693964574843e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
