MJD	ZTF_g	ZTF_g_err	ZTF_i	ZTF_i_err	ZTF_r	ZTF_r_err	lascumbres_u'	lascumbres_u'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
59126.85000000238	2.4502436301970466e-16	2.848077305117255e-17	2.1462099248931182e-16	1.1223369411217366e-16	2.948321638628851e-16	1.0927500424887081e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59126.90000000238	2.4515697168394906e-16	2.8371207697123137e-17	2.1411925628092448e-16	1.1285892696133567e-16	2.9418612479217796e-16	1.092838237868791e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59126.95000000238	2.4528996284873376e-16	2.827081384358366e-17	2.1361923462638739e-16	1.134817766726942e-16	2.9354616661166064e-16	1.0934793353857152e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.00000000239	2.4542312307292274e-16	2.8178281573062666e-17	2.1312092331500958e-16	1.1410223264934048e-16	2.929124213507536e-16	1.094614004234284e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.05000000239	2.455562388715465e-16	2.8092373497169964e-17	2.1262431814396235e-16	1.147202844531139e-16	2.922850210873758e-16	1.0961849913140527e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.10000000239	2.4568909670977143e-16	2.801193168277409e-17	2.121294149182573e-16	1.153359218022101e-16	2.9166409794902524e-16	1.0981374587313943e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.150000002395	2.4582148299684225e-16	2.7935883440343214e-17	2.116362094507208e-16	1.159491345688317e-16	2.9104978411401085e-16	1.1004192639863712e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.2000000024	2.4595318408007834e-16	2.786324604254314e-17	2.1114469756197085e-16	1.165599127768748e-16	2.904422118126194e-16	1.1029811856390296e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.2500000024	2.460839862388289e-16	2.779313045145848e-17	2.1065487508039192e-16	1.1716824659965486e-16	2.8984151332817415e-16	1.1057770981699697e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.300000002404	2.462136756783838e-16	2.772474413756477e-17	2.1016673784211144e-16	1.1777412635766757e-16	2.8924782099833297e-16	1.1087641004106873e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.35000000241	2.4634203852397784e-16	2.7657393073913158e-17	2.0968028169097474e-16	1.1837754251638712e-16	2.886612672161655e-16	1.1119026022135154e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.40000000241	2.464688608147377e-16	2.7590482985166372e-17	2.0919550247852035e-16	1.1897848568409834e-16	2.8808198443131237e-16	1.1151563741236461e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.45000000241	2.4659392849760633e-16	2.7523519924170156e-17	2.0871239606395673e-16	1.195769466097613e-16	2.8751010515121506e-16	1.1184925646916716e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.500000002416	2.4671702742134405e-16	2.7456110239666193e-17	2.0823095831413565e-16	1.2017291618091337e-16	2.869457619421881e-16	1.1218816898190402e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.55000000242	2.4683794333040435e-16	2.73879599876601e-17	2.0775118510352898e-16	1.2076638542159993e-16	2.863890874306591e-16	1.1252975981457597e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.60000000242	2.4695646185893837e-16	2.7318873826935264e-17	2.0727307231420324e-16	1.2135734549033802e-16	2.8584021430429483e-16	1.1287174160909515e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.650000002424	2.470723685247204e-16	2.7248753426334837e-17	2.0679661583579376e-16	1.2194578767811543e-16	2.852992753131558e-16	1.13212147567017e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.70000000243	2.471854487230761e-16	2.7177595398546788e-17	2.0632181156548117e-16	1.2253170340641334e-16	2.847664032709144e-16	1.135493227765598e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.75000000243	2.4729548772081565e-16	2.7105488762135636e-17	2.058486554079653e-16	1.2311508422526413e-16	2.842417310559382e-16	1.1388191430538723e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.80000000243	2.4740227065019284e-16	2.70326119213801e-17	2.053771432754399e-16	1.2369592181133694e-16	2.8372539161252134e-16	1.1420886023697363e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.850000002436	2.4750558250279973e-16	2.6959229141710548e-17	2.0490727108756743e-16	1.2427420796605178e-16	2.832175179520421e-16	1.1452937778669974e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.90000000244	2.476052081235222e-16	2.6885686488185742e-17	2.0443903477145418e-16	1.24849934613723e-16	2.8271824315409123e-16	1.1484295059805324e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59127.95000000244	2.47700932204462e-16	2.6812407185501587e-17	2.039724302616236e-16	1.254230937997277e-16	2.82227700367684e-16	1.1514931528732902e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.000000002445	2.4779253927881864e-16	2.6739886350655142e-17	2.0350745349999225e-16	1.2599367768870623e-16	2.817460228123767e-16	1.1544844727476124e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.05000000245	2.478798137148679e-16	2.666868504465581e-17	2.0304410043584197e-16	1.2656167856278151e-16	2.8127334377949726e-16	1.1574054591789775e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.10000000245	2.4796253970980635e-16	2.659942358704826e-17	2.0258236702579643e-16	1.2712708881981406e-16	2.808097966332593e-16	1.1602601894287758e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.15000000245	2.4804050128370807e-16	2.6532774077912804e-17	2.0212224923379307e-16	1.276899009716726e-16	2.8035551481191954e-16	1.1630546615377537e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.20000000246	2.481134822734161e-16	2.6469452075889745e-17	2.016637430310599e-16	1.282501076425367e-16	2.799106318290586e-16	1.165796623865882e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.25000000246	2.4818126632642395e-16	2.6410207388865303e-17	2.012068443960853e-16	1.2880770156722235e-16	2.794752771650646e-16	1.1684950535261951e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.30000000246	2.4824363719966715e-16	2.6355811648372012e-17	2.007515493145966e-16	1.293626755895293e-16	2.790494206204515e-16	1.1711469852093175e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.350000002465	2.483004430776018e-16	2.6306563015012312e-17	2.0029785377953028e-16	1.2991502266061396e-16	2.786328245423084e-16	1.1737334693260473e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.40000000247	2.483516761350153e-16	2.6261682564515137e-17	1.9984575379100714e-16	1.3046473583738627e-16	2.782252374834006e-16	1.176235837003587e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.45000000247	2.4839734785128606e-16	2.622026200827541e-17	1.9939524535630516e-16	1.3101180828092588e-16	2.778264080695617e-16	1.1786369638183957e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.500000002474	2.4843746950003683e-16	2.6181421440226764e-17	1.9894632448983486e-16	1.3155623325492428e-16	2.774360849974425e-16	1.180921363035938e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.55000000248	2.4847205214946093e-16	2.6144319269689642e-17	1.9849898721310946e-16	1.3209800412414776e-16	2.7705401703242415e-16	1.1830752675900289e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.60000000248	2.485011066626258e-16	2.6108161309750065e-17	1.9805322955472161e-16	1.3263711435292072e-16	2.7667995300645664e-16	1.1850867019112298e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.65000000248	2.4852464369775103e-16	2.607220904547584e-17	1.9760904755031406e-16	1.3317355750363069e-16	2.7631364181575786e-16	1.1869455445933702e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.700000002485	2.4854267370852027e-16	2.6035787120221487e-17	1.9716643724255417e-16	1.3370732723525458e-16	2.7595483241878405e-16	1.188643582817986e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.75000000249	2.4855520694437885e-16	2.5998290088398545e-17	1.9672539468110634e-16	1.3423841730190492e-16	2.756032738339491e-16	1.1901745593320216e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.80000000249	2.485622534507996e-16	2.5959188489012533e-17	1.9628591592260517e-16	1.3476682155139565e-16	2.752587151374819e-16	1.191534212659074e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.850000002494	2.485638230695647e-16	2.5918034297150356e-17	1.9584799703062797e-16	1.3529253392382837e-16	2.749209054613072e-16	1.1927203110882961e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.9000000025	2.485599254390538e-16	2.5874465809372067e-17	1.954116340756691e-16	1.358155484501974e-16	2.7458959399076534e-16	1.1937326808567084e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59128.9500000025	2.485505699945169e-16	2.5828212015499998e-17	1.9497682313511016e-16	1.363358592510134e-16	2.742645299625432e-16	1.1945732287823769e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.0000000025	2.485357659683118e-16	2.5779096502538534e-17	1.9454356029319399e-16	1.3685346053494782e-16	2.739454626623872e-16	1.1952459594724865e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.050000002506	2.485155223902147e-16	2.572704092750689e-17	1.9411184164099758e-16	1.3736834659748978e-16	2.7363214142305846e-16	1.1957569870699565e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.10000000251	2.4848984808762224e-16	2.567206808489974e-17	1.9368166327640304e-16	1.3788051181963034e-16	2.7332431562209155e-16	1.1961145413657607e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.15000000251	2.484587516858504e-16	2.561430458127241e-17	1.932530213040717e-16	1.383899506665549e-16	2.730217346795623e-16	1.1963289679205424e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.200000002515	2.484222416083506e-16	2.5553983114494174e-17	1.9282591183541473e-16	1.3889665768636007e-16	2.727241480560503e-16	1.1964127217185616e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.25000000252	2.48380326076971e-16	2.5491444338817318e-17	1.9240033098856597e-16	1.3940062750878317e-16	2.724313052503521e-16	1.1963803537184292e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.30000000252	2.483330131121908e-16	2.5427138278898352e-17	1.919762748883553e-16	1.3990185484394916e-16	2.721429557973631e-16	1.1962484894774037e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.35000000252	2.482803105333413e-16	2.536162523677081e-17	1.9155373966627702e-16	1.4040033448113888e-16	2.718588492658974e-16	1.1960357989712128e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.400000002526	2.482222259588729e-16	2.529557611616185e-17	1.9113272146046576e-16	1.4089606128756524e-16	2.715787352565391e-16	1.195762956500746e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.45000000253	2.481587668065259e-16	2.5229772068039043e-17	1.9071321641566546e-16	1.4138903020717338e-16	2.7130236339938043e-16	1.1954525895421693e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.50000000253	2.4808994029358964e-16	2.51651033418961e-17	1.9029522068320256e-16	1.4187923625945158e-16	2.71029483351965e-16	1.1951292152456659e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.550000002535	2.480157534371172e-16	2.5102567208409514e-17	1.8987873042095713e-16	1.4236667453825835e-16	2.7075984479705105e-16	1.1948191632570534e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.60000000254	2.47936213054115e-16	2.5043264803536663e-17	1.8946374179333369e-16	1.4285134021066787e-16	2.7049319744046935e-16	1.1945504834577028e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.65000000254	2.478513257617684e-16	2.4988396731807573e-17	1.8905025097123434e-16	1.4333322851582483e-16	2.7022929100890486e-16	1.194352837244901e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.700000002544	2.4776109797763236e-16	2.4939257260364897e-17	1.8863825413202834e-16	1.438123347638212e-16	2.6996787524780045e-16	1.194257371015657e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.75000000255	2.476655359198282e-16	2.4897226936936248e-17	1.8822774745952351e-16	1.4428865433458002e-16	2.697086999191262e-16	1.194296570598442e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.80000000255	2.4756464560725943e-16	2.4863763476033426e-17	1.8781872714393878e-16	1.4476218267675862e-16	2.6945151479923095e-16	1.1945040955541114e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.85000000255	2.474584328597637e-16	2.4840390781062588e-17	1.8741118938187392e-16	1.4523291530666555e-16	2.6919606967667006e-16	1.1949145924917649e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.900000002555	2.473469032983278e-16	2.4828686007080007e-17	1.870051303762813e-16	1.4570084780718678e-16	2.6894211435002097e-16	1.1955634868448322e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59129.95000000256	2.472300623452419e-16	2.4830264620763988e-17	1.8660054633643509e-16	1.461659758267314e-16	2.6868939862574967e-16	1.1964867529131781e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.00000000256	2.4710791522430724e-16	2.4846763481388705e-17	1.8619743347790463e-16	1.4662829507818772e-16	2.68437672315999e-16	1.1977206624384764e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.050000002564	2.4698046696095767e-16	2.4879822047460483e-17	1.857957880225239e-16	1.4708780133789325e-16	2.681866852364479e-16	1.1993015124828964e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.10000000257	2.468477223824798e-16	2.493106190602859e-17	1.8539560619836076e-16	1.4754449044461616e-16	2.679361872041349e-16	1.2012653339336716e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.15000000257	2.4670968611812413e-16	2.500206492028809e-17	1.8499688423968984e-16	1.4799835829855205e-16	2.676859280352548e-16	1.2036475825876002e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.20000000257	2.465663625993167e-16	2.509435038989868e-17	1.8459961838696074e-16	1.484494008603323e-16	2.6743565754305515e-16	1.206482815348243e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.250000002576	2.464177560597449e-16	2.5209351709053763e-17	1.8420380488677055e-16	1.4889761415004332e-16	2.6718512553558947e-16	1.2098043547298568e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.30000000258	2.4626388441050956e-16	2.5347906362561363e-17	1.8380943999183226e-16	1.493429942462607e-16	2.6693410040413614e-16	1.2136379829981948e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.35000000258	2.461048208655354e-16	2.55087833236468e-17	1.834165199609449e-16	1.4978553728509437e-16	2.666824879262905e-16	1.2179635872022013e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.400000002584	2.459406523187562e-16	2.5690161810504005e-17	1.83025041058966e-16	1.5022523945924386e-16	2.664302554506191e-16	1.2227396417866082e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.45000000259	2.4577146547166514e-16	2.589014589381182e-17	1.8263499955677774e-16	1.506620970170685e-16	2.6617737060573863e-16	1.2279232483512056e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.50000000259	2.4559734683576514e-16	2.610679059057417e-17	1.8224639173126053e-16	1.5109610626166658e-16	2.659238010095443e-16	1.2334705988180765e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.55000000259	2.4541838273504574e-16	2.6338125683217933e-17	1.818592138652596e-16	1.5152726354996696e-16	2.6566951426893496e-16	1.2393373203921131e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.600000002596	2.4523465930845174e-16	2.658217695676073e-17	1.8147346224755735e-16	1.5195556529183181e-16	2.654144779796234e-16	1.2454787931060511e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.6500000026	2.450462625123366e-16	2.6836984701073263e-17	1.8108913317284102e-16	1.5238100794917014e-16	2.651586597257071e-16	1.251850438462239e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.7000000026	2.4485327812293454e-16	2.710061945688686e-17	1.8070622294167257e-16	1.528035880350632e-16	2.64902027079501e-16	1.258407978560393e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.750000002605	2.446557917387898e-16	2.7371195090082392e-17	1.803247278604593e-16	1.532233021128984e-16	2.646445476012468e-16	1.2651076658217623e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.80000000261	2.444538887832203e-16	2.764687935730644e-17	1.7994464424142124e-16	1.536401467955166e-16	2.6438618883878485e-16	1.2719064840585385e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.85000000261	2.442476545067458e-16	2.79259021792881e-17	1.795659684025621e-16	1.540541187443675e-16	2.641269183273316e-16	1.2787623221195831e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.90000000261	2.440371739895558e-16	2.820656186906545e-17	1.7918869666763642e-16	1.5446521466867716e-16	2.6386670358918463e-16	1.2856341217166876e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59130.95000000262	2.4382253214390718e-16	2.8487229575169845e-17	1.788128253661214e-16	1.5487343132462443e-16	2.6360551213345083e-16	1.2924820013074288e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.00000000262	2.4360381371659594e-16	2.8766352198231905e-17	1.7843835083318226e-16	1.5527876551452701e-16	2.6334331145572423e-16	1.2992673580734292e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.05000000262	2.4338110329135284e-16	2.9042454028028925e-17	1.7806526940964437e-16	1.5568121408603968e-16	2.630800690378786e-16	1.3059529501036901e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.100000002625	2.431544852912827e-16	2.9314137329370357e-17	1.7769357744195971e-16	1.560807739313588e-16	2.62815752347726e-16	1.3125029609322442e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.15000000263	2.4292404398128793e-16	2.958008208297146e-17	1.7732327128217672e-16	1.5647744198644082e-16	2.625503288388262e-16	1.3188830485162374e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.20000000263	2.4268986347047037e-16	2.9839045063221076e-17	1.769543472879087e-16	1.5687121523022504e-16	2.622837659500706e-16	1.3250603806604138e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.250000002634	2.4245202771456933e-16	3.00898584106082e-17	1.765868018223014e-16	1.5726209068387058e-16	2.6201603110555773e-16	1.3310036587890048e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.30000000264	2.4221062051833854e-16	3.0331427833168834e-17	1.7622063125400166e-16	1.5765006540999988e-16	2.617470917141788e-16	1.3366831318429774e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.35000000264	2.419657255379917e-16	3.056273054982245e-17	1.7585583195712796e-16	1.5803513651195057e-16	2.614769151694546e-16	1.3420706019166094e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.40000000264	2.417174262835579e-16	3.078281306901861e-17	1.7549240031123376e-16	1.5841730113303935e-16	2.612054688491758e-16	1.3471394231095695e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.450000002646	2.4146580612132675e-16	3.09907888790121e-17	1.7513033270128034e-16	1.5879655645583268e-16	2.6093272011516263e-16	1.3518644949290401e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.50000000265	2.4121094827621537e-16	3.1185836111190974e-17	1.747696255176021e-16	1.5917289970142534e-16	2.6065863631301084e-16	1.356222251437348e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.55000000265	2.409529358341738e-16	3.1367195225365486e-17	1.7441027515587508e-16	1.5954632812873017e-16	2.603831847716997e-16	1.360190647176165e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.600000002654	2.4069185174457623e-16	3.153416675514721e-17	1.7405227801708597e-16	1.5991683903377395e-16	2.601063328034655e-16	1.3637491408260164e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.65000000266	2.4042777882257367e-16	3.1686109142988126e-17	1.7369563050749603e-16	1.6028442974900293e-16	2.598280477034039e-16	1.3668786773833766e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.70000000266	2.4016079975154387e-16	3.182243668715365e-17	1.733403290386137e-16	1.6064909764259696e-16	2.5954829674927367e-16	1.3695616695886313e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.75000000266	2.3989099708539384e-16	3.194261761716719e-17	1.7298637002715788e-16	1.6101084011779108e-16	2.592670472011574e-16	1.3717819792048017e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.800000002666	2.3961845325099974e-16	3.204617230979451e-17	1.726337498950286e-16	1.6136965461220412e-16	2.5898426630122793e-16	1.3735248986933927e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.85000000267	2.393432505505471e-16	3.2132671653970755e-17	1.7228246506927117e-16	1.6172553859717832e-16	2.5869992127342627e-16	1.374777133729689e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.90000000267	2.3906547116391445e-16	3.2201735570504435e-17	1.7193251198204555e-16	1.6207848957712403e-16	2.584139793231888e-16	1.375526786987268e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59131.950000002675	2.3878519715101795e-16	3.2253031690327665e-17	1.7158388707059334e-16	1.6242850508887317e-16	2.5812640763723066e-16	1.375763343510487e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59132.00000000268	2.385025104542127e-16	3.2286274193761095e-17	1.712365867772029e-16	1.627755827010407e-16	2.57837173383147e-16	1.3754776579900093e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59132.05000000268	2.38217492900635e-16	3.230122281231331e-17	1.7089060754917874e-16	1.6311972001339316e-16	2.57546243709278e-16	1.3746619442032163e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59132.10000000268	2.379302262045543e-16	3.229768199406624e-17	1.705459458388069e-16	1.6346091465622564e-16	2.572535857443078e-16	1.3733097668605106e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59132.150000002686	2.376407919697506e-16	3.227550023351292e-17	1.7020259810332125e-16	1.637991642897439e-16	2.569591665970288e-16	1.371416036049241e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59132.20000000269	2.373492716918466e-16	3.2234569566875426e-17	1.6986056080487137e-16	1.6413446660345665e-16	2.566629533560659e-16	1.3689770044798554e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59132.25000000269	2.370557467606676e-16	3.21748252341552e-17	1.6951983041048796e-16	1.644668193155734e-16	2.5636491308962643e-16	1.3659902676968891e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59132.300000002695	2.367602984626065e-16	3.209624550980827e-17	1.6918040339204933e-16	1.6479622017240903e-16	2.560650128451321e-16	1.3624547674248377e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59132.3500000027	2.364630079829398e-16	3.1998851704465904e-17	1.6884227622624847e-16	1.6512266694779813e-16	2.5576321964900847e-16	1.3583707981835939e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59132.4000000027	2.361639564082025e-16	3.188270834098428e-17	1.6850544539455914e-16	1.6544615744251142e-16	2.554595005064094e-16	1.3537400173366878e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59132.450000002704	2.358632247284962e-16	3.174792350891213e-17	1.6816990738320068e-16	1.6576668948368458e-16	2.5515382240090104e-16	1.3485654586958015e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59132.50000000271	2.3556089383986207e-16	3.159464940246677e-17	1.6783565868310462e-16	1.6608426092424958e-16	2.5484615229416444e-16	1.3428515498173789e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
59132.55000000271	2.3525704454659883e-16	3.1423083047940604e-17	1.6750269578988215e-16	1.6639886964237524e-16	2.545364571257829e-16	1.3366041331208767e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
